inn;predpriyatie;tip;model;vid_fakta;chto_naydeno;ssylka
6311079117;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АРГОС""";ПКС;;машина;нанимает в компрессорное хозяйство: Электромонтер по обслуживанию буровых 5 разряда. вакансий за 30 дней 12, города: Уфа, Пермь, Оренбург, Казань. кто это: подрядчик (Буровая компания, использует передвижные компрессоры ;https://hh.ru/vacancy/135683439
7107040552;"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ИСПРАВИТЕЛЬНАЯ КОЛОНИЯ № 2 УПРАВЛЕНИЯ ФЕДЕРАЛЬНОЙ СЛУЖБЫ ИСПОЛНЕНИЯ НАКАЗАНИЙ ПО ТУЛЬСКОЙ ОБЛАСТИ""";компрессор;;машина;"Перфоратор электрический Makita HR2470 или эквивалент; Дрель Makita DP 4011 или эквивалент; Лобзик Makita 4350 FCT или эквивалент; Перфоратор Makita HR4013C большой или эквивалент; Угловая шлифмашина Makita 9565 CV 125мм";https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0366100005818000048
7116000066;"АО ""НАК ""АЗОТ""";компрессор;SM-6000;узел;техническое устройство: доохладитель воздуха компрессора «Samsung SM-6000», заводской №DM011-0190-1, эксплуатируемый в АО «НАК «Азот», цех РВ и МЦК (отделение Р и ОВ);https://monitor-pb.ru/conclusion/11-%D0%A2%D0%A3-13902-2022
7604108240;"АО ""НПЦ ""НЕДРА""";осушитель;;расходник;Поставка ЗИП для осушителя воздуха буровой установки F400 объекта Гыданская ПС 118, 2 этап;https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32312576155
7604108240;"АО ""НПЦ ""НЕДРА""";осушитель;;расходник;Поставка ЗИП для осушителя воздуха буровой установки F400 объекта Гыданская ПС 118, 2 этап;https://etpgpb.ru/procedures/?search=32312576155
7701924275;"ООО ""УК ""КОЛМАР""";компрессор;;машина;"Поставка компрессора 2658357465 для бур. станка Atlas Copco DM45 для АО ""ГОК ""Инаглинский"" (35718) машина";https://etpgpb.ru/procedure/tender/etp/479185-postavka-kompressora-2658357465-dlya-bur-stanka-atlas-copco-dm45-dlya-ao-gok-inaglinskiy-35718/
7701924275;"ООО ""УК ""КОЛМАР""";компрессор;;машина;"Поставка компрессора 2658357465 для бур. станка Atlas Copco DM45 для АО ""ГОК ""Инаглинский"" (35718)";https://etpgpb.ru/procedures/etp/479185-postavka-kompressora-2658357465-dlya-bur-stanka-atlas-copco-dm45-dlya-ao-gok-inaglinskiy-35718/
7701924275;"ООО ""УК ""КОЛМАР""";компрессор;;машина;"Поставка компрессора 2658357465 для бур. станка Atlas Copco DM45 для АО ""ГОК ""Инаглинский"" (35718)";https://etpgpb.ru/procedures/?search=ГП176010
7701924275;"ООО ""УК ""КОЛМАР""";компрессор;;машина;"Поставка компрессора 2658357465 для бур. станка Atlas Copco DM45 для АО ""ГОК ""Инаглинский"" (35718)";https://etpgpb.ru/procedures/?search=ГП176010
7701924275;"ООО ""УК ""КОЛМАР""";компрессор;;машина;"Поставка компрессора 2658357465 для бур. станка Atlas Copco DM45 для АО ""ГОК ""Инаглинский"" (35718) [источник: etpgpb-loty-vse.csv, колонка predmet https://etpgpb.ru/procedures/etp/479185-postavka-kompressora-2658357465-d";https://etpgpb.ru/procedures/?search=ГП176010#7701924275
7701924275;"ООО ""УК ""КОЛМАР""";компрессор;;машина;"Поставка компрессора 2658357465 для бур. станка Atlas Copco DM45 для АО ""ГОК ""Инаглинский"" (35718) [источник: SVOD-tri-sostoyaniya.csv, колонка tekst, ЭТП ГПБ, поиск по словам, ЭТП ГПБ, процедура ГП176010 https://etpgpb.";https://zakupki.gov.ru/epz/order/extendedsearch/results.html?searchString=479185#7701924275
7706613770;"ООО ""РН-БУРЕНИЕ""";компрессор;ZJ50DB;машина;_Компрессор QTD буровой установки ZJ50DB зав. № QT20114___;https://monitor-pb.ru/conclusion/56-%D0%A2%D0%A3-714345-2026
7706613770;"ООО ""РН-БУРЕНИЕ""";компрессор;ZJ50DB;машина;Компрессор QTD буровой установки ZJ50DB зав. № QT21108_______;https://monitor-pb.ru/conclusion/56-%D0%A2%D0%A3-714355-2026
7706613770;"ООО ""РН-БУРЕНИЕ""";ресивер;;машина;"на техническое устройство: воздухосборник, заводской № 1013, регистрационный № 1784-НЮ, эксплуатируемое на опасном производственном объекте ""Участок ведения буровых работ Губкинский филиал ООО ""РН-Бурение"""", рег. №А01-08";https://monitor-pb.ru/conclusion/59-%D0%A2%D0%A3-20584-2025
7706613770;"ООО ""РН-БУРЕНИЕ""";ресивер;;машина;"на техническое устройство: воздухосборник, заводской № 1012, регистрационный № 1783-НЮ, эксплуатируемое на опасном производственном объекте ""Участок ведения буровых работ Губкинский филиал ООО ""РН-Бурение"""", рег. №А01-08";https://monitor-pb.ru/conclusion/59-%D0%A2%D0%A3-20640-2025
7706613770;"ООО ""РН-БУРЕНИЕ""";ресивер;;машина;"на техническое устройство: воздухосборник, заводской № 1010, регистрационный № 1781-НЮ, эксплуатируемое на опасном производственном объекте ""Участок ведения буровых работ Губкинский филиал ООО ""РН-Бурение"""", рег. №А01-08";https://monitor-pb.ru/conclusion/59-%D0%A2%D0%A3-20755-2025
7706613770;"ООО ""РН-БУРЕНИЕ""";ресивер;;машина;на техническое устройство: воздухосборник, заводской № 1011, регистрационный № 1782-НЮ, эксплуатируемое на опасном производственном объекте «Участок ведения буровых работ Губкинского филиала ООО «РН-Бурение»», рег. №А01-;https://monitor-pb.ru/conclusion/59-%D0%A2%D0%A3-20838-2025
7706613770;"ООО ""РН-БУРЕНИЕ""";осушитель;ОСВ 15/12-М;машина;на техническое устройство: Осушитель сжатого воздуха ОСВ 15/12-М, заводской № 90, регистрационный № 112, эксплуатируемое на опасном производственном объекте «Участок ведения буровых работ Губкинского филиала ООО «РН-Буре;https://monitor-pb.ru/conclusion/59-%D0%A2%D0%A3-32516-2025
7706613770;"ООО ""РН-БУРЕНИЕ""";ресивер;;машина;"на техническое устройство: воздухосборник, заводской № 1010, регистрационный № 1781-НЮ, эксплуатируемое на опасном производственном объекте ""Участок ведения буровых работ Губкинский филиал ООО ""РН-Бурение"""", рег. №А01-08";https://monitor-pb.ru/conclusion/89-%D0%A2%D0%A3-22970-2025
7706613770;"ООО ""РН-БУРЕНИЕ""";ресивер;;машина;на техническое устройство: воздухосборник, заводской № 1012, регистрационный № 1783-НЮ, эксплуатируемое на опасном производственном объекте «Участок ведения буровых работ Губкинского филиала ООО «РН-Бурение», рег. №А01-0;https://monitor-pb.ru/conclusion/89-%D0%A2%D0%A3-48127-2025
7706613770;"ООО ""РН-БУРЕНИЕ""";ресивер;;машина;на техническое устройство: воздухосборник, заводской № 1013, регистрационный № 1784-НЮ, эксплуатируемое на опасном производственном объекте «Участок ведения буровых работ Губкинского филиала ООО «РН-Бурение», рег. №А01-0;https://monitor-pb.ru/conclusion/89-%D0%A2%D0%A3-48191-2025
7706613770;"ООО ""РН-БУРЕНИЕ""";осушитель;ОСВ 15/12-М;машина;на техническое устройство: Осушитель сжатого воздуха ОСВ 15/12-М, заводской № 90, регистрационный № 112, эксплуатируемое на опасном производственном объекте «Участок ведения буровых работ Губкинского филиала ООО «РН-Буре;https://monitor-pb.ru/conclusion/89-%D0%A2%D0%A3-48228-2025
7706613770;"ООО ""РН-БУРЕНИЕ""";ресивер;;машина;на техническое устройство: воздухосборник, заводской № 1010, регистрационный № 1781-НЮ, эксплуатируемое на опасном производственном объекте «Участок ведения буровых работ Губкинского филиала ООО «РН-Бурение», рег. №А01-0;https://monitor-pb.ru/conclusion/89-%D0%A2%D0%A3-48261-2025
7706613770;"ООО ""РН-БУРЕНИЕ""";ресивер;;машина;на техническое устройство: воздухосборник, заводской № 1011, регистрационный № 1782-НЮ, эксплуатируемое на опасном производственном объекте «Участок ведения буровых работ Губкинского филиала ООО «РН-Бурение», рег. №А01-0;https://monitor-pb.ru/conclusion/89-%D0%A2%D0%A3-48294-2025
7706613770;"ООО ""РН-БУРЕНИЕ""";компрессор;ZJ50DB;машина;Компрессор QTD буровой установки ZJ50DB зав. № QT21111;https://monitor-pb.ru/conclusion/49-%D0%A2%D0%A3-05646-2025
7706613770;"ООО ""РН-БУРЕНИЕ""";компрессор;ZJ50DB;машина;Компрессор QTD буровой установки ZJ50DB зав. № QT 21110;https://monitor-pb.ru/conclusion/49-%D0%A2%D0%A3-05648-2025
7706613770;"ООО ""РН-БУРЕНИЕ""";ресивер;;машина;на техническое устройство: сосуд, работающий под давлением: воздухосборник V=2,7 м3, заводской номер № 12439, регистрационный номер № 3097, эксплуатируемое на опасном производственном объекте «Участок ведения буровых раб;https://monitor-pb.ru/conclusion/59-%D0%A2%D0%A3-01915-2025
7706613770;"ООО ""РН-БУРЕНИЕ""";ресивер;;машина;на техническое устройство: сосуд, работающий под давлением: воздухосборник V=2,7 м3, заводской номер № 12440, регистрационный номер № 3098, эксплуатируемое на опасном производственном объекте «Участок ведения буровых раб;https://monitor-pb.ru/conclusion/59-%D0%A2%D0%A3-01916-2025
7706613770;"ООО ""РН-БУРЕНИЕ""";ресивер;;машина;на техническое устройство: сосуд, работающий под давлением: воздухосборник V=2,7 м3, заводской номер № 22726, регистрационный номер № 3157, эксплуатируемое на опасном производственном объекте «Участок ведения буровых раб;https://monitor-pb.ru/conclusion/59-%D0%A2%D0%A3-01918-2025
7706613770;"ООО ""РН-БУРЕНИЕ""";ресивер;;машина;на техническое устройство: сосуд, работающий под давлением, воздухосборник V=2,7 м3, заводской номер № 22720, регистрационный номер № 3156, эксплуатируемое на опасном производственном объекте «Участок ведения буровых раб;https://monitor-pb.ru/conclusion/59-%D0%A2%D0%A3-01920-2025
7706613770;"ООО ""РН-БУРЕНИЕ""";осушитель;ОСВ 15/12-М;машина;на техническое устройство: Осушитель сжатого воздуха ОСВ 15/12-М, заводской № 29, регистрационный № 211, эксплуатируемое на опасном производственном объекте «Участок ведения буровых работ Губкинский филиал ООО «РН-Бурени;https://monitor-pb.ru/conclusion/59-%D0%A2%D0%A3-28642-2024
7706613770;"ООО ""РН-БУРЕНИЕ""";ресивер;;машина;на техническое устройство: воздухосборник, заводской № 1001, регистрационный № 12311, эксплуатируемое на опасном производственном объекте «Участок ведения буровых работ Губкинский филиал ООО «РН-Бурение», рег. №А01-08709;https://monitor-pb.ru/conclusion/59-%D0%A2%D0%A3-25182-2024
7706613770;"ООО ""РН-БУРЕНИЕ""";ресивер;;машина;на техническое устройство: воздухосборник, заводской № 1002, регистрационный № 12316, эксплуатируемое на опасном производственном объекте «Участок ведения буровых работ Губкинский филиал ООО «РН-Бурение», рег. №А01-08709;https://monitor-pb.ru/conclusion/59-%D0%A2%D0%A3-25184-2024
7706613770;"ООО ""РН-БУРЕНИЕ""";ресивер;;машина;на техническое устройство: воздухосборник, заводской № MY10BC40001, эксплуатируемое на опасном производственном объекте «Участок ведения буровых работ Губкинский филиал ООО «РН-Бурение», рег. №А01-08709-0093, ООО «РН-Бур;https://monitor-pb.ru/conclusion/59-%D0%A2%D0%A3-24683-2024
7706613770;"ООО ""РН-БУРЕНИЕ""";ресивер;;машина;на техническое устройство: воздухосборник, заводской № MY10BА40006, эксплуатируемое на опасном производственном объекте «Участок ведения буровых работ Губкинский филиал ООО «РН-Бурение», рег. №А01-08709-0093, ООО «РН-Бур;https://monitor-pb.ru/conclusion/59-%D0%A2%D0%A3-24687-2024
7706613770;"ООО ""РН-БУРЕНИЕ""";ресивер;;машина;на техническое устройство: воздухосборник, заводской № MY10BА40010, эксплуатируемое на опасном производственном объекте «Участок ведения буровых работ Губкинский филиал ООО «РН-Бурение», рег. №А01-08709-0093, ООО «РН-Бур;https://monitor-pb.ru/conclusion/59-%D0%A2%D0%A3-24688-2024
7706613770;"ООО ""РН-БУРЕНИЕ""";ресивер;;машина;на техническое устройство: воздухосборник, заводской № MY10BА40004, эксплуатируемое на опасном производственном объекте «Участок ведения буровых работ Губкинский филиал ООО «РН-Бурение», рег. №А01-08709-0093, ООО «РН-Бур;https://monitor-pb.ru/conclusion/59-%D0%A2%D0%A3-24689-2024
7706613770;"ООО ""РН-БУРЕНИЕ""";ресивер;;машина;на техническое устройство: воздухосборник, заводской № MY10BА40009, эксплуатируемое на опасном производственном объекте «Участок ведения буровых работ Губкинский филиал ООО «РН-Бурение», рег. №А01-08709-0093, ООО «РН-Бур;https://monitor-pb.ru/conclusion/59-%D0%A2%D0%A3-24690-2024
7706613770;"ООО ""РН-БУРЕНИЕ""";ресивер;;машина;на техническое устройство: воздухосборник, заводской № MY10BА40002, эксплуатируемое на опасном производственном объекте «Участок ведения буровых работ Губкинский филиал ООО «РН-Бурение», рег. №А01-08709-0093, ООО «РН-Бур;https://monitor-pb.ru/conclusion/59-%D0%A2%D0%A3-24691-2024
7706613770;"ООО ""РН-БУРЕНИЕ""";ресивер;;машина;на техническое устройство: воздухосборник, заводской № MY10BА40015, эксплуатируемое на опасном производственном объекте «Участок ведения буровых работ Губкинский филиал ООО «РН-Бурение», рег. №А01-08709-0093, ООО «РН-Бур;https://monitor-pb.ru/conclusion/59-%D0%A2%D0%A3-24693-2024
7706613770;"ООО ""РН-БУРЕНИЕ""";ресивер;;машина;на техническое устройство: воздухосборник, заводской № MY10BА40016, эксплуатируемое на опасном производственном объекте «Участок ведения буровых работ Губкинский филиал ООО «РН-Бурение», рег. №А01-08709-0093, ООО «РН-Бур;https://monitor-pb.ru/conclusion/59-%D0%A2%D0%A3-24695-2024
7706613770;"ООО ""РН-БУРЕНИЕ""";ресивер;;машина;на техническое устройство: воздухосборник, заводской № MY10BА40011, эксплуатируемое на опасном производственном объекте «Участок ведения буровых работ Губкинский филиал ООО «РН-Бурение», рег. №А01-08709-0093, ООО «РН-Бур;https://monitor-pb.ru/conclusion/59-%D0%A2%D0%A3-24697-2024
7706613770;"ООО ""РН-БУРЕНИЕ""";ресивер;;машина;на техническое устройство: воздухосборник, заводской № MY10BА40012, эксплуатируемое на опасном производственном объекте «Участок ведения буровых работ Губкинский филиал ООО «РН-Бурение», рег. №А01-08709-0093, ООО «РН-Бур;https://monitor-pb.ru/conclusion/59-%D0%A2%D0%A3-24698-2024
7706613770;"ООО ""РН-БУРЕНИЕ""";ресивер;;машина;на техническое устройство: воздухосборник, заводской № MY10BС40008, эксплуатируемое на опасном производственном объекте «Участок ведения буровых работ Губкинский филиал ООО «РН-Бурение», рег. №А01-08709-0093, ООО «РН-Бур;https://monitor-pb.ru/conclusion/59-%D0%A2%D0%A3-24700-2024
7706613770;"ООО ""РН-БУРЕНИЕ""";ресивер;;машина;на техническое устройство: воздухосборник, заводской № MY10BС40012, эксплуатируемое на опасном производственном объекте «Участок ведения буровых работ Губкинский филиал ООО «РН-Бурение», рег. №А01-08709-0093, ООО «РН-Бур;https://monitor-pb.ru/conclusion/59-%D0%A2%D0%A3-24702-2024
7706613770;"ООО ""РН-БУРЕНИЕ""";ресивер;;машина;на техническое устройство: сосуд, работающий под давлением: воздухосборник V=3,3м3, заводской №7646, регистрационный №2960, эксплуатируемое на опасном производственном объекте «Участок ведения буровых работ Губкинский фи;https://monitor-pb.ru/conclusion/59-%D0%A2%D0%A3-06014-2024
7706613770;"ООО ""РН-БУРЕНИЕ""";ресивер;;машина;на техническое устройство: сосуд, работающий под давлением: воздухосборник V=2,7м3, заводской №22729, регистрационный №3159, эксплуатируемое на опасном производственном объекте «Участок ведения буровых работ Губкинский ф;https://monitor-pb.ru/conclusion/59-%D0%A2%D0%A3-06018-2024
7706613770;"ООО ""РН-БУРЕНИЕ""";ресивер;;машина;на техническое устройство: сосуд, работающий под давлением: воздухосборник V=3,3м3, заводской №7644, регистрационный №2955, эксплуатируемое на опасном производственном объекте «Участок ведения буровых работ Губкинский фи;https://monitor-pb.ru/conclusion/59-%D0%A2%D0%A3-06021-2024
7706613770;"ООО ""РН-БУРЕНИЕ""";ресивер;;машина;на техническое устройство: сосуд, работающий под давлением: воздухосборник V=2,7м3, заводской №22728, регистрационный №3158, эксплуатируемое на опасном производственном объекте «Участок ведения буровых работ Губкинский ф;https://monitor-pb.ru/conclusion/59-%D0%A2%D0%A3-06027-2024
7706613770;"ООО ""РН-БУРЕНИЕ""";ресивер;;машина;техническое устройство: сосуд, работающий под давлением: Воздухосборник, заводской № 735, регистрационный № 21/11-1, эксплуатируемое на опасном производственном объекте «Участок ведения буровых работ Губкинский филиал ОО;https://monitor-pb.ru/conclusion/59-%D0%A2%D0%A3-33166-2023
7706613770;"ООО ""РН-БУРЕНИЕ""";ресивер;;машина;"на техническое устройство: сосуд, работающий под давлением воздухосборник V=0,9 м3, зав. № 7024 9.(1) комплект, рег. № 07-9-1, применяемое на опасном производственном объекте ""Участок ведения буровых работ Нижневартовско";https://monitor-pb.ru/conclusion/58-%D0%A2%D0%A3-27394-2023
7706613770;"ООО ""РН-БУРЕНИЕ""";ресивер;;машина;"на техническое устройство: сосуд, работающий под давлением воздухосборник V=0,9 м3, зав. № 7024-9(2) комплект, рег. № 07-9-2, применяемое на опасном производственном объекте ""Участок ведения буровых работ Нижневартовског";https://monitor-pb.ru/conclusion/58-%D0%A2%D0%A3-27395-2023
7706613770;"ООО ""РН-БУРЕНИЕ""";ресивер;;машина;на техническое устройство: сосуд, работающий под давлением: Воздухосборник, заводской № 736, регистрационный № 21/11-2, эксплуатируемое на опасном производственном объекте «Участок ведения буровых работ Губкинский филиал;https://monitor-pb.ru/conclusion/59-%D0%A2%D0%A3-22759-2023
7706613770;"ООО ""РН-БУРЕНИЕ""";ресивер;;машина;"на техническое устройство: сосуд, работающий под давлением воздухосборник V=0,9 м3, зав. № 7024-5/1, рег. № 07-5-1, применяемое на опасном производственном объекте ""Участок ведения буровых работ Нижневартовского филиала ";https://monitor-pb.ru/conclusion/58-%D0%A2%D0%A3-15120-2023
7706613770;"ООО ""РН-БУРЕНИЕ""";ресивер;;машина;"на техническое устройство: сосуд, работающий под давлением воздухосборник V=0,9 м3, зав. № 7024-5/2, рег. № 07-5-2, применяемое на опасном производственном объекте ""Участок ведения буровых работ Нижневартовского филиала ";https://monitor-pb.ru/conclusion/58-%D0%A2%D0%A3-15121-2023
7706613770;"ООО ""РН-БУРЕНИЕ""";ресивер;;машина;"на техническое устройство: сосуд, работающий под давлением воздухосборник V=0,9 м3, зав. № 7024-7(2), рег. № 07-7-2, применяемое на опасном производственном объекте ""Участок ведения буровых работ Нижневартовского филиала";https://monitor-pb.ru/conclusion/58-%D0%A2%D0%A3-15122-2023
7706613770;"ООО ""РН-БУРЕНИЕ""";ресивер;;машина;на техническое устройство, сосуд, работающий под давлением Воздухосборник V=2,7 м3, зав.№22735, рег. № 3407, эксплуатируемый на опасном производственном объекте «Участок ведения буровых работ Губкинский филиал ООО «РН-Бу;https://monitor-pb.ru/conclusion/59-%D0%A2%D0%A3-12432-2023
7706613770;"ООО ""РН-БУРЕНИЕ""";ресивер;;машина;на техническое устройство, сосуд, работающий под давлением Воздухосборник V=2,7 м3, зав.№22731, рег. № 3408, эксплуатируемый на опасном производственном объекте «Участок ведения буровых работ Губкинский филиал ООО «РН-Бу;https://monitor-pb.ru/conclusion/59-%D0%A2%D0%A3-12433-2023
7706613770;"ООО ""РН-БУРЕНИЕ""";ресивер;;машина;на техническое устройство: сосуд, работающий под давлением воздухосборник V=0,9 м3, зав. № 7024-8(2) к-т, рег. № 07-8-2, применяемое на опасном производственном объекте Участок ведения буровых работ Нижневартовского фили;https://monitor-pb.ru/conclusion/58-%D0%A2%D0%A3-10753-2023
7706613770;"ООО ""РН-БУРЕНИЕ""";ресивер;;машина;на техническое устройство: сосуд, работающий под давлением воздухосборник V=0,9 м3, зав. 7024-3/1, рег. 07-3-1, применяемое на опасном производственном объекте Участок ведения буровых работ Нижневартовского филиала ООО «;https://monitor-pb.ru/conclusion/58-%D0%A2%D0%A3-08290-2023
7706613770;"ООО ""РН-БУРЕНИЕ""";ресивер;;машина;на техническое устройство: сосуд, работающий под давлением воздухосборник V=0,9 м3, зав. 7024-2-1 комплект, рег. 07-2-1, применяемое на опасном производственном объекте Участок ведения буровых работ Нижневартовского фили;https://monitor-pb.ru/conclusion/58-%D0%A2%D0%A3-08291-2023
7706613770;"ООО ""РН-БУРЕНИЕ""";ресивер;;машина;на техническое устройство: сосуд, работающий под давлением воздухосборник V=0,9 м3, зав. 7024-2-2, рег. 07-2-2, применяемое на опасном производственном объекте Участок ведения буровых работ Нижневартовского филиала ООО «;https://monitor-pb.ru/conclusion/58-%D0%A2%D0%A3-08293-2023
7706613770;"ООО ""РН-БУРЕНИЕ""";ресивер;;машина;на техническое устройство: сосуд, работающий под давлением воздухосборник V=0,9 м3, зав. 7024-4/1, рег. 07-4-1, применяемое на опасном производственном объекте Участок ведения буровых работ Нижневартовского филиала ООО «;https://monitor-pb.ru/conclusion/58-%D0%A2%D0%A3-08294-2023
7706613770;"ООО ""РН-БУРЕНИЕ""";ресивер;;машина;на техническое устройство: сосуд, работающий под давлением воздухосборник V=0,9 м3, зав. 7024-4/2, рег. 07-4-2, применяемое на опасном производственном объекте Участок ведения буровых работ Нижневартовского филиала ООО «;https://monitor-pb.ru/conclusion/58-%D0%A2%D0%A3-08295-2023
7706613770;"ООО ""РН-БУРЕНИЕ""";ресивер;;машина;на техническое устройство: сосуд, работающий под давлением воздухосборник V=0,9 м3, зав. 7024-3/2, рег. 07-3-2, применяемое на опасном производственном объекте Участок ведения буровых работ Нижневартовского филиала ООО «;https://monitor-pb.ru/conclusion/58-%D0%A2%D0%A3-08296-2023
7706613770;"ООО ""РН-БУРЕНИЕ""";ресивер;;машина;на техническое устройство: сосуд, работающий под давлением воздухосборник V=0,9 м3, зав. 7024-6/1, рег. 07-6-1, применяемое на опасном производственном объекте Участок ведения буровых работ Нижневартовского филиала ООО «;https://monitor-pb.ru/conclusion/58-%D0%A2%D0%A3-08310-2023
7706613770;"ООО ""РН-БУРЕНИЕ""";ресивер;;машина;на техническое устройство: сосуд, работающий под давлением воздухосборник V=0,9 м3, зав. 7024-6/2, рег. 07-6-2, применяемое на опасном производственном объекте Участок ведения буровых работ Нижневартовского филиала ООО «;https://monitor-pb.ru/conclusion/58-%D0%A2%D0%A3-08311-2023
7706613770;"ООО ""РН-БУРЕНИЕ""";ресивер;;машина;на группу технических устройств: вспомогательное оборудование установки для бурения и капитального ремонта скважин АЕ 520, зав. №3, 2001 г.в.: крюкоблок Dreco 4-30, зав. №3, 2001 г.в., ротор зав. №30100417, 2001 г.в., ле;https://monitor-pb.ru/conclusion/58-%D0%A2%D0%A3-55455-2022
7706613770;"ООО ""РН-БУРЕНИЕ""";ресивер;;машина;"на техническое устройство: сосуд, работающий под давлением, воздухосборник ВВ-0,9-1,0, зав. №193, , эксплуатируемое на опасном производственном объекте ""Участок ведения буровых работ Нижневартовский филиал ООО «РН-Бурени";https://monitor-pb.ru/conclusion/58-%D0%A2%D0%A3-26392-2022
7706613770;"ООО ""РН-БУРЕНИЕ""";ресивер;Р230/10;машина;"на техническое устройство: сосуд, работающий под давлением ресивер Р230/10, зав. №1365, рег. №054/18, эксплуатируемое на опасном производственном объекте ""Участок ведения буровых работ Нижневартовский филиал ООО «РН-Буре";https://monitor-pb.ru/conclusion/58-%D0%A2%D0%A3-25664-2022
7706613770;"ООО ""РН-БУРЕНИЕ""";ресивер;;машина;"на техническое устройство, сосуд, работающий под давлением воздухосборник V=0,9 м3, зав. № 1237 к-т 1, рег. №31-1, эксплуатируемое на опасном производственном объекте ""Участок ведения буровых работ Нижневартовского филиа";https://monitor-pb.ru/conclusion/58-%D0%A2%D0%A3-25156-2022
7706613770;"ООО ""РН-БУРЕНИЕ""";ресивер;Р230/10;машина;"на техническое устройство: сосуд, работающий под давлением ресивер Р230/10, зав. №154, рег. №337, эксплуатируемое на опасном производственном объекте ""Участок ведения буровых работ Нижневартовский филиал ООО «РН-Бурение»";https://monitor-pb.ru/conclusion/58-%D0%A2%D0%A3-25185-2022
7706613770;"ООО ""РН-БУРЕНИЕ""";ресивер;;машина;"а техническое устройство: сосуд, работающий под давлением ресивер, зав. № 988, эксплуатируемое на опасном производственном объекте ""Участок ведения буровых работ Нижневартовский филиал ООО «РН-Бурение», рег. № А01-08709-";https://monitor-pb.ru/conclusion/58-%D0%A2%D0%A3-25186-2022
7706613770;"ООО ""РН-БУРЕНИЕ""";ресивер;;машина;"на техническое устройство: сосуд, работающий под давлением воздухосборник С-0,99/1,0, зав. № 2010-0,99-4, рег. №26/11-3, эксплуатируемое на опасном производственном объекте ""Участок ведения буровых работ Нижневартовский ";https://monitor-pb.ru/conclusion/58-%D0%A2%D0%A3-25187-2022
7706613770;"ООО ""РН-БУРЕНИЕ""";ресивер;РВ-900;машина;"Заключение экспертизы промышленной безопасности №2440220/6215Д/УФФ-12-307/02-ЭПБ-2022 на техническое устройство, применяемое на опасном производственном объекте: Ресивер РВ-900 зав №115, Уфимский филиал ООО ""РН-Бурение"".";https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-37223-2022
7706613770;"ООО ""РН-БУРЕНИЕ""";ресивер;РВ-900;машина;"Заключение экспертизы промышленной безопасности №2440220/6215Д/УФФ-12-307/01-ЭПБ-2022 на техническое устройство, применяемое на опасном производственном объекте: Ресивер РВ-900 зав №87, Уфимский филиал ООО ""РН-Бурение"". ";https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-37224-2022
7706613770;"ООО ""РН-БУРЕНИЕ""";ресивер;;машина;на техническое устройство, сосуд, работающий под давлением воздухосборник V=0,9м3, зав. №6064-1/1 к-т, рег. №64/1, эксплуатируемое на опасном производственном объекте «Участок ведения буровых работ Нижневартовского филиа;https://monitor-pb.ru/conclusion/58-%D0%A2%D0%A3-22251-2022
7706613770;"ООО ""РН-БУРЕНИЕ""";ресивер;;машина;на техническое устройство, сосуд, работающий под давлением воздухосборник V=0,9м3, зав. №6064-1/2 к-т, рег. №64/2, эксплуатируемое на опасном производственном объекте «Участок ведения буровых работ Нижневартовского филиа;https://monitor-pb.ru/conclusion/58-%D0%A2%D0%A3-22257-2022
7706613770;"ООО ""РН-БУРЕНИЕ""";ресивер;Р230/10;машина;на техническое устройство, сосуд, работающий под давлением ресивер Р230/10, зав. №157, рег. №047/18, эксплуатируемое на опасном производственном объекте «Участок ведения буровых работ Нижневартовского филиала ООО «РН-Бур;https://monitor-pb.ru/conclusion/58-%D0%A2%D0%A3-22261-2022
7706613770;"ООО ""РН-БУРЕНИЕ""";ресивер;;машина;"на техническое устройство: сосуд, работающий под давлением воздухосборник V=0,9 м3, зав. № 6064-2/1 комплект, рег. № 64/4, эксплуатируемое на опасном производственном объекте ""Участок ведения буровых работ Нижневартовски";https://monitor-pb.ru/conclusion/58-%D0%A2%D0%A3-19827-2022
7706613770;"ООО ""РН-БУРЕНИЕ""";ресивер;;машина;"на техническое устройство: сосуд, работающий под давлением воздухосборник V=0,9 м3, зав. № 6064-2/2 комплект, рег. № 64/3, эксплуатируемое на опасном производственном объекте ""Участок ведения буровых работ Нижневартовски";https://monitor-pb.ru/conclusion/58-%D0%A2%D0%A3-19830-2022
7706613770;"ООО ""РН-БУРЕНИЕ""";ресивер;;машина;Заключение № 1067-ТУ-2021 экспертизы промышленной безопасности на техническое устройство, применяемое на опасном производственном объекте: Воздухосборник V=3,3 м3 зав. №7616, рег. №79003, Участок ведения буровых работ Уф;https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-63419-2021
