nomer;predmet;zakon;organizator;organizator_inn;organizator_kpp;organizator_kontakt;zakazchik;zakazchik_inn;zakazchik_kpp;zakazchik_kontakt;region;cena;data_publikacii;data_okonchaniya;pozicii_s_klyuchom;ssylka;centrobezhnyy_predmet;klyuch;istochnik;data_sbora
4462064;"Проведение конкурентной закупочной процедуры KFFGPK_105 Восстановительные работы по обшивке корпусов электрофильтров РУ-1, РУ-2, РУ-3, РУ-4 и трубопроводов от компрессорной станции до зданий СРК и УП . Филиал ТОО ""Казфосфат"" ""ГПК"" Обращаем внимание что закупка будет проходить в 2 этапа: 1 - Этап на";Коммерческие;"Товарищество с ограниченной ответственностью ""Казфосфат""";991040000313;;;"Товарищество с ограниченной ответственностью ""Казфосфат""";991040000313;;;Байконур;0.00;01.06.2026;31.07.2026;"KFFGPK_105 Восстановительные работы по обшивке корпусов электрофильтров РУ-1, РУ-2, РУ-3, РУ-4 и трубопроводов от компрессорной станции до зданий СРК и УП ;; Соответствует запросу “компрессорная”";https://www.rts-tender.ru/poisk/id/l4462064-4-12-1/;нет;компрессорная;rts-tender.ru/poisk + Search/LoadPage;2026-07-30
0348100038326000026;"Выполнение работ по капитальному ремонту фильмохранилища № 6 Федерального государственного бюджетного учреждения культуры ""Государственный фонд кинофильмов Российской Федерации"", расположенного по адресу: Московская обл., г.Домодедово, мкр-н Белые Столбы, тер. Госфильмофонд";44-ФЗ;"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ КУЛЬТУРЫ ""ГОСУДАРСТВЕННЫЙ ФОНД КИНОФИЛЬМОВ РОССИЙСКОЙ ФЕДЕРАЦИИ""";5009007137;500901001;;;;;;;331637860.00;29.05.2026;14.08.2026;;https://www.rts-tender.ru/poisk/id/l0348100038326000026-1/;нет;компрессорная;rts-tender.ru/poisk + Search/LoadPage;2026-07-30
0332100010626000017;Оснащение помещений (бытовая техника), расположенных в зданиях по адресам: г. Москва, ул. Каретный ряд, д. 2, Малый Каретный пер., д.4;44-ФЗ;"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ДОПОЛНИТЕЛЬНОГО ПРОФЕССИОНАЛЬНОГО ОБРАЗОВАНИЯ ""АКАДЕМИЯ ЛИДЕРСТВА И АДМИНИСТРИРОВАНИЯ БИЗНЕС-ПРОЦЕССОВ ФНС РОССИИ""";5253000280;770701001;;"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ДОПОЛНИТЕЛЬНОГО ПРОФЕССИОНАЛЬНОГО ОБРАЗОВАНИЯ ""АКАДЕМИЯ ЛИДЕРСТВА И АДМИНИСТРИРОВАНИЯ БИЗНЕС-ПРОЦЕССОВ ФНС РОССИИ""";5253000280;770701001;;Москва;938453.33;29.05.2026;04.09.2026;;https://www.rts-tender.ru/poisk/id/l0332100010626000017-1/;нет;компрессорная;rts-tender.ru/poisk + Search/LoadPage;2026-07-30
4461487;Приобретение программного обеспечения для выполнения статических, динамических и газодинамических расчетов роторов и отдельных узлов компрессорных и турбинных машин.;Коммерческие;"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""АЗОТРЕММАШ""";6320004630;632401001;;"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""АЗОТРЕММАШ""";6320004630;632401001;;Самарская область;0.00;27.05.2026;07.08.2026;;https://www.rts-tender.ru/poisk/id/l4461487-4-12-1/;нет;компрессорная;rts-tender.ru/poisk + Search/LoadPage;2026-07-30
0319300113226000001;Оказание услуг направленных на энергосбережение и повышение энергетической эффективности использования тепловой энергии;44-ФЗ;"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""ГИМНАЗИЯ № 91 ИМЕНИ М.В. ЛОМОНОСОВА""";2452016948;245201001;"Шамро Дмитрий Витальевич; 7-3919-723275; ku-sch91@yandex.ru";"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""ГИМНАЗИЯ № 91 ИМЕНИ М.В. ЛОМОНОСОВА""";2452016948;245201001;;Красноярский край;15229993.74;22.05.2026;07.08.2026;;https://www.rts-tender.ru/poisk/id/l0319300113226000001-1/;нет;компрессорная;rts-tender.ru/poisk + Search/LoadPage;2026-07-30
32615912264;ОКПД2 71.12.11.100 Осуществление действий, направленных на энергосбережение и повышение энергетической эффективности выработки электрической и тепловой энергии посредством создания новых источников электрической и тепловой генерации в п. Озерный и пгт. Эгвекинот городского округа Эгвекинот на основе;223-ФЗ;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""РУСГИДРО СНАБЖЕНИЕ""";1510012774;246601001;;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЧУКОТЭНЕРГО""";8700000339;870901001;;Чукотский автономный округ;10228000000.00;15.04.2026;30.07.2026;;https://www.rts-tender.ru/poisk/id/l32615912264-1/;нет;компрессорная;rts-tender.ru/poisk + Search/LoadPage;2026-07-30
32615634146;Выполнение строительно-монтажных работ по объекту «Газопровод высокого давления до границы земельного участка по адресу: Московская область, г Химки» в целях выполнения мероприятий по подключению (технологическому присоединению) по договору о подключении от 09.12.2022 № 20/11537-К3812-22 для нужд фи;223-ФЗ;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""МОСОБЛГАЗ""";5032292612;503201001;"Саянов О. А.; +7 (498) 5690146; SayanovOA@krasnogorsk.mosoblgaz.ru";"АКЦИОНЕРНОЕ ОБЩЕСТВО ""МОСОБЛГАЗ""";5032292612;503201001;"+7 (498) 5690146; SayanovOA@krasnogorsk.mosoblgaz.ru";Московская область;2722891.89;23.01.2026;29.12.2026;;https://www.rts-tender.ru/poisk/id/l32615634146-1/;нет;компрессорная;rts-tender.ru/poisk + Search/LoadPage;2026-07-30
32414241885;"Поверка, аттестация средств измерений ООО ""Башкирэнерго"" 25-000517";223-ФЗ;"Акционерное общество ""Башкирская электросетевая компания""";0276143694;997450001;;"Акционерное общество ""Башкирская электросетевая компания""";0276143694;997450001;;Байконур;18818759.26;26.11.2024;06.12.2024;;https://www.rts-tender.ru/poisk/id/l32414241885-1/;нет;компрессорная;rts-tender.ru/poisk + Search/LoadPage;2026-07-30
32414197084;Право заключения договора на выполнение работ «Капитальный и текущий ремонт зданий и сооружений» для нужд Филиала «Пермский» ПАО «Т Плюс» (Чайковская ТЭЦ-18) (327-25);223-ФЗ;"Филиал ""Пермский"" Публичного акционерного общества «Т Плюс»";6315376946;590443003;;"Филиал ""Пермский"" Публичного акционерного общества «Т Плюс»";6315376946;590443003;;Пермский край;4831200.00;14.11.2024;29.11.2024;;https://www.rts-tender.ru/poisk/id/l32414197084-1/;нет;компрессорная;rts-tender.ru/poisk + Search/LoadPage;2026-07-30
32414194857;Выполнение СМР по мероприятию: «Модернизация тепловой сети тк.533л/1 от ТК 533 до УТ 4 с вводами на дома 7в, 7г, 7б ул. Мира» для нужд филиала «Владимирский» ПАО «Т Плюс»;223-ФЗ;"Филиал ""Владимирский"" Публичного акционерного общества «Т Плюс»";6315376946;631501001;;"Филиал ""Владимирский"" Публичного акционерного общества «Т Плюс»";6315376946;631501001;;Самарская область;0.00;14.11.2024;22.11.2024;;https://www.rts-tender.ru/poisk/id/l32414194857-1/;нет;компрессорная;rts-tender.ru/poisk + Search/LoadPage;2026-07-30
32414158254;Право заключения рамочного договора подряда на выполнение капитального ремонта магистральных трубопроводов ТВС Кайеркана АО «НТЭК», лот № 238/24 (УТВС/ТП/5-2025);223-ФЗ;Акционерное общество «Норильско-Таймырская энергетическая компания»;2457058356;785150001;;Акционерное общество «Норильско-Таймырская энергетическая компания»;2457058356;785150001;;Санкт-Петербург;73707787.14;05.11.2024;15.11.2024;;https://www.rts-tender.ru/poisk/id/l32414158254-1/;нет;компрессорная;rts-tender.ru/poisk + Search/LoadPage;2026-07-30
32414134081;Право заключения рамочного договора подряда на выполнение капитального ремонта трубопроводов теплоснабжения Норильска УТВС АО «НТЭК», лот № 227/24;223-ФЗ;Акционерное общество «Норильско-Таймырская энергетическая компания»;2457058356;785150001;;Акционерное общество «Норильско-Таймырская энергетическая компания»;2457058356;785150001;;Санкт-Петербург;0.00;29.10.2024;08.11.2024;;https://www.rts-tender.ru/poisk/id/l32414134081-1/;нет;компрессорная;rts-tender.ru/poisk + Search/LoadPage;2026-07-30
3815649;Выполнение комплекса работ по выводу информации о температуре в электрощитовых помещениях, работе компрессорного и кондиционерного оборудования в систему SCADA Архив на базе Adastra Trace Mode 7 c производственных площадок, расположенных на территории Заказчика по адресу: 617060, Пермский край, г. К;Коммерческие;ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ «КАМА»;5916031750;591601001;;ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ «КАМА»;5916031750;591601001;;Пермский край;0.00;07.10.2024;15.10.2037;"Выполнение комплекса работ по выводу информации о температуре в электрощитовых помещениях, работе компрессорного и кондиционерного оборудования в систему SCADA Архив на базе Adastra Trace Mode 7 c производственных площад ;; Соответствует запросу “компрессорная”";https://www.rts-tender.ru/poisk/id/l3815649-4-12-1/;нет;компрессорная;rts-tender.ru/poisk + Search/LoadPage;2026-07-30
0372100048826001178;Поставка кухонного инвентаря для буфетов клинических подразделений;44-ФЗ;"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""НАЦИОНАЛЬНЫЙ МЕДИЦИНСКИЙ ИССЛЕДОВАТЕЛЬСКИЙ ЦЕНТР ОНКОЛОГИИ ИМЕНИ Н.Н. ПЕТРОВА"" МИНИСТЕРСТВА ЗДРАВООХРАНЕНИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ";7821006887;784301001;;"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""НАЦИОНАЛЬНЫЙ МЕДИЦИНСКИЙ ИССЛЕДОВАТЕЛЬСКИЙ ЦЕНТР ОНКОЛОГИИ ИМЕНИ Н.Н. ПЕТРОВА"" МИНИСТЕРСТВА ЗДРАВООХРАНЕНИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ";7821006887;784301001;;Санкт-Петербург;156193.00;29.07.2026;05.08.2026;"Кастрюля ;; Кастрюля";https://www.rts-tender.ru/poisk/id/l0372100048826001178-1/;нет;кастрюля;rts-tender.ru/poisk + Search/LoadPage;2026-07-30
10536780;Поставка посуды из нержавеющей стали (кастрюли);Закупки малого объема;"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ СТАЦИОНАРНОЕ УЧРЕЖДЕНИЕ БРЯНСКОЙ ОБЛАСТИ ""КАРАЧЕВСКИЙ ДОМ СОЦИАЛЬНОГО ОБСЛУЖИВАНИЯ""";3214002667;324501001;;"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ СТАЦИОНАРНОЕ УЧРЕЖДЕНИЕ БРЯНСКОЙ ОБЛАСТИ ""КАРАЧЕВСКИЙ ДОМ СОЦИАЛЬНОГО ОБСЛУЖИВАНИЯ""";3214002667;324501001;Информация скрыта. Подробнее;Брянская область;20881.34;29.07.2026;03.08.2026;"Кастрюля из нержавеющей стали объемом 10 л ;; Кастрюля из нержавеющей стали объемом 3 л";https://www.rts-tender.ru/poisk/id/l15031862-3-9-1/;нет;кастрюля;rts-tender.ru/poisk + Search/LoadPage;2026-07-30
0372200065226000026;Поставка посуды и оборудования для пищеблока;44-ФЗ;ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ДОШКОЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ДЕТСКИЙ САД № 2 КРАСНОСЕЛЬСКОГО РАЙОНА САНКТ-ПЕТЕРБУРГА;7807026112;780701001;;ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ДОШКОЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ДЕТСКИЙ САД № 2 КРАСНОСЕЛЬСКОГО РАЙОНА САНКТ-ПЕТЕРБУРГА;7807026112;780701001;;Санкт-Петербург;351849.08;29.07.2026;07.08.2026;"Кастрюля тип 4 ;; Кастрюля тип 6";https://www.rts-tender.ru/poisk/id/l0372200065226000026-1/;нет;кастрюля;rts-tender.ru/poisk + Search/LoadPage;2026-07-30
32616247427;Поставка посуды и кухонных принадлежностей из коррозионностойкой стали;223-ФЗ;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""КОМБИНАТ ШКОЛЬНОГО ПИТАНИЯ""";8602315757;860201001;;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""КОМБИНАТ ШКОЛЬНОГО ПИТАНИЯ""";8602315757;860201001;"8 (3462) 550285 (703); las@kshp86.ru";Ханты-Мансийский автономный округ Югра;5913424.80;29.07.2026;06.08.2026;"кастрюля 1,5 - 2,0 л ;; кастрюля 1,5 - 2,0 л";https://www.rts-tender.ru/poisk/id/l32616247427-1/;нет;кастрюля;rts-tender.ru/poisk + Search/LoadPage;2026-07-30
32616247245;Поставка оборудования для лаборатории «Повар», расположенной в здании учебного корпуса по адресу: г. Североуральск, ул. Степана Разина, д. 1;223-ФЗ;"ГОСУДАРСТВЕННОЕ АВТОНОМНОЕ ПРОФЕССИОНАЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ СВЕРДЛОВСКОЙ ОБЛАСТИ ""СЕВЕРОУРАЛЬСКИЙ ПОЛИТЕХНИКУМ""";6631002064;661701001;;"ГОСУДАРСТВЕННОЕ АВТОНОМНОЕ ПРОФЕССИОНАЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ СВЕРДЛОВСКОЙ ОБЛАСТИ ""СЕВЕРОУРАЛЬСКИЙ ПОЛИТЕХНИКУМ""";6631002064;661701001;;Свердловская область;1892784.93;29.07.2026;06.08.2026;"Кастрюля 1,5л ;; Кастрюля 2л";https://www.rts-tender.ru/poisk/id/l32616247245-1/;нет;кастрюля;rts-tender.ru/poisk + Search/LoadPage;2026-07-30
32616245384;Поставка посуды и кухонных принадлежностей для столовой;223-ФЗ;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ОСОБАЯ ЭКОНОМИЧЕСКАЯ ЗОНА ТЕХНИКО-ВНЕДРЕНЧЕСКОГО ТИПА ""ТОМСК""";7017153992;701701001;;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ОСОБАЯ ЭКОНОМИЧЕСКАЯ ЗОНА ТЕХНИКО-ВНЕДРЕНЧЕСКОГО ТИПА ""ТОМСК""";7017153992;701701001;"+7(382)2488650 доб. 128; StepanovaYO@oez.tomsk.ru";Томская область;730962.00;29.07.2026;30.07.2026;"Кастрюля 12,0л (d35см; h14см) [ОБЩЕПИТ] ТРС. Капсульное дно ;; Кастрюля 12,0л (d35см; h14см) [ОБЩЕПИТ] ТРС. Капсульное дно";https://www.rts-tender.ru/poisk/id/l32616245384-1/;нет;кастрюля;rts-tender.ru/poisk + Search/LoadPage;2026-07-30
10531679;Поставка хозяйственно-бытовых товаров;Закупки малого объема;"БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ГОРОДА ОМСКА ""ОМСКИЙ МОЛОДЕЖНЫЙ МНОГОФУНКЦИОНАЛЬНЫЙ ЦЕНТР""";5504127654;550301001;;"БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ГОРОДА ОМСКА ""ОМСКИЙ МОЛОДЕЖНЫЙ МНОГОФУНКЦИОНАЛЬНЫЙ ЦЕНТР""";5504127654;550301001;Информация скрыта. Подробнее;Омская область;175074.84;28.07.2026;30.07.2026;"Набор посуды для приготовления пищи; Комплектация - Кастрюля с крышкой ;; Соответствует запросу “кастрюля”";https://www.rts-tender.ru/poisk/id/l15025758-3-9-1/;нет;кастрюля;rts-tender.ru/poisk + Search/LoadPage;2026-07-30
0318300194226000341;Поставка кастрюль из нержавеющей стали для оснащения пищеблока;44-ФЗ;"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""ГОРОДСКАЯ БОЛЬНИЦА ГОРОДА КРОПОТКИНА"" МИНИСТЕРСТВА ЗДРАВООХРАНЕНИЯ КРАСНОДАРСКОГО КРАЯ";2313017430;231301001;;"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""ГОРОДСКАЯ БОЛЬНИЦА ГОРОДА КРОПОТКИНА"" МИНИСТЕРСТВА ЗДРАВООХРАНЕНИЯ КРАСНОДАРСКОГО КРАЯ";2313017430;231301001;;Краснодарский край;32649.00;28.07.2026;05.08.2026;"Кастрюля ;; Кастрюля";https://www.rts-tender.ru/poisk/id/l0318300194226000341-1/;нет;кастрюля;rts-tender.ru/poisk + Search/LoadPage;2026-07-30
0318300194226000340;Поставка кастрюль, столовых приборов из нержавеющей стали для оснащения пищеблока;44-ФЗ;"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""ГОРОДСКАЯ БОЛЬНИЦА ГОРОДА КРОПОТКИНА"" МИНИСТЕРСТВА ЗДРАВООХРАНЕНИЯ КРАСНОДАРСКОГО КРАЯ";2313017430;231301001;;"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""ГОРОДСКАЯ БОЛЬНИЦА ГОРОДА КРОПОТКИНА"" МИНИСТЕРСТВА ЗДРАВООХРАНЕНИЯ КРАСНОДАРСКОГО КРАЯ";2313017430;231301001;;Краснодарский край;112589.01;28.07.2026;05.08.2026;;https://www.rts-tender.ru/poisk/id/l0318300194226000340-1/;нет;кастрюля;rts-tender.ru/poisk + Search/LoadPage;2026-07-30
0318300163426000673;Поставка товара;44-ФЗ;"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""ВЫСЕЛКОВСКАЯ ЦЕНТРАЛЬНАЯ РАЙОННАЯ БОЛЬНИЦА ИМЕНИ ЗАСЛУЖЕННОГО ВРАЧА РФ В.Ф. ДОЛГОПОЛОВА"" МИНИСТЕРСТВА ЗДРАВООХРАНЕНИЯ КРАСНОДАРСКОГО КРАЯ";2328005589;232801001;;"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""ВЫСЕЛКОВСКАЯ ЦЕНТРАЛЬНАЯ РАЙОННАЯ БОЛЬНИЦА ИМЕНИ ЗАСЛУЖЕННОГО ВРАЧА РФ В.Ф. ДОЛГОПОЛОВА"" МИНИСТЕРСТВА ЗДРАВООХРАНЕНИЯ КРАСНОДАРСКОГО КРАЯ";2328005589;232801001;;Краснодарский край;76361.67;28.07.2026;04.08.2026;"Кастрюля, 3 литра ;; Кастрюля, 1,5 литра";https://www.rts-tender.ru/poisk/id/l0318300163426000673-1/;нет;кастрюля;rts-tender.ru/poisk + Search/LoadPage;2026-07-30
0372200289926000079;Поставка кастрюль и чайников;44-ФЗ;"САНКТ-ПЕТЕРБУРГСКОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ СТАЦИОНАРНОЕ УЧРЕЖДЕНИЕ СОЦИАЛЬНОГО ОБСЛУЖИВАНИЯ НАСЕЛЕНИЯ ""ДОМ СОЦИАЛЬНОГО ОБСЛУЖИВАНИЯ ""ПАРУС""";7843004788;784301001;;"САНКТ-ПЕТЕРБУРГСКОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ СТАЦИОНАРНОЕ УЧРЕЖДЕНИЕ СОЦИАЛЬНОГО ОБСЛУЖИВАНИЯ НАСЕЛЕНИЯ ""ДОМ СОЦИАЛЬНОГО ОБСЛУЖИВАНИЯ ""ПАРУС""";7843004788;784301001;;Санкт-Петербург;231700.75;27.07.2026;03.08.2026;"Кастрюля ;; Кастрюля";https://www.rts-tender.ru/poisk/id/l0372200289926000079-1/;нет;кастрюля;rts-tender.ru/poisk + Search/LoadPage;2026-07-30
0372200001326000030;Поставка кухонного инвентаря и посуды в ГБОУ школа № 131 Красносельского района Санкт-Петербурга в 2026 году;44-ФЗ;ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ШКОЛА № 131 КРАСНОСЕЛЬСКОГО РАЙОНА САНКТ-ПЕТЕРБУРГА;7807023746;780701001;;ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ШКОЛА № 131 КРАСНОСЕЛЬСКОГО РАЙОНА САНКТ-ПЕТЕРБУРГА;7807023746;780701001;;Санкт-Петербург;996505.41;27.07.2026;04.08.2026;"Кастрюля тип 2 ;; Кастрюля тип 1";https://www.rts-tender.ru/poisk/id/l0372200001326000030-1/;нет;кастрюля;rts-tender.ru/poisk + Search/LoadPage;2026-07-30
1811568;Поставка посуды;223-ФЗ;"МУНИЦИПАЛЬНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА П. НОВОПУШКИНСКОЕ"" ЭНГЕЛЬССКОГО МУНИЦИПАЛЬНОГО РАЙОНА САРАТОВСКОЙ ОБЛАСТИ";6449031090;644901001;;"МУНИЦИПАЛЬНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА П. НОВОПУШКИНСКОЕ"" ЭНГЕЛЬССКОГО МУНИЦИПАЛЬНОГО РАЙОНА САРАТОВСКОЙ ОБЛАСТИ";6449031090;644901001;;Саратовская область;258292.74;27.07.2026;31.07.2026;"Кастрюля 20 л., 35х23,5 см, нерж., сварной, клепанные ручки ;; Кастрюля 20 л., 35х23,5 см, нерж., сварной, клепанные ручки";https://www.rts-tender.ru/poisk/id/l1811568-2-15-1/;нет;кастрюля;rts-tender.ru/poisk + Search/LoadPage;2026-07-30
0351300045526000272;Поставка кастрюль;44-ФЗ;"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ НОВОСИБИРСКОЙ ОБЛАСТИ ""ГОРОДСКАЯ КЛИНИЧЕСКАЯ ПОЛИКЛИНИКА № 2""";5405241444;540501001;"Скоблякова Елена Борисовна; 8-383-2662725; ebskoblaykova@mznso.ru";"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ НОВОСИБИРСКОЙ ОБЛАСТИ ""ГОРОДСКАЯ КЛИНИЧЕСКАЯ ПОЛИКЛИНИКА № 2""";5405241444;540501001;;Новосибирская область;8597.33;27.07.2026;04.08.2026;"Кастрюля ;; Кастрюля";https://www.rts-tender.ru/poisk/id/l0351300045526000272-1/;нет;кастрюля;rts-tender.ru/poisk + Search/LoadPage;2026-07-30
4536456;Инвентарь для кондитера в Lotte Hotel Sochi. г. Сочи;Коммерческие;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""НОВАЯ РИВЬЕРА""";2366047075;236601001;;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""НОВАЯ РИВЬЕРА""";2366047075;236601001;;Краснодарский край;0.00;24.07.2026;04.08.2026;"Кастрюля 4 л. нерж. d=18 см. h=16 см. б/кр (индукция) Мастер Pinti ;; Кастрюля 10,75 л. нерж. d=24 см. h=24 см. б/кр (индукция) Мастер Pinti";https://www.rts-tender.ru/poisk/id/l4536456-4-12-1/;нет;кастрюля;rts-tender.ru/poisk + Search/LoadPage;2026-07-30
4536460;Инвентарь для ресторанов в Lotte Hotel Sochi. г. Сочи;Коммерческие;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""НОВАЯ РИВЬЕРА""";2366047075;236601001;;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""НОВАЯ РИВЬЕРА""";2366047075;236601001;;Краснодарский край;0.00;24.07.2026;04.08.2026;"Кастрюля 10,75 л. нерж. d=24 см. h=24 см. б/кр (индукция) Мастер Pinti ;; Кастрюля 13,25 л. нерж. d=36 см. h=14 см. б/кр (индукция) Мастер Pinti";https://www.rts-tender.ru/poisk/id/l4536460-4-12-1/;нет;кастрюля;rts-tender.ru/poisk + Search/LoadPage;2026-07-30
0369200034826000052;Поставка кастрюль;44-ФЗ;"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""ЧЕЛЯБИНСКИЙ ОБЛАСТНОЙ ЦЕНТР РЕАБИЛИТАЦИИ""";7451332347;745101001;"Таскаева Татьяна Валерьевна; 8-351-2622964; rzentr@bk.ru";"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""ЧЕЛЯБИНСКИЙ ОБЛАСТНОЙ ЦЕНТР РЕАБИЛИТАЦИИ""";7451332347;745101001;;Челябинская область;38427.75;24.07.2026;03.08.2026;"Кастрюля ;; Соответствует запросу “кастрюля”";https://www.rts-tender.ru/poisk/id/l0369200034826000052-1/;нет;кастрюля;rts-tender.ru/poisk + Search/LoadPage;2026-07-30
0369300382526000040;Хозяйственные товары;44-ФЗ;"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""ДЕТСКИЙ САНАТОРИЙ № 2 Г. ЧЕЛЯБИНСК""";7450025590;746001001;;"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""ДЕТСКИЙ САНАТОРИЙ № 2 Г. ЧЕЛЯБИНСК""";7450025590;746001001;;Челябинская область;42652.50;24.07.2026;31.07.2026;"Кастрюля ;; Соответствует запросу “кастрюля”";https://www.rts-tender.ru/poisk/id/l0369300382526000040-1/;нет;кастрюля;rts-tender.ru/poisk + Search/LoadPage;2026-07-30
4536968;"Инвентарь кухонный для общепита ООО ""ВГК СЕРВИС""";Коммерческие;"Общество с ограниченной ответственностью ""ВОСТОЧНАЯ ГОРНОРУДНАЯ КОМПАНИЯ""";7705974044;650801001;;"Общество с ограниченной ответственностью ""ВОСТОЧНАЯ ГОРНОРУДНАЯ КОМПАНИЯ""";7705974044;650801001;;Сахалинская область;0.00;24.07.2026;03.08.2026;"Кастрюля D 30см h 30см 21,3 л с крышкой D 26,5 см сэндвич дна, нерж.сталь матовая ;; Соответствует запросу “кастрюля”";https://www.rts-tender.ru/poisk/id/l4536968-4-12-1/;нет;кастрюля;rts-tender.ru/poisk + Search/LoadPage;2026-07-30
