zakazchik;inn;kpp;predmet;planiruemaya_data_razmeshcheniya;srok_ispolneniya_dogovora;summa;sposob_zakupki;okpd2;data_razmeshcheniya;plan_reg_nomer;nomer_pozicii;klyuch;centrobezhnyy_predmet;priznak_centrobezhnosti;data_v_budushchem;nash_spisok_202;istochnik;ssylka;predmet_bez_proekta;brak
"АКЦИОНЕРНОЕ ОБЩЕСТВО ""УСТЬ-СРЕДНЕКАНГЭССТРОЙ""";4909095279;272101001;Поставка, шефмонтаж и шефналадка оборудования РЗА в рамках реализации проекта «Реконструкция энергетического производственно-технологического комплекса Владивостокской ТЭЦ-2 с заменой турбоагрегатов ст. №№ 1, 2, 3 и установкой 3-х котлоагрегатов по 540 т/ч каждый. Этап 1»;02.2023;10.2023;76 767 433,32 ₽;конкурс;;12.01.2023;2220657849;49;турбоагрегат;нет;;нет;нет;реестр позиций ЕИС;https://zakupki.gov.ru/epz/orderplan/tru-plan/card/common-info.html?guid=ae8ac52e-88aa-4dda-a0c6-55995d4c5981_b09f568e-d7b9-424b-897c-b8a0a3de0f48&infoGuid=ae8ac52e-88aa-4dda-a0c6-55995d4c5981;Поставка, шефмонтаж и шефналадка оборудования РЗА;ключ только в названии проекта
"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ НАУЧНОЕ УЧРЕЖДЕНИЕ ""ВСЕРОССИЙСКИЙ НАУЧНО-ИССЛЕДОВАТЕЛЬСКИЙ ИНСТИТУТ РЫБНОГО ХОЗЯЙСТВА И ОКЕАНОГРАФИИ""";7708245723;771901001;"Поставка расходных материалов для лабораторий для нужд Магаданского филиала ФГБНУ ""ВНИРО"" (""МагаданНИРО"")";03.2023;09.2023;37 500,00 ₽;ЕП;;12.02.2024;2220636482;991;нагнетатель;нет;;нет;нет;реестр позиций ЕИС;https://zakupki.gov.ru/epz/orderplan/tru-plan/card/common-info.html?guid=99233276-6854-4037-9a95-eb6f8e55a66c_0984e1e8-8444-4494-8a98-6155244dfba1&infoGuid=99233276-6854-4037-9a95-eb6f8e55a66c;"Поставка расходных материалов для лабораторий для нужд Магаданского филиала ФГБНУ ""ВНИРО"" (""МагаданНИРО"")";
"ФЕДЕРАЛЬНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""ГОСУДАРСТВЕННЫЙ РЕГИОНАЛЬНЫЙ ЦЕНТР СТАНДАРТИЗАЦИИ, МЕТРОЛОГИИ И ИСПЫТАНИЙ В КОСТРОМСКОЙ ОБЛАСТИ""";4401001785;440101001;Демонтаж/монтаж СИ на объекте ПАО «Газпром» по объекту: «Дожимная компрессорная станция на УКПГ – 3С Заполярного НГКМ (2-я очередь) (051-2001244);03.2023;12.2023;1 998 649,88 ₽;ЕП;;15.12.2023;2220635748;54;компрессорная;нет;;нет;нет;реестр позиций ЕИС;https://zakupki.gov.ru/epz/orderplan/tru-plan/card/common-info.html?guid=6606760f-15e2-4772-b0ff-ae1235d8e8e4_2d628fb2-20e5-4209-b770-a099779f0c0d&infoGuid=6606760f-15e2-4772-b0ff-ae1235d8e8e4;Демонтаж/монтаж СИ на объекте ПАО «Газпром» по объекту: «Дожимная компрессорная станция на УКПГ – 3С Заполярного НГКМ (2-я очередь) (051-2001244);
"ФЕДЕРАЛЬНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""ГОСУДАРСТВЕННЫЙ РЕГИОНАЛЬНЫЙ ЦЕНТР СТАНДАРТИЗАЦИИ, МЕТРОЛОГИИ И ИСПЫТАНИЙ В КОСТРОМСКОЙ ОБЛАСТИ""";4401001785;440101001;Демонтаж/монтаж СИ на объекте ПАО «Газпром» по объекту: «Дожимная компрессорная станция на УКПГ – 3С Заполярного НГКМ (2-я очередь) (051-2001244);03.2023;12.2023;2 408 011,90 ₽;ЗП+СМСП;;15.12.2023;2220635748;50;компрессорная;нет;;нет;нет;реестр позиций ЕИС;https://zakupki.gov.ru/epz/orderplan/tru-plan/card/common-info.html?guid=6606760f-15e2-4772-b0ff-ae1235d8e8e4_1d4e8854-b71d-4248-86e2-a3f307e27f94&infoGuid=6606760f-15e2-4772-b0ff-ae1235d8e8e4;Демонтаж/монтаж СИ на объекте ПАО «Газпром» по объекту: «Дожимная компрессорная станция на УКПГ – 3С Заполярного НГКМ (2-я очередь) (051-2001244);
"АКЦИОНЕРНОЕ ОБЩЕСТВО ""НОРИЛЬСКТРАНСГАЗ""";2457081355;245701001;Выполнение дополнительного объема работ по корректировке проектной и рабочей документации под шифром «01/17-ДКС» по проекту «Дожимная компрессорная станция на Северо-Соленинском ГКМ» (шифр проекта ДКС-СС).;03.2023;12.2023;4 539 209,00 ₽;ЕП;;13.12.2023;2220640695;609;компрессорная;нет;;нет;нет;реестр позиций ЕИС;https://zakupki.gov.ru/epz/orderplan/tru-plan/card/common-info.html?guid=24ad8e81-ea13-4962-8b8d-65783456d3cf_a086df83-cfe0-4065-a35a-547849067974&infoGuid=24ad8e81-ea13-4962-8b8d-65783456d3cf;Выполнение дополнительного объема работ по корректировке проектной и рабочей документации под шифром «01/17-ДКС» по проекту «Дожимная компрессорная станция на Северо-Соленинском ГКМ» (шифр проекта ДКС-СС).;
"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""НАУЧНО-ПРОИЗВОДСТВЕННОЕ ОБЪЕДИНЕНИЕ ""ИСКРА""";5907001774;590701001;"Передвижная компрессорная установка подачи и фильтрации воздуха для наддува форсунок к/с при промывке ГВТ ""на ХП"" ТТР 14.001.000 (длина шланга 15 м)";03.2023;12.2026;10 144 896,00 ₽;ЕП;;14.12.2022;2220626646;1084;компрессорная;нет;;нет;нет;реестр позиций ЕИС;https://zakupki.gov.ru/epz/orderplan/tru-plan/card/common-info.html?guid=45c80297-d3c6-4cac-ada5-aec6ba2f1dbc_01d8f982-d651-4ed2-81fe-480ca87690ba&infoGuid=45c80297-d3c6-4cac-ada5-aec6ba2f1dbc;"Передвижная компрессорная установка подачи и фильтрации воздуха для наддува форсунок к/с при промывке ГВТ ""на ХП"" ТТР 14.001.000 (длина шланга 15 м)";
"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ИНДУСТРИАЛЬНЫЙ ПАРК ""ОКА-ПОЛИМЕР""";5249120810;525701001;Оказание услуг по разработке рабочей документации по проекту «Монтаж в производственном помещении к.1703 «Газовая компрессорная» цеха СУС завода ОП и ТГ сигнализации об аварийном останове работающих вентиляционных систем» «Противопожарная автоматика» (ППА);03.2023;12.2023;1 200 000,00 ₽;ЕП;;13.12.2022;2220581108;39;компрессорная;нет;;нет;нет;реестр позиций ЕИС;https://zakupki.gov.ru/epz/orderplan/tru-plan/card/common-info.html?guid=45665cdd-26e0-4308-a737-43b0582acee7_dedc374b-7138-4563-b037-c17a86114cd1&infoGuid=45665cdd-26e0-4308-a737-43b0582acee7;Оказание услуг по разработке рабочей документации по проекту «Монтаж в производственном помещении к.1703 «Газовая компрессорная» цеха СУС завода ОП и ТГ сигнализации об аварийном останове работающих вентиляционных систем» «Противопожарная автоматика» (ППА);
"АКЦИОНЕРНОЕ ОБЩЕСТВО ""РЭП ХОЛДИНГ""";7806151791;781101001;«Оказание шефмонтажных и шефналадочных услуг при монтаже и пусконаладке системы буферного газа, системы обеспечения охлаждающим и разделительным воздухом, системы контроля газовой магистрали двух ЭГПА-6,3 на объекте «Компрессорная станция» 23-5297;03.2023;06.2023;1 503 000,00 ₽;ЕП;;25.10.2022;2220616802;205;компрессорная;нет;;нет;нет;реестр позиций ЕИС;https://zakupki.gov.ru/epz/orderplan/tru-plan/card/common-info.html?guid=138fa9c9-9c3f-43f7-b0e0-dfacda2afe6d_b8dcb56f-2dff-4f74-b8fc-5b81b1bfaa62&infoGuid=138fa9c9-9c3f-43f7-b0e0-dfacda2afe6d;«Оказание шефмонтажных и шефналадочных услуг при монтаже и пусконаладке системы буферного газа, системы обеспечения охлаждающим и разделительным воздухом, системы контроля газовой магистрали двух ЭГПА-6,3 на объекте «Компрессорная станция» 23-5297;
"АКЦИОНЕРНОЕ ОБЩЕСТВО ""РЭП ХОЛДИНГ""";7806151791;781101001;«Выполнение работ по замене и доработке дефектного оборудования ЭГПА-6,3 в процессе монтажа на объекте «Компрессорная станция» 23-5177;03.2023;06.2023;7 649 827,20 ₽;ЕП;;25.10.2022;2220616802;202;компрессорная;нет;;нет;нет;реестр позиций ЕИС;https://zakupki.gov.ru/epz/orderplan/tru-plan/card/common-info.html?guid=138fa9c9-9c3f-43f7-b0e0-dfacda2afe6d_56e74a01-ab9d-4a1d-9f4e-b56d2805b5c3&infoGuid=138fa9c9-9c3f-43f7-b0e0-dfacda2afe6d;«Выполнение работ по замене и доработке дефектного оборудования ЭГПА-6,3 в процессе монтажа на объекте «Компрессорная станция» 23-5177;
"МУНИЦИПАЛЬНОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ГОРОДСКОГО ОКРУГА КЛИН ""КОМБИНАТ ШКОЛЬНОГО ПИТАНИЯ""";5020057075;502001001;Поставка запасных частей для оборудования пищеблоков;03.2023;05.2023;731 105,20 ₽;аукцион+СМСП;;31.01.2024;2220629620;50;турбокомпрессор;нет;;нет;нет;реестр позиций ЕИС;https://zakupki.gov.ru/epz/orderplan/tru-plan/card/common-info.html?guid=672144b4-eddb-42c4-961a-c30c5a88e76f_b6236be1-0c72-4910-a084-27abe1609261&infoGuid=672144b4-eddb-42c4-961a-c30c5a88e76f;Поставка запасных частей для оборудования пищеблоков;
ТАЗОВСКОЕ МУНИЦИПАЛЬНОЕ УНИТАРНОЕ ДОРОЖНО-ТРАНСПОРТНОЕ ПРЕДПРИЯТИЕ МУНИЦИПАЛЬНОГО ОКРУГА ТАЗОВСКИЙ РАЙОН ЯМАЛО-НЕНЕЦКОГО АВТОНОМНОГО ОКРУГА;8910002565;891001001;Поставка запасных частей;03.2023;12.2023;293 762,00 ₽;ЕП;;29.12.2023;2230665781;29;турбокомпрессор;нет;;нет;нет;реестр позиций ЕИС;https://zakupki.gov.ru/epz/orderplan/tru-plan/card/common-info.html?guid=4a079c3d-5add-4215-bf4c-059aa6509d79_98c8697a-2b67-4a61-b16a-32b8bc79b365&infoGuid=4a079c3d-5add-4215-bf4c-059aa6509d79;Поставка запасных частей;
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЭЛЕКТРИЧЕСКИЕ СЕТИ ИВАШКИ""";8203010915;820301001;Поставка запчастей на ДГ Cummins для двигателя QSK60 заводской номер 33224041;03.2023;08.2023;8 046 279,45 ₽;ЕП;;26.12.2023;2220649910;9;турбокомпрессор;нет;;нет;нет;реестр позиций ЕИС;https://zakupki.gov.ru/epz/orderplan/tru-plan/card/common-info.html?guid=52007b1b-d48c-4651-9bee-17abefbfc77c_2fbd5a07-7102-45d6-ae38-35a9963533f3&infoGuid=52007b1b-d48c-4651-9bee-17abefbfc77c;Поставка запчастей на ДГ Cummins для двигателя QSK60 заводской номер 33224041;
"КРАЕВОЕ АВТОНОМНОЕ УЧРЕЖДЕНИЕ ""БОРОВЛЯНСКИЙ ЛЕСХОЗ""";2281007323;228101001;Поставка запасных частей;03.2023;12.2023;148 700,00 ₽;Закупка у ед.поставщика (п;;17.11.2023;2220635159;243;турбокомпрессор;нет;;нет;нет;реестр позиций ЕИС;https://zakupki.gov.ru/epz/orderplan/tru-plan/card/common-info.html?guid=3b418b71-f460-4b64-a2c7-eb083a1ca8ad_b46a49e1-bb06-4f2c-a6e1-301550306877&infoGuid=3b418b71-f460-4b64-a2c7-eb083a1ca8ad;Поставка запасных частей;
"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ ""ВОРОНЕЖСКИЙ ГОСУДАРСТВЕННЫЙ ЛЕСОТЕХНИЧЕСКИЙ УНИВЕРСИТЕТ ИМЕНИ Г.Ф. МОРОЗОВА""";3666012325;366601001;Поставка запчастей и расходных материалов для нужд УОЛ ВГЛТУ;03.2023;12.2023;6 532 117,67 ₽;ЗК;;16.11.2023;2230666618;696;турбокомпрессор;нет;;нет;нет;реестр позиций ЕИС;https://zakupki.gov.ru/epz/orderplan/tru-plan/card/common-info.html?guid=40d75be2-a2ed-48dc-a61d-64cc7da1e05b_af37c526-7d93-4ed8-8e09-9085aff0d0c3&infoGuid=40d75be2-a2ed-48dc-a61d-64cc7da1e05b;Поставка запчастей и расходных материалов для нужд УОЛ ВГЛТУ;
"ОБЛАСТНОЕ ГОСУДАРСТВЕННОЕ АВТОНОМНОЕ УЧРЕЖДЕНИЕ ""ТОМСКОЕ ЛЕСОХОЗЯЙСТВЕННОЕ ПРОИЗВОДСТВЕННОЕ ОБЪЕДИНЕНИЕ""";7017251534;701701001;Поставка запасных частей для автотранспортной техники;03.2023;05.2023;1 988 314,89 ₽;ЗК+СМСП;;29.12.2022;2220650507;67;турбокомпрессор;нет;;нет;нет;реестр позиций ЕИС;https://zakupki.gov.ru/epz/orderplan/tru-plan/card/common-info.html?guid=922ef9a3-3f64-4571-9a89-ce3286cfa8b4_11e4764b-d92e-43bb-b831-d3931c4b15e3&infoGuid=922ef9a3-3f64-4571-9a89-ce3286cfa8b4;Поставка запасных частей для автотранспортной техники;
"КРАЕВОЕ ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ПРИМОРСКИЙ ЭКОЛОГИЧЕСКИЙ ОПЕРАТОР""";2504000885;253801001;Поставка запасных частей для автотранспорта;03.2023;12.2023;346 400,00 ₽;ЕП;;29.12.2022;2220647597;191;турбокомпрессор;нет;;нет;нет;реестр позиций ЕИС;https://zakupki.gov.ru/epz/orderplan/tru-plan/card/common-info.html?guid=949809c4-2992-4ac8-ad48-9e4ae45540bf_4c8b0164-14b6-4b59-991e-4f70a3f3d792&infoGuid=949809c4-2992-4ac8-ad48-9e4ae45540bf;Поставка запасных частей для автотранспорта;
"МУНИЦИПАЛЬНОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""БОРОВИЧСКИЙ ВОДОКАНАЛ""";5320024546;532001001;Заключение договора на поставку Компрессорной установки ГР175МТ с двигателем 90 кВт без кожуха (или Эквивалент);03.2023;07.2023;1 333 100,00 ₽;ЗП+СМСП;;28.12.2022;2220640522;37;турбокомпрессор;нет;;нет;нет;реестр позиций ЕИС;https://zakupki.gov.ru/epz/orderplan/tru-plan/card/common-info.html?guid=43871cb9-94dd-43d3-9fc3-8d7d5768436e_96a1867a-f243-45d5-9b2c-fa2ae5564d8f&infoGuid=43871cb9-94dd-43d3-9fc3-8d7d5768436e;Заключение договора на поставку Компрессорной установки ГР175МТ с двигателем 90 кВт без кожуха (или Эквивалент);
"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ХАБАРОВСКАЯ РЕМОНТНО-МОНТАЖНАЯ КОМПАНИЯ""";2725031842;272501001;"Замена трубопроводов турбоагрегата ст.№ 8 Т-100-130 ХТЭЦ-1 для нужд филиала АО ""ХРМК"" ""Хабаровский""";03.2023;12.2027;1 300 000,00 ₽;Упрощенная закупка (среди ;;10.12.2025;2250836673;6;турбоагрегат;нет;;нет;нет;реестр позиций ЕИС;https://zakupki.gov.ru/epz/orderplan/tru-plan/card/common-info.html?guid=33e1005c-9d75-4b8a-90d6-d694724adc28_f475562d-f9d8-4ef2-afbd-8fcf06aa46fc&infoGuid=33e1005c-9d75-4b8a-90d6-d694724adc28;"Замена трубопроводов турбоагрегата ст.№ 8 Т-100-130 ХТЭЦ-1 для нужд филиала АО ""ХРМК"" ""Хабаровский""";
"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ХАБАРОВСКАЯ РЕМОНТНО-МОНТАЖНАЯ КОМПАНИЯ""";2725031842;272501001;"Замена трубопроводов турбоагрегата ст.№ 8 Т-100-130 ХТЭЦ-1 для нужд филиала АО ""ХРМК"" ""Хабаровский""";03.2023;12.2027;1 300 000,00 ₽;Упрощенная закупка (среди ;;12.12.2024;2240780765;68;турбоагрегат;нет;;нет;нет;реестр позиций ЕИС;https://zakupki.gov.ru/epz/orderplan/tru-plan/card/common-info.html?guid=8d16d878-70ec-4f66-9d2a-4529963ee075_ecfad85b-be31-4dd8-8870-e42d0bd8e336&infoGuid=8d16d878-70ec-4f66-9d2a-4529963ee075;"Замена трубопроводов турбоагрегата ст.№ 8 Т-100-130 ХТЭЦ-1 для нужд филиала АО ""ХРМК"" ""Хабаровский""";
"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ТЕРРИТОРИАЛЬНАЯ ГЕНЕРИРУЮЩАЯ КОМПАНИЯ №11""";5406323202;550301001;Оказание услуг по контролю сроков и качества изготовления оборудования для модернизации турбоагрегата ст.№3 типа Т-175/210-130 СП ТЭЦ-5 АО «ТГК-11»;03.2023;12.2025;15 151 381,10 ₽;ЕП;;09.12.2024;2240779399;36;турбоагрегат;нет;;нет;нет;реестр позиций ЕИС;https://zakupki.gov.ru/epz/orderplan/tru-plan/card/common-info.html?guid=66dc45fe-d6f5-4219-b2c6-66e8a42f46d6_a14daaf7-5fb1-4ff4-964a-7f7d598760d8&infoGuid=66dc45fe-d6f5-4219-b2c6-66e8a42f46d6;Оказание услуг по контролю сроков и качества изготовления оборудования для модернизации турбоагрегата ст.№3 типа Т-175/210-130 СП ТЭЦ-5 АО «ТГК-11»;
"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ТЕРРИТОРИАЛЬНАЯ ГЕНЕРИРУЮЩАЯ КОМПАНИЯ №11""";5406323202;550301001;Контроль сроков и качества изготовления основного оборудования турбоагрегата №6 СП «ТЭЦ-4» АО «ТГК-11»;03.2023;06.2025;12 373 062,06 ₽;ЕП;;09.12.2024;2240779399;35;турбоагрегат;нет;;нет;нет;реестр позиций ЕИС;https://zakupki.gov.ru/epz/orderplan/tru-plan/card/common-info.html?guid=66dc45fe-d6f5-4219-b2c6-66e8a42f46d6_a4bc8d8e-5ff0-4f2c-943b-43998b8f046c&infoGuid=66dc45fe-d6f5-4219-b2c6-66e8a42f46d6;Контроль сроков и качества изготовления основного оборудования турбоагрегата №6 СП «ТЭЦ-4» АО «ТГК-11»;
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""БАШКИРСКАЯ ГЕНЕРИРУЮЩАЯ КОМПАНИЯ""";0277077282;027801001;Оказание услуг по контролю сроков и качества изготовления оборудования при модернизации турбоагрегата типа Т-110/120-130-4 ст. №7 Уфимской ТЭЦ-2 филиала ООО «БГК»;03.2023;11.2025;10 522 246,85 ₽;ЕП;;09.12.2024;2240779503;78;турбоагрегат;нет;;нет;нет;реестр позиций ЕИС;https://zakupki.gov.ru/epz/orderplan/tru-plan/card/common-info.html?guid=e7e9c248-4802-4cc5-8b3b-b15b182d99cc_72651ff3-23b6-4f4b-8a70-5448bedee0ea&infoGuid=e7e9c248-4802-4cc5-8b3b-b15b182d99cc;Оказание услуг по контролю сроков и качества изготовления оборудования при модернизации турбоагрегата типа Т-110/120-130-4 ст. №7 Уфимской ТЭЦ-2 филиала ООО «БГК»;
"АКЦИОНЕРНОЕ ОБЩЕСТВО ""НОРИЛЬСКО-ТАЙМЫРСКАЯ ЭНЕРГЕТИЧЕСКАЯ КОМПАНИЯ""";2457058356;245701001;Выполнение работ по замене оборудования вибрационного контроля турбоагрегата ТГ-6 на объекте ТЭЦ-3 АО «НТЭК»;03.2023;11.2023;6 761 616,24 ₽;конкурс+СМСП;;26.07.2024;2220620702;880;турбоагрегат;нет;;нет;нет;реестр позиций ЕИС;https://zakupki.gov.ru/epz/orderplan/tru-plan/card/common-info.html?guid=6bbe31c0-e77f-4a62-9321-9d9a0f2cba61_5b733641-8778-4cd1-a298-b16fedde8879&infoGuid=6bbe31c0-e77f-4a62-9321-9d9a0f2cba61;Выполнение работ по замене оборудования вибрационного контроля турбоагрегата ТГ-6 на объекте ТЭЦ-3 АО «НТЭК»;
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЛУКОЙЛ-ВОЛГОГРАДЭНЕРГО""";3435098928;346101001;Наладка и испытание электрогидравлической системы регулирования турбоагрегатов;03.2023;11.2023;1 772 682,00 ₽;ОЗ ТКП;;04.04.2024;2220626422;258;турбоагрегат;нет;;нет;нет;реестр позиций ЕИС;https://zakupki.gov.ru/epz/orderplan/tru-plan/card/common-info.html?guid=5be82ffa-71d1-40b4-992d-8731e333c4c9_9450babc-415a-4acb-89a6-016162fc29f7&infoGuid=5be82ffa-71d1-40b4-992d-8731e333c4c9;Наладка и испытание электрогидравлической системы регулирования турбоагрегатов;
"АКЦИОНЕРНОЕ ОБЩЕСТВО ""КВАДРА-ГЕНЕРИРУЮЩАЯ КОМПАНИЯ""";6829012680;770601001;Оказание услуг по теме: «Оценка фактической эффективности и теплопроизводительности подогревателей сетевой воды ОБ-1,2 турбоагрегата типа ПТ–60–130/13 ст. № 1 на ПП «Смоленская ТЭЦ-2»;03.2023;06.2023;598 582,25 ₽;Мелкая закупка;;20.03.2024;2220630572;1189;турбоагрегат;нет;;нет;нет;реестр позиций ЕИС;https://zakupki.gov.ru/epz/orderplan/tru-plan/card/common-info.html?guid=27036b5f-08d8-424a-8b3d-a5506cb0725e_8ee59f01-9d75-4012-ab7b-aef3f2aef4f7&infoGuid=27036b5f-08d8-424a-8b3d-a5506cb0725e;Оказание услуг по теме: «Оценка фактической эффективности и теплопроизводительности подогревателей сетевой воды ОБ-1,2 турбоагрегата типа ПТ–60–130/13 ст. № 1 на ПП «Смоленская ТЭЦ-2»;
КУЗБАССКОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ЭНЕРГЕТИКИ И ЭЛЕКТРИФИКАЦИИ;4200000333;420501001;Ремонт роторов высокого давления с заменой рабочих лопаток 1-й (регулирующей) ступени турбоагрегатов К-215-130-1 ЛМЗ ст. №№1, 3 Беловской ГРЭС АО «Кузбассэнерго»;03.2023;09.2023;15 783 609,60 ₽;ЗП;;21.02.2024;2220625426;710130496;турбоагрегат;нет;;нет;нет;реестр позиций ЕИС;https://zakupki.gov.ru/epz/orderplan/tru-plan/card/common-info.html?guid=c2ccec28-8454-4792-8891-2d4bebe863d0_0050569e-69e6-1edd-aed4-a4f23326e63d&infoGuid=c2ccec28-8454-4792-8891-2d4bebe863d0;Ремонт роторов высокого давления с заменой рабочих лопаток 1-й (регулирующей) ступени турбоагрегатов К-215-130-1 ЛМЗ ст. №№1, 3 Беловской ГРЭС АО «Кузбассэнерго»;
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""БАШКИРСКАЯ ГЕНЕРИРУЮЩАЯ КОМПАНИЯ""";0277077282;027801001;Оказание услуг по контролю сроков и качества изготовления оборудования при модернизации турбоагрегата типа Т-110/120-130-4 ст. №7 Уфимской ТЭЦ-2 филиала ООО «БГК»;03.2023;11.2025;10 522 246,85 ₽;ЕП;;08.02.2024;2220628482;1241;турбоагрегат;нет;;нет;нет;реестр позиций ЕИС;https://zakupki.gov.ru/epz/orderplan/tru-plan/card/common-info.html?guid=24960023-841c-4714-ba94-c2ab8939d703_caddb9a4-9eae-4dc5-87ea-d8190b29e0fc&infoGuid=24960023-841c-4714-ba94-c2ab8939d703;Оказание услуг по контролю сроков и качества изготовления оборудования при модернизации турбоагрегата типа Т-110/120-130-4 ст. №7 Уфимской ТЭЦ-2 филиала ООО «БГК»;
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""БАШКИРСКАЯ ГЕНЕРИРУЮЩАЯ КОМПАНИЯ""";0277077282;027801001;Оказание услуг по контролю сроков и качества изготовления оборудования при модернизации турбоагрегата ст. №9 Уфимской ТЭЦ-4 филиала ООО «БГК»;03.2023;04.2024;4 848 429,58 ₽;ЕП;;08.02.2024;2220628482;1252;турбоагрегат;нет;;нет;нет;реестр позиций ЕИС;https://zakupki.gov.ru/epz/orderplan/tru-plan/card/common-info.html?guid=24960023-841c-4714-ba94-c2ab8939d703_44f3f7be-08f8-479e-8c1d-923ed59abcd5&infoGuid=24960023-841c-4714-ba94-c2ab8939d703;Оказание услуг по контролю сроков и качества изготовления оборудования при модернизации турбоагрегата ст. №9 Уфимской ТЭЦ-4 филиала ООО «БГК»;
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ИНЖЕНЕРНЫЙ ЦЕНТР ""ЭНЕРГОПРОГРЕСС""";1657043757;165701001;Оказание услуг по вибрационному обследованию вращающихся механизмов основного (турбоагрегаты) и вспомогательного оборудования (насосы, компрессоры, дымососы, вентиляторы) и подтверждение соответствия физико-механических свойств материала вновь устанавливаемых валов роторов для нужд ООО ИЦ «Энергопрогресс» (НЧТЭЦ);03.2023;01.2024;7 574 695,78 ₽;ЗК;;26.12.2023;2230725606;75;турбоагрегат;нет;;нет;нет;реестр позиций ЕИС;https://zakupki.gov.ru/epz/orderplan/tru-plan/card/common-info.html?guid=ff64a62b-f959-4833-84ac-5fd75ac71dc0_0d642f0e-dee5-deb9-e063-07548d0ad4c1&infoGuid=ff64a62b-f959-4833-84ac-5fd75ac71dc0;Оказание услуг по вибрационному обследованию вращающихся механизмов основного (турбоагрегаты) и вспомогательного оборудования (насосы, компрессоры, дымососы, вентиляторы) и подтверждение соответствия физико-механических свойств материала вновь устанавливаемых валов роторов для нужд ООО ИЦ «Энергопрогресс» (НЧТЭЦ);
"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ХАБАРОВСКАЯ РЕМОНТНО-МОНТАЖНАЯ КОМПАНИЯ""";2725031842;272501001;"Замена трубопроводов турбоагрегата ст.№ 8 Т-100-130 ХТЭЦ-1 для нужд филиала АО ""ХРМК"" ""Хабаровский""";03.2023;12.2027;1 300 000,00 ₽;Упрощенная закупка (среди ;;25.12.2023;2230721446;8;турбоагрегат;нет;;нет;нет;реестр позиций ЕИС;https://zakupki.gov.ru/epz/orderplan/tru-plan/card/common-info.html?guid=87951ce5-580a-48da-bd10-d61626a5a0e0_c62008ac-32fd-41ad-8eb1-05603a31b5c4&infoGuid=87951ce5-580a-48da-bd10-d61626a5a0e0;"Замена трубопроводов турбоагрегата ст.№ 8 Т-100-130 ХТЭЦ-1 для нужд филиала АО ""ХРМК"" ""Хабаровский""";
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""БАШКИРСКАЯ ГЕНЕРИРУЮЩАЯ КОМПАНИЯ""";0277077282;027801001;Оказание услуг по контролю сроков и качества изготовления оборудования при модернизации турбоагрегата типа Т-110/120-130-4 ст. №7 Уфимской ТЭЦ-2 филиала ООО «БГК»;03.2023;11.2025;10 522 246,85 ₽;ЕП;;18.12.2023;2230714100;223;турбоагрегат;нет;;нет;нет;реестр позиций ЕИС;https://zakupki.gov.ru/epz/orderplan/tru-plan/card/common-info.html?guid=8e45badf-1e84-4279-af43-a709c206d879_a30427ae-7541-4f8c-8a65-b8d105904e9b&infoGuid=8e45badf-1e84-4279-af43-a709c206d879;Оказание услуг по контролю сроков и качества изготовления оборудования при модернизации турбоагрегата типа Т-110/120-130-4 ст. №7 Уфимской ТЭЦ-2 филиала ООО «БГК»;
