nomer;lot;predmet;organizator;organizator_inn;organizator_kpp;zakazchik;zakazchik_inn;sekciya;region;cena;data_okonchaniya;status;gde_najdeno;tegi_ploshchadki;ssylka;centrobezhnyy_predmet;klyuch;istochnik;data_sbora
32515364266;2;Поставка колодки упорной 280Н-14СБ2 (лот 2);"АКЦИОНЕРНОЕ ОБЩЕСТВО ""УРАЛАЗ-ЭНЕРГО""";7415036215;741501001;;;Корпоративные закупки и закупки субъектов 223-ФЗ (включая МСП);74. Челябинская область;96 480,00;12.11.2025 12:00;Процедура завершена;наименовании процедуры Поставка запчасте;запчасть | колодка упорная 280Н-14СБ2 | турбокомпрессор | лот 1 | К250-61-5 | запчасть | колодка упорная 280Н-14СБ2 | турбокомпрессор;https://www.roseltorg.ru/procedure/32515364266/2;да;турбокомпрессор;roseltorg.ru/procedures/search_ajax;2026-07-30
B0309251023332;1;Восстановительный ремонт Турбокомпрессора Napier NT1-10A ..;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""КАВКАЗЦЕМЕНТ";0909000840;090901001;;;Росэлторг.Бизнес;09. Карачаево-Черкесская Республика;;15.09.2025 11:07;Процедура завершена;;компрессор | турбина | техническое обслуживание | воздушный компрессор | ремонт оборудования | турбокомпрессор | ремонт компрессоров | ремонт деталей;https://www.roseltorg.ru/procedure/B0309251023332/1;да;турбокомпрессор;roseltorg.ru/procedures/search_ajax;2026-07-30
B2808251000108;1;Ремонт турбокомпрессора К-250-61-5, № 4 компрессорной станции.;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ВОЛГА""";5244009279;524401001;;;Росэлторг.Бизнес;52. Нижегородская область;;09.09.2025 13:08;Процедура завершена;;ремонт оборудования | компрессор | компрессорная станция | компрессорная система | турбокомпрессор К-250-61-5 | ремонт оборудования | компрессор | компрессорная станция;https://www.roseltorg.ru/procedure/B2808251000108/1;да;турбокомпрессор;roseltorg.ru/procedures/search_ajax;2026-07-30
B2609240848102;2;Проведение технического обслуживания турбокомпрессора HANWHA SM6100;"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЧЕЛЯБИНСКИЙ КУЗНЕЧНО-ПРЕССОВЫЙ ЗАВОД""";7449006184;744901001;;;Росэлторг.Бизнес;74. Челябинская область;;04.10.2024 10:00;Процедура завершена;;техническое обслуживание турбокомпрессора | ремонт турбокомпрессора HANWHA SM6100 | обслуживание турбокомпрессора HANWHA SM6100 | техническое обслуживание турбокомпрессора | ремонт турбокомпрессора HANWHA SM6100 | обслуживание турбокомпрессора HANWHA SM6100;https://www.roseltorg.ru/procedure/B2609240848102/2;да;турбокомпрессор;roseltorg.ru/procedures/search_ajax;2026-07-30
32413199394;1;Выполнение работ по капитальному ремонту турбокомпрессора ТВ80-1,6;"МУНИЦИПАЛЬНОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ КАЧКАНАРСКОГО ГОРОДСКОГО ОКРУГА ""ГОРОДСКИЕ ЭНЕРГОСИСТЕМЫ""";6615015316;668101001;;;Корпоративные закупки и закупки субъектов 223-ФЗ (включая МСП);66. Свердловская область;1 500 000,00;29.01.2024 10:00;Процедура завершена;;капитальный ремонт | ремонт | турбокомпрессор | капитальный | капитальный ремонт | ремонт | турбокомпрессор | капитальный;https://www.roseltorg.ru/procedure/32413199394/1;да;турбокомпрессор;roseltorg.ru/procedures/search_ajax;2026-07-30
32313097045;1;Поставка комплектующих для турбокомпрессора АВВ НИС Бавенит;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""АРКТИЧЕСКИЕ МОРСКИЕ ИНЖЕНЕРНО-ГЕОЛОГИЧЕСКИЕ ЭКСПЕДИЦИИ""";5199000024;519001001;;;Корпоративные закупки и закупки субъектов 223-ФЗ (включая МСП);51. Мурманская область;2 500 000,00;22.12.2023 08:00;Процедура завершена;;комплектующие | турбокомпрессор | бавенит | НИС | комплектующие | турбокомпрессор | бавенит | НИС;https://www.roseltorg.ru/procedure/32313097045/1;да;турбокомпрессор;roseltorg.ru/procedures/search_ajax;2026-07-30
32312677258;1;Капитальный ремонт турбокомпрессора ТВ 80-1,6 (1шт.);"МУНИЦИПАЛЬНОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""СТЕРЛИТАМАКВОДОКАНАЛ"" ГОРОДСКОГО ОКРУГА ГОРОД СТЕРЛИТАМАК РЕСПУБЛИКИ БАШКОРТОСТАН";0268000188;026801001;;;Закупки среди субъектов МСП;02. Республика Башкортостан;968 666,67;28.08.2023 07:00;Процедура завершена;;капитальный ремонт | ремонт турбокомпрессоров | ремонт | турбокомпрессор | капитальный | капитальный ремонт | ремонт турбокомпрессоров | ремонт;https://www.roseltorg.ru/procedure/32312677258/1;да;турбокомпрессор;roseltorg.ru/procedures/search_ajax;2026-07-30
B0804221415177;1;Закупка товара для турбокомпрессора ЯМЗ 238 НД;"Общество с ограниченной ответственностью ""Кингисеппский машиностроительный завод""";7816562511;781601001;;;Росэлторг.Бизнес;78. г. Санкт-Петербург;;15.04.2022 18:00;Процедура завершена;;товар | турбокомпрессор | ЯМЗ | товар | турбокомпрессор | ЯМЗ;https://www.roseltorg.ru/procedure/B0804221415177/1;да;турбокомпрессор;roseltorg.ru/procedures/search_ajax;2026-07-30
0320100031522000007;1;Поставка турбокомпрессора в соответствии с описанием объекта закупки;"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""МЕДИКО-САНИТАРНАЯ ЧАСТЬ № 100 ФЕДЕРАЛЬНОГО МЕДИКО-БИОЛОГИЧЕСКОГО АГЕНТСТВА""";2512303442;251201001;;;Государственные закупки (44-ФЗ);25. Приморский край;152 240,00;05.04.2022 02:00;Процедура завершена;;описание объекта | соответствие | описание | турбокомпрессор | описание объекта | соответствие | описание | турбокомпрессор;https://www.roseltorg.ru/procedure/0320100031522000007/1;да;турбокомпрессор;roseltorg.ru/procedures/search_ajax;2026-07-30
0301200046621000244;1;Закупка запасных частей на автобус НЕФАЗ (турбокомпрессор);ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ РЕСПУБЛИКИ БАШКОРТОСТАН РЕСПУБЛИКАНСКАЯ КЛИНИЧЕСКАЯ ПСИХИАТРИЧЕСКАЯ БОЛЬНИЦА;0278067833;027301001;;;Государственные закупки (44-ФЗ);02. Республика Башкортостан;51 748,38;20.09.2021 07:00;Процедура завершена;;запасные части | части автобуса | запасной | автобус | турбокомпрессор | НЕФАЗ | запасные части | части автобуса;https://www.roseltorg.ru/procedure/0301200046621000244/1;сомнительно;турбокомпрессор;roseltorg.ru/procedures/search_ajax;2026-07-30
32110695232;1;Выполнение работ по капитальному ремонту турбокомпрессора ТВДЗ-Б;"Общество с ограниченной ответственностью ""Краевая энергосберегающая компания""";2466229600;246001001;;;Коммерческие закупки и закупки по 223-ФЗ;24. Красноярский край;574 551,06;13.10.2021 06:00;Процедура завершена;наименовании процедуры Выполнение работ;капитальный ремонт | ремонт | турбокомпрессор | капитальный | капитальный ремонт | ремонт | турбокомпрессор | капитальный;https://www.roseltorg.ru/procedure/32110695232/1;да;турбокомпрессор;roseltorg.ru/procedures/search_ajax;2026-07-30
COM03092000076;1;Оказание услуг по ТО турбокомпрессора ZY-1500+ Atlas Copco;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""МАЛЬЦОВСКИЙ ПОРТЛАНДЦЕМЕНТ""";3202001147;324501001;;;Коммерческие закупки и закупки по 223-ФЗ;32. Брянская область;0,00;18.09.2020 15:00;Процедура завершена;;турбокомпрессор | турбокомпрессор;https://www.roseltorg.ru/procedure/COM03092000076/1;да;турбокомпрессор;roseltorg.ru/procedures/search_ajax;2026-07-30
B1209251141312;5;Уплотнение между диафрагмой и рабочим колесом к турбокомпрессору ТВ-80-1,8;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СЕРВИС ИНЖИНИРИНГ СИСТЕМС""";3849096450;384901001;;;Росэлторг.Бизнес;38. Иркутская область;;14.10.2025 18:00;Процедура завершена;;;https://www.roseltorg.ru/procedure/B1209251141312/5;да;турбокомпрессор;roseltorg.ru/procedures/search_ajax;2026-07-30
B0407250423417;1;Уплотнение между диафрагмой и рабочим колесом к турбокомпрессору ТВ-80-1,8;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СЕРВИС ИНЖИНИРИНГ СИСТЕМС""";3849096450;384901001;;;Росэлторг.Бизнес;38. Иркутская область;;16.07.2025 07:00;Процедура завершена;;рабочее колесо | запчасти для компрессора | рабочий | колесо | компрессор | запчасть | уплотнение | турбокомпрессор;https://www.roseltorg.ru/procedure/B0407250423417/1;да;турбокомпрессор;roseltorg.ru/procedures/search_ajax;2026-07-30
KIM000007035;8;Турбокомпрессор Shantui к бульдозерам Shantui 7N7748/4N8969 Китай;Филиал АО «ДРСК» «Хабаровские электрические сети»;2801108200;272402001;;;Корпоративный интернет-магазин;27. Хабаровский край;;18.08.2021 08:00;Процедура завершена;;запасные части | части бульдозера | запасной | бульдозер | турбокомпрессор | смит | ЦЭС | запасные части;https://www.roseltorg.ru/procedure/KIM000007035/8;да;турбокомпрессор;roseltorg.ru/procedures/search_ajax;2026-07-30
B2609251109508;1;Дефектация турбокомпрессора № 2 в компрессорной № 1 (в соответствии с ТЗ № 46-40 (турбокомпрессор К-250-61-5) и ТЗ № 40-1 (электродвигатель СТД-1600). Запрос коммерческих предложений.;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""АДМИРАЛТЕЙСКИЕ ВЕРФИ""";7839395419;783901001;;;Росэлторг.Бизнес;78. г. Санкт-Петербург;;03.10.2025 13:00;Процедура завершена;;компрессор | компрессор деталь | компрессор СТД-1600 | компрессор К-250 | компрессорная техника | компрессорная система | турбокомпрессор | турбокомпрессор К-250;https://www.roseltorg.ru/procedure/B2609251109508/1;да;турбокомпрессор;roseltorg.ru/procedures/search_ajax;2026-07-30
32615921147;1;«Поставка картриджей и актуаторов для турбокомпрессора OM 906 LA»;УПРАВЛЕНИЕ МУНИЦИПАЛЬНОГО ЗАКАЗА АДМИНИСТРАЦИИ ГОРОДА ТАМБОВА ТАМБОВСКОЙ ОБЛАСТИ;6829029330;682901001;;;Корпоративные закупки и закупки субъектов 223-ФЗ (включая МСП);68. Тамбовская область;293 513,12;24.04.2026 08:00;Процедура завершена;;турбокомпрессор OM 906 LA | картридж турбокомпрессора | актуатор турбокомпрессора | запчасти турбокомпрессора | турбокомпрессор OM 906 LA | картридж турбокомпрессора | актуатор турбокомпрессора | запчасти турбокомпрессора;https://www.roseltorg.ru/procedure/32615921147/1;да;турбокомпрессор;roseltorg.ru/procedures/search_ajax;2026-07-30
32515048587;1;Поставка турбокомпрессора воздушного TB-300-1,6-02У1в сборе с электродвигателем или эквивалент.;"СУРГУТСКОЕ ГОРОДСКОЕ МУНИЦИПАЛЬНОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ГОРВОДОКАНАЛ""";8602016725;860201001;;;Корпоративные закупки и закупки субъектов 223-ФЗ (включая МСП);86. Ханты-Мансийский АО (Югра);9 794 333,33;28.07.2025 08:00;Процедура завершена;;сбор электродвигателя | турбокомпрессор в сборе | сбор | эквивалент | электродвигатель | турбокомпрессор | воздушный | сбор электродвигателя;https://www.roseltorg.ru/procedure/32515048587/1;да;турбокомпрессор;roseltorg.ru/procedures/search_ajax;2026-07-30
0501600012324000006;1;На поставку турбокомпрессоров с электродвигателями и шкафа управления с преобразователем частоты;"ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ РЕСПУБЛИКИ БАШКОРТОСТАН ""СИБАЙВОДОКАНАЛ""";0267018087;026701001;;;Государственные закупки (44-ФЗ);02. Республика Башкортостан;10 736 667,00;23.10.2024 08:00;Процедура завершена;;шкаф управления | преобразователь частоты | электрический преобразователь | статический преобразователь | управление электродвигателем | управление преобразователем | шкаф | электродвигатель;https://www.roseltorg.ru/procedure/0501600012324000006/1;да;турбокомпрессор;roseltorg.ru/procedures/search_ajax;2026-07-30
32313085443;1;Поставка расходного материала для турбокомпрессора АВВ НИС Бавенит;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""АРКТИЧЕСКИЕ МОРСКИЕ ИНЖЕНЕРНО-ГЕОЛОГИЧЕСКИЕ ЭКСПЕДИЦИИ""";5199000024;519001001;;;Корпоративные закупки и закупки субъектов 223-ФЗ (включая МСП);51. Мурманская область;1 300 000,00;20.12.2023 08:00;Процедура завершена;;турбокомпрессор | фланец | стопорная шайба | расходный материал | АВВ НИС Бавенит | ABB VTR214-11 | расходный материал | турбокомпрессор;https://www.roseltorg.ru/procedure/32313085443/1;да;турбокомпрессор;roseltorg.ru/procedures/search_ajax;2026-07-30
32313085429;1;Поставка запасных частей для турбокомпрессора АВВ НИС Бавенит;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""АРКТИЧЕСКИЕ МОРСКИЕ ИНЖЕНЕРНО-ГЕОЛОГИЧЕСКИЕ ЭКСПЕДИЦИИ""";5199000024;519001001;;;Корпоративные закупки и закупки субъектов 223-ФЗ (включая МСП);51. Мурманская область;2 688 584,00;20.12.2023 08:00;Процедура завершена;;запасные части | запасной | турбокомпрессор | бавенит | НИС | запасные части | запасной | турбокомпрессор;https://www.roseltorg.ru/procedure/32313085429/1;да;турбокомпрессор;roseltorg.ru/procedures/search_ajax;2026-07-30
B1312231034501;1;Поставка запасных частей для турбокомпрессора К-250-61-5, согласно ТЗ;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""КАВКАЗЦЕМЕНТ";0909000840;090901001;;;Росэлторг.Бизнес;09. Карачаево-Черкесская Республика;;22.12.2023 08:30;Процедура завершена;;запасные части | части турбокомпрессора | запасной | турбокомпрессор | запасные части | части турбокомпрессора | запасной | турбокомпрессор;https://www.roseltorg.ru/procedure/B1312231034501/1;да;турбокомпрессор;roseltorg.ru/procedures/search_ajax;2026-07-30
B1109231208298;1;Корпус компрессора Моника 7RVA70 Черт.3-20-5305-010 без диафрагм и без ротора;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""КРЫМСКИЙ СОДОВЫЙ ЗАВОД""";9106001900;910601001;;;Росэлторг.Бизнес;91. Республика Крым;;02.10.2023 16:00;Процедура завершена;наименовании процедуры Запчасти турбоком;корпус компрессора | корпус | подшипник | компрессор | запчасть | ротор | черта | турбокомпрессор;https://www.roseltorg.ru/procedure/B1109231208298/1;да;турбокомпрессор;roseltorg.ru/procedures/search_ajax;2026-07-30
B1109231208298;2;Диафрагма турбокомпрессора Моника Комплект диафрагм в компрессору 7RVA70 Направляющий аппарат №1 Черт.07.119.001 Направляющий аппарат №2 Черт.07.119.002 Направляющий аппарат №3 Черт.07.032.030 Направляющий аппарат №4 Черт.07.032.050 Направляющий аппарат №;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""КРЫМСКИЙ СОДОВЫЙ ЗАВОД""";9106001900;910601001;;;Росэлторг.Бизнес;91. Республика Крым;;02.10.2023 16:00;Процедура завершена;наименовании процедуры Запчасти турбоком;направляющий аппарат | комплект | аппарат | корпус | подшипник | компрессор | запчасть | черта;https://www.roseltorg.ru/procedure/B1109231208298/2;да;турбокомпрессор;roseltorg.ru/procedures/search_ajax;2026-07-30
B1109231208298;3;Подшипник компрессора Моника 7RVA70 Радиальный Черт.2-20-3092-023;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""КРЫМСКИЙ СОДОВЫЙ ЗАВОД""";9106001900;910601001;;;Росэлторг.Бизнес;91. Республика Крым;;02.10.2023 16:00;Процедура завершена;наименовании процедуры Запчасти турбоком;подшипник компрессора | корпус | подшипник | компрессор | запчасть | черта | турбокомпрессор | диафрагма;https://www.roseltorg.ru/procedure/B1109231208298/3;да;турбокомпрессор;roseltorg.ru/procedures/search_ajax;2026-07-30
B1109231208298;4;Подшипник компрессора Моника 7RVA70 Комбинированный Черт.2-20-3098-027;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""КРЫМСКИЙ СОДОВЫЙ ЗАВОД""";9106001900;910601001;;;Росэлторг.Бизнес;91. Республика Крым;;02.10.2023 16:00;Процедура завершена;наименовании процедуры Запчасти турбоком;подшипник компрессора | корпус | подшипник | компрессор | запчасть | черта | турбокомпрессор | диафрагма;https://www.roseltorg.ru/procedure/B1109231208298/4;да;турбокомпрессор;roseltorg.ru/procedures/search_ajax;2026-07-30
32312122220;1;оказание услуг по ремонту турбокомпрессоров сельскохозяйственной техники и автотранспорта;"ГОСУДАРСТВЕННОЕ УНИТАРНОЕ СЕЛЬСКОХОЗЯЙСТВЕННОЕ ПРЕДПРИЯТИЕ МАШИННО-ТЕХНОЛОГИЧЕСКАЯ СТАНЦИЯ ""ЦЕНТРАЛЬНАЯ"" РЕСПУБЛИКИ БАШКОРТОСТАН";0245022178;024501001;;;Коммерческие закупки и закупки по 223-ФЗ;02. Республика Башкортостан;1 500 000,00;03.03.2023 09:00;Процедура завершена;;ремонт техники | сельскохозяйственная техника | техник автотранспорта | ремонт | техника | автотранспорт | турбокомпрессор | сельскохозяйственный;https://www.roseltorg.ru/procedure/32312122220/1;да;турбокомпрессор;roseltorg.ru/procedures/search_ajax;2026-07-30
32312051369;1;оказание услуг по ремонту турбокомпрессоров сельскохозяйственной техники и автотранспорта;"ГОСУДАРСТВЕННОЕ УНИТАРНОЕ СЕЛЬСКОХОЗЯЙСТВЕННОЕ ПРЕДПРИЯТИЕ МАШИННО-ТЕХНОЛОГИЧЕСКАЯ СТАНЦИЯ ""ЦЕНТРАЛЬНАЯ"" РЕСПУБЛИКИ БАШКОРТОСТАН";0245022178;024501001;;;Коммерческие закупки и закупки по 223-ФЗ;02. Республика Башкортостан;1 500 000,00;08.02.2023 09:00;Процедура завершена;;ремонт техники | сельскохозяйственная техника | техник автотранспорта | ремонт | техника | автотранспорт | турбокомпрессор | сельскохозяйственный;https://www.roseltorg.ru/procedure/32312051369/1;да;турбокомпрессор;roseltorg.ru/procedures/search_ajax;2026-07-30
0362100002221000056;1;Запасные части к автотракторной технике (ремни приводные, турбокомпрессор);"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ КОМБИНАТ ""НОВАТОР"" УПРАВЛЕНИЯ ФЕДЕРАЛЬНОГО АГЕНТСТВА ПО ГОСУДАРСТВЕННЫМ РЕЗЕРВАМ ПО УРАЛЬСКОМУ ФЕДЕРАЛЬНОМУ ОКРУГУ";6672178155;668501001;;;Государственные закупки (44-ФЗ);66. Свердловская область;44 872,00;30.03.2021 17:00;Процедура завершена;;запасные части | части техники | приводной ремень | техника | запасной | ремень | турбокомпрессор | приводной;https://www.roseltorg.ru/procedure/0362100002221000056/1;да;турбокомпрессор;roseltorg.ru/procedures/search_ajax;2026-07-30
32008931834;1;Выполнение работ по капитальному ремонту турбокомпрессоров ТВДЗ-А, ТВДЗ-Б;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КРАЕВАЯ ЭНЕРГОСБЕРЕГАЮЩАЯ КОМПАНИЯ""";2466229600;246001001;;;Закупки среди субъектов МСП;24. Красноярский край;3 263 416,99;16.03.2020 07:00;Процедура завершена;;капитальный ремонт | ремонт | турбокомпрессор | капитальный | капитальный ремонт | ремонт | турбокомпрессор | капитальный;https://www.roseltorg.ru/procedure/32008931834/1;да;турбокомпрессор;roseltorg.ru/procedures/search_ajax;2026-07-30
32009830779;1;Оказание услуг по ремонту или восстановлению неисправных автомобильных агрегатов (стартеров, генераторов, турбокомпрессоров, рулевых реек и карданных валов);"ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ГОРОДА МОСКВЫ АВТОКОМБИНАТ САНИТАРНОГО ТРАНСПОРТА ""МОСАВТОСАНТРАНС"" ДЕПАРТАМЕНТА ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ";7730036274;773001001;;;Коммерческие закупки и закупки по 223-ФЗ;77. г. Москва;10 000 000,00;18.01.2021 09:00;Процедура завершена;;ремонт и восстановление | рулевая рейка | автомобильный агрегат | вал рейки | восстановление агрегатов | ремонт | восстановление | генератор;https://www.roseltorg.ru/procedure/32009830779/1;сомнительно;турбокомпрессор;roseltorg.ru/procedures/search_ajax;2026-07-30
B0704250751207;3;Турбокомпрессор КАМАЗ дв.ЕВРО-5 JP100 (аналог S300G) KANGYUE;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""УРАЛ - ТРАНСКОМ""";5944202327;594401001;;;Росэлторг.Бизнес;59. Пермский край;;10.04.2025 10:00;Процедура завершена;;система | аналог | турбокомпрессор | КамАЗ | ДВС | ЯМЗ | система | аналог;https://www.roseltorg.ru/procedure/B0704250751207/3;да;турбокомпрессор;roseltorg.ru/procedures/search_ajax;2026-07-30
32008823595;1;Выполнение работ по внедрению турбокомпрессоров на Люберецких очистных сооружений;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""МОСВОДОКАНАЛ""";7701984274;770101001;;;Коммерческие закупки и закупки по 223-ФЗ;77. г. Москва;40 418 457,46;17.02.2020 10:00;Процедура завершена;наименовании процедуры Открытый конкурс;очистные сооружения | люберецкие сооружения | сооружение | внедрение | турбокомпрессор | очистный | люберецкий | очистные сооружения;https://www.roseltorg.ru/procedure/32008823595/1;да;турбокомпрессор;roseltorg.ru/procedures/search_ajax;2026-07-30
32615854350;1;"Оказание услуг по ремонту или восстановлению неисправных автомобильных агрегатов (стартеров, генераторов, турбокомпрессоров, рулевых реек) для нужд ГБУ ""Мосавтосантранс""";"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ГОРОДА МОСКВЫ ""МОСАВТОСАНТРАНС"" ДЕПАРТАМЕНТА ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ";7730346220;773001001;;;Корпоративные закупки и закупки субъектов 223-ФЗ (включая МСП);77. г. Москва;49 900 000,00;07.04.2026 09:00;Процедура завершена;;ремонт автомобильных агрегатов | ремонт генераторов | ремонт стартеров | ремонт турбокомпрессоров | ремонт рулевых реек | ремонт электронных сервоприводов | восстановление генераторов | восстановление стартеров;https://www.roseltorg.ru/procedure/32615854350/1;сомнительно;турбокомпрессор;roseltorg.ru/procedures/search_ajax;2026-07-30
32615963644;1;Поставка компрессоров кондиционера, стартеров, генераторов и турбокомпрессоров на сельскохозяйственную технику;"АКЦИОНЕРНОЕ ОБЩЕСТВО МАШИННО-ТЕХНОЛОГИЧЕСКАЯ СТАНЦИЯ ""ЦЕНТРАЛЬНАЯ""";0272927232;027201001;;;Корпоративные закупки и закупки субъектов 223-ФЗ (включая МСП);02. Республика Башкортостан;1 500 000,00;15.05.2026 09:00;Процедура завершена;;генератор для сельхозтехники | генератор | стартер | компрессор | турбокомпрессор | стартер автомобильный | генератор автомобильный | стартер для сельхозтехники;https://www.roseltorg.ru/procedure/32615963644/1;сомнительно;турбокомпрессор;roseltorg.ru/procedures/search_ajax;2026-07-30
32514835292;1;Поставка компрессоров кондиционера, стартеров, генераторов и турбокомпрессоров на сельскохозяйственную технику;"АКЦИОНЕРНОЕ ОБЩЕСТВО МАШИННО-ТЕХНОЛОГИЧЕСКАЯ СТАНЦИЯ ""ЦЕНТРАЛЬНАЯ""";0272927232;027201001;;;Корпоративные закупки и закупки субъектов 223-ФЗ (включая МСП);02. Республика Башкортостан;2 000 000,00;09.06.2025 09:00;Процедура завершена;;сельскохозяйственная техника | компрессор кондиционера | генератор кондиционера | стартер кондиционера | техника | кондиционер | генератор | компрессор;https://www.roseltorg.ru/procedure/32514835292/1;сомнительно;турбокомпрессор;roseltorg.ru/procedures/search_ajax;2026-07-30
B1211241518061;1;Выполнение комплекса работ «под ключ» по модернизации турбокомпрессора К500-61-1 №1, расположенного в ЦКС по адресу: Россия, г. Нижний Новгород, пр.Ленина, д.88, корпус 170, до достижения показателя удельного потребления электрической энергии до значения;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РУСМАШЭНЕРГО""";5256170057;525601001;;;Росэлторг.Бизнес;52. Нижегородская область;74 886 210,76;22.11.2024 16:00;Процедура завершена;наименовании процедуры Выполнение компле;комплекс работ | модернизация работы | комплекс | модернизация | турбокомпрессор | ЦКС | расположенный | комплекс работ;https://www.roseltorg.ru/procedure/B1211241518061/1;да;турбокомпрессор;roseltorg.ru/procedures/search_ajax;2026-07-30
32413721071;1;Поставка компрессоров кондиционера, стартеров, генераторов и турбокомпрессоров на сельскохозяйственную технику;"ГОСУДАРСТВЕННОЕ УНИТАРНОЕ СЕЛЬСКОХОЗЯЙСТВЕННОЕ ПРЕДПРИЯТИЕ МАШИННО- ТЕХНОЛОГИЧЕСКАЯ СТАНЦИЯ ""ЦЕНТРАЛЬНАЯ"" РЕСПУБЛИКИ БАШКОРТОСТАН";0245022178;024501001;;;Корпоративные закупки и закупки субъектов 223-ФЗ (включая МСП);02. Республика Башкортостан;2 000 000,00;05.07.2024 09:00;Процедура завершена;;сельскохозяйственная техника | компрессор кондиционера | генератор кондиционера | стартер кондиционера | техника | кондиционер | генератор | компрессор;https://www.roseltorg.ru/procedure/32413721071/1;сомнительно;турбокомпрессор;roseltorg.ru/procedures/search_ajax;2026-07-30
0373200086724000046;1;Оказание услуг по ремонту стартеров, генераторов, рулевых редукторов и турбокомпрессоров;"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ГОРОДА МОСКВЫ ""ДИРЕКЦИЯ ЗАКАЗЧИКА ЖИЛИЩНО-КОММУНАЛЬНОГО ХОЗЯЙСТВА И БЛАГОУСТРОЙСТВА ЮЖНОГО АДМИНИСТРАТИВНОГО ОКРУГА""";;;;;Государственные закупки (44-ФЗ);77. г. Москва;250 000,00;13.02.2024 09:00;Процедура завершена;;рулевой редуктор | ремонт стартеров | редуктор стартера | стартер генератор | ремонт | генератор | рулевой | стартер;https://www.roseltorg.ru/procedure/0373200086724000046/1;да;турбокомпрессор;roseltorg.ru/procedures/search_ajax;2026-07-30
32312194174;1;Выполнение работ по сервисному обслуживанию турбокомпрессора TPS 57 F32;"ООО ""ТГКом""";5503109356;550301001;;;Закупки среди субъектов МСП;55. Омская область;431 750,00;20.03.2023 07:00;Процедура завершена;;сервисное обслуживание | обслуживание турбокомпрессор | обслуживание | турбокомпрессор | сервисный | сервисное обслуживание | обслуживание турбокомпрессор | обслуживание;https://www.roseltorg.ru/procedure/32312194174/1;да;турбокомпрессор;roseltorg.ru/procedures/search_ajax;2026-07-30
COM11072200013;1;"Ремонт турбокомпрессора 4VRZ200/430 (717.ХС100) АО ""Липецкцемент"" в 2022 году";"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЛИПЕЦКЦЕМЕНТ""";4825002609;482501001;;;Коммерческие закупки и закупки по 223-ФЗ;48. Липецкая область;0,00;20.07.2022 17:00;Процедура завершена;;ремонт турбокомпрессоров | ремонт | турбокомпрессор | липецкцемент | ремонт турбокомпрессоров | ремонт | турбокомпрессор | липецкцемент;https://www.roseltorg.ru/procedure/COM11072200013/1;да;турбокомпрессор;roseltorg.ru/procedures/search_ajax;2026-07-30
