stanciya;zakazchik_tip;inn;kpp;nomer_zakupki;predmet;summa;data_razmeshcheniya;okonchanie_podachi;klyuch;centrobezhnaya_mashina;tip_mashiny;kontakt_fio;kontakt_tel;kontakt_email;ssylka
не определена (уровень концерна);АО «Концерн Росэнергоатом»;7721632827;;31806615345;"Право заключения договора на Выполнение работ ""Виброналадка и балансировка турбоагрегатов энергоблоков № 1,2,3 Ростовской АЭС в период ППР-2018""";5425245,56₽;18.06.2018;;турбоагрегат;нет;;;;;https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=31806615345
не определена (уровень концерна);АО «Концерн Росэнергоатом»;7721632827;;31806675503;Право заключения договора на Оказание услуг по техническому обслуживанию компрессорного оборудования Ingersoll Rand в здании объединенного газового корпуса 00UTF Ленинградской АЭС-2;2909940,04₽;29.06.2018;;компрессорная;нет;;;;;https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=31806675503
не определена (уровень концерна);АО «Концерн Росэнергоатом»;7721632827;;31806540444;"Право заключения договора на на выполнение работ по теме ""Техническое обслуживание компрессорного оборудования Kaeser Kompressoren""";510094,27₽;29.05.2018;;компрессорная;нет;;;;;https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=31806540444
не определена (уровень концерна);АО «Концерн Росэнергоатом»;7721632827;;31806405987;"Право заключения договора на выполнение работ по теме: ""Техническое обслуживание компрессорного оборудования Kaeser Kompressoren""";510094,27₽;23.04.2018;;компрессорная;нет;;;;;https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=31806405987
не определена (уровень концерна);АО «Концерн Росэнергоатом»;7721632827;;31806258890;Право заключения договоров на Поставку вентиляторов промышленных, вентиляторов радиальных центробежных;1674912,49₽;20.03.2018;;центробежный;нет;центробежный насос/вентилятор;;;;https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=31806258890
не определена (уровень концерна);АО «Концерн Росэнергоатом»;7721632827;;31806302341;Право заключения договора на Поставка центробежного насосного агрегата на 2018 год;664090,06₽;29.03.2018;;центробежный;нет;центробежный насос/вентилятор;;;;https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=31806302341
не определена (уровень концерна);АО «Концерн Росэнергоатом»;7721632827;;31806214747;Право заключения договора на Поставка запасных частей к центробежным насосным агрегатам;1391770,67₽;06.03.2018;;центробежный;нет;центробежный насос/вентилятор;;;;https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=31806214747
не определена (уровень концерна);АО «Концерн Росэнергоатом»;7721632827;;31806260548;Право заключения договора на Работы по оценке режимных расцентровок опор валопроводов и виброналадке турбоагрегатов блоков № 1 и № 2 Балаковской АЭС;4897650,90₽;20.03.2018;;турбоагрегат;нет;;;;;https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=31806260548
не определена (уровень концерна);АО «Концерн Росэнергоатом»;7721632827;;31806224829;Оказание услуг по авторскому сопровождению при эксплуатации и проведении ремонтов турбоагрегатов;2996695,10₽;12.03.2018;;турбоагрегат;нет;;;;;https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=31806224829
не определена (уровень концерна);АО «Концерн Росэнергоатом»;7721632827;;31806248588;Право заключения договора на Поставка установки компрессорной винтовой маслозаполненной и выполнение пуско-наладочных работ согласно Техническому заданию и Спецификации;10273832,94₽;16.03.2018;;компрессорная;нет;поршневой/винтовой;;;;https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=31806248588
не определена (уровень концерна);АО «Концерн Росэнергоатом»;7721632827;;31806244207;Право заключения договора на Услуги по вывозу и переработке конденсата водно-масляного компрессорных установок АКС-1, АКС-2;8570541,48₽;15.03.2018;;компрессорная;нет;;;;;https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=31806244207
не определена (уровень концерна);АО «Концерн Росэнергоатом»;7721632827;;31806211540;Право заключения договора на Поставка запасных частей к компрессорному оборудованию на 2018 год;924091,06₽;05.03.2018;;компрессорная;нет;;;;;https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=31806211540
не определена (уровень концерна);АО «Концерн Росэнергоатом»;7721632827;;31806214163;Право заключения договора на Поставка запасных частей к компрессорному оборудованию;1370532,37₽;06.03.2018;;компрессорная;нет;;;;;https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=31806214163
не определена (уровень концерна);АО «Концерн Росэнергоатом»;7721632827;;31806108961;Право заключения договора на Поставка комплектующих для конденсатных и центробежных насосов;3306781,58₽;07.02.2018;;центробежный;нет;центробежный насос/вентилятор;;;;https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=31806108961
не определена (уровень концерна);АО «Концерн Росэнергоатом»;7721632827;;31806121013;Право заключения договора на поставку запасных частей к полупогружным центробежным насосам;1850012,88₽;09.02.2018;;центробежный;нет;центробежный насос/вентилятор;;;;https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=31806121013
не определена (уровень концерна);АО «Концерн Росэнергоатом»;7721632827;;31806127521;Право заключения договора на выполнение работ по разработке рабочей документации для модернизации систем виброконтроля и диагностики турбоагрегатов №3,4 Калининской АЭС;15283333,85₽;12.02.2018;;турбоагрегат;нет;;;;;https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=31806127521
не определена (уровень концерна);АО «Концерн Росэнергоатом»;7721632827;;31806131133;Авторский надзор при техническом обслуживании, ремонте и эксплуатации сборочного объекта турбоагрегата К-1000-60/1500-2, К-1000-60/1500-2М и К-1100-60/1500-2М энергоблоков №1, №2 и №3 Ростовской АЭС;2726371,12₽;13.02.2018;;турбоагрегат;нет;;;;;https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=31806131133
не определена (уровень концерна);АО «Концерн Росэнергоатом»;7721632827;;31806083071;Право заключения договора на Геодезическое обследование осадки фундаментов подшипниковых опор турбоагрегатов, насосных агрегатов ПЭН типа СПЭ-1650-75 и ЦНД турбин энергоблоков №1÷4;1248000,00₽;01.02.2018;;турбоагрегат;нет;насос;;;;https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=31806083071
не определена (уровень концерна);АО «Концерн Росэнергоатом»;7721632827;;31806119963;Право заключения договора на поставку установки компрессорной винтовой маслозаполненной и выполнение пуско-наладочных работ согласно техническому заданию и спецификации;10273832,94₽;09.02.2018;;компрессорная;нет;поршневой/винтовой;;;;https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=31806119963
не определена (уровень концерна);АО «Концерн Росэнергоатом»;7721632827;;31806028668;Право заключения договора на Поставка центробежного насосного агрегата на 2018 год;519871,09₽;19.01.2018;;центробежный;нет;центробежный насос/вентилятор;;;;https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=31806028668
не определена (уровень концерна);АО «Концерн Росэнергоатом»;7721632827;;31806073539;Право заключения договора на поставку центробежных насосов;6661598,72₽;30.01.2018;;центробежный;нет;центробежный насос/вентилятор;;;;https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=31806073539
не определена (уровень концерна);АО «Концерн Росэнергоатом»;7721632827;;31705915982;Право заключения договоров на поставку вентиляторов промышленных и вентиляторов радиальных центробежных;563830,66₽;20.12.2017;;центробежный;нет;центробежный насос/вентилятор;;;;https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=31705915982
не определена (уровень концерна);АО «Концерн Росэнергоатом»;7721632827;;31705959554;Право заключения договора на Поставка запасных частей к компрессорному оборудованию на 2018 год;815998,10₽;27.12.2017;;компрессорная;нет;;;;;https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=31705959554
не определена (уровень концерна);АО «Концерн Росэнергоатом»;7721632827;;31705793753;Право заключения договора на поставку Центробежных насосных агрегатов;37731391,50₽;27.11.2017;;центробежный;нет;центробежный насос/вентилятор;;;;https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=31705793753
не определена (уровень концерна);АО «Концерн Росэнергоатом»;7721632827;;31705746955;Право заключения договора на поставку запасных частей к питательным и центробежным насосам;5650110,29₽;16.11.2017;;центробежный;нет;центробежный насос/вентилятор;;;;https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=31705746955
не определена (уровень концерна);АО «Концерн Росэнергоатом»;7721632827;;31705753654;"Право заключения договора на Авторский надзор ТОиР сборочных объектов турбоагрегатов с паровой турбиной К-1000-60/1500-2 энергоблоков № 1, 2, 3 в пределах поставки ПАО ""Турбоатом""";1956618,56₽;17.11.2017;;турбоагрегат;нет;;;;;https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=31705753654
не определена (уровень концерна);АО «Концерн Росэнергоатом»;7721632827;;31705694977;Право заключения договора на Обследование шпилек разъемного соединения турбоагрегата на энергоблоках №№ 3,4,2 в период плановых ремонтов 2018-2020 годов.;4834671,31₽;01.11.2017;;турбоагрегат;нет;;;;;https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=31705694977
не определена (уровень концерна);АО «Концерн Росэнергоатом»;7721632827;;31705758586;Право заключения договора на Ремонт внутренних помещений согласно ведомости дефектов,здания-компрессорной станции 3 очереди 5 блока инв. №7;1055894,42₽;20.11.2017;;компрессорная;нет;;;;;https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=31705758586
не определена (уровень концерна);АО «Концерн Росэнергоатом»;7721632827;;31705751737;Право заключения договора на Поставка запасных частей к холодильному и компрессорному оборудованию на 2018 год;568027,86₽;17.11.2017;;компрессорная;нет;;;;;https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=31705751737
не определена (уровень концерна);АО «Концерн Росэнергоатом»;7721632827;;31705675691;Право заключения договора на Геодезические наблюдения сезонных перемещений фундаментных опор турбоагрегатов К-220-44 (ст.№ТА-11,12) ,К-500-60/1500 (ст.№ТА-13,14) и К-120-6,8/50 (ст.№10МАА) энергоблоков №4,5,6 Нововоронежской АЭС и расчёт расцентровок валопроводов;7926989,53₽;27.10.2017;;турбоагрегат;нет;;;;;https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=31705675691
не определена (уровень концерна);АО «Концерн Росэнергоатом»;7721632827;;31705595416;Право заключения договора на выполнение работ по виброобследованию турбоагрегата с выдачей рекомендаций по приведению вибрационного состояния в соответствии с ГОСТ 25364-97;1622500,00₽;05.10.2017;;турбоагрегат;нет;;;;;https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=31705595416
не определена (уровень концерна);АО «Концерн Росэнергоатом»;7721632827;;31705653704;Право заключения договора на поставку установки компрессорной;37931702,67₽;23.10.2017;;компрессорная;нет;;;;;https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=31705653704
не определена (уровень концерна);АО «Концерн Росэнергоатом»;7721632827;;31705596644;"Право заключения договора на Ремонт оборудования котельной, оборудования здания мазутное, оборудования здания компрессорной литер ""В"" и оборудования очистных с/п ""Орбита""";1136005,34₽;05.10.2017;;компрессорная;нет;;;;;https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=31705596644
не определена (уровень концерна);АО «Концерн Росэнергоатом»;7721632827;;31705552178;Право заключения договора на Капитальный ремонт турбокомпрессора ЦК-135/8 зд.619;2584585,01₽;22.09.2017;;турбокомпрессор;да;ЦК-135/8 (центробежный компрессор);;;;https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=31705552178
не определена (уровень концерна);АО «Концерн Росэнергоатом»;7721632827;;31705562335;Право заключения договора на Инженерное сопровождение эксплуатации турбоагрегатов К-500-65/3000 энергоблоков №1-4 Ленинградской АЭС;3068000,00₽;26.09.2017;;турбоагрегат;нет;;;;;https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=31705562335
не определена (уровень концерна);АО «Концерн Росэнергоатом»;7721632827;;31705446208;Право заключения договора на Центробежные химические насосные агрегаты;7339346,91₽;22.08.2017;;центробежный;нет;центробежный насос/вентилятор;;;;https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=31705446208
не определена (уровень концерна);АО «Концерн Росэнергоатом»;7721632827;;31705384985;Право заключения договора на Поставка центробежного насосного агрегата на 2018 год;553125,77₽;02.08.2017;;центробежный;нет;центробежный насос/вентилятор;;;;https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=31705384985
не определена (уровень концерна);АО «Концерн Росэнергоатом»;7721632827;;31705453672;Право заключения договора на Виброобследование турбоагрегатов № 1-8 Курской АЭС;5075673,20₽;24.08.2017;;турбоагрегат;нет;;;;;https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=31705453672
КУРСКАЯ АЭС-СЕРВИС;дочернее общество;4634010454;;31705386680;Право заключения договоров на Поставка запчастей к котельному агрегату горелки UNIGAS тип PBY91., Поставка компрессора воздушного «ABAC».;111416,67₽;02.08.2017;;компрессор;нет;;;;;https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=31705386680
не определена (уровень концерна);АО «Концерн Росэнергоатом»;7721632827;;31705366225;Выполнение ремонта в требуемый размер вкладыша подшипника №7 турбоагрегата К800-130/3000 блока №4 Белоярской атомной станции;1510400,00₽;27.07.2017;;турбоагрегат;нет;;;;;https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=31705366225
КАЛИНИНСКАЯ АЭС-СЕРВИС;дочернее общество;6916015990;;31705327229;Право заключения договора на Выполнение строительно-монтажных работ по текущему ремонту антикоррозийной защиты и капитальному ремонту строительных конструкций ОРУ-750 кВ, БВС и компрессорной ОРУ 330/110 кВ, ФБ и покраске линий заземлений в производственных помещений КлнАЭС;22378353,08₽;14.07.2017;;компрессор;нет;;;;;https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=31705327229
не определена (уровень концерна);АО «Концерн Росэнергоатом»;7721632827;;31705271518;Право заключения договора на поставку модернизированного оборудования САР ЭЧ АСУТ-500М турбоагрегатов ТА-13 и ТА-14 энергоблока 5 Нововоронежской АЭС;211667045,65₽;28.06.2017;;турбоагрегат;нет;;;;;https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=31705271518
не определена (уровень концерна);АО «Концерн Росэнергоатом»;7721632827;;31705269569;Право заключения договора на Проектирование и разработка рабочей документации на модернизацию системы охлаждения статора генератора турбоагрегатов ТГ-4,5,6 блок №3 Белоярской атомной станции (Установка дополнительного насосного агрегата охлаждение статора (4,5,6НОС-В) в соответствии с техническим заданием;5974000,00₽;28.06.2017;;турбоагрегат;нет;насос;;;;https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=31705269569
не определена (уровень концерна);АО «Концерн Росэнергоатом»;7721632827;;31705258574;"Право заключения договора на Разработка рабочей документации по теме: ""Реконструкция здания компрессорной НВ АЭС под локомотивное депо №2""";5900000,00₽;26.06.2017;;компрессорная;нет;;;;;https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=31705258574
не определена (уровень концерна);АО «Концерн Росэнергоатом»;7721632827;;31705137549;"Право заключения договора на Разработка рабочей документации по теме: ""Модернизация технологических схем блокировок и сигнализации системы регенеративного подогрева питательной воды турбоагрегатов 1-8""";1354000,00₽;22.05.2017;;турбоагрегат;нет;;;;;https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=31705137549
не определена (уровень концерна);АО «Концерн Росэнергоатом»;7721632827;;31705129719;Право заключения договора на Инженерно-техническое и методическое сопровождение эксплуатации, очистки, химического контроля турбинных масел, в том числе огнестойких масел маслосистем турбоагрегатов, с разработкой рекомендаций и мероприятий по обеспечению качества турбинного масла и соответствию требованиям нормативным документам, работ по импортозамещению огнестойкого масла.;1569400,00₽;19.05.2017;;турбоагрегат;нет;;;;;https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=31705129719
не определена (уровень концерна);АО «Концерн Росэнергоатом»;7721632827;;31705083373;Право заключения договора на Обследование электромагнитного состояния турбоагрегата К-800-130/3000 ст. № 7 Белоярской АЭС в соответствии с техническим заданием;1357000,00₽;03.05.2017;;турбоагрегат;нет;;;;;https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=31705083373
не определена (уровень концерна);АО «Концерн Росэнергоатом»;7721632827;;31705081776;Право заключения договора на Определение эксплуатационных перемещений подшипниковых опор турбоагрегата К-800-130/3000 при переходе из холодного состояния в горячее в соответствии с техническим заданием;1651763,00₽;03.05.2017;;турбоагрегат;нет;;;;;https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=31705081776
не определена (уровень концерна);АО «Концерн Росэнергоатом»;7721632827;;31705077326;"Право заключения договора на выполнение пуско-наладочных работ после проведения монтажных работ по модернизации оборудования по теме ""Оснащение системы контроля вибрации и механических величин турбоагрегата энергоблока №1 Ростовской АЭС системой диагностики и балансировки""";651114,56₽;02.05.2017;;турбоагрегат;нет;;;;;https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=31705077326
не определена (уровень концерна);АО «Концерн Росэнергоатом»;7721632827;;31705171372;Право заключения договора на поставку компрессорного оборудования, оказание услуг по шеф-монтажу и шеф-наладке;17631381,38₽;31.05.2017;;компрессорная;нет;;;;;https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=31705171372
не определена (уровень концерна);АО «Концерн Росэнергоатом»;7721632827;;31705129885;Право заключения договора на Разработка рабочей и сметной документации для замены компрессоров на энергоэффективные компрессорные установки зд.619 и зд. 430а промплощадки Ленинградской АЭС;5732254,03₽;19.05.2017;;компрессорная;нет;;;;;https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=31705129885
не определена (уровень концерна);АО «Концерн Росэнергоатом»;7721632827;;31705041191;Право заключения договора на Поставка запасных частей к компрессорным установкам;2282689,89₽;21.04.2017;;компрессорная;нет;;;;;https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=31705041191
не определена (уровень концерна);АО «Концерн Росэнергоатом»;7721632827;;31704990922;Право заключения договора на Поставка запасных частей к компрессорному оборудованию;610851,76₽;07.04.2017;;компрессорная;нет;;;;;https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=31704990922
не определена (уровень концерна);АО «Концерн Росэнергоатом»;7721632827;;31705016074;Право заключения договора на поставку Модульной компрессорной станции;2803777,50₽;14.04.2017;;компрессорная;нет;;;;;https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=31705016074
не определена (уровень концерна);АО «Концерн Росэнергоатом»;7721632827;;31704933983;Право заключения договора на Поставка насосного и компрессорного оборудования;3823784,85₽;24.03.2017;;компрессорная;нет;насос;;;;https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=31704933983
не определена (уровень концерна);АО «Концерн Росэнергоатом»;7721632827;;31704850599;Право заключения договора на выполнение строительно-монтажных работ по текущему ремонту антикоррозийной защиты и капитальному ремонту строительных конструкций ОРУ-750 кВ, БВС и компрессорной ОРУ 330/110 кВ, ФБ и покраске линий заземлений в производственных помещениях КлнАЭС;22732546,60₽;02.03.2017;;компрессорная;нет;;;;;https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=31704850599
не определена (уровень концерна);АО «Концерн Росэнергоатом»;7721632827;;31704800675;Право заключения договора на Поставка насоса центробежного многоступенчатого;643816,00₽;16.02.2017;;центробежный;нет;центробежный насос/вентилятор;;;;https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=31704800675
не определена (уровень концерна);АО «Концерн Росэнергоатом»;7721632827;;31704769371;Право заключения договора на выполнение работ по текущему ремонту колонок стопорно - регулирующего клапана (СРК) турбоагрегата блока № 1 КлнАЭС;6334328,62₽;08.02.2017;;турбоагрегат;нет;;;;;https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=31704769371
не определена (уровень концерна);АО «Концерн Росэнергоатом»;7721632827;;31704765931;Право заключения договора на выполнение комплекса пуско-наладочных работ и испытаний (вхолостую) после модернизации автоматизированной системы регулирования и защиты (АСРЗ) с установкой ЭРС и ЭАБ турбоагрегатов энергоблоков № 1, 2 Калининской АЭС;7671111,23₽;08.02.2017;;турбоагрегат;нет;;;;;https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=31704765931
не определена (уровень концерна);АО «Концерн Росэнергоатом»;7721632827;;31704670385;Оказание услуг по авторскому надзору при эксплуатации и проведении ремонтов турбоагрегатов К-220-44 и К-220-44-3;2912158,72₽;16.01.2017;;турбоагрегат;нет;;;;;https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=31704670385
не определена (уровень концерна);АО «Концерн Росэнергоатом»;7721632827;;31704686648;Право заключения договора на Химочистка водяных полостей компрессорного оборудования АКС-1, 1КСД, КСН-1, 1 КСН, АКС-2, КСН-2, 25 КСН. Химочистка газовых полостей компрессорного оборудования АКС-2 (21, 22, 23 КВД, 21, 22, 23, 24 КСД);5919651,72₽;20.01.2017;;компрессорная;нет;;;;;https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=31704686648
КУРСКАЯ АЭС-СЕРВИС;дочернее общество;4634010454;;31704705500;"Право заключения договора на "" Поставка компрессора для производственных нужд комбината полуфабрикатов""";288447,00₽;26.01.2017;;компрессор;нет;;;;;https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=31704705500
не определена (уровень концерна);АО «Концерн Росэнергоатом»;7721632827;;31604481446;Право заключения договора на Поставка комплектующих к центробежным и конденсатным насосам;1531439,88₽;13.12.2016;;центробежный;нет;центробежный насос/вентилятор;;;;https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=31604481446
не определена (уровень концерна);АО «Концерн Росэнергоатом»;7721632827;;31604562388;Право заключения договора на выполнение работ по вибрационному обследованию системы фундамент-корпусов подшипников турбоагрегата К-1000-60/3000 блока № 4;2979283,57₽;23.12.2016;;турбоагрегат;нет;;;;;https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=31604562388
не определена (уровень концерна);АО «Концерн Росэнергоатом»;7721632827;;31604512746;Право заключения договора на Выполнение строительно-монтажных работ по модернизации оборудования схем защит турбоагрегатов ТА1-8;8229897,02₽;17.12.2016;;турбоагрегат;нет;;;;;https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=31604512746
не определена (уровень концерна);АО «Концерн Росэнергоатом»;7721632827;;31604478661;Авторский надзор при техническом обслуживании, ремонте и эксплуатации сборочного объекта турбоагрегата К-1000-60/1500-2, К-1000-60/1500-2М и К-1100-60/1500-2М энергоблоков №1, №2 и №3 Ростовской АЭС;2480389,50₽;13.12.2016;;турбоагрегат;нет;;;;;https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=31604478661
не определена (уровень концерна);АО «Концерн Росэнергоатом»;7721632827;;31604481370;Право заключения договора на Поставка комплектующих к холодильному и компрессорному оборудованию;1428829,37₽;13.12.2016;;компрессорная;нет;;;;;https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=31604481370
не определена (уровень концерна);АО «Концерн Росэнергоатом»;7721632827;;31604309491;Право заключения договора на поставку центробежных насосных агрегатов в обвязке дополнительных емкостей III ПК РАО;9878933,00₽;10.11.2016;;центробежный;нет;центробежный насос/вентилятор;;;;https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=31604309491
не определена (уровень концерна);АО «Концерн Росэнергоатом»;7721632827;;31604400419;Право заключения договора на Центробежные химические насосные агрегаты;20735200,00₽;29.11.2016;;центробежный;нет;центробежный насос/вентилятор;;;;https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=31604400419
не определена (уровень концерна);АО «Концерн Росэнергоатом»;7721632827;;31604373408;Право заключения договора на Поставка запасных частей к центробежным насосам;4153295,42₽;24.11.2016;;центробежный;нет;центробежный насос/вентилятор;;;;https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=31604373408
не определена (уровень концерна);АО «Концерн Росэнергоатом»;7721632827;;31604375839;Право заключения договора на поставку запасных частей к насосам центробежным, химическим;2906649,22₽;24.11.2016;;центробежный;нет;центробежный насос/вентилятор;;;;https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=31604375839
не определена (уровень концерна);АО «Концерн Росэнергоатом»;7721632827;;31604332900;Право заключения договора на поставку элементов нагнетательных в сборе системы спецгазоочистки бл.№5 Lutos;4548627,70₽;16.11.2016;;нагнетатель;да;;;;;https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=31604332900
не определена (уровень концерна);АО «Концерн Росэнергоатом»;7721632827;;31604369748;Право заключения договора на Геодезическое обследование осадки фундаментов подшипниковых опор турбоагрегатов, насосных агрегатов ПЭН типа СПЭ-1650-75 и ЦНД турбин энергоблоков №1÷4;2252695,35₽;23.11.2016;;турбоагрегат;нет;насос;;;;https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=31604369748
не определена (уровень концерна);АО «Концерн Росэнергоатом»;7721632827;;31604355824;"Право заключения договора на Авторский надзор ТОиР сборочных объектов турбоагрегатов с паровой турбиной К-1000-60/1500-2 энергоблоков № 1, 2, 4 в пределах поставки ПАО ""Турбоатом""";2185037,97₽;21.11.2016;;турбоагрегат;нет;;;;;https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=31604355824
не определена (уровень концерна);АО «Концерн Росэнергоатом»;7721632827;;31604328020;"Право заключения договора на Оказание услуг по ""Контролю и оценке вибрационного состояния виброизолированного фундамента турбоагрегата К-1200-6,8/50 НВ АЭС-2 блок №1""";4000337,20₽;15.11.2016;;турбоагрегат;нет;;;;;https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=31604328020
не определена (уровень концерна);АО «Концерн Росэнергоатом»;7721632827;;31604322830;Авторский надзор за разработкой проектной и конструкторской документации, кон-троль выполнения работ при ремонте с целью повышения безопасности и надежности конденсатора 1000-КП-100800-2 турбоагрегата К-1000-60/1500-2М энергоблока № 2 Ро-стовской АЭС при прохождении аномальных температур окружающей среды.;1668897,60₽;14.11.2016;;турбоагрегат;нет;;;;;https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=31604322830
не определена (уровень концерна);АО «Концерн Росэнергоатом»;7721632827;;31604300956;Право заключения договора на поставку компрессорного оборудования для Смоленской АЭС;200301081,79₽;08.11.2016;;компрессорная;нет;;;;;https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=31604300956
не определена (уровень концерна);АО «Концерн Росэнергоатом»;7721632827;;31604203900;Право заключения договора на Инженерное сопровождение эксплуатации турбоагрегатов К-500-65/3000 энергоблоков №1-4 Ленинградской АЭС;2938125,00₽;13.10.2016;;турбоагрегат;нет;;;;;https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=31604203900
БЕЛОЯРСКАЯ АЭС - АВТО;дочернее общество;6639019528;;31604168613;Право заключения договора на Реконструкция здания профилактория автогаража лит. 3, 3А, 3Б (пристрой помещения компрессорной);872884,20₽;04.10.2016;;компрессор;нет;;;;;https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=31604168613
