nazvanie;inn;nazvanie_egrul;kpp;region;okved;status;rukovoditel;dolzhnost;kandidatov;pochemu
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ГРАНДАВТО""";6949007307;"ООО ""ГРАНД АВТО""";694901001;Тверская обл;45.20.1;ACTIVE;Зорин Александр Михайлович;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;5;несколько кандидатов, взят первый
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ДВД-ГРУПП""";9731092268;"ООО ""ДВД-ГРУПП""";773101001;г Москва;46.69;ACTIVE;Клемантович Денис Сергеевич;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;5;несколько кандидатов, взят первый
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ДИОКСИД""";3907050369;"ООО ""ДИОКСИД""";390601001;Калининградская обл;43.22;ACTIVE;Стародубцев Алексей Александрович;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;5;несколько кандидатов, взят первый
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ДУНФЭН ЧАНД""";5024232521;"ООО ""ДУНФЭН ЧАНД""";502401001;Московская обл;71.20.8;ACTIVE;Демидов Владимир Сергеевич;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;1;один кандидат
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЕВРОХИМ ТЕРМИНАЛ УСТЬ - ЛУГА""";4707032163;"ООО ""ЕТУ""";470701001;Ленинградская обл;52.10.9;ACTIVE;Липинский Игорь Вячеславович;ДИРЕКТОР;1;один кандидат
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЗАВОД УГЛЕРОДНЫХ И КОМПОЗИЦИОННЫХ МАТЕРИАЛОВ""";7450045935;"ООО ""ЗУКМ""";746001001;Челябинская обл;23.99;ACTIVE;Сорокоумов Иван Михайлович;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;1;один кандидат
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЗЕНТРУМ""";7720364935;"ООО ""ЗЕНТРУМ""";770801001;г Москва;71.20.8;ACTIVE;Еникеев Ильдус Линарович;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;3;несколько кандидатов, взят первый
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИВЕКО РУССИЯ""";7743601156;"ООО ""ИВЕКО РУССИЯ""";504701001;Московская обл;45.31.1;ACTIVE;Соловьева Наталья Сергеевна;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;1;один кандидат
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИЖОРАРЕМСЕРВИС""";7817045594;"ООО ""ИЖОРАРЕМСЕРВИС""";781701001;г Санкт-Петербург;33.12;ACTIVE;Смыслов Вадим Анатольевич;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;1;один кандидат
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИТАГРО ГРУПП""";7814614852;"ООО ""ИТАГРО ГРУПП""";781401001;г Санкт-Петербург;46.90;ACTIVE;Копылов Федор Александрович;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;2;несколько кандидатов, взят первый
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КОМАИР""";7731552257;"ООО ""КОМАИР""";332101001;Владимирская обл;46.69.9;ACTIVE;Сиразиев Никита Фаатович;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;3;несколько кандидатов, взят первый
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЛЕНИНГРАДСКАЯ АЭС-АВТО""";4714023385;"ООО ""ЛЕНИНГРАДСКАЯ АЭС-АВТО""";472601001;Ленинградская обл;81.22;ACTIVE;Воробьев Сергей Васильевич;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;1;один кандидат
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МАЙХОНГ ТРЕЙДИНГ""";2540231006;"ООО ""МАЙХОНГ ТРЕЙДИНГ""";254001001;Приморский край;46.90;ACTIVE;Мишустина Екатерина Владимировна;ДИРЕКТОР;1;один кандидат
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МАКСИМИЛИАН ИНВЕСТ""";7816697678;"ООО ""МАКСИМИЛИАН ИНВЕСТ""";781601001;г Санкт-Петербург;11.05;ACTIVE;Андрианова Мария Александровна;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;2;несколько кандидатов, взят первый
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МАН ТРАК ЭНД БАС РУС""";7820325601;"ООО ""МАН ТРАК ЭНД БАС ПРОДАКШН РУС""";782001001;г Санкт-Петербург;69.20.2;LIQUIDATING;Ковалев Станислав Владимирович;ЛИКВИДАТОР;1;один кандидат
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""НАУЧНО-ПРОИЗВОДСТВЕННОЕ ОБЪЕДИНЕНИЕ ""ЦЕНТР ВНЕДРЕНИЯ ЭНЕРГОСБЕРЕГАЮЩИХ РАЗРАБОТОК И ТЕХНОЛОГИЙ""";7702621731;"ООО ""НПО ""ЦВЭРТ""";772701001;г Москва;46.73.6;ACTIVE;Ширшов Эдуард Рудольфович;ИСПОЛНИТЕЛЬНЫЙ ДИРЕКТОР;1;один кандидат
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""НАУЧНО-ПРОИЗВОДСТВЕННОЕ ОБЪЕДИНЕНИЕ ""ЦЕНТРОТЕХ""";6629020796;"ООО ""НПО ""ЦЕНТРОТЕХ""";668201001;Свердловская обл;28.99.9;ACTIVE;Агапов Сергей Владимирович;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;1;один кандидат
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""НЕВА ЭЙР СТРОЙ""";7805549533;"ООО ""НЕВА ЭЙР СТРОЙ""";784301001;г Санкт-Петербург;33.12;ACTIVE;Чекалин Андрей Алексеевич;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;1;один кандидат
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""НЕВА-ПРОМИНЖИНИРИНГ""";7842468089;"ООО ""НЕВА-ПРОМИНЖИНИРИНГ""";781101001;г Санкт-Петербург;46.69;LIQUIDATED;Дзык Марина Васильевна;ЛИКВИДАТОР;1;один кандидат
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""НЕОМАШ""";7204127618;"ООО ""НЕОМАШ""";720301001;Тюменская обл;28.92;ACTIVE;Блашенцев Владимир Олегович;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;4;несколько кандидатов, взят первый
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""НИЖЕГОРОДСКИЙ ЗАВОД ПРОМЫШЛЕННОГО ОБОРУДОВАНИЯ РОНОТЕХ""";5263147370;"ООО ""НЗПО РОНОТЕХ""";526301001;Нижегородская обл;28.25;ACTIVE;Болдырев Сергей Николаевич;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;1;один кандидат
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""НИИАР-ГЕНЕРАЦИЯ""";7329008990;"ООО ""НИИАР-ГЕНЕРАЦИЯ""";732901001;Ульяновская обл;35.30.11;ACTIVE;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""РОСАТОМ ИНФРАСТРУКТУРНЫЕ РЕШЕНИЯ""";;1;один кандидат
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""НОВИС ВЭД""";7811775153;"ООО ""НОВИС ВЭД""";781101001;г Санкт-Петербург;46.90;LIQUIDATED;Молодило Дмитрий Мечиславович;ЛИКВИДАТОР;1;один кандидат
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""НОРИЛЬСКНИКЕЛЬСЕРВИС""";2457058758;"ООО ""НН-СЕРВИС""";245701001;Красноярский край;68.32.2;ACTIVE;Новаков Алексей Андреевич;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;1;один кандидат
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ОРГАНИЧЕСКИЕ КИСЛОТЫ""";7100023491;"ООО ""ОРГАНИЧЕСКИЕ КИСЛОТЫ""";710001001;Тульская обл;20.14.3;ACTIVE;Крушинский Андрей Андреевич;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;1;один кандидат
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПРАЙДГРУППКОМПАНИ""";5018220310;"ООО ""ПГК""";501801001;Московская обл;47.91;ACTIVE;Орлов Александр Сергеевич;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;1;один кандидат
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПРАЙМТЕК""";5031113356;"ООО ""ПРАЙМТЕК""";503101001;Московская обл;22.22;ACTIVE;Солайман Мохаммед;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;5;несколько кандидатов, взят первый
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РАЗРЕЗ ЧЕРЕМХОВУГОЛЬ""";3808269329;"ООО ""РАЗРЕЗ ЧЕРЕМХОВУГОЛЬ""";385101001;Иркутская обл;05.10.23;ACTIVE;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЭН+ УГОЛЬ""";;1;один кандидат
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РУСГАЗКРИО""";1645030111;"ООО ""РУСГАЗКРИО""";772601001;г Москва;71.12;ACTIVE;Жестков Сергей Вячеславович;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;1;один кандидат
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РУСПРОМ""";2221239841;"ООО ""РУСПРОМ""";222101001;Алтайский край;46.63;ACTIVE;Беспалов Павел Валерьевич;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;5;несколько кандидатов, взят первый
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СЕРВИС ИНЖИНИРИНГ СИСТЕМС""";3849096450;"ООО ""СИС""";384901001;Иркутская обл;70.10;ACTIVE;Борисычев Андрей Владимирович;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;2;несколько кандидатов, взят первый
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СИБ МАЙНИНГ ПАРТС""";2463130635;"ООО ""СИБ МАЙНИНГ ПАРТС""";246301001;Красноярский край;46.69.9;ACTIVE;Шулешов Дмитрий Евгеньевич;УПРАВЛЯЮЩИЙ;1;один кандидат
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СИНОТРАК РУС""";7725776080;"ООО ""СИНОТРАК РУС""";502401001;Московская обл;45.19.1;ACTIVE;Юань Сяодун;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;2;несколько кандидатов, взят первый
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СИНТЕХ""";7713621290;"ООО ""СИНТЕХ""";771301001;г Москва;52.29;ACTIVE;Сапронова Елена Анатольевна;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;5;несколько кандидатов, взят первый
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СИСУ АУТО РУС""";7811737253;"ООО ""СИСУ АУТО РУС""";781101001;г Санкт-Петербург;45.19;ACTIVE;Иванов Геннадий Михайлович;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;1;один кандидат
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СЛАНЦЫ""";5036074848;"ООО ""ХАЙДЕЛЬБЕРГЦЕМЕНТ РУС""";470701001;Ленинградская обл;23.51;ACTIVE;Хаджийски Антон Николаев;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;5;несколько кандидатов, взят первый
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СМ-СЕРТИФИКАЦИЯ""";7708447007;"ООО ""СМ-СЕРТИФИКАЦИЯ""";770801001;г Москва;71.20;ACTIVE;Хуанфу Чуань;Директор;5;несколько кандидатов, взят первый
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТЕХНОЛОГИЯ""";5047082270;"ООО ""ТЕХНОЛОГИЯ ЛЕКАРСТВ""";504701001;Московская обл;72.19.9;ACTIVE;Онохов Игорь Федорович;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;5;несколько кандидатов, взят первый
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТЕХЭНЕРГОСТРОЙ""";1831158616;"ООО ""ТЭС""";183101001;Удмуртская Респ;43.29;ACTIVE;Крамаренко Альберт Борисович;ДИРЕКТОР;5;несколько кандидатов, взят первый
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТОРГОВО-СЕРВИСНАЯ КОМПАНИЯ ""ЭНЕРГЕТИКА""";1659170662;"ООО ""ТСК ""ЭНЕРГЕТИКА""";166001001;Респ Татарстан;43.22;ACTIVE;Хамидуллин Ильнур Ильгизарович;ДИРЕКТОР;1;один кандидат
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""УЛЬЯНОВСКИЙ АВТОМОБИЛЬНЫЙ ЗАВОД""";7327077188;"ООО ""УАЗ""";732701001;Ульяновская обл;29.10.4;ACTIVE;Сахабиев Ильнур Илдарович;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;1;один кандидат
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""УРАЛ - ТРАНСКОМ""";5944202327;"ООО ""УРАЛ - ТРАНСКОМ""";594401001;Пермский край;49.41.1;ACTIVE;Козицын Алексей Иванович;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;5;несколько кандидатов, взят первый
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ФИНАНСОВО-ПРОИЗВОДСТВЕННАЯ КОМПАНИЯ В АТОМНОЙ ЭНЕРГЕТИКЕ""";7721851272;"ООО ""ФИНПРОМАТОМ""";772101001;г Москва;46.69.9;ACTIVE;Бероев Тимур Юрьевич;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;1;один кандидат
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЦЕНТР СЕРТИФИКАЦИИ И ИСПЫТАНИЙ""";7842300960;"ООО ""СЗНТЦИС ""РЕГЛАМЕНТСЕРТ""";781601001;г Санкт-Петербург;71.20;ACTIVE;Попов Игорь Викторович;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;5;несколько кандидатов, взят первый
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЦЕНТРОТЕХ-ИНЖИНИРИНГ""";6682016932;"ООО ""ЦЕНТРОТЕХ-ИНЖИНИРИНГ""";780101001;г Санкт-Петербург;72.19.9;ACTIVE;Лежнин Андрей Валерьевич;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;1;один кандидат
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЭЙ-ЭЙЧ-АЙ-КЕРРИЕР""";7705865711;"ООО ""ЭЙ-ЭЙЧ-АЙ-КЕРРИЕР""";770901001;г Москва;33.12;ACTIVE;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КЛАССИК""";;1;один кандидат
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЭКЗОФУД""";7804606323;"ООО ""ЭКЗОФУД""";780401001;г Санкт-Петербург;46.38.24;LIQUIDATED;Игнатьева Анастасия Александровна;ПРЕДСЕДАТЕЛЬ ЛИКВИДАЦИОННОЙ КОМИССИИ;1;один кандидат
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЭКСПЕРТИЗА""";7713606622;"ООО ""ИБС ЭКСПЕРТИЗА""";771301001;г Москва;62.02.9;ACTIVE;Галаган Дмитрий Алексеевич;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;5;несколько кандидатов, взят первый
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЭРВАЛ""";7704337109;"ООО ""ЭРВАЛ""";772601001;г Москва;28.99;ACTIVE;Лаврентьев Евгений Игоревич;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;2;несколько кандидатов, взят первый
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЭФФЕКТИВНОСТЬ""";9701267841;ООО ЭФФЕКТИВНОСТЬ;770101001;г Москва;46.90;ACTIVE;Вотинцев Евгений Олегович;ДИРЕКТОР;5;несколько кандидатов, взят первый
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЮРАЛ ГРУПП""";7726442788;"ООО ""ЮРАЛ ГРУПП""";772601001;г Москва;46.90;ACTIVE;Масалов Олег Сергеевич;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;5;несколько кандидатов, взят первый
ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ «ДЖИИ РУС»;7705574092;"ООО ""ДЖИИ ВЕРНОВА РУС""";770301001;г Москва;62.02.9;ACTIVE;Белошицкая Ольга Александровна;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;3;несколько кандидатов, взят первый
"ООО ""Автомобильная компания ""ЕК-Моторс"",";6670074640;"ООО ""АВТОМОБИЛЬНАЯ КОМПАНИЯ ""ЕК-МОТОРС""";667801001;Свердловская обл;45.3;ACTIVE;Винникова Марина Анатольевна;ДИРЕКТОР;1;один кандидат
"ООО ""БАЙКАЛЬСКАЯ ЭНЕРГЕТИЧЕСКАЯ КОМПАНИЯ""";3808229774;"ООО ""БАЙКАЛЬСКАЯ ЭНЕРГЕТИЧЕСКАЯ КОМПАНИЯ""";380801001;Иркутская обл;35.11.1;ACTIVE;Причко Олег Николаевич;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;5;несколько кандидатов, взят первый
"ООО ""ВК""";7730636874;"ООО ""ВК-ИНВЕСТ""";773001001;г Москва;68.20.29;ACTIVE;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ УК ""МСК МЕНЕДЖМЕНТ""";;5;несколько кандидатов, взят первый
"ООО ""ВОЛГАГИДРО""";6439082561;"ООО ""ВОЛГАГИДРО ТЯЖМАШ""";643901001;Саратовская обл;28.11.2;ACTIVE;Исаев Василий Викторович;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;1;один кандидат
"ООО ""Великий Велес""";4100038260;"ООО ""ВЕЛИКИЙ ВЕЛЕС""";410001001;Камчатский край;43.21;ACTIVE;Колосова Светлана Васильевна;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;5;несколько кандидатов, взят первый
"ООО ""Волгодонское Монтажное Управление""";6143066681;"ООО ""ВДМУ""";614301001;Ростовская обл;41.20.9;ACTIVE;Емельянов Дмитрий Анатольевич;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;5;несколько кандидатов, взят первый
"ООО ""ГОРИЗОНТ 38""";3810079117;"ООО ""ГОРИЗОНТ 38""";381001001;Иркутская обл;51.10;ACTIVE;Серенев Станислав Вениаминович;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;5;несколько кандидатов, взят первый
"ООО ""Газпром добыча Надым"" Бованенковского НГКМ, ГП2";;;;;;;;;;кандидатов нет
"ООО ""Газпром добыча Надым"" Бованенковского НГКМ, ГП3";;;;;;;;;;кандидатов нет
"ООО ""Газпром добыча Надым"" ДКС Медвежьего НГКМ";;;;;;;;;;кандидатов нет
"ООО ""Газпром добыча Надым"" ДКС Юбилейного НГКМ";;;;;;;;;;кандидатов нет
"ООО ""Газпром добыча Надым"" Ямсовейское НГКМ";;;;;;;;;;кандидатов нет
"ООО ""Газпром добыча Ноябрьск"" ДКС ""Западно-Таркосалинского"" ГП";;;;;;;;;;кандидатов нет
"ООО ""Газпром добыча Ноябрьск"" ДКС Западно-Таркосалинского ГП";;;;;;;;;;кандидатов нет
"ООО ""Газпром добыча Ноябрьск"" ЦДКС Чаяндинского НГКМ";;;;;;;;;;кандидатов нет
"ООО ""Газпром добыча Уренгой"" ДКС УКПГ-5В";;;;;;;;;;кандидатов нет
"ООО ""Газпром добыча Уренгой"" ДКС УКПГ-8В";;;;;;;;;;кандидатов нет
"ООО ""Газпром добыча Ямбург"" ДКС Заполярного НГКМ";;;;;;;;;;кандидатов нет
"ООО ""Газпром комплектация"" ДКС УКПГ-1АВ Уренгойского НГКМ";;;;;;;;;;кандидатов нет
"ООО ""Газпром комплектация"" ДКС УКПГ-8В Уренгойского НГКМ";;;;;;;;;;кандидатов нет
"ООО ""Газпром комплектация"" Юбилейное НГКМ";;;;;;;;;;кандидатов нет
"ООО ""Газпром трансгаз Краснодар"" КС «Майкопская»";;;;;;;;;;кандидатов нет
"ООО ""Газпром трансгаз Самара"" КС «Сызрань»";;;;;;;;;;кандидатов нет
"ООО ""Газпром трансгаз Санкт- Петербург"" КС ""Изборская""";;;;;;;;;;кандидатов нет
"ООО ""Газпром трансгаз Саратов"" КС ""Петровск""";;;;;;;;;;кандидатов нет
"ООО ""Газпром трансгаз Томск"" КС ООО ""Газпром трансгаз Томск""";7017005289;"ЮРГИНСКОЕ ЛИНЕЙНОЕ ПРОИЗВОДСТВЕННОЕ УПРАВЛЕНИЕ МАГИСТРАЛЬНЫХ ГАЗОПРОВОДОВ ООО ""ГАЗПРОМ ТРАНСГАЗ ТОМСК"" (ЮРГИНСКОЕ ЛПУМГ ООО ""ГАЗПРОМ ТРАНСГАЗ ТОМСК"")";423002001;Кемеровская область - Кузбасс;;ACTIVE;;;1;один кандидат
"ООО ""Газпроминвест"" (Газпром трансгаз СПб) КС ""Славянская""";;;;;;;;;;кандидатов нет
"ООО ""Запад СПб""";7811490486;"ООО ""СЗСПБ""";781101001;г Санкт-Петербург;46.12.3;ACTIVE;Шнайдер Александр Александрович;Генеральный директор;5;несколько кандидатов, взят первый
"ООО ""Запад Спб""";7811490486;"ООО ""СЗСПБ""";781101001;г Санкт-Петербург;46.12.3;ACTIVE;Шнайдер Александр Александрович;Генеральный директор;5;несколько кандидатов, взят первый
"ООО ""КМЗ""";9721252900;"ООО ""ГК КМЗ""";772301001;г Москва;69.20;ACTIVE;Белов Евгений Валерьевич;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;5;несколько кандидатов, взят первый
"ООО ""КЭД""";5012103592;"ООО ""КЭД""";501201001;Московская обл;49.41;ACTIVE;Бируля Андрей Владимирович;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;5;несколько кандидатов, взят первый
"ООО ""Кока-кола ЭйчБиСи Евразия""";7701215046;"ФИЛИАЛ ООО ""КОКА-КОЛА ЭЙЧБИСИ ЕВРАЗИЯ"" (Г БРАТСК)";;Иркутская обл;;LIQUIDATED;;;4;"отсеяно спутников: 1; несколько кандидатов, взят первый"
"ООО ""ЛУКОЙЛ-Западная Сибирь"" ДКС Находкинского месторождения";;;;;;;;;;кандидатов нет
"ООО ""ППТК""";7536157461;"ООО ""ППТК""";753601001;Забайкальский край;52.29;ACTIVE;Смоленкова Оксана Валерьевна;ДИРЕКТОР;5;несколько кандидатов, взят первый
"ООО ""ПРИЮГАНСКОЕ""";9723161937;"ООО ""ПРИЮГАНСКОЕ""";772601001;г Москва;06.10;ACTIVE;Вовк Александр Константинович;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;1;один кандидат
"ООО ""ПУЛЬСАР""";7735144107;"ООО ""ПУЛЬСАР""";773501001;г Москва;68.20;REORGANIZING;Рябцева Ольга Игоревна;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;5;несколько кандидатов, взят первый
"ООО ""Промимпорт""";7838115700;"ООО ""ПРОМИМПОРТ""";783801001;г Санкт-Петербург;47.91.2;ACTIVE;Попов Александр Станиславович;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;5;несколько кандидатов, взят первый
"ООО ""СЛАНЦЫ""";0276144176;"ООО ""СЛАНЦЫ""";470701001;Ленинградская обл;35.11.1;ACTIVE;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МИГАЛЬ ЭНЕРДЖИ""";;5;несколько кандидатов, взят первый
"ООО ""ССК ""ЗВЕЗДА""";2503032517;"ООО ""ССК ""ЗВЕЗДА""";250301001;Приморский край;30.11;ACTIVE;Целуйко Сергей Иванович;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;2;несколько кандидатов, взят первый
"ООО ""СибРегионПромсервис""";7024034570;"ООО ""СИБРЕГИОНПРОМСЕРВИС""";702401001;Томская обл;33.12;ACTIVE;Мальцев Алексей Владимирович;ДИРЕКТОР;1;один кандидат
"ООО ""ТЕПЛОСЕТЬ""";6949108432;"ООО ""ТЕПЛОСЕТЬ""";695001001;Тверская обл;35.30.14;ACTIVE;Павлов Владимир Александрович;ВРЕМЕННО ИСПОЛНЯЮЩИЙ ОБЯЗАННОСТИ ГЕНЕРАЛЬНОГО ДИРЕКТОРА;5;несколько кандидатов, взят первый
"ООО ""УАЗ""";7327077188;"ООО ""УАЗ""";732701001;Ульяновская обл;29.10.4;ACTIVE;Сахабиев Ильнур Илдарович;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;5;несколько кандидатов, взят первый
"ООО ""Управляющая юридическая компания""";2540263819;"ООО УЮК ""РОСТ КОМФОРТА""";254001001;Приморский край;68.32;LIQUIDATING;Медведева Марина Михайловна;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;5;несколько кандидатов, взят первый
"ООО ""Фудзи Моторс""";7710428072;"ООО ""ФУДЗИ МОТОРС""";773601001;г Москва;45.11.2;ACTIVE;Савицкий Борис Валерьевич;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;4;несколько кандидатов, взят первый
