srok;zapros;nomer;data;inn_zakazchika;zakazchik;obekt;tip;inn_eo;ekspertnaya_org;vyvod;istochnik;istochnik_zakazchik;marka;sreda_po_marke;istochnik_sredy
expired;центробежный компрессор;57-ТУ-23837-2018;03.07.2018;7206025040;"ООО ""СИБУР Тобольск""";Центробежный компрессор поз. 47/6, типа ЦК-135/8М1, зав. № 90001, ООО «СИБУР Тобольск», г. Тобольск, цех АКП, отделение П-4/1;ТУ;7801082551;"АО НДЦ НПФ ""РУССКАЯ ЛАБОРАТОРИЯ""";соответствует;https://monitor-pb.ru/conclusion/57-%D0%A2%D0%A3-23837-2018;https://monitor-pb.ru/customer/7206025040;ЦК-135;воздух;модель-переспрос
expired;центробежный компрессор;57-ТУ-23847-2018;03.07.2018;7206025040;"ООО ""СИБУР Тобольск""";Центробежный компрессор поз. 47/7, типа ЦК-135/8М1, зав. № 89027, ООО «СИБУР Тобольск», г. Тобольск, цех АКП, отделение П-4/1;ТУ;7801082551;"АО НДЦ НПФ ""РУССКАЯ ЛАБОРАТОРИЯ""";соответствует;https://monitor-pb.ru/conclusion/57-%D0%A2%D0%A3-23847-2018;https://monitor-pb.ru/customer/7206025040;ЦК-135;воздух;модель-переспрос
expired;центробежный компрессор;57-ТУ-29860-2018;24.08.2018;7206025040;"ООО ""СИБУР Тобольск""";Центробежный компрессор поз. 76/3, типа ЦК-135/8, зав. № 85017, ООО «СИБУР Тобольск», г. Тобольск, цех АКП, отделение П-4/2;ТУ;7801082551;"АО НДЦ НПФ ""РУССКАЯ ЛАБОРАТОРИЯ""";соответствует;https://monitor-pb.ru/conclusion/57-%D0%A2%D0%A3-29860-2018;https://monitor-pb.ru/customer/7206025040;ЦК-135/8;воздух;модель-переспрос
expired;центробежный компрессор;57-ТУ-29861-2018;24.08.2018;7206025040;"ООО ""СИБУР Тобольск""";Центробежный компрессор поз. 76/2, типа ЦК-135/8, зав. № 85009, ООО «СИБУР Тобольск», г. Тобольск, цех АКП, отделение П-4/2;ТУ;7801082551;"АО НДЦ НПФ ""РУССКАЯ ЛАБОРАТОРИЯ""";соответствует;https://monitor-pb.ru/conclusion/57-%D0%A2%D0%A3-29861-2018;https://monitor-pb.ru/customer/7206025040;ЦК-135/8;воздух;модель-переспрос
expired;центробежный компрессор;57-ТУ-29863-2018;24.08.2018;7206025040;"ООО ""СИБУР Тобольск""";Центробежный компрессор поз. 47/5, типа ЦК-135/8, зав. № 84059, ООО «СИБУР Тобольск», г. Тобольск, цех АКП, отделение П-4/1;ТУ;7801082551;"АО НДЦ НПФ ""РУССКАЯ ЛАБОРАТОРИЯ""";соответствует;https://monitor-pb.ru/conclusion/57-%D0%A2%D0%A3-29863-2018;https://monitor-pb.ru/customer/7206025040;ЦК-135/8;воздух;модель-переспрос
expired;центробежный компрессор;57-ТУ-30955-2018;03.09.2018;7206025040;"ООО ""СИБУР Тобольск""";Центробежный компрессор поз. 73, типа К-250-61-5, зав. № 602, ООО «СИБУР Тобольск», г. Тобольск, цех АКП, отделение П-4/2;ТУ;7801082551;"АО НДЦ НПФ ""РУССКАЯ ЛАБОРАТОРИЯ""";соответствует;https://monitor-pb.ru/conclusion/57-%D0%A2%D0%A3-30955-2018;https://monitor-pb.ru/customer/7206025040;К-250-61-5;воздух;данные
expired;центробежный компрессор;57-ТУ-43450-2017;27.11.2017;7206025040;"ООО ""СИБУР Тобольск""";Центробежный компрессор 43/5, типа К-500-61-5, зав. № 8558 (ООО «СИБУР Тобольск», г. Тобольск, цех АКП, отделение П - 4/1);ТУ;7801082551;"АО НДЦ НПФ ""РУССКАЯ ЛАБОРАТОРИЯ""";соответствует;https://monitor-pb.ru/conclusion/57-%D0%A2%D0%A3-43450-2017;https://monitor-pb.ru/customer/7206025040;К-500-61-5;воздух;данные
expired;центробежный компрессор;57-ТУ-59039-2019;24.12.2019;7202116628;"АО ""СИБУРТЮМЕНЬГАЗ""";Центробежный компрессор типа К890-121-1, поз. КЦ-101/2, зав. № 6919 (Мамонтовская компрессорная станция, газоперерабатывающее производство, «Южно-Балыкский ГПЗ» - филиал АО «СибурТюменьГаз»);ТУ;7801082551;"АО НДЦ НПФ ""РУССКАЯ ЛАБОРАТОРИЯ""";соответствует;https://monitor-pb.ru/conclusion/57-%D0%A2%D0%A3-59039-2019;https://monitor-pb.ru/customer/7202116628;К890-121-1;природный газ;модель
expired;центробежный компрессор;58-ТУ-14649-2020;21.04.2020;8608048498;"ООО ""ЛУКОЙЛ-ЗАПАДНАЯ СИБИРЬ""";"Центробежный компрессор типа К890-121-1 зав. № 7486, тех. № КЦ-101/2, эксплуатируемого ТПП ""Лангепаснефтегаз"" ООО «ЛУКОЙЛ-Западная Сибирь»";ТУ;8608053410;"ООО ""Центр научно-исследовательских и производственных работ""";соответствует;https://monitor-pb.ru/conclusion/58-%D0%A2%D0%A3-14649-2020;https://monitor-pb.ru/customer/8608048498;К890-121-1;природный газ;модель
expired;центробежный компрессор;58-ТУ-16037-2017;02.05.2017;8608048498;"ООО ""ЛУКОЙЛ-ЗАПАДНАЯ СИБИРЬ""";"Центробежный компрессор 3 ГЦ 2-64/4-26, зав.№08001, тех. № 1, эксплуатируемый ТПП ""Покачевнефтегаз"" ООО ""ЛУКОЙЛ-Западная Сибирь""";ТУ;8608053410;"ООО ""Центр научно-исследовательских и производственных работ""";соответствует;https://monitor-pb.ru/conclusion/58-%D0%A2%D0%A3-16037-2017;https://monitor-pb.ru/customer/8608048498;ГЦ 2-64/4-26;природный газ;модель
expired;центробежный компрессор;58-ТУ-16280-2017;03.05.2017;8608048498;"ООО ""ЛУКОЙЛ-ЗАПАДНАЯ СИБИРЬ""";"компрессор центробежный К-890-121-1, зав. № 6598, агр. № КЦ 101/1, эксплуатируемый ООО ""ЛУКОЙЛ – Западная Сибирь"", ТПП ""Лангепаснефтегаз"", УППНГ, КССГ-1";ТУ;7814398351;"ООО ""СТРОЙТЕХЭКСПЕРТИЗА"" (ИНН 7814398351)";соответствует;https://monitor-pb.ru/conclusion/58-%D0%A2%D0%A3-16280-2017;https://monitor-pb.ru/customer/8608048498;К-890-121-1;природный газ;модель
expired;центробежный компрессор;58-ТУ-16345-2017;03.05.2017;8608048498;"ООО ""ЛУКОЙЛ-ЗАПАДНАЯ СИБИРЬ""";"компрессор центробежный К-890-121-1, зав. № 7485, агр. № КЦ 101/1, эксплуатируемый ООО ""ЛУКОЙЛ – Западная Сибирь"", ТПП ""Лангепаснефтегаз"", УППНГ, КССГ-1";ТУ;7814398351;"ООО ""СТРОЙТЕХЭКСПЕРТИЗА"" (ИНН 7814398351)";соответствует;https://monitor-pb.ru/conclusion/58-%D0%A2%D0%A3-16345-2017;https://monitor-pb.ru/customer/8608048498;К-890-121-1;природный газ;модель
expired;центробежный компрессор;58-ТУ-16356-2017;03.05.2017;8608048498;"ООО ""ЛУКОЙЛ-ЗАПАДНАЯ СИБИРЬ""";"компрессор центробежный К-890-121-1, зав. № 7948, агр. № КЦ 101/3, эксплуатируемый ООО ""ЛУКОЙЛ – Западная Сибирь"", ТПП ""Лангепаснефтегаз"", УППНГ, КССГ-2";ТУ;7814398351;"ООО ""СТРОЙТЕХЭКСПЕРТИЗА"" (ИНН 7814398351)";соответствует;https://monitor-pb.ru/conclusion/58-%D0%A2%D0%A3-16356-2017;https://monitor-pb.ru/customer/8608048498;К-890-121-1;природный газ;модель
expired;центробежный компрессор;58-ТУ-19967-2019;23.05.2019;8608048498;"ООО ""ЛУКОЙЛ-ЗАПАДНАЯ СИБИРЬ""";центробежный компрессор типа К890-121-1 зав. № 7485, тех. № КЦ 101/1, эксплуатируемый ТПП «Лангепаснефтегаз» ООО «ЛУКОЙЛ-Западная Сибирь»,;ТУ;8608053410;"ООО ""Центр научно-исследовательских и производственных работ""";соответствует;https://monitor-pb.ru/conclusion/58-%D0%A2%D0%A3-19967-2019;https://monitor-pb.ru/customer/8608048498;К890-121-1;природный газ;модель
expired;центробежный компрессор;58-ТУ-22022-2016;11.07.2016;8608048498;"ООО ""ЛУКОЙЛ-ЗАПАДНАЯ СИБИРЬ""";"компрессор центробежный К-890-121-1, зав. № 7948, агр. № КС 101/3 эксплуатируемый ООО ""ЛУКОЙЛ – Западная Сибирь"", ТПП ""Лангепаснефтегаз"", УППНГ, КССГ-2";ТУ;7814398351;"ООО ""СТРОЙТЕХЭКСПЕРТИЗА"" (ИНН 7814398351)";соответствует;https://monitor-pb.ru/conclusion/58-%D0%A2%D0%A3-22022-2016;https://monitor-pb.ru/customer/8608048498;К-890-121-1;природный газ;модель
expired;центробежный компрессор;58-ТУ-22024-2016;11.07.2016;8608048498;"ООО ""ЛУКОЙЛ-ЗАПАДНАЯ СИБИРЬ""";"компрессор центробежный К-890-121-1, зав. № 6598, агр. № КС 101/1 эксплуатируемый ООО ""ЛУКОЙЛ – Западная Сибирь"", ТПП ""Лангепаснефтегаз"", УППНГ, КССГ-1";ТУ;7814398351;"ООО ""СТРОЙТЕХЭКСПЕРТИЗА"" (ИНН 7814398351)";соответствует;https://monitor-pb.ru/conclusion/58-%D0%A2%D0%A3-22024-2016;https://monitor-pb.ru/customer/8608048498;К-890-121-1;природный газ;модель
expired;центробежный компрессор;58-ТУ-29355-2015;26.08.2015;8608048498;"ООО ""ЛУКОЙЛ-ЗАПАДНАЯ СИБИРЬ""";"компрессор центробежный К-890-121-1, зав. № 6600, агр. № КЦ-101/3, эксплуатируемый ООО ""ЛУКОЙЛ – Западная Сибирь"", ТПП ""Лангепаснефтегаз"", УППНГ, КССГ-1";ТУ;7814398351;"ООО ""СТРОЙТЕХЭКСПЕРТИЗА"" (ИНН 7814398351)";соответствует;https://monitor-pb.ru/conclusion/58-%D0%A2%D0%A3-29355-2015;https://monitor-pb.ru/customer/8608048498;К-890-121-1;природный газ;модель
expired;центробежный компрессор;58-ТУ-29364-2015;26.08.2015;8608048498;"ООО ""ЛУКОЙЛ-ЗАПАДНАЯ СИБИРЬ""";"компрессор центробежный К-890-121-1, зав. № 6599, агр. № КЦ-101/2, эксплуатируемый ООО ""ЛУКОЙЛ – Западная Сибирь"", ТПП ""Лангепаснефтегаз"", УППНГ, КССГ-2";ТУ;7814398351;"ООО ""СТРОЙТЕХЭКСПЕРТИЗА"" (ИНН 7814398351)";соответствует;https://monitor-pb.ru/conclusion/58-%D0%A2%D0%A3-29364-2015;https://monitor-pb.ru/customer/8608048498;К-890-121-1;природный газ;модель
expired;центробежный компрессор;58-ТУ-31496-2020;08.09.2020;8608048498;"ООО ""ЛУКОЙЛ-ЗАПАДНАЯ СИБИРЬ""";центробежный компрессор типа К890-121-1 зав. № 6599, тех. № КЦ-101/2, эксплуатируемый ТПП «Лангепаснефтегаз» ООО «ЛУКОЙЛ-Западная Сибирь»,;ТУ;8608053410;"ООО ""Центр научно-исследовательских и производственных работ""";соответствует;https://monitor-pb.ru/conclusion/58-%D0%A2%D0%A3-31496-2020;https://monitor-pb.ru/customer/8608048498;К890-121-1;природный газ;модель
expired;центробежный компрессор;58-ТУ-31554-2020;09.09.2020;8608048498;"ООО ""ЛУКОЙЛ-ЗАПАДНАЯ СИБИРЬ""";центробежный компрессор типа К890-121-1 зав. № 6598, тех. № КЦ-101/3, эксплуатируемый ТПП «Лангепаснефтегаз» ООО «ЛУКОЙЛ-Западная Сибирь»,;ТУ;8608053410;"ООО ""Центр научно-исследовательских и производственных работ""";соответствует;https://monitor-pb.ru/conclusion/58-%D0%A2%D0%A3-31554-2020;https://monitor-pb.ru/customer/8608048498;К890-121-1;природный газ;модель
expired;центробежный компрессор;58-ТУ-31560-2020;09.09.2020;8608048498;"ООО ""ЛУКОЙЛ-ЗАПАДНАЯ СИБИРЬ""";центробежный компрессор типа К890-121-1 зав. № 6600, тех. № КЦ-101/3, эксплуатируемый ТПП «Лангепаснефтегаз» ООО «ЛУКОЙЛ-Западная Сибирь»,;ТУ;8608053410;"ООО ""Центр научно-исследовательских и производственных работ""";соответствует;https://monitor-pb.ru/conclusion/58-%D0%A2%D0%A3-31560-2020;https://monitor-pb.ru/customer/8608048498;К890-121-1;природный газ;модель
expired;центробежный компрессор;58-ТУ-41114-2018;07.11.2018;8608048498;"ООО ""ЛУКОЙЛ-ЗАПАДНАЯ СИБИРЬ""";"""Центробежный компрессор К 354-101-1"" зав. №9186, тех. № КЦ-101/3, эксплуатируемый ТПП «Повхнефтегаз» ООО «ЛУКОЙЛ-Западная Сибирь»";ТУ;8608053410;"ООО ""Центр научно-исследовательских и производственных работ""";соответствует;https://monitor-pb.ru/conclusion/58-%D0%A2%D0%A3-41114-2018;https://monitor-pb.ru/customer/8608048498;К 354-101-1;природный газ;модель
expired;центробежный компрессор;58-ТУ-43070-2017;24.11.2017;8608048498;"ООО ""ЛУКОЙЛ-ЗАПАДНАЯ СИБИРЬ""";"центробежный компрессор 3 ГЦ 2-64/4-26 зав. № 08001 тех. № 2 эксплуатируемый ТПП ""Покачевнефтегаз"" ООО ""ЛУКОЙЛ-Западная Сибирь""";ТУ;8608053410;"ООО ""Центр научно-исследовательских и производственных работ""";соответствует;https://monitor-pb.ru/conclusion/58-%D0%A2%D0%A3-43070-2017;https://monitor-pb.ru/customer/8608048498;ГЦ 2-64/4-26;природный газ;модель
expired;центробежный компрессор;59-ТУ-47209-2019;07.11.2019;7202116628;"АО ""СИБУРТЮМЕНЬГАЗ""";центробежный компрессор марки К-890-121-1 техн. № КЦ-101/3, зав. № 8845 (Площадка переработки попутного нефтяного газа Муравленковского ГПЗ АО «СибурТюменьГаз», УКОГ);ТУ;7801082551;"АО НДЦ НПФ ""РУССКАЯ ЛАБОРАТОРИЯ""";соответствует;https://monitor-pb.ru/conclusion/59-%D0%A2%D0%A3-47209-2019;https://monitor-pb.ru/customer/7202116628;К-890-121-1;природный газ;модель
expired;центробежный компрессор;59-ТУ-47210-2019;07.11.2019;7202116628;"АО ""СИБУРТЮМЕНЬГАЗ""";центробежный компрессор марки К-890-121-1техн. № КЦ-101/1, зав. № 8552 (Площадка переработки попутного нефтяного газа Губкинского ГПЗ АО «СибурТюменьГаз», УКГ-1);ТУ;7801082551;"АО НДЦ НПФ ""РУССКАЯ ЛАБОРАТОРИЯ""";соответствует;https://monitor-pb.ru/conclusion/59-%D0%A2%D0%A3-47210-2019;https://monitor-pb.ru/customer/7202116628;К-890-121;природный газ;модель
expired;центробежный компрессор;43-ТУ-02090-2015;09.04.2015;1651000041;"АО ""НИЖНЕКАМСКТЕХУГЛЕРОД""";Компрессор центробежный К 250-61-5, зав. №1427, установленный в цеху №3, ОАО «Нижнекамский завод технического углерода», по адресу: 43570 Республика Татарстан, г. Нижнекамск.;ТУ;5029124262;"ООО ""ПРОММАШ ТЕСТ"" (ИНН 5029124262)";соответствует;https://monitor-pb.ru/conclusion/43-%D0%A2%D0%A3-02090-2015;https://monitor-pb.ru/customer/1651000041;К 250-61-5;технологический газ;модель
expired;центробежный компрессор;49-ТУ-28109-2017;22.08.2017;5610058025;"ООО ""ГАЗПРОМ ДОБЫЧА ОРЕНБУРГ""";центробежный компрессор ЦК-135/8 тех. № 454Кр-01-02, заводской номер 80003, установленного на установке У-22 гелиевого завода ООО «Газпром добыча Оренбург»;ТУ;5611022790;"ООО СЗ ""ИСК ""СТРОЙТЕХСЕРВИС""";соответствует;https://monitor-pb.ru/conclusion/49-%D0%A2%D0%A3-28109-2017;https://monitor-pb.ru/customer/5610058025;ЦК-135/8;воздух;модель-переспрос
expired;центробежный компрессор;53-ТУ-13594-2018;19.09.2018;6320004728;"АО ""ТОАЗ""";центробежный компрессор «CLARK», технологический № K-102, зав. 463-8-3244 инв. № 0051965, эксплуатируемый в цехе № 03А (4 агрегат), ПАО «ТОАЗ»;ТУ;7733078410;"ФБУ ""Научно-технический центр ""Энергобезопасность""";соответствует;https://monitor-pb.ru/conclusion/53-%D0%A2%D0%A3-13594-2018;https://monitor-pb.ru/customer/6320004728;K-102;природный газ;модель
expired;центробежный компрессор;57-ТУ-30717-2018;30.08.2018;7206025040;"ООО ""СИБУР Тобольск""";Центробежный компрессор поз. 62/1, типа К-500-61-5, зав. № 8, ООО «СИБУР Тобольск», г. Тобольск, цех АКП, отделение П-4/2;ТУ;7801082551;"АО НДЦ НПФ ""РУССКАЯ ЛАБОРАТОРИЯ""";соответствует;https://monitor-pb.ru/conclusion/57-%D0%A2%D0%A3-30717-2018;https://monitor-pb.ru/customer/7206025040;К-500-61-5;воздух;данные
expired;центробежный компрессор;57-ТУ-30994-2018;03.09.2018;7206025040;"ООО ""СИБУР Тобольск""";Центробежный компрессор поз. 62/2, типа К-500-61-5, зав. № 6, ООО «СИБУР Тобольск», г. Тобольск, цех АКП, отделение П-4/2;ТУ;7801082551;"АО НДЦ НПФ ""РУССКАЯ ЛАБОРАТОРИЯ""";соответствует;https://monitor-pb.ru/conclusion/57-%D0%A2%D0%A3-30994-2018;https://monitor-pb.ru/customer/7206025040;К-500-61-5;воздух;данные
expired;центробежный компрессор;57-ТУ-31013-2018;03.09.2018;7206025040;"ООО ""СИБУР Тобольск""";Центробежный компрессор поз. 62/3, типа К-500-61-5, зав. № 8137, ООО «СИБУР Тобольск», г. Тобольск, цех АКП, отделение П-4/2;ТУ;7801082551;"АО НДЦ НПФ ""РУССКАЯ ЛАБОРАТОРИЯ""";соответствует;https://monitor-pb.ru/conclusion/57-%D0%A2%D0%A3-31013-2018;https://monitor-pb.ru/customer/7206025040;К-500-61-5;воздух;данные
expired;центробежный компрессор;57-ТУ-48698-2018;12.12.2018;7202116628;"АО ""СИБУРТЮМЕНЬГАЗ""";техническое устройство – Центробежный компрессор марки К-380-103-1, техн. № КЦ-101/5, зав. № 8568 (Площадка переработки попутного нефтяного газа Нижневартовского ГПЗ АО «СибурТюменьГаз»);ТУ;7801082551;"АО НДЦ НПФ ""РУССКАЯ ЛАБОРАТОРИЯ""";соответствует;https://monitor-pb.ru/conclusion/57-%D0%A2%D0%A3-48698-2018;https://monitor-pb.ru/customer/7202116628;К-380-103-1;природный газ;данные
expired;центробежный компрессор;58-ТУ-16354-2017;03.05.2017;8608048498;"ООО ""ЛУКОЙЛ-ЗАПАДНАЯ СИБИРЬ""";"компрессор центробежный К-890-121-1, зав. № 5104ВР-338, агр. № КЦ 101/1, эксплуатируемый ООО ""ЛУКОЙЛ – Западная Сибирь"", ТПП ""Лангепаснефтегаз"", УППНГ, КССГ-2";ТУ;7814398351;"ООО ""СТРОЙТЕХЭКСПЕРТИЗА"" (ИНН 7814398351)";соответствует;https://monitor-pb.ru/conclusion/58-%D0%A2%D0%A3-16354-2017;https://monitor-pb.ru/customer/8608048498;К-890-121-1;природный газ;модель
expired;центробежный компрессор;59-ТУ-28285-2019;19.07.2019;7202116628;"АО ""СИБУРТЮМЕНЬГАЗ""";центробежный компрессор марки К-890-121-1, техн. № КЦ-101/1, зав. № 8129 (Площадка переработки попутного нефтяного газа Муравленковского ГПЗ АО «СибурТюменьГаз»», ЦПГ, КСГ);ТУ;7801082551;"АО НДЦ НПФ ""РУССКАЯ ЛАБОРАТОРИЯ""";соответствует;https://monitor-pb.ru/conclusion/59-%D0%A2%D0%A3-28285-2019;https://monitor-pb.ru/customer/7202116628;К-890-121-1;природный газ;модель
expired;центробежный компрессор;68-ТУ-25018-2015;14.12.2015;4218000951;"АО ""ЕВРАЗ ЗСМК""";техническое устройство: центробежный компрессор ОК-500-92 №2, заводской № 711, инвентарный № 517951, эксплуатируемый на опасном производственном объекте II класса опасности энергетического цеха АО «ЕВРАЗ ЗСМК»;ТУ;4221027375;"ООО ""КУЗНЕЦК ЭКСПЕРТ""";соответствует;https://monitor-pb.ru/conclusion/68-%D0%A2%D0%A3-25018-2015;https://monitor-pb.ru/customer/4218000951;ОК-500-92;воздух;модель
expired;центробежный компрессор;68-ТУ-32520-2019;13.12.2019;4218000951;"АО ""ЕВРАЗ ЗСМК""";"техническое устройство: центробежный компрессор типа К-1500-62-2 станционный № 11, заводской № 4226, й АО ""ЕВРАЗ ЗСМК"" АЭ.16.00125.002";ТУ;4220024710;"ООО ""ЭНЕРГОПРОМ-М""";не в полной мере;https://monitor-pb.ru/conclusion/68-%D0%A2%D0%A3-32520-2019;https://monitor-pb.ru/customer/4218000951;К-1500-62-2;воздух;модель
expired;центробежный компрессор;18-ТУ-08051-2016;30.05.2016;7601001107;"ПАО ""СЛАВНЕФТЬ-ЯНОС""";"центробежный компрессор К250-61-5, зав. № Р/К 1, поз. по схеме К-2, установка ЦВК-1 цеха № 17, принадлежащий ОАО ""Славнефть-Ярославнефтеоргсинтез"" г.Ярославля";ТУ;7606048437;"ООО ""СЕВЕРНЫЙ ЭКСПЕРТНЫЙ ЦЕНТР""";соответствует;https://monitor-pb.ru/conclusion/18-%D0%A2%D0%A3-08051-2016;https://monitor-pb.ru/customer/7601001107;К250-61-5;воздух;модель
expired;центробежный компрессор;18-ТУ-13823-2017;24.08.2017;7601001107;"ПАО ""СЛАВНЕФТЬ-ЯНОС""";"центробежный компрессор марки ТКV-324, зав.№ 1805110, позиция по схеме ТК-101, установки гидроочистки дизельного топлива ЛЧ-24/7 цеха гидропроцессов № 4, ОАО ""Славнефть-ЯНОС""";ТУ;7106503857;"ООО ""Промтехэкспертиза"" (ИНН 7106503857)";соответствует;https://monitor-pb.ru/conclusion/18-%D0%A2%D0%A3-13823-2017;https://monitor-pb.ru/customer/7601001107;ТКV-324;технологический газ;модель
expired;центробежный компрессор;25-ТУ-03563-2019;01.07.2019;1121003135;"АО ""СЛПК""";"""Компрессор центробежной К-250-61-5, зав. № 515, установленный на компрессорной станции АО ""Монди СЛПК""";ТУ;1101089744;"ООО ""Экспертный центр промышленной безопасности"" (ИНН 1101089744)";соответствует;https://monitor-pb.ru/conclusion/25-%D0%A2%D0%A3-03563-2019;https://monitor-pb.ru/customer/1121003135;К-250-61-5;воздух;данные
expired;центробежный компрессор;57-ТУ-38881-2019;25.09.2019;7202116628;"АО ""СИБУРТЮМЕНЬГАЗ""";техническое устройство – Центробежный компрессор марки К-890-121-1, техн. ТК-1, зав. № 8823 (Площадка компрессорной станции Варьеганская КС-III очередь (Белозерный ГПЗ) АО «СибурТюменьГаз»);ТУ;7801082551;"АО НДЦ НПФ ""РУССКАЯ ЛАБОРАТОРИЯ""";соответствует;https://monitor-pb.ru/conclusion/57-%D0%A2%D0%A3-38881-2019;https://monitor-pb.ru/customer/7202116628;К-890-121-1;природный газ;модель
expired;центробежный компрессор;57-ТУ-56864-2019;17.12.2019;7202116628;"АО ""СИБУРТЮМЕНЬГАЗ""";Центробежный компрессор марки Кларк 2ВС4 техн. № С-103В, зав. № 2-4-3856F (Площадка переработки попутного нефтяного газа Нижневартовского ГПЗ АО «СибурТюменьГаз», ГПП-1, ТУ-4);ТУ;7801082551;"АО НДЦ НПФ ""РУССКАЯ ЛАБОРАТОРИЯ""";соответствует;https://monitor-pb.ru/conclusion/57-%D0%A2%D0%A3-56864-2019;https://monitor-pb.ru/customer/7202116628;ГПП-1;природный газ;данные
expired;центробежный компрессор;58-ТУ-22020-2016;11.07.2016;8608048498;"ООО ""ЛУКОЙЛ-ЗАПАДНАЯ СИБИРЬ""";"компрессор центробежный К-890-121-1, зав. № 5104ВР-338, агр. № КС 101/1 эксплуатируемый ООО ""ЛУКОЙЛ – Западная Сибирь"", ТПП ""Лангепаснефтегаз"", УППНГ, КССГ-1, 2";ТУ;7814398351;"ООО ""СТРОЙТЕХЭКСПЕРТИЗА"" (ИНН 7814398351)";соответствует;https://monitor-pb.ru/conclusion/58-%D0%A2%D0%A3-22020-2016;https://monitor-pb.ru/customer/8608048498;К-890-121-1;природный газ;модель
expired;центробежный компрессор;59-ТУ-01321-2020;17.01.2020;7202116628;"АО ""СИБУРТЮМЕНЬГАЗ""";Центробежный компрессор марки К-890-122-1, техн. № КЦ-201/1, зав. № 9346 (Площадка переработки попутного нефтяного газа Губкинского ГПЗ АО «СибурТюменьГаз», ГП, УКГ-2);ТУ;7801082551;"АО НДЦ НПФ ""РУССКАЯ ЛАБОРАТОРИЯ""";соответствует;https://monitor-pb.ru/conclusion/59-%D0%A2%D0%A3-01321-2020;https://monitor-pb.ru/customer/7202116628;К-890-122-1;природный газ;модель
expired;центробежный компрессор;59-ТУ-02013-2018;24.01.2018;7202116628;"АО ""СИБУРТЮМЕНЬГАЗ""";центробежный компрессор марки К-890-121-1, техн. № КЦ-101/3, зав. № 7882 (Площадка переработки попутного нефтяного газа Губкинского ГПЗ АО «СибурТюменьГаз», УКГ-1, ЦПГ);ТУ;7801082551;"АО НДЦ НПФ ""РУССКАЯ ЛАБОРАТОРИЯ""";соответствует;https://monitor-pb.ru/conclusion/59-%D0%A2%D0%A3-02013-2018;https://monitor-pb.ru/customer/7202116628;К-890-121-1;природный газ;модель
expired;центробежный компрессор;59-ТУ-35556-2019;05.09.2019;7202116628;"АО ""СИБУРТЮМЕНЬГАЗ""";техническое устройство – Центробежный компрессор марки К-890-121-1, техн. № КЦ-101/2, зав. № 8128 (Площадка переработки попутного нефтяного газа Муравленковского ГПЗ АО «СибурТюменьГаз», УКОГ);ТУ;7801082551;"АО НДЦ НПФ ""РУССКАЯ ЛАБОРАТОРИЯ""";соответствует;https://monitor-pb.ru/conclusion/59-%D0%A2%D0%A3-35556-2019;https://monitor-pb.ru/customer/7202116628;К-890-121-1;природный газ;модель
expired;центробежный компрессор;66-ТУ-05954-2021;11.05.2021;8401005730;"ПАО ""ГМК ""НОРИЛЬСКИЙ НИКЕЛЬ""";на техническое устройство: Компрессор воздушный центробежный К-1500-62-2 ст.№12/60М, зав.№8839, инв.№30800024008;ТУ;7816374814;"ООО ""ГЦЭ - СЕВЕР""";соответствует;https://monitor-pb.ru/conclusion/66-%D0%A2%D0%A3-05954-2021;https://monitor-pb.ru/customer/8401005730;К-1500-62-2;воздух;модель
expired;центробежный компрессор;66-ТУ-05955-2021;11.05.2021;8401005730;"ПАО ""ГМК ""НОРИЛЬСКИЙ НИКЕЛЬ""";на техническое устройство: Компрессор воздушный центробежный К-1500-62-2 ст.№13/61М, зав.№9969, инв.№30810000926;ТУ;7816374814;"ООО ""ГЦЭ - СЕВЕР""";соответствует;https://monitor-pb.ru/conclusion/66-%D0%A2%D0%A3-05955-2021;https://monitor-pb.ru/customer/8401005730;К-1500-62-2;воздух;модель
expired;центробежный компрессор;68-ТУ-25015-2015;14.12.2015;4218000951;"АО ""ЕВРАЗ ЗСМК""";техническое устройство: центробежный компрессор К-500-61-1 №5, заводской № 414, инвентарный № 517949, эксплуатируемый на опасном производственном объекте II класса опасности энергетического цеха АО «ЕВРАЗ ЗСМК»;ТУ;4221027375;"ООО ""КУЗНЕЦК ЭКСПЕРТ""";соответствует;https://monitor-pb.ru/conclusion/68-%D0%A2%D0%A3-25015-2015;https://monitor-pb.ru/customer/4218000951;К-500-61-1;воздух;данные
expired;центробежный компрессор;68-ТУ-25020-2015;14.12.2015;4218000951;"АО ""ЕВРАЗ ЗСМК""";техническое устройство: центробежный компрессор К-500-61-1 № 4, заводской № 366, инвентарный № 517952, эксплуатируемый на опасном производственном объекте II класса опасности энергетического цеха АО «ЕВРАЗ ЗСМК»;ТУ;4221027375;"ООО ""КУЗНЕЦК ЭКСПЕРТ""";соответствует;https://monitor-pb.ru/conclusion/68-%D0%A2%D0%A3-25020-2015;https://monitor-pb.ru/customer/4218000951;К-500-61-1;воздух;данные
