inn;predpriyatie;vzyato;pochemu
5029009397;"ФЕДЕРАЛЬНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ НАУКИ ""ФЕДЕРАЛЬНЫЙ НАУЧНЫЙ ЦЕНТР ГИГИЕНЫ ИМ. Ф.Ф. ЭРИСМАНА"" ФЕДЕРАЛЬНОЙ СЛУЖБЫ ПО НАДЗО";0;обойдено
3128000313;"ЗАКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""ОСКОЛЦЕМЕНТ""";0;обойдено
2352039660;ОТЭКО - ТЕРМИНАЛ;0;обойдено
5917004527;"ГБУЗ ПК ""КБ""";0;обойдено
7704747169;Государственное автономное учреждение культуры города Москвы «Московское агентство организации отдыха и туризма»;0;обойдено
5053017550;"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""БЛАГОУСТРОЙСТВО""";0;обойдено
5040088177;"МУК ДК ""РОДНИКИ""";0;обойдено
5009046489;"МБУ ""МФЦ ДОМОДЕДОВО""";0;обойдено
7116129038;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""НОВОМОСКОВСКИЙ ГОРОДСКОЙ ВОДОКАНАЛ""";0;обойдено
7706627050;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""РОССЕТИ МОБИЛЬНЫЕ ГАЗОТУРБИННЫЕ ЭЛЕКТРИЧЕСКИЕ СТАНЦИИ""";0;обойдено
6501146467;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ДАЛЬМОРНЕФТЕГЕОФИЗИКА""";0;обойдено
1649021125;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВОДОКАНАЛ""";0;обойдено
3914790290;ППО БАЛТИЙСКОЙ АЭС;0;обойдено
2466199794;"ООО ""Норникель - ЕРП""";0;обойдено
6617002344;"ОАО ""БРУ""";0;обойдено
9403000070;"ООО ""ЮГМК""";0;обойдено
3524015320;"ООО ""ШКХП""";0;обойдено
7716789300;Государственное бюджетное учреждение города Москвы «Жилищник Ярославского района»;0;обойдено
6230043899;Завод ТЕХНОПЛЕКС (Рязань);0;обойдено
9706004606;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АВАНГАРД-СТЕКЛО-ТРЭЙД""";0;обойдено
9705149983;"ООО ""КСЗ""";0;обойдено
7113502396;"ООО ""КАРГИЛЛ""";0;обойдено
2457080792;"ООО ""МЕДВЕЖИЙ РУЧЕЙ""";0;обойдено
7724322904;Государственное бюджетное учреждение города Москвы «Жилищник района Орехово-Борисово Северное»;0;обойдено
7450045935;Общество с ограниченной ответственностью «Завод углеродных и композиционных материалов»;0;обойдено
3327112205;"ООО ""ДИС"" (ИНН 3327112205)";0;обойдено
1660173241;"ООО ""ХИМПРОМПРОЕКТ""";0;обойдено
7701288541;"ОАО ""Евразруда""";0;обойдено
7422029201;"ООО ""Бакальское рудоуправление""";0;обойдено
5607014437;"ООО ""ПРОМТЭК""";0;обойдено
7704655662;"АО НПКЦ ""ЭНЕРГИЯ"" (ИНН 7704655662)";0;обойдено
9715005116;Государственное бюджетное учреждение города Москвы «Жилищник района Марфино»;0;обойдено
7734703698;"Государственное бюджетное учреждение города Москвы ""Жилищник района Хорошево-Мневники""";0;обойдено
7706415345;"ООО ""КДВ ВОСКРЕСЕНСК""";0;обойдено
7723451304;"ООО ""ГК ""СИНЕРГИЯ""";0;обойдено
5007102138;"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""ЖКХ И БЛАГОУСТРОЙСТВО"" ДМИТРОВСКОГО ГОРОДСКОГО ОКРУГА МОСКОВСКОЙ ОБЛАСТИ";0;обойдено
7722345864;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ГРУППА КОМПАНИЙ АВИЛОН""";0;обойдено
7720800660;Государственное бюджетное учреждение города Москвы «Жилищник района Косино-Ухтомский»;0;обойдено
7743946827;Государственное бюджетное учреждение города Москвы «Жилищник района Войковский»;0;обойдено
7719895794;ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ГОРОДА МОСКВЫ «ЖИЛИЩНИК РАЙОНА ИЗМАЙЛОВО»;0;обойдено
3460016301;"ООО""Синергия-Инжиринг""";0;обойдено
7825405522;"ООО ""Промсервис"" (ИНН 7825405522)";0;обойдено
4217196807;"ООО ""МЕЛЬКОМБИНАТ В СОКОЛЬНИКАХ""";0;обойдено
7104002774;"ПАО ""КМЗ"" (ИНН 7104002774)";0;обойдено
5007088701;Муниципальное учреждение «Синьковское благоустройство»;0;обойдено
5007104537;"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ЦЕНТР БЛАГОУСТРОЙСТВА КОСТИНСКОЕ """;0;обойдено
7111504158;"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""АЛЕКСИН СЕРВИС""";0;обойдено
5033002595;"МБУ ГОРОДСКОГО ОКРУГА ОЗЕРЫ ""ГРАД-СЕРВИС""";0;обойдено
4012005152;ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ АГРО-ИНВЕСТ;0;обойдено
2222056512;ООО 'Нортек';0;обойдено
3816006073;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЕДИНАЯ СЕРВИСНАЯ КОМПАНИЯ СУЭК""";0;обойдено
6661024788;"ЗАО ""УРАЛТЕХМАРКЕТ""";0;обойдено
7703111250;"ООО ""ХЁРБИГЕР""";0;обойдено
5318000280;"ОАО ""ЭНЕРГОМАШ""";0;обойдено
7804061165;"ЗАО ""Технолинк""";0;обойдено
7705033216;"ОАО ""РОТ ФРОНТ""";0;обойдено
4707020432;"ООО ""ПОРТЭНЕРГО""";0;обойдено
9309010650;"ООО ЦОФ ""ДОНЕЦКАЯ""";0;обойдено
9308017740;"ООО ""ДМЗ"" (ИНН 9308017740)";0;обойдено
7116019123;"ООО ""ПОЛИПЛАСТ НОВОМОСКОВСК""";0;обойдено
5947009096;"государственное бюджетное профессиональное образовательное учреждение ""Строгановский колледж""";0;обойдено
5008046711;"АВТОНОМНОЕ УЧРЕЖДЕНИЕ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ Г. ДОЛГОПРУДНОГО ""ФИЗКУЛЬТУРНО-ОЗДОРОВИТЕЛЬНЫЙ КОМПЛЕКС ""САЛЮТ""";0;обойдено
5190076325;"ГОСУДАРСТВЕННОЕ ОБЛАСТНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""ЦЕНТР ТЕХНИЧЕСКОЙ ИНВЕНТАРИЗАЦИИ И ПРОСТРАНСТВЕННЫХ ДАННЫХ""";0;обойдено
5044058624;"АУ ""КУЛЬТУРНО-СПОРТИВНЫЙ ЦЕНТР""";0;обойдено
5017140679;"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""АЛЛЕЯ СЛАВЫ"" МУНИЦИПАЛЬНОГО ОКРУГА ИСТРА";0;обойдено
5019028190;"МАУК ""ЦКИ""";0;обойдено
5047163560;"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""ЛОБНЕНСКОЕ ГОРОДСКОЕ СПЕЦИАЛИЗИРОВАННОЕ ПОХОРОННОЕ УЧРЕЖДЕНИЕ""";0;обойдено
5004028359;"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ТЕРЯЕВСКОЕ КОМПЛЕКСНОЕ БЛАГОУСТРОЙСТВО""";0;обойдено
2334018032;"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ КАНЕВСКОЙ РАЙОН ""ЦЕНТРАЛИЗОВАННАЯ БУХГАЛТЕРИЯ УЧРЕЖДЕНИЙ ОБ";0;обойдено
7842019044;"САНКТ-ПЕТЕРБУРГСКОЕ ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ГОРОДСКОЙ ЦЕНТР УПРАВЛЕНИЯ ПАРКОВКАМИ САНКТ-ПЕТЕРБУРГА""";0;обойдено
5321047240;"'ГОСУДАРСТВЕННОЕ ОБЛАСТНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ АВТОМОБИЛЬНЫХ ДОРОГ НОВГОРОДСКОЙ ОБЛАСТИ ""НОВГОРОДАВТОДОР""";0;обойдено
7817030855;"САНКТ-ПЕТЕРБУРГСКОЕ ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ЖИЛИЩНОЕ АГЕНТСТВО КОЛПИНСКОГО РАЙОНА САНКТ-ПЕТЕРБУРГА""";0;обойдено
5022037187;"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""КОЛОМЕНСКОЕ БЛАГОУСТРОЙСТВО""";0;обойдено
7743946810;Государственное бюджетное учреждение города Москвы «Жилищник района Коптево»;0;обойдено
5190001619;"МУНИЦИПАЛЬНОЕ АВТОНОМНОЕ УЧРЕЖДЕНИЕ ОБРАЗОВАНИЯ ГОРОДА МУРМАНСКА ""ЦЕНТР ШКОЛЬНОГО ПИТАНИЯ""";0;обойдено
5022088262;"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""ЦЕНТР ДОСУГА И КУЛЬТУРЫ ""ПИРОЧИ""";0;обойдено
6633028244;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СЛК ЦЕМЕНТ""";0;обойдено
8107008649;"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ КАПИТАЛЬНОГО СТРОИТЕЛЬСТВА КУДЫМКАРСКОГО МУНИЦИПАЛЬНОГО ОКРУГА ПЕРМСКОГО К";0;обойдено
7404003070;"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""НАЦИОНАЛЬНЫЙ ПАРК ""ТАГАНАЙ""";0;обойдено
4823052555;"ОБЛАСТНОЕ ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ЛИПЕЦКИЙ ОБЛАСТНОЙ ВОДОКАНАЛ""";0;обойдено
1304004070;"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ РЕСПУБЛИКИ МОРДОВИЯ ""БЕРЕЗНИКОВСКОЕ ТЕРРИТОРИАЛЬНОЕ ЛЕСНИЧЕСТВО""";0;обойдено
7010005385;"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ЦЕНТР ИНЖЕНЕРНО-ТЕХНИЧЕСКОГО ОБЕСПЕЧЕНИЯ И ВООРУЖЕНИЯ УПРАВЛЕНИЯ ФЕДЕРАЛЬНОЙ СЛУЖБЫ ИСП";0;обойдено
7703782266;"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""ЦЕНТРАЛЬНОЕ УПРАВЛЕНИЕ ПО ГИДРОМЕТЕОРОЛОГИИ И МОНИТОРИНГУ ОКРУЖАЮЩЕЙ С";0;обойдено
7116145470;Новомосковский хлор;0;обойдено
2457058758;"ООО ""НН-СЕРВИС""";0;обойдено
5004021787;"АО ""ВОЛОКОЛАМСКОЕ ПТП РЖКХ""";0;обойдено
7024034570;"ООО ""СИБРЕГИОНПРОМСЕРВИС""";0;обойдено
2310010637;"ГУП КК ""КУБАНЬВОДКОМПЛЕКС""";0;обойдено
7724490000;"АО ""ПОЧТА РОССИИ""";0;обойдено
7447010227;"АО ""ЧЭМК""";0;обойдено
6604017216;МУП БВКХ ВОДОКАНАЛ;0;обойдено
5249006828;"МУНИЦИПАЛЬНОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ЭКСПРЕСС"" Г.ДЗЕРЖИНСК";0;обойдено
6321280368;"ООО ""АВК""";0;обойдено
4205002327;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""КЕМВОД""";0;обойдено
6025001060;"МП ""ВОДОКАНАЛ"" Г. ВЕЛИКИЕ ЛУКИ";0;обойдено
4205088363;"ГОСУДАРСТВЕННОЕ ПРЕДПРИЯТИЕ КУЗБАССА ""ПАССАЖИРАВТОТРАНС""";0;обойдено
5902290191;ФБУ АДМИНИСТРАЦИЯ КАМВОДПУТЬ;0;обойдено
5260000192;"ГОСУДАРСТВЕННОЕ ПРЕДПРИЯТИЕ НИЖЕГОРОДСКОЙ ОБЛАСТИ ""НИЖЕГОРОДСКИЙ ПАССАЖИРСКИЙ АВТОМОБИЛЬНЫЙ ТРАНСПОРТ""";0;обойдено
6166047727;"ООО ""РСМЭ""; ООО ""РОСТСЕЛЬМАШЭНЕРГО""";0;обойдено
5473018885;"АО ""НГТ""";0;обойдено
5260497721;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""НИЖЕГОРОДСКИЙ ПАССАЖИРСКИЙ АВТОМОБИЛЬНЫЙ ТРАНСПОРТ""";0;обойдено
3702597104;"АО ""ВОДОКАНАЛ""";0;обойдено
4025020084;"МП ""ВОДОКАНАЛ""";0;обойдено
4223030694;"АО ""ПО ВОДОКАНАЛ""";0;обойдено
7716154981;"ООО ""АЭРОКУЗБАСС""";0;обойдено
6147005538;"ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""ИСТОК""";0;обойдено
2311008207;ФГБНУ ФНЦ ВНИИМК;0;обойдено
3302001983;"МУНИЦИПАЛЬНОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ВЛАДИМИРВОДОКАНАЛ"" ГОРОДА ВЛАДИМИРА";0;обойдено
5320024546;"МУП ""БОРОВИЧСКИЙ ВОДОКАНАЛ""";0;обойдено
3234051310;"МУНИЦИПАЛЬНОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""БРЯНСКИЙ ГОРОДСКОЙ ВОДОКАНАЛ""";0;обойдено
4705029366;АО ЛОКС;0;обойдено
4205375960;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТАЙГИНСКОЕ ВКХ""";0;обойдено
3851001198;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АКВАСЕРВИС""";0;обойдено
8606013108;"АО ""ВОДОКАНАЛ""";0;обойдено
7204205739;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТЮМЕНСКОЕ ЭКОЛОГИЧЕСКОЕ ОБЪЕДИНЕНИЕ""";0;обойдено
4027001552;"ГОСУДАРСТВЕННОЕ ПРЕДПРИЯТИЕ КАЛУЖСКОЙ ОБЛАСТИ ""КАЛУГАОБЛВОДОКАНАЛ""";0;обойдено
2801091892;АО Амурские коммунальные системы;0;обойдено
2511040110;"МУП ""УССУРИЙСК-ВОДОКАНАЛ""";0;обойдено
4307017925;"ООО ""ВОДООТВЕДЕНИЕ""";0;обойдено
6623144562;"МУНИЦИПАЛЬНОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ВЕРХНЕСАЛДИНСКОГО МУНИЦИПАЛЬНОГО ОКРУГА ""ВЕРХНЕСАЛДИНСКИЕ КОММУНАЛЬНЫЕ СИСТЕМЫ""";0;обойдено
3849067674;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""СПЕЦАВТОХОЗЯЙСТВО"" ГОРОДА ИРКУТСКА";0;обойдено
2466137893;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ПАССАЖИРРЕЧТРАНС""";0;обойдено
5050025306;"МУНИЦИПАЛЬНОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ГОРОДСКОГО ОКРУГА ЩЁЛКОВО ""МЕЖРАЙОННЫЙ ЩЁЛКОВСКИЙ ВОДОКАНАЛ""";0;обойдено
5409102650;"МКП ""НГТ""";0;обойдено
4719017995;"ООО ""НОВЫЙ СВЕТ-ЭКО""";0;обойдено
0573008521;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""МАХАЧКАЛИНСКИЙ МОРСКОЙ ТОРГОВЫЙ ПОРТ""";0;обойдено
7709913130;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЯРГОРКОМПЛЕКС""";0;обойдено
7725727149;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""СИТИМАТИК""";0;обойдено
4214000252;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""МЕЖДУРЕЧЬЕ""";0;обойдено
5321058347;"МУП ""НОВГОРОДСКИЙ ВОДОКАНАЛ""";0;обойдено
4028059805;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КАЛУЖСКИЙ ЗАВОД ПО ПРОИЗВОДСТВУ АЛЬТЕРНАТИВНОГО ТОПЛИВА""";0;обойдено
5300016868;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""НОВГОРОДСКИЙ ВОДОКАНАЛ""";0;обойдено
2983009240;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВАРАНДЕЙСКИЙ ТЕРМИНАЛ""";0;обойдено
7449070380;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПЕРСПЕКТИВА""";0;обойдено
5246053330;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИНЖЕНЕРНЫЙ ЦЕНТР""";0;обойдено
7453222406;"МУНИЦИПАЛЬНОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""СЛУЖБА ОРГАНИЗАЦИИ ДВИЖЕНИЯ""";0;обойдено
4202023230;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""БЕЛОВСКИЕ ГОРОДСКИЕ ОЧИСТНЫЕ СООРУЖЕНИЯ""";0;обойдено
1648028150;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЭНЕРГОЦЕНТР МАЙСКИЙ""";0;обойдено
7445020452;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МАГНИТОГОРСКАЯ ЭНЕРГЕТИЧЕСКАЯ КОМПАНИЯ""";0;обойдено
7814448098;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""КОЛОМЯЖСКОЕ""";0;обойдено
3804045543;"МУНИЦИПАЛЬНОЕ ПРЕДПРИЯТИЕ ""ДИРЕКЦИЯ ГОРОДСКОЙ ИНФРАСТРУКТУРЫ"" МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ ГОРОДА БРАТСКА";0;обойдено
9204507194;"ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ГОРОДА СЕВАСТОПОЛЯ ""ВОДОКАНАЛ""";0;обойдено
5411100875;"МУНИЦИПАЛЬНОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ Г. НОВОСИБИРСКА "" ГОРВОДОКАНАЛ """;0;обойдено
8605013419;"МУНИЦИПАЛЬНОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ТЕПЛОВОДОКАНАЛ""";0;обойдено
7805227529;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЛОКОМОТИВ""";0;обойдено
6325028144;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СЫЗРАНЬВОДОКАНАЛ""";0;обойдено
6829064007;"МУНИЦИПАЛЬНОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ТАМБОВГОРТРАНС""";0;обойдено
3123460476;"ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ БЕЛГОРОДСКОЙ ОБЛАСТИ ""БЕЛГОРОДСКИЙ ОБЛАСТНОЙ ВОДОКАНАЛ""";0;обойдено
7707050810;"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ГОСУДАРСТВЕННЫЙ ТРЕСТ ""АРКТИКУГОЛЬ""";0;обойдено
3443016862;"ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ВОЛГОГРАДСКОЙ ОБЛАСТИ ""ВОЛГОГРАДАВТОТРАНС""";0;обойдено
2721145239;"КРАЕВОЕ ГОСУДАРСТВЕННОЕ СПЕЦИАЛИЗИРОВАННОЕ АВТОНОМНОЕ УЧРЕЖДЕНИЕ ""ДАЛЬНЕВОСТОЧНАЯ БАЗА АВИАЦИОННОЙ ОХРАНЫ ЛЕСОВ""";0;обойдено
2364017910;"МУНИЦИПАЛЬНОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ВОДОКАНАЛ"" КРОПОТКИНСКОГО ГОРОДСКОГО ПОСЕЛЕНИЯ КАВКАЗСКОГО РАЙОНА";0;обойдено
3525443640;"МУНИЦИПАЛЬНОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ГОРОДСКОГО ОКРУГА ГОРОДА ВОЛОГДЫ ""ПАТП №1""";0;обойдено
1101071049;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""КОМИАВТОТРАНС""";0;обойдено
6952315887;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТВЕРЬСПЕЦАВТОХОЗЯЙСТВО""";0;обойдено
3500009656;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ПАТП №1""";0;обойдено
3528000967;"МУНИЦИПАЛЬНОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ГОРОДА ЧЕРЕПОВЦА ""ВОДОКАНАЛ""";0;обойдено
5700012360;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ДОРОЖНАЯ СЛУЖБА""";0;обойдено
7733019171;"федеральное государственное унитарное предприятие ""Государственный научно-исследовательский институт биологического приб";0;обойдено
