inn;predpriyatie;sostoyaniy;est;pokupaet;planiruet;region;est_sajt_u_nas;est_telefon_u_nas;est_tehchelovek_u_nas;chto_nuzhno
7708235066;Государственное бюджетное профессиональное образовательное учреждение ;1;;1;;;;;;"site;phones;emails;люди из вашей живой базы"
9701298293;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""МЕДИЦИНСКИЙ ЦЕНТР""";1;;1;;;;;;"site;phones;emails;люди из вашей живой базы"
7709438340;Государственное бюджетное профессиональное образовательное учреждение ;1;;1;;;;;;"site;phones;emails;люди из вашей живой базы"
7718259450;Государственное бюджетное учреждение города Москвы «Жилищник района Ме;1;;1;;;;;;"site;phones;emails;люди из вашей живой базы"
5037006054;"МБУ ""КВАР""";1;;1;;;;;;"site;phones;emails;люди из вашей живой базы"
6319037140;"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""ГИДРОАВТОМАТИКА""";1;;1;;;;;;"site;phones;emails;люди из вашей живой базы"
5022049898;ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ПРОФЕССИОНАЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ;1;;1;;;;;;"site;phones;emails;люди из вашей живой базы"
5072704566;ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ МОСКОВСКОЙ ОБЛАСТ;1;;1;;;;;;"site;phones;emails;люди из вашей живой базы"
5044019431;МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ МЕНДЕЛЕЕВСКАЯ С;1;;1;;;;;;"site;phones;emails;люди из вашей живой базы"
7827010400;САНКТ-ПЕТЕРБУРГСКОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕН;1;;1;;;;;;"site;phones;emails;люди из вашей живой базы"
7723814332;Государственное бюджетное учреждение города Москвы «Автомобильные доро;1;;1;;;;;;"site;phones;emails;люди из вашей живой базы"
5032313990;"ГБУЗ МО ""ОДИНЦОВСКАЯ ОБ""";1;;1;;;;;;"site;phones;emails;люди из вашей живой базы"
7814022800;САНКТ-ПЕТЕРБУРГСКОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ПРОФЕССИОНАЛЬНОЕ ОБРАЗОВ;1;;1;;;;;;"site;phones;emails;люди из вашей живой базы"
7727235840;Государственное бюджетное учреждение дополнительного образования город;1;;1;;;;;;"site;phones;emails;люди из вашей живой базы"
5035025439;ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ПРОИЗВОДСТВО ЗАМОРОЖЕННЫХ ПРО;1;;1;;;;;;"site;phones;emails;люди из вашей живой базы"
7843316628;"САНКТ-ПЕТЕРБУРГСКОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""ЦЕНТР ФИЗИЧЕ";1;;1;;;;;;"site;phones;emails;люди из вашей живой базы"
5045034778;"Муниципальное бюджетное учреждение "" Спортивная школа олимпийского рез";1;;1;;;;;;"site;phones;emails;люди из вашей живой базы"
7718258954;Государственное бюджетное учреждение города Москвы «Жилищник района Со;1;;1;;;;;;"site;phones;emails;люди из вашей живой базы"
5030040659;Государственное бюджетное учреждение города Москвы «Культурно-спортивн;1;;1;;;;;;"site;phones;emails;люди из вашей живой базы"
7826719144;ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ДОШКОЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ДЕТСКИ;1;;1;;;;;;"site;phones;emails;люди из вашей живой базы"
5007104537;"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ЦЕНТР БЛАГОУСТРОЙСТВА КОСТИНСКОЕ """;1;;1;;;;;;"site;phones;emails;люди из вашей живой базы"
4220006125;"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""КУЗБАССКАЯ ДЕТСК";1;;1;;;;;;"site;phones;emails;люди из вашей живой базы"
7720675962;Государственное бюджетное общеобразовательное учреждение города Москвы;1;;1;;;;;;"site;phones;emails;люди из вашей живой базы"
2373019495;ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ КРАСНОДАРСКОГО КРАЯ - УПРАВЛЕНИЕ С;1;;1;;;;;;"site;phones;emails;люди из вашей живой базы"
7715065224;Государственное бюджетное учреждение здравоохранения города Москвы «Ди;1;;1;;;;;;"site;phones;emails;люди из вашей живой базы"
6903008805;АО ''ТЖБИ-4'';1;;1;;;;;;"site;phones;emails;люди из вашей живой базы"
5014007460;"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""СРЕДНЯЯ ШКОЛА ";1;;1;;;;;;"site;phones;emails;люди из вашей живой базы"
7811034620;САНКТ-ПЕТЕРБУРГСКОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ПРОФЕССИОНАЛЬНОЕ ОБРАЗОВ;1;;1;;;;;;"site;phones;emails;люди из вашей живой базы"
5027199329;МУНИЦИПАЛЬНОЕ ДОШКОЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ДЕТСКИЙ САД ОБЩЕРА;1;;1;;;;;;"site;phones;emails;люди из вашей живой базы"
5014008778;"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""НАЧАЛЬНАЯ ШКОЛ";1;;1;;;;;;"site;phones;emails;люди из вашей живой базы"
7807027130;ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ СРЕДНЯЯ ОБЩЕО;1;;1;;;;;;"site;phones;emails;люди из вашей живой базы"
2320010629;"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""ИНФЕКЦИОННАЯ БОЛ";1;;1;;;;;;"site;phones;emails;люди из вашей живой базы"
7743023522;Государственное бюджетное общеобразовательное учреждение города Москвы;1;;1;;;;;;"site;phones;emails;люди из вашей живой базы"
7733826016;Государственное бюджетное общеобразовательное учреждение города Москвы;1;;1;;;;;;"site;phones;emails;люди из вашей живой базы"
7729414404;Государственное бюджетное общеобразовательное учреждение города Москвы;1;;1;;;;;;"site;phones;emails;люди из вашей живой базы"
5009022752;"МУНИЦИПАЛЬНОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ГОРОДСКОГО ОКРУГА ДОМОДЕДОВО ""ТЕПЛ";1;;1;;;;;;"site;phones;emails;люди из вашей живой базы"
7717709594;Государственное бюджетное учреждение города Москвы «Автомобильные доро;1;;1;;;;;;"site;phones;emails;люди из вашей живой базы"
5029144163;МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ДОШКОЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ДЕТСКИЙ ;1;;1;;;;;;"site;phones;emails;люди из вашей живой базы"
5011025493;"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ЕГОРЬЕВСКАЯ СЛУЖБА ЕДИНОГО ЗАКАЗЧИК";1;;1;;;;;;"site;phones;emails;люди из вашей живой базы"
5014007686;"МАДОУ ""ДЕТСКИЙ САД №6 ""ЯБЛОНЬКА""";1;;1;;;;;;"site;phones;emails;люди из вашей живой базы"
7808036089;федеральное государственное бюджетное учреждение «Российская националь;1;;1;;;;;;"site;phones;emails;люди из вашей живой базы"
5005021652;"МУНИЦИПАЛЬНОЕ УЧРЕЖДЕНИЕ ДОПОЛНИТЕЛЬНОГО ОБРАЗОВАНИЯ ""ДЕТСКАЯ ШКОЛА ИС";1;;1;;;;;;"site;phones;emails;люди из вашей живой базы"
7728252750;Государственное бюджетное учреждение города Москвы «Жилищник Обручевск;1;;1;;;;;;"site;phones;emails;люди из вашей живой базы"
7134003616;"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""ВОЛЧЬЕ-ДУБРАВСК";1;;1;;;;;;"site;phones;emails;люди из вашей живой базы"
7820020254;ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ДОШКОЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ДЕТСКИ;1;;1;;;;;;"site;phones;emails;люди из вашей живой базы"
7806040530;ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ДОПОЛНИТЕЛЬНОГО О;1;;1;;;;;;"site;phones;emails;люди из вашей живой базы"
7720291042;Государственное бюджетное общеобразовательное учреждение города Москвы;1;;1;;;;;;"site;phones;emails;люди из вашей живой базы"
5902047292;"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ПЕРМСКОГО КРАЯ ""АГЕНТСТВО ИНВЕСТИ";1;;1;;;;;;"site;phones;emails;люди из вашей живой базы"
5022033538;"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""ДЕТСКИЙ ОЗДОРОВИТЕЛЬНЫЙ ЛАГЕРЬ ""СО";1;;1;;;;;;"site;phones;emails;люди из вашей живой базы"
3234047345;"ГОСУДАРСТВЕННОЕ КАЗЁННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ КАПИТАЛЬНОГО СТРОИТЕЛЬ";1;;1;;;;;;"site;phones;emails;люди из вашей живой базы"
7811588192;"САНКТ-ПЕТЕРБУРГСКОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""ЦЕНТР ФИЗИЧЕ";1;;1;;;;;;"site;phones;emails;люди из вашей живой базы"
7730699401;Общество с ограниченной ответственностью «ГЛАВМОНТАЖСТРОЙ»;1;;1;;;;;;"site;phones;emails;люди из вашей живой базы"
7212001496;ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ТЮМЕНСКОЙ ОБЛАСТИ;1;;1;;;;;;"site;phones;emails;люди из вашей живой базы"
5024200343;"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ МОСКОВСКОЙ ОБЛАСТИ ""ДИРЕКЦИЯ ЭКОЛ";1;;1;;;;;;"site;phones;emails;люди из вашей живой базы"
9729314266;Государственное автономное учреждение города Москвы «Спортивный компле;1;;1;;;;;;"site;phones;emails;люди из вашей живой базы"
5078016090;МБУ СК «АТЛАНТ» ТАЛДОМСКОГО ГОРОДСКОГО ОКРУГА МОСКОВСКОЙ ОБЛАСТИ;1;;1;;;;;;"site;phones;emails;люди из вашей живой базы"
7132500620;"Общество с ограниченной ответственностью ""Эталон""";1;;1;;;;;;"site;phones;emails;люди из вашей живой базы"
7820317921;ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ДОШКОЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ДЕТСКИ;1;;1;;;;;;"site;phones;emails;люди из вашей живой базы"
5014003427;ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ МОСКОВСКОЙ ОБЛАСТ;1;;1;;;;;;"site;phones;emails;люди из вашей живой базы"
5321037989;"ГОСУДАРСТВЕННОЕ ОБЛАСТНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ ЗАЩИТЫ НАСЕЛ";1;;1;;;;;;"site;phones;emails;люди из вашей живой базы"
5032036295;МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ЛЕСНОГОРОДСКАЯ ;1;;1;;;;;;"site;phones;emails;люди из вашей живой базы"
7725281915;Государственное бюджетное профессиональное образовательное учреждение ;1;;1;;;;;;"site;phones;emails;люди из вашей живой базы"
7801048494;САНКТ-ПЕТЕРБУРГСКОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕН;1;;1;;;;;;"site;phones;emails;люди из вашей живой базы"
7810214740;ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ДОШКОЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ДЕТСКИ;1;;1;;;;;;"site;phones;emails;люди из вашей живой базы"
7722315281;Государственное бюджетное учреждение города Москвы «Жилищник Нижегород;1;;1;;;;;;"site;phones;emails;люди из вашей живой базы"
7814046913;ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ДОШКОЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ДЕТСКИ;1;;1;;;;;;"site;phones;emails;люди из вашей живой базы"
7820020494;ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ДОШКОЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ДЕТСКИ;1;;1;;;;;;"site;phones;emails;люди из вашей живой базы"
5044109050;Муниципальное бюджетное дошкольное образовательное учреждение «Детский;1;;1;;;;;;"site;phones;emails;люди из вашей живой базы"
7703649183;"ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""МОСКОВСКАЯ ГАЗЕТНАЯ ТИПОГРАФИЯ""";1;;1;;;;;;"site;phones;emails;люди из вашей живой базы"
8903015595;ДЕПАРТАМЕНТ ФИНАНСОВ АДМИНИСТРАЦИИ НАДЫМСКОГО РАЙОНА;1;;1;;;;;;"site;phones;emails;люди из вашей живой базы"
7803007447;"САНКТ-ПЕТЕРБУРГСКОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ КУЛЬТУРЫ ""САН";1;;1;;;;;;"site;phones;emails;люди из вашей живой базы"
7810748407;ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ДОШКОЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ДЕТСКИ;1;;1;;;;;;"site;phones;emails;люди из вашей живой базы"
2309070455;МУНИЦИПАЛЬНОЕ КАЗЁННОЕ УЧРЕЖДЕНИЕ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ ГОРОД КРА;1;;1;;;;;;"site;phones;emails;люди из вашей живой базы"
7728898752;Государственное бюджетное учреждение города Москвы «Жилищник района Ко;1;;1;;;;;;"site;phones;emails;люди из вашей живой базы"
7814512307;ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ДОШКОЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ДЕТСКИ;1;;1;;;;;;"site;phones;emails;люди из вашей живой базы"
7743894047;Государственное бюджетное учреждение города Москвы «Жилищник района Хо;1;;1;;;;;;"site;phones;emails;люди из вашей живой базы"
3214005594;"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""БРЯНСКАЯ ОБЛАСТН";1;;1;;;;;;"site;phones;emails;люди из вашей живой базы"
5049024442;МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ГОРОДСКОГО ОКРУГА РОШАЛЬ МОСКОВСКОЙ;1;;1;;;;;;"site;phones;emails;люди из вашей живой базы"
7810214980;ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ДОШКОЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ДЕТСКИ;1;;1;;;;;;"site;phones;emails;люди из вашей живой базы"
5044000825;ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ПРОФЕССИОНАЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ;1;;1;;;;;;"site;phones;emails;люди из вашей живой базы"
7807024860;ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ СРЕДНЯЯ ОБЩЕО;1;;1;;;;;;"site;phones;emails;люди из вашей живой базы"
7731136698;Государственное бюджетное профессиональное образовательное учреждение ;1;;1;;;;;;"site;phones;emails;люди из вашей живой базы"
7807012938;ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ГИМНАЗИЯ № 50;1;;1;;;;;;"site;phones;emails;люди из вашей живой базы"
7810277740;ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ДОШКОЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ДЕТСКИ;1;;1;;;;;;"site;phones;emails;люди из вашей живой базы"
7810214490;ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ДОШКОЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ДЕТСКИ;1;;1;;;;;;"site;phones;emails;люди из вашей живой базы"
7202201665;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ДОКТОР АРБИТАЙЛО""";1;;1;;;;;;"site;phones;emails;люди из вашей живой базы"
7735557792;Государственное бюджетное учреждение города Москвы «Объединение культу;1;;1;;;;;;"site;phones;emails;люди из вашей живой базы"
7802141070;ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ГИМНАЗИЯ № 62;1;;1;;;;;;"site;phones;emails;люди из вашей живой базы"
7810825309;ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ДОШКОЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ДЕТСКИ;1;;1;;;;;;"site;phones;emails;люди из вашей живой базы"
7719896484;Государственное бюджетное учреждение города Москвы «Жилищник района Се;1;;1;;;;;;"site;phones;emails;люди из вашей живой базы"
5024209089;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""НАЦИОНАЛЬНАЯ ТРАНСПОРТНАЯ КОМПАНИЯ""";1;;1;;;;;;"site;phones;emails;люди из вашей живой базы"
7708006274;Государственное бюджетное учреждение города Москвы «Московское объедин;1;;1;;;;;;"site;phones;emails;люди из вашей живой базы"
5904100992;Государственное краевое бюджетное учреждение культуры «Пермский госуда;1;;1;;;;;;"site;phones;emails;люди из вашей живой базы"
7708606377;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПРОФКОНСАЛТИНВЕСТ""";1;;1;;;;;;"site;phones;emails;люди из вашей живой базы"
5956003622;"ГОСУДАРСТВЕННОЕ КРАЕВОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ КУЛЬТУРЫ ""ЧЕРДЫНСКИЙ КРАЕ";1;;1;;;;;;"site;phones;emails;люди из вашей живой базы"
5904002096;АКЦИОНЕРНОЕ ОБЩЕСТВО НОВОМЕТ-ПЕРМЬ;1;;1;;;;;;"site;phones;emails;люди из вашей живой базы"
7813341546;"АКЦИОНЕРНОЕ ОБЩЕСТВО КОНЦЕРН ""ОКЕАНПРИБОР""";1;;1;;;;;;"site;phones;emails;люди из вашей живой базы"
7720080355;Государственное бюджетное учреждение здравоохранения города Москвы «Го;1;;1;;;;;;"site;phones;emails;люди из вашей живой базы"
7724857843;Государственное бюджетное общеобразовательное учреждение города Москвы;1;;1;;;;;;"site;phones;emails;люди из вашей живой базы"
7737119096;Государственное бюджетное общеобразовательное учреждение города Москвы;1;;1;;;;;;"site;phones;emails;люди из вашей живой базы"
8602015087;"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ КУЛЬТУРЫ ""СУРГУТСКИЙ ХУДОЖЕСТВЕННЫЙ";1;;1;;;;;;"site;phones;emails;люди из вашей живой базы"
7716035705;Государственное бюджетное учреждение здравоохранения города Москвы «Го;1;;1;;;;;;"site;phones;emails;люди из вашей живой базы"
7733161202;Государственное бюджетное профессиональное образовательное учреждение ;1;;1;;;;;;"site;phones;emails;люди из вашей живой базы"
7703111067;ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ «ДЕ;1;;1;;;;;;"site;phones;emails;люди из вашей живой базы"
7703742961;Департамент градостроительной политики города Москвы;1;;1;;;;;;"site;phones;emails;люди из вашей живой базы"
5048053923;ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ПРОФЕССИОНАЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ;1;;1;;;;;;"site;phones;emails;люди из вашей живой базы"
7808010330;"САНКТ-ПЕТЕРБУРГСКОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ КУЛЬТУРЫ ""САН";1;;1;;;;;;"site;phones;emails;люди из вашей живой базы"
5047010074;ГОСУДАРСТВЕННОЕ АВТОНОМНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ МОСКОВСКОЙ ОБЛАС;1;;1;;;;;;"site;phones;emails;люди из вашей живой базы"
5321046655;ГОСУДАРСТВЕННОЕ ОБЛАСТНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ «НОВГОР;1;;1;;;;;;"site;phones;emails;люди из вашей живой базы"
7710707911;Государственное казенное учреждение города Москвы «Управление капиталь;1;;1;;;;;;"site;phones;emails;люди из вашей живой базы"
5911028426;"Муниципальное автономное учреждение культуры ""Березниковский драматиче";1;;1;;;;;;"site;phones;emails;люди из вашей живой базы"
7813498113;САНКТ-ПЕТЕРБУРГСКОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ПРОФЕССИОНАЛЬНОЕ ОБРАЗОВ;1;;1;;;;;;"site;phones;emails;люди из вашей живой базы"
2334019766;МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ КАНЕВСКОЙ;1;;1;;;;;;"site;phones;emails;люди из вашей живой базы"
7824030180;"САНКТ-ПЕТЕРБУРГСКОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ КУЛЬТУРЫ ""ЗЕЛ";1;;1;;;;;;"site;phones;emails;люди из вашей живой базы"
8910002195;МУНИЦИПАЛЬНОЕ КАЗЕННОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ГЫДАНСКАЯ ШКОЛА-;1;;1;;;;;;"site;phones;emails;люди из вашей живой базы"
7804134960;ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ДОШКОЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ДЕТСКИ;1;;1;;;;;;"site;phones;emails;люди из вашей живой базы"
5319003823;"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ КУЛЬТУРЫ ""ШИМСКАЯ ЦЕНТРАЛИЗОВАННАЯ ";1;;1;;;;;;"site;phones;emails;люди из вашей живой базы"
5074035310;"ГБУСО МО ""Центр Социально-Медицинской Реабилитации Инвалидов и Ветеран";1;;1;;;;;;"site;phones;emails;люди из вашей живой базы"
7804139140;ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ЛИЦЕЙ № 95 КА;1;;1;;;;;;"site;phones;emails;люди из вашей живой базы"
4719007891;САНКТ-ПЕТЕРБУРГСКОЕ ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИ;1;;1;;;;;;"site;phones;emails;люди из вашей живой базы"
7751201673;Государственное бюджетное учреждение города Москвы «Жилищник Московски;1;;1;;;;;;"site;phones;emails;люди из вашей живой базы"
7807015216;САНКТ-ПЕТЕРБУРГСКОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕН;1;;1;;;;;;"site;phones;emails;люди из вашей живой базы"
7820020720;ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ОСНОВНАЯ ОБЩЕ;1;;1;;;;;;"site;phones;emails;люди из вашей живой базы"
7728848617;Государственное бюджетное учреждение города Москвы «Жилищник района Ак;1;;1;;;;;;"site;phones;emails;люди из вашей живой базы"
7719865334;Государственное бюджетное учреждение города Москвы «Жилищник района Во;1;;1;;;;;;"site;phones;emails;люди из вашей живой базы"
5017091830;Государственное автономное учреждение социального обслуживания Московс;1;;1;;;;;;"site;phones;emails;люди из вашей живой базы"
1660000129;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""СОЮЗ НАУЧНО - ПРОМЫШЛЕННОЙ ХИМИИ""";1;;1;;;;;;"site;phones;emails;люди из вашей живой базы"
5003151790;"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""БЛАГОУСТРОЙСТВО"" ЛЕНИНСКОГО ГОРОДС";1;;1;;;;;;"site;phones;emails;люди из вашей живой базы"
2334019660;АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ СТАРОДЕРЕВЯНКОВСКОЕ СЕЛЬСКОЕ ;1;;1;;;;;;"site;phones;emails;люди из вашей живой базы"
7820020543;ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ШКОЛА № 449 П;1;;1;;;;;;"site;phones;emails;люди из вашей живой базы"
5076007076;МФОСУ ФОК ИМЕНИ ГЕРОЯ РОССИИ С.А. ФИРСОВА;1;;1;;;;;;"site;phones;emails;люди из вашей живой базы"
9103094582;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ПРОИЗВОДСТВЕННО-АГРАРНОЕ ОБЪЕДИНЕНИЕ ""МАССАНДРА""";1;;1;;Массандра;1;1;;"site;phones;emails;люди из вашей живой базы"
7814485741;ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ДОШКОЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ДЕТСКИ;1;;1;;;;;;"site;phones;emails;люди из вашей живой базы"
4707019370;"Общество с ограниченной ответственностью ""Полипласт Северо-запад""";1;;1;;;;;;"site;phones;emails;люди из вашей живой базы"
5005073957;"МУНИЦИПАЛЬНОЕ УЧРЕЖДЕНИЕ ""ЦЕНТР РАЗВИТИЯ КУЛЬТУРЫ""";1;;1;;;;;;"site;phones;emails;люди из вашей живой базы"
