inn;predpriyatie;sreda;tip_mashiny;marki;tekst;chem_dokazano;ssylka;istochnik;pochemu
5103070023;"АО ""АПАТИТ""";газ или иная среда;тип не установлен;;Заключение экспертизы промышленной безопасности № 523/24 на документацию на техническое перевооружение опасного производственного объекта: «Утилизация утечки аммиака от узлов сухих газовых уплотнений ;заключение ЭПБ № 35-ТП-34997-2025;https://monitor-pb.ru/conclusion/35-%D0%A2%D0%9F-34997-2025;реестр заключений ЭПБ, monitor-pb.ru;наш же разбор пометил среду «газ или иная», а блок называется «Воздушные и неопределённые»
5103070023;"АО ""АПАТИТ""";газ или иная среда;тип не установлен;PSW-8100;"документация на техническое перевооружение «05805033-0119-301-АТХ.1. АО ""Апатит"". Производство аммиака №1. Замена датчиков-реле давления модели PSW-8100, установленных на маслосистеме компрессора синт";заключение ЭПБ № 28-ТП-08918-2019;https://monitor-pb.ru/conclusion/28-%D0%A2%D0%9F-08918-2019;реестр заключений ЭПБ, monitor-pb.ru;наш же разбор пометил среду «газ или иная», а блок называется «Воздушные и неопределённые»
5191431170;"АО ""КОЛЬСКАЯ ГМК""";газ или иная среда;центробежная по серии;К-250-61-2,;компрессор К-250-61-2, зав.№ 295, ст.№ 1, инв.№ 170342, Кислородно-воздушное отделение, цеха энергообеспечения, АО «Кольская ГМК» (г. Мончегорск, Мурманской обл.);заключение ЭПБ № 26-ТУ-04014-2017;https://monitor-pb.ru/conclusion/26-%D0%A2%D0%A3-04014-2017;реестр заключений ЭПБ, monitor-pb.ru;наш же разбор пометил среду «газ или иная», а блок называется «Воздушные и неопределённые»
5191431170;"АО ""КОЛЬСКАЯ ГМК""";газ или иная среда;тип не установлен;2А-110-1-3,;Агрегат компрессорный 2А-110-1-3, № 2, зав. № 5797, инв. № 704285, база хранения (кустовая) пропана участка (отделения) карбонильного никеля цеха электролиза никеля, АО «Кольская ГМК» (г. Мончегорск, ;заключение ЭПБ № 26-ТУ-23190-2021;https://monitor-pb.ru/conclusion/26-%D0%A2%D0%A3-23190-2021;реестр заключений ЭПБ, monitor-pb.ru;наш же разбор пометил среду «газ или иная», а блок называется «Воздушные и неопределённые»
5191431170;"АО ""КОЛЬСКАЯ ГМК""";газ или иная среда;тип не установлен;2А-110-7-3,;Заключение экспертизы промышленной безопасности № КГМК/62-2026-001-366 Объект экспертизы: Компрессорный агрегат № 1 2А-110-7-3, зав. № 5799, инв. № 82426, эксплуатируемый АО «Кольская Горно-Металлурги;заключение ЭПБ № 51-ТУ-919062-2026;https://monitor-pb.ru/conclusion/51-%D0%A2%D0%A3-919062-2026;реестр заключений ЭПБ, monitor-pb.ru;наш же разбор пометил среду «газ или иная», а блок называется «Воздушные и неопределённые»
5191431170;"АО ""КОЛЬСКАЯ ГМК""";газ или иная среда;центробежная;КТК-12,5/35;Заключение экспертизы промышленной безопасности № КГМК/304-2024-067-246 Объект экспертизы: Компрессор центробежный кислородный КТК-12,5/35 № 4, зав. № 88001, инв. № 171151 эксплуатируемый АО «Кольская;заключение ЭПБ № 26-ТУ-24823-2024;https://monitor-pb.ru/conclusion/26-%D0%A2%D0%A3-24823-2024;реестр заключений ЭПБ, monitor-pb.ru;наш же разбор пометил среду «газ или иная», а блок называется «Воздушные и неопределённые»
5191431170;"АО ""КОЛЬСКАЯ ГМК""";газ или иная среда;центробежная;КТК-12,5/35;Заключение экспертизы промышленной безопасности № КГМК/304-2024-067-242 Объект экспертизы: Компрессор центробежный кислородный КТК-12,5/35 № 3, зав. № 88003, инв. 171150, эксплуатируемый АО «Кольская ;заключение ЭПБ № 26-ТУ-26707-2024;https://monitor-pb.ru/conclusion/26-%D0%A2%D0%A3-26707-2024;реестр заключений ЭПБ, monitor-pb.ru;наш же разбор пометил среду «газ или иная», а блок называется «Воздушные и неопределённые»
5191431170;"АО ""КОЛЬСКАЯ ГМК""";газ или иная среда;центробежная;КТК-12,5/35,;Компрессор центробежный кислородный КТК-12,5/35, ст.№3, зав.№ 88003, инв.№ 171101, КВО цеха энергообеспечения;заключение ЭПБ № 26-ТУ-29418-2015;https://monitor-pb.ru/conclusion/26-%D0%A2%D0%A3-29418-2015;реестр заключений ЭПБ, monitor-pb.ru;наш же разбор пометил среду «газ или иная», а блок называется «Воздушные и неопределённые»
5191431170;"АО ""КОЛЬСКАЯ ГМК""";газ или иная среда;центробежная;КТК-12,5/35,;компрессор центробежный кислородный КТК-12,5/35, ст.№ 3, инв.№ 171151, КВО цеха энергообеспечения АО «Кольская ГМК» (пл. Мончегорск, Мурманской обл.);заключение ЭПБ № 26-ТУ-00965-2018;https://monitor-pb.ru/conclusion/26-%D0%A2%D0%A3-00965-2018;реестр заключений ЭПБ, monitor-pb.ru;наш же разбор пометил среду «газ или иная», а блок называется «Воздушные и неопределённые»
5191431170;"АО ""КОЛЬСКАЯ ГМК""";газ или иная среда;центробежная;КТК-12,5/35;Компрессор центробежный, кислородный КТК-12,5/35 №4, инв.№ 171151, эксплуатируемый в КВО цеха энергообеспечения, АО «Кольская ГМК» (г. Мончегорск, Мурманской обл.).;заключение ЭПБ № 26-ТУ-01110-2019;https://monitor-pb.ru/conclusion/26-%D0%A2%D0%A3-01110-2019;реестр заключений ЭПБ, monitor-pb.ru;наш же разбор пометил среду «газ или иная», а блок называется «Воздушные и неопределённые»
5191431170;"АО ""КОЛЬСКАЯ ГМК""";газ или иная среда;центробежная;КТК-12,5/35,;Компрессор центробежный кислородный КТК-12,5/35, № 3, зав. № 88003, инв. № 171150, центр энергообеспечения (ЦЭО), АО «Кольская ГМК» (г. Мончегорск, Мурманской обл.);заключение ЭПБ № 26-ТУ-20846-2021;https://monitor-pb.ru/conclusion/26-%D0%A2%D0%A3-20846-2021;реестр заключений ЭПБ, monitor-pb.ru;наш же разбор пометил среду «газ или иная», а блок называется «Воздушные и неопределённые»
5191431170;"АО ""КОЛЬСКАЯ ГМК""";газ или иная среда;не применимо;;Рампа кислородная № 2, инв. № 170339, площадка цеха энергообеспечения, баллононаполнительная станция, АО «Кольская ГМК» (г. Мончегорск, Мурманской обл.).;заключение ЭПБ № 19-ТУ-11450-2022;https://monitor-pb.ru/conclusion/19-%D0%A2%D0%A3-11450-2022;реестр заключений ЭПБ, monitor-pb.ru;наш же разбор пометил среду «газ или иная», а блок называется «Воздушные и неопределённые»
5191431170;"АО ""КОЛЬСКАЯ ГМК""";газ или иная среда;не применимо;;Газопровод (линия №15) О2 из кислородно-азотной станции в отд. №4, рег №15, инв. 80039 ОКН цеха электролиза никеля;заключение ЭПБ № 26-ТУ-12261-2014;https://monitor-pb.ru/conclusion/26-%D0%A2%D0%A3-12261-2014;реестр заключений ЭПБ, monitor-pb.ru;наш же разбор пометил среду «газ или иная», а блок называется «Воздушные и неопределённые»
5191431170;"АО ""КОЛЬСКАЯ ГМК""";газ или иная среда;не применимо;;Рампа кислородная № 2, инв. № 170339, площадка цеха энергообеспечения, баллононаполнительная станция, АО «Кольская ГМК» (г. Мончегорск, Мурманской обл.);заключение ЭПБ № 26-ТУ-13213-2024;https://monitor-pb.ru/conclusion/26-%D0%A2%D0%A3-13213-2024;реестр заключений ЭПБ, monitor-pb.ru;наш же разбор пометил среду «газ или иная», а блок называется «Воздушные и неопределённые»
5191431170;"АО ""КОЛЬСКАЯ ГМК""";газ или иная среда;не применимо;;рампу кислородную ветка 2, инв. № 170339, площадка цеха энергообеспечения, баллононаполнительная станция, АО «Кольская ГМК» (пл. Мончегорск, Мурманской обл.).;заключение ЭПБ № 26-ТУ-11602-2020;https://monitor-pb.ru/conclusion/26-%D0%A2%D0%A3-11602-2020;реестр заключений ЭПБ, monitor-pb.ru;наш же разбор пометил среду «газ или иная», а блок называется «Воздушные и неопределённые»
5191431170;"АО ""КОЛЬСКАЯ ГМК""";газ или иная среда;не применимо;;Рампу кислородную ветка 1, инв. № 170339, площадка цеха энергообеспечения, баллононаполнительная станция, АО «Кольская ГМК» (пл. Мончегорск, Мурманской обл.).;заключение ЭПБ № 26-ТУ-11603-2020;https://monitor-pb.ru/conclusion/26-%D0%A2%D0%A3-11603-2020;реестр заключений ЭПБ, monitor-pb.ru;наш же разбор пометил среду «газ или иная», а блок называется «Воздушные и неопределённые»
5191431170;"АО ""КОЛЬСКАЯ ГМК""";газ или иная среда;не установлен;;Документация «ОАО «Кольская ГМК». Цех энергообеспечения. Азотно-кислородная станция. Воздухоразделительная установка»;заключение ЭПБ № 26-ТП-09137-2014;https://monitor-pb.ru/conclusion/26-%D0%A2%D0%9F-09137-2014;реестр заключений ЭПБ, monitor-pb.ru;наш же разбор пометил среду «газ или иная», а блок называется «Воздушные и неопределённые»
5191431170;"АО ""КОЛЬСКАЯ ГМК""";газ или иная среда;не применимо;;здание кислородной станции, ЦЭ и ЭС, АО «Кольская ГМК» (п. Никель, Мурманской обл.), инв.№ 00457;заключение ЭПБ № 26-ЗС-04651-2017;https://monitor-pb.ru/conclusion/26-%D0%97%D0%A1-04651-2017;реестр заключений ЭПБ, monitor-pb.ru;наш же разбор пометил среду «газ или иная», а блок называется «Воздушные и неопределённые»
5249002485;"ФКП ""ЗАВОД ИМЕНИ Я.М.СВЕРДЛОВА""";газ или иная среда;центробежная;ОП 1896-25;ЗАКЛЮЧЕНИЕ №ОП 1896-25 от 16 января 2026 г. экспертизы промышленной безопасности на техническое устройство, применяемое на опасном производственном объекте № А40-00206-0080 «Складское хозяйство. Произ;заключение ЭПБ № 52-ТУ-700973-2026;https://monitor-pb.ru/conclusion/52-%D0%A2%D0%A3-700973-2026;реестр заключений ЭПБ, monitor-pb.ru;наш же разбор пометил среду «газ или иная», а блок называется «Воздушные и неопределённые»
5249002485;"ФКП ""ЗАВОД ИМЕНИ Я.М.СВЕРДЛОВА""";газ или иная среда;центробежная;ОП 1901-25;ЗАКЛЮЧЕНИЕ №ОП 1901-25 от 16 января 2026 г. экспертизы промышленной безопасности на техническое устройство, применяемое на опасном производственном объекте № А40-00206-0080 «Складское хозяйство. Произ;заключение ЭПБ № 52-ТУ-701265-2026;https://monitor-pb.ru/conclusion/52-%D0%A2%D0%A3-701265-2026;реестр заключений ЭПБ, monitor-pb.ru;наш же разбор пометил среду «газ или иная», а блок называется «Воздушные и неопределённые»
5249002485;"ФКП ""ЗАВОД ИМЕНИ Я.М.СВЕРДЛОВА""";газ или иная среда;центробежная;ОП 1763-25 | ТВ 200-1.12;ЗАКЛЮЧЕНИЕ №ОП 1763-25 от 19 декабря 2025 г. экспертизы промышленной безопасности на техническое устройство, применяемое на опасном производственном объекте № А40-00206-0071 «Площадка производства ВМ ;заключение ЭПБ № 52-ТУ-675911-2026;https://monitor-pb.ru/conclusion/52-%D0%A2%D0%A3-675911-2026;реестр заключений ЭПБ, monitor-pb.ru;наш же разбор пометил среду «газ или иная», а блок называется «Воздушные и неопределённые»
5249002485;"ФКП ""ЗАВОД ИМЕНИ Я.М.СВЕРДЛОВА""";газ или иная среда;центробежная;ОП 1764-25 | ТВ 200-1.12;ЗАКЛЮЧЕНИЕ №ОП 1764-25 от 19 декабря 2025 г. экспертизы промышленной безопасности на техническое устройство, применяемое на опасном производственном объекте № А40-00206-0071 «Площадка производства ВМ ;заключение ЭПБ № 52-ТУ-675945-2026;https://monitor-pb.ru/conclusion/52-%D0%A2%D0%A3-675945-2026;реестр заключений ЭПБ, monitor-pb.ru;наш же разбор пометил среду «газ или иная», а блок называется «Воздушные и неопределённые»
5249002485;"ФКП ""ЗАВОД ИМЕНИ Я.М.СВЕРДЛОВА""";газ или иная среда;центробежная;ОП 1897-25 | ТВ 100-1.12;ЗАКЛЮЧЕНИЕ №ОП 1897-25 от 16 января 2026 г. экспертизы промышленной безопасности на техническое устройство, применяемое на опасном производственном объекте № А40-00206-0080 «Складское хозяйство. Произ;заключение ЭПБ № 52-ТУ-701227-2026;https://monitor-pb.ru/conclusion/52-%D0%A2%D0%A3-701227-2026;реестр заключений ЭПБ, monitor-pb.ru;наш же разбор пометил среду «газ или иная», а блок называется «Воздушные и неопределённые»
5249002485;"ФКП ""ЗАВОД ИМЕНИ Я.М.СВЕРДЛОВА""";газ или иная среда;центробежная;ОП 1902-25 | ТВ 100-1.12;ЗАКЛЮЧЕНИЕ №ОП 1902-25 от 16 января 2026 г. экспертизы промышленной безопасности на техническое устройство, применяемое на опасном производственном объекте № А40-00206-0080 «Складское хозяйство. Произ;заключение ЭПБ № 52-ТУ-701380-2026;https://monitor-pb.ru/conclusion/52-%D0%A2%D0%A3-701380-2026;реестр заключений ЭПБ, monitor-pb.ru;наш же разбор пометил среду «газ или иная», а блок называется «Воздушные и неопределённые»
5249002485;"ФКП ""ЗАВОД ИМЕНИ Я.М.СВЕРДЛОВА""";газ или иная среда;центробежная;ОП 1762-25 | ТВ 200-1.12;3 А К Л Ю Ч Е Н И Е № ОП 1762-25 от 19 декабря 2025 г. экспертизы промышленной безопасности на техническое устройство, применяемое на опасном производственном объекте № А40-00206-0071 «Площадка произв;заключение ЭПБ № 52-ТУ-675860-2026;https://monitor-pb.ru/conclusion/52-%D0%A2%D0%A3-675860-2026;реестр заключений ЭПБ, monitor-pb.ru;наш же разбор пометил среду «газ или иная», а блок называется «Воздушные и неопределённые»
5249002485;"ФКП ""ЗАВОД ИМЕНИ Я.М.СВЕРДЛОВА""";газ или иная среда;центробежная;В1-У2-Н,;техническое устройство «Турбокомпрессор газовый ТГ-150-1,12М1.В1-У2-Н, поз. 28/2», применяемое на опасном производственном объекте «Площадка производства ВМ», рег. № А40-00206-0049, I класс опасности ;заключение ЭПБ № 40-ТУ-01852-2022;https://monitor-pb.ru/conclusion/40-%D0%A2%D0%A3-01852-2022;реестр заключений ЭПБ, monitor-pb.ru;наш же разбор пометил среду «газ или иная», а блок называется «Воздушные и неопределённые»
5249002485;"ФКП ""ЗАВОД ИМЕНИ Я.М.СВЕРДЛОВА""";газ или иная среда;центробежная;В1-У2-Н,;техническое устройство «Турбокомпрессор газовый ТГ-150-1,12М1.В1-У2-Н, поз. 28/1», применяемое на опасном производственном объекте «Площадка производства ВМ», рег. № А40-00206-0049, I класс опасности ;заключение ЭПБ № 40-ТУ-01853-2022;https://monitor-pb.ru/conclusion/40-%D0%A2%D0%A3-01853-2022;реестр заключений ЭПБ, monitor-pb.ru;наш же разбор пометил среду «газ или иная», а блок называется «Воздушные и неопределённые»
5249002485;"ФКП ""ЗАВОД ИМЕНИ Я.М.СВЕРДЛОВА""";газ или иная среда;центробежная;ЭПБ-0877/ТУ-2023;ЗАКЛЮЧЕНИЕ № ЭПБ-0877/ТУ-2023 ЭКСПЕРТИЗЫ ПРОМЫШЛЕННОЙ БЕЗОПАСНОСТИ на техническое устройство, применяемое на опасном производственном объекте Объект экспертизы: Турбокомпрессор одноступенчатый газовый;заключение ЭПБ № 40-ТУ-04805-2023;https://monitor-pb.ru/conclusion/40-%D0%A2%D0%A3-04805-2023;реестр заключений ЭПБ, monitor-pb.ru;наш же разбор пометил среду «газ или иная», а блок называется «Воздушные и неопределённые»
5249002485;"ФКП ""ЗАВОД ИМЕНИ Я.М.СВЕРДЛОВА""";газ или иная среда;центробежная;ЭПБ-0878/ТУ-2023;ЗАКЛЮЧЕНИЕ № ЭПБ-0878/ТУ-2023 ЭКСПЕРТИЗЫ ПРОМЫШЛЕННОЙ БЕЗОПАСНОСТИ на техническое устройство, применяемое на опасном производственном объекте Объект экспертизы: Турбокомпрессор одноступенчатый газовый;заключение ЭПБ № 40-ТУ-04810-2023;https://monitor-pb.ru/conclusion/40-%D0%A2%D0%A3-04810-2023;реестр заключений ЭПБ, monitor-pb.ru;наш же разбор пометил среду «газ или иная», а блок называется «Воздушные и неопределённые»
5249002485;"ФКП ""ЗАВОД ИМЕНИ Я.М.СВЕРДЛОВА""";газ или иная среда;центробежная;ЭПБ-6011/ТУ-2023;ЗАКЛЮЧЕНИЕ № ЭПБ-6011/ТУ-2023 ЭКСПЕРТИЗЫ ПРОМЫШЛЕННОЙ БЕЗОПАСНОСТИ на техническое устройство, применяемое на опасном производственном объекте Объект экспертизы: Турбокомпрессор одноступенчатый газовый;заключение ЭПБ № 40-ТУ-10096-2023;https://monitor-pb.ru/conclusion/40-%D0%A2%D0%A3-10096-2023;реестр заключений ЭПБ, monitor-pb.ru;наш же разбор пометил среду «газ или иная», а блок называется «Воздушные и неопределённые»
5249002485;"ФКП ""ЗАВОД ИМЕНИ Я.М.СВЕРДЛОВА""";газ или иная среда;центробежная;ЭПБ-6010/ТУ-2023;ЗАКЛЮЧЕНИЕ № ЭПБ-6010/ТУ-2023 ЭКСПЕРТИЗЫ ПРОМЫШЛЕННОЙ БЕЗОПАСНОСТИ на техническое устройство, применяемое на опасном производственном объекте Объект экспертизы: Турбокомпрессор одноступенчатый газовый;заключение ЭПБ № 40-ТУ-10097-2023;https://monitor-pb.ru/conclusion/40-%D0%A2%D0%A3-10097-2023;реестр заключений ЭПБ, monitor-pb.ru;наш же разбор пометил среду «газ или иная», а блок называется «Воздушные и неопределённые»
5249002485;"ФКП ""ЗАВОД ИМЕНИ Я.М.СВЕРДЛОВА""";газ или иная среда;центробежная;ЭПБ-0879/ТУ-2023 | ТВ 150-1.1;ЗАКЛЮЧЕНИЕ № ЭПБ-0879/ТУ-2023 ЭКСПЕРТИЗЫ ПРОМЫШЛЕННОЙ БЕЗОПАСНОСТИ на техническое устройство, применяемое на опасном производственном объекте Объект экспертизы: Турбокомпрессор одноступенчатый газовый;заключение ЭПБ № 40-ТУ-04812-2023;https://monitor-pb.ru/conclusion/40-%D0%A2%D0%A3-04812-2023;реестр заключений ЭПБ, monitor-pb.ru;наш же разбор пометил среду «газ или иная», а блок называется «Воздушные и неопределённые»
5249002485;"ФКП ""ЗАВОД ИМЕНИ Я.М.СВЕРДЛОВА""";газ или иная среда;центробежная;ЭПБ-5144/ТУ-2023 | ТВ 200-1.12;ЗАКЛЮЧЕНИЕ № ЭПБ-5144/ТУ-2023 ЭКСПЕРТИЗЫ ПРОМЫШЛЕННОЙ БЕЗОПАСНОСТИ на техническое устройство, применяемое на опасном производственном объекте Объект экспертизы: Турбокомпрессор одноступенчатый газовый;заключение ЭПБ № 40-ТУ-09936-2023;https://monitor-pb.ru/conclusion/40-%D0%A2%D0%A3-09936-2023;реестр заключений ЭПБ, monitor-pb.ru;наш же разбор пометил среду «газ или иная», а блок называется «Воздушные и неопределённые»
5249002485;"ФКП ""ЗАВОД ИМЕНИ Я.М.СВЕРДЛОВА""";газ или иная среда;центробежная;ЭПБ-6009/ТУ-2023 | ТВ 200-1.12;ЗАКЛЮЧЕНИЕ № ЭПБ-6009/ТУ-2023 ЭКСПЕРТИЗЫ ПРОМЫШЛЕННОЙ БЕЗОПАСНОСТИ на техническое устройство, применяемое на опасном производственном объекте Объект экспертизы: Турбокомпрессор одноступенчатый газовый;заключение ЭПБ № 40-ТУ-10098-2023;https://monitor-pb.ru/conclusion/40-%D0%A2%D0%A3-10098-2023;реестр заключений ЭПБ, monitor-pb.ru;наш же разбор пометил среду «газ или иная», а блок называется «Воздушные и неопределённые»
5249002485;"ФКП ""ЗАВОД ИМЕНИ Я.М.СВЕРДЛОВА""";газ или иная среда;центробежная;ЭПБ-6008/ТУ-2023 | ТВ 100-1.12;ЗАКЛЮЧЕНИЕ № ЭПБ-6008/ТУ-2023 ЭКСПЕРТИЗЫ ПРОМЫШЛЕННОЙ БЕЗОПАСНОСТИ на техническое устройство, применяемое на опасном производственном объекте Объект экспертизы: Турбокомпрессор одноступенчатый газовый;заключение ЭПБ № 40-ТУ-10099-2023;https://monitor-pb.ru/conclusion/40-%D0%A2%D0%A3-10099-2023;реестр заключений ЭПБ, monitor-pb.ru;наш же разбор пометил среду «газ или иная», а блок называется «Воздушные и неопределённые»
5249002485;"ФКП ""ЗАВОД ИМЕНИ Я.М.СВЕРДЛОВА""";газ или иная среда;центробежная;ЭПБ-6007/ТУ-2023 | ТВ 100-1.12;ЗАКЛЮЧЕНИЕ № ЭПБ-6007/ТУ-2023 ЭКСПЕРТИЗЫ ПРОМЫШЛЕННОЙ БЕЗОПАСНОСТИ на техническое устройство, применяемое на опасном производственном объекте Объект экспертизы: Турбокомпрессор одноступенчатый газовый;заключение ЭПБ № 40-ТУ-10101-2023;https://monitor-pb.ru/conclusion/40-%D0%A2%D0%A3-10101-2023;реестр заключений ЭПБ, monitor-pb.ru;наш же разбор пометил среду «газ или иная», а блок называется «Воздушные и неопределённые»
5249002485;"ФКП ""ЗАВОД ИМЕНИ Я.М.СВЕРДЛОВА""";газ или иная среда;центробежная;ЭПБ-0880/ТУ-2023;ЗАКЛЮЧЕНИЕ № ЭПБ-0880/ТУ-2023 ЭКСПЕРТИЗЫ ПРОМЫШЛЕННОЙ БЕЗОПАСНОСТИ на техническое устройство, применяемое на опасном производственном объекте Объект экспертизы: Турбокомпрессор одноступенчатый газовый;заключение ЭПБ № 40-ТУ-04817-2023;https://monitor-pb.ru/conclusion/40-%D0%A2%D0%A3-04817-2023;реестр заключений ЭПБ, monitor-pb.ru;наш же разбор пометил среду «газ или иная», а блок называется «Воздушные и неопределённые»
5249002485;"ФКП ""ЗАВОД ИМЕНИ Я.М.СВЕРДЛОВА""";газ или иная среда;центробежная;ЭПБ-0881/ТУ-2023;ЗАКЛЮЧЕНИЕ № ЭПБ-0881/ТУ-2023 ЭКСПЕРТИЗЫ ПРОМЫШЛЕННОЙ БЕЗОПАСНОСТИ на техническое устройство, применяемое на опасном производственном объекте Объект экспертизы: Турбокомпрессор одноступенчатый газовый;заключение ЭПБ № 40-ТУ-04820-2023;https://monitor-pb.ru/conclusion/40-%D0%A2%D0%A3-04820-2023;реестр заключений ЭПБ, monitor-pb.ru;наш же разбор пометил среду «газ или иная», а блок называется «Воздушные и неопределённые»
5249002485;"ФКП ""ЗАВОД ИМЕНИ Я.М.СВЕРДЛОВА""";газ или иная среда;центробежная;ЭПБ-5146/ТУ-2023 | ТВ 200-1.12;ЗАКЛЮЧЕНИЕ № ЭПБ-5146/ТУ-2023 ЭКСПЕРТИЗЫ ПРОМЫШЛЕННОЙ БЕЗОПАСНОСТИ на техническое устройство, применяемое на опасном производственном объекте Объект экспертизы: Турбокомпрессор одноступенчатый газовый;заключение ЭПБ № 40-ТУ-09935-2023;https://monitor-pb.ru/conclusion/40-%D0%A2%D0%A3-09935-2023;реестр заключений ЭПБ, monitor-pb.ru;наш же разбор пометил среду «газ или иная», а блок называется «Воздушные и неопределённые»
5249002485;"ФКП ""ЗАВОД ИМЕНИ Я.М.СВЕРДЛОВА""";газ или иная среда;центробежная;ЭПБ-5137/ТУ-2023 | ТВ 100-1.12;ЗАКЛЮЧЕНИЕ № ЭПБ-5137/ТУ-2023 ЭКСПЕРТИЗЫ ПРОМЫШЛЕННОЙ БЕЗОПАСНОСТИ на техническое устройство, применяемое на опасном производственном объекте Объект экспертизы: Турбокомпрессор одноступенчатый газовый;заключение ЭПБ № 40-ТУ-09942-2023;https://monitor-pb.ru/conclusion/40-%D0%A2%D0%A3-09942-2023;реестр заключений ЭПБ, monitor-pb.ru;наш же разбор пометил среду «газ или иная», а блок называется «Воздушные и неопределённые»
5249002485;"ФКП ""ЗАВОД ИМЕНИ Я.М.СВЕРДЛОВА""";газ или иная среда;центробежная;ЭПБ-5136/ТУ-2023 | ТВ 100-1.12;ЗАКЛЮЧЕНИЕ № ЭПБ-5136/ТУ-2023 ЭКСПЕРТИЗЫ ПРОМЫШЛЕННОЙ БЕЗОПАСНОСТИ на техническое устройство, применяемое на опасном производственном объекте Объект экспертизы: Турбокомпрессор одноступенчатый газовый;заключение ЭПБ № 40-ТУ-09943-2023;https://monitor-pb.ru/conclusion/40-%D0%A2%D0%A3-09943-2023;реестр заключений ЭПБ, monitor-pb.ru;наш же разбор пометил среду «газ или иная», а блок называется «Воздушные и неопределённые»
5249002485;"ФКП ""ЗАВОД ИМЕНИ Я.М.СВЕРДЛОВА""";газ или иная среда;центробежная;ЭПБ-5138/ТУ-2023 | ТВ 100-1.12;ЗАКЛЮЧЕНИЕ № ЭПБ-5138/ТУ-2023 ЭКСПЕРТИЗЫ ПРОМЫШЛЕННОЙ БЕЗОПАСНОСТИ на техническое устройство, применяемое на опасном производственном объекте Объект экспертизы: Турбокомпрессор одноступенчатый газовый;заключение ЭПБ № 40-ТУ-09941-2023;https://monitor-pb.ru/conclusion/40-%D0%A2%D0%A3-09941-2023;реестр заключений ЭПБ, monitor-pb.ru;наш же разбор пометил среду «газ или иная», а блок называется «Воздушные и неопределённые»
5249002485;"ФКП ""ЗАВОД ИМЕНИ Я.М.СВЕРДЛОВА""";газ или иная среда;центробежная;ЭПБ-5135/ТУ-2023 | ТВ 100-1.12;ЗАКЛЮЧЕНИЕ № ЭПБ-5135/ТУ-2023 ЭКСПЕРТИЗЫ ПРОМЫШЛЕННОЙ БЕЗОПАСНОСТИ на техническое устройство, применяемое на опасном производственном объекте Объект экспертизы: Турбокомпрессор одноступенчатый газовый;заключение ЭПБ № 40-ТУ-09944-2023;https://monitor-pb.ru/conclusion/40-%D0%A2%D0%A3-09944-2023;реестр заключений ЭПБ, monitor-pb.ru;наш же разбор пометил среду «газ или иная», а блок называется «Воздушные и неопределённые»
5249002485;"ФКП ""ЗАВОД ИМЕНИ Я.М.СВЕРДЛОВА""";газ или иная среда;центробежная;ЭПБ-5147/ТУ-2023 | ТВ 200-1.12;ЗАКЛЮЧЕНИЕ № ЭПБ-5147/ТУ-2023 ЭКСПЕРТИЗЫ ПРОМЫШЛЕННОЙ БЕЗОПАСНОСТИ на техническое устройство, применяемое на опасном производственном объекте Объект экспертизы: Турбокомпрессор одноступенчатый газовый;заключение ЭПБ № 40-ТУ-09947-2023;https://monitor-pb.ru/conclusion/40-%D0%A2%D0%A3-09947-2023;реестр заключений ЭПБ, monitor-pb.ru;наш же разбор пометил среду «газ или иная», а блок называется «Воздушные и неопределённые»
5249051203;"АО ""СИБУР-НЕФТЕХИМ""";газ или иная среда;объект — трубопровод или сооружение, машина лишь упомянута;;Технологические трубопроводы: рег. № 53 «Трубопровод азотного газа», рег. № 60 «Трубопровод воздуха от воздуходувки», расположенные в цехе № 104 ПАКиЭ АО «Сибур-Нефтехим», (Нижегородская область, г. Д;заключение ЭПБ № 40-ТУ-02784-2016;https://monitor-pb.ru/conclusion/40-%D0%A2%D0%A3-02784-2016;реестр заключений ЭПБ, monitor-pb.ru;наш же разбор пометил среду «газ или иная», а блок называется «Воздушные и неопределённые»
5250043567;"ООО ""ЛУКОЙЛ-НИЖЕГОРОДНЕФТЕОРГСИНТЕЗ""";газ или иная среда;объект — трубопровод или сооружение, машина лишь упомянута;Ф-1,2 | Е-2,2А | Ф-1-6, | Н-2,3;"Трубопроводы: Поз.1.1/1 фильтрат из Ф-1,2,3,4,5,6 в Е-2,2А,2Б; Поз. 32.2/18-2/24 горячий растворитель от Т-3 на Ф-1,2,3,4,5,6 (2/55, 2/57, 2/59, 2/61, 2/63, 2/65 горячий растворитель от коллектора Ф-1";заключение ЭПБ № 40-ТУ-05401-2014;https://monitor-pb.ru/conclusion/40-%D0%A2%D0%A3-05401-2014;реестр заключений ЭПБ, monitor-pb.ru;наш же разбор пометил среду «газ или иная», а блок называется «Воздушные и неопределённые»
