nazvanie;inn;nazvanie_egrul;kpp;region;okved;status;rukovoditel;dolzhnost;kandidatov;pochemu
"ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ КРАСНОДАРСКОГО КРАЯ ""СЕВЕРО-ВОСТОЧНАЯ ВОДНАЯ УПРАВЛЯЮЩАЯ КОМПАНИЯ ""КУРГАНИНСКИЙ ГРУППОВОЙ ВОДОПРОВОД""";2339015370;"ГУП КК СВ ВУК ""КУРГАНИНСКИЙ ГРУППОВОЙ ВОДОПРОВОД""";236401001;Краснодарский край;36.00.2;ACTIVE;Борзунов Павел Владимирович;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;1;один кандидат
АДМИНИСТРАЦИЯ ИРБИТСКОГО МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ;6642001136;АДМИНИСТРАЦИЯ ИРБИТСКОГО МО;667601001;Свердловская обл;84.11.35;ACTIVE;Никифоров Алексей Валерьевич;ГЛАВА ИРБИТСКОГО МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ;5;несколько кандидатов, взят первый
"МУНИЦИПАЛЬНОЕ  УНИТАРНОЕ ПРЕДПРИЯТИЕ ""АХТУБИНСК-ВОДОКАНАЛ""";3022001194;"МУП ""АХТУБИНСК-ВОДОКАНАЛ""";302201001;Астраханская обл;35.30.14;BANKRUPT;Аникеев Роман Константинович;КОНКУРСНЫЙ УПРАВЛЯЮЩИЙ;1;один кандидат
"МУНИЦИПАЛЬНОЕ ПРЕДПРИЯТИЕ ТРЕСТ ""ВОДОКАНАЛ"" МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ Г. МАГНИТОГОРСК";;;;;;;;;;кандидатов нет
"МУНИЦИПАЛЬНОЕ ПРЕДПРИЯТИЕ ЭВЕНКИЙСКОГО МУНИЦИПАЛЬНОГО РАЙОНА ""БАЙКИТЭНЕРГО""";8802000955;"МП ЭМР ""БАЙКИТЭНЕРГО""";880201001;Красноярский край;35.30.14;ACTIVE;Курмаков Юрий Александрович;ДИРЕКТОР;1;один кандидат
"ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ КРАСНОДАРСКОГО КРАЯ ""КУБАНЬВОДКОМПЛЕКС""";2310010637;"ГУП КК ""КУБАНЬВОДКОМПЛЕКС""";231101001;Краснодарский край;36.00.1;ACTIVE;Лазарев Александр Александрович;ДИРЕКТОР;1;один кандидат
"МУНИЦИПАЛЬНОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ВОДОКАНАЛ СЕРВИС""";5043019742;"МУП ""ВОДОКАНАЛ-СЕРВИС""";504301001;Московская обл;37.00;ACTIVE;Назаров Анатолий Николаевич;ДИРЕКТОР;5;несколько кандидатов, взят первый
"МУНИЦИПАЛЬНОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""АБЗЕЛИЛОВСКОЕ СПЕЦИАЛИЗИРОВАННОЕ ПРЕДПРИЯТИЕ КОММУНАЛЬНОГО ОБСЛУЖИВАНИЯ"" РЕСПУБЛИКИ БАШКОРТОСТАН";0201007969;"МУП ""АБЗЕЛИЛСПЕЦКОМОБСЛУЖИВАНИЕ"" РБ";020101001;Респ Башкортостан;35.30.14;ACTIVE;Зайтунов Ялиль Насибович;ДИРЕКТОР;1;один кандидат
"МУНИЦИПАЛЬНОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ГОРОДИЩЕНСКОГО ГОРОДСКОГО ПОСЕЛЕНИЯ ""ГОРОДСКОЕ ХОЗЯЙСТВО""";3403029505;"МУП ""ГОР ХОЗ""";340301001;Волгоградская обл;35.30.14;LIQUIDATED;Харьков Андрей Анатольевич;Конкурсный управляющий;1;один кандидат
"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ИСПРАВИТЕЛЬНАЯ КОЛОНИЯ № 21 ГЛАВНОГО УПРАВЛЕНИЯ ФЕДЕРАЛЬНОЙ СЛУЖБЫ ИСПОЛНЕНИЯ НАКАЗАНИЙ ПО НОВОСИБИРСКОЙ ОБЛАСТИ""";5438110648;ФКУ ИК-21 ГУФСИН РОССИИ ПО НОВОСИБИРСКОЙ ОБЛАСТИ;543801001;Новосибирская обл;84.23.4;LIQUIDATED;Новиков Игорь Алексеевич;ПРЕДСЕДАТЕЛЬ КОМИССИИ;1;один кандидат
"МУНИЦИПАЛЬНОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ТЕПЛОВОЕ ХОЗЯЙСТВО"" НОВОКУБАНСКОГО ГОРОДСКОГО ПОСЕЛЕНИЯ НОВОКУБАНСКОГО РАЙОНА";;;;;;;;;;кандидатов нет
"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""СЛЕДСТВЕННЫЙ ИЗОЛЯТОР № 5 ГЛАВНОГО УПРАВЛЕНИЯ ФЕДЕРАЛЬНОЙ СЛУЖБЫ ИСПОЛНЕНИЯ НАКАЗАНИЙ ПО ИРКУТСКОЙ ОБЛАСТИ""";3816001029;ФКУ СИЗО-5 ГУФСИН РОССИИ ПО ИРКУТСКОЙ ОБЛАСТИ;381601001;Иркутская обл;84.23.4;ACTIVE;Говорин Дмитрий Юрьевич;НАЧАЛЬНИК;1;один кандидат
АДМИНИСТРАЦИЯ ТУГУРО-ЧУМИКАНСКОГО МУНИЦИПАЛЬНОГО РАЙОНА ХАБАРОВСКОГО КРАЯ;2718000096;АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО РАЙОНА;271801001;Хабаровский край;84.11.33;ACTIVE;Осипова Изабелла Валентиновна;ГЛАВА МУНИЦИПАЛЬНОГО РАЙОНА;5;несколько кандидатов, взят первый
КОМИТЕТ СТАВРОПОЛЬСКОГО КРАЯ ПО ГОСУДАРСТВЕННЫМ ЗАКУПКАМ;2636210166;КОМИТЕТ СК ПО ЗАКУПКАМ;263601001;Ставропольский край;84.11.21;ACTIVE;Шевченко Александр Васильевич;ПРЕДСЕДАТЕЛЬ КОМИТЕТА;1;один кандидат
"МУНИЦИПАЛЬНОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""УССУРИЙСК-ВОДОКАНАЛ"" УССУРИЙСКОГО ГОРОДСКОГО ОКРУГА";2511040110;"МУП ""УССУРИЙСК-ВОДОКАНАЛ""";251101001;Приморский край;36.00.1;ACTIVE;Педан Руслан Михайлович;ДИРЕКТОР;1;один кандидат
"МУНИЦИПАЛЬНОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ВОДОКАНАЛ-СЕРВИС"" Г. САЯНСК";3814007427;"МУП ""В-С""";381401001;Иркутская обл;36.00.2;ACTIVE;Пономарев Иван Леонидович;ДИРЕКТОР;1;один кандидат
АДМИНИСТРАЦИЯ МАРЕВСКОГО МУНИЦИПАЛЬНОГО РАЙОНА;5308000242;АДМИНИСТРАЦИЯ МАРЕВСКОГО МУНИЦИПАЛЬНОГО РАЙОНА;530801001;Новгородская обл;84.11.3;LIQUIDATING;Горкин Сергей Иванович;Руководитель ликвидационной комиссии;1;один кандидат
"МУНИЦИПАЛЬНОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ЖИЛИЩНО-КОММУНАЛЬНОГО ХОЗЯЙСТВА ""ЧЕРЕМЫШСКОЕ""";6649003774;"МУП ЖКХ ""ЧЕРЕМЫШСКОЕ""";663301001;Свердловская обл;35.30.14;ACTIVE;Халджиев Игорь Владимирович;"ИСПОЛНЯЮЩИЙ ОБЯЗАННОСТИ ДИРЕКТОРА МУП ЖКХ ""ЧЕРЕМЫШСКОЕ""";1;один кандидат
АДМИНИСТРАЦИЯ КОСТРОМСКОГО МУНИЦИПАЛЬНОГО РАЙОНА КОСТРОМСКОЙ ОБЛАСТИ;4414001140;АДМИНИСТРАЦИЯ КОСТРОМСКОГО МУНИЦИПАЛЬНОГО РАЙОНА КОСТРОМСКОЙ ОБЛАСТИ;440101001;Костромская обл;84.11.33;ACTIVE;Нагацкий Владимир Георгиевич;ВРЕМЕННО ИСПОЛНЯЮЩИЙ ПОЛНОМОЧИЯ ГЛАВЫ КОСТРОМСКОГО МУНИЦИПАЛЬНОГО РАЙОНА;5;несколько кандидатов, взят первый
"МУНИЦИПАЛЬНОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ "" ЖИЛКОМСЕРВИС """;1435242617;"МУП ""ЖИЛКОМСЕРВИС"" ГО ""ГОРОД ЯКУТСК""";143501001;Респ Саха (Якутия);37.00;ACTIVE;Спиридонов Юрий Афанасьевич;ДИРЕКТОР;5;несколько кандидатов, взят первый
"МУНИЦИПАЛЬНОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ЕЛЕЦВОДОКАНАЛ""";;;;;;;;;;кандидатов нет
"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ ПРЕДПРИЯТИЕ ""АЛЕКСИНСКИЙ ХИМИЧЕСКИЙ КОМБИНАТ""";7111003056;ФКП АХК;711101001;Тульская обл;20.51;ACTIVE;Мишунин Павел Анатольевич;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;1;один кандидат
"СЕВЕРО-КАСПИЙСКИЙ ФИЛИАЛ ФЕДЕРАЛЬНОГО ГОСУДАРСТВЕННОГО БЮДЖЕТНОГО УЧРЕЖДЕНИЯ ""ГЛАВНОЕ БАССЕЙНОВОЕ УПРАВЛЕНИЕ ПО РЫБОЛОВСТВУ И СОХРАНЕНИЮ ВОДНЫХ БИОЛОГИЧЕСКИХ РЕ";;;;;;;;;;кандидатов нет
МУНИЦИПАЛЬНОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ТЕПЛОВЫХ СЕТЕЙ Г.ЗЕЛЕНОГОРСКА;2453000242;МУП ТС;245301001;Красноярский край;35.30.2;ACTIVE;Юнг Алексей Александрович;ДИРЕКТОР;1;один кандидат
"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""СЛЕДСТВЕННЫЙ ИЗОЛЯТОР № 1 УПРАВЛЕНИЯ ФЕДЕРАЛЬНОЙ СЛУЖБЫ ИСПОЛНЕНИЯ НАКАЗАНИЙ ПО РЕСПУБЛИКЕ САХА (ЯКУТИЯ)""";1435067690;ФКУ СИЗО-1 УФСИН РОССИИ ПО РЕСПУБЛИКЕ САХА (ЯКУТИЯ);143501001;Респ Саха (Якутия);84.23.4;ACTIVE;Осипов Василий Иннокентьевич;НАЧАЛЬНИК;1;один кандидат
УПРАВЛЕНИЕ ФЕДЕРАЛЬНОЙ СЛУЖБЫ БЕЗОПАСНОСТИ РОССИЙСКОЙ ФЕДЕРАЦИИ ПО НОВОСИБИРСКОЙ ОБЛАСТИ;5406012207;УФСБ РОССИИ ПО НОВОСИБИРСКОЙ ОБЛАСТИ;540601001;Новосибирская обл;84.24;ACTIVE;Сизов Сергей Николаевич;НАЧАЛЬНИК УПРАВЛЕНИЯ;2;несколько кандидатов, взят первый
"МУНИЦИПАЛЬНОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""РЕСУРС"" АДМИНИСТРАЦИИ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ УСПЕНСКИЙ РАЙОН";2357006040;"МУП ""РЕСУРС""";235701001;Краснодарский край;35.30.1;LIQUIDATED;Никифоров Игорь Николаевич;РУКОВОДИТЕЛЬ ЛИКВИДАЦИОННОЙ КОМИССИИ;1;один кандидат
МУНИЦИПАЛЬНОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ЖИЛИЩНО-КОММУНАЛЬНОГО ХОЗЯЙСТВА МУНИЦИПАЛЬНОГО РАЙОНА НУРИМАНОВСКИЙ РАЙОН РЕСПУБЛИКИ БАШКОРТОСТАН;0239000200;НУРИМАНОВСКОЕ МУП ЖКХ;023901001;Респ Башкортостан;36.00.2;ACTIVE;Бадретдинов Ирек Рамилевич;ВРЕМЕННО ИСПОЛНЯЮЩИЙ ОБЯЗАННОСТИ ДИРЕКТОРА;1;один кандидат
"АДМИНИСТРАЦИЯ ГОРОДСКОГО ПОСЕЛЕНИЯ ""ВОЙВОЖ""";1108016375;"АДМИНИСТРАЦИЯ ГОРОДСКОГО ПОСЕЛЕНИЯ ""ВОЙВОЖ""";110801001;Респ Коми;84.11.32;ACTIVE;Ксензова Оксана Васильевна;ИСПОЛНЯЮЩИЙ ОБЯЗАННОСТИ РУКОВОДИТЕЛЯ;1;один кандидат
АДМИНИСТРАЦИЯ ПОГРАНИЧНОГО ГОРОДСКОГО ПОСЕЛЕНИЯ;2525000205;АДМИНИСТРАЦИЯ ПОГРАНИЧНОГО ГОРОДСКОГО ПОСЕЛЕНИЯ;252501001;Приморский край;84.11.34;LIQUIDATED;Боровков Виктор Петрович;Ликвидатор;1;один кандидат
"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""САНАТОРИЙ ""СЕМЕНОВСКОЕ"" ФЕДЕРАЛЬНОЙ СЛУЖБЫ БЕЗОПАСНОСТИ РОССИЙСКОЙ ФЕДЕРАЦИИ""";;;;;;;;;;кандидатов нет
"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ИСПРАВИТЕЛЬНАЯ КОЛОНИЯ № 3 УПРАВЛЕНИЯ ФЕДЕРАЛЬНОЙ СЛУЖБЫ ИСПОЛНЕНИЯ НАКАЗАНИЙ ПО РЕСПУБЛИКЕ САХА (ЯКУТИЯ)""";1431000960;ФКУ ИК-3 УФСИН РОССИИ ПО РЕСПУБЛИКЕ САХА (ЯКУТИЯ);143101001;Респ Саха (Якутия);84.23.4;LIQUIDATED;Калиновский Сергей Владимирович;ПРЕДСЕДАТЕЛЬ ЛИКВИДАЦИОННОЙ КОМИССИИ;1;один кандидат
"Муниципальное казенное учреждение ""Централизованная бухгалтерия Администрации муниципального образования ""Каменский городской округ""";;;;;;;;;;кандидатов нет
"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ВОЕННОЕ ЭКСПЛУАТАЦИОННО-ВОССТАНОВИТЕЛЬНОЕ УПРАВЛЕНИЕ СВЯЗИ"" МИНИСТЕРСТВА ОБОРОНЫ РОССИЙСКОЙ ФЕДЕРАЦИИ";7703037430;"""ВЭВУС""";772901001;г Москва;43.11;LIQUIDATED;Рубис Александр Анатольевич;Руководитель ликвидационной комиссии;1;один кандидат
АДМИНИСТРАЦИЯ РАСЦВЕТОВСКОГО СЕЛЬСОВЕТА УСТЬ-АБАКАНСКОГО РАЙОНА РЕСПУБЛИКИ ХАКАСИЯ;1910009864;АДМИНИСТРАЦИЯ РАСЦВЕТОВСКОГО СЕЛЬСОВЕТА УСТЬ-АБАКАНСКОГО РАЙОНА РЕСПУБЛИКИ ХАКАСИЯ;191001001;Респ Хакасия;84.11.31;ACTIVE;Мосман Иван Владимирович;ГЛАВА РАСЦВЕТОВСКОГО СЕЛЬСОВЕТА УСТЬ-АБАКАНСКОГО РАЙОНА РЕСПУБЛИКИ ХАКАСИЯ;1;один кандидат
"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ АДМИНИСТРАТИВНО-ХОЗЯЙСТВЕННОГО ОБЕСПЕЧЕНИЯ ГОРОДСКОГО ОКРУГА РЕВДА""";;;;;;;;;;кандидатов нет
"федеральное казенное учреждение ""Исправительная колония № 6 Управления Федеральной службы исполнения наказаний по Курганской области""";4510010250;ФКУ ИК-6 УФСИН РОССИИ ПО КУРГАНСКОЙ ОБЛАСТИ;451001001;Курганская обл;84.23.4;ACTIVE;Ноек Дмитрий Вячеславович;НАЧАЛЬНИК;1;один кандидат
"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ СВЕРДЛОВСКОЙ ОБЛАСТИ ""ДЕМИДОВСКАЯ ГОРОДСКАЯ БОЛЬНИЦА""";6668012911;"ГБУЗ СО ""ДЕМИДОВСКАЯ ЦГБ""";666801001;Свердловская обл;85.11.1;LIQUIDATED;Бондаренко Татьяна Алексеевна;ГЛАВНЫЙ ВРАЧ;1;один кандидат
"Администрация муниципального образования ""Базарносызганский район""";;;;;;;;;;кандидатов нет
"МУНИЦИПАЛЬНОЕ УЧРЕЖДЕНИЕ АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ ""ВЕШКАЙМСКИЙ РАЙОН""  УЛЬЯНОВСКОЙ ОБЛАСТИ";7305000456;"АДМИНИСТРАЦИЯ МО ""ВЕШКАЙМСКИЙ РАЙОН""";730501001;Ульяновская обл;84.11.33;ACTIVE;Стельмах Татьяна Николаевна;"ГЛАВА АДМИНИСТРАЦИИ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ ""ВЕШКАЙМСКИЙ РАЙОН""";1;один кандидат
"АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ ""ЕНОТАЕВСКИЙ РАЙОН""";3003000540;"АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ ""ЕНОТАЕВСКИЙ РАЙОН""";302301001;Астраханская обл;84.11.3;LIQUIDATED;Будаев Борис Фацбаевич;"ГЛАВА МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ ""ЕНОТАЕВСКИЙ МУНИЦИПАЛЬНЫЙ РАЙОН АСТРАХАНСКОЙ ОБЛАСТИ""";1;один кандидат
Департамент жилищно-коммунального хозяйства Кировской области;4345004564;ДЕПАРТАМЕНТ ЖКХ КИРОВСКОЙ ОБЛАСТИ;434501001;Кировская обл;75.11.21;LIQUIDATED;Князькин Леонид Иванович;Глава департамента жилищно-коммунального хозяйства Кировской обл;1;один кандидат
"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ  ЗДРАВООХРАНЕНИЯ ""САНАТОРИЙ ""ИСКРА"" МИНИСТЕРСТВА ВНУТРЕННИХ ДЕЛ РОССИЙСКОЙ ФЕДЕРАЦИИ""";2319018052;"ФКУЗ ""САНАТОРИЙ ""ИСКРА"" МВД РОССИИ""";231901001;Краснодарский край;86.90.4;ACTIVE;Марутин Геннадий Петрович;НАЧАЛЬНИК;1;один кандидат
Администрация Советского муниципального района Саратовской области;6433000435;АДМИНИСТРАЦИЯ ЗОЛОТОСТЕПСКОГО МО;643301001;Саратовская обл;84.11.31;ACTIVE;Утигалиев Чингиз Серикалиевич;ВРЕМЕННО ИСПОЛНЯЮЩИЙ ПОЛНОМОЧИЯ ГЛАВЫ ЗОЛОТОСТЕПСКОГО МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ СОВЕТСКОГО МУНИЦИПАЛЬНОГО РАЙОНА;5;несколько кандидатов, взят первый
Администрация Новолитовского сельского поселения Партизанского муниципального района;2524114104;АДМИНИСТРАЦИЯ НОВОЛИТОВСКОГО СЕЛЬСКОГО ПОСЕЛЕНИЯ;252401001;Приморский край;84.11.31;LIQUIDATED;Красикова Галина Павловна;ЛИКВИДАТОР;1;один кандидат
Администрация поселка Курагино;2423002080;АДМИНИСТРАЦИЯ ПОСЕЛКА КУРАГИНО;242301001;Красноярский край;84.11.32;LIQUIDATING;Виль Андрей Андреевич;РУКОВОДИТЕЛЬ ЛИКВИДАЦИОННОЙ КОМИССИИ;1;один кандидат
Администрация Арамильского городского округа;6652004270;АДМИНИСТРАЦИЯ АРАМИЛЬСКОГО ГОРОДСКОГО ОКРУГА;668501001;Свердловская обл;84.11.35;ACTIVE;Мишарина Марина Сергеевна;ГЛАВА АРАМИЛЬСКОГО ГОРОДСКОГО ОКРУГА;1;один кандидат
"федеральное казенное учреждение ""Следственный изолятор № 5 Главного управления Федеральной службы исполнения наказаний по Иркутской области""";3816001029;ФКУ СИЗО-5 ГУФСИН РОССИИ ПО ИРКУТСКОЙ ОБЛАСТИ;381601001;Иркутская обл;84.23.4;ACTIVE;Говорин Дмитрий Юрьевич;НАЧАЛЬНИК;1;один кандидат
"федеральное государственное казенное учреждение ""14 отряд федеральной противопожарной службы по Краснодарскому краю""";2321007450;"ФГКУ ""14 ОТРЯД ФПС ПО КРАСНОДАРСКОМУ КРАЮ""";232101001;Краснодарский край;84.25.1;LIQUIDATED;Платонихин Николай Владимирович;Руководитель ликвидационной комиссии;1;один кандидат
Администрация городского округа город Мантурово Костромской области;;;;;;;;;;кандидатов нет
"Администрация муниципального образования ""Сафроновское""";2915003466;"АДМИНИСТРАЦИЯ МО ""САФРОНОВСКОЕ""";291501001;Архангельская обл;84.11.31;LIQUIDATING;Посохов Александр Евгеньевич;ПРЕДСЕДАТЕЛЬ ЛИКВИДАЦИОННОЙ КОМИССИИ;1;один кандидат
"Администрация муниципального образования ""Городское поселение - г. Осташков""";6913012529;"АДМИНИСТРАЦИЯ ""ГОРОДСКОЕ ПОСЕЛЕНИЕ - Г.ОСТАШКОВ""";691301001;Тверская обл;84.11.3;LIQUIDATED;Титов Алексей Алексеевич;ГЛАВА ОСТАШКОВСКОГО ГОРОДСКОГО ОКРУГА;1;один кандидат
Администрация муниципального района Бижбулякский район Республики Башкортостан;0212005392;АДМИНИСТРАЦИЯ МР БИЖБУЛЯКСКИЙ РАЙОН РБ;021201001;Респ Башкортостан;84.11.33;ACTIVE;Семёнов Александр Александрович;ГЛАВА АДМИНИСТРАЦИИ;5;несколько кандидатов, взят первый
Администрация муниципального образования Каневское сельское поселение в составе муниципального образования Каневской район;;;;;;;;;;кандидатов нет
"Администрация муниципального образования ""Город Ахтубинск""";3001040178;"АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ ""ГОРОД АХТУБИНСК""";300101001;Астраханская обл;84.11.35;ACTIVE;Сиваков Александр Александрович;ГЛАВА АДМИНИСТРАЦИИ;1;один кандидат
Служба в городе Уссурийске Пограничного управления ФСБ России по Приморскому краю;;;;;;;;;;кандидатов нет
"Федеральное бюджетное учреждение ""Обь-Иртышское государственное бассейновое управление водных путей и судоходства""";;;;;;;;;;кандидатов нет
Санкт-Петербургское государственное образовательное бюджетное учреждение дополнительного образования детей Специализированная детско-юношеская спортивная школа;;;;;;;;;;кандидатов нет
Администрация городского поселения город Благовещенск муниципального района Благовещенский район Республики Башкортостан;0258010691;АДМИНИСТРАЦИЯ ГОРОДСКОГО ПОСЕЛЕНИЯ ГОРОД БЛАГОВЕЩЕНСК МУНИЦИПАЛЬНОГО РАЙОНА БЛАГОВЕЩЕНСКИЙ РАЙОН РЕСПУБЛИКИ БАШКОРТОСТАН;025801001;Респ Башкортостан;84.11.32;ACTIVE;Абдрахманов Руслан Айратович;ГЛАВА АДМИНИСТРАЦИИ;1;один кандидат
Экспертно-криминалистическая служба - региональный филиал Центрального экспертно-криминалистического таможенного управления г. Ростов-на-Дону;7708197861;ЭКСПЕРТНО-КРИМИНАЛИСТИЧЕСКАЯ СЛУЖБА - РЕГИОНАЛЬНЫЙ ФИЛИАЛ ЦЕНТРАЛЬНОГО ЭКСПЕРТНО-КРИМИНАЛИСТИЧЕСКОГО ТАМОЖЕННОГО УПРАВЛЕНИЯ Г. РОСТОВ-НА-ДОНУ;616743001;Ростовская обл;;ACTIVE;;;1;один кандидат
"Федеральное государственное учреждение комбинат ""Дружба"" Управления Федерального агентства по государственным резервам по Дальневосточному федеральному округу";;;;;;;;;;кандидатов нет
"ГУП ЧУВАШСКОЙ РЕСПУБЛИКИ ""БОС"" МИНСТРОЯ ЧУВАШИИ";2124014112;"ГУП ЧУВАШСКОЙ РЕСПУБЛИКИ ""БОС"" МИНСТРОЯ ЧУВАШИИ";212401001;Чувашская Республика - Чувашия;37.00;ACTIVE;Николаев Сергей Георгиевич;ИСПОЛНЯЮЩИЙ ОБЯЗАННОСТИ ДИРЕКТОРА;2;несколько кандидатов, взят первый
"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""САНАТОРИЙ ""САЛЮТ"" МИНИСТЕРСТВА ВНУТРЕННИХ ДЕЛ РОССИЙСКОЙ ФЕДЕРАЦИИ""";2320036296;"ФКУЗ ""САНАТОРИЙ ""САЛЮТ"" МВД РОССИИ""";232001001;Краснодарский край;86.90.4;ACTIVE;Луцык Анатолий Николаевич;НАЧАЛЬНИК САНАТОРИЯ;1;один кандидат
АДМИНИСТРАЦИЯ КРЫМСКОГО ГОРОДСКОГО ПОСЕЛЕНИЯ КРЫМСКОГО РАЙОНА;2337030479;АДМИНИСТРАЦИЯ КРЫМСКОГО ГОРОДСКОГО ПОСЕЛЕНИЯ КРЫМСКОГО РАЙОНА;233701001;Краснодарский край;84.11.32;ACTIVE;Смирнов Александр Александрович;ИСПОЛНЯЮЩИЙ ПОЛНОМОЧИЯ ГЛАВЫ КРЫМСКОГО ГОРОДСКОГО ПОСЕЛЕНИЯ КРЫМСКОГО РАЙОНА;1;один кандидат
"Муниципальное казенное учреждение ""Управление капитального строительства г. Пензы""";5836013330;МКУ УКС Г. ПЕНЗЫ;583601001;Пензенская обл;71.11.1;ACTIVE;Киселев Илья Александрович;ИСПОЛНЯЮЩИЙ ОБЯЗАННОСТИ НАЧАЛЬНИКА;1;один кандидат
Администрация муниципального образования Руднянский район Смоленской области;6713000741;АДМИНИСТРАЦИЯ ПОСЕЛКА ГОЛЫНКИ;671301001;Смоленская обл;;LIQUIDATED;;;5;несколько кандидатов, взят первый
Администрация Лучегорского городского поселения;2526009779;АДМИНИСТРАЦИЯ ЛУЧЕГОРСКОГО ГОРОДСКОГО ПОСЕЛЕНИЯ;252601001;Приморский край;84.11.32;LIQUIDATED;Новоселова Виктория Юрьевна;ЛИКВИДАТОР;1;один кандидат
МИНИСТЕРСТВО КОНКУРЕНТНОЙ ПОЛИТИКИ КАЛУЖСКОЙ ОБЛАСТИ;4027078890;МИНИСТЕРСТВО КОНКУРЕНТНОЙ ПОЛИТИКИ КАЛУЖСКОЙ ОБЛАСТИ;402701001;Калужская обл;84.11.22;ACTIVE;Владимиров Николай Викторович;МИНИСТР;1;один кандидат
АО   ТРАНСНЕФТЬ-СИБИРЬ;7201000726;"АО ""ТРАНСНЕФТЬ - СИБИРЬ""";720301001;Тюменская обл;49.50.11;ACTIVE;Исламов Рустэм Рильевич;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;3;"отсеяно спутников: 2; несколько кандидатов, взят первый"
КОМИТЕТ ПО ВОПРОСАМ ЗАКОННОСТИ, ПРАВОПОРЯДКА И БЕЗОПАСНОСТИ;7842005651;КОМИТЕТ ПО ВОПРОСАМ ЗАКОННОСТИ, ПРАВОПОРЯДКА И БЕЗОПАСНОСТИ;784201001;г Санкт-Петербург;84.11.21;ACTIVE;Голомбиевский Андрей Дмитриевич;ПРЕДСЕДАТЕЛЬ КОМИТЕТА;1;один кандидат
"АО ""Юго-Западная ТЭЦ""";7813323258;"АО ""ЮГО-ЗАПАДНАЯ ТЭЦ""";780501001;г Санкт-Петербург;35.11.1;ACTIVE;Чугин Анатолий Владимирович;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;1;один кандидат
"МУП ГЭТ ""УКТ"" Г.КАЛУГИ";4026000490;"МУП ГЭТ ""УКТ"" Г.КАЛУГИ";402801001;Калужская обл;49.31.22;ACTIVE;Витьков Вадим Владимирович;ДИРЕКТОР;1;один кандидат
