inn;predpriyatie;ploshchadka;nomer_procedury;chto_nashli;predmet;ssylka;chto_delat
4707026057;НОВАТЭК-УСТЬ-ЛУГА;ЭТП ГПБ, поиск по словам;ГП401319;азотных компрессорных;Оказание услуг по техническому обслуживанию воздушных и азотных компрессорных установок Комплекса по перевалке и фракционированию стабильного газового конденсата и продуктов его переработки мощностью 6,0 млн. т/год в Мор;https://etpgpb.ru/procedure/tender/etp/893270-okazanie-uslug-po-tehnicheskomu-obsluzhivaniyu-vozdushnyh-i-azotnyh-kompressornyh-ustanovok-kompleksa-po-perevalke-i-fraktsionirova;снять как доказательство воздушной машины
5003028028;«Газпром трансгаз Москва»;ЭТП ГПБ, поиск по словам;825413;азотная компрессорная;Выполнение работ по техническому обслуживанию объекта Мобильная азотная компрессорная станция «СЗАП-9908» (инв. № 0017651);https://etpgpb.ru/procedure/tender/price_request/825413-vypolnenie-rabot-po-tehnicheskomu-obsluzhivaniyu-obekta-mobilnaya-azotnaya-kompressornaya-stantsiya-szap-9908-inv/;снять как доказательство воздушной машины
9102070194;АО КРЫМТЭЦ;ЭТП ГПБ, поиск по словам;32414125330;газовых компрессорных;"Техническое обслуживание газовых компрессорных установок типа EGSI-S-140/1200WA при наработке 4000 часов филиала АО ""КРЫМТЭЦ"" ""СТС"" участка ПГУ -120";https://etpgpb.ru/procedure/tender/etp/1027103-tehnicheskoe-obsluzhivanie-gazovyh-kompressornyh-ustanovok-tipa-egsi-s-140-1200wa-pri-narabotke-4000-chasov-filiala-ao-krymtets-st;снять как доказательство воздушной машины
4214000608;ПАО «Южный Кузбасс»;ЭТП ГПБ, поиск по словам;ГП521539;азотных компрессорных;"Поставка фильтрующих элементов для азотных компрессорных станций в адрес ПАО ""Южный Кузбасс""";https://etpgpb.ru/procedure/tender/etp/1162202-postavka-filtruyuschih-elementov-dlya-azotnyh-kompressornyh-stantsiy-v-adres-pao-yuzhnyy-kuzbass/;снять как доказательство воздушной машины
0323054162;"ГАУЗ ""РКБ ИМ. Н.А. СЕМАШКО""";ЭТП ГПБ, поиск по словам;32615637318;кислородной компрессорной;оказание услуг по поставке, монтажу и осуществлению пусконаладочных работ осушителя воздуха для кислородной компрессорной в хирургическом корпусе №4 ГАУЗ РКБ им.Семашко (среди субъектов малого и среднего предпринимательс;https://etpgpb.ru/procedure/tender/etp/1210318-okazanie-uslug-po-postavke-montazhu-i-osuschestvleniyu-puskonaladochnyh-rabot-osushitelya-vozduha-dlya-kislorodnoy-kompressornoy-v;снять как доказательство воздушной машины
9102070194;АО КРЫМТЭЦ;ЭТП ГПБ, поиск по словам;32514904375;газовых компрессорных;"Техническое обслуживание газовых компрессорных установок типа EGSI-S-140/1200WA при наработке 8000 часов филиала АО ""КРЫМТЭЦ"" ""Сакские тепловые сети"" участка ПГУ -120.";https://etpgpb.ru/procedure/tender/etp/1125354-tehnicheskoe-obsluzhivanie-gazovyh-kompressornyh-ustanovok-tipa-egsi-s-140-1200wa-pri-narabotke-8000-chasov-filiala-ao-krymtets-sa;снять как доказательство воздушной машины
0323054162;"ГАУЗ ""РКБ ИМ. Н.А. СЕМАШКО""";ЭТП ГПБ, поиск по словам;32515588176;кислородной компрессорной;"оказание услуг по поставке, монтажу и осуществлению пусконаладочных работ осушителя воздуха для кислородной компрессорной в хирургическом корпусе №4 ГАУЗ РКБ им.Семашко 
(среди субъектов малого и среднего предприниматель";https://etpgpb.ru/procedure/tender/etp/1205320-okazanie-uslug-po-postavke-montazhu-i-osuschestvleniyu-puskonaladochnyh-rabot-osushitelya-vozduha-dlya-kislorodnoy-kompressornoy-v;снять как доказательство воздушной машины
4214000608;ПАО «Южный Кузбасс»;ЭТП ГПБ, поиск по словам;ГП639979;азотных компрессорных;"Поставка фильтрующих элементов для азотных компрессорных станций, к буровой установке МБ70 для ПАО ""Южный Кузбасс""";https://etpgpb.ru/procedure/tender/etp/1233802-postavka-filtruyuschih-elementov-dlya-azotnyh-kompressornyh-stantsiy-k-burovoy-ustanovke-mb70-dlya-pao-yuzhnyy-kuzbass/;снять как доказательство воздушной машины
2460040655;АО Газпром закупки;ЭТП ГПБ, поиск по словам;32413806584;азотной компрессорной;Оказание услуг мобильной азотной компрессорной установки мембранного типа 10/251 (или эквивалент) на автомобильном шасси для нужд филиала Уренгойское УИРС в 2024-2025 году (для субъектов малого и среднего предприниматель;https://etpgpb.ru/procedure/tender/gaz/219040-okazanie-uslug-mobilnoy-azotnoy-kompressornoy-ustanovki-membrannogo-tipa-10-251-ili-ekvivalent-na-avtomobilnom-shassi-dlya-nuzhd-fi;снять как доказательство воздушной машины
2460040655;АО Газпром закупки;ЭТП ГПБ, поиск по словам;32413863980;азотной компрессорной;Оказание услуг мобильной азотной компрессорной установки мембранного типа 10/251 (или эквивалент) на автомобильном шасси для нужд филиала Восточно-Сибирское УИРС в 2024-2025 году (для субъектов малого и среднего предприн;https://etpgpb.ru/procedure/tender/gaz/219774-okazanie-uslug-mobilnoy-azotnoy-kompressornoy-ustanovki-membrannogo-tipa-10-251-ili-ekvivalent-na-avtomobilnom-shassi-dlya-nuzhd-fi;снять как доказательство воздушной машины
9102070194;АО КРЫМТЭЦ;ЭТП ГПБ, поиск по словам;32413185005;газовых компрессорных;Выполнение работ по техническому обслуживанию газовых компрессорных установок типа EGSI-S-140/1200WA зав.№17/386-1, 17/386-2, 17/386-3, 17/386-4 ПГУ-120 при наработке 8000 часов;https://etpgpb.ru/procedure/tender/etp/897140-vypolnenie-rabot-po-tehnicheskomu-obsluzhivaniyu-gazovyh-kompressornyh-ustanovok-tipa-egsi-s-140-1200wa-zav-17-386-1-17-386-2-17-38;снять как доказательство воздушной машины
9102070194;АО КРЫМТЭЦ;ЭТП ГПБ, поиск по словам;32313079259;газовых компрессорных;Выполнение работ по техническому обслуживанию газовых компрессорных установок типа EGSI-S-140/1200WA зав.№17/386-1, 17/386-2, 17/386-3, 17/386-4 ПГУ-120 при наработке 8000 часов;https://etpgpb.ru/procedure/tender/etp/883718-vypolnenie-rabot-po-tehnicheskomu-obsluzhivaniyu-gazovyh-kompressornyh-ustanovok-tipa-egsi-s-140-1200wa-zav-17-386-1-17-386-2-17-38;снять как доказательство воздушной машины
7740000044;Газпром комплектация;ЭТП ГПБ, поиск по словам;ГП538069;Азотная компрессорная;"Продажа МТР по лотам:
№ 489 «Азотная компрессорная станция МА-1,2-95-300»;
№ 490 «Аппараты емкостные и их блоки»;
№ 491 «Изолирующие монолитные муфты»;
№ 492 «Комплектное оборудование систем вентиляции»;
№ 493 «Нефтехими";https://etpgpb.ru/procedure/tender/etp/1081294-prodazha-mtr-po-lotam-489-azotnaya-kompressornaya-stantsiya-ma-12-95-300-490-apparaty-emkostnye-i-ih-bloki-491-izoliruyuschie-mono;снять как доказательство воздушной машины
7740000044;Газпром комплектация;ЭТП ГПБ, поиск по словам;ГП434605;Азотная компрессорная;"Аукцион на продажу МТР по лотам:
№ 489 «Азотная компрессорная станция МА-1,2-95-300»;
№ 490 «Аппараты емкостные и их блоки»;
№ 491 «Изолирующие монолитные муфты»;
№ 492 «Комплектное оборудование систем вентиляции»;
№ 493";https://etpgpb.ru/procedure/tender/etp/1021779-auktsion-na-prodazhu-mtr-po-lotam-489-azotnaya-kompressornaya-stantsiya-ma-12-95-300-490-apparaty-emkostnye-i-ih-bloki-491-izoliru;снять как доказательство воздушной машины
7724514910;ЭТП ГПБ;ЭТП ГПБ, поиск по словам;ГП317399;азотная компрессорная;Публичное предложение в электронной форме по продаже движимого имущества. Лот 1. Передвижная азотная компрессорная станция мембранного типа НДА-5/101 на прицепе автомобильном СЗАП-8357-02, место нахождения: ЯНАО, г. Новы;https://etpgpb.ru/procedure/tender/etp/786074-publichnoe-predlozhenie-v-elektronnoy-forme-po-prodazhe-dvizhimogo-imuschestva-lot-1-peredvizhnaya-azotnaya-kompressornaya-stantsiy;снять как доказательство воздушной машины
7724514910;ЭТП ГПБ;ЭТП ГПБ, поиск по словам;ГП316173;азотная компрессорная;Публичное предложение в электронной форме по продаже движимого имущества. Лот 1. Передвижная азотная компрессорная станция мембранного типа НДА-5/101 на прицепе автомобильном СЗАП-8357-02, место нахождения: ЯНАО, г. Новы;https://etpgpb.ru/procedure/tender/etp/770593-publichnoe-predlozhenie-v-elektronnoy-forme-po-prodazhe-dvizhimogo-imuschestva-lot-1-peredvizhnaya-azotnaya-kompressornaya-stantsiy;снять как доказательство воздушной машины
7740000044;Газпром комплектация;ЭТП ГПБ, поиск по словам;ГП471235;Азотная компрессорная;"Публичное предложение на продажу МТР по лотам:
№ 489 «Азотная компрессорная станция МА-1,2-95-300»;
№ 490 «Аппараты емкостные и их блоки»;
№ 491 «Изолирующие монолитные муфты»;
№ 492 «Комплектное оборудование систем вент";https://etpgpb.ru/procedure/tender/etp/1044462-publichnoe-predlozhenie-na-prodazhu-mtr-po-lotam-489-azotnaya-kompressornaya-stantsiya-ma-12-95-300-490-apparaty-emkostnye-i-ih-bl;снять как доказательство воздушной машины
5501177142;"ООО ""ГАЗПРОМНЕФТЬ-КС""";ЭТП ГПБ, поиск по словам;АП074569;аммиачная компрессорная;"Открытый отбор организации, способной оказать услуги по сервисному обслуживанию и ремонту вентиляционного оборудования объектов ООО ""Газпромнефть-КС"": КПП тит. 5106, ЗРУ-0,4кВ тит. 6409, БОВ тит. 6505, ТП-159 тит. 6511, ";https://etpgpb.ru/procedure/tender/etp/984554-otkrytyy-otbor-organizatsii-sposobnoy-okazat-uslugi-po-servisnomu-obsluzhivaniyu-i-remontu-ventilyatsionnogo-oborudovaniya-obektov-;снять как доказательство воздушной машины
7450001007;ПАО ЧМК;ЭТП ГПБ, поиск по словам;ГП441092;кислородного турбокомпрессора;Капитализированный ремонт кислородного турбокомпрессора КТК 12,5/35 №8;https://etpgpb.ru/procedure/tender/etp/957150-kapitalizirovannyy-remont-kislorodnogo-turbokompressora-ktk-125-35-8/;снять как доказательство воздушной машины
7450001007;ПАО ЧМК;ЭТП ГПБ, поиск по словам;ГП307956;азотного турбокомпрессора;Капитальный ремонт азотного турбокомпрессора 32 ВЦ 100/9 №1;https://etpgpb.ru/procedure/tender/etp/806806-kapitalnyy-remont-azotnogo-turbokompressora-32-vts-100-9-1/;снять как доказательство воздушной машины
7450001007;ПАО ЧМК;ЭТП ГПБ, поиск по словам;ГП446534;азотного турбокомпрессора;Капитальный ремонт азотного турбокомпрессора 32 ВЦ 100/9 №2;https://etpgpb.ru/procedure/tender/etp/1015671-kapitalnyy-remont-azotnogo-turbokompressora-32-vts-100-9-2/;снять как доказательство воздушной машины
7017156263;"ООО ""ГАЗПРОМ МЕТАНОЛ""";ЭТП ГПБ, по компаниям;32514489117;холодильников компрессоров;Выполнение работ по очистке наружной поверхности аппаратов воздушного охлаждения (АВО), промывке поверхностей теплообмена РВП котла, холодильников компрессоров воздуха КИП в 2025-2027 гг.;https://etpgpb.ru/procedure/tender/gaz/226583-vypolnenie-rabot-po-ochistke-naruzhnoy-poverhnosti-apparatov-vozdushnogo-ohlazhdeniya-avo-promyvke-poverhnostey-teploobmena-rvp-kot;снять как доказательство воздушной машины
7017156263;"ООО ""ГАЗПРОМ МЕТАНОЛ""";ЭТП ГПБ, по компаниям;32514489117;холодильников компрессоров;Выполнение работ по очистке наружной поверхности аппаратов воздушного охлаждения (АВО), промывке поверхностей теплообмена РВП котла, холодильников компрессоров воздуха КИП в 2025-2027 гг.;https://etpgpb.ru/procedure/tender/gaz/226583-vypolnenie-rabot-po-ochistke-naruzhnoy-poverhnosti-apparatov-vozdushnogo-ohlazhdeniya-avo-promyvke-poverhnostey-teploobmena-rvp-kot;снять как доказательство воздушной машины
5003063216;"ООО ""КРИОГАЗ СЕВЕРО-ЗАПАД""";ЭТП ГПБ, по компаниям;ГП019300;азотного компрессора;Выполнение капитального ремонта азотного компрессора 3ГП 12/35 заводской № 334 (изготовлен Краснодарским компрессорным заводом, 1983 год) с использованием материалов заказчика, расположенный по адресу: Томский филиал ООО;https://etpgpb.ru/procedure/tender/etp/368427-vypolnenie-kapitalnogo-remonta-azotnogo-kompressora-3gp-12-35-zavodskoy-334-izgotovlen-krasnodarskim-kompressornym-zavodom-1983-god;снять как доказательство воздушной машины
5003063216;"ООО ""КРИОГАЗ СЕВЕРО-ЗАПАД""";ЭТП ГПБ, по компаниям;ГП058489;азотного компрессора;"Приобретение запасных частей для ремонта поршневого азотного компрессора 3ГП-12/35 с поставкой по адресу: Томский филиал ООО ""Криогенмаш-Газ"", 634067, г. Томск, Кузовлевский тракт, дом 2, стр. 384.";https://etpgpb.ru/procedure/tender/etp/405242-priobretenie-zapasnyh-chastey-dlya-remonta-porshnevogo-azotnogo-kompressora-3gp-12-35-s-postavkoy-po-adresu-tomskiy-filial-ooo-krio;снять как доказательство воздушной машины
5001071638;"ООО ""КРИОГАЗ"" (ИНН 5001071638)";ЭТП ГПБ, по компаниям;ГП925288;холодильному компрессору;поставку  Запасных частей к холодильному компрессору   Sabroe  SAB 128 HM Mk4;https://etpgpb.ru/procedure/tender/etp/201849-postavku-zapasnyh-chastey-k-holodilnomu-kompressoru-sabroe-sab-128-hm-mk4/;снять как доказательство воздушной машины
5001071638;"ООО ""КРИОГАЗ"" (ИНН 5001071638)";ЭТП ГПБ, по компаниям;ГП001533;холодильному компрессору;Поставка  Запасных частей к холодильному компрессору   Sabroe  SAB 128 HM Mk4 №  137891;https://etpgpb.ru/procedure/tender/etp/307360-postavka-zapasnyh-chastey-k-holodilnomu-kompressoru-sabroe-sab-128-hm-mk4-137891/;снять как доказательство воздушной машины
5001071638;"ООО ""КРИОГАЗ"" (ИНН 5001071638)";ЭТП ГПБ, по компаниям;ГП137003;холодильному компрессору;Поставка  Запасных частей к холодильному компрессору   Sabroe  SAB 128 HM Mk4 ;https://etpgpb.ru/procedure/tender/etp/439350-postavka-zapasnyh-chastey-k-holodilnomu-kompressoru-sabroe-sab-128-hm-mk4/;снять как доказательство воздушной машины
5001000066;"АО ""КРИОГЕНМАШ""";ЭТП ГПБ, по компаниям;ГП152541;азотных компрессоров;Закупка азотных компрессоров согласно ТТ 39-2021 и ТТ 45-2021;https://etpgpb.ru/procedure/tender/etp/476185-zakupka-azotnyh-kompressorov-soglasno-tt-39-2021-i-tt-45-2021/;снять как доказательство воздушной машины
5001000066;"АО ""КРИОГЕНМАШ""";ЭТП ГПБ, по компаниям;ГП164946;азотного компрессора;Заявка на закупку азотного компрессора Кавытка ;https://etpgpb.ru/procedure/tender/etp/479041-zayavka-na-zakupku-azotnogo-kompressora-kavytka/;снять как доказательство воздушной машины
5001000066;"АО ""КРИОГЕНМАШ""";ЭТП ГПБ, по компаниям;ГП533612;азотных компрессоров;"Пусконаладочные работы 
дожимающих азотных компрессоров
«Атлас Копко»";https://etpgpb.ru/procedure/tender/etp/1166137-puskonaladochnye-raboty-dozhimayuschih-azotnyh-kompressorov-atlas-kopko/;снять как доказательство воздушной машины
5001000066;"АО ""КРИОГЕНМАШ""";ЭТП ГПБ, по компаниям;ГП631672;гелиевого компрессора;Закупка гелиевого компрессора;https://etpgpb.ru/procedure/tender/etp/1274009-zakupka-gelievogo-kompressora/;снять как доказательство воздушной машины
7712025390;АО ГИПРОКИСЛОРОД;ЭТП ГПБ, по компаниям;ГП835077;азотных компрессоров;Ревизия азотных компрессоров Compex 2C7-7.5-9-41C, ПНР по временной схеме, поставка электрооборудования - шкафы питания и управления для компрессора азотного, ПНР компрессоров по постоянной схеме в рамках в рамках реализ;https://etpgpb.ru/procedure/tender/etp/188855-reviziya-azotnyh-kompressorov-compex-2c7-7-5-9-41c-pnr-po-vremennoy-sheme-postavka-elektrooborudovaniya-shkafy-pitaniya-i-upravleni;снять как доказательство воздушной машины
4214000608;"ПАО ""ЮЖНЫЙ КУЗБАСС""";ЭТП ГПБ, по компаниям;ГП521539;азотных компрессорных;"Поставка фильтрующих элементов для азотных компрессорных станций в адрес ПАО ""Южный Кузбасс""";https://etpgpb.ru/procedure/tender/etp/1162202-postavka-filtruyuschih-elementov-dlya-azotnyh-kompressornyh-stantsiy-v-adres-pao-yuzhnyy-kuzbass/;снять как доказательство воздушной машины
4214000608;"ПАО ""ЮЖНЫЙ КУЗБАСС""";ЭТП ГПБ, по компаниям;ГП639979;азотных компрессорных;"Поставка фильтрующих элементов для азотных компрессорных станций, к буровой установке МБ70 для ПАО ""Южный Кузбасс""";https://etpgpb.ru/procedure/tender/etp/1233802-postavka-filtruyuschih-elementov-dlya-azotnyh-kompressornyh-stantsiy-k-burovoy-ustanovke-mb70-dlya-pao-yuzhnyy-kuzbass/;снять как доказательство воздушной машины
7716182080;"ООО ""ДИАЛЛ АЛЬЯНС""";ЭТП ГПБ, по компаниям;ГП147088;холодильного компрессора;Проектирование, изготовление, поставка, выполнение ШМР, ПНР блока холодильного компрессора К-1240С, лот №11П;https://etpgpb.ru/procedure/tender/etp/566108-proektirovanie-izgotovlenie-postavka-vypolnenie-shmr-pnr-bloka-holodilnogo-kompressora-k-1240s-lot-11p/;снять как доказательство воздушной машины
0266048970;"ООО ""ГАЗПРОМ НЕФТЕХИМ САЛАВАТ""";ЭТП ГПБ, по компаниям;ГП468188;азотного компрессора;Поставка запчастей для азотного компрессора;https://etpgpb.ru/procedure/tender/etp/1001452-postavka-zapchastey-dlya-azotnogo-kompressora/;снять как доказательство воздушной машины
0266048970;"ООО ""ГАЗПРОМ НЕФТЕХИМ САЛАВАТ""";ЭТП ГПБ, по компаниям;ГП629515;холодильников компрессора;56316 от 15.05.2026 - Выполнение работ по текущему ремонту холодильников компрессора типа ВШ-3/40 ст. № 3 компрессорной установки ЗРУ-110 кВ №1 ООО «НСТЭЦ»;https://etpgpb.ru/procedure/tender/etp/1251654-56316-ot-15-05-2026-vypolnenie-rabot-po-tekuschemu-remontu-holodilnikov-kompressora-tipa-vsh-3-40-st-3-kompressornoy-ustanovki-zru;снять как доказательство воздушной машины
1102054991;"ООО ""ГАЗПРОМ ПЕРЕРАБОТКА""";ЭТП ГПБ, по компаниям;31806293227;азотной компрессорной;"Поставка передвижной азотной компрессорной установки АКС-15/150-98 для нужд ООО «Газпром переработка»
(0056/ 18/2.2/0018194/ГПереработка/ЗП/ГОС/Э/27.03.2018)";https://etpgpb.ru/procedure/tender/gaz/109518-postavka-peredvizhnoy-azotnoy-kompressornoy-ustanovki-aks-15-150-98-dlya-nuzhd-ooo-gazprom-pererabotka-0056-18-2-2-0018194-gpererab;снять как доказательство воздушной машины
7728171283;"ФГУП ""НПЦАП""";ЭТП ГПБ, по компаниям;31807342123;Газовый компрессор;Газовый компрессор в комплекте с охладителем газа – 1 штука;https://etpgpb.ru/procedure/tender/etp/195856-gazovyy-kompressor-v-komplekte-s-ohladitelem-gaza-1-shtuka/;снять как доказательство воздушной машины
5001071638;"ООО ""КРИОГАЗ"" (ИНН 5001071638)";ЭТП ГПБ, по компаниям;ГП012785;азотных компрессоров;Перенос АВО азотных компрессоров на Азотной станции в г.Кирово-Чепецк;https://etpgpb.ru/procedure/tender/etp/422400-perenos-avo-azotnyh-kompressorov-na-azotnoy-stantsii-v-g-kirovo-chepetsk/;снять как доказательство воздушной машины
5501177142;"ООО ""ГАЗПРОМНЕФТЬ - КС""";ЭТП ГПБ, по компаниям;АП074569;аммиачная компрессорная;"Открытый отбор организации, способной оказать услуги по сервисному обслуживанию и ремонту вентиляционного оборудования объектов ООО ""Газпромнефть-КС"": КПП тит. 5106, ЗРУ-0,4кВ тит. 6409, БОВ тит. 6505, ТП-159 тит. 6511, ";https://etpgpb.ru/procedure/tender/etp/984554-otkrytyy-otbor-organizatsii-sposobnoy-okazat-uslugi-po-servisnomu-obsluzhivaniyu-i-remontu-ventilyatsionnogo-oborudovaniya-obektov-;снять как доказательство воздушной машины
0266048970;"ООО ""ГАЗПРОМ НЕФТЕХИМ САЛАВАТ""";ЭТП ГПБ, по компаниям;ГПК209587;азотного компрессора;1478/20.09.22/КО/Э Поставка запчастей для азотного компрессора;https://etpgpb.ru/procedure/tender/gaz/188934-1478-20-09-22-ko-e-postavka-zapchastey-dlya-azotnogo-kompressora/;снять как доказательство воздушной машины
0266048970;"ООО ""ГАЗПРОМ НЕФТЕХИМ САЛАВАТ""";ЭТП ГПБ, по компаниям;ГПК211616;азотного компрессора;"1768/21.11.22/КО/Э Поставка запчастей для азотного компрессора для нужд ООО ""Газпром нефтехим Салават""";https://etpgpb.ru/procedure/tender/gaz/192754-1768-21-11-22-ko-e-postavka-zapchastey-dlya-azotnogo-kompressora-dlya-nuzhd-ooo-gazprom-neftehim-salavat/;снять как доказательство воздушной машины
5003026493;"ООО ""ГАЗПРОМ БУРЕНИЕ""";ЭТП ГПБ, по компаниям;ГП537786;азотной компрессорной;Оказание услуг по капитальному ремонту азотной компрессорной установки;https://etpgpb.ru/procedure/tender/etp/1073242-okazanie-uslug-po-kapitalnomu-remontu-azotnoy-kompressornoy-ustanovki/;снять как доказательство воздушной машины
5908007560;"АО ""ГАЛОПОЛИМЕР ПЕРМЬ""";Росэлторг;;холодильный компрессор;Запчасти на холодильный компрессор ДАОН-350П.;https://www.roseltorg.ru/procedure/141/1;снять как доказательство воздушной машины
6227007322;"АО ""РНПК""";ТЭК-Торг;РН60704315;газового компрессора;Запрос ТКП на Клапаны газового компрессора;https://www.tektorg.ru/rosnefttkp/procedures/19457954;снять как доказательство воздушной машины
2443000518;"АО ""АНПЗ ВНК""";ТЭК-Торг;РН50504206;Азотная компрессорная;"Выполнение строительно-монтажных работ по проекту: ""Комбинированная установка гидрокрекинга, тит. 4012/2,3. Блок № 022. Производство водорода. Компрессорная с наружной аппаратурой. Блок № 039. Азотная компрессорная""";https://www.tektorg.ru/rosnefttkp/procedures/13942496;снять как доказательство воздушной машины
