nomer;predmet;tip;zakazchik;zakazchik_inn;organizator;organizator_inn;cena;data_nachala;data_okonchaniya;status;region;ssylka;centrobezhnyy_predmet;klyuch;istochnik;data_sbora
4030966;Поставка расходного материала медицинского назначения Небулайзер Omron Compare Pro NE-C2- компрессорный;закупка по потребностям;"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ТЮМЕНСКОЙ ОБЛАСТИ ""ОБЛАСТНАЯ БОЛЬНИЦА № 12"" (Г.ЗАВОДОУКОВСК)";7215004008;;;22200;15.04.2022;19.04.2022;Прием предложений завершен;обл Тюменская;https://zakupki.mos.ru/need/4030966;нет;компрессорная;zakupki.mos.ru/api/Cssp/Purchase/Query;2026-07-30
604652;Поставка расходных материалов для компрессорной установки для нужд ГБУЗ ПК «ГКБ им. М.А. Тверье»;закупка по потребностям;"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ПЕРМСКОГО КРАЯ ""ГОРОДСКАЯ КЛИНИЧЕСКАЯ БОЛЬНИЦА ИМ. М.А. ТВЕРЬЕ""";5905059183;;;54391.64;12.08.2019;12.08.2019;Прием предложений завершен;край Пермский;https://zakupki.mos.ru/need/604652;нет;компрессорная;zakupki.mos.ru/api/Cssp/Purchase/Query;2026-07-30
0573200002418000470;Поставка компрессорного оборудования для нужд филиала Сокольнический вагоноремонтно-строительный завод «СВАРЗ» ГУП «Мосгортранс»;конкурентная процедура;Государственное унитарное предприятие города Москвы «Мосгортранс»;7705002602;;;999333.32;19.04.2018;11.05.2018;Завершены;г Москва;https://zakupki.mos.ru/tender/1518245;нет;компрессорная;zakupki.mos.ru/api/Cssp/Purchase/Query;2026-07-30
5629726;Расходные материалы (фильтра) для проведения технического обслуживания компрессорного оборудования Spitzenreiter S-EKO 150 DF;B2B;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЮЖНЫЙ ЦЕНТР СУДОСТРОЕНИЯ И СУДОРЕМОНТА""";3023004670;;;26130;26.08.2025;29.08.2025;Отменена;г Москва;https://zakupki.mos.ru/need/5629726;нет;компрессорная;zakupki.mos.ru/api/Cssp/Purchase/Query;2026-07-30
10142504;Поставка товара (электронная книга, кулер напольный, компрессорный), согласно приложения № 1, приложения № 2 к договору;котировочная сессия;"МУНИЦИПАЛЬНОЕ АВТОНОМНОЕ УЧРЕЖДЕНИЕ ""ЦЕНТРАЛИЗОВАННАЯ БИБЛИОТЕЧНАЯ СИСТЕМА ПЕРМСКОГО МУНИЦИПАЛЬНОГО ОКРУГА""";5948069651;;;65741.5;05.03.2026;06.03.2026;Проведена; Пермский край;https://zakupki.mos.ru/auction/10142504;нет;компрессорная;zakupki.mos.ru/api/Cssp/Purchase/Query;2026-07-30
5527157;Выполнение работ по капитальному ремонту трубопровода условно чистого цикла от насосной до компрессорной №2 ПАО ЧКПЗ;B2B;ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ЧЕЛЯБИНСКИЙ КУЗНЕЧНО-ПРЕССОВЫЙ ЗАВОД;7449006184;;;;05.06.2025;11.06.2025;Отменена;;https://zakupki.mos.ru/need/5527157;нет;компрессорная;zakupki.mos.ru/api/Cssp/Purchase/Query;2026-07-30
5367329;Услуга по выполнению электромонтажных работ по подводу коммуникаций и подключение компрессорной станции к системе электроснабжения г. Кингисепп;B2B;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ДЕПО-ЕВРОХИМ""";2631031004;;;;04.03.2025;10.03.2025;Прием предложений завершен;г Москва;https://zakupki.mos.ru/need/5367329;нет;компрессорная;zakupki.mos.ru/api/Cssp/Purchase/Query;2026-07-30
4540765;Образовательные услуги по дополнительной профессиональной программе повышения квалификации «Основы безопасной эксплуатации стационарной компрессорной установки»;закупка по потребностям;"САНКТ-ПЕТЕРБУРГСКОЕ ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ПОЖАРНО-СПАСАТЕЛЬНЫЙ ОТРЯД ПРОТИВОПОЖАРНОЙ СЛУЖБЫ САНКТ-ПЕТЕРБУРГА ПО МОСКОВСКОМУ РАЙОНУ САНКТ-ПЕТЕРБУРГА""";7810041390;;;3033.33;07.06.2023;08.06.2023;Прием предложений завершен;г Санкт-Петербург;https://zakupki.mos.ru/need/4540765;нет;компрессорная;zakupki.mos.ru/api/Cssp/Purchase/Query;2026-07-30
5676671;Поставка напольного кулера с компрессорным охлаждением для нужд ГБПОУ МО «ОЗЖТ имени В.И. Бондаренко»;закупка по потребностям;"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ПРОФЕССИОНАЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ МОСКОВСКОЙ ОБЛАСТИ ""ОРЕХОВО-ЗУЕВСКИЙ ЖЕЛЕЗНОДОРОЖНЫЙ ТЕХНИКУМ ИМЕНИ В.И. БОНДАРЕНКО""";5034082628;;;24000;30.09.2025;01.10.2025;Прием предложений завершен;обл Московская;https://zakupki.mos.ru/need/5676671;нет;компрессорная;zakupki.mos.ru/api/Cssp/Purchase/Query;2026-07-30
5634482;Расходные материалы (сепаратор) для проведения технического обслуживания компрессорного оборудования Spitzenreiter S-EKO 150 DF;B2B;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЮЖНЫЙ ЦЕНТР СУДОСТРОЕНИЯ И СУДОРЕМОНТА""";3023004670;;;42525;26.08.2025;01.09.2025;Прием предложений завершен;г Москва;https://zakupki.mos.ru/need/5634482;нет;компрессорная;zakupki.mos.ru/api/Cssp/Purchase/Query;2026-07-30
5498889;Приобретение Компрессорной станции ПКСА-10250 на шасси КАМАЗ-43118 (или аналога) в количестве 1 (одной) единицы;B2B;"АКЦИОНЕРНОЕ ОБЩЕСТВО ТРАНСПОРТНАЯ КОМПАНИЯ ""СПЕЦНЕФТЕТРАНС""";7723617944;;;;19.05.2025;02.06.2025;Прием предложений завершен;г Москва;https://zakupki.mos.ru/need/5498889;нет;компрессорная;zakupki.mos.ru/api/Cssp/Purchase/Query;2026-07-30
4866524;Услуги по проведению технического обслуживания и поставку комплектующих для Дожимных компрессорных станций участка ПГЭС АО «Мордовцемент»;B2B;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЦЕМРОС""";7708117908;;;;12.02.2024;19.02.2024;Прием предложений завершен;г Москва;https://zakupki.mos.ru/need/4866524;нет;компрессорная;zakupki.mos.ru/api/Cssp/Purchase/Query;2026-07-30
3801659;"Поставка оборудования для компрессорной установки ЗИФ 5/10 для нужд филиала ГУП МО ""КСМО"" ""ОЗВК""";закупка по потребностям;"ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ МОСКОВСКОЙ ОБЛАСТИ ""КОММУНАЛЬНЫЕ СИСТЕМЫ МОСКОВСКОЙ ОБЛАСТИ""";5034065171;;;61410;20.09.2021;22.09.2021;Прием предложений завершен;обл Московская;https://zakupki.mos.ru/need/3801659;нет;компрессорная;zakupki.mos.ru/api/Cssp/Purchase/Query;2026-07-30
0373200099715000673;Аукцион в электронной форме на право заключения контракта на поставку расходных материалов для обеспечения компрессорных и вакуумных установок;конкурентная процедура;Государственное бюджетное учреждение здравоохранения города Москвы «Морозовская детская городская клиническая больница Департамента здравоохранения города Москвы»;7705039232;;;508379;;12.01.2016;Работа комиссии;г Москва;https://zakupki.mos.ru/tender/1217273;нет;компрессорная;zakupki.mos.ru/api/Cssp/Purchase/Query;2026-07-30
4479877;Работы по переносу компрессорно-конденсаторного блока приточно-вытяжной установки на кровлю и монтажу летней вставки рекуператора;закупка по потребностям;"САНКТ-ПЕТЕРБУРГСКОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ КУЛЬТУРЫ ""САНКТ-ПЕТЕРБУРГСКИЙ ГОСУДАРСТВЕННЫЙ АКАДЕМИЧЕСКИЙ СИМФОНИЧЕСКИЙ ОРКЕСТР""";7808010330;;;267200;12.04.2023;13.04.2023;Прием предложений завершен;г Санкт-Петербург;https://zakupki.mos.ru/need/4479877;нет;компрессорная;zakupki.mos.ru/api/Cssp/Purchase/Query;2026-07-30
4477620;Работы по переносу компрессорно-конденсаторного блока приточно-вытяжной установки на кровлю и монтажу летней вставки рекуператора;закупка по потребностям;"САНКТ-ПЕТЕРБУРГСКОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ КУЛЬТУРЫ ""САНКТ-ПЕТЕРБУРГСКИЙ ГОСУДАРСТВЕННЫЙ АКАДЕМИЧЕСКИЙ СИМФОНИЧЕСКИЙ ОРКЕСТР""";7808010330;;;267200;11.04.2023;12.04.2023;Прием предложений завершен;г Санкт-Петербург;https://zakupki.mos.ru/need/4477620;нет;компрессорная;zakupki.mos.ru/api/Cssp/Purchase/Query;2026-07-30
4399618;Оказание услуг по ремонту электродвигателя компрессорной станции медицинского воздуха Renner RSDK TOP 7.5;закупка по потребностям;"САНКТ-ПЕТЕРБУРГСКОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""ДЕТСКАЯ ГОРОДСКАЯ БОЛЬНИЦА №17 СВЯТИТЕЛЯ НИКОЛАЯ ЧУДОТВОРЦА""";7826666206;;;41000;07.02.2023;08.02.2023;Прием предложений завершен;г Санкт-Петербург;https://zakupki.mos.ru/need/4399618;нет;компрессорная;zakupki.mos.ru/api/Cssp/Purchase/Query;2026-07-30
0173200002619000145;Оказание услуг по техническому освидетельствованию баллонов ресиверов компрессорных установок автомобилей баз ГДЗС (АБГ 3);конкурентная процедура;Департамент по делам гражданской обороны, чрезвычайным ситуациям и пожарной безопасности города Москвы;7710474791;;;955200;26.06.2019;08.07.2019;Завершены;г Москва;https://zakupki.mos.ru/tender/29773586;нет;компрессорная;zakupki.mos.ru/api/Cssp/Purchase/Query;2026-07-30
0573200002418001030;"Поставка моторных, трансмиссионных, гидравлических и компрессорных масел для нужд филиала Служба заказных перевозок ГУП ""Мосгортранс""";конкурентная процедура;Государственное унитарное предприятие города Москвы «Мосгортранс»;7705002602;;;853680.44;19.07.2018;27.07.2018;Завершены;г Москва;https://zakupki.mos.ru/tender/1566528;нет;компрессорная;zakupki.mos.ru/api/Cssp/Purchase/Query;2026-07-30
5589783;Паяльная цифровая станция 2 в 1 с компрессорным феном и паяльником 220 В 750 Вт с держателем;B2B;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СЕРВИС ИНЖИНИРИНГ СИСТЕМС""";3849096450;;;;24.07.2025;28.07.2025;Прием предложений завершен;г Москва;https://zakupki.mos.ru/need/5589783;нет;компрессорная;zakupki.mos.ru/api/Cssp/Purchase/Query;2026-07-30
3513781;Поставка компрессорного небулайзера, ингалятора Omron Comp Air NE-C28 Plus (NE-C28P-RU);закупка по потребностям;Государственное казенное учреждение социального обслуживания Краснодарского края «Лабинский детский дом-интернат»;2314013734;;;6851.38;10.09.2020;15.09.2020;Прием предложений завершен;край Краснодарский;https://zakupki.mos.ru/need/3513781;нет;компрессорная;zakupki.mos.ru/api/Cssp/Purchase/Query;2026-07-30
0373200099715000225;Аукцион в электронной форме на право заключения контракта на поставку расходных материалов для обеспечения компрессорных и вакуумных установок;конкурентная процедура;Государственное бюджетное учреждение здравоохранения города Москвы «Морозовская детская городская клиническая больница Департамента здравоохранения города Москвы»;7705039232;;;466864;;17.07.2015;Завершены;г Москва;https://zakupki.mos.ru/tender/1156774;нет;компрессорная;zakupki.mos.ru/api/Cssp/Purchase/Query;2026-07-30
0373200152819000187;"Подготовка помещений под размещение ИБП и компрессорной установки для нужд ГБУЗ ""ГКБ им. А.К. Ерамишанцева ДЗМ""";конкурентная процедура;Государственное бюджетное учреждение здравоохранения города Москвы «Городская клиническая больница имени А.К. Ерамишанцева Департамента здравоохранения города Москвы»;7716035705;;;1557440.97;20.06.2019;28.06.2019;Завершены;г Москва;https://zakupki.mos.ru/tender/2701517;нет;компрессорная;zakupki.mos.ru/api/Cssp/Purchase/Query;2026-07-30
0373200074817000449;Выполнение работ по диагностике, ремонту компрессорного оборудования для нужд ГКБ №1 им.Н.И. Пирогова;конкурентная процедура;ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ ГОРОДСКАЯ КЛИНИЧЕСКАЯ БОЛЬНИЦА № 1 ИМ. Н.И.ПИРОГОВА ДЕПАРТАМЕНТА ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ;7706055854;;;1594354.8;27.12.2017;11.01.2018;Завершены;г Москва;https://zakupki.mos.ru/tender/1468747;нет;компрессорная;zakupki.mos.ru/api/Cssp/Purchase/Query;2026-07-30
9976862;Техническое обслуживание и ремонт винтового компрессорного оборудования системы обеспечения сжатым воздухом электродепо метрополитена, шт;котировочная сессия;Акционерное общество «Мослифт»;7714941510;;;160380;14.05.2025;14.05.2025;Проведена;г Москва;https://zakupki.mos.ru/auction/9976862;нет;компрессорная;zakupki.mos.ru/api/Cssp/Purchase/Query;2026-07-30
4941896;"Поставка оборудования для мастерской по специальности ""Монтаж, техническая эксплуатация и ремонт холодильно-компрессорных и теплонасосных машин и установок """;закупка по потребностям;"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ПРОФЕССИОНАЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ МОСКОВСКОЙ ОБЛАСТИ ""РАМЕНСКИЙ КОЛЛЕДЖ""";5040037729;;;581454;06.04.2024;08.04.2024;Прием предложений завершен;обл Московская;https://zakupki.mos.ru/need/4941896;нет;компрессорная;zakupki.mos.ru/api/Cssp/Purchase/Query;2026-07-30
4401301;Оказание услуг по ремонту электродвигателя компрессорной станции медицинского воздуха Renner RSDK TOP 7.5;закупка по потребностям;"САНКТ-ПЕТЕРБУРГСКОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""ДЕТСКАЯ ГОРОДСКАЯ БОЛЬНИЦА №17 СВЯТИТЕЛЯ НИКОЛАЯ ЧУДОТВОРЦА""";7826666206;;;41400;08.02.2023;09.02.2023;Прием предложений завершен;г Санкт-Петербург;https://zakupki.mos.ru/need/4401301;нет;компрессорная;zakupki.mos.ru/api/Cssp/Purchase/Query;2026-07-30
0373200014215000740;Поставка компрессорно-конденсаторных блоков и шкафов управления с контроллером в префектуру Западного административного округа города Москвы;конкурентная процедура;префектура Западного административного округа города Москвы;7731202301;;;1011911.33;;24.09.2015;Завершены;г Москва;https://zakupki.mos.ru/tender/1151161;нет;компрессорная;zakupki.mos.ru/api/Cssp/Purchase/Query;2026-07-30
4661958;"Поставка запчастей для основной компрессорной станции для нужд ГБУЗ Московской области ""Химкинская ОБ"" в 2023 году";закупка по потребностям;"ГОСУДАРСТВЕННОЕ АВТОНОМНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ МОСКОВСКОЙ ОБЛАСТИ ""ХИМКИНСКАЯ ОБЛАСТНАЯ БОЛЬНИЦА""";5047010074;;;130000;28.09.2023;02.10.2023;Прием предложений завершен;обл Московская;https://zakupki.mos.ru/need/4661958;нет;компрессорная;zakupki.mos.ru/api/Cssp/Purchase/Query;2026-07-30
3735257;Оказание услуг по техническому обслуживанию компрессорной и вакуумной станций (п. 4 ч. 1 ст. 93);закупка по потребностям;"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ПЕРМСКОГО КРАЯ ""ДЕТСКАЯ КЛИНИЧЕСКАЯ БОЛЬНИЦА № 13""";5906152883;;;442225;28.06.2021;28.06.2021;Прием предложений завершен;край Пермский;https://zakupki.mos.ru/need/3735257;нет;компрессорная;zakupki.mos.ru/api/Cssp/Purchase/Query;2026-07-30
0573200002418000184;"Оказание услуг по техническому обслуживанию и ремонту компрессорных установок для нужд филиала Специализированная автобаза ГУП ""Мосгортранс""";конкурентная процедура;Государственное унитарное предприятие города Москвы «Мосгортранс»;7705002602;;;449933.33;01.03.2018;12.03.2018;Завершены;г Москва;https://zakupki.mos.ru/tender/1492032;нет;компрессорная;zakupki.mos.ru/api/Cssp/Purchase/Query;2026-07-30
0573200002417000221;"Оказание услуг по техническому обслуживанию и ремонту компрессорных установок для нужд филиала Специализированная автобаза ГУП ""Мосгортранс""";конкурентная процедура;Государственное унитарное предприятие города Москвы «Мосгортранс»;7705002602;;;450000;20.06.2017;28.06.2017;Завершены;г Москва;https://zakupki.mos.ru/tender/1376939;нет;компрессорная;zakupki.mos.ru/api/Cssp/Purchase/Query;2026-07-30
0373200094120000497;Электронный аукцион на оказание услуг по техническому обслуживанию компрессорных станций ГБУЗ «ГКБ им. В.В. Виноградова ДЗМ»;конкурентная процедура;Государственное бюджетное учреждение здравоохранения города Москвы «Городская клиническая больница имени В.В. Виноградова Департамента здравоохранения города Москвы»;7736048847;;;2593300;11.12.2020;21.12.2020;Завершены;г Москва;https://zakupki.mos.ru/tender/31811247;нет;компрессорная;zakupki.mos.ru/api/Cssp/Purchase/Query;2026-07-30
0373200094119000501;"Электронный аукцион на оказание услуг по техническому обслуживанию компрессорных станций ГБУЗ ""ГКБ им. В.В. Виноградова ДЗМ"".";конкурентная процедура;Государственное бюджетное учреждение здравоохранения города Москвы «Городская клиническая больница имени В.В. Виноградова Департамента здравоохранения города Москвы»;7736048847;;;2552350.8;30.12.2019;09.01.2020;Завершены;г Москва;https://zakupki.mos.ru/tender/30863133;нет;компрессорная;zakupki.mos.ru/api/Cssp/Purchase/Query;2026-07-30
0373500001418000018;Выполнение работ по техническому обслуживанию систем компрессорно-конденсаторный блок (ККБ) и канальных кондиционеров в помещениях ГБУ «Мосгоргеотрест»;конкурентная процедура;Государственное бюджетное учреждение города Москвы «Московский городской трест геолого-геодезических и картографических работ»;7714972558;;;950000;22.05.2018;30.05.2018;Отменены;г Москва;https://zakupki.mos.ru/tender/1533348;нет;компрессорная;zakupki.mos.ru/api/Cssp/Purchase/Query;2026-07-30
0573200007818000040;Оказание услуг по техническому обслуживанию газоохладителей 1-4 ступеней воздушных компрессорных установок 4ВМ10-55/71;конкурентная процедура;ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ГОРОДА МОСКВЫ «ЛИТЕЙНО-ПРОКАТНЫЙ ЗАВОД»;7721261080;;;352381.68;20.02.2018;28.02.2018;Завершены;г Москва;https://zakupki.mos.ru/tender/1485918;нет;компрессорная;zakupki.mos.ru/api/Cssp/Purchase/Query;2026-07-30
10223444;Поставка расходных материалов для технического обслуживания компрессорной станции с воздушным охлаждением CURTIS TOLEDO R/S-30;котировочная сессия;"Государственное бюджетное учреждение здравоохранения Пермского края ""Городская больница г. Соликамск""";5919028210;;;82600;09.06.2026;09.06.2026;Проведена; Пермский край;https://zakupki.mos.ru/auction/10223444;нет;компрессорная;zakupki.mos.ru/api/Cssp/Purchase/Query;2026-07-30
5126264;Приобретение Компрессорных станций СДА 10-251М на шасси Камаз 63501 (или аналогов) в количестве 2 (двух) единиц;B2B;"АКЦИОНЕРНОЕ ОБЩЕСТВО ТРАНСПОРТНАЯ КОМПАНИЯ ""СПЕЦНЕФТЕТРАНС""";7723617944;;;;16.09.2024;30.09.2024;Прием предложений завершен;г Москва;https://zakupki.mos.ru/need/5126264;нет;компрессорная;zakupki.mos.ru/api/Cssp/Purchase/Query;2026-07-30
3766111;"Оказание образовательных услуг по дополнительным образовательным программам повышения квалификации ""Основы безопасной эксплуатации стационарной компрессорной установки""";закупка по потребностям;"САНКТ-ПЕТЕРБУРГСКОЕ ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ПОЖАРНО-СПАСАТЕЛЬНЫЙ ОТРЯД ПРОТИВОПОЖАРНОЙ СЛУЖБЫ САНКТ-ПЕТЕРБУРГА ПО МОСКОВСКОМУ РАЙОНУ САНКТ-ПЕТЕРБУРГА""";7810041390;;;5400;05.08.2021;06.08.2021;Прием предложений завершен;г Санкт-Петербург;https://zakupki.mos.ru/need/3766111;нет;компрессорная;zakupki.mos.ru/api/Cssp/Purchase/Query;2026-07-30
6118314;Оказание услуг по составлению сметной документации на ремонт дожимной компрессорной станции МКС-23 на полигоне ТБО «Кулаковский»;закупка по потребностям;"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""ЭКОЛОГИЯ И ПРИРОДОПОЛЬЗОВАНИЕ ГОРОДСКОГО ОКРУГА ЧЕХОВ""";5048045721;;;39400;24.06.2026;25.06.2026;Прием предложений завершен; Московская область;https://zakupki.mos.ru/need/6118314;нет;компрессорная;zakupki.mos.ru/api/Cssp/Purchase/Query;2026-07-30
10155444;Кулер для воды AEL LC-AEL-770a, напольный, НАГРЕВ/ОХЛАЖДЕНИЕ КОМПРЕССОРНОЕ, 1 кран, белый, 00246;котировочная сессия;Государственное бюджетное учреждение культуры города Москвы «Государственный биологический музей им. К.А.Тимирязева»;7703014401;;;298400;23.03.2026;24.03.2026;Проведена;г Москва;https://zakupki.mos.ru/auction/10155444;нет;компрессорная;zakupki.mos.ru/api/Cssp/Purchase/Query;2026-07-30
5226314;Поставка оборудования по проекту «Модернизация (техническое перевооружение) системы воздухоснабжения АО «КААЗ» для монтажа локальной компрессорной станции»;B2B;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РУСМАШЭНЕРГО-ИНЖИНИРИНГ""";7714658969;;;;25.11.2024;04.12.2024;Прием предложений завершен;г Москва;https://zakupki.mos.ru/need/5226314;нет;компрессорная;zakupki.mos.ru/api/Cssp/Purchase/Query;2026-07-30
31908254940;Открытый аукцион в электронной форме среди субъектов малого и среднего предпринимательства на поставку расходных материалов для компрессорных установок;конкурентная процедура;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ВТЕ ЮГО-ВОСТОК""";7732523241;;;929991.58;;17.09.2019;Завершены;г Москва;https://zakupki.mos.ru/tender/30151323;нет;компрессорная;zakupki.mos.ru/api/Cssp/Purchase/Query;2026-07-30
6058786;Поставка компрессорного ингалятора небулайзера для нужд ГБОУ школы № 703 Московского района Санкт-Петербурга в 2026 году;закупка по потребностям;ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА № 703 МОСКОВСКОГО РАЙОНА САНКТ-ПЕТЕРБУРГА;7810926635;;;9920;07.05.2026;08.05.2026;Прием предложений завершен;г Санкт-Петербург;https://zakupki.mos.ru/need/6058786;нет;компрессорная;zakupki.mos.ru/api/Cssp/Purchase/Query;2026-07-30
5258755;Трубы обсадные, насосно-компрессорные трубы и бурильные трубы, используемые для бурения нефтяных или газовых скважин, электросварные стальные.;B2B;ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ТЯЖПРЕССМАШ;6229009163;;;;03.12.2024;10.12.2024;Отменена;;https://zakupki.mos.ru/need/5258755;нет;компрессорная;zakupki.mos.ru/api/Cssp/Purchase/Query;2026-07-30
5174444;Изготовление и монтаж металлоконструкций перекрытий технологических и кабельных лотков в западном пролете компрессорной №1 энергоцеха ПАО ЧКПЗ;B2B;ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ЧЕЛЯБИНСКИЙ КУЗНЕЧНО-ПРЕССОВЫЙ ЗАВОД;7449006184;;;;23.10.2024;30.10.2024;Прием предложений завершен;;https://zakupki.mos.ru/need/5174444;нет;компрессорная;zakupki.mos.ru/api/Cssp/Purchase/Query;2026-07-30
5126118;Образовательные услуги по реализации дополнительной профессиональной программы повышения квалификации «Машинист компрессорных установок» Периодическая проверка знаний;закупка по потребностям;"САНКТ-ПЕТЕРБУРГСКОЕ ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ПОЖАРНО-СПАСАТЕЛЬНЫЙ ОТРЯД ИМЕНИ КНЯЗЯ А.Д.ЛЬВОВА ПРОТИВОПОЖАРНОЙ СЛУЖБЫ САНКТ-ПЕТЕРБУРГА ПО ПЕТРОДВОРЦОВОМУ РАЙОНУ САНКТ-П";7819304519;;;6000;16.09.2024;17.09.2024;Прием предложений завершен;г Санкт-Петербург;https://zakupki.mos.ru/need/5126118;нет;компрессорная;zakupki.mos.ru/api/Cssp/Purchase/Query;2026-07-30
4936206;Выполнение работ по замене покрытия плоских кровель РТП-1, ТП-2 и компрессорного блока ТО и ТС;B2B;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТУАПСИНСКИЙ БАЛКЕРНЫЙ ТЕРМИНАЛ""";2322027681;;;;02.04.2024;10.04.2024;Прием предложений завершен;г Москва;https://zakupki.mos.ru/need/4936206;нет;компрессорная;zakupki.mos.ru/api/Cssp/Purchase/Query;2026-07-30
4600112;"Поставка фильтрующих элементов для осушителей компрессорной станции для нужд ГБУЗ Московской области ""Химкинская ОБ"" в 2023 году";закупка по потребностям;"ГОСУДАРСТВЕННОЕ АВТОНОМНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ МОСКОВСКОЙ ОБЛАСТИ ""ХИМКИНСКАЯ ОБЛАСТНАЯ БОЛЬНИЦА""";5047010074;;;82000;31.07.2023;31.07.2023;Прием предложений завершен;обл Московская;https://zakupki.mos.ru/need/4600112;нет;компрессорная;zakupki.mos.ru/api/Cssp/Purchase/Query;2026-07-30
4099574;"Поставка расходных материалов для имеющейся у заказчика компрессорной установки KAISER SK19 для нужд СПб ГБУЗ ""СП №29""";закупка по потребностям;"САНКТ-ПЕТЕРБУРГСКОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""СТОМАТОЛОГИЧЕСКАЯ ПОЛИКЛИНИКА № 29""";7816050390;;;68962.33;14.06.2022;15.06.2022;Прием предложений завершен;г Санкт-Петербург;https://zakupki.mos.ru/need/4099574;нет;компрессорная;zakupki.mos.ru/api/Cssp/Purchase/Query;2026-07-30
0373200186717000006;"Аукцион в электронной форме на право заключения договора на поставку масел компрессорных для нужд ГБУ ""СШОР №1"" Москомспорта";конкурентная процедура;Государственное бюджетное учреждение города Москвы «Спортивная школа олимпийского резерва № 1» Департамента спорта города Москвы;7712102510;;;129723.36;05.06.2017;13.06.2017;Завершены;г Москва;https://zakupki.mos.ru/tender/1378494;нет;компрессорная;zakupki.mos.ru/api/Cssp/Purchase/Query;2026-07-30
10220808;Поставка расходных материалов для технического обслуживания компрессорной станции с воздушным охлаждением CURTIS TOLEDO R/S-30;котировочная сессия;"Государственное бюджетное учреждение здравоохранения Пермского края ""Городская больница г. Соликамск""";5919028210;;;78000;05.06.2026;08.06.2026;Проведена; Пермский край;https://zakupki.mos.ru/auction/10220808;нет;компрессорная;zakupki.mos.ru/api/Cssp/Purchase/Query;2026-07-30
