inn;marka_zapisana;pochemu_eto_poziciya;tekst;chem_dokazano;ssylka;istochnik
5501041254;Т-3/3;в цитате эта строка стоит после «поз.»/«техн. №»;техническое устройство, применяемое на опасном производственном объекте: Площадка установки изомеризации легких бензиновых фракций Изомалк-2, I класс опасности, рег. № А61-01219-0089, Сырьевой теплообменник изомеризации,;заключение ЭПБ № 61-ТУ-58518-2023;https://monitor-pb.ru/conclusion/61-%D0%A2%D0%A3-58518-2023;реестр заключений ЭПБ, monitor-pb.ru
5501041254;ВО-2/2;в цитате эта строка стоит после «поз.»/«техн. №»;"Заключение экспертизы промышленной безопасности на техническое устройство: Воздухоохладитель поз. ВО-2/2 (зав. №252, рег. № 60) установка АКУ производства № 4, АО ""Газпромнефть-ОНПЗ"" расположенный на опасном производстве";заключение ЭПБ № 55-ТУ-786515-2026;https://monitor-pb.ru/conclusion/55-%D0%A2%D0%A3-786515-2026;реестр заключений ЭПБ, monitor-pb.ru
5501041254;ВО-2/1;в цитате эта строка стоит после «поз.»/«техн. №»;"Заключение экспертизы промышленной безопасности на техническое устройство: Воздухоохладитель поз. ВО-2/1 (зав. №251, рег. № 59) установка АКУ производства № 4, АО ""Газпромнефть-ОНПЗ"" расположенный на опасном производстве";заключение ЭПБ № 55-ТУ-786517-2026;https://monitor-pb.ru/conclusion/55-%D0%A2%D0%A3-786517-2026;реестр заключений ЭПБ, monitor-pb.ru
5501041254;Б-10;в цитате эта строка стоит после «поз.»/«техн. №»;"техническое устройство ""Теплообменник системы охлаждения торцевых уплотнений технологического насоса"", поз. Б-10; зав. № 13054; рег. № 38 ""Площадка установки ""Причал"", рег. № А61-01219-0091, класс опасности - III, Товарн";заключение ЭПБ № 61-ТУ-40339-2024;https://monitor-pb.ru/conclusion/61-%D0%A2%D0%A3-40339-2024;реестр заключений ЭПБ, monitor-pb.ru
5501041254;Б-4-1;в цитате эта строка стоит после «поз.»/«техн. №»;"техническое устройство ""Бачок торцевых уплотнений насоса Н-4"", поз. Б-4-1; зав. № 12996; рег. № 43 ""Склад сырьевой товарно-реагентного хозяйства (ТРХ)"", рег. № А61-01219-0066, класс опасности - I, Производство № 4, АО ""Г";заключение ЭПБ № 61-ТУ-00087-2025;https://monitor-pb.ru/conclusion/61-%D0%A2%D0%A3-00087-2025;реестр заключений ЭПБ, monitor-pb.ru
5501041254;Б-4-2;в цитате эта строка стоит после «поз.»/«техн. №»;"техническое устройство ""Бачок торцевых уплотнений насоса Н-4"", поз. Б-4-2; зав. № 13006; рег. № 44 ""Склад сырьевой товарно-реагентного хозяйства (ТРХ)"", рег. № А61-01219-0066, класс опасности - I, Производство № 4, АО ""Г";заключение ЭПБ № 61-ТУ-00287-2025;https://monitor-pb.ru/conclusion/61-%D0%A2%D0%A3-00287-2025;реестр заключений ЭПБ, monitor-pb.ru
5501041254;Б-1-1;в цитате эта строка стоит после «поз.»/«техн. №»;"техническое устройство ""Бачок торцевых уплотнений насоса Н-1"", поз. Б-1-1; зав. № 13057; рег. № 36 ""Склад сырьевой товарно-реагентного хозяйства (ТРХ)"", рег. № А61-01219-0066, класс опасности - I, Производство № 4, АО ""Г";заключение ЭПБ № 61-ТУ-00307-2025;https://monitor-pb.ru/conclusion/61-%D0%A2%D0%A3-00307-2025;реестр заключений ЭПБ, monitor-pb.ru
5501041254;Б-1-2;в цитате эта строка стоит после «поз.»/«техн. №»;"техническое устройство ""Бачок торцевых уплотнений насоса Н-1"", поз. Б-1-2; зав. № 13064; рег. № 37 ""Склад сырьевой товарно-реагентного хозяйства (ТРХ)"", рег. № А61-01219-0066, класс опасности - I, Производство № 4, АО ""Г";заключение ЭПБ № 61-ТУ-00311-2025;https://monitor-pb.ru/conclusion/61-%D0%A2%D0%A3-00311-2025;реестр заключений ЭПБ, monitor-pb.ru
5501041254;Б-1-3;в цитате эта строка стоит после «поз.»/«техн. №»;"техническое устройство ""Бачок торцевых уплотнений насоса Н-1"", поз. Б-1-3; зав. № 12926; рег. № 61 ""Склад сырьевой товарно-реагентного хозяйства (ТРХ)"", рег. № А61-01219-0066, класс опасности - I, Производство № 4, титул";заключение ЭПБ № 61-ТУ-00303-2025;https://monitor-pb.ru/conclusion/61-%D0%A2%D0%A3-00303-2025;реестр заключений ЭПБ, monitor-pb.ru
5501041254;Б-2-3;в цитате эта строка стоит после «поз.»/«техн. №»;"техническое устройство ""Бачок торцевых уплотнений насоса Н-2"", поз. Б-2-3; зав. № 14856; рег. № 62 ""Склад сырьевой товарно-реагентного хозяйства (ТРХ)"", рег. № А61-01219-0066, класс опасности - I, Производство № 4, титул";заключение ЭПБ № 61-ТУ-00306-2025;https://monitor-pb.ru/conclusion/61-%D0%A2%D0%A3-00306-2025;реестр заключений ЭПБ, monitor-pb.ru
5501041254;Б-17/2;в цитате эта строка стоит после «поз.»/«техн. №»;техническое устройство, применяемое на опасном производственном объекте: База товарно-сырьевая №2, I класс опасности, рег. №А61-01219-0002 Теплообменник системы охлаждения торцевых уплотнений технологического насоса CO-1;заключение ЭПБ № 61-ТУ-21794-2024;https://monitor-pb.ru/conclusion/61-%D0%A2%D0%A3-21794-2024;реестр заключений ЭПБ, monitor-pb.ru
5501041254;Б-22/2;в цитате эта строка стоит после «поз.»/«техн. №»;техническое устройство, применяемое на опасном производственном объекте: База товарно-сырьевая №2, I класс опасности, рег. №А61-01219-0002 Теплообменник системы охлаждения торцевых уплотнений технологического насоса CO-1;заключение ЭПБ № 61-ТУ-21795-2024;https://monitor-pb.ru/conclusion/61-%D0%A2%D0%A3-21795-2024;реестр заключений ЭПБ, monitor-pb.ru
5501041254;Б-29/1;в цитате эта строка стоит после «поз.»/«техн. №»;техническое устройство, применяемое на опасном производственном объекте: База товарно-сырьевая №2, I класс опасности, рег. №А61-01219-0002 Теплообменник системы охлаждения торцевых уплотнений технологического насоса CO-1;заключение ЭПБ № 61-ТУ-21800-2024;https://monitor-pb.ru/conclusion/61-%D0%A2%D0%A3-21800-2024;реестр заключений ЭПБ, monitor-pb.ru
5501041254;Б-26/1;в цитате эта строка стоит после «поз.»/«техн. №»;техническое устройство, применяемое на опасном производственном объекте: База товарно-сырьевая №2, I класс опасности, рег. №А61-01219-0002 Теплообменник системы охлаждения торцевых уплотнений технологического насоса CO-1;заключение ЭПБ № 61-ТУ-21804-2024;https://monitor-pb.ru/conclusion/61-%D0%A2%D0%A3-21804-2024;реестр заключений ЭПБ, monitor-pb.ru
5501041254;Б-17/1;в цитате эта строка стоит после «поз.»/«техн. №»;техническое устройство, применяемое на опасном производственном объекте: База товарно-сырьевая №2, I класс опасности, рег. №А61-01219-0002 Теплообменник системы охлаждения торцевых уплотнений технологического насоса CO-1;заключение ЭПБ № 61-ТУ-21808-2024;https://monitor-pb.ru/conclusion/61-%D0%A2%D0%A3-21808-2024;реестр заключений ЭПБ, monitor-pb.ru
5501041254;Б-22/1;в цитате эта строка стоит после «поз.»/«техн. №»;техническое устройство, применяемое на опасном производственном объекте: База товарно-сырьевая №2, I класс опасности, рег. №А61-01219-0002 Теплообменник системы охлаждения торцевых уплотнений технологического насоса CO-1;заключение ЭПБ № 61-ТУ-21820-2024;https://monitor-pb.ru/conclusion/61-%D0%A2%D0%A3-21820-2024;реестр заключений ЭПБ, monitor-pb.ru
5501041254;Б-26/2;в цитате эта строка стоит после «поз.»/«техн. №»;техническое устройство, применяемое на опасном производственном объекте: База товарно-сырьевая №2, I класс опасности, рег. №А61-01219-0002 Теплообменник системы охлаждения торцевых уплотнений технологического насоса CO-1;заключение ЭПБ № 61-ТУ-21830-2024;https://monitor-pb.ru/conclusion/61-%D0%A2%D0%A3-21830-2024;реестр заключений ЭПБ, monitor-pb.ru
5501041254;Б-29/2;в цитате эта строка стоит после «поз.»/«техн. №»;техническое устройство, применяемое на опасном производственном объекте: База товарно-сырьевая №2, I класс опасности, рег. №А61-01219-0002 Теплообменник системы охлаждения торцевых уплотнений технологического насоса CO-1;заключение ЭПБ № 61-ТУ-21835-2024;https://monitor-pb.ru/conclusion/61-%D0%A2%D0%A3-21835-2024;реестр заключений ЭПБ, monitor-pb.ru
5501085734;С-811;в цитате эта строка стоит после «поз.»/«техн. №»;Заключение № 0832/2024-ТУ экспертизы промышленной безопасности технического устройства, применяемого на опасном производственном объекте Наименование объекта экспертизы: Воздуходувка модель А2379989 поз. №С-811, сер.№SV5;заключение ЭПБ № 61-ТУ-05785-2025;https://monitor-pb.ru/conclusion/61-%D0%A2%D0%A3-05785-2025;реестр заключений ЭПБ, monitor-pb.ru
5905018998;Н-18/1;в цитате эта строка стоит после «поз.»/«техн. №»;Электронасос центробежный герметичный типа 1ЦГ 100/32К-11-2-У2, зав. № 475, поз. Н-18/1;заключение ЭПБ № 48-ТУ-36243-2020;https://monitor-pb.ru/conclusion/48-%D0%A2%D0%A3-36243-2020;реестр заключений ЭПБ, monitor-pb.ru
5905018998;Н-317/1;в цитате эта строка стоит после «поз.»/«техн. №»;«Изменение обвязки подпорного бачка на торцевое уплотнение насоса поз. Н-317/1», шифр ПЭCиП-4042, ЗАО «Сибур-Химпром»;заключение ЭПБ № 48-ТП-06486-2016;https://monitor-pb.ru/conclusion/48-%D0%A2%D0%9F-06486-2016;реестр заключений ЭПБ, monitor-pb.ru
5905099475;Н-11;в цитате эта строка стоит после «поз.»/«техн. №»;насос поз. Н-11 (1 п.) марки НК-200/120-210 (инв. №111955);заключение ЭПБ № 48-ТУ-43471-2019;https://monitor-pb.ru/conclusion/48-%D0%A2%D0%A3-43471-2019;реестр заключений ЭПБ, monitor-pb.ru
5905099475;В-701;в цитате эта строка стоит после «поз.»/«техн. №»;воздуходувка поз. В-701 марки Fulton (инв. №2316041625);заключение ЭПБ № 48-ТУ-18200-2025;https://monitor-pb.ru/conclusion/48-%D0%A2%D0%A3-18200-2025;реестр заключений ЭПБ, monitor-pb.ru
5905099475;С-1/1;в цитате эта строка стоит после «поз.»/«техн. №»;сосуд поз. С-1/1 (зав. №140290, рег. №62463) установки 35-6/300, эксплуатируемый на опасном производственном объекте «Площадка установки каталитического риформинга бензинов с блоком гидроочистки бензиновых фракций 35-20»;заключение ЭПБ № 48-ТУ-18647-2020;https://monitor-pb.ru/conclusion/48-%D0%A2%D0%A3-18647-2020;реестр заключений ЭПБ, monitor-pb.ru
5905099475;Н-205;в цитате эта строка стоит после «поз.»/«техн. №»;насос поз. Н-205 марки НДГ 1,0РЭ2500/4КВ (инв. № 2316040397) установки 35-8/300б, эксплуатируемый на опасном производственном объекте «Площадка установки каталитического риформинга 35-8/300б», рег. №А48-03180-0035, ООО «;заключение ЭПБ № 48-ТУ-11701-2022;https://monitor-pb.ru/conclusion/48-%D0%A2%D0%A3-11701-2022;реестр заключений ЭПБ, monitor-pb.ru
5905099475;Н-206;в цитате эта строка стоит после «поз.»/«техн. №»;насос поз. Н-206 марки НДГ 1,0РЭ2500/4КВ (инв. № 2316040398) установки 35-8/300б, эксплуатируемый на опасном производственном объекте «Площадка установки каталитического риформинга 35-8/300б», рег. №А48-03180-0035, ООО «;заключение ЭПБ № 48-ТУ-11702-2022;https://monitor-pb.ru/conclusion/48-%D0%A2%D0%A3-11702-2022;реестр заключений ЭПБ, monitor-pb.ru
5905099475;Н-209;в цитате эта строка стоит после «поз.»/«техн. №»;насос поз. Н-209 марки НДГ 1,0РЭ2500/12КВ (инв. № 2316040395) установки 35-8/300б, эксплуатируемый на опасном производственном объекте «Площадка установки каталитического риформинга 35-8/300б», рег. №А48-03180-0035, ООО ;заключение ЭПБ № 48-ТУ-11703-2022;https://monitor-pb.ru/conclusion/48-%D0%A2%D0%A3-11703-2022;реестр заключений ЭПБ, monitor-pb.ru
5905099475;Н-210;в цитате эта строка стоит после «поз.»/«техн. №»;насос поз. Н-210 марки НДГ 1,0РЭ2500/12КВ (инв. № 2316040396) установки 35-8/300б, эксплуатируемый на опасном производственном объекте «Площадка установки каталитического риформинга 35-8/300б», рег. №А48-03180-0035, ООО ;заключение ЭПБ № 48-ТУ-11782-2022;https://monitor-pb.ru/conclusion/48-%D0%A2%D0%A3-11782-2022;реестр заключений ЭПБ, monitor-pb.ru
5905099475;Т-4/1;в цитате эта строка стоит после «поз.»/«техн. №»;сосуд поз. Т-4/1 (зав. №33551, рег. №70234) установки 35-6/300, эксплуатируемый на опасном производственном объекте «Площадка установки каталитического риформинга бензинов с блоком гидроочистки бензиновых фракций 35-20»,;заключение ЭПБ № 48-ТУ-19737-2020;https://monitor-pb.ru/conclusion/48-%D0%A2%D0%A3-19737-2020;реестр заключений ЭПБ, monitor-pb.ru
5905099475;Е-101;в цитате эта строка стоит после «поз.»/«техн. №»;сосуд поз. Е-101 (зав. №3371, рег. №70240) установки 35-20, эксплуатируемый на опасном производственном объекте «Площадка установки каталитического риформинга бензинов 35-6/300 с блоком гидроочистки бензиновых фракций 35;заключение ЭПБ № 48-ТУ-19706-2020;https://monitor-pb.ru/conclusion/48-%D0%A2%D0%A3-19706-2020;реестр заключений ЭПБ, monitor-pb.ru
5905099475;К-101;в цитате эта строка стоит после «поз.»/«техн. №»;сосуд поз. К-101 (зав. №5276, рег. №64732) установки 35-20, эксплуатируемый на опасном производственном объекте «Площадка установки каталитического риформинга бензинов 35-6/300 с блоком гидроочистки бензиновых фракций 35;заключение ЭПБ № 48-ТУ-19725-2020;https://monitor-pb.ru/conclusion/48-%D0%A2%D0%A3-19725-2020;реестр заключений ЭПБ, monitor-pb.ru
5905099475;С-103;в цитате эта строка стоит после «поз.»/«техн. №»;сосуд поз. С-103 (зав. №74326, рег. №60074) установки 35-20, эксплуатируемый на опасном производственном объекте «Площадка установки каталитического риформинга бензинов 35-6/300 с блоком гидроочистки бензиновых фракций 3;заключение ЭПБ № 48-ТУ-19729-2020;https://monitor-pb.ru/conclusion/48-%D0%A2%D0%A3-19729-2020;реестр заключений ЭПБ, monitor-pb.ru
5905099475;Н-207;в цитате эта строка стоит после «поз.»/«техн. №»;насос поз. Н-207 марки НДГ 1,0РЭ800/2КВ (инв. № 2316040393) установки 35-8/300б, эксплуатируемый на опасном производственном объекте «Площадка установки каталитического риформинга 35-8/300б», рег. №А48-03180-0035, ООО «Л;заключение ЭПБ № 48-ТУ-12303-2022;https://monitor-pb.ru/conclusion/48-%D0%A2%D0%A3-12303-2022;реестр заключений ЭПБ, monitor-pb.ru
5905099475;Н-212;в цитате эта строка стоит после «поз.»/«техн. №»;насос поз. Н-212 марки НДГ 1,0РЭ3200/5КВ (инв. № 2316040392) установки 35-8/300б, эксплуатируемый на опасном производственном объекте «Площадка установки каталитического риформинга 35-8/300б», рег. №А48-03180-0035, ООО «;заключение ЭПБ № 48-ТУ-12310-2022;https://monitor-pb.ru/conclusion/48-%D0%A2%D0%A3-12310-2022;реестр заключений ЭПБ, monitor-pb.ru
5905099475;Н-211;в цитате эта строка стоит после «поз.»/«техн. №»;насос поз. Н-211 марки НДГ 1,0РЭ3200/5КВ (инв. № 2316040391) установки 35-8/300б, эксплуатируемый на опасном производственном объекте «Площадка установки каталитического риформинга 35-8/300б», рег. №А48-03180-0035, ООО «;заключение ЭПБ № 48-ТУ-12311-2022;https://monitor-pb.ru/conclusion/48-%D0%A2%D0%A3-12311-2022;реестр заключений ЭПБ, monitor-pb.ru
5905099475;Н-208;в цитате эта строка стоит после «поз.»/«техн. №»;насос поз. Н-208 марки НДГ 1,0РЭ800/2КВ (инв. № 2316040394) установки 35-8/300б, эксплуатируемый на опасном производственном объекте «Площадка установки каталитического риформинга 35-8/300б», рег. №А48-03180-0035, ООО «Л;заключение ЭПБ № 48-ТУ-12312-2022;https://monitor-pb.ru/conclusion/48-%D0%A2%D0%A3-12312-2022;реестр заключений ЭПБ, monitor-pb.ru
5905099475;Б-193;в цитате эта строка стоит после «поз.»/«техн. №»;сосуд поз. Б-193 (зав. №56688, рег. №60078) установки 35-11/600, эксплуатируемый на опасном производственном объекте «Площадка установки каталитического риформинга 35-11/600», рег. №А48-03180-0032, ООО «ЛУКОЙЛ-Пермнефтео;заключение ЭПБ № 48-ТУ-27999-2021;https://monitor-pb.ru/conclusion/48-%D0%A2%D0%A3-27999-2021;реестр заключений ЭПБ, monitor-pb.ru
5905099475;Б-192;в цитате эта строка стоит после «поз.»/«техн. №»;сосуд поз. Б-192 (зав. №56670, рег. №60079) установки 35-11/600, эксплуатируемый на опасном производственном объекте «Площадка установки каталитического риформинга 35-11/600», рег. №А48-03180-0032, ООО «ЛУКОЙЛ-Пермнефтео;заключение ЭПБ № 48-ТУ-28007-2021;https://monitor-pb.ru/conclusion/48-%D0%A2%D0%A3-28007-2021;реестр заключений ЭПБ, monitor-pb.ru
5905099475;Х-13;в цитате эта строка стоит после «поз.»/«техн. №»;сосуд поз. Х-13 (зав. №030069, рег. №70149) установки 35-11/600, эксплуатируемый на опасном производственном объекте «Площадка установки каталитического риформинга 35-11/600», рег. №А48-03180-0032, ООО «ЛУКОЙЛ-Пермнефтео;заключение ЭПБ № 48-ТУ-28022-2021;https://monitor-pb.ru/conclusion/48-%D0%A2%D0%A3-28022-2021;реестр заключений ЭПБ, monitor-pb.ru
5905099475;Т-6/1;в цитате эта строка стоит после «поз.»/«техн. №»;сосуд поз. Т-6/1 (зав. №4599, рег. №64819) установки 35-8/300б, эксплуатируемый на опасном производственном объекте «Площадка установки каталитического риформинга 35-8/300 Б», рег. №А48-03180-0035, ООО «ЛУКОЙЛ-Пермнефтео;заключение ЭПБ № 48-ТУ-47553-2020;https://monitor-pb.ru/conclusion/48-%D0%A2%D0%A3-47553-2020;реестр заключений ЭПБ, monitor-pb.ru
5905099475;Т-4/2;в цитате эта строка стоит после «поз.»/«техн. №»;сосуд поз. Т-4/2 (зав. №18996, рег. №64816) установки 35-8/300б, эксплуатируемый на опасном производственном объекте «Площадка установки каталитического риформинга 35-8/300 Б», рег. №А48-03180-0035, ООО «ЛУКОЙЛ-Пермнефте;заключение ЭПБ № 48-ТУ-47583-2020;https://monitor-pb.ru/conclusion/48-%D0%A2%D0%A3-47583-2020;реестр заключений ЭПБ, monitor-pb.ru
5905099475;Т-1/2;в цитате эта строка стоит после «поз.»/«техн. №»;сосуд поз. Т-1/2 (зав. №210248, рег. №63189) установки 35-8/300б, эксплуатируемый на опасном производственном объекте «Площадка установки каталитического риформинга 35-8/300 Б», рег. №А48-03180-0035, ООО «ЛУКОЙЛ-Пермнефт;заключение ЭПБ № 48-ТУ-47593-2020;https://monitor-pb.ru/conclusion/48-%D0%A2%D0%A3-47593-2020;реестр заключений ЭПБ, monitor-pb.ru
5905099475;Т-1/1;в цитате эта строка стоит после «поз.»/«техн. №»;сосуд поз. Т-1/1 (зав. №18731, рег. №64799) установки 35-8/300б, эксплуатируемый на опасном производственном объекте «Площадка установки каталитического риформинга 35-8/300 Б», рег. №А48-03180-0035, ООО «ЛУКОЙЛ-Пермнефте;заключение ЭПБ № 48-ТУ-47661-2020;https://monitor-pb.ru/conclusion/48-%D0%A2%D0%A3-47661-2020;реестр заключений ЭПБ, monitor-pb.ru
5905099475;М-164;в цитате эта строка стоит после «поз.»/«техн. №»;Заключение экспертизы промышленной безопасности на техническое устройство, применяемое на опасном производственном объекте, в случаях, установленных статьей 7 Федерального закона №116-ФЗ «О промышленной безопасности опас;заключение ЭПБ № 48-ТУ-23520-2024;https://monitor-pb.ru/conclusion/48-%D0%A2%D0%A3-23520-2024;реестр заключений ЭПБ, monitor-pb.ru
5905099475;М-163;в цитате эта строка стоит после «поз.»/«техн. №»;Заключение экспертизы промышленной безопасности на техническое устройство, применяемое на опасном производственном объекте, в случаях, установленных статьей 7 Федерального закона №116-ФЗ «О промышленной безопасности опас;заключение ЭПБ № 48-ТУ-23521-2024;https://monitor-pb.ru/conclusion/48-%D0%A2%D0%A3-23521-2024;реестр заключений ЭПБ, monitor-pb.ru
5905099475;М-162;в цитате эта строка стоит после «поз.»/«техн. №»;Заключение экспертизы промышленной безопасности на техническое устройство, применяемое на опасном производственном объекте, в случаях, установленных статьей 7 Федерального закона №116-ФЗ «О промышленной безопасности опас;заключение ЭПБ № 48-ТУ-23522-2024;https://monitor-pb.ru/conclusion/48-%D0%A2%D0%A3-23522-2024;реестр заключений ЭПБ, monitor-pb.ru
5905099475;М-161;в цитате эта строка стоит после «поз.»/«техн. №»;Заключение экспертизы промышленной безопасности на техническое устройство, применяемое на опасном производственном объекте, в случаях, установленных статьей 7 Федерального закона №116-ФЗ «О промышленной безопасности опас;заключение ЭПБ № 48-ТУ-23523-2024;https://monitor-pb.ru/conclusion/48-%D0%A2%D0%A3-23523-2024;реестр заключений ЭПБ, monitor-pb.ru
5905099475;М-164;в цитате эта строка стоит после «поз.»/«техн. №»;Заключение экспертизы промышленной безопасности на техническое устройство, применяемое на опасном производственном объекте, в случаях, установленных статьей 7 Федерального закона №116-ФЗ «О промышленной безопасности опас;заключение ЭПБ № 48-ТУ-23530-2024;https://monitor-pb.ru/conclusion/48-%D0%A2%D0%A3-23530-2024;реестр заключений ЭПБ, monitor-pb.ru
5905099475;М-163;в цитате эта строка стоит после «поз.»/«техн. №»;Заключение экспертизы промышленной безопасности на техническое устройство, применяемое на опасном производственном объекте, в случаях, установленных статьей 7 Федерального закона №116-ФЗ «О промышленной безопасности опас;заключение ЭПБ № 48-ТУ-23531-2024;https://monitor-pb.ru/conclusion/48-%D0%A2%D0%A3-23531-2024;реестр заключений ЭПБ, monitor-pb.ru
5905099475;М-162;в цитате эта строка стоит после «поз.»/«техн. №»;Заключение экспертизы промышленной безопасности на техническое устройство, применяемое на опасном производственном объекте, в случаях, установленных статьей 7 Федерального закона №116-ФЗ «О промышленной безопасности опас;заключение ЭПБ № 48-ТУ-23532-2024;https://monitor-pb.ru/conclusion/48-%D0%A2%D0%A3-23532-2024;реестр заключений ЭПБ, monitor-pb.ru
5905099475;М-161;в цитате эта строка стоит после «поз.»/«техн. №»;Заключение экспертизы промышленной безопасности на техническое устройство, применяемое на опасном производственном объекте, в случаях, установленных статьей 7 Федерального закона №116-ФЗ «О промышленной безопасности опас;заключение ЭПБ № 48-ТУ-23533-2024;https://monitor-pb.ru/conclusion/48-%D0%A2%D0%A3-23533-2024;реестр заключений ЭПБ, monitor-pb.ru
5905099475;П-104;в цитате эта строка стоит после «поз.»/«техн. №»;вертикальная цилиндрическая печь поз. П-104 установки 35-11/300, эксплуатируемый на опасном производственном объекте «Площадка установки каталитического риформинга 35-11/300», рег. №А48-03180-0031, ООО «ЛУКОЙЛ-Пермнефтео;заключение ЭПБ № 48-ТУ-68659-2021;https://monitor-pb.ru/conclusion/48-%D0%A2%D0%A3-68659-2021;реестр заключений ЭПБ, monitor-pb.ru
5905099475;К-109;в цитате эта строка стоит после «поз.»/«техн. №»;сосуд поз. К-109 (зав. №34691, рег. №64861) установки 35-11/600, эксплуатируемый на опасном производственном объекте «Площадка установки каталитического риформинга 35-11/600», рег. №А48-03180-0032, ООО «ЛУКОЙЛ-Пермнефтео;заключение ЭПБ № 48-ТУ-48460-2021;https://monitor-pb.ru/conclusion/48-%D0%A2%D0%A3-48460-2021;реестр заключений ЭПБ, monitor-pb.ru
5905099475;Р-4/1;в цитате эта строка стоит после «поз.»/«техн. №»;сосуд поз. Р-4/1 (зав. №13046, рег. №70150) установки 35-11/600, эксплуатируемый на опасном производственном объекте «Площадка установки каталитического риформинга 35-11/600», рег. №А48-03180-0032, ООО «ЛУКОЙЛ-Пермнефтео;заключение ЭПБ № 48-ТУ-48474-2021;https://monitor-pb.ru/conclusion/48-%D0%A2%D0%A3-48474-2021;реестр заключений ЭПБ, monitor-pb.ru
5905099475;Р-4/2;в цитате эта строка стоит после «поз.»/«техн. №»;сосуд поз. Р-4/2 (зав. №13049, рег. №64860) установки 35-11/600, эксплуатируемый на опасном производственном объекте «Площадка установки каталитического риформинга 35-11/600», рег. №А48-03180-0032, ООО «ЛУКОЙЛ-Пермнефтео;заключение ЭПБ № 48-ТУ-48593-2021;https://monitor-pb.ru/conclusion/48-%D0%A2%D0%A3-48593-2021;реестр заключений ЭПБ, monitor-pb.ru
5905099475;Б-2/1;в цитате эта строка стоит после «поз.»/«техн. №»;сосуд поз. Б-2/1 (зав. №4621) установки 35-11/600, эксплуатируемый на опасном производственном объекте «Площадка установки каталитического риформинга 35-11/600», рег. №А48-03180-0032, ООО «ЛУКОЙЛ-Пермнефтеоргсинтез», по ;заключение ЭПБ № 48-ТУ-49019-2021;https://monitor-pb.ru/conclusion/48-%D0%A2%D0%A3-49019-2021;реестр заключений ЭПБ, monitor-pb.ru
5905099475;Б-2/2;в цитате эта строка стоит после «поз.»/«техн. №»;сосуд поз. Б-2/2 (зав. №4622) установки 35-11/600, эксплуатируемый на опасном производственном объекте «Площадка установки каталитического риформинга 35-11/600», рег. №А48-03180-0032, ООО «ЛУКОЙЛ-Пермнефтеоргсинтез», по ;заключение ЭПБ № 48-ТУ-49027-2021;https://monitor-pb.ru/conclusion/48-%D0%A2%D0%A3-49027-2021;реестр заключений ЭПБ, monitor-pb.ru
5905099475;Б-2/3;в цитате эта строка стоит после «поз.»/«техн. №»;сосуд поз. Б-2/3 (зав. №4623) установки 35-11/600, эксплуатируемый на опасном производственном объекте «Площадка установки каталитического риформинга 35-11/600», рег. №А48-03180-0032, ООО «ЛУКОЙЛ-Пермнефтеоргсинтез», по ;заключение ЭПБ № 48-ТУ-49043-2021;https://monitor-pb.ru/conclusion/48-%D0%A2%D0%A3-49043-2021;реестр заключений ЭПБ, monitor-pb.ru
5905099475;Б-2/4;в цитате эта строка стоит после «поз.»/«техн. №»;сосуд поз. Б-2/4 (зав. №4624) установки 35-11/600, эксплуатируемый на опасном производственном объекте «Площадка установки каталитического риформинга 35-11/600», рег. №А48-03180-0032, ООО «ЛУКОЙЛ-Пермнефтеоргсинтез», по ;заключение ЭПБ № 48-ТУ-49068-2021;https://monitor-pb.ru/conclusion/48-%D0%A2%D0%A3-49068-2021;реестр заключений ЭПБ, monitor-pb.ru
5905099475;М-164;в цитате эта строка стоит после «поз.»/«техн. №»;Заключение экспертизы промышленной безопасности на техническое устройство, применяемое на опасном производственном объекте, в случаях, установленных статьей 7 Федерального закона №116-ФЗ «О промышленной безопасности опас;заключение ЭПБ № 48-ТУ-80361-2023;https://monitor-pb.ru/conclusion/48-%D0%A2%D0%A3-80361-2023;реестр заключений ЭПБ, monitor-pb.ru
5905099475;М-163;в цитате эта строка стоит после «поз.»/«техн. №»;Заключение экспертизы промышленной безопасности на техническое устройство, применяемое на опасном производственном объекте, в случаях, установленных статьей 7 Федерального закона №116-ФЗ «О промышленной безопасности опас;заключение ЭПБ № 48-ТУ-80366-2023;https://monitor-pb.ru/conclusion/48-%D0%A2%D0%A3-80366-2023;реестр заключений ЭПБ, monitor-pb.ru
5905099475;М-162;в цитате эта строка стоит после «поз.»/«техн. №»;Заключение экспертизы промышленной безопасности на техническое устройство, применяемое на опасном производственном объекте, в случаях, установленных статьей 7 Федерального закона №116-ФЗ «О промышленной безопасности опас;заключение ЭПБ № 48-ТУ-80400-2023;https://monitor-pb.ru/conclusion/48-%D0%A2%D0%A3-80400-2023;реестр заключений ЭПБ, monitor-pb.ru
5905099475;М-161;в цитате эта строка стоит после «поз.»/«техн. №»;Заключение экспертизы промышленной безопасности на техническое устройство, применяемое на опасном производственном объекте, в случаях, установленных статьей 7 Федерального закона №116-ФЗ «О промышленной безопасности опас;заключение ЭПБ № 48-ТУ-80401-2023;https://monitor-pb.ru/conclusion/48-%D0%A2%D0%A3-80401-2023;реестр заключений ЭПБ, monitor-pb.ru
