srok;zapros;nomer;data;inn_zakazchika;zakazchik;obekt;tip;inn_eo;ekspertnaya_org;vyvod;istochnik;istochnik_zakazchik;zav_nomer;klass;dubl
active;нагнетатель;19-ТУ-27036-2023;08.12.2023;4708007089;"ООО""КИНЕФ""";Заключение экспертизы промышленной безопасности технических устройств, применяемых на опасном производственном объекте – цех сбора, фракционирования, топливоподготовки и топливоподачи, резервуарные парки и эстакады для хранения и налива газов: нагнетателей ЦК-1, ЦК-2 газофракционирующей установки (ГФУ);ТУ;7810152452;"АО ""НПО ""Ленкор""";соответствует;https://monitor-pb.ru/conclusion/19-%D0%A2%D0%A3-27036-2023;https://monitor-pb.ru/customer/4708007089;;компрессор;н/д
active;нагнетатель;20-ТУ-17191-2024;27.08.2024;8904034784;"ООО ""ГАЗПРОМ ДОБЫЧА УРЕНГОЙ""";Заключение экспертизы промышленной безопасности №ДП-2024-048.0399 на техническое устройство «Центробежный нагнетатель газоперекачивающего агрегата ГПА-Ц-16/76», зав. № 494, инв. № 228742 применяемое на опасном производственном объекте ООО «Газпром добыча Уренгой»;ТУ;7017206228;"ООО ""ДЕЛЬТА-ПРОЕКТ""";соответствует;https://monitor-pb.ru/conclusion/20-%D0%A2%D0%A3-17191-2024;https://monitor-pb.ru/customer/8904034784;494;компрессор;нет
active;нагнетатель;28-ТУ-48372-2025;04.07.2025;5103070023;"АО ""АПАТИТ""";"Заключение экспетризы промышленной безопсности № 113 технического устройства применяемого на опасном производственном объекте ""площадка производства серной кислоты (СК-600/1)"" АО ""Апатит"" (рег. № А28-02793-0038, I класс опасности) Нагнетатель типа Н2900-12-1 поз.301/1 зав. № 4231";ТУ;7814116254;"ООО НПФ ""ЭНТЕХМАШ""";соответствует;https://monitor-pb.ru/conclusion/28-%D0%A2%D0%A3-48372-2025;https://monitor-pb.ru/customer/5103070023;4231;компрессор;да
active;нагнетатель;35-ТУ-02983-2025;23.07.2025;5103070023;"АО ""АПАТИТ""";"Заключение экспетризы промышленной безопсности № 113 технического устройства применяемого на опасном производственном объекте ""площадка производства серной кислоты (СК-600/1)"" АО ""Апатит"" (рег. № А28-02793-0038, I класс опасности) Нагнетатель типа Н2900-12-1 поз.301/1 зав. № 4231";ТУ;7814116254;"ООО НПФ ""ЭНТЕХМАШ""";соответствует;https://monitor-pb.ru/conclusion/35-%D0%A2%D0%A3-02983-2025;https://monitor-pb.ru/customer/5103070023;4231;компрессор;да
active;нагнетатель;36-ЗС-879097-2026;17.06.2026;3627000397;"АО ""МИНУДОБРЕНИЯ""";"ЗЭПБ № 630Х-26 на сооружение, применяемое на опасном производственном объекте, трубопровод нитрозного газа от емкости Е-48, Л-107, нитрозного нагнетателя М-10в в выхлопную трубу Х-102, рег. № 0504, эксплуатируемый на территории цеха АК-72, АО ""Минудобрения""";ЗС;3662200776;"ООО ЭТЦ ""ТЕХНОГАРАНТ""";соответствует;https://monitor-pb.ru/conclusion/36-%D0%97%D0%A1-879097-2026;https://monitor-pb.ru/customer/3627000397;;обвязка;н/д
active;нагнетатель;39-ТУ-02709-2023;15.02.2023;6320005915;"ПАО ""КУЙБЫШЕВАЗОТ""";технические устройства: Центробежный нагнетатель 610-10-11, технологический № В-604/1, заводской № 4423, ПАО «КуйбышевАзот», Цех № 22. ОПО: Площадка производства циклогексанона цеха №22, рег.№А53-00317-0013, II класс опасности;ТУ;6316037760;"ООО ФИРМА ""САМАРАКОНТРОЛЬСЕРВИС""";соответствует;https://monitor-pb.ru/conclusion/39-%D0%A2%D0%A3-02709-2023;https://monitor-pb.ru/customer/6320005915;4423;компрессор;нет
active;нагнетатель;40-ТУ-00491-2025;28.01.2025;5260080007;"ООО ""ГАЗПРОМ ТРАНСГАЗ НИЖНИЙ НОВГОРОД""";техническое устройство, применяемое на опасном производственном объекте А40-00174-0422 № 1508-ЗЭ-ЦБН-2024: Нагнетатель центробежный типа PCL 804-2/36 зав. № 10283, ст. № 13, инв. № 202102, КЦ «Уренгой-Ужгород» Торбеевского ЛПУМГ;ТУ;7813411480;"ООО ""НИИПГАЗА""";соответствует;https://monitor-pb.ru/conclusion/40-%D0%A2%D0%A3-00491-2025;https://monitor-pb.ru/customer/5260080007;10283;компрессор;да
active;нагнетатель;43-ТУ-309382-2023;26.09.2023;1600000036;"ООО ""ГАЗПРОМ ТРАНСГАЗ КАЗАНЬ""";ЗАКЛЮЧЕНИЕ № 487/23 экспертизы промышленной безопасности на техническое устройство, применяемое на опасном производственном объекте (объект экспертизы) Корпус центробежного нагнетателя природного газа типа Н-235-21-1, заводской. №7314, станционный №4, инвентарный №9000129554;ТУ;5010002630;"ООО ""НТЦ ""АНКЛАВ""";соответствует;https://monitor-pb.ru/conclusion/43-%D0%A2%D0%A3-309382-2023;https://monitor-pb.ru/customer/1600000036;;компрессор;да
active;нагнетатель;43-ТУ-317509-2023;15.12.2023;1651000041;"АО ""НИЖНЕКАМСКТЕХУГЛЕРОД""";"Нагнетатель ЦНВ 800/1,6, зав.№ 101, техн. поз. № Н-4, применяемое на опасном производственном объекте рег.№А43-00449-0003, класс опасности -III, Площадка компрессорной станции, АО ""Нижнекамский завод технического углерода"", г. Нижнекамск";ТУ;1644096286;"ООО МИП ""НЭС ПРОФЭКСПЕРТ""";соответствует;https://monitor-pb.ru/conclusion/43-%D0%A2%D0%A3-317509-2023;https://monitor-pb.ru/customer/1651000041;101;компрессор;нет
active;нагнетатель;47-ТУ-63888-2024;09.10.2024;8904034784;"ООО ""ГАЗПРОМ ДОБЫЧА УРЕНГОЙ""";Заключение экспертизы промышленной безопасности № ДП-2024-048.0784 на техническое устройство «Центробежный нагнетатель газоперекачивающего агрегата ГПА-Ц-16/76», зав. № 413, инв. № 213519, применяемое на опасном производственном объекте ООО «Газпром добыча Уренгой»;ТУ;7017206228;"ООО ""ДЕЛЬТА-ПРОЕКТ""";соответствует;https://monitor-pb.ru/conclusion/47-%D0%A2%D0%A3-63888-2024;https://monitor-pb.ru/customer/8904034784;413;компрессор;да
active;нагнетатель;48-ТУ-19257-2024;27.03.2024;5920000593;"ООО ""ГАЗПРОМ ТРАНСГАЗ ЧАЙКОВСКИЙ""";Заключение экспертизы промышленной безопасности на техническое устройство «Цетробежный нагнетатель типа НЦ-16/76В, ст.№75,инв.№143175, применяемое на опасном производственном объекте «Площадка компрессорной станции ГКС №2 КЦ№7,8 КС Новокунгурская»;ТУ;7017206228;"ООО ""ДЕЛЬТА-ПРОЕКТ""";соответствует;https://monitor-pb.ru/conclusion/48-%D0%A2%D0%A3-19257-2024;https://monitor-pb.ru/customer/5920000593;;компрессор;нет
active;нагнетатель;48-ТУ-24906-2024;16.04.2024;5920000593;"ООО ""ГАЗПРОМ ТРАНСГАЗ ЧАЙКОВСКИЙ""";Заключение экспертизы промышленной безопасности № ДП-2023-017.0149 на техническое устройство «Центробежный нагнетатель типа НЦ-16/76, зав. № 42, ст. № 35, инв. № 142711», применяемые на опасном производственном объекте ООО «Газпром трансгаз Чайковский».;ТУ;7017206228;"ООО ""ДЕЛЬТА-ПРОЕКТ""";соответствует;https://monitor-pb.ru/conclusion/48-%D0%A2%D0%A3-24906-2024;https://monitor-pb.ru/customer/5920000593;42;компрессор;нет
active;нагнетатель;48-ТУ-26699-2022;25.04.2022;5920000593;"ООО ""ГАЗПРОМ ТРАНСГАЗ ЧАЙКОВСКИЙ""";техническое устройство, применяемое на опасном производственном объекте: Корпус нагнетателя центробежного Н-235-23-1 зав. № 8714, станц. № 42, инв. № 142773, ГКС-2, ГПА-10-01 КЦ-4 КС «Гремячинская», г/п «Ямбург – Тула 2» Гремячинского ЛПУМГ;ТУ;7805704098;"ООО ""МОНОЛИТ-СПБ""";соответствует;https://monitor-pb.ru/conclusion/48-%D0%A2%D0%A3-26699-2022;https://monitor-pb.ru/customer/5920000593;8714;компрессор;нет
active;нагнетатель;48-ТУ-26702-2022;25.04.2022;5920000593;"ООО ""ГАЗПРОМ ТРАНСГАЗ ЧАЙКОВСКИЙ""";техническое устройство, применяемое на опасном производственном объекте: Корпус нагнетателя центробежного Н-235-23-1 зав. № 8778, станц. № 46, инв. № 142785, ГКС-2, ГПА-10-01 КЦ-4 КС «Гремячинская», г/п «Ямбург-Тула 2» Гремячинского ЛПУМГ;ТУ;7805704098;"ООО ""МОНОЛИТ-СПБ""";соответствует;https://monitor-pb.ru/conclusion/48-%D0%A2%D0%A3-26702-2022;https://monitor-pb.ru/customer/5920000593;8778;компрессор;нет
active;нагнетатель;49-ТУ-99926-2023;21.12.2023;5003065767;"ООО ""ГАЗПРОМ ПХГ""";Центробежный нагнетатель НЦВ-6,3-56/1,45 зав. №20 ст. №3 инв. № 239213;ТУ;7736093127;"РГУ НЕФТИ И ГАЗА (НИУ) ИМЕНИ И.М. ГУБКИНА; ФГАОУ ВО ""РГУ НЕФТИ И ГАЗА (НИУ) ИМЕНИ И.М. ГУБКИНА""; ГУБКИНСКИЙ УНИВЕРСИТЕТ";соответствует;https://monitor-pb.ru/conclusion/49-%D0%A2%D0%A3-99926-2023;https://monitor-pb.ru/customer/5003065767;20;компрессор;нет
active;нагнетатель;53-ТУ-37198-2024;17.12.2024;6320005915;"ПАО ""КУЙБЫШЕВАЗОТ""";Техническое устройство: Центробежный нагнетатель тип Н 540-41-1, технологический № Н-8/8, заводской № 6018, ОПО: «Площадка производства слабой азотной кислоты цеха №5» Публичного акционерного общества «КуйбышевАзот» класс опасности: I, регистрационный № А53-00317-0006;ТУ;6316037760;"ООО ФИРМА ""САМАРАКОНТРОЛЬСЕРВИС""";соответствует;https://monitor-pb.ru/conclusion/53-%D0%A2%D0%A3-37198-2024;https://monitor-pb.ru/customer/6320005915;6018;компрессор;да
active;нагнетатель;53-ТУ-37200-2024;17.12.2024;6320005915;"ПАО ""КУЙБЫШЕВАЗОТ""";Техническое устройство: Центробежный нагнетатель тип Н 540-41-1, технологический № Н-8/5, заводской № 6708, ОПО: «Площадка производства слабой азотной кислоты цеха №5» Публичного акционерного общества «КуйбышевАзот» класс опасности: I, регистрационный № А53-00317-0006;ТУ;6316037760;"ООО ФИРМА ""САМАРАКОНТРОЛЬСЕРВИС""";соответствует;https://monitor-pb.ru/conclusion/53-%D0%A2%D0%A3-37200-2024;https://monitor-pb.ru/customer/6320005915;6708;компрессор;да
active;нагнетатель;53-ТУ-38516-2024;24.12.2024;6320005915;"ПАО ""КУЙБЫШЕВАЗОТ""";Техническое устройство: Центробежный нагнетатель тип Н 540-41-1, технологический № Н-8/6, заводской № 5011, ОПО: «Площадка производства слабой азотной кислоты цеха №5» Публичного акционерного общества «КуйбышевАзот» класс опасности: I, регистрационный № А53-00317-0006;ТУ;6316037760;"ООО ФИРМА ""САМАРАКОНТРОЛЬСЕРВИС""";соответствует;https://monitor-pb.ru/conclusion/53-%D0%A2%D0%A3-38516-2024;https://monitor-pb.ru/customer/6320005915;5011;компрессор;да
active;нагнетатель;57-ТУ-18689-2019;16.05.2019;8622000931;"ООО ""ГАЗПРОМ ТРАНСГАЗ ЮГОРСК""";центробежный нагнетатель природного газа типа Н-370-18-1 ст. № 44, зав. № 6686. Место установки: Пангодинское ЛПУМГ, КС Пангодинская, цех № 4. Рег. № А58-80046-0007 «Площадка компрессорной станции Пангодинского линейного производственного управления магистральных газопроводов» II класса опасности;ТУ;7725843681;"ООО ""ГАЗМАШПРОЕКТ""";соответствует;https://monitor-pb.ru/conclusion/57-%D0%A2%D0%A3-18689-2019;https://monitor-pb.ru/customer/8622000931;6686;компрессор;нет
active;нагнетатель;57-ТУ-18693-2019;16.05.2019;8622000931;"ООО ""ГАЗПРОМ ТРАНСГАЗ ЮГОРСК""";центробежный нагнетатель природного газа типа Н-370-18-1 ст. № 43, зав. № 6099. Место установки: Сорумское ЛПУМГ, КС Сорумская, цех № 4. Рег. № А58-80046-0015 «Площадка компрессорной станции Сорумского линейного производственного управления магистральных газопроводов» II класса опасности;ТУ;7725843681;"ООО ""ГАЗМАШПРОЕКТ""";соответствует;https://monitor-pb.ru/conclusion/57-%D0%A2%D0%A3-18693-2019;https://monitor-pb.ru/customer/8622000931;6099;компрессор;нет
active;нагнетатель;57-ТУ-18694-2019;16.05.2019;8622000931;"ООО ""ГАЗПРОМ ТРАНСГАЗ ЮГОРСК""";центробежный нагнетатель природного газа типа Н-370-18-1 ст. № 56, зав. № 6477. Место установки: Сорумское ЛПУМГ, КС Сорумская, цех № 5. Рег. № А58-80046-0015 «Площадка компрессорной станции Сорумского линейного производственного управления магистральных газопроводов» II класса опасности.;ТУ;7725843681;"ООО ""ГАЗМАШПРОЕКТ""";соответствует;https://monitor-pb.ru/conclusion/57-%D0%A2%D0%A3-18694-2019;https://monitor-pb.ru/customer/8622000931;6477;компрессор;нет
active;нагнетатель;57-ТУ-18968-2019;17.05.2019;8622000931;"ООО ""ГАЗПРОМ ТРАНСГАЗ ЮГОРСК""";центробежный нагнетатель природного газа типа Н-370-18-1 ст. № 34, зав. № 6456. Место установки: Пангодинское ЛПУМГ, КС Пангодинская, цех № 3. Рег. № А58-80046-0007 «Площадка компрессорной станции Пангодинского линейного производственного управления магистральных газопроводов» II класса опасности.;ТУ;7725843681;"ООО ""ГАЗМАШПРОЕКТ""";соответствует;https://monitor-pb.ru/conclusion/57-%D0%A2%D0%A3-18968-2019;https://monitor-pb.ru/customer/8622000931;6456;компрессор;нет
active;нагнетатель;57-ТУ-37414-2019;17.09.2019;8617002073;"ООО ""ГАЗПРОМ ТРАНСГАЗ СУРГУТ""";центробежный нагнетатель 370 зав.№6286, инв.№480093 со сменной проточной частью СПЧ 370-1,5/76-16/5200 зав.№0251, площадка компрессорной станции №8, КЦ-2, ГПА№21 Туртасского ЛПУМГ ООО «Газпром трансгаз Сургут».;ТУ;5003121059;"Общество с ограниченной ответсвенностью ""ГРИНТЕК""";соответствует;https://monitor-pb.ru/conclusion/57-%D0%A2%D0%A3-37414-2019;https://monitor-pb.ru/customer/8617002073;6286;компрессор;нет
active;нагнетатель;57-ТУ-40887-2019;08.10.2019;8622000931;"ООО ""ГАЗПРОМ ТРАНСГАЗ ЮГОРСК""";на корпус нагнетателя природного газа типа Н-16 станц./зав. №№ 95/24127. Рег. № А58-80046-0182 «Площадка компрессорной станции Пелымского линейного производственного управления магистральных газопроводов». Место установки: филиал ООО «Газпром трансгаз Югорск», Пелымское ЛПУМГ, КС Пелымская;ТУ;7701244745;"ООО ""ИНТЕРКОР РУС""";соответствует;https://monitor-pb.ru/conclusion/57-%D0%A2%D0%A3-40887-2019;https://monitor-pb.ru/customer/8622000931;95/24127;компрессор;нет
active;нагнетатель;59-ТУ-523190-2025;03.12.2025;5920000593;"ООО ""ГАЗПРОМ ТРАНСГАЗ ЧАЙКОВСКИЙ""";Заключение экспертизы промышленной безопасности на техническое устройство: Нагнетатель центробежный типа DRESSER CLARK 757Р2, зав. № 15, станц. № 51, инв. № 143269, применяемый на опасном производственном объекте: Площадка компрессорной станции «ГКС-3 КС Горнозаводская» Горнозаводского линейного производственного управления магистральных газопроводов.;ТУ;7813411480;"ООО ""НИИПГАЗА""";соответствует;https://monitor-pb.ru/conclusion/59-%D0%A2%D0%A3-523190-2025;https://monitor-pb.ru/customer/5920000593;15;компрессор;нет
active;нагнетатель;68-ТУ-20394-2024;04.07.2024;4218000951;"АО ""ЕВРАЗ ЗСМК""";техническое устройство нагнетатель коксового газа (НКГ) №4 инв. № 109000010430-00, отделения очистки коксово-го газа (ООКГ) цеха химического улавливания и производства коксохимической продукции, АО «ЕВРАЗ ЗСМК»;ТУ;4218022962;"АЭ ""СПЧС""";соответствует;https://monitor-pb.ru/conclusion/68-%D0%A2%D0%A3-20394-2024;https://monitor-pb.ru/customer/4218000951;;компрессор;да
active;нагнетатель;74-ТУ-566654-2025;24.12.2025;7450043423;"ООО ""Мечел-Кокс""";заключение экспертизы промышленной безопасности: Техническое устройство‒ «Нагнетатель коксового газа, инв. № 01160082», применяемый на опасном производственном объекте II класса опасности «Цех улавливания химических продуктов № 1 (УЛ-1) (13.3)» ООО «МЕЧЕЛ- КОКС», г. Челябинск;ТУ;7714822136;"ООО ""ЦЕНТР ОХРАНЫ ТРУДА И ЭКОЛОГИЧЕСКОЙ БЕЗОПАСНОСТИ""";соответствует;https://monitor-pb.ru/conclusion/74-%D0%A2%D0%A3-566654-2025;https://monitor-pb.ru/customer/7450043423;;компрессор;нет
active;нагнетатель;01-ЗС-35406-2023;21.12.2023;2631015563;"АО ""НЕВИННОМЫССКИЙ АЗОТ""";Заключение экспертизы промышленной безопасности на сооружение, применяемое на опасном производственном объекте: трубопровод воздуха после нагнетателя на технологический цикл агр.8, рег. №2259, эксплуатируемый в АО «Невинномысский Азот», цех № 5 (ОПО III класса опасности).;ЗС;4825042739;"ООО ""ЭДЦ ""ПРОМЫШЛЕННАЯ БЕЗОПАСНОСТЬ""";соответствует;https://monitor-pb.ru/conclusion/01-%D0%97%D0%A1-35406-2023;https://monitor-pb.ru/customer/2631015563;;обвязка;н/д
active;нагнетатель;01-ЗС-35410-2023;21.12.2023;2631015563;"АО ""НЕВИННОМЫССКИЙ АЗОТ""";Заключение экспертизы промышленной безопасности на сооружение, применяемое на опасном производственном объекте: трубопровод воздуха после нагнетателя на собственные нужды агр.7, рег. №2253, эксплуатируемый в АО «Невинномысский Азот», цех № 5 (ОПО III класса опасности).;ЗС;4825042739;"ООО ""ЭДЦ ""ПРОМЫШЛЕННАЯ БЕЗОПАСНОСТЬ""";соответствует;https://monitor-pb.ru/conclusion/01-%D0%97%D0%A1-35410-2023;https://monitor-pb.ru/customer/2631015563;;обвязка;н/д
active;нагнетатель;01-ЗС-35414-2023;21.12.2023;2631015563;"АО ""НЕВИННОМЫССКИЙ АЗОТ""";Заключение экспертизы промышленной безопасности на сооружение, применяемое на опасном производственном объекте: трубопровод воздуха после нагнетателя на собственные нужды агр.8, рег. №2254, эксплуатируемый в АО «Невинномысский Азот», цех № 5 (ОПО III класса опасности).;ЗС;4825042739;"ООО ""ЭДЦ ""ПРОМЫШЛЕННАЯ БЕЗОПАСНОСТЬ""";соответствует;https://monitor-pb.ru/conclusion/01-%D0%97%D0%A1-35414-2023;https://monitor-pb.ru/customer/2631015563;;обвязка;н/д
active;нагнетатель;01-ЗС-35507-2023;21.12.2023;2631015563;"АО ""НЕВИННОМЫССКИЙ АЗОТ""";Заключение экспертизы промышленной безопасности на сооружение, применяемое на опасном производственном объекте: трубопровод воздуха после нагнетателя на технологический цикл агр.7, рег. №2258, эксплуатируемый в АО «Невинномысский Азот», цех № 5 (ОПО III класса опасности).;ЗС;4825042739;"ООО ""ЭДЦ ""ПРОМЫШЛЕННАЯ БЕЗОПАСНОСТЬ""";соответствует;https://monitor-pb.ru/conclusion/01-%D0%97%D0%A1-35507-2023;https://monitor-pb.ru/customer/2631015563;;обвязка;н/д
active;нагнетатель;19-ТУ-01615-2021;07.02.2021;7805018099;"ООО ""ГАЗПРОМ ТРАНСГАЗ САНКТ-ПЕТЕРБУРГ""";рег.№ А 19-00375-0227, класс опасности – II, Ротор нагнетателя природного газа типа Н-196 зав.№АА209, установлен на площадке компрессорной станции филиала ООО «Газпром трансгаз Санкт-Петербург» Торжокского ЛПУМГ;ТУ;7728370070;"ООО ""ПРОМГАЗИНЖИНИРИНГ""";соответствует;https://monitor-pb.ru/conclusion/19-%D0%A2%D0%A3-01615-2021;https://monitor-pb.ru/customer/7805018099;AA209;компрессор;нет
active;нагнетатель;19-ТУ-01616-2021;07.02.2021;7805018099;"ООО ""ГАЗПРОМ ТРАНСГАЗ САНКТ-ПЕТЕРБУРГ""";рег.№ А 19-00375-0227, класс опасности – II, Ротор нагнетателя природного газа типа Н-196 зав.№АА211, установлен на площадке компрессорной станции филиала ООО «Газпром трансгаз Санкт-Петербург» Торжокского ЛПУМГ;ТУ;7728370070;"ООО ""ПРОМГАЗИНЖИНИРИНГ""";соответствует;https://monitor-pb.ru/conclusion/19-%D0%A2%D0%A3-01616-2021;https://monitor-pb.ru/customer/7805018099;AA211;компрессор;нет
active;нагнетатель;19-ТУ-13791-2020;09.09.2020;7805018099;"ООО ""ГАЗПРОМ ТРАНСГАЗ САНКТ-ПЕТЕРБУРГ""";рег.№ А 19-00375-0024, класс опасности – II, Корпус нагнетателя природного газа типа Н-196 (ГПА-Ц-6,3/56), зав. № 204, ст.№14, установлен на площадке компрессорной станции филиала ООО «Газпром трансгаз Санкт-Петербург» Пикалёвского ЛПУМГ;ТУ;7728370070;"ООО ""ПРОМГАЗИНЖИНИРИНГ""";соответствует;https://monitor-pb.ru/conclusion/19-%D0%A2%D0%A3-13791-2020;https://monitor-pb.ru/customer/7805018099;204;компрессор;нет
active;нагнетатель;2-ТУ-36271-2025;05.08.2025;7450001007;"ПАО ""ЧМК""";техническое устройство, применяемое на опасном производственном объекте «Площадка (участок) газового цеха», рег. № А56-01290-0049, класс опасности III, нагнетатель ГПС-2 № 10, рег. № 10. Эксплуатирующая организация ПАО «Челябинский металлургический комбинат», г. Челябинск, ул. 2-ая Павелецкая, д. 14;ТУ;0256005181;"АО ""ТОРГОВЫЙ ДОМ БЕЛОРЕЦКИЙ""";соответствует;https://monitor-pb.ru/conclusion/2-%D0%A2%D0%A3-36271-2025;https://monitor-pb.ru/customer/7450001007;;компрессор;н/д
active;нагнетатель;2-ТУ-36293-2025;06.08.2025;7450001007;"ПАО ""ЧМК""";техническое устройство, применяемое на опасном производственном объекте «Площадка (участок) газового цеха», рег. № А56-01290-0049, класс опасности III, нагнетатель ГПС-2 № 1, рег. № 1. Эксплуатирующая организация ПАО «Челябинский металлургический комбинат», г. Челябинск, ул. 2-ая Павелецкая, д. 14;ТУ;0256005181;"АО ""ТОРГОВЫЙ ДОМ БЕЛОРЕЦКИЙ""";соответствует;https://monitor-pb.ru/conclusion/2-%D0%A2%D0%A3-36293-2025;https://monitor-pb.ru/customer/7450001007;;компрессор;н/д
active;нагнетатель;25-ТУ-24470-2025;25.06.2025;1102024468;"ООО ""ГАЗПРОМ ТРАНСГАЗ УХТА""";ЗАКЛЮЧЕНИЕ ЭКСПЕРТИЗЫ ПРОМЫШЛЕННОЙ БЕЗОПАСНОСТИ NoДП-2025-007.1616 на техническое устройство «Газоперекачивающий агрегат ГТ-6-750», зав. No24830, «Центробежный нагнетатель Н-300-1,23», зав. No24624, инв. No126229, применяемое на опасном производственном объекте ООО «Газпром трансгаз Ухта»;ТУ;7017206228;"ООО ""ДЕЛЬТА-ПРОЕКТ""";соответствует;https://monitor-pb.ru/conclusion/25-%D0%A2%D0%A3-24470-2025;https://monitor-pb.ru/customer/1102024468;;компрессор;н/д
active;нагнетатель;40-ТУ-00494-2025;28.01.2025;5260080007;"ООО ""ГАЗПРОМ ТРАНСГАЗ НИЖНИЙ НОВГОРОД""";техническое устройство, применяемое на опасном производственном объекте А40-00174-0422 № 1512-ЗЭ-ЦБН-2024: Нагнетатель центробежный типа Н-235-21-1 зав. № 7558, ст. № 43, инв. № 202113, КЦ «Ямбург-Елец-1» Торбеевского ЛПУМГ;ТУ;7813411480;"ООО ""НИИПГАЗА""";соответствует;https://monitor-pb.ru/conclusion/40-%D0%A2%D0%A3-00494-2025;https://monitor-pb.ru/customer/5260080007;7558;компрессор;нет
active;нагнетатель;40-ТУ-00495-2025;28.01.2025;5260080007;"ООО ""ГАЗПРОМ ТРАНСГАЗ НИЖНИЙ НОВГОРОД""";техническое устройство, применяемое на опасном производственном объекте А40-00174-0422 № 1511-ЗЭ-ЦБН-2024: Нагнетатель центробежный типа Н-235-21-1 зав. № 7557, ст. № 41, инв. № 202111, КЦ «Ямбург-Елец-1» Торбеевского ЛПУМГ;ТУ;7813411480;"ООО ""НИИПГАЗА""";соответствует;https://monitor-pb.ru/conclusion/40-%D0%A2%D0%A3-00495-2025;https://monitor-pb.ru/customer/5260080007;7557;компрессор;нет
active;нагнетатель;41-ЗС-48529-2020;13.11.2020;0274051582;"ПАО АНК ""БАШНЕФТЬ""";«Площадка филиала ПАО АНК «Башнефть «Башнефть-УНПЗ», рег. №А41-05559-0001 (I класс опасности): Трубопровод «Продувка корпусов нагнетателей ЦК301-1(2, р) в Е309», рег.№ II-6 Газокаталитическое производство, установка Г-43-107 М/1 (КС);ЗС;5029124262;"ООО ""ПРОММАШ ТЕСТ"" (ИНН 5029124262)";соответствует;https://monitor-pb.ru/conclusion/41-%D0%97%D0%A1-48529-2020;https://monitor-pb.ru/customer/0274051582;;обвязка;н/д
active;нагнетатель;41-ТУ-48480-2023;06.07.2023;0266048970;"ООО ""ГАЗПРОМ НЕФТЕХИМ САЛАВАТ""";Заключение экспертизы промышленной безопасности на техническое устройство центробежный нагнетатель типа 670-24-1, поз. Н-3, зав. № 57 (об.1572, установка фталевого ангидрида, цех №48, завод «Мономер», ООО «Газпром нефтехим Салават»);ТУ;7801082551;"АО НДЦ НПФ ""РУССКАЯ ЛАБОРАТОРИЯ""";соответствует;https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-48480-2023;https://monitor-pb.ru/customer/0266048970;57;компрессор;да
active;нагнетатель;42-ТУ-338705-2025;06.10.2025;4205000908;"КАО ""АЗОТ""";"На техническое устройство ""Нагнетатель ""PILLER"" 45771 KXGAE 80710 GL 90"" зав.№901141, поз.М-1, инв.№10014-К, применяемое на опасном производственном объекте ""Площадка производства капролактама, рег.№А68-00013-0018, I класс опасности"", цех серной кислоты, эксплуатирующая организация КАО ""Азот""";ТУ;7017216956;"ООО ""РУСЭНЕРГО""";соответствует;https://monitor-pb.ru/conclusion/42-%D0%A2%D0%A3-338705-2025;https://monitor-pb.ru/customer/4205000908;901141;компрессор;нет
active;нагнетатель;48-ТУ-26703-2022;25.04.2022;5920000593;"ООО ""ГАЗПРОМ ТРАНСГАЗ ЧАЙКОВСКИЙ""";техническое устройство, применяемое на опасном производственном объекте: Корпус нагнетателя центробежного Н-650-22-2 зав. № 8624, станц. № 33, инв. № 142767, ГКС-2, ГПА 25/76 №3 КЦ-3 КС «Гремячинская», г/п «Ямбург-Тула 1» Гремячинского ЛПУМГ;ТУ;7805704098;"ООО ""МОНОЛИТ-СПБ""";соответствует;https://monitor-pb.ru/conclusion/48-%D0%A2%D0%A3-26703-2022;https://monitor-pb.ru/customer/5920000593;8624;компрессор;нет
active;нагнетатель;57-ТУ-16355-2019;19.04.2019;8622000931;"ООО ""ГАЗПРОМ ТРАНСГАЗ ЮГОРСК""";корпус и ротор центробежного нагнетателя Н-370-18-1 зав. № 6457, ст. № 32, инв. № 134774 Рег. № А58-80046-0007 «Площадка компрессорной станции Пангодинского ЛПУ МГ». Место установки: филиал ООО «Газпром трансгаз Югорск», Пангодинское ЛПУМГ, КЦ № 3, Пангодинская промплощадка;ТУ;7725843681;"ООО ""ГАЗМАШПРОЕКТ""";соответствует;https://monitor-pb.ru/conclusion/57-%D0%A2%D0%A3-16355-2019;https://monitor-pb.ru/customer/8622000931;6457;компрессор;нет
active;нагнетатель;57-ТУ-16362-2019;19.04.2019;8622000931;"ООО ""ГАЗПРОМ ТРАНСГАЗ ЮГОРСК""";корпус и ротор центробежного нагнетателя Н-235 зав. № 7542, ст. № 35, инв. № 435204 Рег. № А58-80046-0005 «Площадка компрессорной станции Ново-Уренгойского ЛПУ МГ». Место установки: филиал ООО «Газпром трансгаз Югорск», Ново-Уренгойское ЛПУМГ, КЦ № 3, Пуровская промплощадка;ТУ;7725843681;"ООО ""ГАЗМАШПРОЕКТ""";соответствует;https://monitor-pb.ru/conclusion/57-%D0%A2%D0%A3-16362-2019;https://monitor-pb.ru/customer/8622000931;7542;компрессор;нет
