uroven_doveriya;predpriyatie_podtverzhdeno;novoe_predpriyatie;zapros;nomer;data;inn_zakazchika;zakazchik;obekt;tip;inn_eo;ekspertnaya_org;vyvod;istochnik;istochnik_zakazchik
только по процессу;нет;нет;дожимная компрессорная станция;41-ЗС-24289-2023;12.04.2023;2722130919;"ООО ""ГАЗПРОМ ПЕРЕРАБОТКА БЛАГОВЕЩЕНСК""";Заключение № 623-23 экспертизы промышленной безопасности здания и сооружения участок трубопровода «2-110-А-25 «Азот высокого давления», включая установленную на трубопроводе арматуру, применяемый на установке 2-110 «Установка дожимной компрессорной станции метановой фракции (ДКС) №2», ООО «Газпром переработка Благовещенск» (опасный производственный объект «Площадка Амурского газоперерабатывающего завода (первый пусковой комплекс)», рег. № А72-02442-0002);ЗС;7801082551;"АО НДЦ НПФ ""РУССКАЯ ЛАБОРАТОРИЯ""";соответствует;https://monitor-pb.ru/conclusion/41-%D0%97%D0%A1-24289-2023;https://monitor-pb.ru/customer/2722130919
только по процессу;нет;нет;дожимная компрессорная станция;41-ЗС-24290-2023;12.04.2023;2722130919;"ООО ""ГАЗПРОМ ПЕРЕРАБОТКА БЛАГОВЕЩЕНСК""";Заключение № 622-23 экспертизы промышленной безопасности здания и сооружения участок трубопровода «2-110-В-27 «Азот высокого давления», включая установленную на трубопроводе арматуру, применяемый на установке 2-110 «Установка дожимной компрессорной станции метановой фракции (ДКС) №2», ООО «Газпром переработка Благовещенск» (опасный производственный объект «Площадка Амурского газоперерабатывающего завода (первый пусковой комплекс)», рег. № А72-02442-0002);ЗС;7801082551;"АО НДЦ НПФ ""РУССКАЯ ЛАБОРАТОРИЯ""";соответствует;https://monitor-pb.ru/conclusion/41-%D0%97%D0%A1-24290-2023;https://monitor-pb.ru/customer/2722130919
только по процессу;нет;нет;дожимная компрессорная станция;41-ТУ-24329-2023;12.04.2023;2722130919;"ООО ""ГАЗПРОМ ПЕРЕРАБОТКА БЛАГОВЕЩЕНСК""";Заключение № 421 - НФХ-22 экспертизы промышленной безопасности на техническое устройство Ресивер воздуха КИП БПТГ, поз. 1-11-84 VT-02A зав.№ 4180038 , применяемое на установке 1-110 дожимной компрессорной станции метановой фракции (ДКС) №1,цеха компримирования газа Амурского ГПЗ, ООО «Газпром переработка Благовещенск» (опасный производственный объект «Площадка Амурского газоперерабатывающего завода (первый пусковой комплекс)», рег. № А72-02442-0002);ТУ;0278135811;"ООО ""РЕГИОНПРОМТЕХНОЛОГИЯ""";соответствует;https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-24329-2023;https://monitor-pb.ru/customer/2722130919
только по процессу;нет;нет;дожимная компрессорная станция;41-ТУ-24349-2023;12.04.2023;2722130919;"ООО ""ГАЗПРОМ ПЕРЕРАБОТКА БЛАГОВЕЩЕНСК""";Заключение № 543-НФХ-22 экспертизы промышленной безопасности на техническое устройство Воздушный ресивер 25L (13а) поз.2-11-0BAD0529, зав. №MBM/PVE/51, применяемое на установке 2-110 дожимной компрессорной станции метановой фракции (ДКС) №2 цеха компримирования газа Амурского ГПЗ, ООО «Газпром переработка Благовещенск» (опасный производственный объект «Площадка Амурского газоперерабатывающего завода (первый пусковой комплекс)», рег. № А72-02442-0002);ТУ;0278135811;"ООО ""РЕГИОНПРОМТЕХНОЛОГИЯ""";соответствует;https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-24349-2023;https://monitor-pb.ru/customer/2722130919
только по процессу;нет;нет;дожимная компрессорная станция;41-ТУ-24365-2023;12.04.2023;2722130919;"ООО ""ГАЗПРОМ ПЕРЕРАБОТКА БЛАГОВЕЩЕНСК""";Заключение № 574-НФХ-22 экспертизы промышленной безопасности на техническое устройство Осушитель адсорбционного типа, поз. 2-11-0ВVT142В, зав. № 1719-MDA-00082/R, применяемое на установке 2-110 дожимной компрессорной станции метановой фракции (ДКС) №2, цеха компримирования газа Амурского ГПЗ, ООО «Газпром переработка Благовещенск» (опасный производственный объект «Площадка Амурского газоперерабатывающего завода (первый пусковой комплекс)», рег. № А72-02442-0002);ТУ;0278135811;"ООО ""РЕГИОНПРОМТЕХНОЛОГИЯ""";соответствует;https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-24365-2023;https://monitor-pb.ru/customer/2722130919
только по процессу;нет;нет;дожимная компрессорная станция;41-ТУ-24377-2023;12.04.2023;2722130919;"ООО ""ГАЗПРОМ ПЕРЕРАБОТКА БЛАГОВЕЩЕНСК""";Заключение № 554-НФХ-22 экспертизы промышленной безопасности на техническое устройство Ресивер сжатого воздуха БКУ РВ 900-10.800-6 поз. 2-11-0B-VT-140, зав. №2086, применяемое на установке 2-110 дожимной компрессорной станции метановой фракции (ДКС) №2, ООО «Газпром переработка Благовещенск» (опасный производственный объект «Площадка Амурского газоперерабатывающего завода (первый пусковой комплекс)», рег. № А72-02442-0002);ТУ;0278135811;"ООО ""РЕГИОНПРОМТЕХНОЛОГИЯ""";соответствует;https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-24377-2023;https://monitor-pb.ru/customer/2722130919
только по процессу;нет;нет;дожимная компрессорная станция;72-ЗС-03542-2023;12.04.2023;2722130919;"ООО ""ГАЗПРОМ ПЕРЕРАБОТКА БЛАГОВЕЩЕНСК""";Заключение № 656-23 экспертизы промышленной безопасности здания и сооружения участок трубопровода «2-110-B-33 «Сброс в атмосферу», включая установленную на трубопроводе арматуру, применяемый на установке 2-110 «Установка дожимной компрессорной станции метановой фракции (ДКС) №2», ООО «Газпром переработка Благовещенск» (опасный производственный объект «Площадка Амурского газоперерабатывающего завода (первый пусковой комплекс)», рег. № А72-02442-0002);ЗС;7801082551;"АО НДЦ НПФ ""РУССКАЯ ЛАБОРАТОРИЯ""";соответствует;https://monitor-pb.ru/conclusion/72-%D0%97%D0%A1-03542-2023;https://monitor-pb.ru/customer/2722130919
только по процессу;нет;нет;дожимная компрессорная станция;72-ЗС-03543-2023;12.04.2023;2722130919;"ООО ""ГАЗПРОМ ПЕРЕРАБОТКА БЛАГОВЕЩЕНСК""";Заключение № 657-23 экспертизы промышленной безопасности здания и сооружения участок трубопровода «2-110-B-19 «Сброс в атмосферу», включая установленную на трубопроводе арматуру, применяемый на установке 2-110 «Установка дожимной компрессорной станции метановой фракции (ДКС) №2», ООО «Газпром переработка Благовещенск» (опасный производственный объект «Площадка Амурского газоперерабатывающего завода (первый пусковой комплекс)», рег. № А72-02442-0002);ЗС;7801082551;"АО НДЦ НПФ ""РУССКАЯ ЛАБОРАТОРИЯ""";соответствует;https://monitor-pb.ru/conclusion/72-%D0%97%D0%A1-03543-2023;https://monitor-pb.ru/customer/2722130919
только по процессу;нет;нет;дожимная компрессорная станция;41-ЗС-24287-2023;12.04.2023;2722130919;"ООО ""ГАЗПРОМ ПЕРЕРАБОТКА БЛАГОВЕЩЕНСК""";Заключение № 624-23 экспертизы промышленной безопасности здания и сооружения участок трубопровода «2-110-19-VR-01А/1 «Дренаж углеводородов», включая установленную на трубопроводе арматуру, применяемый на установке 2-110 «Установка дожимной компрессорной станции метановой фракции (ДКС) № 2», ООО «Газпром переработка Благовещенск» (опасный производственный объект «Площадка Амурского газоперерабатывающего завода (первый пусковой комплекс)», рег. № А72-02442-0002);ЗС;7801082551;"АО НДЦ НПФ ""РУССКАЯ ЛАБОРАТОРИЯ""";соответствует;https://monitor-pb.ru/conclusion/41-%D0%97%D0%A1-24287-2023;https://monitor-pb.ru/customer/2722130919
только по процессу;нет;нет;дожимная компрессорная станция;41-ЗС-24295-2023;12.04.2023;2722130919;"ООО ""ГАЗПРОМ ПЕРЕРАБОТКА БЛАГОВЕЩЕНСК""";Заключение № 617-23 экспертизы промышленной безопасности здания и сооружения участок трубопровода «2-110-0A VF-001/2 «Товарный газ», включая установленную на трубопроводе арматуру, применяемый на установке 2-110 «Установка дожимной компрессорной станции метановой фракции (ДКС) № 2», ООО «Газпром переработка Благовещенск» (опасный производственный объект «Площадка Амурского газоперерабатывающего завода (первый пусковой комплекс)», рег. № А72-02442-0002);ЗС;7801082551;"АО НДЦ НПФ ""РУССКАЯ ЛАБОРАТОРИЯ""";соответствует;https://monitor-pb.ru/conclusion/41-%D0%97%D0%A1-24295-2023;https://monitor-pb.ru/customer/2722130919
только по процессу;нет;нет;дожимная компрессорная станция;41-ТУ-24310-2023;12.04.2023;2722130919;"ООО ""ГАЗПРОМ ПЕРЕРАБОТКА БЛАГОВЕЩЕНСК""";Заключение № 424 - НФХ-22 экспертизы промышленной безопасности на техническое устройство Емкость сбора конденсата, поз. 1-11-19 VR-01А зав.№ IRA-117/1, применяемое на установке 1-110 дожимной компрессорной станции метановой фракции (ДКС) №1 цеха компримирования газа Амурского ГПЗ,ООО «Газпром переработка Благовещенск» (опасный производственный объект «Площадка Амурского газоперерабатывающего завода (первый пусковой комплекс)», рег. № А72-02442-0002);ТУ;0278135811;"ООО ""РЕГИОНПРОМТЕХНОЛОГИЯ""";соответствует;https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-24310-2023;https://monitor-pb.ru/customer/2722130919
только по процессу;нет;нет;дожимная компрессорная станция;41-ТУ-24356-2023;12.04.2023;2722130919;"ООО ""ГАЗПРОМ ПЕРЕРАБОТКА БЛАГОВЕЩЕНСК""";Заключение № 426 - НФХ-22 экспертизы промышленной безопасности на техническое устройство Дренажная емкость конденсата, поз. 1-11-87 VR-01А зав.№ IRA-252/1,применяемое на установке 1-110 дожимной компрессорной станции метановой фракции (ДКС) №1, цеха компримирования газа Амурского ГПЗ,ООО «Газпром переработка Благовещенск» (опасный производственный объект «Площадка Амурского газоперерабатывающего завода (первый пусковой комплекс)», рег. № А72-02442-0002);ТУ;0278135811;"ООО ""РЕГИОНПРОМТЕХНОЛОГИЯ""";соответствует;https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-24356-2023;https://monitor-pb.ru/customer/2722130919
только по процессу;нет;нет;дожимная компрессорная станция;72-ЗС-03540-2023;12.04.2023;2722130919;"ООО ""ГАЗПРОМ ПЕРЕРАБОТКА БЛАГОВЕЩЕНСК""";Заключение № 660-23 экспертизы промышленной безопасности здания и сооружения участок трубопровода «2-110-0А SS-001 «Сброс в атмосферу», включая установленную на трубопроводе арматуру, применяемый на установке 2-110 «Установка дожимной компрессорной станции метановой фракции (ДКС) №2», ООО «Газпром переработка Благовещенск» (опасный производственный объект «Площадка Амурского газоперерабатывающего завода (первый пусковой комплекс)», рег. № А72-02442-0002);ЗС;7801082551;"АО НДЦ НПФ ""РУССКАЯ ЛАБОРАТОРИЯ""";соответствует;https://monitor-pb.ru/conclusion/72-%D0%97%D0%A1-03540-2023;https://monitor-pb.ru/customer/2722130919
только по процессу;нет;нет;дожимная компрессорная станция;41-ТУ-24318-2023;12.04.2023;2722130919;"ООО ""ГАЗПРОМ ПЕРЕРАБОТКА БЛАГОВЕЩЕНСК""";Заключение № 395 - НФХ-22 экспертизы промышленной безопасности на техническое устройство Фильтр очистки буферного газа модели 61VGC.01, поз. 1-11-0A FV-118В зав.№ 180400 ,применяемое на установке 1-110 дожимной компрессорной станции метановой фракции (ДКС) №1, цеха компримирования газа Амурского ГПЗ, ООО «Газпром переработка Благовещенск» (опасный производственный объект «Площадка Амурского газоперерабатывающего завода (первый пусковой комплекс)», рег. № А72-02442-0002);ТУ;0278135811;"ООО ""РЕГИОНПРОМТЕХНОЛОГИЯ""";соответствует;https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-24318-2023;https://monitor-pb.ru/customer/2722130919
только по процессу;нет;нет;дожимная компрессорная станция;41-ТУ-24321-2023;12.04.2023;2722130919;"ООО ""ГАЗПРОМ ПЕРЕРАБОТКА БЛАГОВЕЩЕНСК""";Заключение № 394 - НФХ-22 экспертизы промышленной безопасности на техническое устройство Фильтр очистки буферного газа модели 61VGC.01, поз. 1-11-0A FV-118A зав.№ 180394, применяемое на установке 1-110 дожимной компрессорной станции метановой фракции (ДКС) №1, цеха компримирования газа Амурского ГПЗ, ООО «Газпром переработка Благовещенск» (опасный производственный объект «Площадка Амурского газоперерабатывающего завода (первый пусковой комплекс)», рег. № А72-02442-0002);ТУ;0278135811;"ООО ""РЕГИОНПРОМТЕХНОЛОГИЯ""";соответствует;https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-24321-2023;https://monitor-pb.ru/customer/2722130919
только по процессу;нет;нет;дожимная компрессорная станция;41-ТУ-24313-2023;12.04.2023;2722130919;"ООО ""ГАЗПРОМ ПЕРЕРАБОТКА БЛАГОВЕЩЕНСК""";Заключение № 397 - НФХ-22 экспертизы промышленной безопасности на техническое устройство Фильтр очистки топливного газа модели 121VGC.04.639-2, поз. 1-11-84 FC-117AВ зав.№ 180415, применяемое на установке 1-110 дожимной компрессорной станции метановой фракции (ДКС) №1, цеха компримирования газа Амурского ГПЗ, ООО «Газпром переработка Благовещенск» (опасный производственный объект «Площадка Амурского газоперерабатывающего завода (первый пусковой комплекс)», рег. № А72-02442-0002);ТУ;0278135811;"ООО ""РЕГИОНПРОМТЕХНОЛОГИЯ""";соответствует;https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-24313-2023;https://monitor-pb.ru/customer/2722130919
только по процессу;нет;нет;дожимная компрессорная станция;41-ТУ-24315-2023;12.04.2023;2722130919;"ООО ""ГАЗПРОМ ПЕРЕРАБОТКА БЛАГОВЕЩЕНСК""";Заключение № 396 - НФХ-22 экспертизы промышленной безопасности на техническое устройство Фильтр очистки топливного газа модели 121VGC.04.639-1, поз. 1-11-84 FC-117AA зав.№ 180409 , применяемое на установке 1-110 дожимной компрессорной станции метановой фракции (ДКС) №1, цеха компримирования газа Амурского ГПЗ, ООО «Газпром переработка Благовещенск» (опасный производственный объект «Площадка Амурского газоперерабатывающего завода (первый пусковой комплекс)», рег. № А72-02442-0002);ТУ;0278135811;"ООО ""РЕГИОНПРОМТЕХНОЛОГИЯ""";соответствует;https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-24315-2023;https://monitor-pb.ru/customer/2722130919
только по процессу;нет;нет;дожимная компрессорная станция;72-ЗС-03541-2023;12.04.2023;2722130919;"ООО ""ГАЗПРОМ ПЕРЕРАБОТКА БЛАГОВЕЩЕНСК""";Заключение № 658-23 экспертизы промышленной безопасности здания и сооружения участок трубопровода «2-110-0А VF-001/3 «Пар низкого давления, азот низкого давления», включая установленную на трубопроводе арматуру, применяемый на установке 2-110 «Установка дожимной компрессорной станции метановой фракции (ДКС) №2», ООО «Газпром переработка Благовещенск» (опасный производственный объект «Площадка Амурского газоперерабатывающего завода (первый пусковой комплекс)», рег. № А72-02442-0002);ЗС;7801082551;"АО НДЦ НПФ ""РУССКАЯ ЛАБОРАТОРИЯ""";соответствует;https://monitor-pb.ru/conclusion/72-%D0%97%D0%A1-03541-2023;https://monitor-pb.ru/customer/2722130919
только по процессу;нет;нет;дожимная компрессорная станция;72-ЗС-05531-2021;12.11.2021;2722130919;"ООО ""ГАЗПРОМ ПЕРЕРАБОТКА БЛАГОВЕЩЕНСК""";технологический трубопровод № 1-110-А-15 «Воздух КИП» на объекте Амурский газоперерабатывающий завод. Нелицензионные установки. Фаза 1. Технологическая линия № 1. Осушка и компримирование газа. Дожимная компрессорная станция метановой фракции (ДКС) № 1 (1-110).;ЗС;3328401520;"АО НПО ""ТЕХКРАНЭНЕРГО""";;https://monitor-pb.ru/conclusion/72-%D0%97%D0%A1-05531-2021;https://monitor-pb.ru/customer/2722130919
только по процессу;нет;нет;дожимная компрессорная станция;72-ТУ-02199-2023;13.03.2023;2722130919;"ООО ""ГАЗПРОМ ПЕРЕРАБОТКА БЛАГОВЕЩЕНСК""";Заключение экспертизы промышленной безопасности на техническое устройство вентилятор осевой модели ВО-14М-320-6,3М, зав. 7296, поз. 2-11-0B FA-121E (дожимная компрессорная станция метановой фракции (установка 2-110), Амурский газоперерабатывающий завод, ООО «Газпром переработка Благовещенск»);ТУ;7801082551;"АО НДЦ НПФ ""РУССКАЯ ЛАБОРАТОРИЯ""";соответствует;https://monitor-pb.ru/conclusion/72-%D0%A2%D0%A3-02199-2023;https://monitor-pb.ru/customer/2722130919
только по процессу;нет;нет;дожимная компрессорная станция;72-ТУ-02202-2023;13.03.2023;2722130919;"ООО ""ГАЗПРОМ ПЕРЕРАБОТКА БЛАГОВЕЩЕНСК""";Заключение экспертизы промышленной безопасности на техническое устройство вентилятор осевой модели ВО-14М-320-6,3М, зав. 7293, поз. 2-11-0B FA-121D (дожимная компрессорная станция метановой фракции (установка 2-110), Амурский газоперерабатывающий завод, ООО «Газпром переработка Благовещенск»);ТУ;7801082551;"АО НДЦ НПФ ""РУССКАЯ ЛАБОРАТОРИЯ""";соответствует;https://monitor-pb.ru/conclusion/72-%D0%A2%D0%A3-02202-2023;https://monitor-pb.ru/customer/2722130919
только по процессу;нет;нет;дожимная компрессорная станция;72-ТУ-02203-2023;13.03.2023;2722130919;"ООО ""ГАЗПРОМ ПЕРЕРАБОТКА БЛАГОВЕЩЕНСК""";Заключение экспертизы промышленной безопасности на техническое устройство Вентилятор осевой модель ВО-14М-320-6,3М, зав. 7295, поз. 2-11-0B FA-121C (дожимная компрессорная станция метановой фракции (установка 2-110), Амурский газоперерабатывающий завод, ООО «Газпром переработка Благовещенск»);ТУ;7801082551;"АО НДЦ НПФ ""РУССКАЯ ЛАБОРАТОРИЯ""";соответствует;https://monitor-pb.ru/conclusion/72-%D0%A2%D0%A3-02203-2023;https://monitor-pb.ru/customer/2722130919
только по процессу;нет;нет;дожимная компрессорная станция;72-ТУ-02205-2023;13.03.2023;2722130919;"ООО ""ГАЗПРОМ ПЕРЕРАБОТКА БЛАГОВЕЩЕНСК""";Заключение экспертизы промышленной безопасности на техническое устройство Вентилятор осевой модель ВО-14М-320-6,3М, зав. 7289, поз. 2-11-0B FA-121В (дожимная компрессорная станция метановой фракции (установка 2-110), Амурский газоперерабатывающий завод, ООО «Газпром переработка Благовещенск»);ТУ;7801082551;"АО НДЦ НПФ ""РУССКАЯ ЛАБОРАТОРИЯ""";соответствует;https://monitor-pb.ru/conclusion/72-%D0%A2%D0%A3-02205-2023;https://monitor-pb.ru/customer/2722130919
только по процессу;нет;нет;дожимная компрессорная станция;72-ТУ-02207-2023;13.03.2023;2722130919;"ООО ""ГАЗПРОМ ПЕРЕРАБОТКА БЛАГОВЕЩЕНСК""";Заключение экспертизы промышленной безопасности на техническое устройство Вентилятор крышной осевой модель ВКО-ВВ-И 8, зав. 5775, поз. 2-11-0B FA-115В (дожимная компрессорная станция метановой фракции (установка 2-110), Амурский газоперерабатывающий завод, ООО «Газпром переработка Благовещенск»);ТУ;7801082551;"АО НДЦ НПФ ""РУССКАЯ ЛАБОРАТОРИЯ""";соответствует;https://monitor-pb.ru/conclusion/72-%D0%A2%D0%A3-02207-2023;https://monitor-pb.ru/customer/2722130919
только по процессу;нет;нет;дожимная компрессорная станция;72-ТУ-02208-2023;13.03.2023;2722130919;"ООО ""ГАЗПРОМ ПЕРЕРАБОТКА БЛАГОВЕЩЕНСК""";Заключение экспертизы промышленной безопасности на техническое устройство Вентилятор осевой модель ВО-14М-320-6,3М, зав. 7283, поз. 2-11-0B FA-121A (дожимная компрессорная станция метановой фракции (установка 2-110), Амурский газоперерабатывающий завод, ООО «Газпром переработка Благовещенск»);ТУ;7801082551;"АО НДЦ НПФ ""РУССКАЯ ЛАБОРАТОРИЯ""";соответствует;https://monitor-pb.ru/conclusion/72-%D0%A2%D0%A3-02208-2023;https://monitor-pb.ru/customer/2722130919
только по процессу;нет;нет;дожимная компрессорная станция;72-ТУ-02212-2023;13.03.2023;2722130919;"ООО ""ГАЗПРОМ ПЕРЕРАБОТКА БЛАГОВЕЩЕНСК""";Заключение экспертизы промышленной безопасности на техническое устройство Вентилятор крышной осевой модель ВКО-ВВ-И 8, зав. 5777, поз. 2-11-0B FA-115A (дожимная компрессорная станция метановой фракции (установка 2-110), Амурский газоперерабатывающий завод, ООО «Газпром переработка Благовещенск»);ТУ;7801082551;"АО НДЦ НПФ ""РУССКАЯ ЛАБОРАТОРИЯ""";соответствует;https://monitor-pb.ru/conclusion/72-%D0%A2%D0%A3-02212-2023;https://monitor-pb.ru/customer/2722130919
только по процессу;нет;нет;дожимная компрессорная станция;72-ТУ-02220-2023;13.03.2023;2722130919;"ООО ""ГАЗПРОМ ПЕРЕРАБОТКА БЛАГОВЕЩЕНСК""";Заключение экспертизы промышленной безопасности на техническое устройство вентилятор осевой модели ВО-14М-320-6,3М, зав. 7290, поз. 2-11-0B FA-121F (дожимная компрессорная станция метановой фракции (установка 2-110), Амурский газоперерабатывающий завод, ООО «Газпром переработка Благовещенск»);ТУ;7801082551;"АО НДЦ НПФ ""РУССКАЯ ЛАБОРАТОРИЯ""";соответствует;https://monitor-pb.ru/conclusion/72-%D0%A2%D0%A3-02220-2023;https://monitor-pb.ru/customer/2722130919
только по процессу;нет;нет;дожимная компрессорная станция;72-ТУ-02223-2023;13.03.2023;2722130919;"ООО ""ГАЗПРОМ ПЕРЕРАБОТКА БЛАГОВЕЩЕНСК""";Заключение экспертизы промышленной безопасности на техническое устройство вентилятор осевой модели ВО-14М-320-6,3М, зав. 7287, поз. 2-11-0B FA-121G (дожимная компрессорная станция метановой фракции (установка 2-110), Амурский газоперерабатывающий завод, ООО «Газпром переработка Благовещенск»);ТУ;7801082551;"АО НДЦ НПФ ""РУССКАЯ ЛАБОРАТОРИЯ""";соответствует;https://monitor-pb.ru/conclusion/72-%D0%A2%D0%A3-02223-2023;https://monitor-pb.ru/customer/2722130919
только по процессу;нет;нет;дожимная компрессорная станция;72-ТУ-02224-2023;13.03.2023;2722130919;"ООО ""ГАЗПРОМ ПЕРЕРАБОТКА БЛАГОВЕЩЕНСК""";Заключение экспертизы промышленной безопасности на техническое устройство вентилятор осевой модели ВО-14М-320-6,3М, зав. 7282, поз. 2-11-0B FA-121H (дожимная компрессорная станция метановой фракции (установка 2-110), Амурский газоперерабатывающий завод, ООО «Газпром переработка Благовещенск»);ТУ;7801082551;"АО НДЦ НПФ ""РУССКАЯ ЛАБОРАТОРИЯ""";соответствует;https://monitor-pb.ru/conclusion/72-%D0%A2%D0%A3-02224-2023;https://monitor-pb.ru/customer/2722130919
только по процессу;нет;нет;дожимная компрессорная станция;72-ТУ-02226-2023;13.03.2023;2722130919;"ООО ""ГАЗПРОМ ПЕРЕРАБОТКА БЛАГОВЕЩЕНСК""";Заключение экспертизы промышленной безопасности на техническое устройство вентилятор осевой модели ВО-14М-320-6,3М, зав. 7285, поз. 2-11-0B FA-121I (дожимная компрессорная станция метановой фракции (установка 2-110), Амурский газоперерабатывающий завод, ООО «Газпром переработка Благовещенск»);ТУ;7801082551;"АО НДЦ НПФ ""РУССКАЯ ЛАБОРАТОРИЯ""";соответствует;https://monitor-pb.ru/conclusion/72-%D0%A2%D0%A3-02226-2023;https://monitor-pb.ru/customer/2722130919
только по процессу;нет;нет;дожимная компрессорная станция;72-ТУ-02227-2023;13.03.2023;2722130919;"ООО ""ГАЗПРОМ ПЕРЕРАБОТКА БЛАГОВЕЩЕНСК""";Заключение экспертизы промышленной безопасности на техническое устройство вентилятор осевой модели ВО-14М-320-6,3М, зав. 7286, поз. 2-11-0B FA-121J (дожимная компрессорная станция метановой фракции (установка 2-110), Амурский газоперерабатывающий завод, ООО «Газпром переработка Благовещенск»);ТУ;7801082551;"АО НДЦ НПФ ""РУССКАЯ ЛАБОРАТОРИЯ""";соответствует;https://monitor-pb.ru/conclusion/72-%D0%A2%D0%A3-02227-2023;https://monitor-pb.ru/customer/2722130919
только по процессу;нет;нет;дожимная компрессорная станция;72-ТУ-02229-2023;13.03.2023;2722130919;"ООО ""ГАЗПРОМ ПЕРЕРАБОТКА БЛАГОВЕЩЕНСК""";Заключение экспертизы промышленной безопасности на техническое устройство вентилятор осевой модели ВО-14М-320-6,3М, зав. 7292, поз. 2-11-0B FA-121K (дожимная компрессорная станция метановой фракции (установка 2-110), Амурский газоперерабатывающий завод, ООО «Газпром переработка Благовещенск»);ТУ;7801082551;"АО НДЦ НПФ ""РУССКАЯ ЛАБОРАТОРИЯ""";соответствует;https://monitor-pb.ru/conclusion/72-%D0%A2%D0%A3-02229-2023;https://monitor-pb.ru/customer/2722130919
только по процессу;нет;нет;дожимная компрессорная станция;72-ТУ-02213-2023;13.03.2023;2722130919;"ООО ""ГАЗПРОМ ПЕРЕРАБОТКА БЛАГОВЕЩЕНСК""";Заключение экспертизы промышленной безопасности на техническое устройство вентилятор осевой модели ВО-06-300 4 исп.В, зав. б/н, поз. 2-11-84 FA-2405 (дожимная компрессорная станция метановой фракции (установка 2-110), Амурский газоперерабатывающий завод, ООО «Газпром переработка Благовещенск»);ТУ;7801082551;"АО НДЦ НПФ ""РУССКАЯ ЛАБОРАТОРИЯ""";соответствует;https://monitor-pb.ru/conclusion/72-%D0%A2%D0%A3-02213-2023;https://monitor-pb.ru/customer/2722130919
только по процессу;нет;нет;дожимная компрессорная станция;72-ТУ-02215-2023;13.03.2023;2722130919;"ООО ""ГАЗПРОМ ПЕРЕРАБОТКА БЛАГОВЕЩЕНСК""";Заключение экспертизы промышленной безопасности на техническое устройство вентилятор осевой модели ВО-06-300 4 исп.В, зав. б/н, поз. 2-11-84 FA-2403 (дожимная компрессорная станция метановой фракции (установка 2-110), Амурский газоперерабатывающий завод, ООО «Газпром переработка Благовещенск»);ТУ;7801082551;"АО НДЦ НПФ ""РУССКАЯ ЛАБОРАТОРИЯ""";соответствует;https://monitor-pb.ru/conclusion/72-%D0%A2%D0%A3-02215-2023;https://monitor-pb.ru/customer/2722130919
только по процессу;нет;нет;дожимная компрессорная станция;72-ТУ-02216-2023;13.03.2023;2722130919;"ООО ""ГАЗПРОМ ПЕРЕРАБОТКА БЛАГОВЕЩЕНСК""";Заключение экспертизы промышленной безопасности на техническое устройство вентилятор осевой модели ВО-06-300 4 исп.В, зав. б/н, поз. 2-11-84 FA-2404 (дожимная компрессорная станция метановой фракции (установка 2-110), Амурский газоперерабатывающий завод, ООО «Газпром переработка Благовещенск»);ТУ;7801082551;"АО НДЦ НПФ ""РУССКАЯ ЛАБОРАТОРИЯ""";соответствует;https://monitor-pb.ru/conclusion/72-%D0%A2%D0%A3-02216-2023;https://monitor-pb.ru/customer/2722130919
только по процессу;нет;нет;дожимная компрессорная станция;72-ТУ-02225-2023;13.03.2023;2722130919;"ООО ""ГАЗПРОМ ПЕРЕРАБОТКА БЛАГОВЕЩЕНСК""";Заключение экспертизы промышленной безопасности на техническое устройство вентилятор осевой модели ВО-06-300 4 исп.В, зав. б/н, поз. 2-11-84 FA-2402 (дожимная компрессорная станция метановой фракции (установка 2-110), Амурский газоперерабатывающий завод, ООО «Газпром переработка Благовещенск»);ТУ;7801082551;"АО НДЦ НПФ ""РУССКАЯ ЛАБОРАТОРИЯ""";соответствует;https://monitor-pb.ru/conclusion/72-%D0%A2%D0%A3-02225-2023;https://monitor-pb.ru/customer/2722130919
только по процессу;нет;нет;дожимная компрессорная станция;72-ТУ-02228-2023;13.03.2023;2722130919;"ООО ""ГАЗПРОМ ПЕРЕРАБОТКА БЛАГОВЕЩЕНСК""";Заключение экспертизы промышленной безопасности на техническое устройство вентилятор осевой модели ВО-06-300 4 исп.В, зав. б/н, поз. 2-11-84 FA-2401 (дожимная компрессорная станция метановой фракции (установка 2-110), Амурский газоперерабатывающий завод, ООО «Газпром переработка Благовещенск»);ТУ;7801082551;"АО НДЦ НПФ ""РУССКАЯ ЛАБОРАТОРИЯ""";соответствует;https://monitor-pb.ru/conclusion/72-%D0%A2%D0%A3-02228-2023;https://monitor-pb.ru/customer/2722130919
