klyuch;procedure_id;nomer;predmet;zakazchik;slug;inn;v_ocheredi;summa;data;sekciya;ssylka
компрессорная;161048;31705940722;Услуги по предоставлению компрессорной станции СД-18/251 для обеспечения работ на объектах Волгоградского ПХГ;"ООО ""ГАЗПРОМ ГЕОТЕХНОЛОГИИ""";ooo-gazprom-geotehnologii;7719002546;;4495532.66;2017-12-25;Закупки ГК «Газпром»;https://etpgpb.ru/procedure/tender/gaz/105715-uslugi-po-predostavleniyu-kompressornoy-stantsii-sd-18-251-dlya-obespecheniya-rabot-na-obektah-volgogradskogo-phg/
компрессорная;1105;31603706450;"Поставка товара для нужд ООО ""Газпром добыча Надым"". Запасные части к насосно-компрессорному оборудованию";ГАЗПРОМ ДОБЫЧА НАДЫМ;ooo-gazprom-dobycha-nadym;8903019871;;3638373.82;2016-05-27;Закупки ГК «Газпром»;https://etpgpb.ru/procedure/tender/gaz/65014-postavka-tovara-dlya-nuzhd-ooo-gazprom-dobycha-nadym-zapasnye-chasti-k-nasosno-kompressornomu-oborudovaniyu/
компрессорная;147364;31705563516;Выполнение работ по проведению планового технического обслуживания компрессорного оборудования на территории АО «УПП «Вектор».;"АО ""УПП ""ВЕКТОР""";ao-uralskoe-proizvodstvennoe-predpriyatie-vektor-1;6670012517;;188421.67;2017-09-27;Закупки.Бизнес223;https://etpgpb.ru/procedure/tender/etp/116769-vypolnenie-rabot-po-provedeniyu-planovogo-tehnicheskogo-obsluzhivaniya-kompressornogo-oborudovaniya-na-territorii-ao-upp-vektor/
компрессорная;147684;31705575313;Оказание услуг по капитальному ремонту компрессорной станции СД9/101 №167 на базе КРАЗ 250;"ООО ""Газпром трансгаз Краснодар""";ooo-gazprom-transgaz-krasnodar;2308128945;;2950000.0;2017-09-29;Закупки ГК «Газпром»;https://etpgpb.ru/procedure/tender/gaz/98861-okazanie-uslug-po-kapitalnomu-remontu-kompressornoy-stantsii-sd9-101-167-na-baze-kraz-250/
компрессорная;298408;ГП911597;"Техническое обслуживание компрессорной установки SAMSUNG SM 6100-2600 на ПАО ""Уралкуз"", согласно ТЗ.";ПАО УРАЛКУЗ;pao-uralskaya-kuznitsa-1;7420000133;да;;2019-11-07;Закупки.Бизнес;https://etpgpb.ru/procedure/tender/etp/286132-tehnicheskoe-obsluzhivanie-kompressornoy-ustanovki-samsung-sm-6100-2600-na-pao-uralkuz-soglasno-tz/
компрессорная;1356584;ГП446944;"Закупка гибкой насосно-компрессорной трубы (ГНКТ) 44,5 мм, для нужд ООО ""ФракДжет-Волга""";ФРАКДЖЕТ-ВОЛГА;ooo-frakdzhet-volga;6432005462;;0.0;2024-10-23;Закупки.Бизнес;https://etpgpb.ru/procedure/tender/etp/1025606-zakupka-gibkoy-nasosno-kompressornoy-truby-gnkt-445-mm-dlya-nuzhd-ooo-frakdzhet-volga/
компрессорная;671452;ГП237002;Выполнение работ по ремонту насосно-компрессорной трубы (НКТ) диаметром 73, 89 и 114 мм;"ООО ""НОВАТЭК-ТАРКОСАЛЕНЕФТЕГАЗ""";ooo-novatek-tarkosaleneftegaz;8911020768;;0.0;2022-01-28;Закупки.Бизнес;https://etpgpb.ru/procedure/tender/etp/593089-vypolnenie-rabot-po-remontu-nasosno-kompressornoy-truby-nkt-diametrom-73-89-i-114-mm/
компрессорная;1176743;ГП403546;Оказание услуг по техническому обслуживанию системы вибромониторинга насосно-компрессорного оборудования ООО «Акрил Салават»;ГАЗПРОМ НЕФТЕХИМ САЛАВАТ;ooo-gazprom-neftehim-salavat;0266048970;да;0.0;2024-03-01;Закупки.Бизнес;https://etpgpb.ru/procedure/tender/etp/919044-okazanie-uslug-po-tehnicheskomu-obsluzhivaniyu-sistemy-vibromonitoringa-nasosno-kompressornogo-oborudovaniya-ooo-akril-salavat/
компрессорная;475908;ГП150556;Диагностика и расширенное обследование компрессорных установок и оборудования ГПА ДКС Цех №1 и Цех №2;ЗАО НОРТГАЗ;zao-nortgaz;8904045666;;0.0;2021-02-25;Закупки.Бизнес;https://etpgpb.ru/procedure/tender/etp/451391-diagnostika-i-rasshirennoe-obsledovanie-kompressornyh-ustanovok-i-oborudovaniya-gpa-dks-tseh-1-i-tseh-2/
компрессорная;463752;ГП137970;"Техническое обслуживание компрессорного оборудования ПАО ""Уралмашзавод"" на 2021 год согласно ТЗ №167-071";"ПАО ""УРАЛМАШЗАВОД""";pao-uralskiy-zavod-tyazhelogo-mashinostroeniya;6663005798;да;0.0;2021-01-28;Закупки.Бизнес;https://etpgpb.ru/procedure/tender/etp/441331-tehnicheskoe-obsluzhivanie-kompressornogo-oborudovaniya-pao-uralmashzavod-na-2021-god-soglasno-tz-167-071/
компрессорная;438912;ГП059273;"Выполнение строительно-монтажных работ по мероприятию: ""Техническое перевооружение системы охлаждения компрессорного
оборудования УПБ""";АО ГАЗПРОМНЕФТЬ - МНПЗ;ao-gazpromneft-moskovskiy-npz;7723006328;да;0.0;2020-11-25;Закупки.Бизнес;https://etpgpb.ru/procedure/tender/etp/417829-vypolnenie-stroitelno-montazhnyh-rabot-po-meropriyatiyu-tehnicheskoe-perevooruzhenie-sistemy-ohlazhdeniya-kompressornogo-oborudovan
компрессорная;644233;АП009917;Сервисное обслуживание, сервисное сопровождение компрессорных установок МКС-100 ГГПД(ПС), на Чатылькинском месторождении;АО ГАЗПРОМНЕФТЬ-ННГ;ao-gazpromneft-noyabrskneftegaz;8905000428;;0.0;2021-12-03;Закупки.Бизнес;https://etpgpb.ru/procedure/tender/etp/570989-servisnoe-obsluzhivanie-servisnoe-soprovozhdenie-kompressornyh-ustanovok-mks-100-ggpd-ps-na-chatylkinskom-mestorozhdenii/
компрессорная;1224946;ГП464574;Поставка Открытого Распределительного Устройства 35/10КВ для кислородно-Компрессорного Цеха в адрес ПАО «ЧМК»;"ПАО ""МЕЧЕЛ""";pao-mechel;7703370008;да;0.0;2024-04-27;Закупки.Бизнес;https://etpgpb.ru/procedure/tender/etp/949042-postavka-otkrytogo-raspredelitelnogo-ustroystva-35-10kv-dlya-kislorodno-kompressornogo-tseha-v-adres-pao-chmk/
компрессорная;1500030;ГП551423;Комплекс работ по консервации поисково-оценочных и эксплуатационных скважин с применением гибкой насосно-компрессорной трубы;"ООО ""ОБСКИЙ ГХК""";ooo-obskiy-spg;8901037441;;0.0;2025-03-27;Закупки.Бизнес;https://etpgpb.ru/procedure/tender/etp/1099232-kompleks-rabot-po-konservatsii-poiskovo-otsenochnyh-i-ekspluatatsionnyh-skvazhin-s-primeneniem-gibkoy-nasosno-kompressornoy-truby/
компрессорная;1556189;ГП529045;Выполнение работ по экспертизе промышленной безопасности здания компрессорной цеха 100 (инв. № 000-0080);"АО ""МЕТАЛЛУРГИЧЕСКИЙ ЗАВОД ""ПЕТРОСТАЛЬ""";ao-metallurgicheskiy-zavod-petrostal;7805059786;да;0.0;2025-05-20;Закупки.Бизнес;https://etpgpb.ru/procedure/tender/etp/1119922-vypolnenie-rabot-po-ekspertize-promyshlennoy-bezopasnosti-zdaniya-kompressornoy-tseha-100-inv-000-0080/
компрессорная;542429;ГП142237;Монтаж электроосвещения, электроснабжения компрессорной, ПСУ в рамках реализации проекта «Модернизация СПКП. ЦЛП №11»;"АО ""БМК""";ao-beloretskiy-metallurgicheskiy-kombinat-1;0256006322;да;0.0;2021-06-21;Закупки.Бизнес;https://etpgpb.ru/procedure/tender/etp/500567-montazh-elektroosvescheniya-elektrosnabzheniya-kompressornoy-psu-v-ramkah-realizatsii-proekta-modernizatsiya-spkp-tslp-11/
компрессорная;914815;АП039566;Труба насосно-компрессорная 73х5,5 Л TMK FMT  ТУ 14-161-237-2011;"Филиал ""Краснодар Бурение""";filial-krasnodar-burenie-ooo-gazprom-burenie;5003026493;да;0.0;2023-02-25;Закупки.Бизнес;https://etpgpb.ru/procedure/tender/etp/749339-truba-nasosno-kompressornaya-73h55-l-tmk-fmt-tu-14-161-237-2011/
компрессорная;846284;АП031017;"715/КО - Ремонт компрессорного оборудования инструментального воздуха в комплекте с осушителями для нужд АО ""НЗЛ"" (LN2113)";ГЭХ Закупки;ooo-predpriyatie-proizvodstvenno-tehnologicheskoy-komplektatsii;7733667750;;1354759.2;2022-11-10;Закупки.Бизнес;https://etpgpb.ru/procedure/tender/etp/702746-715-ko-remont-kompressornogo-oborudovaniya-instrumentalnogo-vozduha-v-komplekte-s-osushitelyami-dlya-nuzhd-ao-nzl-ln2113/
компрессорная;851397;АП031567;Создание компьютерного тренажерного комплекса «Компрессорная установка (КУ) МКС83.5-150 ГГПД(ПС).01»;"ООО ""ГАЗПРОМНЕФТЬ-АВТОМАТИЗАЦИЯ""";ooo-gazpromneft-avtomatizatsiya;8905032469;;0.0;2022-11-16;Закупки.Бизнес;https://etpgpb.ru/procedure/tender/etp/705936-sozdanie-kompyuternogo-trenazhernogo-kompleksa-kompressornaya-ustanovka-ku-mks83-5-150-ggpd-ps-01/
компрессорная;2008855;ГП643031;Закупка гибких насосно-компрессорных труб (ГНКТ) для нужд ОП 0200 ООО «ФракДжет-Волга».;ФРАКДЖЕТ-ВОЛГА;ooo-frakdzhet-volga;6432005462;;0.0;2026-07-29;Закупки.Бизнес;https://etpgpb.ru/procedure/tender/etp/1275709-zakupka-gibkih-nasosno-kompressornyh-trub-gnkt-dlya-nuzhd-op-0200-ooo-frakdzhet-volga/
компрессорная;242333;31907776076;"Техническое обслуживание и текущий ремонт передвижных компрессорных установок для нужд ООО «Газпром подземремонт Уренгой»
закупка для СМСП
19/5.4/0028381/ПРУренгой";ООО Газпром центрремонт;ooo-gazprom-tsentrremont-1;5050073540;;34775460.0;2019-04-16;Закупки ГК «Газпром»;https://etpgpb.ru/procedure/tender/gaz/134817-tehnicheskoe-obsluzhivanie-i-tekuschiy-remont-peredvizhnyh-kompressornyh-ustanovok-dlya-nuzhd-ooo-gazprom-podzemremont-urengoy-zaku
компрессорная;1392556;АП085744;Заявка ПБГ_16581 Труба насосно-компрессорная 60х5-Е, 73х5,5-Л ГОСТ 633-80 (ТехничОтд) Уренгой;"ПАО ""Подзембургаз""";pao-podzemburgaz;7719091049;;0.0;2024-11-27;Закупки.Бизнес;https://etpgpb.ru/procedure/tender/etp/1045197-zayavka-pbg-16581-truba-nasosno-kompressornaya-60h5-e-73h55-l-gost-633-80-tehnichotd-urengoy/
компрессорная;469265;32109979587;Поставка передвижной компрессорной станции для нужд ООО «Газпром комплектация» (0001/21/4.5/0003956/ГПК/К/ГОС);ПАО ГАЗПРОМ;pao-gazprom;7736050003;;15586651.99;2021-02-10;Закупки ГК «Газпром»;https://etpgpb.ru/procedure/tender/gaz/162859-postavka-peredvizhnoy-kompressornoy-stantsii-dlya-nuzhd-ooo-gazprom-komplektatsiya-0001-21-4-5-0003956-gpk-k-gos/
компрессорная;447333;32009778803;"Аренда имущества (азотной компрессорной станции) для нужд ООО ""Газпром подземремонт Уренгой"" (для субъектов малого и среднего предпринимательства) 20/2.1/0081401/ПРУренгой";АО Газпром закупки;ao-gazprom-zakupki;2460040655;;24480000.0;2020-12-08;Закупки ГК «Газпром»;https://etpgpb.ru/procedure/tender/gaz/160899-arenda-imuschestva-azotnoy-kompressornoy-stantsii-dlya-nuzhd-ooo-gazprom-podzemremont-urengoy-dlya-subektov-malogo-i-srednego-predp
компрессорная;161467;ГП736319;АО «Зарубежнефть» объявляет открытый запрос котировок на право заключения договора с АО «РМНТК «Нефтеотдача» на оказание услуг по ремонту, ревизии и отбраковке насосно-компрессорных труб;Зарубежнефть;oao-zarubezhneft;7701350084;;4205520.0;2017-12-28;Закупки.Бизнес223;https://etpgpb.ru/procedure/tender/etp/132770-ao-zarubezhneft-obyavlyaet-otkrytyy-zapros-kotirovok-na-pravo-zaklyucheniya-dogovora-s-ao-rmntk-nefteotdacha-na-okazanie-uslug-po-r
компрессорная;1990560;АП121067;Выполнение комплекса специальных работ на объекте «Дожимная компрессорная станция на УКПГ-11В Ен-Яхинского НГКМ» в составе стройки Дожимная компрессорная станция на УКПГ-11В Ен-Яхинского НГКМ (470/03) для нужд АО «Газстройпром»;"ООО ""ГСП ЦЕНТР""";ooo-gsp-tsentr;7810443275;;95229892.46;2026-07-08;Закупки.Бизнес;https://etpgpb.ru/procedure/tender/etp/1269923-vypolnenie-kompleksa-spetsialnyh-rabot-na-obekte-dozhimnaya-kompressornaya-stantsiya-na-ukpg-11v-en-yahinskogo-ngkm-v-sostave-stro
компрессорная;1999996;АП121478;"Выполнение работ по техническому обслуживанию оборудования АСУТП, ТМ, КИПиА (дожимная компрессорная машина газа деэтанизации; дожимная компрессорная машина подготовленного газа) для нужд Завода по подготовке конденсата к транспорту ООО ""Газпром переработка"" в 2026 году";"ООО ""ГСП ЦЕНТР""";ooo-gsp-tsentr;7810443275;;8903762.82;2026-07-20;Закупки.Бизнес;https://etpgpb.ru/procedure/tender/etp/1272895-vypolnenie-rabot-po-tehnicheskomu-obsluzhivaniyu-oborudovaniya-asutp-tm-kipia-dozhimnaya-kompressornaya-mashina-gaza-deetanizatsii
компрессорная;1386680;;"Закупка в области: Пластичные смазки; Масла компрессорные; Масла моторные прочие, не включенные в другие группировки; Средства моющие прочие";;;;;1879210.5;2024-11-21;Закупки ГК «Газпром»;https://etpgpb.ru/procedure/tender/gaz/224285-zakupka-v-oblasti-plastichnye-smazki-masla-kompressornye-masla-motornye-prochie-ne-vklyuchennye-v-drugie-gruppirovki-sredstva-moyus
компрессорная;506419;32110208168;"Поставка станции азотной компрессорной для нужд  ООО ""Газпром комплектация"" (для субъектов малого и среднего предпринимательства) (АCЗ 27873)";АО Газпром закупки;ao-gazprom-zakupki;2460040655;;118547362.56;2021-04-19;Закупки ГК «Газпром»;https://etpgpb.ru/procedure/tender/gaz/165143-postavka-stantsii-azotnoy-kompressornoy-dlya-nuzhd-ooo-gazprom-komplektatsiya-dlya-subektov-malogo-i-srednego-predprinimatelstva-ac
компрессорная;879222;ГП248959;Поставка обсадных и насосно-компрессорных труб НКТ в 2023г. (Поставка для ООО «Артамира»);"ООО ""ДИАЛЛ АЛЬЯНС""";ooo-diall-alyans;7716182080;да;0.0;2022-12-21;Закупки.Бизнес;https://etpgpb.ru/procedure/tender/etp/723677-postavka-obsadnyh-i-nasosno-kompressornyh-trub-nkt-v-2023g-postavka-dlya-ooo-artamira/
компрессорная;938150;436048;Поставка компрессорного масла;АО КБХИММАШ ИМ. А.М. ИСАЕВА;ao-konstruktorskoe-byuro-himicheskogo-mashinostroeniya-imeni-am-isaeva;5018202198;;;2023-03-28;Торговый портал;https://etpgpb.ru/procedure/tender/price_request/436048-postavka-kompressornogo-masla/
компрессорная;253965;31907924735;"Изготовление и поставка маслосистемы в комплекте с рамой компрессорного агрегата компрессорной установки КУ-2000 ""Урал"" Приразломного месторождения";ПАО НПОИСКРА;pao-nauchno-proizvodstvennoe-obedinenie-iskra;5907001774;да;55032000.0;2019-05-29;Закупки.Бизнес223;https://etpgpb.ru/procedure/tender/etp/238535-izgotovlenie-i-postavka-maslosistemy-v-komplekte-s-ramoy-kompressornogo-agregata-kompressornoy-ustanovki-ku-2000-ural-prirazlomnogo
компрессорная;152947;31705706608;"№ 0001/17/2.2/0073453/ТГКазань/ЗП/ГОС/Э/03.11.2017
Поставка мобильного компрессорного блока для разгрузки ПАГЗ и баллонных сборок для нужд ООО «Газпром трансгаз Казань»";ПАО ГАЗПРОМ;pao-gazprom;7736050003;;22582560.01;2017-11-03;Закупки ГК «Газпром»;https://etpgpb.ru/procedure/tender/gaz/101865-0001-17-2-2-0073453-tgkazan-zp-gos-e-03-11-2017-postavka-mobilnogo-kompressornogo-bloka-dlya-razgruzki-pagz-i-ballonnyh-sborok-dlya
компрессорная;144951;31705502606;"Поставка мобильного компрессорного блока для разгрузки ПАГЗ и баллонных сборок для нужд ООО «Газпром трансгаз Уфа»
(№ 0001/17/2.2/0057034/ТГУфа/ЗП/ГОС/Э/07.09.2017)";ПАО ГАЗПРОМ;pao-gazprom;7736050003;;22690000.0;2017-09-07;Закупки ГК «Газпром»;https://etpgpb.ru/procedure/tender/gaz/97220-postavka-mobilnogo-kompressornogo-bloka-dlya-razgruzki-pagz-i-ballonnyh-sborok-dlya-nuzhd-ooo-gazprom-transgaz-ufa-0001-17-2-2-00570
компрессорная;1989168;982458;Компрессорная установка;АО ТРАНСНЕФТЬ - ДРУЖБА;ao-transneft-druzhba;3235002178;;;2026-07-07;Торговый портал;https://etpgpb.ru/procedure/tender/price_request/982458-kompressornaya-ustanovka/
компрессорная;1909553;ГП640857;На право заключения договора на разработку конструкторской документации, изготовление, поставку, выполнение шефмонтажных, внутриблочных сборочных и пусконаладочных работ агрегатов газоперекачивающих мощностью 25 МВт компрессорного цеха дожимной компрессорной станции Северо-Тамбейского лицензионного ;"ООО ""ГАЗПРОМ ДОБЫЧА ТАМБЕЙ""";ooo-gazprom-dobycha-tambey;8904091905;;0.0;2026-04-23;Закупки.Бизнес;https://etpgpb.ru/procedure/tender/etp/1244394-na-pravo-zaklyucheniya-dogovora-na-razrabotku-konstruktorskoy-dokumentatsii-izgotovlenie-postavku-vypolnenie-shefmontazhnyh-vnutri
компрессорная;1004003;АП048557;"Выполнение работ по техническому обслуживанию и ремонту компонентов системы регулирования производительности компрессорного оборудования АО ""Газпромнефть-ОНПЗ""";РМЗ ГПН-ОНПЗ;ooo-remontno-mehanicheskiy-zavod-gpn-onpz;5501072598;;0.0;2023-06-29;Закупки.Бизнес;https://etpgpb.ru/procedure/tender/etp/807540-vypolnenie-rabot-po-tehnicheskomu-obsluzhivaniyu-i-remontu-komponentov-sistemy-regulirovaniya-proizvoditelnosti-kompressornogo-obor
компрессорная;1359894;АП082703;Выполнение работ по техническому облуживанию, наладке и ремонту систем регулирования производительности компрессорного оборудования АО «Газпромнефть-ОНПЗ»;РМЗ ГПН-ОНПЗ;ooo-remontno-mehanicheskiy-zavod-gpn-onpz;5501072598;;0.0;2024-10-28;Закупки.Бизнес;https://etpgpb.ru/procedure/tender/etp/1027381-vypolnenie-rabot-po-tehnicheskomu-obluzhivaniyu-naladke-i-remontu-sistem-regulirovaniya-proizvoditelnosti-kompressornogo-oborudova
компрессорная;35367;ГП503807;Расширение женской раздевалки и ремонт компрессорной;ТК ОМЗ - ИЖОРА;ooo-territorialnaya-kompaniya-omz-izhora;7817044801;;0.0;2015-03-30;Закупки.Бизнес;https://etpgpb.ru/procedure/tender/etp/22282-rasshirenie-zhenskoy-razdevalki-i-remont-kompressornoy/
компрессорная;317765;31908746320;Поставка передвижной азотно - компрессорной станции;АЧИМ ДЕВЕЛОПМЕНТ;ooo-achim-development;8904075533;;100000000.0;2019-12-31;Закупки.Бизнес223;https://etpgpb.ru/procedure/tender/etp/306373-postavka-peredvizhnoy-azotno-kompressornoy-stantsii/
компрессорная;266634;31908092270;Техническое диагностирование ресиверов компрессорных установок;ФГУП ЦЭНКИ;fgup-tsentr-ekspluatatsii-obektov-nazemnoy-kosmicheskoy-infrastruktury;7702044530;;270833.33;2019-07-12;Закупки.Бизнес223;https://etpgpb.ru/procedure/tender/etp/251606-tehnicheskoe-diagnostirovanie-resiverov-kompressornyh-ustanovok/
компрессорная;331826;ГП038398;Поставка трубы насосно-компрессорной (НКТ);"ООО ""ЯРГЕО""";ooo-yargeo;8901014564;да;;2020-02-19;Закупки.Бизнес;https://etpgpb.ru/procedure/tender/etp/321816-postavka-truby-nasosno-kompressornoy-nkt/
компрессорная;344196;32009008158;Поставка передвижной азотно - компрессорной станции;АЧИМ ДЕВЕЛОПМЕНТ;ooo-achim-development;8904075533;;100000000.0;2020-03-19;Закупки.Бизнес223;https://etpgpb.ru/procedure/tender/etp/334792-postavka-peredvizhnoy-azotno-kompressornoy-stantsii/
компрессорная;485536;ГП127612;Закупка ЗИП к компрессорному оборудованию ГПА;"ООО ""НОВАТЭК-ТАРКОСАЛЕНЕФТЕГАЗ""";ooo-novatek-tarkosaleneftegaz;8911020768;;0.0;2021-03-16;Закупки.Бизнес;https://etpgpb.ru/procedure/tender/etp/458575-zakupka-zip-k-kompressornomu-oborudovaniyu-gpa/
компрессорная;508177;ГП152609;ТО компрессорного оборудования цеха № 33 и № 34;ПАО Ижорские заводы;pao-izhorskie-zavody;7817005295;;0.0;2021-04-21;Закупки.Бизнес;https://etpgpb.ru/procedure/tender/etp/476342-to-kompressornogo-oborudovaniya-tseha-33-i-34/
компрессорная;1745117;ИМ001525;Продажа компрессорной установки ДЭН-37Ш;"АО ""ВЗРЫВПРОМ ЮГА КУЗБАССА""";ao-vzryvprom-yuga-kuzbassa;0411049482;;737000.0;2025-11-18;ЭТП Торги;https://etpgpb.ru/procedure/tender/sale/1158673-prodazha-kompressornoy-ustanovki-den-37sh/
компрессорная;1531082;КП000002332;Поставка запасных частей к компрессорнам Dalgakiran ;;;;;0.0;2025-04-23;Закупки.Бизнес;https://etpgpb.ru/procedure/tender/commerce/2404-postavka-zapasnyh-chastey-k-kompressornam-dalgakiran/
компрессорная;1975101;АП120295;"Патрубки; Переводники для насосно-компрессорных труб";"Филиал ""Астрахань бурение"" ООО ""Газпром бурение""";filial-astrahan-burenie-obschestva-s-ogranichennoy-otvetstvennostyu-gazprom-burenie;5003026493;да;0.0;2026-06-23;Закупки.Бизнес;https://etpgpb.ru/procedure/tender/etp/1265124-patrubki-perevodniki-dlya-nasosno-kompressornyh-trub/
компрессорная;884686;ГП272544;Техническое обслуживание компрессорного оборудования AtlasCopco;"ООО ""УМЗ""";ooo-uralskiy-metallurgicheskiy-zavod;6674153011;;0.0;2022-12-30;Закупки.Бизнес;https://etpgpb.ru/procedure/tender/etp/727904-tehnicheskoe-obsluzhivanie-kompressornogo-oborudovaniya-atlascopco/
компрессорная;2004504;32616231894;Поставка фильтров для винтового компрессорного агрегата;ГП НО НИЖЕГОРОДЭЛЕКТРОТРАНС;gosudarstvennoe-predpriyatie-nizhegorodskoy-oblasti-nizhegorodelektrotrans;5253000836;;514454.09;2026-07-24;Закупки.Бизнес223;https://etpgpb.ru/procedure/tender/etp/1274257-postavka-filtrov-dlya-vintovogo-kompressornogo-agregata/
компрессорная;2013143;АП122027;Насосно-компрессорное оборудование и ЗИП к нему;филиал «Оренбург бурение – Восточная Сибирь» ООО «Газпром бурение»;filial-orenburg-burenie-obschestva-s-ogranichennoy-otvetstvennostyu-gazprom-burenie;5003026493;да;0.0;2026-08-03;Закупки.Бизнес;https://etpgpb.ru/procedure/tender/etp/1276976-nasosno-kompressornoe-oborudovanie-i-zip-k-nemu/
компрессорная;2003126;ГП631651;Запрос предложений на право заключения договора на поставку подвески гибкой насосно-компрессорной трубы;"ООО ""ГЕОНОВАСЕРВИС""";ooo-geonovaservis;8604071993;;19028305.55;2026-07-22;Закупки.Бизнес;https://etpgpb.ru/procedure/tender/etp/1273861-zapros-predlozheniy-na-pravo-zaklyucheniya-dogovora-na-postavku-podveski-gibkoy-nasosno-kompressornoy-truby/
компрессорная;166353;31806124384;"Поставка насосно-компрессорного оборудования для нужд ООО ""Газпром трансгаз Екатеринбург""
(0035/18/1.1/0007513/ТГЕкатеринб/ЗП/ГОС/Э/12.02.2018)";ГАЗПРОМ ТРАНСГАЗ ЕКАТЕРИНБУРГ;ooo-gazprom-transgaz-ekaterinburg-1;6608007434;;3900038.22;2018-02-12;Закупки ГК «Газпром»;https://etpgpb.ru/procedure/tender/gaz/107721-postavka-nasosno-kompressornogo-oborudovaniya-dlya-nuzhd-ooo-gazprom-transgaz-ekaterinburg-0035-18-1-1-0007513-tgekaterinb-zp-gos-e
компрессорная;892733;ГП325643;Запрос предложений на поставку Установки компрессорной для бурового станка в модификации ХЛ (согласно ИТТ);ИЗ-КАРТЭКС ИМЕНИ П.Г. КОРОБКОВА;ooo-iz-karteks-imeni-pgkorobkova;7817301375;;0.0;2023-01-24;Закупки.Бизнес;https://etpgpb.ru/procedure/tender/etp/734563-zapros-predlozheniy-na-postavku-ustanovki-kompressornoy-dlya-burovogo-stanka-v-modifikatsii-hl-soglasno-itt/
компрессорная;23978;31502932119;Поставка  станции компрессорной передвижной НД-18/251 для нужд ООО «Газпром газобезопасность» (№ 0056/15/2.2/0062407/Гбезопасн/ЗП/ГОС/Э/06.11.2015).;ООО Газпром центрремонт;ooo-gazprom-tsentrremont;5050073540;;13200000.0;2015-11-06;Закупки ГК «Газпром»;https://etpgpb.ru/procedure/tender/gaz/47792-postavka-stantsii-kompressornoy-peredvizhnoy-nd-18-251-dlya-nuzhd-ooo-gazprom-gazobezopasnost-0056-15-2-2-0062407-gbezopasn-zp-gos-e
компрессорная;1041820;32312708615;"Выполнение работ по техническому обслуживанию и текущему ремонту компрессорных азотных станций для нужд ООО ""Газпром ПХГ"" в 2024 г.";ГАЗПРОМ ПХГ;ooo-gazprom-phg-2;5003065767;;1231161.6;2023-08-25;Закупки ГК «Газпром»;https://etpgpb.ru/procedure/tender/gaz/206118-vypolnenie-rabot-po-tehnicheskomu-obsluzhivaniyu-i-tekuschemu-remontu-kompressornyh-azotnyh-stantsiy-dlya-nuzhd-ooo-gazprom-phg-v-2
компрессорная;508313;32110217939;"Поставка станции азотной компрессорной блочно-модульной для нужд ООО ""Газпром комплектация""  (для субъектов малого и среднего предпринимательства) (ФАВ 27875)";АО Газпром закупки;ao-gazprom-zakupki;2460040655;;17506328.0;2021-04-21;Закупки ГК «Газпром»;https://etpgpb.ru/procedure/tender/gaz/165261-postavka-stantsii-azotnoy-kompressornoy-blochno-modulnoy-dlya-nuzhd-ooo-gazprom-komplektatsiya-dlya-subektov-malogo-i-srednego-pred
компрессорная;836294;ГП258333;"Выполнение работ по ТОиТР модульной компрессорной установки ""Altair"" на объектах ООО ""Газпром трансгаз Самара"" в 2023 году (0115/0655/Р/27.10.2022)";ГСП Ремонт;ooo-firma-servisgazavtomatika;7737106202;да;5276940.42;2022-10-27;Закупки.Бизнес;https://etpgpb.ru/procedure/tender/etp/696393-vypolnenie-rabot-po-toitr-modulnoy-kompressornoy-ustanovki-altair-na-obektah-ooo-gazprom-transgaz-samara-v-2023-godu-0115-0655-r-27
компрессорная;357971;32009127089;"Поставка станции компрессорной электрической для нужд ООО ""Газпром трансгаз Ставрополь""";ГАЗПРОМ ТРАНСГАЗ СТАВРОПОЛЬ;ooo-gazprom-transgaz-stavropol;2636032629;;1127900.0;2020-04-30;Закупки ГК «Газпром»;https://etpgpb.ru/procedure/tender/gaz/152404-postavka-stantsii-kompressornoy-elektricheskoy-dlya-nuzhd-ooo-gazprom-transgaz-stavropol/
компрессорная;1780427;879687;226NP00278 Винтовая компрессорная установка;ПАО ОГК-2;pao-vtoraya-generiruyuschaya-kompaniya-optovogo-rynka-elektroenergii-1;2607018122;да;;2025-12-17;Закупки.Бизнес;https://etpgpb.ru/procedure/tender/price_request/879687-226np00278-vintovaya-kompressornaya-ustanovka/
компрессорная;399038;32009436508;"Поставка насосно-компрессорного оборудования для объекта строительства ""ДКС Марковского месторождения"" для нужд  ООО ""Газпром добыча Краснодар"" (ФЕН 51778)";АО Газпром закупки;ao-gazprom-zakupki;2460040655;;115869691.01;2020-08-26;Закупки ГК «Газпром»;https://etpgpb.ru/procedure/tender/gaz/156282-postavka-nasosno-kompressornogo-oborudovaniya-dlya-obekta-stroitelstva-dks-markovskogo-mestorozhdeniya-dlya-nuzhd-ooo-gazprom-dobyc
