inn;nash_zakazchik_epb;nazvanie_v_erknm;vid_nadzora;vid_knm;status;data_nachala;organ;adres_obekta;erpid;tekst_predosterezheniya;istochnik;data_sbora
7840346335;"АО ""ГРУППА ""ИЛИМ""";"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ГРУППА ""ИЛИМ""";Федеральный государственный карантинный фитосанитарный контроль (надзор);Объявление предостережения;Предостережение объявлено;2026-06-29;Управление Федеральной службы по ветеринарному и фитосанитарному надзору по Иркутской области и Республике Бурятия;г Санкт-Петербург, ул Марата, д 17;38260851000022194101;22.06.2026 в 10:28 ч. по адресу: Иркутская область, Казачинско-Ленский район, рп. Магистральный, ул. Российская 2 В, оф. 14, при мониторинге Федеральной государственной информационной системы «Аргус-Фито» (далее ФГИС «Аргус-Фито» государственным инспектором фитосанитарного контроля на государственной границе Российской Федерации и транспорте по Иркутской области Николаенко Анной Николаевной) выявлен факт нарушения законодательства Российской Федерации в сфере карантина растений, а именно: - согласно ФГИС «Аргус-Фито» в адрес акционерного общества «ГРУППА «ИЛИМ», ИНН 7840346335, ОГРН 5067847380189. Юридический адрес: 191025, г. Санкт-Петербург, ул. Марата, д. 17, фактический адрес: Иркутская область, г. Усть-Илимск, оформлен карантинный сертификат: - от 06.05.2026 № 383807000605260190 на подкарантинную продукцию – лесоматериалы круглые хвойных пород (сосна обыкновенная) 60 м3, из пункта отправления груза: Россия, Иркутская область, Небель, ст. Небель ВСЖД, для отправки вагоном 93928497, в пункт назначения груза: Россия, Иркутская область, ст. Усть-Илимск ВСЖД. В программе ФГИС «Аргус-Фито» карантинный сертификат от 06.05.2026 № 383807000605260190, не погашен получателем подкарантинн;ЕРКНМ, открытые данные: https://proverki.gov.ru/blob/erknm-opendata/2026/6/data-20260729-structure-20220125.zip (срез первых 40 МБ архива);2026-07-29
7840346335;"АО ""ГРУППА ""ИЛИМ""";"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ГРУППА ""ИЛИМ""";Федеральный государственный карантинный фитосанитарный контроль (надзор);Объявление предостережения;Предостережение объявлено;2026-06-29;Управление Федеральной службы по ветеринарному и фитосанитарному надзору по Иркутской области и Республике Бурятия;г Санкт-Петербург, ул Марата, д 17;38260851000022194034;22.06.2026 в 10:23 ч. по адресу: Иркутская область, Казачинско-Ленский район, рп. Магистральный, ул. Российская 2 В, оф. 14, при мониторинге Федеральной государственной информационной системы «Аргус-Фито» (далее ФГИС «Аргус-Фито» государственным инспектором фитосанитарного контроля на государственной границе Российской Федерации и транспорте по Иркутской области Николаенко Анной Николаевной) выявлен факт нарушения законодательства Российской Федерации в сфере карантина растений, а именно: - согласно ФГИС «Аргус-Фито» в адрес акционерного общества «ГРУППА «ИЛИМ», ИНН 7840346335, ОГРН 5067847380189. Юридический адрес: 191025, г. Санкт-Петербург, ул. Марата, д. 17, фактический адрес: Иркутская область, г. Усть-Илимск, оформлен карантинный сертификат: - от 06.05.2026 № 383807000605260192 на подкарантинную продукцию – лесоматериалы круглые хвойных пород (сосна обыкновенная) 60 м3, из пункта отправления груза: Россия, Иркутская область, Небель, ст. Небель ВСЖД, для отправки вагоном 93932390, в пункт назначения груза: Россия, Иркутская область, ст. Усть-Илимск ВСЖД. В программе ФГИС «Аргус-Фито» карантинный сертификат от 06.05.2026 № 383807000605260192, не погашен получателем подкарантинн;ЕРКНМ, открытые данные: https://proverki.gov.ru/blob/erknm-opendata/2026/6/data-20260729-structure-20220125.zip (срез первых 40 МБ архива);2026-07-29
7840346335;"АО ""ГРУППА ""ИЛИМ""";"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ГРУППА ""ИЛИМ""";Федеральный государственный карантинный фитосанитарный контроль (надзор);Объявление предостережения;Предостережение объявлено;2026-06-29;Управление Федеральной службы по ветеринарному и фитосанитарному надзору по Иркутской области и Республике Бурятия;г Санкт-Петербург, ул Марата, д 17;38260851000022194001;22.06.2026 в 10:21 ч. по адресу: Иркутская область, Казачинско-Ленский район, рп. Магистральный, ул. Российская 2 В, оф. 14, при мониторинге Федеральной государственной информационной системы «Аргус-Фито» (далее ФГИС «Аргус-Фито» государственным инспектором фитосанитарного контроля на государственной границе Российской Федерации и транспорте по Иркутской области Николаенко Анной Николаевной) выявлен факт нарушения законодательства Российской Федерации в сфере карантина растений, а именно: - согласно ФГИС «Аргус-Фито» в адрес акционерного общества «ГРУППА «ИЛИМ», ИНН 7840346335, ОГРН 5067847380189. Юридический адрес: 191025, г. Санкт-Петербург, ул. Марата, д. 17, фактический адрес: Иркутская область, г. Усть-Илимск, оформлен карантинный сертификат: - от 06.05.2026 № 383807000605260193 на подкарантинную продукцию – лесоматериалы круглые хвойных пород (сосна обыкновенная) 60 м3, из пункта отправления груза: Россия, Иркутская область, Небель, ст. Небель ВСЖД, для отправки вагоном 93916294, в пункт назначения груза: Россия, Иркутская область, ст. Усть-Илимск ВСЖД. В программе ФГИС «Аргус-Фито» карантинный сертификат от 06.05.2026 № 383807000605260193, не погашен получателем подкарантинн;ЕРКНМ, открытые данные: https://proverki.gov.ru/blob/erknm-opendata/2026/6/data-20260729-structure-20220125.zip (срез первых 40 МБ архива);2026-07-29
7840346335;"АО ""ГРУППА ""ИЛИМ""";"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ГРУППА ""ИЛИМ""";Федеральный государственный контроль (надзор) в области торгового мореплавания и внутреннего водного транспорта;Объявление предостережения;Предостережение объявлено;2026-06-29;МЕЖРЕГИОНАЛЬНОЕ ТЕРРИТОРИАЛЬНОЕ УПРАВЛЕНИЕ ФЕДЕРАЛЬНОЙ СЛУЖБЫ ПО НАДЗОРУ В СФЕРЕ ТРАНСПОРТА ПО СИБИРСКОМУ ФЕДЕРАЛЬНОМУ ОКРУГУ;г Санкт-Петербург, ул Марата, д 17;54260354274322192657;" На основании задания на проведение выездного обследования, принятого в соответствии со статьей 75 Федерального закона от 31 июля 2020 г. N 248-ФЗ ""О государственном контроле (надзоре) и муниципальном контроле в Российской Федерации"" и Положения о федеральном государственном контроле (надзоре) в области торгового мореплавания и внутреннего водного транспорта (утв. постановлением Правительства Российской Федерации от 29 июня 2021 №1047, проведено выездное обследование в отношении причального портового гидротехнического сооружения, эксплуатируемого Акционерным обществом ""Группа «Илим» (филиал в Братском районе Иркутской области) ИНН 7840346335, ОГРН 5067847380189: Причальная эстакада для переработки опасных грузов (Топливозаправочный причал), расположенного по адресу:Иркутская область, г. Братск, юго-восточнее жилого района Центральный, промплощадка Братсккомплексхолдинг, 597 км Братского вдхр, з. Сухой Лог . Согласно акту выездного обследования № 01-16/2-2758 от 22.06.2026 г. по результатам проведения выездного обследования выявлены нарушения обязательных требований: 1. Объект регулирования имеет признаки износа, который препятствует его безопасной эксплуатации: не находится в техни";ЕРКНМ, открытые данные: https://proverki.gov.ru/blob/erknm-opendata/2026/6/data-20260729-structure-20220125.zip (срез первых 40 МБ архива);2026-07-29
7840346335;"АО ""ГРУППА ""ИЛИМ""";"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ГРУППА ""ИЛИМ""";Федеральный государственный контроль (надзор) в области торгового мореплавания и внутреннего водного транспорта;Объявление предостережения;Предостережение объявлено;2026-06-29;МЕЖРЕГИОНАЛЬНОЕ ТЕРРИТОРИАЛЬНОЕ УПРАВЛЕНИЕ ФЕДЕРАЛЬНОЙ СЛУЖБЫ ПО НАДЗОРУ В СФЕРЕ ТРАНСПОРТА ПО СИБИРСКОМУ ФЕДЕРАЛЬНОМУ ОКРУГУ;г Санкт-Петербург, ул Марата, д 17;54260354274322192677;" На основании задания на проведение выездного обследования, принятого в соответствии со статьей 75 Федерального закона от 31 июля 2020 г. N 248-ФЗ ""О государственном контроле (надзоре) и муниципальном контроле в Российской Федерации"" и Положения о федеральном государственном контроле (надзоре) в области торгового мореплавания и внутреннего водного транспорта (утв. постановлением Правительства Российской Федерации от 29 июня 2021 №1047, проведено выездное обследование в отношении причального портового гидротехнического сооружения, эксплуатируемого Акционерным обществом ""Группа «Илим» (филиал в г. Братске Иркутской области) ИНН 7840346335, ОГРН 5067847380189: Причальная стенка, расположенного по адресу: Иркутская область, г. Братск, юго-восточнее жилого района Центральный, промплощадка Братсккомплексхолдинг, 596 км Братского вдхр, з. Сухой Лог. Согласно акту выездного обследования № 01-16/2-2756 от 17.08.2026 г. по результатам проведения выездного обследования выявлены нарушения обязательных требований: 1. Швартовные рымы не оборудованы фиксирующим приспособлением для фиксации швартовного каната, не обеспечено наличие закрепленного каната за швартовные рымы для швартовки судов к прич";ЕРКНМ, открытые данные: https://proverki.gov.ru/blob/erknm-opendata/2026/6/data-20260729-structure-20220125.zip (срез первых 40 МБ архива);2026-07-29
7840346335;"АО ""ГРУППА ""ИЛИМ""";"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ГРУППА ""ИЛИМ""";Федеральный государственный карантинный фитосанитарный контроль (надзор);Объявление предостережения;Предостережение объявлено;2026-06-29;Управление Федеральной службы по ветеринарному и фитосанитарному надзору по Иркутской области и Республике Бурятия;г Санкт-Петербург, ул Марата, д 17;38260851000022193955;22.06.2026 в 10:19 ч. по адресу: Иркутская область, Казачинско-Ленский район, рп. Магистральный, ул. Российская 2 В, оф. 14, при мониторинге Федеральной государственной информационной системы «Аргус-Фито» (далее ФГИС «Аргус-Фито» государственным инспектором фитосанитарного контроля на государственной границе Российской Федерации и транспорте по Иркутской области Николаенко Анной Николаевной) выявлен факт нарушения законодательства Российской Федерации в сфере карантина растений, а именно: - согласно ФГИС «Аргус-Фито» в адрес акционерного общества «ГРУППА «ИЛИМ», ИНН 7840346335, ОГРН 5067847380189. Юридический адрес: 191025, г. Санкт-Петербург, ул. Марата, д. 17, фактический адрес: Иркутская область, г. Усть-Илимск, оформлен карантинный сертификат: - от 06.05.2026 № 383807000605260194 на подкарантинную продукцию – лесоматериалы круглые хвойных пород (сосна обыкновенная) 60 м3, из пункта отправления груза: Россия, Иркутская область, Небель, ст. Небель ВСЖД, для отправки вагоном 96927697, в пункт назначения груза: Россия, Иркутская область, ст. Усть-Илимск ВСЖД. В программе ФГИС «Аргус-Фито» карантинный сертификат от 06.05.2026 № 383807000605260194, не погашен получателем подкарантинн;ЕРКНМ, открытые данные: https://proverki.gov.ru/blob/erknm-opendata/2026/6/data-20260729-structure-20220125.zip (срез первых 40 МБ архива);2026-07-29
7840346335;"АО ""ГРУППА ""ИЛИМ""";"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ГРУППА ""ИЛИМ""";Федеральный государственный карантинный фитосанитарный контроль (надзор);Объявление предостережения;Предостережение объявлено;2026-06-29;Управление Федеральной службы по ветеринарному и фитосанитарному надзору по Иркутской области и Республике Бурятия;г Санкт-Петербург, ул Марата, д 17;38260851000022193919;22.06.2026 в 10:17 ч. по адресу: Иркутская область, Казачинско-Ленский район, рп. Магистральный, ул. Российская 2 В, оф. 14, при мониторинге Федеральной государственной информационной системы «Аргус-Фито» (далее ФГИС «Аргус-Фито» государственным инспектором фитосанитарного контроля на государственной границе Российской Федерации и транспорте по Иркутской области Николаенко Анной Николаевной) выявлен факт нарушения законодательства Российской Федерации в сфере карантина растений, а именно: - согласно ФГИС «Аргус-Фито» в адрес акционерного общества «ГРУППА «ИЛИМ», ИНН 7840346335, ОГРН 5067847380189. Юридический адрес: 191025, г. Санкт-Петербург, ул. Марата, д. 17, фактический адрес: Иркутская область, г. Усть-Илимск, оформлен карантинный сертификат: - от 06.05.2026 № 383807000605260195 на подкарантинную продукцию – лесоматериалы круглые хвойных пород (сосна обыкновенная) 60 м3, из пункта отправления груза: Россия, Иркутская область, Небель, ст. Небель ВСЖД, для отправки вагоном 96736020, в пункт назначения груза: Россия, Иркутская область, ст. Усть-Илимск ВСЖД. В программе ФГИС «Аргус-Фито» карантинный сертификат от 06.05.2026 № 383807000605260195, не погашен получателем подкарантинн;ЕРКНМ, открытые данные: https://proverki.gov.ru/blob/erknm-opendata/2026/6/data-20260729-structure-20220125.zip (срез первых 40 МБ архива);2026-07-29
7840346335;"АО ""ГРУППА ""ИЛИМ""";"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ГРУППА ""ИЛИМ""";Федеральный государственный карантинный фитосанитарный контроль (надзор);Объявление предостережения;Предостережение объявлено;2026-06-29;Управление Федеральной службы по ветеринарному и фитосанитарному надзору по Иркутской области и Республике Бурятия;г Санкт-Петербург, ул Марата, д 17;38260851000022193522;22.06.2026 в 09:48 ч. по адресу: Иркутская область, Казачинско-Ленский район, рп. Магистральный, ул. Российская 2 В, оф. 14, при мониторинге Федеральной государственной информационной системы «Аргус-Фито» (далее ФГИС «Аргус-Фито» государственным инспектором фитосанитарного контроля на государственной границе Российской Федерации и транспорте по Иркутской области Николаенко Анной Николаевной) выявлен факт нарушения законодательства Российской Федерации в сфере карантина растений, а именно: - согласно ФГИС «Аргус-Фито» в адрес акционерного общества «ГРУППА «ИЛИМ», ИНН 7840346335, ОГРН 5067847380189. Юридический адрес: 191025, г. Санкт-Петербург, ул. Марата, д. 17, фактический адрес: Иркутская область, г. Усть-Илимск, оформлен карантинный сертификат: - от 05.05.2026 № 383807000505260094 на подкарантинную продукцию – лесоматериалы круглые хвойных пород (сосна обыкновенная) 60 м3, из пункта отправления груза: Россия, Иркутская область, Небель, ст. Небель ВСЖД, для отправки вагоном 96736277, в пункт назначения груза: Россия, Иркутская область, ст. Усть-Илимск ВСЖД. В программе ФГИС «Аргус-Фито» карантинный сертификат от 05.05.2026 № 383807000505260094, не погашен получателем подкарантинн;ЕРКНМ, открытые данные: https://proverki.gov.ru/blob/erknm-opendata/2026/6/data-20260729-structure-20220125.zip (срез первых 40 МБ архива);2026-07-29
7840346335;"АО ""ГРУППА ""ИЛИМ""";"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ГРУППА ""ИЛИМ""";Федеральный государственный карантинный фитосанитарный контроль (надзор);Объявление предостережения;Предостережение объявлено;2026-06-29;Управление Федеральной службы по ветеринарному и фитосанитарному надзору по Иркутской области и Республике Бурятия;г Санкт-Петербург, ул Марата, д 17;38260851000022193675;22.06.2026 в 10:06 ч. по адресу: Иркутская область, Казачинско-Ленский район, рп. Магистральный, ул. Российская 2 В, оф. 14, при мониторинге Федеральной государственной информационной системы «Аргус-Фито» (далее ФГИС «Аргус-Фито» государственным инспектором фитосанитарного контроля на государственной границе Российской Федерации и транспорте по Иркутской области Николаенко Анной Николаевной) выявлен факт нарушения законодательства Российской Федерации в сфере карантина растений, а именно: - согласно ФГИС «Аргус-Фито» в адрес акционерного общества «ГРУППА «ИЛИМ», ИНН 7840346335, ОГРН 5067847380189. Юридический адрес: 191025, г. Санкт-Петербург, ул. Марата, д. 17, фактический адрес: Иркутская область, г. Усть-Илимск, оформлен карантинный сертификат: - от 06.05.2026 № 383807000605260199 на подкарантинную продукцию – лесоматериалы круглые хвойных пород (сосна обыкновенная) 60 м3, из пункта отправления груза: Россия, Иркутская область, Небель, ст. Небель ВСЖД, для отправки вагоном 96736103, в пункт назначения груза: Россия, Иркутская область, ст. Усть-Илимск ВСЖД. В программе ФГИС «Аргус-Фито» карантинный сертификат от 06.05.2026 № 383807000605260199, не погашен получателем подкарантинн;ЕРКНМ, открытые данные: https://proverki.gov.ru/blob/erknm-opendata/2026/6/data-20260729-structure-20220125.zip (срез первых 40 МБ архива);2026-07-29
7840346335;"АО ""ГРУППА ""ИЛИМ""";"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ГРУППА ""ИЛИМ""";Федеральный государственный экологический контроль (надзор);Объявление предостережения;Предостережение объявлено;2026-06-05;Межрегиональное управление Федеральной службы по надзору в сфере природопользования по Иркутской области и Байкальской природной территории;;38260021000221968907;"При осуществлении Федерального государственного экологического контроля (надзора), поступили сведения о следующих действиях (бездействии): Федеральной службой по надзору в сфере природопользования в целях обеспечения исполнения Федерального закона от 30.12.2021 № 446-ФЗ «О внесении изменений в Федеральный закон «Об охране окружающей среды» и отдельные законодательные акты Российской Федерации» (далее – Федеральный закон № 446-ФЗ), в адрес Межрегионального управления Росприроднадзора по Иркутской области и Байкальской территории (далее – Управление) представлены сведения о нарушении требований п. 1 ст. 7 Федерального закона № 446-ФЗ, п. 3 ст. 56.1 Федерального закона от 10.01.2002 N 7-ФЗ ""Об охране окружающей среды"" (далее – Федеральный закон № 7-ФЗ) АКЦИОНЕРНЫМ ОБЩЕСТВОМ ""ГРУППА ""ИЛИМ"", ИНН 7840346335 (далее – АО ""ГРУППА ""ИЛИМ""), при эксплуатации объекта размещения отходов I, II класса опасности: - «Шламонакопитель №1» (№ ОРО в ГРОРО 38-00012-З-00479-010814), ближайший населенный пункт – п. Порожский; Согласно части 1 статьи 7 Федерального закона № 446-ФЗ юридические лица, индивидуальные предприниматели, которым принадлежат объекты размещения отходов I и II классов опасности, введе";ЕРКНМ, открытые данные: https://proverki.gov.ru/blob/erknm-opendata/2026/6/data-20260729-structure-20220125.zip (срез первых 40 МБ архива);2026-07-29
7840346335;"АО ""ГРУППА ""ИЛИМ""";"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ГРУППА ""ИЛИМ""";Федеральный государственный контроль (надзор) в области торгового мореплавания и внутреннего водного транспорта;Объявление предостережения;Предостережение объявлено;2026-06-04;МЕЖРЕГИОНАЛЬНОЕ ТЕРРИТОРИАЛЬНОЕ УПРАВЛЕНИЕ ФЕДЕРАЛЬНОЙ СЛУЖБЫ ПО НАДЗОРУ В СФЕРЕ ТРАНСПОРТА ПО СИБИРСКОМУ ФЕДЕРАЛЬНОМУ ОКРУГУ;г Санкт-Петербург, ул Марата, д 17;54260354274321952330;" На основании задания на проведение выездного обследования, принятого в соответствии со статьей 75 Федерального закона от 31 июля 2020 г. N 248-ФЗ ""О государственном контроле (надзоре) и муниципальном контроле в Российской Федерации"" и Положения о федеральном государственном контроле (надзоре) в области торгового мореплавания и внутреннего водного транспорта (утв. постановлением Правительства Российской Федерации от 29 июня 2021 №1047, проведено выездное обследование в отношении причального портового гидротехнического сооружения, эксплуатируемого Акционерным обществом ""Группа ""Илим"" (филиал в Усть-Илимском районе Иркутской области) ИНН 7840346335, ОГРН 5067847380189: Причальное сооружение в заливе «Карапчанка» Новый рейд Филиала АО «Группа «Илим» в Усть-Илимском районе, расположенного по адресу: Иркутская область, Усть-Илимский район, п. Железнодорожный, 281 км Усть-Илимского водохранилища, 9,7 км доп. с/х залива Карапчанка. Согласно акту выездного обследования №01-16/2-2382 от 01.06.2026 г. по результатам проведения выездного обследования выявлены нарушения обязательных требований: 1. Колёсоотбойное устройство грузового причального сооружения отсутствует в верхней и нижней части п";ЕРКНМ, открытые данные: https://proverki.gov.ru/blob/erknm-opendata/2026/6/data-20260729-structure-20220125.zip (срез первых 40 МБ архива);2026-07-29
7840346335;"АО ""ГРУППА ""ИЛИМ""";"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ГРУППА ""ИЛИМ""";Федеральный государственный контроль (надзор) в области торгового мореплавания и внутреннего водного транспорта;Объявление предостережения;Предостережение объявлено;2026-06-04;МЕЖРЕГИОНАЛЬНОЕ ТЕРРИТОРИАЛЬНОЕ УПРАВЛЕНИЕ ФЕДЕРАЛЬНОЙ СЛУЖБЫ ПО НАДЗОРУ В СФЕРЕ ТРАНСПОРТА ПО СИБИРСКОМУ ФЕДЕРАЛЬНОМУ ОКРУГУ;г Санкт-Петербург, ул Марата, д 17;54260354274321952898;" На основании задания на проведение выездного обследования, принятого в соответствии со статьей 75 Федерального закона от 31 июля 2020 г. N 248-ФЗ ""О государственном контроле (надзоре) и муниципальном контроле в Российской Федерации"" и Положения о федеральном государственном контроле (надзоре) в области торгового мореплавания и внутреннего водного транспорта (утв. постановлением Правительства Российской Федерации от 29 июня 2021 №1047, проведено выездное обследование в отношении причального портового гидротехнического сооружения, эксплуатируемого Акционерным обществом ""Группа ""Илим"" (филиал в Усть-Илимском районе Иркутской области) ИНН 7840346335, ОГРН 5067847380189: Причал грузовой в заливе «Карапчанка» Филиала АО «Группа «Илим» в Усть-Илимском районе, расположенного по адресу: Иркутская область, Усть-Илимский район, п. Железнодорожный, 281 км Усть-Илимского водохранилища, 8,9 км доп. с/х залива Карапчанка. Согласно акту выездного обследования № 01-16/2-2379 от 01.06.2026 г. по результатам проведения выездного обследования выявлены нарушения обязательных требований: 1. Колёсоотбойное устройство грузового причального сооружения отсутствует - подп. ""г"" п. 409 Технического регламента";ЕРКНМ, открытые данные: https://proverki.gov.ru/blob/erknm-opendata/2026/6/data-20260729-structure-20220125.zip (срез первых 40 МБ архива);2026-07-29
7841312071;"ПАО ""ТГК-1""";"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ  ОБЩЕСТВО  ""ТЕРРИТОРИАЛЬНАЯ  ГЕНЕРИРУЮЩАЯ  КОМПАНИЯ   №1""";Региональный государственный жилищный контроль (надзор);Выездная проверка;Не может быть проведено;2026-06-29;ГОСУДАРСТВЕННАЯ ЖИЛИЩНАЯ ИНСПЕКЦИЯ САНКТ-ПЕТЕРБУРГА;192029, г. Санкт-Петербург, пр-кт Обуховской Обороны, д 73;78261187800022126522;;ЕРКНМ, открытые данные: https://proverki.gov.ru/blob/erknm-opendata/2026/6/data-20260729-structure-20220125.zip (срез первых 40 МБ архива);2026-07-29
7841312071;"ПАО ""ТГК-1""";"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ  ОБЩЕСТВО  ""ТЕРРИТОРИАЛЬНАЯ  ГЕНЕРИРУЮЩАЯ  КОМПАНИЯ   №1""";Региональный государственный жилищный контроль (надзор);Документарная проверка;Завершено;2026-06-29;МИНИСТЕРСТВО ЭНЕРГЕТИКИ И ЖИЛИЩНО-КОММУНАЛЬНОГО ХОЗЯЙСТВА МУРМАНСКОЙ ОБЛАСТИ;197198, г. Санкт-Петербург, пр-кт Добролюбова, д 16 к 2;51261185100022021676;;ЕРКНМ, открытые данные: https://proverki.gov.ru/blob/erknm-opendata/2026/6/data-20260729-structure-20220125.zip (срез первых 40 МБ архива);2026-07-29
8604035473;"ООО ""РН-ЮГАНСКНЕФТЕГАЗ""";"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РН-ЮГАНСКНЕФТЕГАЗ""";Федеральный государственный экологический контроль (надзор);Выездная проверка;Завершено;2026-06-29;Северо-Уральское межрегиональное управление Федеральной службы по надзору в сфере природопользования;;72260021000222182604;;ЕРКНМ, открытые данные: https://proverki.gov.ru/blob/erknm-opendata/2026/6/data-20260729-structure-20220125.zip (срез первых 40 МБ архива);2026-07-29
8604035473;"ООО ""РН-ЮГАНСКНЕФТЕГАЗ""";"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РН-ЮГАНСКНЕФТЕГАЗ""";Федеральный государственный земельный контроль (надзор);Выездная проверка;Ожидает завершения;2026-06-29;Северо-Уральское межрегиональное управление Федеральной службы по надзору в сфере природопользования;РФ, Тюменская область, ХМАО-Югра, Нефтеюганский район Мамонтовский регион (ОКТМО 71818000), г. Пыть-Ях (ОКТМО 71885000), Сургутский район Мамонтовский регион (ОКТМО 71826000) (86:08:0020903);72260861000222052175;;ЕРКНМ, открытые данные: https://proverki.gov.ru/blob/erknm-opendata/2026/6/data-20260729-structure-20220125.zip (срез первых 40 МБ архива);2026-07-29
8604035473;"ООО ""РН-ЮГАНСКНЕФТЕГАЗ""";"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РН-ЮГАНСКНЕФТЕГАЗ""";Федеральный государственный экологический контроль (надзор);Выездная проверка;Завершено;2026-06-29;Северо-Уральское межрегиональное управление Федеральной службы по надзору в сфере природопользования;;72260021000222181384;;ЕРКНМ, открытые данные: https://proverki.gov.ru/blob/erknm-opendata/2026/6/data-20260729-structure-20220125.zip (срез первых 40 МБ архива);2026-07-29
8604035473;"ООО ""РН-ЮГАНСКНЕФТЕГАЗ""";"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РН-ЮГАНСКНЕФТЕГАЗ""";Федеральный государственный экологический контроль (надзор);Выездная проверка;Завершено;2026-06-29;Северо-Уральское межрегиональное управление Федеральной службы по надзору в сфере природопользования;;72260021000222183814;;ЕРКНМ, открытые данные: https://proverki.gov.ru/blob/erknm-opendata/2026/6/data-20260729-structure-20220125.zip (срез первых 40 МБ архива);2026-07-29
8608048498;"ООО ""ЛУКОЙЛ-ЗАПАДНАЯ СИБИРЬ""";"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЛУКОЙЛ-ЗАПАДНАЯ СИБИРЬ""";Федеральный государственный лесной контроль (надзор);Объявление предостережения;Предостережение объявлено;2026-06-05;СЛУЖБА ПО КОНТРОЛЮ И НАДЗОРУ В СФЕРЕ ОХРАНЫ ОКРУЖАЮЩЕЙ СРЕДЫ, ОБЪЕКТОВ ЖИВОТНОГО МИРА И ЛЕСНЫХ ОТНОШЕНИЙ ХАНТЫ-МАНСИЙСКОГО АВТОНОМНОГО ОКРУГА - ЮГРЫ;Ханты-Мансийский автономный округ-Югра, Сургутский район, выд.26 кв.547 Новоаганского урочища. Когалымского участкового лесничества, Сургутского  ТО-лесничества;86264698600021967894;ООО ЛУКОЙЛ – Западная Сибирь , ИНН 8608048498 При осуществлении Федерального государственного лесного контроля (надзора) 19.05.2026 в ходе следования по обращению граждан выявлены два нефтезагрязненных лесных участка в выделе 26 в квартале 547 Новоаганского урочища Когалымского участкового лесничества Сургутского территориального отдела-лесничества на площади 0,0043 га и 0,0117 га. Лесной участок предоставлен по договору аренды лесных участков от 05.05.2014 № 0175/14-12-ДА ООО ЛУКОЙЛ-Западная Сибирь , ИНН 8608048498. Координаты участков в системе WGS-84 N 62о 09/ 17,15// E 75о 40/ 31,57// и 62о 08/ 20,76// E 75о 39/ 44,06// установлено: На лесном участке, используемом юридическим лицом ООО ЛУКОЙЛ-Западная Сибирь по договору аренды лесных участков для выполнения работ по геологическому изучению недр, разработка месторождений полезных ископаемых, заготовка древесины от 10.07.2025 № 0175/14-12-ДА с целью использования под объект Карьер песка № 1 Усть-Котухтинского месторождения . В выделе 26 в квартале 547 Новоаганского урочища Когалымского участкового лесничества Сургутского территориального отдела-лесничества на двух лесных участках площадью 0,0043 га и 0,0117 га установлено загрязн;ЕРКНМ, открытые данные: https://proverki.gov.ru/blob/erknm-opendata/2026/6/data-20260729-structure-20220125.zip (срез первых 40 МБ архива);2026-07-29
