inn;kpp;inn_kpp;imya
2503022413;250301001;2503022413_250301001;"КРАЕВОЕ ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ПРИМОРСКИЙ ВОДОКАНАЛ"""
5920005217;592001001;5920005217_592001001;"ПЕРМСКОЕ КРАЕВОЕ ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ЧАЙКОВСКИЙ ВОДОКАНАЛ"""
6829012231;682901001;6829012231_682901001;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ТАМБОВСКАЯ СЕТЕВАЯ КОМПАНИЯ"""
6608001915;667001001;6608001915_667001001;ЕКАТЕРИНБУРГСКОЕ МУНИЦИПАЛЬНОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ВОДОПРОВОДНО-КАНАЛИЗАЦИОННОГО ХОЗЯЙСТВА
4345000249;434501001;4345000249_434501001;"МУНИЦИПАЛЬНОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ВОДОКАНАЛ"""
7728171283;774850001;7728171283_774850001;"Федеральное государственное унитарное предприятие ""Научно производственный центр автоматики и приборостроения имени академика Н.А Пилюгина"""
7728171283;645243001;7728171283_645243001;"ФИЛИАЛ ФЕДЕРАЛЬНОГО ГОСУДАРСТВЕННОГО УНИТАРНОГО ПРЕДПРИЯТИЯ ""НАУЧНО-ПРОИЗВОДСТВЕННЫЙ ЦЕНТР АВТОМАТИКИ И ПРИБОРОСТРОЕНИЯ ИМЕНИ АКАДЕМИКА Н.А.ПИЛЮГИНА""-""ПРОИЗВОДСТВЕННОЕ ОБЪЕДИНЕНИЕ ""КОРПУС"""
7728171283;400943001;7728171283_400943001;"ФИЛИАЛ ФЕДЕРАЛЬНОГО ГОСУДАРСТВЕННОГО УНИТАРНОГО ПРЕДПРИЯТИЯ ""НАУЧНО-ПРОИЗВОДСТВЕННЫЙ ЦЕНТР АВТОМАТИКИ И ПРИБОРОСТРОЕНИЯ ИМЕНИ АКАДЕМИКА Н.А.ПИЛЮГИНА""-""СОСЕНСКИЙ ПРИБОРОСТРОИТЕЛЬНЫЙ ЗАВОД"""
7728171283;772801001;7728171283_772801001;"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""НАУЧНО-ПРОИЗВОДСТВЕННЫЙ ЦЕНТР АВТОМАТИКИ И ПРИБОРОСТРОЕНИЯ ИМЕНИ АКАДЕМИКА Н.А.ПИЛЮГИНА"""
6606011940;660601001;6606011940_660601001;"Муниципальное унитарное предприятие ""Водопроводно-канализационного хозяйства"" городского округа Верхняя Пышма"
6606011940;668601001;6606011940_668601001;"МУНИЦИПАЛЬНОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ВОДОПРОВОДНО-КАНАЛИЗАЦИОННОГО ХОЗЯЙСТВА"" ГОРОДСКОГО ОКРУГА ВЕРХНЯЯ ПЫШМА"
7806151791;781101001;7806151791_781101001;"Акционерное общество ""РЭП Холдинг"""
5257086827;525701001;5257086827_525701001;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""НИЖЕГОРОДСКИЙ ВОДОКАНАЛ"""
4909047148;490802001;4909047148_490802001;"ФИЛИАЛ ПАО ""МАГАДАНЭНЕРГО"" ВОСТОЧНЫЕ ЭЛЕКТРИЧЕСКИЕ СЕТИ"
4909047148;490901001;4909047148_490901001;"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ЭНЕРГЕТИКИ И ЭЛЕКТРИФИКАЦИИ ""МАГАДАНЭНЕРГО"""
3901500276;390101001;3901500276_390101001;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""33 СУДОРЕМОНТНЫЙ ЗАВОД"""
9728050571;772801001;9728050571_772801001;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""НАУЧНО-ПРОИЗВОДСТВЕННЫЙ ЦЕНТР АВТОМАТИКИ И ПРИБОРОСТРОЕНИЯ ИМЕНИ АКАДЕМИКА Н.А. ПИЛЮГИНА"""
6312139922;997850001;6312139922_997850001;"Акционерное общество ""Ракетно-космический центр ""Прогресс"""
6312139922;997450001;6312139922_997450001;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""РАКЕТНО-КОСМИЧЕСКИЙ ЦЕНТР ""ПРОГРЕСС"""
6312139922;631201001;6312139922_631201001;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""РАКЕТНО-КОСМИЧЕСКИЙ ЦЕНТР ""ПРОГРЕСС"""
3808118560;384901001;3808118560_384901001;Общество с ограниченной ответственностью «ЭН+ ТОРГОВЫЙ ДОМ»
4703144282;470401001;4703144282_470401001;"ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ВОДОКАНАЛ ЛЕНИНГРАДСКОЙ ОБЛАСТИ"""
7838024362;;;площадка не знает этот ИНН
5612002437;561201001;5612002437_561201001;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""АВТОКОЛОННА № 1825"""
2901038518;290101001;2901038518_290101001;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""СЕВЕРАЛМАЗ"""
1435219600;143501001;1435219600_143501001;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ВОДОКАНАЛ"""
2304073741;;;площадка не знает этот ИНН
2635040105;263401001;2635040105_263401001;"ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ СТАВРОПОЛЬСКОГО КРАЯ ""СТАВРОПОЛЬКРАЙВОДОКАНАЛ"""
2635040105;263501001;2635040105_263501001;"ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ СТАВРОПОЛЬСКОГО КРАЯ ""СТАВРОПОЛЬКРАЙВОДОКАНАЛ"""
5024022700;502401001;5024022700_502401001;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ВОДОКАНАЛ"""
2466114215;246601001;2466114215_246601001;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ "" КРАСНОЯРСКИЙ ЖИЛИЩНО-КОММУНАЛЬНЫЙ КОМПЛЕКС"""
7024029499;785150001;7024029499_785150001;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""СИБИРСКИЙ ХИМИЧЕСКИЙ КОМБИНАТ"""
7024029499;702450001;7024029499_702450001;"АО ""Сибирский химический комбинат"""
7024029499;702401001;7024029499_702401001;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""СИБИРСКИЙ ХИМИЧЕСКИЙ КОМБИНАТ"""
7726747370;290101001;7726747370_290101001;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РВК-АРХАНГЕЛЬСК"""
7536064538;753601001;7536064538_753601001;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ПРОИЗВОДСТВЕННОЕ УПРАВЛЕНИЕ ВОДОСНАБЖЕНИЯ И ВОДООТВЕДЕНИЯ ГОРОДА ЧИТЫ"""
6454003331;645401001;6454003331_645401001;"МУНИЦИПАЛЬНОЕ УНИТАРНОЕ ПРОИЗВОДСТВЕННОЕ ПРЕДПРИЯТИЕ ""САРАТОВВОДОКАНАЛ"""
5252000350;525201001;5252000350_525201001;"Публичное акционерное общество ""Павловский автобус"""
6673092454;;;площадка не знает этот ИНН
5244031860;;;площадка не знает этот ИНН
5836623790;583701001;5836623790_583701001;"Общество с ограниченной ответственностью ""Горводоканал"""
5243027892;524301001;5243027892_524301001;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АРЗАМАССКИЙ ВОДОКАНАЛ"""
0245022178;024501001;0245022178_024501001;"ГОСУДАРСТВЕННОЕ УНИТАРНОЕ СЕЛЬСКОХОЗЯЙСТВЕННОЕ ПРЕДПРИЯТИЕ МАШИННО-ТЕХНОЛОГИЧЕСКАЯ СТАНЦИЯ ""ЦЕНТРАЛЬНАЯ"" РЕСПУБЛИКИ БАШКОРТОСТАН"
3435000932;343501001;3435000932_343501001;"МУНИЦИПАЛЬНОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ВОДОПРОВОДНО-КАНАЛИЗАЦИОННОЕ ХОЗЯЙСТВО"" ГОРОДСКОГО ОКРУГА - ГОРОД ВОЛЖСКИЙ ВОЛГОГРАДСКОЙ ОБЛАСТИ"
6165132680;;;площадка не знает этот ИНН
8604048754;860401001;8604048754_860401001;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЮГАНСКТРАНСТЕПЛОСЕРВИС""  "
6605002100;660501001;6605002100_660501001;"ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""БОГДАНОВИЧСКИЙ КОМБИКОРМОВЫЙ ЗАВОД"""
6605002100;663301001;6605002100_663301001;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""БОГДАНОВИЧСКИЙ КОМБИКОРМОВЫЙ ЗАВОД"""
2466229600;246001001;2466229600_246001001;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КРАЕВАЯ ЭНЕРГОСБЕРЕГАЮЩАЯ КОМПАНИЯ"""
2724132118;272101001;2724132118_272101001;Общество с ограниченной ответственностью «Транснефть – Дальний Восток»
2311010502;231101001;2311010502_231101001;"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""КРАЕВАЯ КЛИНИЧЕСКАЯ БОЛЬНИЦА № 2"" МИНИСТЕРСТВА ЗДРАВООХРАНЕНИЯ КРАСНОДАРСКОГО КРАЯ"
9203501030;920301001;9203501030_920301001;"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""13 СУДОРЕМОНТНЫЙ ЗАВОД ЧЕРНОМОРСКОГО ФЛОТА"" МИНИСТЕРСТВА ОБОРОНЫ РОССИЙСКОЙ ФЕДЕРАЦИИ"
7805025346;780501001;7805025346_780501001;"Акционерное Общество ""Морской порт Санкт-Петербург"""
5913001268;592101001;5913001268_592101001;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""МЕТАФРАКС КЕМИКАЛС"""
8612007896;861201001;8612007896_861201001;"МУНИЦИПАЛЬНОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""УПРАВЛЕНИЕ ГОРОДСКОГО ХОЗЯЙСТВА"" МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ ГОРОДА ПЫТЬ-ЯХ"
5515201050;551501001;5515201050_551501001;"МУНИЦИПАЛЬНОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ КАЛАЧИНСКОГО ГОРОДСКОГО ПОСЕЛЕНИЯ КАЛАЧИНСКОГО РАЙОНА ОМСКОЙ ОБЛАСТИ ""НАСОСНО-ФИЛЬТРОВАЛЬНАЯ СТАНЦИЯ ""ВОСКРЕСЕНСКАЯ"""
5038004331;502401001;5038004331_502401001;"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ МОСКОВСКОЙ ОБЛАСТИ ""МОСОБЛЛЕС"""
5038004331;504943001;5038004331_504943001;"ШАТУРСКИЙ ФИЛИАЛ ГОСУДАРСТВЕННОГО КАЗЕННОГО УЧРЕЖДЕНИЯ МОСКОВСКОЙ ОБЛАСТИ ""МОСОБЛЛЕС"""
5038004331;503143002;5038004331_503143002;"НОГИНСКИЙ ФИЛИАЛ ГОСУДАРСТВЕННОГО КАЗЕННОГО УЧРЕЖДЕНИЯ МОСКОВСКОЙ ОБЛАСТИ ""МОСОБЛЛЕС"""
5038004331;503243002;5038004331_503243002;"ЗВЕНИГОРОДСКИЙ ФИЛИАЛ ГОСУДАРСТВЕННОГО АВТОНОМНОГО УЧРЕЖДЕНИЯ МОСКОВСКОЙ ОБЛАСТИ ""МОСОБЛЛЕС"""
5038004331;500743001;5038004331_500743001;"ДМИТРОВСКИЙ ФИЛИАЛ ГОСУДАРСТВЕННОГО АВТОНОМНОГО УЧРЕЖДЕНИЯ МОСКОВСКОЙ ОБЛАСТИ ""МОСОБЛЛЕС"""
5038004331;504243003;5038004331_504243003;"СЕРГИЕВО-ПОСАДСКИЙ ФИЛИАЛ ГОСУДАРСТВЕННОГО АВТОНОМНОГО УЧРЕЖДЕНИЯ МОСКОВСКОЙ ОБЛАСТИ ""МОСОБЛЛЕС"" КПП 504243003"
5038004331;504343002;5038004331_504343002;"ФИЛИАЛ ""РУССКИЙ ЛЕС"" ГОСУДАРСТВЕННОГО АВТОНОМНОГО УЧРЕЖДЕНИЯ МОСКОВСКОЙ ОБЛАСТИ ""МОСОБЛЛЕС"" КПП 504343002"
5038004331;507843002;5038004331_507843002;"ТАЛДОМСКИЙ ФИЛИАЛ ГОСУДАРСТВЕННОГО АВТОНОМНОГО УЧРЕЖДЕНИЯ МОСКОВСКОЙ ОБЛАСТИ ""МОСОБЛЛЕС"" КПП 507843002"
5038004331;503643001;5038004331_503643001;"ПОДОЛЬСКИЙ ФИЛИАЛ ГОСУДАРСТВЕННОГО АВТОНОМНОГО УЧРЕЖДЕНИЯ МОСКОВСКОЙ ОБЛАСТИ ""МОСОБЛЛЕС"" КПП 503643001"
5038004331;504543001;5038004331_504543001;"СТУПИНСКИЙ ФИЛИАЛ ГОСУДАРСТВЕННОГО АВТОНОМНОГО УЧРЕЖДЕНИЯ МОСКОВСКОЙ ОБЛАСТИ ""МОСОБЛЛЕС"" КПП 504543001"
5038004331;504243004;5038004331_504243004;"МОСКОВСКИЙ УЧЕБНО-ОПЫТНЫЙ ФИЛИАЛ ГОСУДАРСТВЕННОГО АВТОНОМНОГО УЧРЕЖДЕНИЯ МОСКОВСКОЙ ОБЛАСТИ ""МОСОБЛЛЕС"" КПП 504243004"
5038004331;502043001;5038004331_502043001;"КЛИНСКИЙ ФИЛИАЛ ГОСУДАРСТВЕННОГО АВТОНОМНОГО УЧРЕЖДЕНИЯ МОСКОВСКОЙ ОБЛАСТИ ""МОСОБЛЛЕС"" КПП 502043001"
5038004331;501143001;5038004331_501143001;"ЕГОРЬЕВСКИЙ ФИЛИАЛ ГОСУДАРСТВЕННОГО АВТОНОМНОГО УЧРЕЖДЕНИЯ МОСКОВСКОЙ ОБЛАСТИ ""МОСОБЛЛЕС"" КПП 501143001"
5038004331;503443001;5038004331_503443001;"ОРЕХОВО-ЗУЕВСКИЙ ФИЛИАЛ ГОСУДАРСТВЕННОГО АВТОНОМНОГО УЧРЕЖДЕНИЯ МОСКОВСКОЙ ОБЛАСТИ ""МОСОБЛЛЕС"" КПП 503443001"
5038004331;501743002;5038004331_501743002;"ИСТРИНСКИЙ ФИЛИАЛ ГОСУДАРСТВЕННОГО АВТОНОМНОГО УЧРЕЖДЕНИЯ МОСКОВСКОЙ ОБЛАСТИ ""МОСОБЛЛЕС"" КПП 501743002"
5038004331;500543002;5038004331_500543002;"ВИНОГРАДОВСКИЙ ФИЛИАЛ ГОСУДАРСТВЕННОГО АВТОНОМНОГО УЧРЕЖДЕНИЯ МОСКОВСКОЙ ОБЛАСТИ ""МОСОБЛЛЕС"" КПП 500543002"
5038004331;502843001;5038004331_502843001;"БОРОДИНСКИЙ ФИЛИАЛ ГОСУДАРСТВЕННОГО АВТОНОМНОГО УЧРЕЖДЕНИЯ МОСКОВСКОЙ ОБЛАСТИ ""МОСОБЛЛЕС"" КПП 502843001"
5038004331;507243002;5038004331_507243002;"ЛУХОВИЦКИЙ ФИЛИАЛ ГОСУДАРСТВЕННОГО АВТОНОМНОГО УЧРЕЖДЕНИЯ МОСКОВСКОЙ ОБЛАСТИ ""МОСОБЛЛЕС"" КПП 507243002"
5038004331;500445001;5038004331_500445001;"ВОЛОКОЛАМСКИЙ ФИЛИАЛ ГОСУДАРСТВЕННОГО АВТОНОМНОГО УЧРЕЖДЕНИЯ МОСКОВСКОЙ ОБЛАСТИ ""МОСОБЛЛЕС"" КПП 500445001"
5038004331;503043002;5038004331_503043002;"НАРО-ФОМИНСКИЙ ФИЛИАЛ ГОСУДАРСТВЕННОГО АВТОНОМНОГО УЧРЕЖДЕНИЯ МОСКОВСКОЙ ОБЛАСТИ ""МОСОБЛЛЕС"" КПП 503043002"
2633001291;263501001;2633001291_263501001;"МУНИЦИПАЛЬНОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ВОДОКАНАЛ"" ГОРОДА  СТАВРОПОЛЯ"
2633001291;263550001;2633001291_263550001;"Муниципальное унитарное предприятие ""ВОДОКАНАЛ"" города Ставрополя"
5199000024;519001001;5199000024_519001001;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""АРКТИЧЕСКИЕ МОРСКИЕ ИНЖЕНЕРНО-ГЕОЛОГИЧЕСКИЕ ЭКСПЕДИЦИИ"""
2365001416;236501001;2365001416_236501001;"МУНИЦИПАЛЬНОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ЖИЛИЩНО-КОММУНАЛЬНОЕ ХОЗЯЙСТВО ГОРОДА ТУАПСЕ"""
4629026667;463201001;4629026667_463201001;"МУНИЦИПАЛЬНОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ВОДОКАНАЛ ГОРОДА КУРСКА"""
2700001300;272150001;2700001300_272150001;"муниципальное унитарное предприятие города Хабаровска ""Водоканал"""
2700001300;272101001;2700001300_272101001;"МУНИЦИПАЛЬНОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ГОРОДА ХАБАРОВСКА ""ВОДОКАНАЛ"""
5224003504;522401001;5224003504_522401001;"МУНИЦИПАЛЬНОЕ ПРЕДПРИЯТИЕ МУНИЦИПАЛЬНОГО ОКРУГА ГОРОД ПЕРВОМАЙСК НИЖЕГОРОДСКОЙ ОБЛАСТИ ""РАДУГА"""
2983998001;;;площадка не знает этот ИНН
7105504223;710501001;7105504223_710501001;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ТУЛАГОРВОДОКАНАЛ"""
7817315385;781701001;7817315385_781701001;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""СРЕДНЕ-НЕВСКИЙ СУДОСТРОИТЕЛЬНЫЙ ЗАВОД"""
7423000572;742301001;7423000572_742301001;"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""РОССИЙСКИЙ ФЕДЕРАЛЬНЫЙ ЯДЕРНЫЙ ЦЕНТР - ВСЕРОССИЙСКИЙ НАУЧНО-ИССЛЕДОВАТЕЛЬСКИЙ ИНСТИТУТ ТЕХНИЧЕСКОЙ ФИЗИКИ ИМЕНИ АКАДЕМИКА Е.И. ЗАБАБАХИНА"""
7423000572;785150001;7423000572_785150001;"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""РОССИЙСКИЙ ФЕДЕРАЛЬНЫЙ ЯДЕРНЫЙ ЦЕНТР - ВСЕРОССИЙСКИЙ НАУЧНО-ИССЛЕДОВАТЕЛЬСКИЙ ИНСТИТУТ ТЕХНИЧЕСКОЙ ФИЗИКИ ИМЕНИ АКАДЕМИКА Е.И. ЗАБАБАХИНА"""
7423000572;745901001;7423000572_745901001;"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""РОССИЙСКИЙ ФЕДЕРАЛЬНЫЙ ЯДЕРНЫЙ ЦЕНТР - ВСЕРОССИЙСКИЙ НАУЧНО-ИССЛЕДОВАТЕЛЬСКИЙ ИНСТИТУТ ТЕХНИЧЕСКОЙ ФИЗИКИ ИМЕНИ АКАДЕМИКА Е.И. ЗАБАБАХИНА"""
2208052474;220801001;2208052474_220801001;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""НОВОАЛТАЙСКВОДОКАНАЛ"""
0267018087;026701001;0267018087_026701001;"ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ РЕСПУБЛИКИ БАШКОРТОСТАН ""СИБАЙВОДОКАНАЛ"""
7743937082;667143001;7743937082_667143001;"УРАЛЬСКИЙ ФИЛИАЛ ФАУ ""РОСДОРНИИ"""
7743937082;616543001;7743937082_616543001;"СЕВЕРО-КАВКАЗСКИЙ ФИЛИАЛ ФАУ ""РОСДОРНИИ"""
7743937082;590243001;7743937082_590243001;"ПЕРМСКИЙ ФИЛИАЛ ФАУ ""РОСДОРНИИ"""
7743937082;332445001;7743937082_332445001;"ВЛАДИМИРСКИЙ ФИЛИАЛ ФАУ ""РОСДОРНИИ"""
7743937082;366443001;7743937082_366443001;"ВОРОНЕЖСКИЙ ФИЛИАЛ ФАУ ""РОСДОРНИИ"""
7743937082;614343001;7743937082_614343001;"ВОЛГОДОНСКИЙ  ФИЛИАЛ ФАУ ""РОСДОРНИИ"""
7743937082;246343001;7743937082_246343001;"СИБИРСКИЙ ФИЛИАЛ ФАУ ""РОСДОРНИИ"""
7743937082;344443001;7743937082_344443001;"ВОЛГОГРАДСКИЙ ФИЛИАЛ ФАУ ""РОСДОРНИИ"""
7743937082;272343001;7743937082_272343001;"ДАЛЬНЕВОСТОЧНЫЙ ФИЛИАЛ ФАУ ""РОСДОРНИИ"""
7743937082;774301001;7743937082_774301001;"ФЕДЕРАЛЬНОЕ АВТОНОМНОЕ УЧРЕЖДЕНИЕ ""РОССИЙСКИЙ ДОРОЖНЫЙ НАУЧНО-ИССЛЕДОВАТЕЛЬСКИЙ ИНСТИТУТ"""
1328016109;132801001;1328016109_132801001;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ТЕПЛИЧНОЕ"""
7438015885;;;площадка не знает этот ИНН
3301036623;330101001;3301036623_330101001;"МУНИЦИПАЛЬНОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""АЛЕКСАНДРОВ ВОДОКАНАЛ"" МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ ГОРОД АЛЕКСАНДРОВ"
7730263559;;;площадка не знает этот ИНН
7707049388;665843001;7707049388_665843001;"Макрорегиональный филиал ""Урал"" Открытого акционерного общества междугородной и международной электрической связи ""Ростелеком"""
7707049388;784001001;7707049388_784001001;"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""РОСТЕЛЕКОМ"""
7707049388;504743001;7707049388_504743001;"Макрорегиональный филиал ""Центр"" Открытого акционерного общества междугородной и международной электрической связи ""Ростелеком"""
7707049388;222543001;7707049388_222543001;Алтайский филиал Публичного акционерного общества междугородной и международной электрической связи «Ростелеком»
7707049388;650143001;7707049388_650143001;"САХАЛИНСКИЙ ФИЛИАЛ ПАО ""РОСТЕЛЕКОМ"""
7707049388;151343001;7707049388_151343001;"СЕВЕРО-ОСЕТИНСКИЙ ФИЛИАЛ ПАО ""РОСТЕЛЕКОМ"""
7707049388;745143001;7707049388_745143001;"ЧЕЛЯБИНСКИЙ ФИЛИАЛ ПАО ""РОСТЕЛЕКОМ"""
7707049388;667243001;7707049388_667243001;"ЕКАТЕРИНБУРГСКИЙ ФИЛИАЛ ПАО ""РОСТЕЛЕКОМ"""
7707049388;072543002;7707049388_072543002;"КАБАРДИНО-БАЛКАРСКИЙ ФИЛИАЛ ПАО ""РОСТЕЛЕКОМ"""
7707049388;519043001;7707049388_519043001;"МУРМАНСКИЙ ФИЛИАЛ ПАО ""РОСТЕЛЕКОМ"""
7707049388;561243001;7707049388_561243001;"ОРЕНБУРГСКИЙ ФИЛИАЛ ПАО ""РОСТЕЛЕКОМ"""
7707049388;784243002;7707049388_784243002;"МАКРОРЕГИОНАЛЬНЫЙ ФИЛИАЛ ""СЕВЕРО-ЗАПАД"" ПАО ""РОСТЕЛЕКОМ"""
7707049388;253643002;7707049388_253643002;"ПРИМОРСКИЙ ФИЛИАЛ ПАО ""РОСТЕЛЕКОМ"""
7707049388;263443002;7707049388_263443002;"СТАВРОПОЛЬСКИЙ ФИЛИАЛ ПАО ""РОСТЕЛЕКОМ"""
7707049388;081643001;7707049388_081643001;"КАЛМЫЦКИЙ ФИЛИАЛ ПАО ""РОСТЕЛЕКОМ"""
7707049388;301543002;7707049388_301543002;"АСТРАХАНСКИЙ ФИЛИАЛ ПАО ""РОСТЕЛЕКОМ"""
7707049388;057243001;7707049388_057243001;"ДАГЕСТАНСКИЙ ФИЛИАЛ ПАО ""РОСТЕЛЕКОМ"""
7707049388;645243001;7707049388_645243001;"САРАТОВСКИЙ ФИЛИАЛ ПАО ""РОСТЕЛЕКОМ"""
7707049388;272143001;7707049388_272143001;"ХАБАРОВСКИЙ ФИЛИАЛ ПАО ""РОСТЕЛЕКОМ"""
7707049388;290143001;7707049388_290143001;"АРХАНГЕЛЬСКИЙ ФИЛИАЛ ПАО ""РОСТЕЛЕКОМ"""
7810442793;781001001;7810442793_781001001;Общество с ограниченной ответственностью «ГСП-Механизация»
7737106202;;;площадка не знает этот ИНН
7017005296;;;площадка не знает этот ИНН
8703010889;;;площадка не знает этот ИНН
6663005798;;;площадка не знает этот ИНН
5027116065;;;площадка не знает этот ИНН
7810474820;;;площадка не знает этот ИНН
7712040285;774301001;7712040285_774301001;"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""НАУЧНО-ПРОИЗВОДСТВЕННОЕ ОБЪЕДИНЕНИЕ ""АЛМАЗ"" ИМЕНИ АКАДЕМИКА А.А.РАСПЛЕТИНА"""
9706009675;770601001;9706009675_770601001;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""АЙСОРС"""
7705002602;770501001;7705002602_770501001;"ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ГОРОДА МОСКВЫ ""МОСГОРТРАНС"""
7705002602;774301001;7705002602_774301001;"ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ГОРОДА МОСКВЫ ""МОСГОРТРАНС"""
7420000133;741501001;7420000133_741501001;"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""УРАЛЬСКАЯ КУЗНИЦА"""
7713321151;770501001;7713321151_770501001;Акционерное общество «ОТЭКО»
0256006322;025601001;0256006322_025601001;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""БЕЛОРЕЦКИЙ МЕТАЛЛУРГИЧЕСКИЙ КОМБИНАТ"""
5610077370;561001001;5610077370_561001001;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ  ""ОРЕНБУРГ ВОДОКАНАЛ"""
5610077370;561350001;5610077370_561350001;"Общество с ограниченной ответственностью ""Оренбург Водоканал"""
7736046504;507401001;7736046504_507401001;"Общество с ограниченной ответственностью Авиапредприятие ""Газпром авиа"""
7736046504;775101001;7736046504_775101001;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ АВИАПРЕДПРИЯТИЕ ""ГАЗПРОМ АВИА"""
3525114733;352501001;3525114733_352501001;"ЗАКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""ВОЛОГОДСКАЯ ПОДШИПНИКОВАЯ КОРПОРАЦИЯ"""
7806369727;781101001;7806369727_781101001;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""НЕВСКИЙ ЗАВОД"""
5944202327;594401001;5944202327_594401001;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""УРАЛ - ТРАНСКОМ""  "
5244009279;;;площадка не знает этот ИНН
