inn;predpriyatie;razryad;pochemu;tip_mashiny;sreda;kak_uznali_sredu;marki;citata;chem_dokazano;ssylka_na_istochnik;sostoyanie;strok_faktov;lyudej_u_menya
5260000192;"ГОСУДАРСТВЕННОЕ ПРЕДПРИЯТИЕ НИЖЕГОРОДСКОЙ ОБЛАСТИ ""НИЖЕГОРОДСКИЙ ПАССАЖИРСКИЙ АВТОМОБИЛЬНЫЙ ТРАНСПОРТ""";C;C. тип назван прямо, среда — вывод (не доказательство);центробежная;воздух;провайдер определил по роду деятельности предприятия;;Услуги по ремонту вышедших из строя турбокомпрессоров;план 2220574169 позиция 36, сумма 3 900 000,00 ₽;https://zakupki.gov.ru/epz/orderplan/tru-plan/card/common-info.html?guid=903631ea-d766-512f-dca8-c8812c8f55ad_88641aeb-9534-4384-87f4-f3787d8be006&infoGuid=903631ea-d766-512f-dca8-c8812c8f55ad;планировал;1;0
5260497721;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""НИЖЕГОРОДСКИЙ ПАССАЖИРСКИЙ АВТОМОБИЛЬНЫЙ ТРАНСПОРТ""";C;C. тип назван прямо, среда — вывод (не доказательство);центробежная;воздух;провайдер определил по роду деятельности предприятия;;Услуги по ремонту вышедших из строя турбокомпрессоров;план 2230736148 позиция 11, сумма 4 201 000,00 ₽;https://zakupki.gov.ru/epz/orderplan/tru-plan/card/common-info.html?guid=3f185b13-c86d-4e72-8793-c9bfb7ddf277_0d92cfd3-5c9f-2bfb-e063-07548d0af882&infoGuid=3f185b13-c86d-4e72-8793-c9bfb7ddf277;планировал;1;0
5409102650;"МКП ""НГТ""";C;C. тип назван прямо, среда — вывод (не доказательство);центробежная;воздух;провайдер определил по роду деятельности предприятия;;Выполнение работ по ремонту турбокомпрессоров Заказчика;план 2220665002 позиция 152, сумма 2 000 000,00 ₽;https://zakupki.gov.ru/epz/orderplan/tru-plan/card/common-info.html?guid=259b8cc4-2d2c-485b-8b14-7281e76569ff_aa33c500-c53f-48aa-a865-39775c0d7d01&infoGuid=259b8cc4-2d2c-485b-8b14-7281e76569ff;планировал;1;0
7725727149;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""СИТИМАТИК""";C;C. тип назван прямо, среда — вывод (не доказательство);центробежная;воздух;провайдер определил по роду деятельности предприятия;;Поставка насоса водяного и турбокомпрессора для мусороуплотнителя BOMAG 972 г.р.з. 7628СО.;план 2210561926 позиция 590, сумма 138 500,00 ₽;https://zakupki.gov.ru/epz/orderplan/tru-plan/card/common-info.html?guid=c4b81f8b-27f9-4ece-90da-f29253ee3293_7872f6e9-f633-417e-b472-191147070dfe&infoGuid=c4b81f8b-27f9-4ece-90da-f29253ee3293;планировал;1;0
7449070380;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПЕРСПЕКТИВА""";C;C. тип назван прямо, среда — вывод (не доказательство);центробежная;воздух;провайдер определил по роду деятельности предприятия;;Поставка турбокомпрессора для электрогенераторной установки типа SFGLD560;план 2210560042 позиция 167, сумма 5 725,00 Евро;https://zakupki.gov.ru/epz/orderplan/tru-plan/card/common-info.html?guid=1e5f561c-58b5-4ce5-bc1c-1d35964f9ee1_a5959a98-e046-4dd4-af3b-e16f3f022658&infoGuid=1e5f561c-58b5-4ce5-bc1c-1d35964f9ee1;планировал;1;0
7453222406;"МУНИЦИПАЛЬНОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""СЛУЖБА ОРГАНИЗАЦИИ ДВИЖЕНИЯ""";C;C. тип назван прямо, среда — вывод (не доказательство);центробежная;воздух;провайдер определил по роду деятельности предприятия;;Поставка турбокомпрессоров;план 2230734560 позиция 15, сумма 582 700,00 ₽;https://zakupki.gov.ru/epz/orderplan/tru-plan/card/common-info.html?guid=ae0c7fb1-fc5e-4bc0-823e-f03546b338e5_7fde7b56-441c-43bd-aecb-7e2229b37ee0&infoGuid=ae0c7fb1-fc5e-4bc0-823e-f03546b338e5;планировал;1;0
7445020452;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МАГНИТОГОРСКАЯ ЭНЕРГЕТИЧЕСКАЯ КОМПАНИЯ""";C;C. тип назван прямо, среда — вывод (не доказательство);центробежная;воздух;провайдер определил по роду деятельности предприятия;HS 5800;Поставка колеса турбины турбокомпрессора HS 5800 в кол-ве 2 шт.;план 2250871009 позиция 39, сумма 58 413,60 Евро;https://zakupki.gov.ru/epz/orderplan/tru-plan/card/common-info.html?guid=9211011c-26a6-4026-8834-9661e93af249_dbdc990c-02d1-4d1c-bb36-ea8dbe0626df&infoGuid=9211011c-26a6-4026-8834-9661e93af249;планировал;1;0
7814448098;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""КОЛОМЯЖСКОЕ""";C;C. тип назван прямо, среда — вывод (не доказательство);центробежная;воздух;провайдер определил по роду деятельности предприятия;;Выполнение работ по ремонту турбокомпрессоров специализированной уборочной и дорожно-строительной техники;план 2240801516 позиция 166, сумма 3 000 000,00 ₽;https://zakupki.gov.ru/epz/orderplan/tru-plan/card/common-info.html?guid=80c3e183-2205-4943-92f8-57aeb376f7f9_2a2900da-5d0a-7917-e063-07548d0a26b0&infoGuid=80c3e183-2205-4943-92f8-57aeb376f7f9;планировал;1;0
7805227529;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЛОКОМОТИВ""";C;C. тип назван прямо, среда — вывод (не доказательство);центробежная;воздух;провайдер определил по роду деятельности предприятия;ТК 30Н-17,;Капитальный ремонт турбокомпрессора ТК 30Н-17, зав. № 5761;план 2210557990 позиция 64, сумма 108 360,00 ₽;https://zakupki.gov.ru/epz/orderplan/tru-plan/card/common-info.html?guid=9ab5ab9a-37cd-44f6-9888-94daed562439_23582220-ab60-4871-8682-906af3e99068&infoGuid=9ab5ab9a-37cd-44f6-9888-94daed562439;планировал;1;0
7707050810;"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ГОСУДАРСТВЕННЫЙ ТРЕСТ ""АРКТИКУГОЛЬ""";C;C. тип назван прямо, среда — вывод (не доказательство);центробежная;воздух;провайдер определил по роду деятельности предприятия;;Поставка турбокомпрессора для Коматсу;план 2240782906 позиция 596, сумма 568 000,00 ₽;https://zakupki.gov.ru/epz/orderplan/tru-plan/card/common-info.html?guid=b5e6f47e-4a22-4482-9903-f4e6738f50d3_d9b7db66-ac19-4d28-8d0b-d118e66397d7&infoGuid=b5e6f47e-4a22-4482-9903-f4e6738f50d3;планировал;1;0
3443016862;"ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ВОЛГОГРАДСКОЙ ОБЛАСТИ ""ВОЛГОГРАДАВТОТРАНС""";C;C. тип назван прямо, среда — вывод (не доказательство);центробежная;воздух;провайдер определил по роду деятельности предприятия;;Ремонт турбокомпрессоров для газовых двигателей;план 2220651601 позиция 75, сумма 512 000,00 ₽;https://zakupki.gov.ru/epz/orderplan/tru-plan/card/common-info.html?guid=d51019c3-3443-4a24-af8b-5ee2124fc612_f88c404a-6a29-483f-9175-a71985c95510&infoGuid=d51019c3-3443-4a24-af8b-5ee2124fc612;планировал;1;0
8801011136;"МУНИЦИПАЛЬНОЕ ПРЕДПРИЯТИЕ ЭВЕНКИЙСКОГО МУНИЦИПАЛЬНОГО РАЙОНА ""ИЛИМПИЙСКИЕ ЭЛЕКТРОСЕТИ""";C;C. тип назван прямо, среда — вывод (не доказательство);центробежная;воздух;провайдер определил по роду деятельности предприятия;;Поставка турбокомпрессора Caterpillar 3512,3516;план 2230711119 позиция 28, сумма 590 000,00 ₽;https://zakupki.gov.ru/epz/orderplan/tru-plan/card/common-info.html?guid=c34b51a6-5cd9-47c4-b1f1-6ff844c40820_7477279d-c2c9-4db7-ab89-25215aa51b09&infoGuid=c34b51a6-5cd9-47c4-b1f1-6ff844c40820;планировал;1;0
5607044287;"МУНИЦИПАЛЬНОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""НОВОТРОИЦКИЙ ГОРОДСКОЙ ТРАНСПОРТ"" МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ ГОРОД НОВОТРОИЦК";C;C. тип назван прямо, среда — вывод (не доказательство);центробежная;воздух;провайдер определил по роду деятельности предприятия;;Поставка турбокомпрессора;план 2220657670 позиция 5, сумма 198 000,00 ₽;https://zakupki.gov.ru/epz/orderplan/tru-plan/card/common-info.html?guid=caa8400c-670b-4cd5-88b4-8e75c8d89522_76d625d2-acac-4b8e-a0c4-c96f0a32d958&infoGuid=caa8400c-670b-4cd5-88b4-8e75c8d89522;планировал;1;0
9715450519;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТОРГОВЫЙ ДОМ АРГУС""";C;C. тип назван прямо, среда — вывод (не доказательство);центробежная;воздух;провайдер определил по роду деятельности предприятия;;Поставка воздушного турбокомпрессора;план 2230689103 позиция 14, сумма 5 380 000,00 ₽;https://zakupki.gov.ru/epz/orderplan/tru-plan/card/common-info.html?guid=6854a58c-a2bb-423b-a78d-a2a5026a109f_9eb8c437-19e0-471c-a798-4b0d72eba134&infoGuid=6854a58c-a2bb-423b-a78d-a2a5026a109f;планировал;1;0
0816039027;"МУНИЦИПАЛЬНОЕ АВТОНОМНОЕ УЧРЕЖДЕНИЕ ""ЭЛИСТИНСКИЙ ГОРОДСКОЙ ТРАНСПОРТ""";C;C. тип назван прямо, среда — вывод (не доказательство);центробежная;воздух;провайдер определил по роду деятельности предприятия;;Услуги по ремонту турбокомпрессоров;план 2230748752 позиция 10, сумма 121 000,00 ₽;https://zakupki.gov.ru/epz/orderplan/tru-plan/card/common-info.html?guid=5dc16f8f-d748-4fea-ab63-1be4d58b9176_cd94e5fb-8444-4176-9d75-797e72cd78ce&infoGuid=5dc16f8f-d748-4fea-ab63-1be4d58b9176;планировал;1;0
7718560636;ПАО Группа Черкизово;D;D. среда в тексте, тип — вывод по слову;центробежная, вид по слову;воздух;сказано прямо в тексте;;Поставка воздуходувки серии Samos 6,3 квт SBO53D0H0UJXX -300/+300мбар 1ст 3*230/400В для ООО ЧС Воронежская обл., Нижнедевицкий р-н.ул Советская 35 (id444125);тендер 444125;https://www.tender.pro/api/tender/444125/view_public;покупает;113;84
4407006010;"ООО ""СВИСС КРОНО""";D;D. среда в тексте, тип — вывод по слову;центробежная, вид по слову;воздух;сказано прямо в тексте;GМ 35S | GМ 50L | GМ 80L | GМ130L;на технические устройства применяемые на опасном производственном объекте Воздуходувки GМ 35S поз № 157, GМ 50L поз № 126, GМ 50L поз № 134, GМ 80L поз № 121, GМ130L поз. № 108, SRB 125/4V поз. № 119, применяемые в цехе ДСП (рег. № объекта А17-03022-0026, клас;заключение ЭПБ № 17-ТУ-03374-2019;https://monitor-pb.ru/conclusion/17-%D0%A2%D0%A3-03374-2019;есть;90;11
7702352454;"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""РОСМОРПОРТ""";D;D. среда в тексте, тип — вывод по слову;центробежная, вид по слову;воздух;сказано прямо в тексте;;"ремонт ступеней сжатия воздуходувки пневмообмыва лк ""Диксон"" (АРХ)";процедура 32009401697;https://www.roseltorg.ru/procedure/32009401697/1;покупает;64;63
6665002150;АО КУМЗ;D;D. среда в тексте, тип — вывод по слову;центробежная, вид по слову;воздух;сказано прямо в тексте;;Закупка воздуходувки, фена строительного март 2026г. (id1159966);тендер 1159966;https://www.tender.pro/api/tender/1159966/view_public;покупает;38;38
5243000185;"ЗАО ""Арзамасский хлеб""";D;D. среда в тексте, тип — вывод по слову;центробежная, вид по слову;воздух;сказано прямо в тексте;SAP 530 | SAH 505;"технические устройства: Воздуходувка низкого давления SAP 530 тех. № 1, Воздуходувка низкого давления SAH 505 тех. № 2, применяемые на опасном производственном объекте ""Склад бестарного хранения муки"", рег. №А40-00227-0002, IV класс опасности и расположенное п";заключение ЭПБ № 40-ТУ-09320-2024;https://monitor-pb.ru/conclusion/40-%D0%A2%D0%A3-09320-2024;есть;37;0
4100000668;"ПАО ""КАМЧАТСКЭНЕРГО""";D;D. среда в тексте, тип — вывод по слову;центробежная, вид по слову;воздух;сказано прямо в тексте;АИР 315 | АИР 225;1. Электродвигатель АИР 315 М2 У2 (200/3000) для воздуходувки дробеочистки 2. Электродвигатель АИР 225 М2 У2 (55/3000) для привода насоса опресовки форсунок;процедура RH10042500029;https://www.roseltorg.ru/procedure/RH10042500029/1;покупает;32;31
5254001230;"ФГУП ""РФЯЦ - ВНИИЭФ""";D;D. среда в тексте, тип — вывод по слову;центробежная, вид по слову;воздух;сказано прямо в тексте;;Поставка насосов, воздуходувки, установки гальванического осаждения;Фабрикант, процедура 2475719 (ИНН по справочнику ЕГРЮЛ);https://fabrikant.ru/trades/atom/PriceMonitoring/?action=view&id=152535;покупает;30;29
6608001915;ЕКАТЕРИНБУРГСКОЕ МУНИЦИПАЛЬНОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ВОДОПРОВОДНО-КАНАЛИЗАЦИОННОГО ХОЗЯЙСТВА;D;D. среда в тексте, тип — вывод по слову;центробежная, вид по слову;воздух;сказано прямо в тексте;;поставка воздуходувки;ТЭК-Торг: процедура ЗП306139;https://www.tektorg.ru/223-fz/procedures/8080349;покупает;30;30
2311008207;ФГБНУ ФНЦ ВНИИМК;D;D. среда в тексте, тип — вывод по слову;центробежная, вид по слову;воздух;сказано прямо в тексте;;Воздуходувка;план 2210548493 позиция 786, сумма 115 794,00 ₽;https://zakupki.gov.ru/epz/orderplan/tru-plan/card/common-info.html?guid=698e2026-9b08-4139-a83c-f7a1b19eac3b_ba42118e-9ee3-4bad-b038-534754646941&infoGuid=698e2026-9b08-4139-a83c-f7a1b19eac3b;планировал;25;7
7707049388;"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""РОСТЕЛЕКОМ""";D;D. среда в тексте, тип — вывод по слову;центробежная, вид по слову;воздух;сказано прямо в тексте;;11913 Воздуходувки с функцией пылесоса;процедура 646372;https://etpgpb.ru/procedures/price_request/646372-11913-vozduhoduvki-s-funktsiey-pylesosa/;покупает;24;23
1102057865;"ООО  ""ЛУКОЙЛ-УНП""";D;D. среда в тексте, тип — вывод по слову;центробежная, вид по слову;воздух;сказано прямо в тексте;ГДС-850;«Площадка производства по переработке нефти и нефтепродуктов», рег. № ОПО А25-00260-0025, I класс опасности - «ППНН. ГДС-850. Ремонт контура автоматического регулирования давления воздуха в коллекторе нагнетания воздуходувки В-1», шифр проекта 13189-503/22;заключение ЭПБ № 25-ТП-02046-2023;https://monitor-pb.ru/conclusion/25-%D0%A2%D0%9F-02046-2023;есть;21;11
4909095279;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""УСТЬ-СРЕДНЕКАНГЭССТРОЙ""";D;D. среда в тексте, тип — вывод по слову;центробежная, вид по слову;воздух;сказано прямо в тексте;;Поставка воздуходувки предназначенной для аэрации на сооружении: «Воздуходувная и иловая насосная станция» объекта: «Очистные сооружения биологической очистки сточных вод в г. Магадане» (лот № 10-МТР-5.16-УСГС);план 2160189628 позиция 103, сумма 3 675 652,80 ₽;https://zakupki.gov.ru/epz/orderplan/tru-plan/card/common-info.html?guid=5e79babf-01bc-435f-8b40-75fe25cd866d_371de5df-38d9-4ca4-bbdb-602426852d4c&infoGuid=5e79babf-01bc-435f-8b40-75fe25cd866d;планировал;20;19
4221011880;СИБЭЛЕКТРО (ГКК);D;D. среда в тексте, тип — вывод по слову;центробежная, вид по слову;воздух;сказано прямо в тексте;;"&#128077;Нагнетатель консистентной смазки с пневмоприводом 13кг WiederKraft WDK-89813. Рассматриваются аналоги любых производителей. Поставка до 15.06.2019 в г. Новокузнецк, Кемеровской области. Аукцион с переторжкой ""Прозрачная закупка"" проводит робот TenderB";тендер 381219;https://www.tender.pro/api/tender/381219/view_public;покупает;19;7
0255014715;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ "" БЕЛЕБЕЕВСКИЙ ВОДОКАНАЛ""";D;D. среда в тексте, тип — вывод по слову;центробежная, вид по слову;воздух;сказано прямо в тексте;;Реконструкция воздуходувной насосной станции БОС п. Приютово МР БР РБ с заменой воздуходувки;план 2220648329 позиция 39, сумма 3 876 000,00 ₽;https://zakupki.gov.ru/epz/orderplan/tru-plan/card/common-info.html?guid=fe33b793-f9a3-4ad7-8821-62b06159832d_79aac8d3-8c62-4586-a3df-f8636662dc90&infoGuid=fe33b793-f9a3-4ad7-8821-62b06159832d;планировал;17;0
5907001774;ПАО НПОИСКРА;D;D. среда в тексте, тип — вывод по слову;центробежная, вид по слову;воздух;сказано прямо в тексте;HG2310;1 воздуходувка HG2310 LCD electronic thermo control STEINEL, кат.№ 5202914 фирмы Steinel Elektronik GmbH Германия;тендер 99301;https://www.tender.pro/api/tender/99301/view_public;покупает;16;16
6666003414;КУЗОЦМ;D;D. среда в тексте, тип — вывод по слову;центробежная, вид по слову;воздух;сказано прямо в тексте;АКБ 18-20В,;Воздуходувка аккум. бесщеточная 2 АКБ 18-20В, скорость воздуха 55-60м/c, обдув, аккум. Li-Ion. (id1147463);тендер 1147463;https://www.tender.pro/api/tender/1147463/view_public;покупает;16;15
6027143462;"ГБУ ПО ""ПСКОВАВТОДОР""";D;D. среда в тексте, тип — вывод по слову;центробежная, вид по слову;воздух;сказано прямо в тексте;;Воздуходувка 0857200000222000556;процедура 0857200000222000556;;покупает;16;16
7721632827;"АО ""КОНЦЕРН РОСЭНЕРГОАТОМ""";D;D. среда в тексте, тип — вывод по слову;центробежная, вид по слову;воздух;сказано прямо в тексте;;Пластина углеграфитная для воздуходувки ГР-А5-4;Фабрикант, процедура 2332776 (ИНН по справочнику ЕГРЮЛ);https://fabrikant.ru/trades/atom/PriceMonitoring/?action=view&id=64789;покупает;12;12
8617002073;"ООО ""ГАЗПРОМ ТРАНСГАЗ СУРГУТ""";D;D. среда в тексте, тип — вывод по слову;центробежная, вид по слову;воздух;сказано прямо в тексте;;Поставка воздуходувки;процедура 239813;https://etpgpb.ru/procedures/price_request/239813-postavka-vozduhoduvki/;покупает;12;11
5214009264;"ООО ""МК ""Володарский""";D;D. среда в тексте, тип — вывод по слову;центробежная, вид по слову;воздух;сказано прямо в тексте;Р3-БВК;"на техническое устройство: Воздуходувка кольцевая Р3-БВК поз. 7043; 7044; 7045; 7046, применяемое на опасном производственном объекте: ""Цех по производству муки"" рег. № А40-17011-0003, III класс опасности расположенном по адресу: 606070, Нижегородская область,";заключение ЭПБ № 52-ТУ-750256-2026;https://monitor-pb.ru/conclusion/52-%D0%A2%D0%A3-750256-2026;есть;12;11
9728050571;ФЛ АО НПЦАП-ПОКОРПУС;D;D. среда в тексте, тип — вывод по слову;центробежная, вид по слову;воздух;сказано прямо в тексте;МТ 11-Т2С-11,0;Приобретение воздуходувки МТ 11-Т2С-11,0 или эквивалент;процедура 32211205394;https://etpgpb.ru/procedures/etp/610344-priobretenie-vozduhoduvki-mt-11-t2s-110-ili-ekvivalent/;покупает;12;11
0278039018;"АО ""ТРАНСНЕФТЬ - УРАЛ""";D;D. среда в тексте, тип — вывод по слову;центробежная, вид по слову;воздух;сказано прямо в тексте;;2600-M01-К-12-01438-2026 «Воздуходувка»;Сбербанк-АСТ, лот SBR043-2607210033.100247211;;покупает;11;10
7712040285;"ПАО ""НПО ""АЛМАЗ""";D;D. среда в тексте, тип — вывод по слову;центробежная, вид по слову;воздух;сказано прямо в тексте;;Головки ударные, Кабелерез, Гайковерт, Держатель магнитный, Воздуходувка, Домкрат, Струбцина, Зубило;ТЭК-Торг: процедура 455602;https://www.tektorg.ru/market/procedures/6688762;покупает;10;9
7731263174;"АО ""ГПТП ""Гранит""";D;D. среда в тексте, тип — вывод по слову;центробежная, вид по слову;воздух;сказано прямо в тексте;;Поставка воздуходувки;ТЭК-Торг: процедура 377681;https://www.tektorg.ru/market/procedures/4754579;покупает;10;9
7707311363;"ФГУП ""УВО МИНТРАНСА РОССИИ""";D;D. среда в тексте, тип — вывод по слову;центробежная, вид по слову;воздух;сказано прямо в тексте;;Поставка воздуходувки;ТЭК-Торг: процедура 897336;https://www.tektorg.ru/market/procedures/18678214;покупает;10;9
5008046711;"АВТОНОМНОЕ УЧРЕЖДЕНИЕ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ Г. ДОЛГОПРУДНОГО ""ФИЗКУЛЬТУРНО-ОЗДОРОВИТЕЛЬНЫЙ КОМПЛЕКС ""САЛЮТ""";D;D. среда в тексте, тип — вывод по слову;центробежная, вид по слову;воздух;сказано прямо в тексте;;Приобретение воздуходувки;процедура 4483589;https://zakupki.mos.ru/need/4483589;покупает;10;0
7701568891;"ООО ""ГРК ""БЫСТРИНСКОЕ""";D;D. среда в тексте, тип — вывод по слову;центробежная, вид по слову;воздух;сказано прямо в тексте;;Ключи и воздуходувка;ТЭК-Торг: процедура 20056396/1;;покупает;9;8
7731084175;АО КОНЦЕРН ВКО АЛМАЗ - АНТЕЙ;D;D. среда в тексте, тип — вывод по слову;центробежная, вид по слову;воздух;сказано прямо в тексте;;Воздуходувка, перфоратор аккумуляторные;ТЭК-Торг: процедура 309097;https://www.tektorg.ru/market/procedures/3036346;покупает;9;8
5032004536;Государственное автономное учреждение организации культуры Московской области «Государственный историко-литературный муз;D;D. среда в тексте, тип — вывод по слову;центробежная, вид по слову;воздух;сказано прямо в тексте;;Поставка воздуходувки;процедура 4245502;https://zakupki.mos.ru/need/4245502;покупает;9;2
0269034133;"ООО ""Туймазинское ГПП""";D;D. среда в тексте, тип — вывод по слову;центробежная, вид по слову;воздух;сказано прямо в тексте;1Г21-50-4В, | В-501/2;ЗАКЛЮЧЕНИЕ №25-ТУ-0303-2021 экспертизы промышленной безопасности на техническое устройство: «Воздуходувка 1Г21-50-4В, зав. №0303393, рег.№В-501/2» применяемое на опасном производственном объекте I класса опасности «Площадка газоперерабатывающего производства» ;заключение ЭПБ № 41-ТУ-64347-2021;https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-64347-2021;есть;8;7
7302040242;"АО ""ГНЦ НИИАР""";D;D. среда в тексте, тип — вывод по слову;центробежная, вид по слову;воздух;сказано прямо в тексте;;"Мониторинг рынка цен по расчёту НМЦ № 394692 ""Поставка компрессора с электродвигателем (воздуходувки)""";Фабрикант, процедура 2988585 (ИНН по справочнику ЕГРЮЛ);https://fabrikant.ru/trades/atom/PriceMonitoring/?action=view&id=554505;покупает;8;8
7715488540;Государственное бюджетное учреждение города Москвы «Жилищник Бутырского района»;D;D. среда в тексте, тип — вывод по слову;центробежная, вид по слову;воздух;сказано прямо в тексте;BR776;ВОЗДУХОДУВКА ZIMANI BR776;процедура SP9822204;https://www.roseltorg.ru/procedure/SP9822204/3;покупает;7;6
3328007468;Общество с ограниченной ответственностью «Научно-производственное предприятие БИОТУМ»;D;D. среда в тексте, тип — вывод по слову;центробежная, вид по слову;воздух;сказано прямо в тексте;;Воздуходувка для чистки компьютера от пыли;процедура 9734227;https://zakupki.mos.ru/auction/9734227;покупает;7;1
0600002810;"ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ЕДИНЫЙ ОПЕРАТОР РЕСПУБЛИКИ ИНГУШЕТИЯ В СФЕРЕ ВОДОСНАБЖЕНИЯ И ВОДООТВЕДЕНИЯ""";D;D. среда в тексте, тип — вывод по слову;центробежная, вид по слову;воздух;сказано прямо в тексте;;Поставка воздуходувки с трехлопастным ротором;план 2260877884 позиция 23, сумма 3 543 333,34 ₽;https://zakupki.gov.ru/epz/orderplan/tru-plan/card/common-info.html?guid=48f8237d-2234-4a27-a629-0c78bdb72b5d_edf4747f-d24a-4044-b3bf-8b1400e18c9e&infoGuid=48f8237d-2234-4a27-a629-0c78bdb72b5d;планировал;7;0
1117000011;"АО ""Боксит Тимана""";D;D. среда в тексте, тип — вывод по слову;центробежная, вид по слову;воздух;сказано прямо в тексте;;Закупка стального троса, коуша, воздуходувки и прочего по заявкам № 10.06-24Э, 930 (id913398) (2-й этап торгов) (id915989);тендер 915989;https://www.tender.pro/api/tender/915989/view_public;покупает;6;5
2365004375;"ООО ""РН-ТУАПСИНСКИЙ НПЗ""";D;D. среда в тексте, тип — вывод по слову;центробежная, вид по слову;воздух;сказано прямо в тексте;ВК9020;Воздуходувка ВК9020, зав. № 1179020040, поз. 659-VD001В. Местонахождение объекта: 352800,Россия Краснодарский край, г. Туапсе, ул. Сочинская, 1. Эксплуатирующая организация: ООО «РН-Туапсинский НПЗ». Наименование ОПО: Площадка очистные сооружения. Рег. № ОПО/К;заключение ЭПБ № 30-ТУ-04993-2019;https://monitor-pb.ru/conclusion/30-%D0%A2%D0%A3-04993-2019;есть;6;5
7720613388;АО ЗТЗ;D;D. среда в тексте, тип — вывод по слову;центробежная, вид по слову;воздух;сказано прямо в тексте;;Закупка шланга ПВХ армированного вакуумного разных диаметров для нужд АО ЗТЗ (id663402) (2-й этап торгов)Шланг До 10 бар, толщина стенки 2-4 мм, от +10 до +35, применяются в воздуходувках (id667602);тендер 667602;https://www.tender.pro/api/tender/667602/view_public;покупает;5;4
3435900563;"АО ""ВОЛЖСКИЙ ОРГСИНТЕЗ""";D;D. среда в тексте, тип — вывод по слову;центробежная, вид по слову;воздух;сказано прямо в тексте;;Поставка воздуходувки;план 2230714163 позиция 190, сумма 1 300 000.00 Российский рубль;https://zakupki.gov.ru/epz/orderplan/purchase-plan/printForm/view.html?guid=8d77b823-0b03-4736-8d0b-513d301e33d9;планировал;5;0
9701087623;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""РОСАТОМ ВОЗОБНОВЛЯЕМАЯ ЭНЕРГИЯ""";D;D. среда в тексте, тип — вывод по слову;центробежная, вид по слову;воздух;сказано прямо в тексте;;Поставка нагнетателей горячего воздуха;Фабрикант, процедура 3312638 (ИНН по справочнику ЕГРЮЛ);https://fabrikant.ru/trades/atom/PriceMonitoring/?action=view&id=839735;покупает;5;4
7710177774;"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ГОРОДА МОСКВЫ ""ФИНАНСОВО-ХОЗЯЙСТВЕННОЕ УПРАВЛЕНИЕ""";D;D. среда в тексте, тип — вывод по слову;центробежная, вид по слову;воздух;сказано прямо в тексте;XBA90;Воздуходувка МОБИЛ К XBA90 ПРЕМИУМ 60В;процедура 10022684;https://zakupki.mos.ru/auction/10022684;покупает;5;4
6455010934;ГАУК СГАТД;D;D. среда в тексте, тип — вывод по слову;центробежная, вид по слову;воздух;сказано прямо в тексте;;Воздуходувка для ПК;процедура 877798;https://etpgpb.ru/procedures/price_request/877798-vozduhoduvka-dlya-pk/;покупает;5;4
7816723776;"САНКТ-ПЕТЕРБУРГСКОЕ ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""СЛУЖБА СОПРОВОЖДЕНИЯ ПРОГРАММНЫХ КОМПЛЕКСОВ""";D;D. среда в тексте, тип — вывод по слову;центробежная, вид по слову;воздух;сказано прямо в тексте;;Поставка воздуходувки электрической для нужд СПб ГКУ «ССПК»;процедура 5607844;https://zakupki.mos.ru/need/5607844;покупает;5;4
7321316986;"ООО ""ЗАВОД ТЕХНОНИКОЛЬ-УЛЬЯНОВСК""";D;D. среда в тексте, тип — вывод по слову;центробежная, вид по слову;воздух;сказано прямо в тексте;;Техническое обслуживание воздуходувки ZS55VCA-F-50 - APF227219 202406_256 (id904474);тендер 904474;https://www.tender.pro/api/tender/904474/view_public;покупает;3;2
