Запрос;Паттерн;Тип провала;Релевантность/2;Источник;Нашлось;Что не так;Топ-3 выдачи
конденсатоотводчики;category;wrong_top;0;webmaster;20;Запрос на конденсатоотводчики, выдача — безмасляные компрессоры ЗИФ;Винтовой безмасляный компрессор ЗИФ-СВЭ-БМ-11 | Винтовой безмасляный компрессор ЗИФ-СВЭ-БМ-12 | Винтовой безмасляный компрессор ЗИФ-СВЭ-БМ-14
фильтры berg;brand;wrong_top;0;webmaster;20;Бренд совпал, но показаны компрессоры BERG вместо фильтров BERG;Винтовой компрессор BERG ATOM А11ЕО-500 10 ба | Винтовой компрессор BERG ATOM А11ЕО-500 8 бар | Винтовой компрессор BERG ATOM А15ЕО-500 10 ба
винтовой компрессор 5000 л мин;spec;wrong_top;1;webmaster;20;Топ смешан: есть модели с производительностью3500 л/мин и малые 11–15 кВт, не соответствующие 5000 л/мин;Винтовой компрессор ММЗ ПВ 3,5/0,7 (на шасси  | Винтовой компрессор ММЗ ПВ 3,5/0,7 (без шасси | Винтовой компрессор Cross Air CA45-16RA
компрессор производственный;category;wrong_top;1;webmaster;20;топ забит поршневыми бустерами (дожимной), а не общепромышленными компрессорами;Компрессор поршневой дожимной (бустер) AIRPOL | Компрессор поршневой дожимной (бустер) AIRPOL | Компрессор поршневой дожимной (бустер) AIRPOL
компрессор 2 м3 мин;spec;wrong_top;0;webmaster;20;показаны крупные дизельные компрессоры 33+ м³/мин вместо ~2 м³/мин;Двухступенчатый дизельный винтовой компрессор | Двухступенчатый дизельный винтовой компрессор | Двухступенчатый дизельный винтовой компрессор
компрессор ekomak с прямым приводом;brand;wrong_top;1;webmaster;20;показан весь ассортимент Ekomak CD VST без явной фильтрации по типу привода;Винтовой компрессор Ekomak ЕКО 30 СD VST/7 | Винтовой компрессор Ekomak ЕКО 30 СD VST/8 | Винтовой компрессор Ekomak ЕКО 37 СD VST/7
компрессор 7 бар;spec;wrong_top;1;webmaster;20;"«7» трактуется как номер модели/мощность, а не давление; нужны компрессоры с рабочим давлением 7 бар";Винтовой компрессор AIRRUS 7 8 бар | Винтовой компрессор AIRRUS 7 10 бар | Винтовой компрессор OZEN EN 7 10 бар
осушители адсорбционного типа;category;wrong_top;0;webmaster;20;вместо адсорбционных осушителей — компрессоры со встроенным рефрижераторным осушителем;Винтовой компрессор Atlas Copco GA18 VSD+13FF | Винтовой компрессор Atlas Copco GA22 VSD+13FF | Винтовой компрессор Atlas Copco GA26 VSD+13FF
установка получения кислорода;category;wrong_top;0;webmaster;11;вместо кислородных генераторов (генераторы газов вассортименте) — дизельные компрессоры Dali;Дизельный винтовой компрессор Dali DLZJ-18/17 | Дизельный винтовой компрессор Dali DLZJ-15/14 | Дизельный винтовой компрессор Dali DLZJ-29/23
компрессор 30 квт;spec;wrong_top;1;webmaster;20;топ разбавлен моделями 1А с '30' в артикуле (не мощность), а не отфильтровано по30 кВт;Компрессор 1А 21-30-2А | Компрессор 1А 21-30-4А | Компрессор 1А 22-30-2А
передвижные винтовые компрессоры;category;wrong_top;1;webmaster;20;ЗИФ-модели без явного признака передвижности в названии размывают выдачу;Винтовой компрессор передвижной ZEGA SPE135S  | Винтовой компрессор передвижной ZEGA SPE440S  | Винтовой компрессор ЗИФ ШВ 5,2/0,7 Т
осушители сжатого воздуха;category;wrong_top;0;webmaster;20;"вместо осушителей — винтовые компрессоры ALMiG; критический сбой категорийного роутинга";Винтовой компрессор ALMiG BELT 110/10 | Винтовой компрессор ALMiG BELT 110/13 | Винтовой компрессор ALMiG BELT 110/8
компрессор 10 м3 мин;spec;wrong_top;1;webmaster;20;число '10' матчится с давлением в артикулах (10 бар), а не с производительностью 10 м³/мин;Компрессор дизельный BERG М-30-10 | Спиральный безмасляный компрессор KraftMachin | Спиральный безмасляный компрессор KraftMachin
компрессор 500 л мин;spec;wrong_top;1;webmaster;20;"Топ показывает компрессоры 785–1190 л/мин; моделей около 500 л/мин нет";Винтовой компрессор ММЗ ПВ 3,5/0,7 (на шасси  | Компрессор поршневой дожимной (бустер) KRAFTM | Компрессор поршневой дожимной (бустер) KRAFTM
винтовой компрессор 400 квт;spec;wrong_top;1;webmaster;20;"Топ занят компрессорами 2–7 кВт; Ekomak DMD 400 вытеснен в хвост";Винтовой компрессор Atlas Copco GX2 10P 2 кВт | Винтовой компрессор Atlas Copco GX7 10P 7 кВт | Винтовой компрессор Atlas Copco GX2 10P TM(20
воздушный ресивер;category;wrong_top;0;webmaster;20;Показаны компрессоры, установленные на ресивере, вместо самостоятельных ресиверов;Винтовой компрессор ET SL 7,5 D VS PM V верти | Винтовой компрессор ET SL 7,5 D VS PM V верти | Винтовой компрессор ET SL 7,5 D VS PM V верти
генераторы кислорода промышленные;category;wrong_top;0;webmaster;20;"Кислородных генераторов нет вассортименте; вместо них подставлены генераторы азота";Генератор азота ENGER GN025-98TWL | Генератор азота ENGER GN1000-98TWL | Генератор азота ENGER GN1000-99TWL
адсорбционный осушитель воздуха с горячей регенерацией;spec;wrong_top;1;webmaster;20;в топе смесь типов регенерации, не фильтруется по горячей;Адсорбционный осушитель ENGER ADHB-140 (-40°С | Адсорбционный осушитель ENGER ADHB-320LHRBE ( | Адсорбционный осушитель ENGER ADHB-750LHRBE (
компрессоры 86 квт с осушителем;spec;wrong_top;1;webmaster;20;"Топ содержит 60 и 75 кВт + безмасляные без осушителя; нет результатов на 86 кВт с осушителем";Винтовой компрессор REMEZA ВК60Р-7,5Д (с осуш | Винтовой компрессор REMEZA ВК60Р-7,5ДВС (с ос | Винтовой компрессор Atlas Copco GA75L VSD+13F
осушитель адсорбционный;category;wrong_top;1;webmaster;20;Первый результат — компрессор Kraftmann POLARIS, а не осушитель;"Винтовой компрессор Kraftmann POLARIS 45 W | Осушитель адсорбционный &quot;Airrus&quot; ОА | Осушитель адсорбционный &quot;Airrus&quot; ОА"
промышленные компрессоры;category;wrong_top;1;webmaster;20;"Весь топ захвачен только дизельными Master Blast; ожидается разнообразный микс категорий";Компрессор винтовой дизельный MASTER BLAST BP | Компрессор винтовой дизельный MASTER BLAST BP | Компрессор винтовой дизельный MASTER BLAST BP
винтовой компрессор 800 л мин;spec;wrong_top;1;webmaster;20;В топе 55 кВт безмасляные (~10 м³/мин) и дизельный — не соответствуют производительности 800 л/мин;Винтовой компрессор Enger BS-15DFRE-400-5+ 15 | Винтовой компрессор ET SL 7,5 D VS PM V верти | Винтовой компрессор ET SL 7,5 D VS PM V верти
компрессор винтовой воздушный с ресивером;category;wrong_top;1;webmaster;20;"Топ занят моделями «с осушителем», а не «с ресивером»; интент подменён";Винтовой компрессор ATLAS COPCO GA 200 VSD -  | Винтовой компрессор ATLAS COPCO GA 200 VSD -  | Винтовой компрессор ATLAS COPCOGA 250 VSD - 1
компрессор 18 квт;spec;wrong_top;1;webmaster;20;"первые 2 позиции — Atlas Copco GX3 3 кВт; релевантные 18 кВт не в топе";Винтовой компрессор Atlas Copco GX3 10P 3 кВт | Винтовой компрессор Atlas Copco GX3 10FF TM(2 | Винтовой компрессор MIG 18 10 бар
компрессор 300 бар;spec;wrong_top;0;webmaster;20;"число «300» матчится в коде модели DAS BVK (реальное давление 15 бар); компрессоры 300 бар в выдаче отсутствуют";Винтовой компрессор DAS BVK T 3-15-300 15 бар | Винтовой компрессор DAS BVK T 4-15-300 15 бар | Винтовой компрессор DAS BVK C 4-15-300 D 15 б
компрессор 1500 л мин;spec;wrong_top;1;webmaster;20;в топе только дожимные бустеры KRAFTMANN, обычных компрессоров ~1500 л/мин нет;Компрессор поршневой дожимной (бустер) KRAFTM | Компрессор поршневой дожимной (бустер) KRAFTM | Компрессор поршневой дожимной (бустер) KRAFTM
генератор кислорола;category;wrong_top;0;webmaster;20;Опечатка не распознана, выданы генераторы азота вместо кислорода;Генератор азота ENGER GN025-98TWL | Генератор азота ENGER GN1000-98TWL | Генератор азота ENGER GN1000-99TWL
компрессоры 10 квт с осушителем;spec;wrong_top;1;webmaster;20;Топ занят моделями 2–7 кВт, нужные 10 кВт (REMEZA КС 10) опускаются в позиции 6–7;Винтовой компрессор Atlas Copco GX2 10FF TM(2 | Винтовой компрессор Atlas Copco GX3 10FF TM(2 | Винтовой компрессор Atlas Copco GX4 10FF TM(2
компрессоры 8 квт с осушителем;spec;wrong_top;1;webmaster;20;Поиск смешивает «8 кВт» с «8 бар» в названиях, точного попадания по мощности нет;Винтовой компрессор Atlas Copco GX7 10FF TM(2 | Винтовой компрессор Atlas Copco GX3 10FF TM(2 | Винтовой компрессор Atlas Copco GX4 10FF TM(2
компрессор 10 квт с осушителем;spec;wrong_top;1;webmaster;20;Топ занят моделями 2–7 кВт, нужные 10 кВт (REMEZA КС 10) опускаются в позиции 6–7;Винтовой компрессор Atlas Copco GX2 10FF TM(2 | Винтовой компрессор Atlas Copco GX3 10FF TM(2 | Винтовой компрессор Atlas Copco GX4 10FF TM(2
компрессоры ekomak 8 квт;brand;wrong_top;1;webmaster;20;Первые 4 позиции верные (8 кВт), далее ЕКО 55 (55 кВт) и SPR 2/3 (2–3 кВт) — ранжирование ломается;Спиральный компрессор EKOMAK SPR 8/8 400V | Спиральный компрессор EKOMAK SPR 8/10 400V | Спиральный компрессор EKOMAK SPR 8Т/8 400V N
компрессор винтовой с ресивером;category;wrong_top;1;webmaster;20;"Топ — комплекты с осушителем; ресивер (500 л) физически есть, но в названии не упомянут, интент «с ресивером» визуально не закрыт";Винтовой компрессор REMEZA ВК7Е-8-500Д (с осу | Винтовой компрессор REMEZA ВК10Е-8-500Д (с ос | Винтовой компрессор REMEZA ВК15Е-8-500Д (с ос
компрессор ekomak 8 квт;brand;wrong_top;1;webmaster;20;Топ-4 верные (EKOMAK SPR 8 кВт), но позиции5–8 занимают нерелевантные 55 кВт модели;Спиральный компрессор EKOMAK SPR 8/10 400V | Спиральный компрессор EKOMAK SPR 8/8 400V | Спиральный компрессор EKOMAK SPR 8Т/10 400V N
винтовой компрессор 5.5;spec;wrong_top;0;webmaster;20;Числовой матчинг «5.5» → «55»: весь топ — модели55 кВт вместо 5,5 кВт;Винтовой компрессор MIG 55 10 бар | Винтовой компрессор MIG 55 8 бар | Винтовой компрессор MIG 55 PR 10 бар
винтовые компрессоры берг;brand;wrong_top;1;webmaster;20;Дизельные BERG занимают первые5 позиций, винтовые BERG уходят вниз;Компрессор дизельный BERG М-7-8 | Компрессор дизельный BERG М-5-8 | Компрессор дизельный BERG М-20-8
компрессора;category;wrong_top;1;webmaster;20;Общий запрос — топ монополизирован узким подтипом (Enger высокого давления);Безмасляный компрессор высокого давления Enge | Безмасляный компрессор высокого давления Enge | Безмасляный компрессор высокого давления Enge
винтовые компрессоры atlas copco;brand;wrong_top;1;webmaster;20;6 из 8 позиций — дизельные Atlas Copco, винтовой (ZR 75) только на7-м месте;Дизельный компрессор ATLAS COPCO U 110 (без ш | Дизельный компрессор ATLAS COPCO XAS 47 Dd | Дизельный компрессор ATLAS COPCO XAS 57 Dd
berg осушитель;brand;wrong_top;1;webmaster;20;Показаны компрессоры со встроенным осушителем (ЕО), отдельные осушители BERG не попали в топ;Винтовой компрессор BERG ATOM А11ЕО-500 10 ба | Винтовой компрессор BERG ATOM А11ЕО-500 8 бар | Винтовой компрессор BERG ATOM А15ЕО-500 10 ба
компрессор 6 бар;spec;wrong_top;1;webmaster;20;Все 8 позиций — только ARIACOM 6.5 бар, другие бренды и давления не представлены;Винтовой компрессор ARIACOM NT5 V 6,5 бар | Винтовой компрессор ARIACOM NT7 V 6,5 бар | Винтовой компрессор ARIACOM NT11 V 6,5 бар
винтовые компрессоры с ременным приводом;category;wrong_top;1;webmaster;20;"Ekomak DMD VST — прямой/частотный привод, не ременной; REMEZA ременная только в конце топа";Винтовой компрессор Ekomak DMD 500 С VST/8 | Винтовой компрессор Ekomak DMD 600 С VST/8 | Винтовой компрессор Ekomak DMD 750 С VST/8
компрессоры электрические;category;wrong_top;1;webmaster;20;Топ монополизирован одной серией ZEGA ASED, нет разнообразия брендов и типов (поршневые, спиральные);Компрессор винтовой ZEGA ASED 160 8 | Компрессор винтовой ZEGA ASED 185 8 | Компрессор винтовой ZEGA ASED 200 8
компрессор 5 м3 мин;spec;wrong_top;1;webmaster;20;В топе модели явно других производительностей (KM315— 315 кВт), нет фильтрации по ~5 м³/мин;Винтовой компрессор KraftMachine КМ30-ВО | Двухступенчатый винтовой компрессор KraftMach | Двухступенчатый винтовой компрессор KraftMach
компрессор fiac;brand;wrong_top;1;webmaster;20;Топ засорён дублями: одни и те же товары с разным регистром (FIAC/Fiac, AIRBLOK/Airblok);Винтовой компрессор FIAC AIRBLOK 1003 DR 10 | Винтовой компрессор FIAC AIRBLOK 1003 DR 13 | Винтовой компрессор FIAC AIRBLOK 1003 DR 7,5
дизельный воздушный компрессор;category;wrong_top;1;webmaster;20;Топ монополизирован одним брендом Sullair, другие дизельные бренды (ЗИФ, KraftMachine и др.) не представлены;Дизельный винтовой компрессор Sullair PTO 10X | Дизельный винтовой компрессор Sullair DLQ 600 | Дизельный винтовой компрессор Sullair DPQ 750
винтовой компрессор 20 бар;spec;wrong_top;1;webmaster;20;В топе смешаны точные 20-бар модели и нерелевантные ET SL 200 (200 кВт, 8–10 бар);Винтовой компрессор ET SL 15 VS PM 20 бар, IP | Винтовой компрессор ET SL 22 VS PM 20 бар, IP | Винтовой компрессор ET SL 37 VS PM 20 бар, IP
винтовой компрессор 220;spec;wrong_top;1;webmaster;20;«220» неоднозначно: показаны 220 кВт модели, тогда как частый интент — 220 В (однофазное питание);Винтовой компрессор ZUV – 220 10 бар прямой п | Винтовой компрессор ZUV – 220 10 бар прямой п | Винтовой компрессор ZUV – 220 13 бар прямой п
компрессор 1 квт с осушителем;spec;wrong_top;1;webmaster;20;"1 кВт отсутствует в ассортименте, в топе минимум 2 кВт; нужна подсказка «ближайший доступный»";Винтовой компрессор Atlas Copco GX2 10FF TM(2 | Винтовой компрессор Atlas Copco GX3 10FF TM(2 | Винтовой компрессор Atlas Copco GX4 10FF TM(2
компрессоры 4 квт с осушителем;spec;wrong_top;1;webmaster;20;Среди 4 кВт моделей в топ попали нерелевантные 2 кВт и 7 кВт позиции;Винтовой компрессор Atlas Copco GX4 10FF TM(2 | Винтовой компрессор Atlas Copco GX2 10FF TM(2 | Винтовой компрессор Atlas Copco GX7 10FF TM(2
модульные компрессоры;category;wrong_top;0;webmaster;20;показаны поршневые бустеры KRAFTMANN, а не блочно-модульные компрессорные установки;Компрессор поршневой дожимной (бустер) KRAFTM | Компрессор поршневой дожимной (бустер) KRAFTM | Компрессор поршневой дожимной (бустер) KRAFTM
винтовой компрессор 7 5 бар;spec;wrong_top;1;webmaster;20;"поиск смешал 7,5 кВт и 7,5 бар; большинство результатов — по мощности, интент давления не приоритизирован";Винтовой компрессор ET SL 7,5 8 бар, IP54 | Винтовой компрессор ET SL 7,5 10 бар, IP55 | Винтовой компрессор ET SL 7,5 13 бар, IP54
двухступенчатые компрессоры 37 квт;spec;wrong_top;1;webmaster;20;в топ-8 присутствуют одноступенчатые 37 кВт Dalgakiran IMPETUS VSD (без ID), не только двухступенчатые;Винтовой компрессор Dalgakiran IMPETUS 37-10  | Винтовой компрессор Dalgakiran IMPETUS 37-7,5 | Винтовой компрессор Dalgakiran IMPETUS 37-8,5
компрессор атлас;brand;wrong_top;1;webmaster;20;"топ доминирует ABAC Formula; Atlas Copco — лишь 1 позиция из 8, хотя запрос явно про Atlas Copco";Компрессор винтовой безмасляный AC ZT 22 VSD  | Винтовой компрессор ABAC FORMULA 11-10 | Винтовой компрессор ABAC FORMULA 11-13
компрессоры 1 квт с осушителем;spec;wrong_top;1;webmaster;20;"1 кВт не найдено, минимум в выдаче — 2 кВт (Atlas Copco GX2); наличие осушителя соответствует запросу";Винтовой компрессор Atlas Copco GX2 10FF TM(2 | Винтовой компрессор Atlas Copco GX3 10FF TM(2 | Винтовой компрессор Atlas Copco GX4 10FF TM(2
фильтр очистки сжатого воздуха;category;wrong_top;0;webmaster;20;показаны компрессоры ALMiG и ABAC вместо фильтров, хотя фильтры входят в ассортимент магазина;Винтовой компрессор ABAC GENESIS 15-13-500 | Винтовой компрессор ALMiG BELT 110/10 | Винтовой компрессор ALMiG BELT 110/13
компактный винтовой компрессор;category;wrong_top;1;webmaster;20;топ монополизирован одним брендом/серией ALMiG F-Drive, признак «компактный» не фильтруется;Винтовой компрессор ALMiG F-Drive 11-10 | Винтовой компрессор ALMiG F-Drive 11-13 | Винтовой компрессор ALMiG F-Drive 11-6
компрессор 8 квт с осушителем;spec;wrong_top;1;webmaster;20;нет точного 8 кВт: поиск путает 8 кВт и 8 бар, выдаёт 7/3/4 кВт и REMEZA с давлением 8 бар;Винтовой компрессор Atlas Copco GX7 10FF TM(2 | Винтовой компрессор Atlas Copco GX3 10FF TM(2 | Винтовой компрессор Atlas Copco GX4 10FF TM(2
модульная компрессорная станция мкс;category;wrong_top;0;webmaster;20;выдаёт генераторы азота ENGER вместо компрессорных станций МКС;Генератор азота ENGER GN3-59MDL | Генератор азота ENGER GN5-49MDL | Генератор азота ENGER GN5-59MDL
компрессор 5 квт;spec;wrong_top;1;webmaster;20;после топ-3 (Atlas Copco 5 кВт) идут ВФ-компрессоры по совпадению цифр в артикуле, а не по мощности;Винтовой компрессор Atlas Copco GX5 10P 5 кВт | Винтовой компрессор Atlas Copco GX5 10P TM(20 | Винтовой компрессор Atlas Copco GX5 10FF TM(2
компрессоры с осушителем с воздушным охлаждением;spec;wrong_top;1;webmaster;20;топ монополизирован AIRMAN SAS VD, нет других брендов при наличии широкогоассортимента;Винтовой компрессор AIRMAN SAS11 VD с осушите | Винтовой компрессор AIRMAN SAS15 VD с осушите | Винтовой компрессор AIRMAN SAS22 VD с осушите
ресивер воздушный рв 900 10;model;wrong_top;1;webmaster;20;Точный ресивер только на 1-й позиции, остальные 7 — винтовые компрессоры;"Ресивер вертикальный &quot;Dalgakiran&quot; Р | Винтовой компрессор BERG ВК-7.5 РВ-250 10 бар | Компрессор двухступенчатый ZEGA SEV 90D 10"
абсорбционный осушитель воздуха;category;wrong_top;0;webmaster;20;Весь топ — компрессоры с встроенным рефрижераторным осушителем, самостоятельных осушителей нет;Винтовой компрессор AC GA22 VSD+ FF | Винтовой компрессор Atlas Copco GA18 VSD+13FF | Винтовой компрессор Atlas Copco GA18 VSD+13P/
винтовой компрессор 25 бар;spec;wrong_top;0;webmaster;20;Все результаты на 8–13 бар, ни одного на 25 бар;Винтовой компрессор ZUV – 250 8 бар прямой пр | Винтовой компрессор ZUV – 250 8 бар прямой пр | Винтовой компрессор ZUV – 250 10 бар прямой п
поршневой компрессор abac;brand;empty_but_should;0;webmaster;0;"ABAC выпускает поршневые компрессоры; при наличии бренда в ассортименте — пробел в индексации или товарной матрице";
компрессор 1000 л;spec;wrong_top;0;webmaster;20;неясно что искать: объём 1000л или производительность, выдача не соответствует;Винтовой компрессор ET SL 7,5 D VS PM V верти | Винтовой компрессор ET SL 7,5 D VS PM V верти | Винтовой компрессор Cross Air CA15-16GA
компрессор поршневой abac;brand;empty_but_should;0;webmaster;0;Бренд ABAC не найден, нет фолбэка на поршневые компрессоры других брендов изассортимента;
компрессор 3000 л мин;spec;wrong_top;1;webmaster;20;Показаны поршневые бустеры 390–920 л/мин вместо винтовых компрессоров с производительностью ~3000 л/мин;Компрессор поршневой дожимной (бустер) KRAFTM | Компрессор поршневой дожимной (бустер) KRAFTM | Компрессор поршневой дожимной (бустер) KRAFTM
поршневые компрессоры 45 квт;spec;wrong_top;1;webmaster;20;"топ забит бустерами и моделями 60 кВт; обычных поршневых компрессоров 45 кВт нет";Компрессор поршневой дожимной (бустер) ET PB  | Дожимной поршневой компрессор BERG BBC-45 | Компрессор поршневой DALGAKIRAN PET-PLUS 60 3
масловлагоотделитель для компрессора;category;too_few;1;webmaster;5;найдено лишь 5 позиций — ассортимент фильтров/сепараторов в магазине явно шире;"Масловлагоотделитель &quot;Comprag&quot; WOS- | Масловлагоотделитель &quot;Comprag&quot; WOS- | Масловлагоотделитель &quot;Comprag&quot; WOS-"
компрессор 75 квт с осушителем;spec;wrong_top;1;webmaster;20;Atlas Copco GX2/GX3 (2–3 кВт) в топе — явный мусор на фоне корректных DVK 75;Винтовой компрессор Dalgakiran DVK 75-7 ID (с | Винтовой компрессор Dalgakiran DVK 75-10 ID ( | Винтовой компрессор Dalgakiran DVK 75-13 ID (
компрессоры с частотным преобразователем;spec;wrong_top;1;webmaster;20;топ показывает ALTAIR PLUS «с осушителем», а не компрессоры с ЧРП/ЧП;Винтовой компрессор Kraftmann ALTAIR 16 PLUS  | Винтовой компрессор Kraftmann ALTAIR 20 PLUS  | Винтовой компрессор Kraftmann ALTAIR 24 PLUS 
компрессор 600 л мин;spec;wrong_top;1;webmaster;20;"ПВ-6/0,7 = 6000 л/мин; бустеры 560–2760 л/мин не совпадают с запросом";Винтовой компрессор ММЗ ПВ 6/0,7 Р3 (на шасси | Винтовой компрессор ММЗ ПВ 6/0,7 Р2А (на шасс | Винтовой компрессор ММЗ ПВ-6/0,7 Р2 (без шасс
компрессор 86 квт с осушителем;spec;wrong_top;1;webmaster;20;"нет точного 86 кВт; топ разбавлен безмасляными ZR 300–400 кВт";Винтовой компрессор REMEZA ВК60Р-7,5Д (с осуш | Винтовой компрессор REMEZA ВК60Р-7,5ДВС (с ос | Винтовой компрессор Atlas Copco GA75L VSD+13F
осушитель воздуха для компрессоров адсорбционный;category;wrong_top;0;webmaster;20;показаны компрессоры со встроенным осушителем вместо отдельных адсорбционных осушителей;Винтовой компрессор Atlas Copco GA18 VSD+13FF | Винтовой компрессор Atlas Copco GA22 VSD+13FF | Винтовой компрессор Atlas Copco GA26 VSD+13FF
компрессор 20 бар;spec;wrong_top;1;webmaster;20;"В топ проникли ET SL 200 (8–10 бар) — ложное числовое совпадение «200» → «20 бар»; релевантные20-барные модели вытеснены из верхних позиций";Винтовой компрессор ET SL 15 VS PM 20 бар, IP | Винтовой компрессор ET SL 22 VS PM 20 бар, IP | Винтовой компрессор ET SL 37 VS PM 20 бар, IP
компрессоры 56 квт с осушителем;spec;wrong_top;1;webmaster;20;"56 кВт отсутствует; топ разбавлен моделями 22 кВт и ниже (VEGA 22, GA18, GA22)";Винтовой компрессор Dalgakiran DVK D 50-10 ID | Винтовой компрессор Dalgakiran TIDY5-7-250D ( | Винтовой компрессор AIRMAN SAS22 VD с осушите
дизельные компрессоры crossair;brand;wrong_top;1;webmaster;20;первый результат — электрический CA/D в кожухе, не передвижной дизельный;Винтовой компрессор Cross Air CA/D(OS)-5,0/8  | Дизельный передвижной компрессор Cross Air Bo | Дизельный передвижной компрессор Cross Air Bo
винтовой компрессор 15 атм;spec;wrong_top;0;webmaster;20;поиск по «15» возвращает MIG 15 кВт (8 и 10 бар), а не компрессоры на 15 атм;Винтовой компрессор MIG К 15 10 бар | Винтовой компрессор MIG 15 10 бар | Винтовой компрессор MIG К 15 8 бар
компрессоры 75 квт с осушителем;spec;wrong_top;1;webmaster;20;первые5 позиций — Atlas Copco GX 2–7 кВт, нужные 75 кВт (Dalgakiran DVK 75) уходят вниз;Винтовой компрессор Atlas Copco GX2 10FF TM(2 | Винтовой компрессор Atlas Copco GX3 10FF TM(2 | Винтовой компрессор Atlas Copco GX4 10FF TM(2
компрессоры двухступенчатого сжатия;spec;wrong_top;1;webmaster;20;только первый результат явно маркирован как двухступенчатый, остальные ALMIG G Drive T без этого признака в названии;Винтовой компрессор двухступенчатого сжатия A | Винтовой компрессор ALMIG G Drive T 28/8 | Винтовой компрессор ALMIG G Drive T 34/8
компрессор 45 квт с осушителем;spec;wrong_top;1;webmaster;20;весь топ — модели 60 кВт (REMEZA ВК60Р, Dalgakiran DVK 60),45 кВт не представлены;Винтовой компрессор REMEZA ВК60Р-8Д (с осушит | Винтовой компрессор Dalgakiran DVK 60-7 ID (с | Винтовой компрессор REMEZA ВК60Р-7,5Д (с осуш
двухступенчатые компрессор 37 квт;spec;wrong_top;1;webmaster;20;в топе смешаны одноступенчатые Dalgakiran IMPETUS без маркировки двухступенчатости и реально двухступенчатые модели;Винтовой компрессор Dalgakiran IMPETUS 37-10  | Винтовой компрессор Dalgakiran IMPETUS 37-7,5 | Винтовой компрессор Dalgakiran IMPETUS 37-8,5
воздушный компрессор atlas copco;brand;wrong_top;1;webmaster;20;топ только крупные GA VSD 90–200 кВт, малые серии GX с осушителем не представлены;Винтовой компрессор ATLAS COPCO GA 90+ | Винтовой компрессор ATLAS COPCO GA 110 VSD -  | Винтовой компрессор ATLAS COPCO GA 110 VSD - 
безмасляные компрессоры 40 квт;spec;wrong_top;1;webmaster;20;"Первые 4 позиции — спиральные компрессоры 2,2–3,7 кВт (не 40 кВт); релевантные WIS 40V сдвинуты на позиции 5–8";Спиральный компрессор Enger AP-SRL2,2TA-40 8 | Спиральный компрессор Enger AP-SRL3,7TA-40 8 | Спиральный компрессор Enger AP-SRL2,2TA-40 10
винтовые компрессоры атлас копко;brand;wrong_top;1;webmaster;20;"6 из 8 позиций топа — дизельные Atlas Copco; стационарные винтовые (GA/GX серия) вытеснены мобильными дизелями";Дизельный компрессор ATLAS COPCO U 110 (без ш | Дизельный компрессор ATLAS COPCO XAS 47 Dd | Дизельный компрессор ATLAS COPCO XAS 57 Dd
компрессор промышленный поршневой;category;wrong_top;1;webmaster;20;Топ — специализированные PET-компрессоры сверхвысокого давления (35–40 бар), а не общепромышленные поршневые;Компрессор поршневой DALGAKIRAN PET-PLUS 25 3 | Компрессор поршневой DALGAKIRAN PET-PLUS 25 4 | Компрессор поршневой DALGAKIRAN PET-PLUS 40 4
