inn;predpriyatie;obekt;deystvuet_do;status;data;vyvod;ekspertnaya_org;ssylka
6320004728;"АО ""ТОАЗ""";Центробежный компрессор марки К-1290-121-1, технологический № 402, инвентарный № 0053366, заводской № 7814002, ПАО «ТОАЗ», Цех № 06А, агрегат № 6;31.12.2025;Срок истёк;13.12.2021;соответствует;"ООО ФИРМА ""САМАРАКОНТРОЛЬСЕРВИС""";https://monitor-pb.ru/conclusion/53-%D0%A2%D0%A3-24539-2021
6320004728;"АО ""ТОАЗ""";Центробежный компрессор «CLARK» технологический № К-901, инвентарный № 0051959 ЦНД тип 3М9-7, заводской № 3-7-3232, ЦВД тип 3М7, заводской № 3-7-3231, ПАО «ТОАЗ», Цех № 03А, агрегат № 4;31.12.2025;Срок истёк;13.10.2021;соответствует;"ООО ФИРМА ""САМАРАКОНТРОЛЬСЕРВИС""";https://monitor-pb.ru/conclusion/53-%D0%A2%D0%A3-18822-2021
6320004728;"АО ""ТОАЗ""";Центробежный компрессор «CLARK» технологический № К-602, инвентарный № 0051951 ЦНД тип 4М-8-6, заводской № 4-6-3239, ЦВД тип 3М10-8, заводской № 3-8-3238, ПАО «ТОАЗ», Цех № 03А, агрегат № 4;31.12.2025;Срок истёк;13.10.2021;соответствует;"ООО ФИРМА ""САМАРАКОНТРОЛЬСЕРВИС""";https://monitor-pb.ru/conclusion/53-%D0%A2%D0%A3-18820-2021
6320004728;"АО ""ТОАЗ""";Центробежный компрессор «CLARK» технологический № К-601, инвентарный № 0051974 ЦНД тип 553В9, заводской № 553-9-3290, ЦСД тип 373В5/5, заводской № 373-10-3291, ЦВД тип 272ВR7/1, заводской № 272-8-3292, ПАО «ТОАЗ», Цех № 03А, агрегат № 4;31.12.2025;Срок истёк;13.10.2021;соответствует;"ООО ФИРМА ""САМАРАКОНТРОЛЬСЕРВИС""";https://monitor-pb.ru/conclusion/53-%D0%A2%D0%A3-18817-2021
6320004728;"АО ""ТОАЗ""";Центробежный компрессор марки 103J, технологический № 401, инвентарный № 0053364 ЦНД тип 468В5/5, заводской № 463-10-4036-F, ЦCД тип 272В5/5, заводской № 272-10-4037-F, ЦВД тип 272ВR6/1, заводской № 272-7-4038-F, ПАО «ТОАЗ», Цех № 06А, агрегат № 6;31.12.2025;Срок истёк;14.12.2021;соответствует;"ООО ФИРМА ""САМАРАКОНТРОЛЬСЕРВИС""";https://monitor-pb.ru/conclusion/53-%D0%A2%D0%A3-24625-2021
6320004728;"АО ""ТОАЗ""";Центробежный компрессор ЦНД тип 2MCL-306a, ЦВД тип 2BCL-607, технологический индекс 14-K-1, заводской № 9837 опасный производственный объект (ОПО): Площадка по производству карбамида: № А53-01507-0003, класс опасности ОПО: I, эксплуатирующая организация: ПАО «ТОАЗ», место установки: Цех 08К, агрегат № 2;31.12.2025;Срок истёк;18.03.2022;соответствует;"ООО ""ГАЗТЕХЭКСПЕРТ""";https://monitor-pb.ru/conclusion/53-%D0%A2%D0%A3-34647-2022
6320004728;"АО ""ТОАЗ""";Центробежный нагнетатель НЦ 230/3-3,5, технологический № 404, зав. № 79002 опасный производственный объект (ОПО): Площадка по производству аммиака на агрегатах АМ-76: № А53-01507-0002, класс опасности ОПО: I, эксплуатирующая организация: ПАО «ТОАЗ», место установки: Цех № 06А;31.12.2025;Срок истёк;13.05.2022;соответствует;"ООО ""ГАЗТЕХЭКСПЕРТ""";https://monitor-pb.ru/conclusion/53-%D0%A2%D0%A3-40208-2022
6320004728;"АО ""ТОАЗ""";Турбокомпрессор газовый (азотодувка) М-185.776 технологический № К-103, инвентарный № 0051973 заводской № 117595 ПАО «ТОАЗ», Цех № 03А, агрегат № 4;31.12.2025;Срок истёк;13.10.2021;соответствует;"ООО ФИРМА ""САМАРАКОНТРОЛЬСЕРВИС""";https://monitor-pb.ru/conclusion/53-%D0%A2%D0%A3-18825-2021
6320005915;"ПАО ""КУЙБЫШЕВАЗОТ""";Центробежный компрессор «АДА» тип 4RBA 44B-5RBA 39A техн. № 7/02-2, зав.№ 1.805.156;31.12.2025;Срок истёк;07.02.2022;соответствует;"ООО ""САМПРОМЭКСПЕРТ""";https://monitor-pb.ru/conclusion/53-%D0%A2%D0%A3-29668-2022
6320005915;"ПАО ""КУЙБЫШЕВАЗОТ""";Воздуходувка ТВ-500 тех. № В-11/1, зав. № 64, цех 23;31.12.2025;Срок истёк;13.04.2022;соответствует;"ООО ""САМПРОМЭКСПЕРТ""";https://monitor-pb.ru/conclusion/53-%D0%A2%D0%A3-36457-2022
6320005915;"ПАО ""КУЙБЫШЕВАЗОТ""";Воздуходувка ТВ-500 тех. № В-11/2, зав. № 63, цех 23;31.12.2025;Срок истёк;13.04.2022;соответствует;"ООО ""САМПРОМЭКСПЕРТ""";https://monitor-pb.ru/conclusion/53-%D0%A2%D0%A3-36458-2022
6323049893;"ООО ""ТОЛЬЯТТИКАУЧУК""";Центробежный компрессор ЦК 135/8, технологический № 27/1, зав.№ 69017, Установка теплопарогенерации, 17 отделение;31.12.2025;Срок истёк;18.11.2020;соответствует;"ООО ПФ ""ЭДТОН""";https://monitor-pb.ru/conclusion/53-%D0%A2%D0%A3-25167-2020
6323049893;"ООО ""ТОЛЬЯТТИКАУЧУК""";Центробежный компрессор ЦК 135/8, технологический № 27/II, зав.№ 65020, Установка теплопарогенерации, 17 отделение;31.12.2025;Срок истёк;18.11.2020;соответствует;"ООО ПФ ""ЭДТОН""";https://monitor-pb.ru/conclusion/53-%D0%A2%D0%A3-25168-2020
6323049893;"ООО ""ТОЛЬЯТТИКАУЧУК""";Центробежный компрессор ЦК 135/8, технологический № 27/III, зав.№ 65018, Установка теплопарогенерации, 17 отделение;31.12.2025;Срок истёк;18.11.2020;соответствует;"ООО ПФ ""ЭДТОН""";https://monitor-pb.ru/conclusion/53-%D0%A2%D0%A3-25170-2020
6323049893;"ООО ""ТОЛЬЯТТИКАУЧУК""";Центробежный компрессор ЦК 135/8, технологический № 27/VI, зав.№ 81002, Установка теплопарогенерации, 17 отделение;31.12.2025;Срок истёк;18.11.2020;соответствует;"ООО ПФ ""ЭДТОН""";https://monitor-pb.ru/conclusion/53-%D0%A2%D0%A3-25172-2020
6323049893;"ООО ""ТОЛЬЯТТИКАУЧУК""";Центробежный компрессор «ИНА-Э» тип 6RPA56 + 4RPA56, технологический № 317/III, заводской № 2805796. Установка конденсации углеводородных газов (БК-8);31.12.2025;Срок истёк;17.07.2020;соответствует;"ООО ПФ ""ЭДТОН""";https://monitor-pb.ru/conclusion/53-%D0%A2%D0%A3-12584-2020
6323049893;"ООО ""ТОЛЬЯТТИКАУЧУК""";Центробежный компрессор GA 600/3 «Borsig», технологический № 107/I, заводской №  23-1560. Установка конденсации углеводородных газов (БК-8). ООО «Тольяттикаучук».;31.12.2025;Срок истёк;20.07.2020;соответствует;"ООО ПФ ""ЭДТОН""";https://monitor-pb.ru/conclusion/53-%D0%A2%D0%A3-12653-2020
6323049893;"ООО ""ТОЛЬЯТТИКАУЧУК""";Центробежный компрессор 5 RMD-56 «Виола», технологический № 403/I, зав.№ 2805636, Установка выделения изобутан-изобутиленовой фракции (БК-3). ООО «Тольяттикаучук»;31.12.2025;Срок истёк;18.11.2020;соответствует;"ООО ПФ ""ЭДТОН""";https://monitor-pb.ru/conclusion/53-%D0%A2%D0%A3-25164-2020
6323049893;"ООО ""ТОЛЬЯТТИКАУЧУК""";Центробежный компрессор «Сулика» тип ТК-2Р-444, технологический № 301/III, заводской № 805.909. Установка синтеза МТБЭ и получения холода (ИП-3). ООО «Тольяттикаучук»;31.12.2025;Срок истёк;24.04.2020;соответствует;"ООО ПФ ""ЭДТОН""";https://monitor-pb.ru/conclusion/53-%D0%A2%D0%A3-06157-2020
6323049893;"ООО ""ТОЛЬЯТТИКАУЧУК""";Центробежный компрессор «Сулика» тип ТК-2Р-444, технологический № 301/IV, заводской № 805.910. Установка синтеза МТБЭ и получения холода (ИП-3). ООО «Тольяттикаучук».;31.12.2025;Срок истёк;17.07.2020;соответствует;"ООО ПФ ""ЭДТОН""";https://monitor-pb.ru/conclusion/53-%D0%A2%D0%A3-12580-2020
6323049893;"ООО ""ТОЛЬЯТТИКАУЧУК""";"ЗАКЛЮЧЕНИЕ № 2022-ТК-1683-ТУ
ЭКСПЕРТИЗЫ ПРОМЫШЛЕННОЙ БЕЗОПАСНОСТИ
на техническое устройство: Центробежный компрессор «Густа П» тип ТКР 19,3, зав. № 805.581, техн. № 300/II, применяемое на опасном производственном объекте «Площадка переработки мономеров и производства синтетического каучука», рег.№ А53-О 1264-0020, класс опасности - I, установка компримирования и конденсации углеводородных газов (БК-8), ООО «Тольяттикаучук», Самарская область, г. Тольятти.";31.12.2025;Срок истёк;03.04.2023;соответствует;"ООО МИП ""НЭС ПРОФЭКСПЕРТ""";https://monitor-pb.ru/conclusion/53-%D0%A2%D0%A3-10575-2023
6323049893;"ООО ""ТОЛЬЯТТИКАУЧУК""";Центробежный нагнетатель Н-360-22-1, технологический № 15/1, заводской № 524. Установка дегидрирования изобутана (БК-2);31.12.2025;Срок истёк;26.06.2020;соответствует;"ООО ПФ ""ЭДТОН""";https://monitor-pb.ru/conclusion/53-%D0%A2%D0%A3-10384-2020
6323049893;"ООО ""ТОЛЬЯТТИКАУЧУК""";Центробежный нагнетатель Н-360-22-1, технологический № 15/2, заводской № 684. Установка дегидрирования изобутана (БК-2);31.12.2025;Срок истёк;26.06.2020;соответствует;"ООО ПФ ""ЭДТОН""";https://monitor-pb.ru/conclusion/53-%D0%A2%D0%A3-10395-2020
6325004584;"АО ""СНПЗ""";Компрессор центробежный марки 5VR200-490G, технологический индекс ЦК-1, зав. №430819, инв. №012063, цех №15, установка ЛГ 35/11-300;31.12.2025;Срок истёк;02.08.2023;соответствует;"ООО ""ОРГЭНЕРГОНЕФТЬ""";https://monitor-pb.ru/conclusion/52-%D0%A2%D0%A3-20024-2023
6325004584;"АО ""СНПЗ""";Компрессор центробежный марки 5VR200-490G, технологический индекс ЦК-1, зав. №430819, инв. №012063, цех №15, установка ЛГ 35/11-300;31.12.2025;Срок истёк;26.05.2023;соответствует;"ООО ""ОРГЭНЕРГОНЕФТЬ""";https://monitor-pb.ru/conclusion/53-%D0%A2%D0%A3-14218-2023
6330017980;"АО ""ННК""";Центробежный компрессор 43ВЦ-160/9 М2, технологический индекс 36/2 заводской № 89005, АО «Новокуйбышевская нефтехимическая компания» цех №24, отделение 2401;31.12.2025;Срок истёк;10.09.2021;соответствует;"ООО ""НПК ""СИНКО""";https://monitor-pb.ru/conclusion/53-%D0%A2%D0%A3-16321-2021
7017075536;"ООО ""ТОМСКНЕФТЕХИМ""";техническое устройство «Воздуходувка ТВ-80-1-1,4М1-01, зав.№338, поз. 112», ООО «Томскнефтехим», эксплуатируемый на опасном производственном объекте «Площадка производства полиэтилена», рег. №А62-00746-0004, по адресу: 634067, г. Томск, Кузовлевский тракт, д. 2, стр. 202;31.12.2025;Срок истёк;10.03.2022;соответствует;"ООО ""ТЕХНОЛОГИЯ"" (ИНН 7017262624)";https://monitor-pb.ru/conclusion/62-%D0%A2%D0%A3-07920-2022
7118004789;"ОАО ""Щекиноазот""";Концевой охладитель турбокомпрессора К-905 № 1, зав. № 5617, рег. № 896, установленный в кислородном цехе ОАО «Щекиноазот», применяемый на опасном производственном объекте: Площадка цехов производства метанола рег. № А11-00054-0004 от 27.06.2005, I класс опасности;31.12.2025;Срок истёк;21.07.2017;соответствует;"ООО ""МЕГА-II""";https://monitor-pb.ru/conclusion/11-%D0%A2%D0%A3-06139-2017
7118004789;"ОАО ""Щекиноазот""";Воздухоохладитель концевой ВОТ-260 турбокомпрессора К-905 № 2, зав. № 751, рег. № 2604, установленный в кислородном цехе ОАО «Щекиноазот», применяемый на опасном производственном объекте: Площадка цехов производства метанола рег. № А11-00054-0004 от 27.06.2005, I класс опасности;31.12.2025;Срок истёк;21.07.2017;соответствует;"ООО ""МЕГА-II""";https://monitor-pb.ru/conclusion/11-%D0%A2%D0%A3-06167-2017
7202116628;"АО ""СИБУРТЮМЕНЬГАЗ""";центробежный компрессор марки К-354-101-1, техн. № ТК-1, зав. № 9628 (Площадка Вынгаяхинской компрессорной станции промысловой (Вынгапуровский ГПЗ) АО «СибурТюменьГаз»»);31.12.2025;Срок истёк;19.07.2019;соответствует;"АО НДЦ НПФ ""РУССКАЯ ЛАБОРАТОРИЯ""";https://monitor-pb.ru/conclusion/59-%D0%A2%D0%A3-28292-2019
7202116628;"АО ""СИБУРТЮМЕНЬГАЗ""";Центробежный компрессор типа К890-121-1, поз. КЦ-101/2, зав. № 6919 (Мамонтовская компрессорная станция, газоперерабатывающее производство, «Южно-Балыкский ГПЗ» - филиал АО «СибурТюменьГаз»);31.12.2025;Срок истёк;24.12.2019;соответствует;"АО НДЦ НПФ ""РУССКАЯ ЛАБОРАТОРИЯ""";https://monitor-pb.ru/conclusion/57-%D0%A2%D0%A3-59039-2019
7202116628;"АО ""СИБУРТЮМЕНЬГАЗ""";техническое устройство –  Центробежный компрессор марки К-380-103-1,  техн. № КЦ-101/4, зав. № 8572 (Площадка Тюменской компрессорной станции (Нижневартовский ГПЗ) АО «СибурТюменьГаз», ГПП-2, ЦКиТГ);31.12.2025;Срок истёк;24.10.2019;соответствует;"АО НДЦ НПФ ""РУССКАЯ ЛАБОРАТОРИЯ""";https://monitor-pb.ru/conclusion/57-%D0%A2%D0%A3-44771-2019
7202116628;"АО ""СИБУРТЮМЕНЬГАЗ""";техническое устройство холодильный турбокомпрессор типа 8 RPA-70, поз. ТК-1, зав. № 1.805.574, установка переработки газа, «Южно-Балыкский ГПЗ» - филиал АО «СибурТюменьГаз»;31.12.2025;Срок истёк;09.10.2017;соответствует;"АО НДЦ НПФ ""РУССКАЯ ЛАБОРАТОРИЯ""";https://monitor-pb.ru/conclusion/57-%D0%A2%D0%A3-33959-2017
7723006328;"АО ""ГАЗПРОМНЕФТЬ - МНПЗ""";техническое устройство: компрессор центробежный 6RSA-70, поз. ТК-101, зав. №2805025 установки каталитического риформинга ЛЧ 35/11-1000, комплекса гидроочистки дизельного топлива, каталитического риформирования и переработки бензиновых фракций, Производства №1 – первичной переработки нефти и производства нефтепродуктов, АО «Газпромнефть-МНПЗ»;31.12.2025;Срок истёк;29.04.2021;соответствует;"ЗАО ""ГИАП-ДИСТцентр""";https://monitor-pb.ru/conclusion/01-%D0%A2%D0%A3-07127-2021
3801072394;"ООО ""ААТЗ""";"Заключение экспертизы промышленной безопасности № ЭПБ-ТУ-0357-23 на техническое устройство,
применяемое на опасном производственном объекте «Площадка цеха производства неконцентрированной азотной кислоты и аммиачной селитры» (рег. № А67-01428-0002, II класс опасности) ООО «ААТЗ» – нагнетатель центробежный типа 540-41-1 поз. 6(1), зав. №8738";30.12.2025;Срок истёк;25.07.2023;соответствует;"ООО ""АЛТАЙТЕХНОИНЖИНИРИНГ""";https://monitor-pb.ru/conclusion/67-%D0%A2%D0%A3-11388-2023
3801072394;"ООО ""ААТЗ""";"Заключение экспертизы промышленной безопасности № ЭПБ-ТУ-0358-23 на техническое устройство,
применяемое на опасном производственном объекте «Площадка цеха производства неконцентрированной азотной кислоты и аммиачной селитры» (рег. № А67-01428-0002, II класс опасности) ООО «ААТЗ» – нагнетатель центробежный типа 540-41-1 поз. 6(5), зав. №8801";30.12.2025;Срок истёк;25.07.2023;соответствует;"ООО ""АЛТАЙТЕХНОИНЖИНИРИНГ""";https://monitor-pb.ru/conclusion/67-%D0%A2%D0%A3-11392-2023
3801072394;"ООО ""ААТЗ""";"Заключение экспертизы промышленной безопасности № ЭПБ-ТУ-0359-23 на техническое устройство,
применяемое на опасном производственном объекте «Площадка цеха производства неконцентрированной азотной кислоты и аммиачной селитры» (рег. № А67-01428-0002, II класс опасности) ООО «ААТЗ» – нагнетатель центробежный типа 540-41-1 поз. 6(10), зав. №8742";30.12.2025;Срок истёк;04.08.2023;соответствует;"ООО ""АЛТАЙТЕХНОИНЖИНИРИНГ""";https://monitor-pb.ru/conclusion/67-%D0%A2%D0%A3-12040-2023
5610058025;"ООО ""ГАЗПРОМ ДОБЫЧА ОРЕНБУРГ""";влагоотделитель, охладитель газа 1-й группы, охладитель газа 2-й группы, охладитель газа концевой компрессора ЦК-135/8 (техн. №654ГПА-01-03 зав. №90012) установки У-31/32 гелиевого завода ООО «Газпром добыча Оренбург»;30.12.2025;Срок истёк;11.12.2017;соответствует;"АО ""Системы и технологии обеспечения безопасности. Техдиагностика""";https://monitor-pb.ru/conclusion/49-%D0%A2%D0%A3-47940-2017
5610058025;"ООО ""ГАЗПРОМ ДОБЫЧА ОРЕНБУРГ""";сосудов: влагоотделитель рег. №Б-474 зав. №-, охладитель газа 1 группы рег. №Б-475 зав. №-, охладитель газа 2 группы рег. №Б-476 зав. №-, охладитель газа концевой рег. №Б-477 зав. №- компрессора ЦК-135/8  (техн. №454КР-01-04) установки У-22 гелиевого завода ООО «Газпром добыча Оренбург».;30.12.2025;Срок истёк;13.12.2017;соответствует;"АО ""Системы и технологии обеспечения безопасности. Техдиагностика""";https://monitor-pb.ru/conclusion/49-%D0%A2%D0%A3-48977-2017
5610058025;"ООО ""ГАЗПРОМ ДОБЫЧА ОРЕНБУРГ""";сосуды: влагоотделитель рег. №Б-462 зав. №-, охладитель газа 1 группы рег. №Б-463 зав. №-, охладитель газа 2 группы рег. №Б-464 зав. №-, охладитель газа концевой рег. №Б-465 зав. №- компрессора ЦК-135/8 (техн. №454КР-01-01) установки У-22 гелиевого завода ООО «Газпром добыча Оренбург»;30.12.2025;Срок истёк;13.12.2017;соответствует;"АО ""Системы и технологии обеспечения безопасности. Техдиагностика""";https://monitor-pb.ru/conclusion/49-%D0%A2%D0%A3-48981-2017
5610058025;"ООО ""ГАЗПРОМ ДОБЫЧА ОРЕНБУРГ""";сосуды: влагоотделитель рег. №Б-466 зав. №-, охладитель газа 1 группы рег. №Б-467 зав. №-, охладитель газа 2 группы рег. №Б-468 зав. №-, охладитель газа концевой рег. №Б-469 зав. №- компрессора ЦК-135/8 (техн. №454КР-01-02) установки У-22 гелиевого завода ООО «Газпром добыча Оренбург»;30.12.2025;Срок истёк;13.12.2017;соответствует;"АО ""Системы и технологии обеспечения безопасности. Техдиагностика""";https://monitor-pb.ru/conclusion/49-%D0%A2%D0%A3-48996-2017
5610058025;"ООО ""ГАЗПРОМ ДОБЫЧА ОРЕНБУРГ""";сосуды: влагоотделитель рег. №Т-658 зав. №-, охладитель газа 1-й группы рег. №Т-659 зав. №-, охладитель газа 2-й группы рег. №Т-660 зав. №-, охладитель газа концевой        рег. №Т-661 зав. №-  компрессора ЦК-135/8 (техн. №654ГПА-01-01) установки У-31/32 гелиевого завода ООО «Газпром добыча Оренбург»;30.12.2025;Срок истёк;14.12.2017;соответствует;"АО ""Системы и технологии обеспечения безопасности. Техдиагностика""";https://monitor-pb.ru/conclusion/49-%D0%A2%D0%A3-49397-2017
5610058025;"ООО ""ГАЗПРОМ ДОБЫЧА ОРЕНБУРГ""";сосуды: влагоотделитель рег. №Т-662 зав. №-, охладитель газа 1-й группы рег. №Т-663 зав. №-, охладитель газа 2-й группы рег. №Т-664 зав. №-, охладитель газа концевой        рег. №Т-665 зав. №-  компрессора ЦК-135/8 (техн. №654ГПА-01-02) установки У-31/32 гелиевого завода ООО «Газпром добыча Оренбург»;30.12.2025;Срок истёк;14.12.2017;соответствует;"АО ""Системы и технологии обеспечения безопасности. Техдиагностика""";https://monitor-pb.ru/conclusion/49-%D0%A2%D0%A3-49411-2017
5610058025;"ООО ""ГАЗПРОМ ДОБЫЧА ОРЕНБУРГ""";системы вентиляции NV-1, NV-2, EV-1, EV-2, EEV-1, EEV-2, 29, 30, 31, 32, установленные в помещениях турбокомпрессоров №№101-106 ДКС-1 «Газопромыслового управления» «ООО «Газпром добыча Оренбург»;30.12.2025;Срок истёк;16.03.2021;соответствует;"ООО СЗ ""ИСК ""СТРОЙТЕХСЕРВИС""";https://monitor-pb.ru/conclusion/49-%D0%A2%D0%A3-13922-2021
5610058025;"ООО ""ГАЗПРОМ ДОБЫЧА ОРЕНБУРГ""";системы вентиляции NV-1, NV-2, EV-1, EV-2, EEV-1, EEV-2, MV-11, MV-21, MV-51, MV-61, MV-12, MV-52, MV-62, установленные в помещениях турбокомпрессоров №№101-106 ДКС-2 цех №2 «Газопромыслового управления» «ООО «Газпром добыча Оренбург»;30.12.2025;Срок истёк;03.02.2021;соответствует;"ООО СЗ ""ИСК ""СТРОЙТЕХСЕРВИС""";https://monitor-pb.ru/conclusion/49-%D0%A2%D0%A3-05598-2021
5610058025;"ООО ""ГАЗПРОМ ДОБЫЧА ОРЕНБУРГ""";системы вентиляции NV-1, NV-2, EV-1, EV-2, EEV-1, EEV-2, MV-11, MV-21, MV-51, MV-61, MV-12, МV-22, MV-52, MV-62, установленные в помещениях турбокомпрессоров №№101-106 ДКС-2 цех №2 «Газопромыслового управления» «ООО «Газпром добыча Оренбург»;30.12.2025;Срок истёк;16.03.2021;соответствует;"ООО СЗ ""ИСК ""СТРОЙТЕХСЕРВИС""";https://monitor-pb.ru/conclusion/49-%D0%A2%D0%A3-14074-2021
7703647595;"АО ""ОХК ""УРАЛХИМ""";Компрессор К-500-61-5, зав. №8162, поз.6, опасного производственного объекта «Площадка котельного цеха № 64» (рег. № А01-12112-0050 от 25.06.2015), класс опасности III.  Филиал «КЧХК» АО «ОХК «УРАЛХИМ» в городе Кирово-Чепецке;30.12.2025;Срок истёк;26.04.2022;соответствует;"ООО ""АПЭ""";https://monitor-pb.ru/conclusion/47-%D0%A2%D0%A3-27153-2022
7703647595;"АО ""ОХК ""УРАЛХИМ""";Компрессор К-500-61-5, зав.№367, поз.10, опасного производственного объекта «Площадка котельного цеха № 64» (рег. № А01-12112-0050 от 25.06.2015), класс опасности III.  Филиал «КЧХК» АО «ОХК «УРАЛХИМ» в городе Кирово-Чепецке;30.12.2025;Срок истёк;26.04.2022;соответствует;"ООО ""АПЭ""";https://monitor-pb.ru/conclusion/47-%D0%A2%D0%A3-27454-2022
7703647595;"АО ""ОХК ""УРАЛХИМ""";Компрессор К-500-61-5, зав.№34, поз.8, опасного производственного объекта «Площадка котельного цеха № 64» (рег. № А01-12112-0050 от 25.06.2015), класс опасности III.  Филиал «КЧХК» АО «ОХК «УРАЛХИМ» в городе Кирово-Чепецке;30.12.2025;Срок истёк;26.04.2022;соответствует;"ООО ""АПЭ""";https://monitor-pb.ru/conclusion/47-%D0%A2%D0%A3-27456-2022
7703647595;"АО ""ОХК ""УРАЛХИМ""";Компрессор К-500-61-1 зав. №367, поз. 10, опасного производственного объекта «Площадка котельного цеха №64», рег. № А01-12112-0050 от 25.06.2015, III класс опасности. Филиал «КЧХК» АО «ОХК «УРАЛХИМ».;30.12.2025;Срок истёк;23.03.2023;соответствует;"ООО ""АПЭ""";https://monitor-pb.ru/conclusion/47-%D0%A2%D0%A3-21365-2023
7703647595;"АО ""ОХК ""УРАЛХИМ""";Компрессор К-500-61-1, зав. № 374, поз. 21, опасного производственного объекта «Площадка котельного цеха №64», рег. № А01-12112-0050 от 25.06.2015, III класс опасности. Филиал «КЧХК» АО «ОХК «УРАЛХИМ».;30.12.2025;Срок истёк;06.09.2023;соответствует;"ООО ""АПЭ""";https://monitor-pb.ru/conclusion/47-%D0%A2%D0%A3-65843-2023
7703647595;"АО ""ОХК ""УРАЛХИМ""";Турбокомпрессор агрегата ГТТ-3М №1, зав. №113 поз. М-101/1М, опасного производственного объекта «Площадка цеха 53. Производство неконцентрированной азотной кислоты»;30.12.2025;Срок истёк;21.03.2022;соответствует;"ООО ""АПЭ""";https://monitor-pb.ru/conclusion/47-%D0%A2%D0%A3-16157-2022
7703647595;"АО ""ОХК ""УРАЛХИМ""";турбокомпрессор агрегата ГТТ-3М №4 зав. №162, поз. М-101/М4, ОПО «Площадка цеха № 53 Производство неконцентрированной азотной кислоты», рег. № А01-12112-0055, I класс опасности;30.12.2025;Срок истёк;21.10.2021;соответствует;"ООО ""АПЭ""";https://monitor-pb.ru/conclusion/47-%D0%A2%D0%A3-54621-2021
8904034777;"ООО ""ГАЗПРОМ ДОБЫЧА ЯМБУРГ""";техническое устройство – СПЧ 294 ГЦ2-750/7-21 зав.№2, центробежного компрессора 16ГЦ2-450/26,5-45, применяемое на опасном производственном объекте: Участок комплексной подготовки газа Газового промысла №2 Ямбургского НГКМ, ООО «Газпром добыча Ямбург» рег. № ОПО А59-50040-0076 – III класс опасности;30.12.2025;Срок истёк;21.10.2021;соответствует;"ОАО ""НПО ЦКТИ""";https://monitor-pb.ru/conclusion/59-%D0%A2%D0%A3-38656-2021
2631015563;"АО ""НЕВИННОМЫССКИЙ АЗОТ""";центробежный компрессор типа К-1500-62-2, поз. ВК-6, эксплуатируемый в АО «Невинномысский Азот», цех №11 (ОПО III класса опасности, индекс отраслевой принадлежности – 7);29.12.2025;Срок истёк;13.06.2018;соответствует;"ПАО ""НОРЭ""";https://monitor-pb.ru/conclusion/35-%D0%A2%D0%A3-04193-2018
3801072394;"ООО ""ААТЗ""";техническое устройство, применяемое на опасном производственном объекте «Площадка цеха производства неконцентрированной азотной кислоты и аммиачной селитры» - нагнетатель центробежный типа 540-41-1 поз. 6(8) зав. №8739,;28.12.2025;Срок истёк;19.01.2023;соответствует;"ООО ""АЛТАЙТЕХНОИНЖИНИРИНГ""";https://monitor-pb.ru/conclusion/63-%D0%A2%D0%A3-50286-2023
3801046700;"АО ""АЗП""";"техническое устройство, применяемое на опасном производственном объекте (свидетельство о регистрации ОПО № А67-00348, дата выдачи 08 октября 2013 г., наименование объекта - «Площадка производства олефинов», рег. номер А67-00348-0001 дата рег. 13.02.2001, I класс опасности). Эксплуатирующая организация: Акционерное общество «Ангарский завод полимеров». Компрессор центробежный IRSA поз. М-4, зав. № 1805647
(цех 124/125, объект 1928к)";27.12.2025;Срок истёк;10.01.2024;соответствует;"ООО ""ТЕХДИЭКС""";https://monitor-pb.ru/conclusion/67-%D0%A2%D0%A3-00173-2024
3801046700;"АО ""АЗП""";"техническое устройство, применяемое на опасном производственном объекте (свидетельство о регистрации ОПО № А67-00348, дата выдачи 08 октября 2013 г., наименование объекта - «Площадка производства олефинов», рег. номер А67-00348-0001 дата рег. 13.02.2001, I класс опасности). Эксплуатирующая организация: Акционерное общество «Ангарский завод полимеров». Компрессор центробежный 8 RPA 70 поз. М-5, зав. № 1805620
(цех 124/125, объект 1928к)";27.12.2025;Срок истёк;10.01.2024;соответствует;"ООО ""ТЕХДИЭКС""";https://monitor-pb.ru/conclusion/67-%D0%A2%D0%A3-00170-2024
5501023216;"АО ""ОМСКИЙ КАУЧУК""";техническое устройство, применяемое на опасном производственном объекте: Площадка цеха 2-3-5  по производству этилена (цех газораспределения), II класс опасности, рег. № А61-00039-0011.  Центробежный компрессор, тех. поз.264/2, марка Н45-21-4, зав. № 2956  Цех ДП-10-10а-2-3-5-4-4а,  ПАО «Омский каучук» отделение 2-3-5-4-4а  АЭ.16.02772.001;26.12.2025;Срок истёк;20.05.2020;соответствует;"Автономная некоммерческая организация Сибирский центр технической диагностики и экспертизы ""ДИАСИБ""";https://monitor-pb.ru/conclusion/61-%D0%A2%D0%A3-09789-2020
5908007560;"АО ""ГАЛОПОЛИМЕР ПЕРМЬ""";Компрессор центробежный ХТМФ-348-4000 (АТКФ-348) зав. № 75002, поз. № 3/4;25.12.2025;Срок истёк;18.03.2020;соответствует;"ООО ""БЕЗОПАСНОСТЬ В ПРОМЫШЛЕННОСТИ""";https://monitor-pb.ru/conclusion/48-%D0%A2%D0%A3-10215-2020
