"url";"отрасль (раздел)";"сфера";"производитель";"оборудование";"заказчик";"город";"дата";"название (h1)"
"https://prokompressor.ru/projects/pishchevoe-proizvodstvo/ekomak-agrorus/";"pishchevoe-proizvodstvo";"Пищевое производство";"Ekomak";"винтовой компрессор ""Ekomak"" DMD 55 CR/8";"СПОК ""Агрорусь""";"";"ноябрь 2020 г.";"Винтовой компрессор ""Ekomak"" DMD 55 CR/8 для «АгроРусь»"
"https://prokompressor.ru/projects/pishchevoe-proizvodstvo/ekomak-vpz/";"pishchevoe-proizvodstvo";"Пищевое производство";"Ekomak";"винтовой компрессор ""Ekomak"" ЕКО 90 СD/13";"ЗАО «Волчихинский пивоваренный завод»";"";"апрель 2020 г.";"Винтовой компрессор ""Ekomak"" ЕКО 90 СD/13 для ЗАО «Волчихинский пивоваренный завод»"
"https://prokompressor.ru/projects/pishchevoe-proizvodstvo/vintovoy-bezmaslyanyy-kompressor-enger-ofs-37-a-10-pm-vsd-dlya-ooo-velken/";"pishchevoe-proizvodstvo";"Пищевое производство";"Enger";"Винтовой безмасляный компрессор ""Enger"" OFS-37 A 10 PM VSD";"ООО ""Велкен""";"Барнаул";"ноябрь 2022 г.";"Винтовой безмасляный компрессор ""Enger"" OFS-37 A 10 PM VSD для ООО ""Велкен"""
"https://prokompressor.ru/projects/pishchevoe-proizvodstvo/vintovoy-kompressor-enger-hb-75dfe-10-dlya-ooo-tretyakovskiy-maslosyrzavod-/";"pishchevoe-proizvodstvo";"Пищевое производство";"Enger";"Винтовой компрессор ""Enger"" HB-75DFE 10";"ООО ""Третьяковский Маслосырзавод""";"Рубцовск";"май 2025";"Винтовой компрессор ""Enger"" HB-75DFE 10 для ООО ""Третьяковский Маслосырзавод"""
"https://prokompressor.ru/projects/pishchevoe-proizvodstvo/vintovoy-kompressor-hansmann-rsa-7-5-10-dlya-ooo-russkaya-agrarnaya-gruppa/";"pishchevoe-proizvodstvo";"Пищевое производство";"Enger";"Винтовой компрессор Hansmann RSA 7,5-10";"ООО "" Русская Аграрная Группа""";"Рязань";"июнь 2025";"Винтовой компрессор Hansmann RSA 7,5-10 для ООО ""Русская Аграрная Группа"""
"https://prokompressor.ru/projects/pishchevoe-proizvodstvo/vintovoy-kompressor-enger-hc-37dfe-8-dlya-ooo-moroz/";"pishchevoe-proizvodstvo";"Пищевое производство";"Enger";"Винтовой компрессор Enger HC-37DFE 8";"ООО ""Мороз""";"Бийск";"июль 2025 г.";"Винтовой компрессор Enger HC-37DFE 8 для ООО ""Мороз"""
"https://prokompressor.ru/projects/pishchevoe-proizvodstvo/vintovoy-kompressor-enger-hc-15bfr-400-dlya-ooo-dobryy-smak/";"pishchevoe-proizvodstvo";"Пищевое производство";"Enger";"Винтовой компрессор Enger HC-15BFR-400.";"ООО «Добрый Смак»";"";"август 2025";"Винтовой компрессор Enger HC-15BFR-400 для ООО «Добрый Смак»"
"https://prokompressor.ru/projects/pishchevoe-proizvodstvo/vintovoy-bezmaslyanyy-kompressor-enger-ofsz-75a-8-5-pm-vsd-dlya-ooo-derevenskoe-molochko/";"pishchevoe-proizvodstvo";"Пищевое производство";"Enger";"Винтовой безмасляный компрессор ""Enger"" HC-37DFE 8";"ООО ""Деревенское молочко""";"Томск";"январь 2025 г.";"Винтовой безмасляный компрессор ""Enger"" OFSZ-75A 8,5 PM VSD для ООО ""Деревенское молочко"""
"https://prokompressor.ru/projects/pishchevoe-proizvodstvo/modulnaya-kompressornaya-stantsiya-dlya-ooo-frito-ley-manufakturing/";"pishchevoe-proizvodstvo";"Пищевое производство";"Enger";"Винтовой двухступенчатый компрессор Enger HBD-132DFE2 8";"ООО ""Фрито Лей Мануфактуринг""";"Кашира";"ноябрь 2024 г.";"Модульная компрессорная станция для ООО ""Фрито Лей Мануфактуринг"""
"https://prokompressor.ru/projects/pishchevoe-proizvodstvo/vintovoy-kompressor-enger-hb-132dt-8-dlya-oao-cheremnovskiy-sakharnyy-zavod-/";"pishchevoe-proizvodstvo";"Пищевое производство";"Enger";"Винтовой компрессор Enger HB-132DT 8";"ОАО «Черемновский сахарный завод»";"Барнаул";"январь 2026 г.";"Винтовой компрессор Enger HB-132DT 8 для ОАО «Черемновский сахарный завод»"
"https://prokompressor.ru/projects/pishchevoe-proizvodstvo/hansmann-merenga/";"pishchevoe-proizvodstvo";"Пищевое производство";"Hansmann";"винтовой компрессор ""Hansmann"" RSA 11";"ООО ""Меренга""";"";"май 2025 г.";"Винтовой компрессор ""Hansmann"" RSA 11 для ООО ""Меренга"""
"https://prokompressor.ru/projects/pishchevoe-proizvodstvo/vintovoy-kompressor-hansmann-rsa-5-5-8-dlya-ooo-rustreyd/";"pishchevoe-proizvodstvo";"Пищевое производство";"Hansmann";"Винтовой компрессор Hansmann RSA 5.5 8";"ООО «РУСТРЕЙД»";"";"февраль 2026 г.";"Винтовой компрессор Hansmann RSA 5.5 8 для ООО «РУСТРЕЙД»"
"https://prokompressor.ru/projects/pishchevoe-proizvodstvo/mig-novocubanskoe/";"pishchevoe-proizvodstvo";"Пищевое производство";"MIG";"винтовой компрессор ""MIG"" 37/10";"ЗАО ""Новокубанское""";"Армавир";"август 2022 г.";"Винтовой компрессор ""MIG"" 37/10 для ЗАО ""Новокубанское"""
"https://prokompressor.ru/projects/pishchevoe-proizvodstvo/remeza-bk-gorizont/";"pishchevoe-proizvodstvo";"Пищевое производство";"Remeza";"винтовой компрессор ""Remeza"" ВК30-10";"ООО ""Горизонт""";"Барнаул";"февраль 2023 г.";"Винтовой компрессор ""Remeza"" ВК30-10 для ООО ""Горизонт"""
"https://prokompressor.ru/projects/pishchevoe-proizvodstvo/remeza-dubrovskoe/";"pishchevoe-proizvodstvo";"Пищевое производство";"Remeza";"винтовой компрессор ""Ремеза"" ВК 15Т-8-500 Д (с осушителем)";"ООО Экоферма ""Дубровское""";"Лутоха";"январь 2022 г.";"Винтовой компрессор ""Ремеза"" ВК 15Т-8-500 Д (с осушителем) для ООО Экоферма ""Дубровское"
"https://prokompressor.ru/projects/pishchevoe-proizvodstvo/remeza-upz/";"pishchevoe-proizvodstvo";"Пищевое производство";"Remeza";"винтовой компрессор ""Ремеза"" ВК 20Е-15-500Д";"ООО ""Углегорский пивоваренный завод""";"Углегорск";"июль 2021 г.";"Винтовой компрессор ""Ремеза"" ВК 20Е-15-500 для ООО ""УПЗ"""
"https://prokompressor.ru/projects/pishchevoe-proizvodstvo/stashevskoe-remeza/";"pishchevoe-proizvodstvo";"Пищевое производство";"Remeza";"винтовой компрессор ""Ремеза"" ВК 20Т-15-500 Д";"ООО ""Сташевское Био""";"Новгородская область";"декабрь 2020 г.";"Винтовой компрессор ""Ремеза"" ВК 20Т-15-500 Д (с осушителем) для ООО ""Сташевское Био"""
"https://prokompressor.ru/projects/pishchevoe-proizvodstvo/remeza-kurg-hleb/";"pishchevoe-proizvodstvo";"Пищевое производство";"Remeza";"винтовой компрессор ""Ремеза"" ВК 25-8-500 Д (с осушителем)";"ООО ""Курганинский хлебокомбинат""";"Курганинск";"май 2021 г.";"Винтовые компрессоры ""Ремеза"" ВК 25-8-500 Д (с осушителем) для ООО ""Курганинский хлебокомбинат"""
"https://prokompressor.ru/projects/pishchevoe-proizvodstvo/remeza-metelkova/";"pishchevoe-proizvodstvo";"Пищевое производство";"Remeza";"спиральный компрессор ""REMEZA"" KC 5-10";"ИП Метелькова";"Челябинск";"январь 2021 г.";"Спиральный компрессор ""REMEZA"" KC 5-10 для ИП Метелькова"
"https://prokompressor.ru/projects/pishchevoe-proizvodstvo/modulnaya-kompressornaya-stantsiya-dlya-ooo-ameko-kaliningrad/";"pishchevoe-proizvodstvo";"Пищевое производство";"Remeza";"";"ООО ""АМЕКО - КАЛИНИНГРАД""";"Мамоново";"апрель 2025 г.";"Модульная компрессорная станция для ООО ""АМЕКО - КАЛИНИНГРАД"""
"https://prokompressor.ru/projects/pishchevoe-proizvodstvo/zam-zam-xeleron/";"pishchevoe-proizvodstvo";"Пищевое производство";"Xeleron";"винтовой компрессор ""Xeleron"" Z10A/8 (IP54)";"ООО ""Зам-Зам""";"";"ноябрь 2021 г.";"Винтовой компрессор ""Xeleron"" Z10A/8 (IP54) для ООО ""Зам-Зам"""
"https://prokompressor.ru/projects/pishchevoe-proizvodstvo/zvezda-xeleron/";"pishchevoe-proizvodstvo";"Пищевое производство";"Xeleron";"винтовой компрессор ""Xeleron"" Z60A/8";"ООО ""Звезда""";"Новосибирск";"январь 2021 г.";"Винтовой компрессор ""Xeleron"" Z60A/8"
"https://prokompressor.ru/projects/pishchevoe-proizvodstvo/xeleron-bzpm/";"pishchevoe-proizvodstvo";"Пищевое производство";"Xeleron";"Винтовой компрессор Xeleron Z10A 8 бар (IP54)";"ООО ""Завод Пищевого Машиностроения""";"";"апрель 2022 г.";"Винтовой компрессор Xeleron Z10A 8 бар (IP54) для ООО ""Завод Пищевого Машиностроения"""
"https://prokompressor.ru/projects/proizvodstvo/mks-fpk/";"proizvodstvo";"Производство";"";"винтовой компрессор ""Berg"" ВК-160";"АО ""ФПК""";"";"ноябрь 2022 г.";"Модульная компрессорная станция для АО ""ФПК"""
"https://prokompressor.ru/projects/proizvodstvo/mks_remeza_zarinsk_vagonoremontnaia_kompaniia/";"proizvodstvo";"Производство";"";"винтовые компрессоры ""REMEZA"" ВК 20E-8";"ООО ""ЗАРИНСКАЯ ВАГОНОРЕМОНТНАЯ КОМПАНИЯ""";"Заринск";"ноябрь 2021 г.";"Модульная компрессорная станция для ООО ""Заринская Вагоноремонтная Компания"""
"https://prokompressor.ru/projects/proizvodstvo/mks-lissib/";"proizvodstvo";"Производство";"";"винтовые компрессоры ""Berg"" ВК-37/10 РЕ, адсорбционный осушитель ""COMPRAG"" ADX125-F-PDP";"ООО ""Лиссиб""";"Новосибирск";"август 2022 г.";"Модульная компрессорная станция для ООО ""Лиссиб"""
"https://prokompressor.ru/projects/proizvodstvo/mks-nerz/";"proizvodstvo";"Производство";"";"винтовой компрессор ""Berg"" ВК-132 Е";"ООО ""НЭРЗ""";"Новосибирск";"май 2022 г.";"Модульная компрессорная станция для ООО ""НЭРЗ"""
"https://prokompressor.ru/projects/proizvodstvo/modulnaya-kompressornaya-stantsiya-obshchey-moshchnostyu-200-kvt-dlya-lidera-otrasli/";"proizvodstvo";"Производство";"";"МКС в сборе, 2 винтовых компрессора Enger HB-200DFE 7.";"Не разглашается";"";"сентябрь 2025";"Модульная компрессорная станция общей мощностью 200 кВт для лидера отрасли"
"https://prokompressor.ru/projects/proizvodstvo/abac-teta/";"proizvodstvo";"Производство";"Abac";"винтовой компрессор ""ABAC"" FORMULA 11-10";"ООО ""НПК ""ТЭТА""";"Томск";"ноябрь 2021 г.";"Винтовой компрессор ""ABAC"" FORMULA 11-10 для ООО ""НПК ""ТЭТА"""
"https://prokompressor.ru/projects/proizvodstvo/abac-ovrk/";"proizvodstvo";"Производство";"Abac";"винтовой компрессор ""ABAC"" FORMULA 75-8";"АО «Объединенная вагоноремонтная компания»";"";"октябрь 2021 г.";"Винтовой компрессор ""ABAC"" FORMULA 75-8 для АО «ОВРК»"
"https://prokompressor.ru/projects/proizvodstvo/abac-boiler/";"proizvodstvo";"Производство";"Abac";"винтовой компрессор ""ABAC"" FORMULA.E 11-10";"ООО ""ПК Бойлер""";"Электросталь";"сентябрь 2020 г.";"Винтовой компрессор ""ABAC"" FORMULA.E 11-10"
"https://prokompressor.ru/projects/proizvodstvo/globus-abac/";"proizvodstvo";"Производство";"Abac";"винтовой компрессор ""ABAC"" GENESIS 22-10-500";"ООО ""Глобус""";"Рыльск";"январь 2021 г.";"Винтовой компрессор ""ABAC"" GENESIS 22-10-500"
"https://prokompressor.ru/projects/proizvodstvo/abac-proekt-tehnika/";"proizvodstvo";"Производство";"Abac";"винтовой компрессор ""ABAC"" MICRON 15-8-500";"АО ""ЦЭТР Проект-техника""";"";"ноябрь 2020 г.";"Винтовой компрессор ""ABAC"" MICRON 15-8-500"
"https://prokompressor.ru/projects/proizvodstvo/tz-abac/";"proizvodstvo";"Производство";"Abac";"винтовой компрессор ""ABAC"" SPINN 11E-10-TM500";"ООО ""ТЗ""";"Тольятти";"март 2021 г.";"Винтовой компрессор ""ABAC"" SPINN 11E-10-TM500 для ООО ""ТЗ"""
"https://prokompressor.ru/projects/proizvodstvo/xfinity-abac/";"proizvodstvo";"Производство";"Abac";"Винтовой компрессор ""ABAC"" SPINN 11E-8-TM500";"ТОО ""XFinity Solutions""";"";"ноябрь 2020 г.";"Винтовой компрессор ""ABAC"" SPINN 11E-8-TM500"
"https://prokompressor.ru/projects/proizvodstvo/rusid-abac/";"proizvodstvo";"Производство";"Abac";"винтовой компрессор ""ABAC"" SPINN 15E-8-TM500";"ООО ""Русид""";"";"апрель 2021 г.";"Винтовой компрессор ""ABAC"" SPINN 15E-8-TM500"
"https://prokompressor.ru/projects/proizvodstvo/abac-ptc/";"proizvodstvo";"Производство";"Abac";"винтовой компрессор ""ABAC"" SPINN 4.0-10-200";"АО ""ПТС""";"";"октябрь 2021 г.";"Винтовой компрессор ""ABAC"" SPINN 4.0-10-200 для АО ""ПТС"""
"https://prokompressor.ru/projects/proizvodstvo/abac-ekoflexrus/";"proizvodstvo";"Производство";"Abac";"винтовой компрессор ""ABAC"" SPINN 7,5ХЕ-10-ТМ270";"ООО ""Экофлекс Рус""";"";"февраль 2021 г.";"Винтовой компрессор ""ABAC"" SPINN 7,5ХЕ-10-ТМ270"
"https://prokompressor.ru/projects/proizvodstvo/abac-zencha/";"proizvodstvo";"Производство";"Abac";"винтовой компрессор ""ABAC"" SPINN MINI E 3-10-200 и ""ABAC"" SPINN MINI 2,2-8-200";"АО «Электротехнический завод «ЗЕНЧА-Псков»";"Псков";"ноябрь 2021 г.";"Винтовой компрессор ""ABAC"" SPINN MINI E 3-10-200 и ""ABAC"" SPINN MINI 2,2-8-200 для АО «Электротехнический завод «ЗЕНЧА-Псков»"
"https://prokompressor.ru/projects/proizvodstvo/abac-tenzom/";"proizvodstvo";"Производство";"Abac";"винтовые компрессоры ""ABAC"" GENESIS 15-10-500";"АО ""Вик ""Тензо-М""";"Люберцы";"август 2021 г.";"Винтовые компрессоры ""ABAC"" GENESIS 15-10-500 для АО ""Вик ""Тензо-М"""
"https://prokompressor.ru/projects/proizvodstvo/intarmit-abac/";"proizvodstvo";"Производство";"Abac";"поршневой компрессор ""Abac"" ENGINEAIR 5/11+11 10 PETROL";"ООО ""Интармит""";"Москва";"март 2021 г.";"Поршневой компрессор ""Abac"" ENGINEAIR 5/11+11 10 PETROL"
"https://prokompressor.ru/projects/proizvodstvo/ijprom-airrus/";"proizvodstvo";"Производство";"Airrus";"винтовой компрессор ""AIRRUS"" K 15/15";"ООО ""Ижевский промышленник""";"Ижевск";"сентябрь 2021 г.";"Винтовой компрессор ""AIRRUS"" K 15/15 для ООО ""Ижевский промышленник"""
"https://prokompressor.ru/projects/proizvodstvo/airrus-hotcha/";"proizvodstvo";"Производство";"Airrus";"винтовой компрессор ""AIRRUS"" KT 18/15";"ИП Зубков";"Северодвинск";"июль 2021 г.";"Винтовой компрессор ""AIRRUS"" KT 18/15"
"https://prokompressor.ru/projects/proizvodstvo/airrus-sibkabel/";"proizvodstvo";"Производство";"Airrus";"винтовой компрессор ""AIRRUS"" NB 75/8";"АО ""Сибкабель""";"Томск";"июль 2022 г.";"Винтовой компрессор ""AIRRUS"" NB 75/8 для АО ""Сибкабель"""
"https://prokompressor.ru/projects/proizvodstvo/airrus-ktk/";"proizvodstvo";"Производство";"Airrus";"винтовой компрессор ""AIRRUS"" PR15/8";"ООО ""КТК""";"Старая Купавна";"август 2020 г.";"Винтовой компрессор ""AIRRUS"" PR15/8 для ООО ""КТК"""
"https://prokompressor.ru/projects/proizvodstvo/airrus-poliairpac/";"proizvodstvo";"Производство";"Airrus";"винтовой компрессор ""Airrus"" КT 15/8 PR";"ООО ""ТД Полиаэрпак""";"Москва";"май 2022 г.";"Винтовой компрессор ""Airrus"" КT 15/8 PR для ООО ""ТД Полиаэрпак"""
"https://prokompressor.ru/projects/proizvodstvo/airurs-tek/";"proizvodstvo";"Производство";"Airrus";"компрессор поршневой дожимной ""AIRRUS"" ADP 360/40-8";"ООО ""Тек А Тек""";"";"март 2024 г.";"Компрессор поршневой дожимной ""AIRRUS"" ADP 360/40-8 для ООО ""Тек А Тек"""
"https://prokompressor.ru/projects/proizvodstvo/almig-elex/";"proizvodstvo";"Производство";"Almig";"винтовой компрессор ""ALMiG"" VARIABLE XP-55/10";"ООО ""ЮгПрофильСистемс""";"Краснодар";"март 2021 г.";"Винтовой компрессор ""ALMiG"" VARIABLE XP-55/10"
"https://prokompressor.ru/projects/proizvodstvo/atlas-bmk/";"proizvodstvo";"Производство";"Atlas Copco";"винтовой компрессор ""ATLAS COPCO"" GA15 13FF/400В 3ф 50 Гц без N/CE TM (500)";"ООО ""БМК Текстиль""";"Барнаул";"август 2021 г.";"Винтовой компрессор ""ATLAS COPCO"" GA15 13FF/400В 3ф 50 Гц без N/CE TM (500)"
"https://prokompressor.ru/projects/proizvodstvo/vetim-atlascopco/";"proizvodstvo";"Производство";"Atlas Copco";"винтовой компрессор ""Atlas Copco"" GA37 VSD+13P/400В 3ф 50 Гц без N/CE";"ООО ""Ветим""";"Петропавловск-Камчатский";"февраль 2021 г.";"Винтовой компрессор ""Atlas Copco"" GA37 VSD+13P/400В 3ф 50 Гц без N/CE"
"https://prokompressor.ru/projects/proizvodstvo/ac-uj-sahalinsk/";"proizvodstvo";"Производство";"Atlas Copco";"винтовой компрессор ""Atlas Copco"" GX5 10P TM(200) 5 кВт";"ООО ""Эра Логистики""";"Южно-Сахалинск";"январь 2021 г.";"Винтовой компрессор ""Atlas Copco"" GX5 10P TM(200) 5 кВт"
"https://prokompressor.ru/projects/proizvodstvo/ac-spets-teh/";"proizvodstvo";"Производство";"Atlas Copco";"поршневой двухступенчатый компрессор ""Atlas Copco"" LT2-20SE (3 ph) DOL (без кожуха)";"ООО ""Специальные технологии""";"Пенза";"июнь 2021 г.";"Поршневой двухступенчатый компрессор ""Atlas Copco"" LT2-20SE (3 ph) DOL (без кожуха) для ЗАО ""Специальные технологии"""
"https://prokompressor.ru/projects/proizvodstvo/berg-megaflex/";"proizvodstvo";"Производство";"Berg";"винтовой компрессор ""Berg"" BK-30/8 P";"ООО ""Комбитекс""";"";"декабрь 2020 г.";"Винтовой компрессор ""Berg"" BK-30/8 P"
"https://prokompressor.ru/projects/proizvodstvo/berg-bhz/";"proizvodstvo";"Производство";"Berg";"винтовой компрессор ""Berg"" BK-30PE";"ООО ""Барнаульский химический завод""";"Барнаул";"август 2023 г.";"Винтовой компрессор ""Berg"" BK-30PE для ООО ""Барнаульский химический завод"""
"https://prokompressor.ru/projects/proizvodstvo/berg-zetform/";"proizvodstvo";"Производство";"Berg";"винтовой компрессор ""Berg"" ВК-11/10";"ООО ""ЗетФорм""";"Санкт-Петербург";"апрель2022 г.";"Винтовой компрессор ""Berg"" ВК-11/10 для ООО ""ЗетФорм"""
"https://prokompressor.ru/projects/proizvodstvo/berg-pavlov/";"proizvodstvo";"Производство";"Berg";"винтовой компрессор ""Berg"" ВК-11/10 Р";"ИП Павлов А.А.";"Усть-Курдюм";"сентябрь 2020 г.";"Винтовой компрессор ""Berg"" ВК-11/10 Р"
"https://prokompressor.ru/projects/proizvodstvo/peresvet-berg/";"proizvodstvo";"Производство";"Berg";"винтовой компрессор ""Berg"" ВК-11/10 Р";"ООО ""КЗ Пересвет""";"";"февраль 2021 г.";"Винтовой компрессор ""Berg"" ВК-11/10 Р"
"https://prokompressor.ru/projects/proizvodstvo/berg-stroystankomash/";"proizvodstvo";"Производство";"Berg";"винтовой компрессор ""Berg"" ВК-11/12 Р";"ООО ""Стройстанкомаш""";"Барнаул";"март 2021 г.";"Винтовой компрессор ""Berg"" ВК-11/12 Р"
"https://prokompressor.ru/projects/proizvodstvo/berg-unikom/";"proizvodstvo";"Производство";"Berg";"винтовой компрессор ""Berg"" ВК-110/10";"ООО НПП ""Уником-сервис""";"Первоуральск";"март 2022 г.";"Винтовой компрессор ""Berg"" ВК-110/10 для ООО НПП ""Уником-сервис"""
"https://prokompressor.ru/projects/proizvodstvo/berg-sunlime/";"proizvodstvo";"Производство";"Berg";"винтовой компрессор ""Berg"" ВК-11Р 10";"ООО ""Санлайм""";"Серпухов";"июль 2022 г.";"Винтовой компрессор ""Berg"" ВК-11Р 10 для ООО ""Санлайм"""
"https://prokompressor.ru/projects/proizvodstvo/berg-abgaryan/";"proizvodstvo";"Производство";"Berg";"винтовой компрессор ""Berg"" ВК-11Р";"ИП Абгарян";"Санкт-Петербург";"август 2022 г.";"Винтовой компрессор ""Berg"" ВК-11Р для ИП Абгарян"
"https://prokompressor.ru/projects/proizvodstvo/berg-acp/";"proizvodstvo";"Производство";"Berg";"винтовой компрессор ""Berg"" ВК-11РО-500";"ООО ""Марица""";"Воронеж";"май 2022 г.";"Винтовой компрессор ""Berg"" ВК-11РО-500 для ООО ""Агро Капиталъ Групп"""
"https://prokompressor.ru/projects/proizvodstvo/berg-uza/";"proizvodstvo";"Производство";"Berg";"винтовой компрессор ""Berg"" ВК-11РО-500";"ООО ""Юза Сервис""";"Омск";"август 2022 г.";"Винтовой компрессор ""Berg"" ВК-11РО-500 для ООО ""Юза Сервис"""
"https://prokompressor.ru/projects/proizvodstvo/berg-plakart/";"proizvodstvo";"Производство";"Berg";"винтовой компрессор ""Berg"" ВК-11РО-500/8";"ООО ""Плакарт""";"Щербинка";"октябрь 2021 г.";"Винтовой компрессор ""Berg"" ВК-11РО-500/8 для ООО ""Плакарт"""
"https://prokompressor.ru/projects/proizvodstvo/berg-sintez/";"proizvodstvo";"Производство";"Berg";"винтовой компрессор ""Berg"" ВК-15/10 Р";"ООО ""Алтсинтез""";"";"декабрь 2020 г.";"Винтовой компрессор ""Berg"" ВК-15/10 Р"
"https://prokompressor.ru/projects/proizvodstvo/berg-cliningdez/";"proizvodstvo";"Производство";"Berg";"винтовой компрессор ""Berg"" ВК-15/10 Р";"ООО ""КлинингДез""";"Новотроицк";"июнь 2020 г.";"Винтовой компрессор ""Berg"" ВК-15/10 Р"
"https://prokompressor.ru/projects/proizvodstvo/berg-region/";"proizvodstvo";"Производство";"Berg";"винтовой компрессор ""Berg"" ВК-15/10 Р";"ООО ""РегионСнаб""";"Оренбург";"июнь 2020 г.";"Винтовой компрессор ""Berg"" ВК-15/10 Р для ООО ""РегионСнаб"""
"https://prokompressor.ru/projects/proizvodstvo/gekon-berg/";"proizvodstvo";"Производство";"Berg";"винтовой компрессор ""Berg"" ВК-15/10Р";"ООО ""СТ Гекон""";"Богородск";"август 2022 г.";"Винтовой компрессор ""Berg"" ВК-15/10Р для ООО ""СТ Гекон"""
"https://prokompressor.ru/projects/proizvodstvo/berg-oss/";"proizvodstvo";"Производство";"Berg";"винтовой компрессор ""Berg"" ВК-15/8 и винтовой компрессор ""Berg"" ВК-45/8 Р";"ТОО ""OSS KAZAKHSTAN""";"Актау";"ноябрь 2020 г.";"Винтовой компрессор ""Berg"" ВК-15/8 и винтовой компрессор ""Berg"" ВК-45/8 Р"
"https://prokompressor.ru/projects/proizvodstvo/berg-matvienko/";"proizvodstvo";"Производство";"Berg";"винтовой компрессор ""BERG"" ВК-15/8 Р";"ИП Матвиенко";"Курск";"март 2021 г.";"Винтовой компрессор ""BERG"" ВК-15/8 Р для ИП Матвиенко"
"https://prokompressor.ru/projects/proizvodstvo/berg-sectorplast/";"proizvodstvo";"Производство";"Berg";"винтовой компрессор ""Berg"" ВК-15/8 РЕ";"ООО ""Секторпласт""";"";"ноябрь 2021 г.";"Винтовой компрессор ""Berg"" ВК-15/8 РЕ для ООО ""Секторпласт"""
"https://prokompressor.ru/projects/proizvodstvo/berg-vkoz/";"proizvodstvo";"Производство";"Berg";"винтовой компрессор ""Berg"" ВК-15/8Р";"ООО ""Волжско-камский оконный завод""";"";"июль 2022 г.";"Винтовой компрессор ""Berg"" ВК-15/8Р для ООО ""Волжско-камский оконный завод"""
"https://prokompressor.ru/projects/proizvodstvo/berg-greenline/";"proizvodstvo";"Производство";"Berg";"винтовой компрессор ""Berg"" ВК-15/8Р";"ООО ""ГринЛайн""";"Москва";"июнь 2022 г.";"Винтовой компрессор ""Berg"" ВК-15/8Р для ООО ""ГринЛайн"""
"https://prokompressor.ru/projects/proizvodstvo/berg-polipast/";"proizvodstvo";"Производство";"Berg";"винтовой компрессор ""Berg"" ВК-15P-500/8";"ООО ""Полипласт Новомосковск""";"Новомосковск";"ноябрь 2020 г.";"Винтовой компрессор ""Berg"" ВК-15P-500/8"
"https://prokompressor.ru/projects/proizvodstvo/stroygrad-berg/";"proizvodstvo";"Производство";"Berg";"винтовой компрессор ""Berg"" ВК-15PО-500/10";"ООО ""СтройГрад""";"Москва";"март 2021 г.";"Винтовой компрессор ""Berg"" ВК-15PО-500/10"
"https://prokompressor.ru/projects/proizvodstvo/berg-naberejnie-chelni/";"proizvodstvo";"Производство";"Berg";"винтовой компрессор ""Berg"" ВК-15Р";"";"Набережные Челны";"январь 2022 г.";"Винтовой компрессор ""Berg"" ВК-15Р"
"https://prokompressor.ru/projects/proizvodstvo/berg-albion/";"proizvodstvo";"Производство";"Berg";"винтовой компрессор ""Berg"" ВК-15Р";"ООО ""Альбион""";"";"декабрь 2021 г.";"Винтовой компрессор ""Berg"" ВК-15Р для ООО ""Альбион"""
"https://prokompressor.ru/projects/proizvodstvo/berg-lissib/";"proizvodstvo";"Производство";"Berg";"винтовой компрессор ""Berg"" ВК-15Р";"ООО ""Лиссиб""";"Новосибирск";"июль 2023 г.";"Винтовой компрессор ""Berg"" ВК-15Р для ООО ""Лиссиб"""
"https://prokompressor.ru/projects/proizvodstvo/optikon-berg/";"proizvodstvo";"Производство";"Berg";"винтовой компрессор ""Berg"" ВК-15Р";"ООО ""Оптикон""";"Новосибирск";"март 2024 г.";"Винтовой компрессор ""Berg"" ВК-15Р для ООО ""Оптикон"""
"https://prokompressor.ru/projects/proizvodstvo/berg-pakon/";"proizvodstvo";"Производство";"Berg";"винтовой компрессор ""Berg"" ВК-15Р";"ООО ""Пакон""";"Люберцы";"октябрь 2022 г.";"Винтовой компрессор ""Berg"" ВК-15Р для ООО ""Пакон"""
"https://prokompressor.ru/projects/proizvodstvo/berg-oilgrup/";"proizvodstvo";"Производство";"Berg";"винтовой компрессор ""Berg"" ВК-15Р-500/8";"ООО ""Ойл Групп""";"Санкт-Петербург";"июнь 2021 г.";"Винтовой компрессор ""Berg"" ВК-15Р-500/8"
"https://prokompressor.ru/projects/proizvodstvo/berg-pema/";"proizvodstvo";"Производство";"Berg";"винтовой компрессор ""Berg"" ВК-15РО-500-8";"ООО ""Пема""";"Киров";"июнь 2022 г.";"Винтовой компрессор ""Berg"" ВК-15РО-500-8 для ООО ""Пема"""
"https://prokompressor.ru/projects/proizvodstvo/berg-vorobev/";"proizvodstvo";"Производство";"Berg";"винтовой компрессор ""Berg"" ВК-15РО-500/10";"ИП Воробьев";"Пенза";"сентябрь 2021 г.";"Винтовой компрессор ""Berg"" ВК-15РО-500/10 для ИП Воробьев"
"https://prokompressor.ru/projects/proizvodstvo/berg-res/";"proizvodstvo";"Производство";"Berg";"винтовой компрессор ""Berg"" ВК-15РО-500/12";"ООО ""РЭС""";"";"ноябрь 2021 г.";"Винтовой компрессор ""Berg"" ВК-15РО-500/12 для ООО ""РЭС"""
