model;srok;zapros;nomer;data;inn_zakazchika;zakazchik;obekt;tip;inn_eo;ekspertnaya_org;vyvod;istochnik;istochnik_zakazchik
Апатит (ФосАгро);any;Апатит (ФосАгро);28-ТУ-01203-2018;25.01.2018;5103070023;"АО ""АПАТИТ""";на трубопровод сточных вод грануляции (WK4) рег. 7106, расположенный в цехе производства мочевины – отделение 3, Азотный комплекс, АО «ФосАгро-Череповец», класс опасности–III.;ТУ;3528069493;"ООО ""ЦТД""";не в полной мере;https://monitor-pb.ru/conclusion/28-%D0%A2%D0%A3-01203-2018;https://monitor-pb.ru/customer/5103070023
Апатит (ФосАгро);any;Апатит (ФосАгро);28-ТУ-01205-2018;25.01.2018;5103070023;"АО ""АПАТИТ""";на трубопровод обессоленной воды WО1, WО3 рег. 7107, расположенный в цехе производства мочевины – отделение 3, Азотный комплекс, АО «ФосАгро-Череповец», класс опасности–III.;ТУ;3528069493;"ООО ""ЦТД""";не в полной мере;https://monitor-pb.ru/conclusion/28-%D0%A2%D0%A3-01205-2018;https://monitor-pb.ru/customer/5103070023
Апатит (ФосАгро);any;Апатит (ФосАгро);28-ТУ-01207-2018;25.01.2018;5103070023;"АО ""АПАТИТ""";на трубопровод воды для охлаждения WТ1 рег. 7110, расположенный в цехе производства мочевины – отделение 3, Азотный комплекс, АО «ФосАгро-Череповец», класс опасности–III.;ТУ;3528069493;"ООО ""ЦТД""";не в полной мере;https://monitor-pb.ru/conclusion/28-%D0%A2%D0%A3-01207-2018;https://monitor-pb.ru/customer/5103070023
Апатит (ФосАгро);any;Апатит (ФосАгро);28-ТУ-01208-2018;25.01.2018;5103070023;"АО ""АПАТИТ""";на трубопровод воды для охлаждения WТ2 рег. 7111, расположенный в цехе производства мочевины – отделение 3, Азотный комплекс, АО «ФосАгро-Череповец», класс опасности–III.;ТУ;3528069493;"ООО ""ЦТД""";не в полной мере;https://monitor-pb.ru/conclusion/28-%D0%A2%D0%A3-01208-2018;https://monitor-pb.ru/customer/5103070023
Апатит (ФосАгро);any;Апатит (ФосАгро);28-ТУ-01210-2018;25.01.2018;5103070023;"АО ""АПАТИТ""";на трубопровод пара 0,2MПаабс. D2 рег. 7083, расположенный в цехе производства мочевины – отделение 3, Азотный комплекс, АО «ФосАгро-Череповец», класс опасности–III.;ТУ;3528069493;"ООО ""ЦТД""";не в полной мере;https://monitor-pb.ru/conclusion/28-%D0%A2%D0%A3-01210-2018;https://monitor-pb.ru/customer/5103070023
Апатит (ФосАгро);any;Апатит (ФосАгро);28-ТУ-01218-2018;25.01.2018;5103070023;"АО ""АПАТИТ""";на трубопровод технического воздуха (сжатого) В8 рег. 7071, расположенный в цехе производства мочевины – отделение 3, Азотный комплекс, АО «ФосАгро-Череповец», класс опасности–III.;ТУ;3528069493;"ООО ""ЦТД""";не в полной мере;https://monitor-pb.ru/conclusion/28-%D0%A2%D0%A3-01218-2018;https://monitor-pb.ru/customer/5103070023
Апатит (ФосАгро);any;Апатит (ФосАгро);28-ТУ-01223-2018;25.01.2018;5103070023;"АО ""АПАТИТ""";на трубопровод конденсата 400кПа К4,0 рег. 7061, расположенный в цехе производства мочевины – отделение 3, Азотный комплекс, АО «ФосАгро-Череповец», класс опасности–III.;ТУ;3528069493;"ООО ""ЦТД""";не в полной мере;https://monitor-pb.ru/conclusion/28-%D0%A2%D0%A3-01223-2018;https://monitor-pb.ru/customer/5103070023
Апатит (ФосАгро);any;Апатит (ФосАгро);28-ТУ-01226-2018;25.01.2018;5103070023;"АО ""АПАТИТ""";на трубопровод воды подогретой циркуляционной WV1 рег. 7112, расположенный в цехе производства мочевины – отделение 3, Азотный комплекс, АО «ФосАгро-Череповец», класс опасности–III.;ТУ;3528069493;"ООО ""ЦТД""";не в полной мере;https://monitor-pb.ru/conclusion/28-%D0%A2%D0%A3-01226-2018;https://monitor-pb.ru/customer/5103070023
Апатит (ФосАгро);any;Апатит (ФосАгро);28-ТУ-01374-2018;29.01.2018;5103070023;"АО ""АПАТИТ""";на трубопровод конденсата 400кПа К4,0 рег. 8009а, расположенный в цехе производства мочевины – отделение 3, Азотный комплекс, АО «ФосАгро-Череповец», класс опасности–III.;ТУ;3528069493;"ООО ""ЦТД""";не в полной мере;https://monitor-pb.ru/conclusion/28-%D0%A2%D0%A3-01374-2018;https://monitor-pb.ru/customer/5103070023
Апатит (ФосАгро);any;Апатит (ФосАгро);28-ТУ-01386-2018;29.01.2018;5103070023;"АО ""АПАТИТ""";на трубопровод конденсата 2,2МПа К22 рег. 7051, расположенный в цехе производства мочевины – отделение 3, Азотный комплекс, АО «ФосАгро-Череповец», класс опасности–III.;ТУ;3528069493;"ООО ""ЦТД""";не в полной мере;https://monitor-pb.ru/conclusion/28-%D0%A2%D0%A3-01386-2018;https://monitor-pb.ru/customer/5103070023
Апатит (ФосАгро);any;Апатит (ФосАгро);28-ТУ-06499-2018;24.04.2018;5103070023;"АО ""АПАТИТ""";технологический трубопровод рег. № 3236 площадка производства экстракционной фосфорной кислоты – ОПО, рег.номер А28-02470-003, (I класса опасности), АО «ФосАгро-Череповец» Фосфорный комплекс;ТУ;3528069493;"ООО ""ЦТД""";соответствует;https://monitor-pb.ru/conclusion/28-%D0%A2%D0%A3-06499-2018;https://monitor-pb.ru/customer/5103070023
Апатит (ФосАгро);any;Апатит (ФосАгро);28-ТУ-06505-2018;24.04.2018;5103070023;"АО ""АПАТИТ""";технологический трубопровод рег. № 3235 площадка производства экстракционной фосфорной кислоты – ОПО, рег. номер А28-02470-003, (I класса опасности), АО «ФосАгро-Череповец» Фосфорный комплекс;ТУ;3528069493;"ООО ""ЦТД""";соответствует;https://monitor-pb.ru/conclusion/28-%D0%A2%D0%A3-06505-2018;https://monitor-pb.ru/customer/5103070023
Апатит (ФосАгро);any;Апатит (ФосАгро);28-ТУ-06511-2018;24.04.2018;5103070023;"АО ""АПАТИТ""";технологический трубопровод рег. № 3259 площадка производства экстракционной фосфорной кислоты – ОПО, рег. номер А28-02470-003, (I класса опасности), АО «ФосАгро-Череповец» Фосфорный комплекс;ТУ;3528069493;"ООО ""ЦТД""";соответствует;https://monitor-pb.ru/conclusion/28-%D0%A2%D0%A3-06511-2018;https://monitor-pb.ru/customer/5103070023
Апатит (ФосАгро);any;Апатит (ФосАгро);28-ТУ-06867-2018;28.04.2018;5103070023;"АО ""АПАТИТ""";технологический трубопровод рег. № 3477 корпус 2.67 площадка производства минеральных удобрений – ОПО № А28-02470-0002, (I класса опасности), АО «ФосАгро-Череповец» Фосфорный комплекс;ТУ;3528069493;"ООО ""ЦТД""";соответствует;https://monitor-pb.ru/conclusion/28-%D0%A2%D0%A3-06867-2018;https://monitor-pb.ru/customer/5103070023
Апатит (ФосАгро);any;Апатит (ФосАгро);28-ТУ-06869-2018;28.04.2018;5103070023;"АО ""АПАТИТ""";технологический трубопровод рег. № 3478 корпус 2.67 площадка производства минеральных удобрений – ОПО № А28-02470-0002, (I класса опасности), АО «ФосАгро-Череповец» Фосфорный комплекс;ТУ;3528069493;"ООО ""ЦТД""";соответствует;https://monitor-pb.ru/conclusion/28-%D0%A2%D0%A3-06869-2018;https://monitor-pb.ru/customer/5103070023
Апатит (ФосАгро);any;Апатит (ФосАгро);28-ТУ-07105-2019;14.05.2019;5103070023;"АО ""АПАТИТ""";на приводные паровые турбины поз. 104-JT зав. № 14196 и 104-JАT зав. № 14197 цеха Аммиак-1 азотного комплекса, АО «ФосАгро-Череповец».;ТУ;7814116254;"ООО НПФ ""ЭНТЕХМАШ""";соответствует;https://monitor-pb.ru/conclusion/28-%D0%A2%D0%A3-07105-2019;https://monitor-pb.ru/customer/5103070023
Апатит (ФосАгро);any;Апатит (ФосАгро);28-ТУ-07112-2019;14.05.2019;5103070023;"АО ""АПАТИТ""";на дымососы поз. 101-ВJАT и 101-ВJВT с приводными паровыми турбинами ССR-500 цеха Аммиак-1 азотного комплекса, АО «ФосАгро-Череповец».;ТУ;7814116254;"ООО НПФ ""ЭНТЕХМАШ""";соответствует;https://monitor-pb.ru/conclusion/28-%D0%A2%D0%A3-07112-2019;https://monitor-pb.ru/customer/5103070023
Апатит (ФосАгро);any;Апатит (ФосАгро);28-ТУ-18302-2017;04.12.2017;5103070023;"АО ""АПАТИТ""";конденсатор поз. № Т-1 ЦПМ-2, корпус 301-Б/1, Азотный комплекс АО «ФосАгро-Череповец», Регистрационный номер ОПО А28-02470, класс опасности-III;ТУ;3528069493;"ООО ""ЦТД""";соответствует;https://monitor-pb.ru/conclusion/28-%D0%A2%D0%A3-18302-2017;https://monitor-pb.ru/customer/5103070023
Апатит (ФосАгро);any;Апатит (ФосАгро);28-ТУ-18538-2017;05.12.2017;5103070023;"АО ""АПАТИТ""";трубопровод жидкого аммиака (4.4.4) рег. 7121, расположенный в цехе производства мочевины – отделение 3, Азотный комплекс, АО «ФосАгро-Череповец», класс опасности – III;ТУ;3528069493;"ООО ""ЦТД""";не в полной мере;https://monitor-pb.ru/conclusion/28-%D0%A2%D0%A3-18538-2017;https://monitor-pb.ru/customer/5103070023
Апатит (ФосАгро);any;Апатит (ФосАгро);28-ТУ-18869-2017;08.12.2017;5103070023;"АО ""АПАТИТ""";трубопровод жидкого аммиака (4.4.4) рег. 7122, расположенный в цехе производства мочевины – отделение 3, Азотный комплекс, АО «ФосАгро-Череповец», класс опасности – III;ТУ;3528069493;"ООО ""ЦТД""";не в полной мере;https://monitor-pb.ru/conclusion/28-%D0%A2%D0%A3-18869-2017;https://monitor-pb.ru/customer/5103070023
Апатит (ФосАгро);any;Апатит (ФосАгро);28-ЗС-19938-2017;18.12.2017;5103070023;"АО ""АПАТИТ""";внутрицеховой газопровод к.2-70 до входных задвижек на системы №3,4, рег. № б/н, эксплуатируемый на опасном производственном объекте «Сеть газопотребления АО «ФосАгро-Череповец» рег. № А28-02470-0005 (III класс опасности), Вологодская область, г. Череповец, Северное шоссе, д., 36, 75, АО «ФосАгро-Череповец»;ЗС;7814398351;"ООО ""СТРОЙТЕХЭКСПЕРТИЗА"" (ИНН 7814398351)";соответствует;https://monitor-pb.ru/conclusion/28-%D0%97%D0%A1-19938-2017;https://monitor-pb.ru/customer/5103070023
Апатит (ФосАгро);any;Апатит (ФосАгро);28-ЗС-19944-2017;18.12.2017;5103070023;"АО ""АПАТИТ""";внутрицеховой газопровод к.2-67 до входных задвижек на системы №1,2, рег. № б/н, эксплуатируемый на опасном производственном объекте «Сеть газопотребления АО «ФосАгро-Череповец» рег. № А28-02470-0005 (III класс опасности), Вологодская область, г. Череповец, Северное шоссе, д., 36, 75, АО «ФосАгро-Череповец»;ЗС;7814398351;"ООО ""СТРОЙТЕХЭКСПЕРТИЗА"" (ИНН 7814398351)";соответствует;https://monitor-pb.ru/conclusion/28-%D0%97%D0%A1-19944-2017;https://monitor-pb.ru/customer/5103070023
Апатит (ФосАгро);any;Апатит (ФосАгро);28-ТП-06742-2018;27.04.2018;5103070023;"АО ""АПАТИТ""";"«0097-2.12; 2.15; 2.39-АТХ1, АТХ2, КМ1, КМ2, ЭМ1, ЭМ2. АО «ФосАгро-Череповец». ПЭФК. Модернизация дозаторов в ЭФК1 ТС1, ТС2»";ТП;3528161629;"ООО ИЦ ""СистемЭнерго""";соответствует;https://monitor-pb.ru/conclusion/28-%D0%A2%D0%9F-06742-2018;https://monitor-pb.ru/customer/5103070023
Апатит (ФосАгро);any;Апатит (ФосАгро);28-ТУ-00992-2018;23.01.2018;5103070023;"АО ""АПАТИТ""";абсорбционная колонна поз. № К-201 (9 агр.), рег. № 01339 УСАК ПСМУ Азотный комплекс АО «ФосАгро-Череповец» Регистрационный номер ОПО А28-02470, класса опасности I;ТУ;3528069493;"ООО ""ЦТД""";соответствует;https://monitor-pb.ru/conclusion/28-%D0%A2%D0%A3-00992-2018;https://monitor-pb.ru/customer/5103070023
Апатит (ФосАгро);any;Апатит (ФосАгро);28-ТУ-01011-2018;23.01.2018;5103070023;"АО ""АПАТИТ""";абсорбционная колонна поз. № К-201 (10 агр.), рег. № 01351 УСАК ПСМУ Азотный комплекс АО «ФосАгро-Череповец» Регистрационный номер ОПО А28-02470, класса опасности I;ТУ;3528069493;"ООО ""ЦТД""";соответствует;https://monitor-pb.ru/conclusion/28-%D0%A2%D0%A3-01011-2018;https://monitor-pb.ru/customer/5103070023
Апатит (ФосАгро);any;Апатит (ФосАгро);28-ТУ-01202-2018;25.01.2018;5103070023;"АО ""АПАТИТ""";на трубопровод воды для охлаждения WC1 (WC2) рег. 7104, расположенный в цехе производства мочевины – отделение 3, Азотный комплекс, АО «ФосАгро-Череповец», класс опасности–III;ТУ;3528069493;"ООО ""ЦТД""";не в полной мере;https://monitor-pb.ru/conclusion/28-%D0%A2%D0%A3-01202-2018;https://monitor-pb.ru/customer/5103070023
Апатит (ФосАгро);any;Апатит (ФосАгро);28-ТУ-06512-2018;24.04.2018;5103070023;"АО ""АПАТИТ""";сборник поз. № 443 корпус 2.67 площадка производства минеральных удобрений – ОПО, рег. номер А28-02470-0002, (I класса опасности), АО «ФосАгро-Череповец» Фосфорный комплекс;ТУ;3528069493;"ООО ""ЦТД""";соответствует;https://monitor-pb.ru/conclusion/28-%D0%A2%D0%A3-06512-2018;https://monitor-pb.ru/customer/5103070023
Апатит (ФосАгро);any;Апатит (ФосАгро);28-ТУ-06855-2018;28.04.2018;5103070023;"АО ""АПАТИТ""";технологический трубопровод рег. № 3240 корпус 5.55 площадка производства экстракционной фосфорной кислоты – ОПО № А28-02470-0003, (I класса опасности), АО «ФосАгро-Череповец» Фосфорный комплекс;ТУ;3528069493;"ООО ""ЦТД""";соответствует;https://monitor-pb.ru/conclusion/28-%D0%A2%D0%A3-06855-2018;https://monitor-pb.ru/customer/5103070023
Апатит (ФосАгро);any;Апатит (ФосАгро);28-ТУ-18312-2017;04.12.2017;5103070023;"АО ""АПАТИТ""";маслоохладитель поз. № К-102/А, рег. № 0032 ЦПМ-2, корпус 802, Азотный комплекс АО «ФосАгро-Череповец», Регистрационный номер ОПО А28-02470, класс опасности-III;ТУ;3528069493;"ООО ""ЦТД""";соответствует;https://monitor-pb.ru/conclusion/28-%D0%A2%D0%A3-18312-2017;https://monitor-pb.ru/customer/5103070023
Апатит (ФосАгро);any;Апатит (ФосАгро);28-ТУ-18479-2017;05.12.2017;5103070023;"АО ""АПАТИТ""";на конденсатор поз. № Е-303-1, рег. № 06466ЦПМ-2, корпус 804,Азотный комплекс АО «ФосАгро-Череповец», Регистрационный номер ОПО А28-02470, класс опасности-III;ТУ;3528069493;"ООО ""ЦТД""";соответствует;https://monitor-pb.ru/conclusion/28-%D0%A2%D0%A3-18479-2017;https://monitor-pb.ru/customer/5103070023
Апатит (ФосАгро);any;Апатит (ФосАгро);28-ТУ-18506-2017;05.12.2017;5103070023;"АО ""АПАТИТ""";маслобак смазочного масла поз. № К-102/1, ЦПМ-2, корпус 802,Азотный комплекс АО «ФосАгро-Череповец», Регистрационный номер ОПО А28-02470, класс опасности-III;ТУ;3528069493;"ООО ""ЦТД""";соответствует;https://monitor-pb.ru/conclusion/28-%D0%A2%D0%A3-18506-2017;https://monitor-pb.ru/customer/5103070023
Апатит (ФосАгро);any;Апатит (ФосАгро);28-ТУ-18789-2017;07.12.2017;5103070023;"АО ""АПАТИТ""";подогреватель аммиака поз. № Е-101, рег. № 06458, ЦПМ-2, корпус 804, Азотный комплекс АО «ФосАгро-Череповец», Регистрационный номер ОПО А28-02470, класс опасности-III;ТУ;3528069493;"ООО ""ЦТД""";соответствует;https://monitor-pb.ru/conclusion/28-%D0%A2%D0%A3-18789-2017;https://monitor-pb.ru/customer/5103070023
Апатит (ФосАгро);any;Апатит (ФосАгро);28-ТУ-19948-2017;18.12.2017;5103070023;"АО ""АПАТИТ""";абсорбер поз. № 101-ЕА, рег. № 60243, цех по производству аммиака № 1, АО «ФосАгро-Череповец»-Азотный комплекс, регистрационный номер ОПО А28-02470, класс опасности-III;ТУ;3528069493;"ООО ""ЦТД""";соответствует;https://monitor-pb.ru/conclusion/28-%D0%A2%D0%A3-19948-2017;https://monitor-pb.ru/customer/5103070023
Апатит (ФосАгро);any;Апатит (ФосАгро);28-ТУ-19956-2017;18.12.2017;5103070023;"АО ""АПАТИТ""";абсорбер поз. № 101-ЕB, рег. № 60244, цех по производству аммиака № 1, АО «ФосАгро-Череповец»-Азотный комплекс, регистрационный номер ОПО А28-02470, класс опасности-III;ТУ;3528069493;"ООО ""ЦТД""";соответствует;https://monitor-pb.ru/conclusion/28-%D0%A2%D0%A3-19956-2017;https://monitor-pb.ru/customer/5103070023
Апатит (ФосАгро);any;Апатит (ФосАгро);28-ТП-06706-2018;26.04.2018;5103070023;"АО ""АПАТИТ""";«00 003-807, 00 004-855. АО «ФосАгро-Череповец».Азотный комплекс. Автоматический контроль концентрации формальдегида в воздухе рабочей зоны отделений №1, 2 в ЦПМ»;ТП;3528161629;"ООО ИЦ ""СистемЭнерго""";соответствует;https://monitor-pb.ru/conclusion/28-%D0%A2%D0%9F-06706-2018;https://monitor-pb.ru/customer/5103070023
Апатит (ФосАгро);any;Апатит (ФосАгро);28-ТП-06751-2018;27.04.2018;5103070023;"АО ""АПАТИТ""";«00 002-5.55. АО «ФосАгро-Череповец». Фосфорный комплекс. ПЭФК. Автоматический контроль концентрациигидрофторида в воздухе рабочей зоны корпус 5.55 отм. 0,000 ПЭФК»;ТП;3528161629;"ООО ИЦ ""СистемЭнерго""";соответствует;https://monitor-pb.ru/conclusion/28-%D0%A2%D0%9F-06751-2018;https://monitor-pb.ru/customer/5103070023
Апатит (ФосАгро);any;Апатит (ФосАгро);28-ТУ-04013-2018;06.03.2018;5103070023;"АО ""АПАТИТ""";конвертор поз. № 104-DA рег. № 57774 площадка производства аммиака – ОПО, зарегистрационный в Государственнои реестре за номер А28-02470-0015, (III класса опасности), АО «ФосАгро-Череповец»;ТУ;3528069493;"ООО ""ЦТД""";соответствует;https://monitor-pb.ru/conclusion/28-%D0%A2%D0%A3-04013-2018;https://monitor-pb.ru/customer/5103070023
Апатит (ФосАгро);any;Апатит (ФосАгро);28-ТУ-04014-2018;06.03.2018;5103070023;"АО ""АПАТИТ""";сепаратор поз. № 102-F рег. № 57769 площадка производства аммиака – ОПО, зарегистрационный в Государственнои реестре за номер А28-02470-0015, (III класса опасности), АО «ФосАгро-Череповец»;ТУ;3528069493;"ООО ""ЦТД""";соответствует;https://monitor-pb.ru/conclusion/28-%D0%A2%D0%A3-04014-2018;https://monitor-pb.ru/customer/5103070023
Апатит (ФосАгро);any;Апатит (ФосАгро);28-ТУ-06497-2018;24.04.2018;5103070023;"АО ""АПАТИТ""";технологический трубопровод рег. № 3702 корпус 9.02 площадка цеха фтористого аллюминия – ОПО, рег. номер А28-02470-0004, (III класса опасности), АО «ФосАгро-Череповец» Фосфорный комплекс;ТУ;3528069493;"ООО ""ЦТД""";соответствует;https://monitor-pb.ru/conclusion/28-%D0%A2%D0%A3-06497-2018;https://monitor-pb.ru/customer/5103070023
Апатит (ФосАгро);any;Апатит (ФосАгро);28-ТУ-06509-2018;24.04.2018;5103070023;"АО ""АПАТИТ""";технологический трубопровод рег. № 3456 корпус 2.67 площадка производства минеральных удобрений – ОПО, рег. номер А28-02470-0002, (I класса опасности), АО «ФосАгро-Череповец» Фосфорный комплекс;ТУ;3528069493;"ООО ""ЦТД""";соответствует;https://monitor-pb.ru/conclusion/28-%D0%A2%D0%A3-06509-2018;https://monitor-pb.ru/customer/5103070023
Апатит (ФосАгро);any;Апатит (ФосАгро);28-ТУ-18510-2017;05.12.2017;5103070023;"АО ""АПАТИТ""";на подогреватель аммиака поз. № Е-113, рег. № 06483, ЦПМ-2, корпус 804,Азотный комплекс АО «ФосАгро-Череповец», Регистрационный номер ОПО А28-02470, класс опасности-III;ТУ;3528069493;"ООО ""ЦТД""";соответствует;https://monitor-pb.ru/conclusion/28-%D0%A2%D0%A3-18510-2017;https://monitor-pb.ru/customer/5103070023
Апатит (ФосАгро);any;Апатит (ФосАгро);28-ТУ-19764-2017;15.12.2017;5103070023;"АО ""АПАТИТ""";аммиачный холодильник поз. № 181-С, рег. № 60246, цех по производству аммиака № 1, АО «ФосАгро-Череповец» - Азотный комплекс, регистрационный номер ОПО А28-02470, класс опасности-III;ТУ;3528069493;"ООО ""ЦТД""";соответствует;https://monitor-pb.ru/conclusion/28-%D0%A2%D0%A3-19764-2017;https://monitor-pb.ru/customer/5103070023
Апатит (ФосАгро);any;Апатит (ФосАгро);28-ТУ-19915-2017;18.12.2017;5103070023;"АО ""АПАТИТ""";баллон поз. № P-GE101-F3A, рег. № 1341, цех по производству аммиака № 1, АО «ФосАгро-Череповец» - Азотный комплекс, регистрационный номер ОПО А28-02470, класс опасности-III;ТУ;3528069493;"ООО ""ЦТД""";соответствует;https://monitor-pb.ru/conclusion/28-%D0%A2%D0%A3-19915-2017;https://monitor-pb.ru/customer/5103070023
Апатит (ФосАгро);any;Апатит (ФосАгро);28-ТУ-19930-2017;18.12.2017;5103070023;"АО ""АПАТИТ""";баллон поз. № P-GE101-F3В, рег. № 1342, цех по производству аммиака № 1, АО «ФосАгро-Череповец» - Азотный комплекс, регистрационный номер ОПО А28-02470, класс опасности-III;ТУ;3528069493;"ООО ""ЦТД""";соответствует;https://monitor-pb.ru/conclusion/28-%D0%A2%D0%A3-19930-2017;https://monitor-pb.ru/customer/5103070023
Апатит (ФосАгро);any;Апатит (ФосАгро);28-ТП-07567-2018;16.05.2018;5103070023;"АО ""АПАТИТ""";"документация на техническое перевооружение «Модернизация трубопровода перегретого пара от СК-600/3 до ТЭЦ», шифр рабочей документации: 00545-12.13;8.04 АО ""ФосАгро-Череповец""";ТП;3525119210;"АНО ""ПРОМЫШЛЕННАЯ БЕЗОПАСНОСТЬ""";соответствует;https://monitor-pb.ru/conclusion/28-%D0%A2%D0%9F-07567-2018;https://monitor-pb.ru/customer/5103070023
Апатит (ФосАгро);any;Апатит (ФосАгро);28-ТП-21369-2018;17.12.2018;5103070023;"АО ""АПАТИТ""";«АО «ФосАгро-Череповец». АМ-2. Замена существующей запорной арматуры перед клапанами LV-3.2 и LV-3.2-1 на новую с большими габаритными размерами»;ТП;3525119210;"АНО ""ПРОМЫШЛЕННАЯ БЕЗОПАСНОСТЬ""";соответствует;https://monitor-pb.ru/conclusion/28-%D0%A2%D0%9F-21369-2018;https://monitor-pb.ru/customer/5103070023
Апатит (ФосАгро);any;Апатит (ФосАгро);28-ТУ-01742-2018;02.02.2018;5103070023;"АО ""АПАТИТ""";на холодильник поз. № Т-1/1, рег. № 06781, СКП, технологической системы СК-714 Фосфорный комплекс АО «ФосАгро-Череповец», Регистрационный номер ОПО А28-02470, класс опасности-I;ТУ;3528069493;"ООО ""ЦТД""";соответствует;https://monitor-pb.ru/conclusion/28-%D0%A2%D0%A3-01742-2018;https://monitor-pb.ru/customer/5103070023
Апатит (ФосАгро);any;Апатит (ФосАгро);28-ТУ-01785-2018;02.02.2018;5103070023;"АО ""АПАТИТ""";на холодильник поз. № Т-1/2, рег. № 06778, СКП, технологической системы СК-714 Фосфорный комплекс АО «ФосАгро-Череповец», Регистрационный номер ОПО А28-02470, класс опасности-I;ТУ;3528069493;"ООО ""ЦТД""";соответствует;https://monitor-pb.ru/conclusion/28-%D0%A2%D0%A3-01785-2018;https://monitor-pb.ru/customer/5103070023
Апатит (ФосАгро);any;Апатит (ФосАгро);28-ТУ-03981-2018;05.03.2018;5103070023;"АО ""АПАТИТ""";на холодильник поз. № Т-4/1, рег. № 06780, СКП, технологической системы СК-714 Фосфорный комплекс АО «ФосАгро-Череповец», Регистрационный номер ОПО А28-02470, класс опасности-I;ТУ;3528069493;"ООО ""ЦТД""";соответствует;https://monitor-pb.ru/conclusion/28-%D0%A2%D0%A3-03981-2018;https://monitor-pb.ru/customer/5103070023
Апатит (ФосАгро);any;Апатит (ФосАгро);28-ТУ-03982-2018;05.03.2018;5103070023;"АО ""АПАТИТ""";на холодильник поз. № Т-3/1, рег. № 06774, СКП, технологической системы СК-714 Фосфорный комплекс АО «ФосАгро-Череповец», Регистрационный номер ОПО А28-02470, класс опасности-I;ТУ;3528069493;"ООО ""ЦТД""";соответствует;https://monitor-pb.ru/conclusion/28-%D0%A2%D0%A3-03982-2018;https://monitor-pb.ru/customer/5103070023
Апатит (ФосАгро);any;Апатит (ФосАгро);28-ТУ-03998-2018;06.03.2018;5103070023;"АО ""АПАТИТ""";на холодильник поз. № Т-5/2, рег. № 06777, СКП, технологической системы СК-714 Фосфорный комплекс АО «ФосАгро-Череповец», Регистрационный номер ОПО А28-02470, класс опасности-I;ТУ;3528069493;"ООО ""ЦТД""";соответствует;https://monitor-pb.ru/conclusion/28-%D0%A2%D0%A3-03998-2018;https://monitor-pb.ru/customer/5103070023
Апатит (ФосАгро);any;Апатит (ФосАгро);28-ТУ-04000-2018;06.03.2018;5103070023;"АО ""АПАТИТ""";на холодильник поз. № Т-4/2, рег. № 06775, СКП, технологической системы СК-714 Фосфорный комплекс АО «ФосАгро-Череповец», Регистрационный номер ОПО А28-02470, класс опасности-I;ТУ;3528069493;"ООО ""ЦТД""";соответствует;https://monitor-pb.ru/conclusion/28-%D0%A2%D0%A3-04000-2018;https://monitor-pb.ru/customer/5103070023
Апатит (ФосАгро);any;Апатит (ФосАгро);28-ТУ-04010-2018;06.03.2018;5103070023;"АО ""АПАТИТ""";на холодильник поз. № Т-3/2, рег. № 06779, СКП, технологической системы СК-714 Фосфорный комплекс АО «ФосАгро-Череповец», Регистрационный номер ОПО А28-02470, класс опасности-I;ТУ;3528069493;"ООО ""ЦТД""";соответствует;https://monitor-pb.ru/conclusion/28-%D0%A2%D0%A3-04010-2018;https://monitor-pb.ru/customer/5103070023
Апатит (ФосАгро);any;Апатит (ФосАгро);28-ТУ-18809-2017;07.12.2017;5103070023;"АО ""АПАТИТ""";трубопровод раствора карбамида л. 02-7.9.4-80К рег. 7129, расположенный в цехе производства мочевины – отделение 3, Азотный комплекс, АО «ФосАгро-Череповец», класс опасности – III;ТУ;3528069493;"ООО ""ЦТД""";не в полной мере;https://monitor-pb.ru/conclusion/28-%D0%A2%D0%A3-18809-2017;https://monitor-pb.ru/customer/5103070023
Апатит (ФосАгро);any;Апатит (ФосАгро);28-ЗС-04927-2018;26.03.2018;5103070023;"АО ""АПАТИТ""";резервуар газового конденсата поз.502, применяемое на опасном производственном объекте «Площадка цеха пароводогазоснабжения, азотный комплекс» (рег. № А28-02470-0020, III класс опасности), АО «ФосАгро-Череповец»;ЗС;7814398351;"ООО ""СТРОЙТЕХЭКСПЕРТИЗА"" (ИНН 7814398351)";соответствует;https://monitor-pb.ru/conclusion/28-%D0%97%D0%A1-04927-2018;https://monitor-pb.ru/customer/5103070023
Апатит (ФосАгро);any;Апатит (ФосАгро);28-ТП-06733-2018;27.04.2018;5103070023;"АО ""АПАТИТ""";"«00 001-9.02. АО «ФосАгро-Череповец». Фосфорный комплекс. ЦФА. Автоматический контроль концентрациигидрофторида в воздухе рабочей зоны корпус 9.02 отм. 0,00; +22,50 ЦФА»";ТП;3528161629;"ООО ИЦ ""СистемЭнерго""";соответствует;https://monitor-pb.ru/conclusion/28-%D0%A2%D0%9F-06733-2018;https://monitor-pb.ru/customer/5103070023
Апатит (ФосАгро);any;Апатит (ФосАгро);28-ТУ-00999-2018;23.01.2018;5103070023;"АО ""АПАТИТ""";хранилище серной кислоты поз. Е-7, рег. № 670, СКП. Склад кислоты, корпус 5.29 Фосфорный комплекс АО «ФосАгро-Череповец», Регистрационный номер ОПО А28-02470, класса опасности I;ТУ;3528069493;"ООО ""ЦТД""";соответствует;https://monitor-pb.ru/conclusion/28-%D0%A2%D0%A3-00999-2018;https://monitor-pb.ru/customer/5103070023
