inn;name;name_obzvon;division;segment;okved;okved_all;region;address;egrul_status;director;revenue_rub;revenue_h;priority_max;priority_total;equipment;site;activity;is_competitor;verified;best_email;contacts;contacts_n;phones;signals_n;hotness_max;news_event;news_what;news_url;stages;in_obzvon;in_sender;sent_n;sent_last;sajt_iz_obzvona;telefony_iz_obzvona;pochty_iz_obzvona;region_iz_obzvona;direktor_iz_obzvona;domen;otkuda_dobavleno;telefony_s_sajta;pochty_s_sajta;lyudi_s_sajta;sajt_proveren;sajt_obhoda;chuzhoy_sajt_kontakty;domen_dobrannyy;otkuda_domen;telefon_iz_whatsapp
5020090989;;"ПК ""ВОДОКАНАЛ""";;;;36.00|43.22|37.00|36.00.1|36.00.2|42.21;;Московская область, г. о. Клин, г. Клин, тер. Ленинградское Шоссе, 88-Й километр, стр. 4Б, этаж 1, ком. 132Б;Действующая организация;Гадецкий Юрий Алексеевич;0.0;;4;22;Промышленные компрессоры от 200 000 ₽ | Генераторы кислорода | МКС — мобильные компрессорные станции | МКС — модульные или блочно-компрессорные станции;;;;;;;;;;;;;;;1;;;;;+7 905 707-27-17;1@88km.ru;Московская область;Гадецкий Юрий Алексеевич;;выгрузка обзвона: телефон, почта, регион;;;;;;;88km.ru;почта;
2628063655;;"ООО ""ВОДА ГОР""";;;;36.00|68.32|42.21|37.00|39.00|68.20;;357700, Ставропольский край, г. о. город-курорт Кисловодск, п. Левоберезовский, 7-й Березовый проезд, зд. 1, стр. 2;Действующая компания;;0.0;;4;22;Промышленные компрессоры от 200 000 ₽ | Генераторы кислорода | МКС — мобильные компрессорные станции | МКС — модульные или блочно-компрессорные станции;;;;;;;;;;;;;;;1;;;;;;gusein.25@yandex.ru;Ставропольский край;;;выгрузка обзвона: почта, регион;;;;;;;;;
3652905960;;"МКП ""БОБРОВСКИЙ ВОДОКАНАЛ""";;;;36.00|37.00|71.12.6|42.21|96.09;;397700, Воронежская область, м. р-н Бобровский, г. п. город Бобров, г. Бобров, ул. Авдеева, д. 21А;Действующая компания;Муравлев Александр Александрович;0.0;;4;22;Промышленные компрессоры от 200 000 ₽ | Генераторы кислорода | МКС — мобильные компрессорные станции | МКС — модульные или блочно-компрессорные станции;;;;;;;;;;;;;;;1;;;;;+7 473 504-14-06 | +7 473 504-03-30 | +7 473 504-08-84;lko-2016@yandex.ru | vodokanal75@yandex.ru | vodokanal75@mail.ru;Воронежская область;Муравлев Александр Александрович;;выгрузка обзвона: телефон, почта, регион;;;;;;;;;
2014046746;;"ООО ""ВОДОКАНАЛ Г. ГРОЗНОГО""";;;;36.00|71.12|42.22.1|37.00|42.21|43.22;;366020, Чеченская Республика, г. о. город Грозный, г. Грозный, р-н Ахматовский, ул. А. А. Айдамирова, зд. 287;Действующая компания;Гезихаджиев Арсан Асланович;0.0;;4;22;Промышленные компрессоры от 200 000 ₽ | Генераторы кислорода | МКС — мобильные компрессорные станции | МКС — модульные или блочно-компрессорные станции;;;;;;;;;;;;;;;1;;;;;;;Чеченская Республика;Гезихаджиев Арсан Асланович;;выгрузка обзвона: регион;;;;;;;;;
6445036387;;"МАУ ""ВОДОСНАБЖЕНИЕ""";;;;36.00|36.00.2|42.21|37.00;;413752, Саратовская область, м. р-н Перелюбский, с. п. Смородинское, с. Смородинка, ул. Новая, д. 16;Действующая организация;Авакян Гаяне Сергеевна;0.0;;4;22;Промышленные компрессоры от 200 000 ₽ | Генераторы кислорода | МКС — мобильные компрессорные станции | МКС — модульные или блочно-компрессорные станции;;;;;;;;;;;;;;;1;;;;;;;Саратовская область;Авакян Гаяне Сергеевна;;выгрузка обзвона: регион;;;;;;;;;
9718289628;;"ООО ""МОСОБЛВОДА""";;;;36.00|37.00|42.21;;107564, г. Москва, вн. тер. г. муниципальный округ Богородское, ул. Краснобогатырская, д. 38, стр. 2, помещ. 5М;Действующая компания;;0.0;;4;22;Промышленные компрессоры от 200 000 ₽ | Генераторы кислорода | МКС — мобильные компрессорные станции | МКС — модульные или блочно-компрессорные станции;;;;;;;;;;;;;;;1;;;;;;;Москва;;;выгрузка обзвона: регион;;;;;;;;;
9718289593;;"ООО ""МОСОБЛВОДА""";;;;36.00|37.00|42.21;;107076, г. Москва, вн. тер. г. муниципальный округ Сокольники, ул. Короленко, д. 5А, помещ. 7А;Действующая компания;;0.0;;4;22;Промышленные компрессоры от 200 000 ₽ | Генераторы кислорода | МКС — мобильные компрессорные станции | МКС — модульные или блочно-компрессорные станции;;;;;;;;;;;;;;;1;;;;;;;Москва;;;выгрузка обзвона: регион;;;;;;;;;
2530008023;;"ООО ""ВОДОКАНАЛ""";;;;36.00|35.30|41.20|43.11|43.12.3|43.21|43.22|43.29|43.99|68.32|82.99;;692684, Приморский край, Ханкайский район, с. Камень-Рыболов, ул. Кирпичная, д. 2;Действующая компания;;0.0;;4;21;Промышленные компрессоры от 200 000 ₽ | Генераторы кислорода | МКС — мобильные компрессорные станции | МКС — модульные или блочно-компрессорные станции;;;;;;;;;;;;;;;1;;;;http://reformagkh.ru;+7 902 075-80-59 | +7 423 499-82-47;vodokanal-hanka@mail.ru;Приморский край;;reformagkh.ru;выгрузка обзвона: сайт, телефон, почта, регион;;;;mismatch;reformagkh.ru;+7 800 700-72-14;;;
0267017076;;"ООО ""ВОДОКАНАЛ""";;;;36.00|16.23|26.51|33.14|33.20|37.00|43.2|43.3|45.20|46.7|46.90|47.1|49.4|52.2|52.29|64.1|68.32|71.12.5|71.20|77.3|77.32|95.2;;453838, Республика Башкортостан, г. Сибай, ул. Белова, зд. 11;;Жидков Денис Иванович;0.0;;5;20;Промышленные компрессоры от 200 000 ₽ | Генераторы азота | Генераторы кислорода | МКС — мобильные компрессорные станции;;;;;;;;;;;;;;;1;;;;;;;Республика Башкортостан;Жидков Денис Иванович;;выгрузка обзвона: регион;;;;;;;;;
0100001657;;"ПК ""ДРУЖБА"" САДОВОДЧЕСКОГО НЕКОММЕРЧЕСКОГО ТОВАРИЩЕСТВА ""ДРУЖБА"" ПО СТРОИТЕЛЬСТВУ УЛИЧНОГО ГАЗОПРОВОДА ВЫСОКОГО И НИЗКОГО ДАВЛЕНИЯ";;;;42.21|43.99|68.32.1;;385000, Республика Адыгея (Адыгея), г. о. город Майкоп, г. Майкоп, ул. Пушкина, двлд. 238, кв. 2;Действующая организация;;0.0;;4;20;Промышленные компрессоры от 200 000 ₽ | МКС — мобильные компрессорные станции | МКС — модульные или блочно-компрессорные станции;;;;;;;;;;;;;;;1;;;;;;;Республика Адыгея (адыгея);;;выгрузка обзвона: регион;;;;;;;;;
0100007063;;"ПК ""ВОДОЛЕЙ"" ПО СТРОИТЕЛЬСТВУ УЛИЧНОГО ВОДОПРОВОДА СНТ ""ДРУЖБА""";;;;42.21|43.99|68.32.1;;385008, Республика Адыгея (Адыгея), г. о. город Майкоп, г. Майкоп, тер. снт. Дружба, ул. Речная, д. 60;Действующая организация;;0.0;;4;20;Промышленные компрессоры от 200 000 ₽ | МКС — мобильные компрессорные станции | МКС — модульные или блочно-компрессорные станции;;;;;;;;;;;;;;;1;;;;;;;Республика Адыгея (адыгея);;;выгрузка обзвона: регион;;;;;;;;;
0700029407;;"МУП ""ВОДОСНАБЖЕНИЕ С.П.АНЗОРЕЙ""";;;;36.00|42.21|43.29;;361350, Кабардино-Балкарская Республика, м. р-н Лескенский, с. п. Анзорей, с. Анзорей, ул. Шинахова, д. 118;Действующая компания;Макоев Мартин Хасанбиевич;0.0;;4;18;Промышленные компрессоры от 200 000 ₽ | Генераторы кислорода | МКС — мобильные компрессорные станции | МКС — модульные или блочно-компрессорные станции;;;;;;;;;;;;;;;1;;;;;+7 906 484-27-93;;Кабардино-Балкарская Республика;Макоев Мартин Хасанбиевич;;выгрузка обзвона: телефон, регион;;;;;;;;;
5521009587;;"ООО ""МОСКАЛЕНСКИЙ ВОДОКАНАЛ""";;;;36.00|41.20|42.22.1|42.21|42.22.2;;386001, Республика Ингушетия, г. о. город Магас, г. Магас, ул. Д. Мальсагова, д. 50, кв. 27;Действующая компания;Дахкильгов Рустам Магомедович;0.0;;4;18;Промышленные компрессоры от 200 000 ₽ | Генераторы кислорода | МКС — мобильные компрессорные станции | МКС — модульные или блочно-компрессорные станции;;;;;;;;;;;;;;;1;;;;;+7 913 140-83-11 | +7 381 264-88-72;moskal.ekater@mail.ru;Республика Ингушетия;Дахкильгов Рустам Магомедович;;выгрузка обзвона: телефон, почта, регион;;;;;;;;;
5834063092;;"ООО ""ИЛЬИНСКАЯ ВОДА""";;;;36.00|02.10|16.10|16.24|42.99|43.12.3|43.21|43.22|43.29|43.39|43.99|46.73|46.73.2|68.32|81.21|81.22|81.29|81.29.2;;442448, Пензенская область, м. р-н Шемышейский, с. п. Стародемкинский Сельсовет, с. Старое Демкино, ул. Полевая, стр. 7Б;Действующая компания;;0.0;0 руб.;4;18;Промышленные компрессоры от 200 000 ₽ | Генераторы кислорода | МКС — мобильные компрессорные станции;;;;;;;;;;;;;;;1;;;;http://professional-penza.ru;+7 841 225-57-88 | +7 903 323-25-27 | +73472001116 | +78412255788;il.voda58@mail.ru | info@professional-penza.ru;Пензенская область;;professional-penza.ru;выгрузка обзвона: сайт, телефон, почта, регион;;;;mismatch;professional-penza.ru;+7 (8412) 25-57-88 | +7 (347) 200-11-16;;;
2466181388;;"ООО ""ВОДОКАНАЛТРАНЗИТ""";;;;36.00|41.20|43.11|43.12|43.21|43.22|43.29|43.31|43.32|43.33|43.34|43.39|43.99;;660125, Красноярский край, г. Красноярск, ул. Урванцева, д. 26, кв. 42;Действующая компания;;0.0;0 руб.;4;18;Промышленные компрессоры от 200 000 ₽ | Генераторы кислорода | МКС — мобильные компрессорные станции;;;;;;;;;;;;;;;1;;;;;;;Красноярский край;;;выгрузка обзвона: регион;;;;;;;;;
5321203925;;"ООО ""ВОДОКАНАЛ РЕГИОНСПЕЦСЕРВИС""";;;;36.00|47.99|43.22|42.21|42.99|47.59.9;;173008, Новгородская область, г. о. Великий Новгород, г. Великий Новгород, ул. Большая Санкт-Петербургская, д. 97/2, помещ. 2;Действующая компания;;0.0;;4;18;Промышленные компрессоры от 200 000 ₽ | Генераторы кислорода | МКС — мобильные компрессорные станции | МКС — модульные или блочно-компрессорные станции;;;;;;;;;;;;;;;1;;;;;;;Новгородская область;;;выгрузка обзвона: регион;;;;;;;;;
5300003996;;"ООО ""ВОДОКАНАЛ СТРОЙИНВЕСТСЕРВИС""";;;;36.00|42.21|42.99|13.92|47.59|47.99|43.22;;173009, Новгородская область, г. о. Великий Новгород, г. Великий Новгород, ул. Волотовская, д. 10, офис 1;Действующая компания;;0.0;;4;18;Промышленные компрессоры от 200 000 ₽ | Генераторы кислорода | МКС — мобильные компрессорные станции | МКС — модульные или блочно-компрессорные станции;;;;;;;;;;;;;;;1;;;;;+7 908 295-88-11;;Новгородская область;;;выгрузка обзвона: телефон, регион;;;;;;;;;
4704116305;;"ПОТРЕБИТЕЛЬСКИЙ КООПЕРАТИВ ПО ВОДОСНАБЖЕНИЮ ""ФИНСКИЙ БРИЗ ВОДА""";;;;36.00|82.11|81.29.2|42.21|81.22|81.29.9;;188828, Ленинградская область, м. р-н Выборгский, с. п. Полянское, п. Пески, ул. Парадная, д. 4;Действующая организация;;0.0;;4;18;Промышленные компрессоры от 200 000 ₽ | Генераторы кислорода | МКС — мобильные компрессорные станции | МКС — модульные или блочно-компрессорные станции;;;;;;;;;;;;;;;1;;;;;+7 965 096-06-66;finskiybrizvoda@mail.ru;Ленинградская область;;;выгрузка обзвона: телефон, почта, регион;;;;;;;;;
3528219300;;"ООО ""АКВАСЕРВИС""";;;;37.00|36.00.2|41.20|36.00.1|43.22|43.91|43.29|42.91;;162602, Вологодская область, г. о. город Череповец, г. Череповец, пр-кт Советский, д. 51, офис 3;Действующая компания;Одинцов Эдуард Вадимович;0.0;0 руб.;4;18;Промышленные компрессоры от 200 000 ₽ | Генераторы кислорода | МКС — мобильные компрессорные станции;;;;;;;;;;;;;;;1;;;;;+7 921 723-47-07;asfera35@yandex.ru | buxcentr@mail.ru;Вологодская область;Одинцов Эдуард Вадимович;;выгрузка обзвона: телефон, почта, регион;;;;;;;;;
6633027392;;"ООО ""ТАЛВОДОКАНАЛ""";;;;37.00|42.21|49.41|43.22|71.20.1;;623640, Свердловская область, Талицкий район, г. Талица, ул. Заводская, д. 13;Действующая компания;Микуша Сергей Яковлевич;0.0;0 руб.;4;18;Промышленные компрессоры от 200 000 ₽ | Генераторы азота | Генераторы кислорода | МКС — мобильные компрессорные станции | МКС — модульные или блочно-компрессорные станции;;;;;;;;;;;;;;;1;;;;;+7 922 144-98-71;oootalvodokanal@mail.ru;Свердловская область;Микуша Сергей Яковлевич;;выгрузка обзвона: телефон, почта, регион;;;;;;;;;
5202012350;;"ООО ""РАЙВОДОКАНАЛСЕРВИС""";;;;36.00|45.20|43.12.3|71.1|71.12.5|41.20|43.11|71.20|37.00|71.12.6;;607247, Нижегородская область, г. Арзамас, рп. Выездное, ул. Пушкарка, д. 93А;Действующая компания;;0.0;;4;16;Промышленные компрессоры от 200 000 ₽ | Генераторы азота | Генераторы кислорода;;;;;;;;;;;;;;;1;;;;;+7 831 475-16-61 | +7 831 475-00-92 | +7 920 077-48-96;rv.abonent@yandex.ru | ooo_rs@mail.ru | support@infored.ru;Нижегородская область;;;выгрузка обзвона: телефон, почта, регион;;;;;;;infored.ru;почта;
0529000178;;"ООО ""ВОДОКАНАЛ ""ЧИСТАЯ ВОДА""";;;;36.00|36.00.2|37.00|36.00.1|43.12.2|43.22|43.12.3|43.12.1;;368772, Республика Дагестан, Сулейман-Стальский район, с. Алкадар, ул. Гасанэфенди Алкадарского, д. 6;Действующая компания;Габибов Нурмет Агадулаевич;0.0;;4;14;Промышленные компрессоры от 200 000 ₽ | Генераторы кислорода;;;;;;;;;;;;;;;1;;;;;;;Республика Дагестан;Габибов Нурмет Агадулаевич;;выгрузка обзвона: регион;;;;;;;;;
4634009762;;"ООО ""ВОДОКАНАЛ""П.ИМ.К.ЛИБКНЕХТА";;;;36.00|43.91|43.2|43.99|49.41.2|36.00.2|41.20|81.29.9|16.23|68.32.1;;307240, Курская область, Курчатовский район, рп. Им. Карла Либкнехта, ул. Коммунальная, зд. 1;Действующая компания;Павлов Юрий Григорьевич;0.0;0 руб.;4;14;Промышленные компрессоры от 200 000 ₽ | Генераторы кислорода | МКС — мобильные компрессорные станции;;;;;;;;;;;;;;;1;;;;;+7 471 319-13-37 | +7 471 319-13-39 | +7 471 319-11-05;gkx.pavlov@yandex.ru | gkx.povlov@yandex.ru;Курская область;Павлов Юрий Григорьевич;;выгрузка обзвона: телефон, почта, регион;;;;;;;;;
7840093116;;"АНО ""ТВОЯ ВОДА""";;;;36.00|43.99|46.69|28.29|62.01|63.11|47.91.2;;191186, г. Санкт-Петербург, ул. Большая Морская, д. 19, литер А, кабинет 1 а;Действующая организация;Зонтова Вероника Александровна;0.0;;4;14;Промышленные компрессоры от 200 000 ₽ | Генераторы кислорода | МКС — мобильные компрессорные станции;;;;;;;;;;;;;;;1;;;;;;;Санкт-Петербург;Зонтова Вероника Александровна;;выгрузка обзвона: регион;;;;;;;;;
7309904300;;"МУП ""ЖИВАЯ ВОДА""";;;;36.00|38.2|38.1|43.11|43.12.3|02.20|16.23|96.03|02.10|52.29;;433231, Ульяновская область, Карсунский район, с. Вальдиватское, ул. Новая, стр. 2;Действующая компания;Данилин Юрий Николаевич;0.0;0 руб.;4;13;Промышленные компрессоры от 200 000 ₽ | Генераторы кислорода | МКС — мобильные компрессорные станции;;;;;;;;;;;;;;;1;;;;;+7 842 469-43-19 | +7 842 469-51-83 | +7 842 469-51-25;mup.zhivayavoda@mail.ru | mup.zhivajavoda@mail.ru | svetlana.yanina.1979@mail.ru;Ульяновская область;Данилин Юрий Николаевич;;выгрузка обзвона: телефон, почта, регион;;;;;;;;;
5702011563;;"ООО ""АКВАСЕРВИС""";;;;36.00|35.30|68.32.1|37.00;;303844, Орловская область, Ливенский район, с. Коротыш, ул. Заводская, д. 18;Действующая компания;Коломыцев Олег Вячеславович;0.0;0 руб.;4;13;Промышленные компрессоры от 200 000 ₽ | Генераторы кислорода | МКС — модульные или блочно-компрессорные станции;;;;;;;;;;;;;;;1;;;;;+7 953 624-60-51 | +7 486 772-10-74;akvaservis_ooo@mail.ru;Орловская область;Коломыцев Олег Вячеславович;;выгрузка обзвона: телефон, почта, регион;;;;;;;;;
6449104060;;"ООО ""ВОДОКАНАЛ-М ПЛЮС""";;;;36.00|35.30|36.00.2|36.00.1|37.00;;413093, Саратовская область, м. р-н Марксовский, г. п. город Маркс, г. Маркс, пр-кт Ленина, д. 101А;Действующая компания;Торин Игорь Александрович;0.0;0 руб.;4;13;Промышленные компрессоры от 200 000 ₽ | Генераторы кислорода | МКС — модульные или блочно-компрессорные станции;;;;;;;;;;;;;;;1;;;;;;;Саратовская область;Торин Игорь Александрович;;выгрузка обзвона: регион;;;;;;;;;
5501291039;;"МУП ""ТЕПЛОВОДОКАНАЛ""";;;;36.00|43.22|36.00.2|35.30.1|36.00.1|37.00;;646350, Омская область, м. о. Колосовский Район, с. Колосовка, ул. Кирова, д. 109Б;Действующая компания;Сорокин Алексей Александрович;0.0;;4;13;Промышленные компрессоры от 200 000 ₽ | Генераторы кислорода | МКС — модульные или блочно-компрессорные станции;;;;;;;;;;;;;;;1;;;;;+7 381 602-17-68;economykomitet@kls.omskportal.ru | mup_vodokanal0819@mail.ru | mup_teplovoda@mail.ru;Омская область;Сорокин Алексей Александрович;;выгрузка обзвона: телефон, почта, регион;;;;;;;kls.omskportal.ru;почта;
6200020252;;"МКП ""СТАРОЖИЛОВО-ВОДОКАНАЛ""";;;;36.00|35.30.1|37.00;;391170, Рязанская область, м. о. Старожиловский, рп. Старожилово, ул. Головнина, д. 6;Действующая компания;Стрекалов Виталий Михайлович;0.0;;4;13;Промышленные компрессоры от 200 000 ₽ | Генераторы кислорода | МКС — модульные или блочно-компрессорные станции;;;;;;;;;;;;;;;1;;;;;+7 491 512-25-68 | +7 491 512-94-17 | +7 491 512-21-54;mup.zkx@mail.ru | mkpgkh23@yandex.ru;Рязанская область;Стрекалов Виталий Михайлович;;выгрузка обзвона: телефон, почта, регион;;;;;;;;;
2801076485;;"ООО ""СМУ ЗАВОДА ЖБИ-12""";;;;43.12|41.2|41.20|43.11|43.12.3|43.3|43.31|43.33|43.34.1|43.34.2|43.39|43.91|43.99|43.99.1|43.99.7;;675029, Амурская область, г. Благовещенск, ул. Мухина, д. 110;Действующая компания;Канцуров Василий Александрович;0.0;;4;12;Промышленные компрессоры от 200 000 ₽ | МКС — мобильные компрессорные станции;;;;;;;;;;;;;;;1;;;;;+7 416 235-25-21;;Амурская область;Канцуров Василий Александрович;;выгрузка обзвона: телефон, регион;;;;;;;;;
6101032916;;"ПОТРЕБИТЕЛЬСКИЙ КООПЕРАТИВ ""УЛ.БУДЕННОГО"" ПО СТРОИТЕЛЬСТВУ ГАЗОПРОВОДА УЛ.БУДЕННОГО СЕЛА ГОЛОВАТОВКА АЗОВСКОГО РАЙОНА";;;;42.21|42.22.2;;346771, Ростовская область, Азовский район, с. Головатовка, ул. Буденного;Действующая организация;;0.0;;4;12;Промышленные компрессоры от 200 000 ₽ | МКС — мобильные компрессорные станции | МКС — модульные или блочно-компрессорные станции;;;;;;;;;;;;;;;1;;;;;;;Ростовская область;;;выгрузка обзвона: регион;;;;;;;;;
6150063280;;"НПК ""ПИТЬЕВАЯ ВОДА""";;;;42.21|42.22.2|42.22.1;;346400, Ростовская область, г. Новочеркасск, ул. Комитетская, д. 23;Действующая организация;;0.0;;4;12;Промышленные компрессоры от 200 000 ₽ | МКС — мобильные компрессорные станции | МКС — модульные или блочно-компрессорные станции;;;;;;;;;;;;;;;1;;;;;+7 928 612-50-51 | +7 919 885-18-38;;Ростовская область;;;выгрузка обзвона: телефон, регион;;;;;;;;;
4500011030;;"ООО ""ВОДОКАНАЛСТРОЙСЕРВИС""";;;;42.21|71.12;;640016, Курганская область, г. о. город Курган, г. Курган, тер. Увал Поселок, ул. Миронова, д. 32;Действующая компания;;0.0;;4;12;Промышленные компрессоры от 200 000 ₽ | МКС — мобильные компрессорные станции | МКС — модульные или блочно-компрессорные станции;;;;;;;;;;;;;;;1;;;;;;;Курганская область;;;выгрузка обзвона: регион;;;;;;;;;
1800047070;;"ООО ""ИЖ-ВОДА""";;;;42.21|43.29;;Удмуртская Республика, м. о. Завьяловский Район, с. Первомайский, ул. Строителя Николая Шишкина, д. 8/1, кв. 318;Действующая компания;;0.0;;4;12;Промышленные компрессоры от 200 000 ₽ | МКС — мобильные компрессорные станции | МКС — модульные или блочно-компрессорные станции;;;;;;;;;;;;;;;1;;;;;;;Удмуртская Республика;;;выгрузка обзвона: регион;;;;;;;;;
0900009246;;"АО ""ЕДИНЫЙ ОПЕРАТОР ПО ВОДОСНАБЖЕНИЮ И ВОДООТВЕДЕНИЮ КЧР""";;;;36.00|37.00;;369004, Карачаево-Черкесская Республика, г. о. Черкесский, г. Черкесск, ул. Кавказская, д. 19, каб. 1;;;0.0;0 руб.;4;10;Промышленные компрессоры от 200 000 ₽ | Генераторы кислорода;;;;;;;;;;;;;;;1;;;;;;;Карачаево-Черкесская Республика;;;выгрузка обзвона: регион;;;;;;;;;
0700015884;;"МУП ""ЛЕСКЕНСКИЙ ВОДОКАНАЛ"" ЛЕСКЕНСКОГО МУНИЦИПАЛЬНОГО РАЙОНА";;;;36.00|36.00.1|37.00|36.00.2;;361350, Кабардино-Балкарская Республика, м. р-н Лескенский, с. п. Анзорей, с. Анзорей, ул. Шинахова, д. 118;Действующая компания;Барсоков Амурбек Залимханович;0.0;;4;10;Промышленные компрессоры от 200 000 ₽ | Генераторы кислорода;;;;;;;;;;;;;;;1;;;;;;;Кабардино-Балкарская Республика;Барсоков Амурбек Залимханович;;выгрузка обзвона: регион;;;;;;;;;
6214007276;;"ООО ""РЯЖСКИЙ ВОДОКАНАЛ""";;;;36.0|36.00.2|37.0;;391964, Рязанская область, Ряжский район, г. Ряжск, пл. Советская, д. 14;Действующая компания;Михайлин Вячеслав Викторович;0.0;0 руб.;3;3;Промышленные компрессоры от 200 000 ₽;;;;;;;;;;;;;;;1;;;;;+7 491 323-08-25 | +7 491 322-22-59 | +7 491 322-23-53 | +7 491 322-61-82 | +7 491 322-14-44;vodokanai@mail.ru | vodokanal.rya@yandex.ru | vodoranal.rya@yandex.ru | vodokanal.rea@yandex.ru | rokgs@stat.ryazan.ru;Рязанская область;Михайлин Вячеслав Викторович;;выгрузка обзвона: телефон, почта, регион;;;;;;;stat.ryazan.ru;почта;
5820004989;;"СОПК ""ЖИВАЯ ВОДА""";;;;36.00|37.00|81.29.9;;442564, Пензенская область, Лопатинский район, с. Даниловка, ул. Молодежная, двлд. 11;Действующая организация;;0.0;0 руб.;4;10;Промышленные компрессоры от 200 000 ₽ | Генераторы кислорода;;;;;;;;;;;;;;;1;;;;;+7 841 482-22-34;;Пензенская область;;;выгрузка обзвона: телефон, регион;;;;;;;;;
2901297015;;"ООО ""ВОДОКАНАЛ ХОЛМОГОРЫ""";;;;36.00|37.00;;163060, Архангельская область, г. Архангельск, ул. Урицкого, д. 70, офис 5;Действующая компания;;0.0;0 руб.;4;10;Промышленные компрессоры от 200 000 ₽ | Генераторы кислорода;;;;;;;;;;;;;;;1;;;;;+7 953 261-91-00;;Архангельская область;;;выгрузка обзвона: телефон, регион;;;;;;;;;
5904373044;;"ООО ""ЭКО ВОДА""";;;;36.00|71.12.45|46.34.1|71.12.53|71.20.6|36.00.2|46.34|74.90.5|36.00.1|72.19;;614090, Пермский край, г. Пермь, ул. Лодыгина, д. 5Г, офис 20;Действующая компания;;0.0;0 руб.;3;10;Промышленные компрессоры от 200 000 ₽ | Генераторы азота | Генераторы кислорода;;;;;;;;;;;;;;;1;;;;https://vk.com/id644662214 | https://t.me/ekovoda59 | https://wa.me/+79223250016;+7 912 787-45-10;ekovoda@list.ru;Пермский край;;;выгрузка обзвона: сайт, телефон, почта, регион;;;;;;;;;+79223250016
3435143899;;"ПО ""ВОДОПРОВОД-МИЧУРИНЕЦ""";;;;36.00|38.22|38.12|37.00|38.11|38.21;;404110, Волгоградская область, г. о. город Волжский, г. Волжский, пр-кт им. Ленина, д. 52, офис 221;Действующая организация;;0.0;;4;10;Промышленные компрессоры от 200 000 ₽ | Генераторы кислорода;;;;;;;;;;;;;;;1;;;;;+7 905 339-62-01;;Волгоградская область;;;выгрузка обзвона: телефон, регион;;;;;;;;;
5700001640;;"ООО ""ВОДОКАНАЛ ХОТЫНЕЦ""";;;;36.00|36.00.2|37.00;;303930, Орловская область, м. р-н Хотынецкий, г. п. Хотынец, пгт Хотынец, ул. им. Сергея Поматилова, д. 30, помещ. 1;Действующая компания;Шахина Нина Васильевна;0.0;;4;10;Промышленные компрессоры от 200 000 ₽ | Генераторы кислорода;;;;;;;;;;;;;;;1;;;;;;znamgkh@yandex.ru;Орловская область;Шахина Нина Васильевна;;выгрузка обзвона: почта, регион;;;;;;;;;
2201011091;;"МУП ""ГОРВОДОКАНАЛ"" Г. АЛЕЙСКА";;;;36.00|37.00;;658133, Алтайский край, г. о. город Алейск, г. Алейск, ул. Советская, д. 7А, помещ. 1;Действующая компания;Черных Ольга Леонидовна;0.0;;4;10;Промышленные компрессоры от 200 000 ₽ | Генераторы кислорода;;;;;;;;;;;;;;;1;;;;;+7 960 956-74-20;mupgvk25@yandex.ru | nvv88@yandex.ru;Алтайский край;Черных Ольга Леонидовна;;выгрузка обзвона: телефон, почта, регион;;;;;;;;;
5246060898;;"ООО ""ВОДА НИЖНЕГО НОВГОРОДА""";;;;36.00|37.00|84.11;;606440, Нижегородская область, м. о. город Бор, г. Бор, Стеклозаводское шоссе, д. 1;Действующая компания;;0.0;0 руб.;4;10;Промышленные компрессоры от 200 000 ₽ | Генераторы кислорода;;;;;;;;;;;;;;;1;;;;;+7 962 246-16-54 | +7 910 724-27-43 | +7 903 672-88-25;dgnazarov@rosvv.ru;Нижегородская область;;;выгрузка обзвона: телефон, почта, регион;;;;;;;rosvv.ru;почта;
2452051325;;"МУП ""ГОРВОДОКАНАЛ""";;;;36.00|37.00;;662970, Красноярский край, г. о. Зато город Железногорск, г. Железногорск, ул. Восточная, д. 12;Действующая компания;Манаков Александр Сергеевич;0.0;;4;10;Промышленные компрессоры от 200 000 ₽ | Генераторы кислорода;;;;;;;;;;;;;;;1;;;;;;zaxarova@adm.k26.ru;Красноярский край;Манаков Александр Сергеевич;;выгрузка обзвона: почта, регион;;;;;;;adm.k26.ru;почта;
2502084174;;"МУП ""АРСВОДОКАНАЛ"" АГО";;;;36.00|36.00.2|49.41|37.00;;692337, Приморский край, г. о. Арсеньевский, г. Арсеньев, ул. Таежная, д. 1;Действующая компания;Фролов Александр Юрьевич;0.0;;4;10;Промышленные компрессоры от 200 000 ₽ | Генераторы кислорода;;;;;;;;;;;;;;;1;;;;;+7 902 077-29-93 | +7 984 141-27-31;tolstunov70@mail.ru;Приморский край;Фролов Александр Юрьевич;;выгрузка обзвона: телефон, почта, регион;;;;;;;;;
2511136076;;"МКП ""КИРОВСКИЙ ВОДОКАНАЛ""";;;;36.00|37.00;;692091, Приморский край, м. о. Кировский, пгт Кировский, ул. Колхозная, д. 57;Действующая компания;Акишин Анатолий Николаевич;0.0;;4;10;Промышленные компрессоры от 200 000 ₽ | Генераторы кислорода;;;;;;;;;;;;;;;1;;;;;;mupvodservis@yandex.ru;Приморский край;Акишин Анатолий Николаевич;;выгрузка обзвона: почта, регион;;;;;;;;;
