inn;name;name_obzvon;division;segment;okved;okved_all;region;address;egrul_status;director;revenue_rub;revenue_h;priority_max;priority_total;equipment;site;activity;is_competitor;verified;best_email;contacts;contacts_n;phones;signals_n;hotness_max;news_event;news_what;news_url;stages;in_obzvon;in_sender;sent_n;sent_last
5431209045;;"ООО ""ВОДОКАНАЛ""";;;;36.0|43.22|43.12.3|47.5|47.9|42.21|42.22.2|95.2|37.00|49.4;;633564, Новосибирская область, Маслянинский район, рп. Маслянино, ул. Пролетарская, д. 22;Действующая компания;Клячин Владислав Николаевич;18700000.0;18,7 млн руб.;4;8;Генераторы кислорода | Промышленные компрессоры от 200 000 ₽;;;;;;;;;;;;;;;1;;;
1016043682;;"ООО ""ВОДОКАНАЛ""";;;;36.00|35.30|37.00|55.1|55.90|68.10.1|68.20|68.31.1|68.31.2|68.31.3|68.31.4|68.32|81.30|96.04;;186870, Республика Карелия, м. о. Суоярвский, г. Суоярви, ул. Мира, зд. 14А, помещ. 1;Действующая компания;Корчагин Сергей Александрович;18400000.0;18,4 млн руб.;4;13;Промышленные компрессоры от 200 000 ₽ | Генераторы кислорода | МКС — модульные или блочно-компрессорные станции;;;;;;;;;;;;;;;1;;;
6330084909;;"ООО ""ПРОИЗВОДСТВЕННАЯ КОМПАНИЯ ""ВОДА ЧЕМПИОНОВ""";;;;11.07|46.34.1|52.21.1|47.11|52.29;;443528, Самарская область, м. р-н Волжский, г. п. Смышляевка, пгт Стройкерамика, ул. Школьная, д. 10;Действующая компания;Мазмишвили Натэлла Важевна;18400000.0;18,4 млн руб.;4;14;Рентген-детекторы и рентген-инспекционные системы | МКС — мобильные компрессорные станции;;;;;;;;;;;;;;;1;;;
3662163450;;"ООО ""ВОДОКАНАЛ ПОДГОРНОЕ 1""";;;;36.0|01.1|01.2|01.4|01.6|02.1|37.0|41.20|42.21|42.91|42.99|43.11|43.12|43.21|43.22|43.29|46.2|46.3|46.4|46.7|46.9|47.1|47.2|47.5|47.73|47.74|47.75|59.1|60.10|60.20|86|93.2;;394075, Воронежская область, г. Воронеж, ул. Дачный Поселок, д. 3/1;Действующая компания;Акулова Ирина Юрьевна;18300000.0;18,3 млн руб.;4;8;Промышленные компрессоры от 200 000 ₽;;;;;;;;;;;;;;;1;;;
6234163611;;"ООО ""АКВАСЕРВИС""";;;;43.99|22.21|22.22|22.23|22.29|41.20|42.91.2|43.21|43.22|43.31|43.32|43.33|43.34|43.91|46.90|47.78.9;;390023, Рязанская область, г. о. город Рязань, г. Рязань, ул. Горького, д. 22, помещ. Н2 офис 1;Действующая компания;Коновалов Алексей Юрьевич;18300000.0;18,3 млн руб.;4;8;Промышленные компрессоры от 200 000 ₽ | МКС — мобильные компрессорные станции;;;;;;;;;;;;;;;1;;;
2924005702;;"МУП ""ЧИСТАЯ ВОДА""";;;;37.00|36.00.1|42.11|42.99|52.21.29|81.29.2|81.30|96.03|96.04|02.10|02.20|02.40|16.10|16.23|36.00|38.11|38.12|38.21|38.22.9|39.00|42.13|42.21|42.22.2|43.11|43.12|43.21|43.22|43.31|43.32|43.33|43.34|43.91|43.99|47.78.4|47.99|49.41|49.42|52.21.2|52.24|52.29|68.20|68.32.1|81.10|81.21|81.22|81.29|82.11|96.01;;165160, Архангельская область, Шенкурский район, г. Шенкурск, ул. Кудрявцева, д. 38, кабинет 19;Действующая компания;Истомин Николай Владимирович;17600000.0;17,6 млн руб.;4;41;Промышленные компрессоры от 200 000 ₽ | Генераторы кислорода | МКС — мобильные компрессорные станции | МКС — модульные или блочно-компрессорные станции;;;;;;;;;;;;;;;1;;;
3517803842;;"ООО ""ВОДОКАНАЛ-ТАРНОГА""";;;;36.00|37.00|41.2|43.12|43.2|43.99|46.6|46.9|47.5|82.99|96.03;;161560, Вологодская область, Тарногский район, с. Тарногский Городок, ул. Пионерская, д. 1;Действующая компания;Ступников Алексей Павлович;17600000.0;17,6 млн руб.;4;22;Промышленные компрессоры от 200 000 ₽ | Генераторы кислорода | МКС — мобильные компрессорные станции;;;;;;;;;;;;;;;1;;;
3439008668;;"ООО ""ВОДООТВЕДЕНИЕ""";;;;37.00|01.11.2|01.13.1|01.19|01.19.1|01.29|01.41|01.47|01.49|01.61|01.62|23.6|23.61|36.00.2|42.99|43.12.3|43.22|43.29|43.39|56.10|56.10.1|56.10.3|71.12|96.09;;403540, Волгоградская область, г. о. город Фролово, г. Фролово, ул. Ленина, двлд. 58, ком. 18, 19, 20, 21, 25;Действующая компания;Будаев Андрей Иванович;17600000.0;17,6 млн руб.;4;22;Промышленные компрессоры от 200 000 ₽ | Фотосепараторы | Генераторы кислорода;;;;;;;;;;;;;;;1;;;
3300015966;;"ООО ""ВОДОКАНАЛ СЕРВИС""";;;;36.00|37.00|39.00|41.10|41.20|42.21|42.91|43.11|43.12|43.13|43.21|43.22|43.29|43.31|43.32|43.33|43.34|43.39|43.99;;601144, Владимирская область, м. о. Петушинский, г. Петушки, ул. Ленина, д. 11, помещ. 9;Действующая компания;Усманов Ринат Махмудович;17500000.0;17,5 млн руб.;4;34;Промышленные компрессоры от 200 000 ₽ | Генераторы кислорода | МКС — мобильные компрессорные станции | МКС — модульные или блочно-компрессорные станции;;;;;;;;;;;;;;;1;;;
0107021564;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЖИЛКОМСЕРВИС""";"ООО ""ЖИЛКОМСЕРВИС""";kc;;37.0;37.0|36.0|36.00.1|37.00|38.1|38.2|42.21|42.22.1|42.22.2|43.22|81.29.9;;385112, Республика Адыгея (Адыгея), Тахтамукайский район, аул Старобжегокай, ул. Ленина, д. 35/1;Действующая компания;Мамий Адгем Байзетович;17400000.0;17,4 млн руб.;4;11;Генераторы кислорода | Промышленные компрессоры от 200 000 ₽;;;0;;;;;;;;;;;checko;1;;;
5823901120;;"ООО ""ОЧИСТНЫЕ СООРУЖЕНИЯ""";;;;37.00;;442370, Пензенская область, м. р-н Мокшанский, г. п. Рабочий поселок Мокшан, рп. Мокшан, ул. Садовая, д. 26;Действующая компания;Соболев Василий Васильевич;17400000.0;17,4 млн руб.;4;4;Генераторы кислорода;;;;;;;;;;;;;;;1;;;
1624018025;;"ООО ""ЖИВАЯ ВОДА""";;;;11.07|27.52|27.90|33.12|33.14|33.20|36.00|46.34.1|46.43.1|46.44.1|46.49|46.90|47.43|47.54|52.29|62.09|63.11.1|70.22|73.20|74.30|82.92|95.22.1;;422616, Республика Татарстан, Лаишевский район, с. Усады, ул. Дорожная, д. 67, офис 1;Действующая компания;Казаков Роман Ильдарович;16900000.0;16,9 млн руб.;4;20;Промышленные компрессоры от 200 000 ₽ | Рентген-детекторы и рентген-инспекционные системы | Генераторы кислорода | МКС — мобильные компрессорные станции;;;;;;;;;;;;;;;1;;;
3808288184;;"ООО ""ВОДА ОЛЬХОНА""";;;;36.00|08.11|08.12|35.30.5|38.11|41.20|42.21|42.99|46.71|49.41|49.42|78.10;;664009, Иркутская область, г. о. город Иркутск, г. Иркутск, ул. Андреева, д. 41А;Действующая компания;Батуев Аркадий Валерьевич;16700000.0;16,7 млн руб.;4;29;Промышленные компрессоры от 200 000 ₽ | Генераторы кислорода | МКС — мобильные компрессорные станции | МКС — модульные или блочно-компрессорные станции;;;;;;;;;;;;;;;1;;;
6450052264;;"ООО ""КУМЫСНАЯ ВОДА""";;;;42.21|43.13|46.1|46.17.21|46.34|46.90|47.25.2|47.9|49.41.2|52.10|52.10.9|52.21.2;;410002, Саратовская область, г. Саратов, ул. им. Лермонтова М. Ю., д. 22;Действующая компания;Морозов Алексей Владимирович;16400000.0;16,4 млн руб.;4;23;Промышленные компрессоры от 200 000 ₽ | Фотосепараторы | МКС — мобильные компрессорные станции | МКС — модульные или блочно-компрессорные станции;;;;;;;;;;;;;;;1;;;
6671276262;;"ООО ""ВОДОКАНАЛЭКСПЕРТ""";;;;37.00|38.11|38.12|39.00|49.41.1|49.41.3|52.10|52.21|52.24|52.29|68.10|70.22|77.11|77.32|77.39|81.29.9|82.99;;620146, Свердловская область, г. о. город Екатеринбург, г. Екатеринбург, ул. Громова, д. 30, кв. 305;Действующая компания;Савватеев Александр Викторович;16300000.0;16,3 млн руб.;5;16;Промышленные компрессоры от 200 000 ₽ | Фотосепараторы | Генераторы кислорода | МКС — мобильные компрессорные станции;;;;;;;;;;;;;;;1;;;
2460090230;;"ООО ""ВОДА АКВА""";;;;11.07|46.34|47.25;;660058, Красноярский край, г. Красноярск, ул. Ломоносова, зд. 24, стр. 2;Действующая компания;;16100000.0;16,1 млн руб.;4;11;Рентген-детекторы и рентген-инспекционные системы;;;;;;;;;;;;;;;1;;;
4501222700;;"ООО ""ЧИСТАЯ ВОДА""";;;;42.21|36.00|36.00.2|37.00|41.10|41.20|42.11|42.22|42.22.1|42.22.2|42.91|42.91.2|42.91.3|42.91.4|42.91.5|42.99|43.11|43.12|43.12.1|43.12.2|43.12.3|43.21|43.22|43.29|43.31|43.32|43.32.2|43.32.3|43.33|43.34|43.39|43.91|43.99.1|43.99.2|43.99.3|43.99.4|43.99.5|43.99.6|43.99.7|43.99.9|46.73.3|46.73.6|46.74.2|47.52.2|68.10|68.10.1|69.10|71.11.1|71.12.1;;640027, Курганская область, г. о. город Курган, г. Курган, ул. Бурова-Петрова, стр. 99С, помещ. 1;Действующая компания;Сапелкин Константин Владимирович;16000000.0;16 млн руб.;4;38;Промышленные компрессоры от 200 000 ₽ | Генераторы кислорода | МКС — мобильные компрессорные станции | МКС — модульные или блочно-компрессорные станции;;;;;;;;;;;;;;;1;;;
5531008303;;"ООО ""РУСВОДОКАНАЛ""";;;;36.00|35.30|37.00|41.20|43.21|43.22|43.29|43.99.1|49.4|68.20|68.31.1|68.31.2|68.31.3|68.31.4|77.31|96.09;;646780, Омская область, Русско-Полянский район, рп. Русская Поляна, ул. Северная, д. 78;Действующая компания;Антонян Артак Гургенович;15800000.0;15,8 млн руб.;5;26;Промышленные компрессоры от 200 000 ₽ | Генераторы кислорода | МКС — мобильные компрессорные станции | МКС — модульные или блочно-компрессорные станции;;;;;;;;;;;;;;;1;;;
2535004287;;"ООО ""ВОДОКАНАЛ - СЕРВИС""";;;;36.00|08.1|16.23|33.12|36.00.2|37.0|41.2|43.11|43.12|43.12.1|43.12.3|43.13|43.2|43.3|46.12.22|46.13|47.1|47.19|47.52|47.79|47.9|52.10|52.29|68.3|77.3;;692361, Приморский край, Яковлевский район, с. Яковлевка, ул. Советская, д. 64;Действующая компания;;15700000.0;15,7 млн руб.;5;34;Промышленные компрессоры от 200 000 ₽ | Фотосепараторы | Генераторы кислорода | МКС — мобильные компрессорные станции;;;;;;;;;;;;;;;1;;;
3816034338;;"ООО ""ВОДООТВЕДЕНИЕ""";;;;37.00|47.19|43.99|47.30.2|49.41|42.22|43.12.3|77.12|42.21|68.20;;665386, Иркутская область, г. о. Зиминский, г. Зима, ул. Бугровая, д. 47;Действующая компания;Каменский Сергей Владимирович;15500000.0;15,5 млн руб.;4;28;Промышленные компрессоры от 200 000 ₽ | Генераторы кислорода | МКС — мобильные компрессорные станции | МКС — модульные или блочно-компрессорные станции;;;;;;;;;;;;;;;1;;;
4816025416;;"ООО ""АКВАСЕРВИС""";;;;42.21|03.22|16.10|16.23|33.12|41.20|42.11|43.12|43.21|43.22|43.29|43.31|43.32|43.39|43.99|45.20|45.20.3|45.31|45.32|47.11|47.25|47.52.79|47.78|47.91.2|47.99|49.41|52.24|55.10|55.20|56.21|56.29|68.10.23|69.20.2|70.22|81.30|93.21|93.29|96.04;;399200, Липецкая область, м. о. Задонский, г. Задонск, ул. Степанищева, д. 21;Действующая компания;;15400000.0;15,4 млн руб.;4;34;Промышленные компрессоры от 200 000 ₽ | Генераторы кислорода | МКС — мобильные компрессорные станции | МКС — модульные или блочно-компрессорные станции;;;;;;;;;;;;;;;1;;;
6661060264;;"ООО ""ПИТЬЕВАЯ ВОДА""";;;;11.07|10.89|10.89.1|10.89.5|10.89.6|10.89.7|10.89.8|10.89.9|36.00|46.34.1|46.38.29|46.43.1|46.49.5|47.25.2|47.54|47.9|47.99;;620144, Свердловская область, г. Екатеринбург, ул. Фурманова, д. 123, кв. 189;Действующая компания;Мороков Андрей Владимирович;15400000.0;15,4 млн руб.;5;32;Промышленные компрессоры от 200 000 ₽ | Рентген-детекторы и рентген-инспекционные системы | Генераторы азота | Генераторы кислорода;;;;;;;;;;;;;;;1;;;
5009136260;;"ООО ""ЯГОДАВОДА""";;;;11.07|46.34.1|46.17.21|46.38.29|46.90|10.86.7|11.07.2|47.25.2|10.32|47.11;;142007, Московская область, г. о. Домодедово, г. Домодедово, мкр. Авиационный, ул. Ильюшина, д. 2;Действующая компания;;14400000.0;14,4 млн руб.;5;33;Фотосепараторы | Рентген-детекторы и рентген-инспекционные системы | Генераторы азота;;;;;;;;;;;;;;;1;;;
7100060373;;"МКП АРСЕНЬЕВСКОГО РАЙОНА ""ВОДОКАНАЛ""";;;;36.00|36.00.1|37.00|36.00.2;;301510, Тульская область, м. р-н Арсеньевский, г. п. Рабочий поселок Арсеньево, рп. Арсеньево, ул. Папанина, д. 4;Действующая компания;;14000000.0;14 млн руб.;4;10;Промышленные компрессоры от 200 000 ₽ | Генераторы кислорода;;;;;;;;;;;;;;;1;;;
5009123422;;"ООО ""ВОДА-НАРОДУ""";;;;42.21|28.12|28.13|33.11|33.14|33.19|36.00|42.99|43.12|43.13|43.22|43.99|45.20|45.31|46.49.4|46.52.2|46.61.2|46.63|46.69|46.73.1|46.73.2|46.73.6|46.73.8|46.74|46.90|47.52|71.11|71.12.45|81.30;;142004, Московская область, г. Домодедово, ул. Корнеева (Центральный мкр.), д. 27, этаж 2, комната 13;Действующая компания;Нездатный Евгений Олегович;12800000.0;12,8 млн руб.;4;30;Промышленные компрессоры от 200 000 ₽ | Генераторы кислорода | МКС — мобильные компрессорные станции | МКС — модульные или блочно-компрессорные станции;;;;;;;;;;;;;;;1;;;
4252007604;;"ООО ""ШЕРЕГЕШСКАЯ ВОДА""";;;;36.00|22.22|46.34|11.07|46.49|47.9|47.25|46.38;;652971, Кемеровская область - Кузбасс, Таштагольский район, пгт Шерегеш, ул. Вокзальная, д. 1, корп. а;Действующая компания;;12600000.0;12,6 млн руб.;4;17;Промышленные компрессоры от 200 000 ₽ | Рентген-детекторы и рентген-инспекционные системы | Генераторы кислорода;;;;;;;;;;;;;;;1;;;
2102421361;;"ООО ""ТЕПЛОВОДОКАНАЛ""";;;;42.21|16.10|16.10.9|35.13|35.30.1|35.30.2|35.30.4|35.30.5|36.00.1|36.00.2|37.00|38.1|38.2|41.20|42.22.2|43.11|43.12.3|43.22|43.31|43.32|43.33|43.34.1|43.99.6|81.29.9|96.04;;429250, Чувашская Республика - Чувашия, Аликовский район, с. Аликово, ул. Гагарина, д. 24;Действующая компания;Никифоров Александр Николаевич;11900000.0;11,9 млн руб.;4;41;Промышленные компрессоры от 200 000 ₽ | Генераторы кислорода | МКС — мобильные компрессорные станции | МКС — модульные или блочно-компрессорные станции;;;;;;;;;;;;;;;1;;;
0268058854;;"ООО ПКФ ""ЭЛЕМЕНТЫ ТРУБОПРОВОДА""";;;;25.62|25.93.1|25.9|25.94|25.99|25.11|25.61|47.9|25.1|28.14;;453102, Республика Башкортостан, г. Стерлитамак, ул. Павлова, зд. 10;Действующая компания;Набикаев Булат Эдуардович;11800000.0;11,8 млн руб.;5;35;Промышленные компрессоры от 200 000 ₽ | Генераторы азота;;;;;;;;;;;;;;;1;;;
0241004555;;"ООО ""СТЕРЛИБАШЕВОВОДОКАНАЛ""";;;;36.00|36.00.1|36.00.2|37.00|42.21|43.99.9|52.21|52.21.2|80.20|82.99|84.25.1;;453180, Республика Башкортостан, Стерлибашевский район, с. Стерлибашево, ул. Комсомольская, д. 13;Действующая компания;Зиганшин Тимур Рахимович;11700000.0;11,7 млн руб.;4;35;Промышленные компрессоры от 200 000 ₽ | Генераторы кислорода | МКС — мобильные компрессорные станции | МКС — модульные или блочно-компрессорные станции;;;;;;;;;;;;;;;1;;;
7455043949;;"ООО ""ДОБРАЯ ВОДА""";;;;11.07|47.99|47.25|10.86.7|46.34|47.91;;455021, Челябинская область, г. о. Магнитогорский, г. Магнитогорск, пр-кт Ленина, д. 156А, офис 12 этаж 1;Действующая компания;Миронов Виталий Александрович;11400000.0;11,4 млн руб.;5;26;Рентген-детекторы и рентген-инспекционные системы | Генераторы азота;;;;;;;;;;;;;;;1;;;
3721005610;;"ООО ""ЖИВАЯ ВОДА""";;;;11.07|36.00.1|46.34.1|36.00.2|82.92;;153025, Ивановская область, г. о. Иваново, г. Иваново, ул. Войкова, д. 22, кв. 42;Действующая компания;Корчагин Артемий Николаевич;10500000.0;10,5 млн руб.;4;17;Промышленные компрессоры от 200 000 ₽ | Рентген-детекторы и рентген-инспекционные системы | Генераторы кислорода;;;;;;;;;;;;;;;1;;;
6671357419;;"ООО ""АКВАСЕРВИС""";;;;42.21|41.20|42.11|42.91|42.99|43.12|43.13|43.2|43.3|43.91|43.99|43.99.3|47.52.7|71.12.3|71.12.4;;620144, Свердловская область, г. Екатеринбург, ул. 8 Марта, д. 194, кв. 30;Действующая компания;;10400000.0;10,4 млн руб.;4;28;Промышленные компрессоры от 200 000 ₽ | МКС — мобильные компрессорные станции | МКС — модульные или блочно-компрессорные станции;;;;;;;;;;;;;;;1;;;
5260344852;;"ООО ""ВОДОКАНАЛПРОЕКТ""";;;;42.21|33.12|36.0|37.0|42.22.2|42.99|43.2|43.22|43.29|47.52.5|49.41|71.1|71.11.1|71.20|82.99;;603159, Нижегородская область, г. о. город Нижний Новгород, г. Нижний Новгород, ул. Пролетарская, д. 12, кв. 33;Действующая компания;;10300000.0;10,3 млн руб.;4;24;Промышленные компрессоры от 200 000 ₽ | Генераторы азота | Генераторы кислорода | МКС — мобильные компрессорные станции | МКС — модульные или блочно-компрессорные станции;;;;;;;;;;;;;;;1;;;
4327005678;;"ООО ""ВОДОКАНАЛ-САНЧУРСК""";;;;36.00|35.30|35.30.4|37.00|41.20|42.11|42.21|42.99|43.11|43.12.3|43.21|43.22|43.29|43.31|43.32|43.33|43.34|43.39|43.91|43.99|43.99.1|45.20|45.20.1|45.20.2|45.20.3|45.32|46.72|49.20.9|49.31|49.32|49.41|49.42|52.29|68.20|68.32|77.11|81.29;;612370, Кировская область, м. о. Санчурский, пгт Санчурск, ул. Свердлова, д. 13, помещ. 11;Действующая компания;;10000000.0;10 млн руб.;4;44;Промышленные компрессоры от 200 000 ₽ | Генераторы кислорода | МКС — мобильные компрессорные станции | МКС — модульные или блочно-компрессорные станции;;;;;;;;;;;;;;;1;;;
6725033332;;"МУП ""ВОДОКАНАЛ""";;;;36.00|35.30.5|37.00|38.11|43.11|43.12.3|43.22|43.29|49.20.9|68.20|68.32.1|81.10|81.29.1|81.29.9|96.09;;216450, Смоленская область, Починковский район, г. Починок, ул. Твардовского, зд. 10А;;Щедров Александр Николаевич;10000000.0;10 млн руб.;4;17;Промышленные компрессоры от 200 000 ₽ | Генераторы кислорода | МКС — модульные или блочно-компрессорные станции;;;;;;;;;;;;;;;1;;;
2706030480;;"ООО ""РМС ВОДОКАНАЛ""";;;;25.61|25.12|25.62|25.72|25.73|25.93|25.93.1|25.94|25.99.29|28.14|28.15.2|28.24|33.12|38.32.3|38.32.4|45.20;;682644, Хабаровский край, г. Амурск, пр-кт Комсомольский, д. 28А;Действующая компания;;10000000.0;10 млн руб.;5;42;Промышленные компрессоры от 200 000 ₽ | Фотосепараторы | Генераторы азота;;;;;;;;;;;;;;;1;;;
0212006460;;"ООО ""БИЖБУЛЯКВОДОКАНАЛСЕРВИС""";;;;36.00|02.20|16.10|25.9|37.00|42.22.2|42.99|43.2|47.52.5|71.12|77.39.11|82.99;;452040, Республика Башкортостан, Бижбулякский район, с. Бижбуляк, ул. Центральная, д. 31;Действующая компания;Михайлов Андрей Валериевич;9900000.0;9,9 млн руб.;5;42;Промышленные компрессоры от 200 000 ₽ | Генераторы азота | Генераторы кислорода | МКС — мобильные компрессорные станции | МКС — модульные или блочно-компрессорные станции;;;;;;;;;;;;;;;1;;;
4310004203;;"ООО ""КИЛЬМЕЗЬВОДОКАНАЛ""";;;;36.00|43.12.3|42.21|43.22|47.52.5|37.00|41.20|81.29.2|35.30|49.41;;613570, Кировская область, Кильмезский район, пгт Кильмезь, ул. Зеленая, д. 17Г;Действующая компания;Владимиров Андрей Николаевич;9900000.0;9,9 млн руб.;4;29;Промышленные компрессоры от 200 000 ₽ | Генераторы кислорода | МКС — мобильные компрессорные станции | МКС — модульные или блочно-компрессорные станции;;;;;;;;;;;;;;;1;;;
2723173023;;"ООО ""СВОЯ ВОДА""";;;;42.21|47.21|47.2|47.25|47.73|43.99.3|47.1|47.75|43.22|47.74;;680006, Хабаровский край, г. Хабаровск, ул. Иртышская, д. 15, кв. 89;Действующая компания;Бабков Михаил Владимирович;9800000.0;9,8 млн руб.;4;20;Промышленные компрессоры от 200 000 ₽ | МКС — мобильные компрессорные станции | МКС — модульные или блочно-компрессорные станции;;;;;;;;;;;;;;;1;;;
2827010619;;"ООО ""ОКТЯБРЬСКИЙ ВОДОКАНАЛ""";;;;36.00|37.00;;676885, Амурская область, м. р-н Октябрьский, с. п. Варваровский Сельсовет, с. Варваровка, ул. Молодежная, д. 11, офис 13;Действующая компания;;9800000.0;9,8 млн руб.;4;10;Промышленные компрессоры от 200 000 ₽ | Генераторы кислорода;;;;;;;;;;;;;;;1;;;
3317011550;;"ООО ""ВОДА СТАРОДУБСКАЯ""";;;;11.07|10.86.7|18.12|18.13|20.20|41.2|43.3|45.2|46.34.1|47.25.2|47.59|49.4|73.1|82.99|95.22;;601952, Владимирская область, Ковровский район, с. Клязьминский Городок, ул. Клязьминская Пмк, д. 7В;Действующая компания;Мохов Вадим Анатольевич;9800000.0;9,8 млн руб.;5;26;Рентген-детекторы и рентген-инспекционные системы | Генераторы азота;;;;;;;;;;;;;;;1;;;
3257067612;;"ООО ""Я-ВОДА""";;;;11.07|46.34.1|47.19|10.86.7|49.41.2|77.29.2|52.10.9|47.25.2;;214558, Смоленская область, м. о. Смоленский, д. Кореневщина, ул. Ветеранов, д. 20А;Действующая компания;;9700000.0;9,7 млн руб.;5;30;Фотосепараторы | Рентген-детекторы и рентген-инспекционные системы | Генераторы азота;;;;;;;;;;;;;;;1;;;
4501188537;;"ООО ""ВОДОПРОВОДСТРОЙ""";;;;42.21|02.10|02.20|02.40|16.10|16.10.9|16.21|16.23|16.24|16.29.1|16.29.2|31.01|31.02|41.20|42.22.1|42.22.2|43.11|43.12.3|43.21|43.22|43.29|43.31|43.32|43.33|43.34|43.39|43.91|43.99|43.99.1|45.20|46.19|46.90|47.79|49.4|52.29|55.10|56.29|64.19|64.92|64.99|68.20|69.20|73.20|79.11|82.99;;640027, Курганская область, г. Курган, ул. Омская, стр. 148;Действующая компания;Андрюшенко Александр Александррович;9600000.0;9,6 млн руб.;4;27;Промышленные компрессоры от 200 000 ₽ | МКС — мобильные компрессорные станции | МКС — модульные или блочно-компрессорные станции;;;;;;;;;;;;;;;1;;;
7811600266;;"ООО ""ВОДА""";;;;42.21|41.20|42.11|42.91|42.99|43.12.3|43.13|43.29|43.31|43.32|43.33|43.34|43.39|43.91|43.99|43.99.1|43.99.3|46.73|46.90|47.9|47.99|71.1|71.12.5|71.12.6;;196006, г. Санкт-Петербург, вн. тер. г. муниципальный округ Московская Застава, ул. Коли Томчака, д. 28, литера Ц, офис 615, помещ. 1-Н;Действующая компания;;9400000.0;9,4 млн руб.;4;28;Промышленные компрессоры от 200 000 ₽ | МКС — мобильные компрессорные станции | МКС — модульные или блочно-компрессорные станции;;;;;;;;;;;;;;;1;;;
5402569678;;"ООО СЦ ""ЧИСТАЯ ВОДА""";;;;42.21|35.11.1|35.30.4|35.30.5|42.22.1|42.22.2|42.91|43.21|43.22|43.29|43.99.1|46.90;;630049, Новосибирская область, г. о. город Новосибирск, г. Новосибирск, ул. Дуси Ковальчук, д. 185;Действующая компания;Курбатский Петр Михайлович;9300000.0;9,3 млн руб.;4;27;Промышленные компрессоры от 200 000 ₽ | МКС — мобильные компрессорные станции | МКС — модульные или блочно-компрессорные станции;;;;;;;;;;;;;;;1;;;
4504010051;;"ООО ""АКВАСЕРВИС""";;;;36.00|35.30.14|35.30.2|35.30.3|35.30.4|35.30.5|37.00|41.20|43.21|43.22|43.29|43.31|43.32|43.33|43.34|43.39|43.91|43.99|47.52|49.4;;641360, Курганская область, м. о. Белозерский, с. Белозерское, ул. Советская, д. 30;Действующая компания;Косенков Юрий Иванович;9100000.0;9,1 млн руб.;4;21;Промышленные компрессоры от 200 000 ₽ | Генераторы кислорода | МКС — мобильные компрессорные станции | МКС — модульные или блочно-компрессорные станции;;;;;;;;;;;;;;;1;;;
4335004011;;"ООО ""ФАЛЕНСКИЙ ВОДОКАНАЛ""";;;;36.00|42.21|68.32.1|42.22.2|68.32.2;;612500, Кировская область, Фаленский район, пгт Фаленки, ул. Коминтерна, д. 11Б, кв. 1;Действующая компания;;9100000.0;9,1 млн руб.;4;18;Промышленные компрессоры от 200 000 ₽ | Генераторы кислорода | МКС — мобильные компрессорные станции | МКС — модульные или блочно-компрессорные станции;;;;;;;;;;;;;;;1;;;
1841057014;;"ООО ""ВОДОКАНАЛ-СЕРВИС""";;;;42.21|43.12.3|43.21|43.22|43.29|43.99|68.32.1|68.32.2|78.10|81.21|81.22|81.30;;427000, Удмуртская Республика, м. о. Завьяловский Район, с. Завьялово, ул. Чкалова, д. 22, помещ. 5;Действующая компания;Васильев Николай Федорович;8900000.0;8,9 млн руб.;4;24;Промышленные компрессоры от 200 000 ₽ | МКС — мобильные компрессорные станции | МКС — модульные или блочно-компрессорные станции;;;;;;;;;;;;;;;1;;;
4406008449;;"ООО ""ВОДОКАНАЛ ГОРОД НЕЯ""";;;;36.00|25.21|28.21|33.12|33.14|35.12.1|35.13|35.30|37.00|38.11|42.11|42.21|42.99|43.11|43.12|43.12.3|43.21|43.22|43.29|43.39|49.20.9|49.41|68.20|68.32|68.32.1|68.32.2|78.10|81.29;;157330, Костромская область, Нейский район, г. Нея, ул. Любимова, д. 4;;;8800000.0;8,8 млн руб.;4;44;Промышленные компрессоры от 200 000 ₽ | Генераторы кислорода | МКС — мобильные компрессорные станции | МКС — модульные или блочно-компрессорные станции;;;;;;;;;;;;;;;1;;;
2536294892;;"ООО ""ЖИВАЯ ВОДА""";;;;11.07|11.07.2|36.00|11.07.1|46.34.1|47.25.2|36.00.1;;690014, Приморский край, г. Владивосток, ул. Крылова, д. 10;Действующая компания;;8700000.0;8,7 млн руб.;4;17;Промышленные компрессоры от 200 000 ₽ | Рентген-детекторы и рентген-инспекционные системы | Генераторы кислорода;;;;;;;;;;;;;;;1;;;
0400015918;;"ООО ""ЖИВАЯ ВОДА""";;;;11.07|11.07.2|22.22|22.29|36.00|45.20.3|46.34.1|46.49|46.90|47.19|47.25.2|47.29|47.78.9|47.89|47.99|47.99.1|52.10|52.29|53.20.31|56.10|56.10.2|56.10.24|95.22|96.01;;Республика Алтай, м. р-н Майминский, с. п. Майминское, с. Майма, ул. Нагорная, зд. 6Б;Действующая компания;;8600000.0;8,6 млн руб.;4;24;Промышленные компрессоры от 200 000 ₽ | Фотосепараторы | Рентген-детекторы и рентген-инспекционные системы | Генераторы кислорода | МКС — мобильные компрессорные станции;;;;;;;;;;;;;;;1;;;
