inn;predpriyatie;company_id;company_na_ploshchadke;tenderov;pochemu
7715488540;Государственное бюджетное учреждение города Москвы «Жилищник Бутырского района»;;;0;в каталоге площадки нет
2235003211;АДМИНИСТРАЦИЯ БЛАГОВЕЩЕНСКОГО РАЙОНА АЛТАЙСКОГО КРАЯ;;;0;в каталоге площадки нет
7450045935;Общество с ограниченной ответственностью «Завод углеродных и композиционных материалов»;107026;ЗУКМ (Челябинск);0;обойдено
3445097458;"ООО ""ВЕСТА"" (ИНН 3445097458)";413132;ВЕСТА (Волгоград);0;обойдено
7726738619;Государственное бюджетное учреждение города Москвы «Жилищник Нагорного района»;;;0;в каталоге площадки нет
3327112205;"ООО ""ДИС"" (ИНН 3327112205)";123012;Диагностика инженерных сооружений (Владимир);0;обойдено
1660173241;"ООО ""ХИМПРОМПРОЕКТ""";351585;ХИМПРОМПРОЕКТ (Казань);0;обойдено
7701288541;"ОАО ""Евразруда""";;;0;в каталоге площадки нет
5607014437;"ООО ""ПРОМТЭК""";;;0;в каталоге площадки нет
7422029201;"ООО ""Бакальское рудоуправление""";134012;Бакальское рудоуправление;0;обойдено
7718918689;"ООО ""КФ""Черемушки""";;;0;в каталоге площадки нет
7705014478;"ООО ""ПРОВИМИ""";180687;ПРОВИМИ (Москва);0;обойдено
5019002730;"ОАО ""БАЙСАД-КАШИРА""";;;0;в каталоге площадки нет
7704655662;"АО НПКЦ ""ЭНЕРГИЯ"" (ИНН 7704655662)";36255;АО НПКЦ Энергия (Красноярск);0;обойдено
7734703698;"Государственное бюджетное учреждение города Москвы ""Жилищник района Хорошево-Мневники""";;;0;в каталоге площадки нет
5007091951;"МУНИЦИПАЛЬНОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""НЕКРАСОВСКИЙ ВОДОКАНАЛ""";;;0;в каталоге площадки нет
9715005116;Государственное бюджетное учреждение города Москвы «Жилищник района Марфино»;;;0;в каталоге площадки нет
4004002750;"АО ""Кондровский хлебокомбинат""";;;0;в каталоге площадки нет
3328007468;Общество с ограниченной ответственностью «Научно-производственное предприятие БИОТУМ»;255331;НПП БИОТУМ (Владимир);0;обойдено
6321357797;"ООО ""СНХ-ИНЖИНИРИНГ""";;;0;в каталоге площадки нет
7734257891;"ООО ""ИНФРАСТРУКТУРА ТК""";457356;Инфраструктура ТК (Москва);0;обойдено
7706415345;"ООО ""КДВ ВОСКРЕСЕНСК""";;;0;в каталоге площадки нет
7723451304;"ООО ""ГК ""СИНЕРГИЯ""";369919;ГК СИНЕРГИЯ (Москва);0;обойдено
5007102138;"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""ЖКХ И БЛАГОУСТРОЙСТВО"" ДМИТРОВСКОГО ГОРОДСКОГО ОКРУГА МОСКОВСКОЙ ОБЛАСТИ";;;0;в каталоге площадки нет
7720800660;Государственное бюджетное учреждение города Москвы «Жилищник района Косино-Ухтомский»;;;0;в каталоге площадки нет
7722345864;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ГРУППА КОМПАНИЙ АВИЛОН""";;;0;в каталоге площадки нет
7743946827;Государственное бюджетное учреждение города Москвы «Жилищник района Войковский»;;;0;в каталоге площадки нет
5004028415;"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""СЛУЖБА БЛАГОУСТРОЙСТВА ЯРОПОЛЕЦКОГО ПОСЕЛЕНИЯ""";;;0;в каталоге площадки нет
7719895794;ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ГОРОДА МОСКВЫ «ЖИЛИЩНИК РАЙОНА ИЗМАЙЛОВО»;;;0;в каталоге площадки нет
2900000328;"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ АРХАНГЕЛЬСКОЙ ОБЛАСТИ ""УПРАВЛЕНИЕ ДЕЛАМИ""";;;0;в каталоге площадки нет
7727178374;Государственное бюджетное учреждение города Москвы «Жилищник района Черемушки»;;;0;в каталоге площадки нет
2617010041;"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ЭВЕРЕСТ""";;;0;в каталоге площадки нет
4312138386;"ОАО ""ЗМУ КЧХК""";;;0;в каталоге площадки нет
6195000152;"ООО ""ПС"" (ИНН 6195000152)";;;0;в каталоге площадки нет
5445016903;"ООО ""НСК-ЭКСПЕРТ""";185772;НСК-ЭКСПЕРТ (Новосибирск);0;обойдено
7825405522;"ООО ""Промсервис"" (ИНН 7825405522)";;;0;в каталоге площадки нет
5403100293;"МОАО ""Авангард""";;;0;в каталоге площадки нет
3460016301;"ООО""Синергия-Инжиринг""";380724;Синергия-Инжиниринг (Волгоград);0;обойдено
4217196807;"ООО ""МЕЛЬКОМБИНАТ В СОКОЛЬНИКАХ""";;;0;в каталоге площадки нет
5007088701;Муниципальное учреждение «Синьковское благоустройство»;;;0;в каталоге площадки нет
5904297072;"ООО ""ПЕРМКОМПРЕССОРМАШ""";;;0;в каталоге площадки нет
5007104537;"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ЦЕНТР БЛАГОУСТРОЙСТВА КОСТИНСКОЕ """;;;0;в каталоге площадки нет
7104002774;"ПАО ""КМЗ"" (ИНН 7104002774)";450227;АО КМЗ (закупки) (Тула);2;обойдено
7111504158;"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""АЛЕКСИН СЕРВИС""";;;0;в каталоге площадки нет
7820013539;"САНКТ-ПЕТЕРБУРГСКОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""АЛЕКСАНДРОВСКИЙ ДОМ КУЛЬТУРЫ""";;;0;в каталоге площадки нет
5078018210;МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ВЕРБИЛКОВСКИЙ ДОМ КУЛЬТУРЫ ТАЛДОМСКОГО ГОРОДСКОГО ОКРУГА МОСКОВСКОЙ ОБЛАСТИ;;;0;в каталоге площадки нет
5014009027;"МБУ ""ДК ИМЕНИ В.Н.ЛЕОНОВА""";;;0;в каталоге площадки нет
5033002595;"МБУ ГОРОДСКОГО ОКРУГА ОЗЕРЫ ""ГРАД-СЕРВИС""";;;0;в каталоге площадки нет
5902056593;"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ПЕРМСКОГО КРАЯ ""ЦЕНТР РАЗВИТИЯ ЖИЛИЩНО-КОММУНАЛЬНОГО ХОЗЯЙСТВА""";;;0;в каталоге площадки нет
7816723776;"САНКТ-ПЕТЕРБУРГСКОЕ ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""СЛУЖБА СОПРОВОЖДЕНИЯ ПРОГРАММНЫХ КОМПЛЕКСОВ""";;;0;в каталоге площадки нет
4012005152;ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ АГРО-ИНВЕСТ;189726;Агро-Инвест (Людиново);0;обойдено
0264014479;"ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ РЕСПУБЛИКИ БАШКОРТОСТАН ""НЕФТЕКАМСКВОДОКАНАЛ""";;;0;в каталоге площадки нет
2222056512;ООО 'Нортек';161907;Нортек (Белгород);0;обойдено
3816006073;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЕДИНАЯ СЕРВИСНАЯ КОМПАНИЯ СУЭК""";105054;ЕСК СУЭК (Бородино);0;обойдено
0253019901;"МУНИЦИПАЛЬНОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""АГИДЕЛЬВОДОКАНАЛ"" ГОРОДСКОГО ОКРУГА ГОРОД АГИДЕЛЬ РЕСПУБЛИКИ БАШКОРТОСТАН";;;0;в каталоге площадки нет
7705966318;"АО ""РОСАТОМ СЕРВИС""";358520;АО Русатом Сервис (Москва);0;обойдено
7402001769;"ОАО ""УФАЛЕЙНИКЕЛЬ""";;;0;в каталоге площадки нет
6661024788;"ЗАО ""УРАЛТЕХМАРКЕТ""";59371;УРАЛТЕХМАРКЕТ (Екатеринбург);0;обойдено
7721628500;"ОАО ПГ ""НОВИК""";40786;ПГ Новик (Москва);0;обойдено
7703111250;"ООО ""ХЁРБИГЕР""";86295;Хёрбигер (Москва);0;обойдено
3403016633;"ОАО ""ГКХП""";;;0;в каталоге площадки нет
5318000280;"ОАО ""ЭНЕРГОМАШ""";67394;ЭНЕРГОМАШ (Чудово);0;обойдено
6673185620;"ООО ""Уралтэкпроект""";297442;Уралтэкпроект (Екатеринбург);0;обойдено
2326008425;"ООО ""КДВ КРАСНОДАР""";;;0;в каталоге площадки нет
5038121282;"ООО ""ИТОГ""";424190;ИТОГ (Москва);0;обойдено
7804061165;"ЗАО ""Технолинк""";79567;ТЕХНОЛИНК (Санкт-Петербург);0;обойдено
3652001387;"АО МЭЗ ""ЛИСКИНСКИЙ""";;;0;в каталоге площадки нет
4707020432;"ООО ""ПОРТЭНЕРГО""";;;0;в каталоге площадки нет
9309010650;"ООО ЦОФ ""ДОНЕЦКАЯ""";;;0;в каталоге площадки нет
7705033216;"ОАО ""РОТ ФРОНТ""";61469;Рот Фронт (Москва);0;обойдено
5947009096;"государственное бюджетное профессиональное образовательное учреждение ""Строгановский колледж""";;;0;в каталоге площадки нет
9308017740;"ООО ""ДМЗ"" (ИНН 9308017740)";456365;ДМЗ (Донецк);0;обойдено
5008046711;"АВТОНОМНОЕ УЧРЕЖДЕНИЕ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ Г. ДОЛГОПРУДНОГО ""ФИЗКУЛЬТУРНО-ОЗДОРОВИТЕЛЬНЫЙ КОМПЛЕКС ""САЛЮТ""";;;0;в каталоге площадки нет
7116019123;"ООО ""ПОЛИПЛАСТ НОВОМОСКОВСК""";200540;Полипласт Новомосковск;25;обойдено
5190076325;"ГОСУДАРСТВЕННОЕ ОБЛАСТНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""ЦЕНТР ТЕХНИЧЕСКОЙ ИНВЕНТАРИЗАЦИИ И ПРОСТРАНСТВЕННЫХ ДАННЫХ""";;;0;в каталоге площадки нет
5044058624;"АУ ""КУЛЬТУРНО-СПОРТИВНЫЙ ЦЕНТР""";;;0;в каталоге площадки нет
5017140679;"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""АЛЛЕЯ СЛАВЫ"" МУНИЦИПАЛЬНОГО ОКРУГА ИСТРА";;;0;в каталоге площадки нет
5019028190;"МАУК ""ЦКИ""";;;0;в каталоге площадки нет
5047163560;"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""ЛОБНЕНСКОЕ ГОРОДСКОЕ СПЕЦИАЛИЗИРОВАННОЕ ПОХОРОННОЕ УЧРЕЖДЕНИЕ""";;;0;в каталоге площадки нет
5004028359;"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ТЕРЯЕВСКОЕ КОМПЛЕКСНОЕ БЛАГОУСТРОЙСТВО""";;;0;в каталоге площадки нет
7842019044;"САНКТ-ПЕТЕРБУРГСКОЕ ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ГОРОДСКОЙ ЦЕНТР УПРАВЛЕНИЯ ПАРКОВКАМИ САНКТ-ПЕТЕРБУРГА""";;;0;в каталоге площадки нет
2334018032;"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ КАНЕВСКОЙ РАЙОН ""ЦЕНТРАЛИЗОВАННАЯ БУХГАЛТЕРИЯ УЧРЕЖДЕНИЙ ОБ";;;0;в каталоге площадки нет
5321047240;"'ГОСУДАРСТВЕННОЕ ОБЛАСТНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ АВТОМОБИЛЬНЫХ ДОРОГ НОВГОРОДСКОЙ ОБЛАСТИ ""НОВГОРОДАВТОДОР""";;;0;в каталоге площадки нет
7817030855;"САНКТ-ПЕТЕРБУРГСКОЕ ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ЖИЛИЩНОЕ АГЕНТСТВО КОЛПИНСКОГО РАЙОНА САНКТ-ПЕТЕРБУРГА""";;;0;в каталоге площадки нет
5022037187;"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""КОЛОМЕНСКОЕ БЛАГОУСТРОЙСТВО""";;;0;в каталоге площадки нет
7743946810;Государственное бюджетное учреждение города Москвы «Жилищник района Коптево»;;;0;в каталоге площадки нет
5190001619;"МУНИЦИПАЛЬНОЕ АВТОНОМНОЕ УЧРЕЖДЕНИЕ ОБРАЗОВАНИЯ ГОРОДА МУРМАНСКА ""ЦЕНТР ШКОЛЬНОГО ПИТАНИЯ""";;;0;в каталоге площадки нет
5022088262;"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""ЦЕНТР ДОСУГА И КУЛЬТУРЫ ""ПИРОЧИ""";;;0;в каталоге площадки нет
8107008649;"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ КАПИТАЛЬНОГО СТРОИТЕЛЬСТВА КУДЫМКАРСКОГО МУНИЦИПАЛЬНОГО ОКРУГА ПЕРМСКОГО К";;;0;в каталоге площадки нет
6633028244;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СЛК ЦЕМЕНТ""";484462;СЛК ЦЕМЕНТ (Сухой Лог);0;обойдено
7404003070;"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""НАЦИОНАЛЬНЫЙ ПАРК ""ТАГАНАЙ""";;;0;в каталоге площадки нет
4823052555;"ОБЛАСТНОЕ ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ЛИПЕЦКИЙ ОБЛАСТНОЙ ВОДОКАНАЛ""";;;0;в каталоге площадки нет
1304004070;"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ РЕСПУБЛИКИ МОРДОВИЯ ""БЕРЕЗНИКОВСКОЕ ТЕРРИТОРИАЛЬНОЕ ЛЕСНИЧЕСТВО""";;;0;в каталоге площадки нет
7010005385;"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ЦЕНТР ИНЖЕНЕРНО-ТЕХНИЧЕСКОГО ОБЕСПЕЧЕНИЯ И ВООРУЖЕНИЯ УПРАВЛЕНИЯ ФЕДЕРАЛЬНОЙ СЛУЖБЫ ИСП";;;0;в каталоге площадки нет
7703782266;"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""ЦЕНТРАЛЬНОЕ УПРАВЛЕНИЕ ПО ГИДРОМЕТЕОРОЛОГИИ И МОНИТОРИНГУ ОКРУЖАЮЩЕЙ С";;;0;в каталоге площадки нет
2457058758;"ООО ""НН-СЕРВИС""";;;0;в каталоге площадки нет
7024034570;"ООО ""СИБРЕГИОНПРОМСЕРВИС""";;;0;в каталоге площадки нет
5004021787;"АО ""ВОЛОКОЛАМСКОЕ ПТП РЖКХ""";;;0;в каталоге площадки нет
2310010637;"ГУП КК ""КУБАНЬВОДКОМПЛЕКС""";;;0;в каталоге площадки нет
7116145470;Новомосковский хлор;57695;Новомосковский хлор;39;обойдено
7447010227;"АО ""ЧЭМК""";54261;АО ЧЭМК (Челябинск);0;обойдено
5249006828;"МУНИЦИПАЛЬНОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ЭКСПРЕСС"" Г.ДЗЕРЖИНСК";;;0;в каталоге площадки нет
7724490000;"АО ""ПОЧТА РОССИИ""";358316;АО Почта России (Иркутск);0;обойдено
6321280368;"ООО ""АВК""";;;0;в каталоге площадки нет
4205002327;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""КЕМВОД""";;;0;в каталоге площадки нет
6025001060;"МП ""ВОДОКАНАЛ"" Г. ВЕЛИКИЕ ЛУКИ";;;0;в каталоге площадки нет
6604017216;"МУП БВКХ ""ВОДОКАНАЛ""";;;0;в каталоге площадки нет
1435219600;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ВОДОКАНАЛ""";;;0;в каталоге площадки нет
4205088363;"ГОСУДАРСТВЕННОЕ ПРЕДПРИЯТИЕ КУЗБАССА ""ПАССАЖИРАВТОТРАНС""";326965;ГПК ПАТ (Кемерово);0;обойдено
5902290191;"ПЕРМСКИЙ РАЙОН ГИДРОТЕХНИЧЕСКИХ СООРУЖЕНИЙ И СУДОХОДСТВА-ФИЛИАЛ ФБУ ""АДМИНИСТРАЦИЯ КАМСКОГО БАССЕЙНА ВНУТРЕННИХ ВОДНЫХ П";;;0;в каталоге площадки нет
5260000192;"ГОСУДАРСТВЕННОЕ ПРЕДПРИЯТИЕ НИЖЕГОРОДСКОЙ ОБЛАСТИ ""НИЖЕГОРОДСКИЙ ПАССАЖИРСКИЙ АВТОМОБИЛЬНЫЙ ТРАНСПОРТ""";;;0;в каталоге площадки нет
6166047727;"Общество с ограниченной ответственностью ""Ростсельмашэнерго""";455645;"РСМЭ ; РОСТСЕЛЬМАШЭНЕРГО (Ростов-на-Дону)";0;обойдено
5473018885;"АО ""НГТ""";;;0;в каталоге площадки нет
5260497721;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""НИЖЕГОРОДСКИЙ ПАССАЖИРСКИЙ АВТОМОБИЛЬНЫЙ ТРАНСПОРТ""";;;0;в каталоге площадки нет
3702597104;"АО ""ВОДОКАНАЛ""";;;0;в каталоге площадки нет
4025020084;"МП ""ВОДОКАНАЛ""";;;0;в каталоге площадки нет
6147005538;"ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""ИСТОК""";;;0;в каталоге площадки нет
2311008207;ФГБНУ ФНЦ ВНИИМК;;;0;в каталоге площадки нет
3302001983;"МУНИЦИПАЛЬНОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ВЛАДИМИРВОДОКАНАЛ"" ГОРОДА ВЛАДИМИРА";;;0;в каталоге площадки нет
5320024546;"МУП ""БОРОВИЧСКИЙ ВОДОКАНАЛ""";;;0;в каталоге площадки нет
3234051310;"МУНИЦИПАЛЬНОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""БРЯНСКИЙ ГОРОДСКОЙ ВОДОКАНАЛ""";;;0;в каталоге площадки нет
4205375960;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТАЙГИНСКОЕ ВКХ""";;;0;в каталоге площадки нет
8606013108;"АО ""ВОДОКАНАЛ""";;;0;в каталоге площадки нет
3851001198;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АКВАСЕРВИС""";303453;АкваСервис (Усолье-Сибирское);0;обойдено
7204205739;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТЮМЕНСКОЕ ЭКОЛОГИЧЕСКОЕ ОБЪЕДИНЕНИЕ""";;;0;в каталоге площадки нет
4027001552;"ГОСУДАРСТВЕННОЕ ПРЕДПРИЯТИЕ КАЛУЖСКОЙ ОБЛАСТИ ""КАЛУГАОБЛВОДОКАНАЛ""";;;0;в каталоге площадки нет
2511040110;"МУП ""УССУРИЙСК-ВОДОКАНАЛ""";;;0;в каталоге площадки нет
4705029366;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЛЕНИНГРАДСКИЕ ОБЛАСТНЫЕ КОММУНАЛЬНЫЕ СИСТЕМЫ""";;;0;в каталоге площадки нет
6155041000;"ООО ""ОЧИСТНЫЕ СООРУЖЕНИЯ""";;;0;в каталоге площадки нет
4307017925;"ООО ""ВОДООТВЕДЕНИЕ""";;;0;в каталоге площадки нет
6215008716;"АО ""РЯЗАНСКИЙ СВИНОКОМПЛЕКС""";;;0;в каталоге площадки нет
6623144562;"МУНИЦИПАЛЬНОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ВЕРХНЕСАЛДИНСКОГО МУНИЦИПАЛЬНОГО ОКРУГА ""ВЕРХНЕСАЛДИНСКИЕ КОММУНАЛЬНЫЕ СИСТЕМЫ""";;;0;в каталоге площадки нет
2304073741;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КОНЦЕССИИ ВОДОСНАБЖЕНИЯ - ГЕЛЕНДЖИК""";;;0;в каталоге площадки нет
5836623790;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ГОРВОДОКАНАЛ""";281612;ГОРВОДОКАНАЛ (Пенза);0;обойдено
3849067674;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""СПЕЦАВТОХОЗЯЙСТВО"" ГОРОДА ИРКУТСКА";369331;АО Спецавтохозяйство (Иркутск);0;обойдено
4223030694;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ПРОИЗВОДСТВЕННОЕ ОБЪЕДИНЕНИЕ ВОДОКАНАЛ""";126136;ПО Водоканал (Прокопьевск);0;обойдено
2466137893;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ПАССАЖИРРЕЧТРАНС""";;;0;в каталоге площадки нет
5050025306;"МУНИЦИПАЛЬНОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ГОРОДСКОГО ОКРУГА ЩЁЛКОВО ""МЕЖРАЙОННЫЙ ЩЁЛКОВСКИЙ ВОДОКАНАЛ""";;;0;в каталоге площадки нет
8604048909;"АО ""ЮВК""";;;0;в каталоге площадки нет
4719017995;"ООО ""НОВЫЙ СВЕТ-ЭКО""";;;0;в каталоге площадки нет
5409102650;"МКП ""НГТ""";;;0;в каталоге площадки нет
0573008521;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""МАХАЧКАЛИНСКИЙ МОРСКОЙ ТОРГОВЫЙ ПОРТ""";;;0;в каталоге площадки нет
7725727149;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""СИТИМАТИК""";;;0;в каталоге площадки нет
2801091892;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""АМУРСКИЕ КОММУНАЛЬНЫЕ СИСТЕМЫ""";;;0;в каталоге площадки нет
7709913130;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЯРГОРКОМПЛЕКС""";;;0;в каталоге площадки нет
4250000459;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""БЕРЕЗОВСКИЕ КОММУНАЛЬНЫЕ СИСТЕМЫ""";;;0;в каталоге площадки нет
2502035642;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""МЕЖДУНАРОДНЫЙ АЭРОПОРТ ВЛАДИВОСТОК""";;;0;в каталоге площадки нет
7743937082;"ФЕДЕРАЛЬНОЕ АВТОНОМНОЕ УЧРЕЖДЕНИЕ ""РОССИЙСКИЙ ДОРОЖНЫЙ НАУЧНО-ИССЛЕДОВАТЕЛЬСКИЙ ИНСТИТУТ""";376354;ФАУ РОСДОРНИИ (Красноярск);0;обойдено
4214000252;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""МЕЖДУРЕЧЬЕ""";159116;МЕЖДУРЕЧЬЕ (Междуреченск);0;обойдено
7716154981;"Общество с ограниченной ответственностью ""АЭРОКУЗБАСС""";458598;АЭРОКУЗБАСС (Новокузнецк);0;обойдено
7017251534;"ОБЛАСТНОЕ ГОСУДАРСТВЕННОЕ АВТОНОМНОЕ УЧРЕЖДЕНИЕ ""ТОМСКОЕ ЛЕСОХОЗЯЙСТВЕННОЕ ПРОИЗВОДСТВЕННОЕ ОБЪЕДИНЕНИЕ""";;;0;в каталоге площадки нет
5321058347;"МУП ""НОВГОРОДСКИЙ ВОДОКАНАЛ""";;;0;в каталоге площадки нет
7724790726;СпецПромПоставка (Москва);84702;СпецПромПоставка (Москва);1144;обойдено
5300016868;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""НОВГОРОДСКИЙ ВОДОКАНАЛ""";;;0;в каталоге площадки нет
4028059805;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КАЛУЖСКИЙ ЗАВОД ПО ПРОИЗВОДСТВУ АЛЬТЕРНАТИВНОГО ТОПЛИВА""";198095;КЗПАТ (Калуга);0;обойдено
7449070380;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПЕРСПЕКТИВА""";;;0;в каталоге площадки нет
2983009240;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВАРАНДЕЙСКИЙ ТЕРМИНАЛ""";;;0;в каталоге площадки нет
5246053330;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИНЖЕНЕРНЫЙ ЦЕНТР""";;;0;в каталоге площадки нет
7453222406;"МУНИЦИПАЛЬНОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""СЛУЖБА ОРГАНИЗАЦИИ ДВИЖЕНИЯ""";;;0;в каталоге площадки нет
4202023230;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""БЕЛОВСКИЕ ГОРОДСКИЕ ОЧИСТНЫЕ СООРУЖЕНИЯ""";;;0;в каталоге площадки нет
7445020452;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МАГНИТОГОРСКАЯ ЭНЕРГЕТИЧЕСКАЯ КОМПАНИЯ""";;;0;в каталоге площадки нет
1648028150;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЭНЕРГОЦЕНТР МАЙСКИЙ""";;;0;в каталоге площадки нет
3804045543;"МУНИЦИПАЛЬНОЕ ПРЕДПРИЯТИЕ ""ДИРЕКЦИЯ ГОРОДСКОЙ ИНФРАСТРУКТУРЫ"" МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ ГОРОДА БРАТСКА";;;0;в каталоге площадки нет
7814448098;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""КОЛОМЯЖСКОЕ""";;;0;в каталоге площадки нет
9204507194;"ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ГОРОДА СЕВАСТОПОЛЯ ""ВОДОКАНАЛ""";;;0;в каталоге площадки нет
8905033649;"АКЦИОНЕРНОЕ ОБЩЕСТВО""ЭНЕРГО-ГАЗ-НОЯБРЬСК""";;;0;в каталоге площадки нет
8605013419;"МУНИЦИПАЛЬНОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ТЕПЛОВОДОКАНАЛ""";;;0;в каталоге площадки нет
5411100875;"МУНИЦИПАЛЬНОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ Г. НОВОСИБИРСКА "" ГОРВОДОКАНАЛ """;34415;Горводоканал(Новосибирск);0;обойдено
7730052050;"Федеральное государственное унитарное предприятие ""Государственный космический научно-производственный центр имени М.В.Х";;;0;в каталоге площадки нет
