tender_id;company_id;company;predmet;sozdan;organizator;est_teh;telefony_razmetka;telefony_tekst;pochty;comment
830822;353145;Филиал ИСО на Промплощадке ТаАЗ;Предоставление услуг по проведению технического обслуживания компрессоров и осушителей воздуха Atlas Copco (id823742) (2-й этап торгов) (id830822);28.11.2023;Филиал ООО Инжиниринг Строительство Обслуживание на Промплощадке ТаАЗ;1;;8-(495)215-14-38 | 8-984-270-15-23;Tatiyana.Konokhova@iso-serv.com | signal@proventus-pro.ru;"Комментарий: Данный тендер открыт как 2-й этап торгов к тендеру Предоставление услуг по проведению технического обслуживания компрессоров и осушителей воздуха Atlas Copco (id823742) Заявки принимаются строго через ЭТП Tender.pro http s ://www.tender.pro/ По вопросам регистрации/работы на ЭТП просьба обращаться в Центр ТендерПро-Консультант, круглосуточно 8-(495)215-14-38 http://help.tender.pro/contacts.html Связаться с управляющим процедурой можно через вкладку Вопросы-Ответы - информация будет автоматически направлена на электронную почту управляющего. Информация от управляющего отбором по условиям отбора и предмету закупки: Настоящим направляю Вам запрос коммерческого предложения на предоставление услуг по проведению технического обслуживания компрессоров и осушителей воздуха Atlas Copco, в счет обеспечения потребности Филиала ООО ИСО на Промплощадке ТаАЗ, в 2024 году, согласно следующим условиям: - место оказания услуг: по месту нахождения Заказчика (Иркутская область, Тайшетский район, Промплощадка Тайшетского Алюминиевого Завода, филиал ООО ИСО на Промплощадке ТаАЗ - срок оказания услуг: 01.01.2024-31.12.2024 г.; - оказание услуг осуществляется согласно техническому заданию (Приложение к настоящему письму). Настоящее приглашение не является переговорами о заключении договора (ст. 434.1 ГК РФ). Настоящее приглашение не является офертой (ст. 435 ГК РФ) или акцептом / ответом о принятии оферты (ст. 438 ГК РФ). В случае согласия принять участие в отборе, прошу Вас в срок до&nbsp;24 ноября 2024 года направить на ЭТП ООО ТЕНДЕР-ПРО или на электронную почту Tatiyana.Konokhova@iso-serv.com Ваше коммерческое предложение подписанное уполномоченным представителем. В случае невозможности предоставить коммерческое предложение в указанной срок, прошу в течение трех рабочих дней с момента получения настоящего запроса сообщить необходимое Вам время для предоставления коммерческого предложения. В Вашем коммерческом предложении прошу указать: - стоимость услуг без НДС с предоста"
829713;407434;УК СОЮЗМЕТАЛЛРЕСУРС;"Закупка для ООО ""СФМЗ"": запчастей к компрессору 305П-3-1сб. Республика Хакасия, г.Сорск. 2024 год. Заявки принимаются на ЭТП Tender.Pro (бесплатная регистрация, ЭП не требуется). (id825312) (2-й этап торгов) (id829713)";23.11.2023;АКЦИОНЕРНОЕ ОБЩЕСТВО УПРАВЛЯЮЩАЯ КОМПАНИЯ СОЮЗМЕТАЛЛРЕСУРС;;;8-(495)215-14-38 | 8-985-263-20-59 | 8 800 234 56 40 | 8 495 221 33 72 | 8 915 224 56 40;Inna.Vyverets@smr-company.ru | signal@rusal.com;"Комментарий: Данный тендер открыт как 2-й этап торгов к тендеру Закупка для ООО ""СФМЗ"": запчастей к компрессору 305П-3-1сб. Республика Хакасия, г.Сорск. 2024 год. Заявки принимаются на ЭТП Tender.Pro (бесплатная регистрация, ЭП не требуется). (id825312) Заявки принимаются строго через ЭТП Tender.pro http s ://www.tender.pro/ По вопросам регистрации/работы на ЭТП просьба обращаться в Центр ТендерПро-Консультант, круглосуточно 8-(495)215-14-38 http://help.tender.pro/contacts.html Связаться с управляющим процедурой можно через вкладку Вопросы-Ответы - информация будет автоматически направлена на электронную почту управляющего. По всем вопросам касательно проведения данного Отбора прошу обращаться к Выверец И.А. (контактные данные: Inna.Vyverets@smr-company.ru м.т.8-985-263-20-59.) В случае Вашего согласия принять участие в Отборе прошу предоставить Ваше коммерческое предложение с ценами в рублях с НДС (НДС выделяется отдельной строкой), с учетом затрат на тару, упаковку, маркировку, погрузочные и иные работы, по требованию Заказчика в рамках запрашиваемых по стоимости Товара. Цены на Товар должны быть указаны на условиях DАP ТК Абакан/г.Сорск. Коммерческое предложение должно содержать информацию о производителе, оригинал или аналог (указать наименование и страну происхождения), сроках и условиях поставки и оплаты за Товар. Предпочтительные условия оплаты отсрочка по факту поставки Товара в течение 30 дней. Обращаем Ваше внимание, что при подведении итогов стоимость предложений участников отбора будет рассчитана с учетом отвлечения денежных средств. Вы вправе предоставить любую информацию и документы, подтверждающие Вашу положительную деловую репутацию, опыт и устойчивое финансовое положение. (указать организационно правовую форму и наименование организатора отбора) оставляет за собой право, при невозможности определения наилучшей заявки и в целях равных конкурентных условий для всех участников конкурентного отбора, направить в адрес всех участников отбора список минима"
829681;314232;ГлаЦем;Закупка Модуля управления Atlas Copco ES-8 на 8 компрессоров (Волхов) (id829681);23.11.2023;ООО ГлаЦем;;;;;Комментарий: Требуемые условия оплаты - отсрочка 20 банк. дней. Особые требования к качеству товара - нет. Особые требования к предоставлению документов - нет. Сертификат соответствия,паспорт качества - требуется. Требования к форме контракта - по форме покупателя. Документация о закупке представляет собой приглашение, адресованное неопределенному кругу лиц, выступить с предложениями по закупочной процедуре. Процедура конкурентного отбора или ценового отбора не является конкурсом либо аукционом на право заключить договор, не регулируется статьями 447449 части первой ГК РФ. Эта процедура также не является публичным конкурсом и не регулируется статьями 10571061 части второй ГК РФ. Таким образом, проведение конкурентного отбора или ценового отбора не накладывает на заказчика соответствующего объема гражданско-правовых обязательств по обязательному заключению договора с победителем или иным участником
829049;2953;КАМАЗ;"ОП СЦ АО""ТФК""КАМАЗ"" в г. Вологде реализует Компрессор в сборе г.в.1993 ном.№00-0000000068252 Состояние неудовлетворительное (id829049)";23.11.2023;Публичное акционерное общество КАМАЗ;;;;;"Комментарий: Требуемые условия оплаты - предоплата 100% в течение 5 рабочих дней после подписания договора; Требования к форме договора - по форме продавца; Требования к предъявляемой документации - предоставить все необходимые документы; Для бесплатного доступа к тендеру обращаться в техподдержку ЭТП. При неисполнения условий договора победитель тендера к повторным торгам не допускается. При двукратном неисполнении условий договора контрагент ко всем торгам ПАО ""КАМАЗ"" не допускается. Самовывоз.&nbsp; Данный запрос предложений не является торгами или публичным конкурсом в понимании ст. 447-449,1057-1061 ГК РФ. Все действия до момента подписания договора с победителем конкурса считаются&nbsp;преддоговорной работой и не накладывают на организатора обязательств,превышающих перечисленные в условиях конкурс ВНИМАНИЕ: Необходимо ознакомиться&nbsp;с правилами пропускного режима, размещенного во вкладке ""Документы"". Затем во вкладке ""Анкета"" необходимо выбрать ""Ознакомлен"" и ""Сохранить Анкету"". После этого можно переходить к подаче предложения. &nbsp;"
829057;2953;КАМАЗ;"ОП СЦ АО""ТФК""КАМАЗ"" в г. Йошкар-Оле реализует Компрессор автоматический, инв.№00000199,г.в.1977, компрессор С-416-М 04.01(ТО),инв.№000000044,г.выпуска 1990 Состояние неудовлетворительное.Реализуется по отдельности! (id829057)";23.11.2023;Публичное акционерное общество КАМАЗ;;;;;"Комментарий: Требуемые условия оплаты - предоплата 100% в течение 5 рабочих дней после подписания договора; Требования к форме договора - по форме продавца; Требования к предъявляемой документации - предоставить все необходимые документы; Для бесплатного доступа к тендеру обращаться в техподдержку ЭТП. При неисполнения условий договора победитель тендера к повторным торгам не допускается. При двукратном неисполнении условий договора контрагент ко всем торгам ПАО ""КАМАЗ"" не допускается. Самовывоз.&nbsp; Данный запрос предложений не является торгами или публичным конкурсом в понимании ст. 447-449,1057-1061 ГК РФ. Все действия до момента подписания договора с победителем конкурса считаются&nbsp;преддоговорной работой и не накладывают на организатора обязательств,превышающих перечисленные в условиях конкурс ВНИМАНИЕ: Необходимо ознакомиться&nbsp;с правилами пропускного режима, размещенного во вкладке ""Документы"". Затем во вкладке ""Анкета"" необходимо выбрать ""Ознакомлен"" и ""Сохранить Анкету"". После этого можно переходить к подаче предложения. &nbsp;"
829078;2953;КАМАЗ;"ОП СЦ АО ""ТФК""КАМАЗ"" в г.Нижний Новгород реализует компрессор В7000/500 FT10 2ед. г.выпуска 2007. состояние удовлетворительное. реализуется по отдельности (id829078)";23.11.2023;Публичное акционерное общество КАМАЗ;;;;;"Комментарий: Требуемые условия оплаты - предоплата 100% в течение 5 рабочих дней после подписания договора; Требования к форме договора - по форме продавца; Требования к предъявляемой документации - предоставить все необходимые документы; Для бесплатного доступа к тендеру обращаться в техподдержку ЭТП. При неисполнения условий договора победитель тендера к повторным торгам не допускается. При двукратном неисполнении условий договора контрагент ко всем торгам ПАО ""КАМАЗ"" не допускается. Самовывоз.&nbsp; Данный запрос предложений не является торгами или публичным конкурсом в понимании ст. 447-449,1057-1061 ГК РФ. Все действия до момента подписания договора с победителем конкурса считаются&nbsp;преддоговорной работой и не накладывают на организатора обязательств,превышающих перечисленные в условиях конкурс ВНИМАНИЕ: Необходимо ознакомиться&nbsp;с правилами пропускного режима, размещенного во вкладке ""Документы"". Затем во вкладке ""Анкета"" необходимо выбрать ""Ознакомлен"" и ""Сохранить Анкету"". После этого можно переходить к подаче предложения. &nbsp;"
829424;372714;Сибирь-Полиметаллы;Сепаратор воздушного компрессора D00211 (id776177) (9-й этап торгов) (id829424);23.11.2023;"АО ""Сибирь-Полиметаллы""";;;;;Комментарий: Данный тендер открыт как 9-й этап торгов к тендеру Сепаратор воздушного компрессора D00211 (id776177) Требуемые условия оплаты -100% предоплата Особые требования к качеству товара - нет. Особые требования к предоставлению документов - нет. Сертификат соответствия,паспорт качества - требуется. Требования к форме контракта - по форме покупателя. Документация о закупке представляет собой приглашение, адресованное неопределенному кругу лиц, выступить с предложениями по закупочной процедуре. Процедура конкурентного отбора или ценового отбора не является конкурсом либо аукционом на право заключить договор, не регулируется статьями 447449 части первой ГК РФ. Эта процедура также не является публичным конкурсом и не регулируется статьями 10571061 части второй ГК РФ. Таким образом, проведение конкурентного отбора или ценового отбора не накладывает на заказчика соответствующего объема гражданско-правовых обязательств по обязательному заключению договора с победителем или иным участником
829221;289571;ЦОФ Краснокаменская (ГКК);"Компрессор (Рабочее давление: 8-10 бар;производительность: 400л/мин; объем ресивера: 100л; напряжение: 220/380В. Количество-1шт. ЦОФ Краснокаменская (Кузбасс). Срок поставки Декабрь 2023г. Для участия не требуется ЭЦП и пакет учредительных документов. (id829221)";23.11.2023;"ООО ЦОФ ""Краснокаменская""";1;;+7 (495) 215-14-38;s.kruzina@cofkk.ru;"Комментарий: Для бесплатного участия направьте Ваш ИНН с указанием &laquo; id&raquo; конкурса на&nbsp; e - mail : &nbsp; s.kruzina@cofkk.ru . Где увидеть информацию по Прозрачной закупке? Во вкладке &laquo; Товары &raquo; перечень закупаемых товаров&nbsp;(услуг). Во вкладке &laquo; Анкета участника &raquo; желаемые условия поставки и оплаты. Во вкладке &laquo; Документы &raquo; могут быть&nbsp;чертежи, форма договора, перечень документов и другая важная информация (вкладка доступна только зарегистрированным на площадке). Для уточнения технических параметров закупаемых товаров (услуг) обращайтесь к техническому консультанту по предмету закупки.&nbsp; Как подать предложение? Заполнить вкладку "" Анкета участника "". Не заполнять вкладку ""Условия поставки"" Можно прикрепить (необязательно) во вкладке &laquo; Документы &raquo; своё техническое предложение (описание), сертификаты, паспорта и т.п., на Ваш выбор.&nbsp; Проставить цены во вкладке "" Товары "". &laquo;Предложение&raquo; это и есть Ваши цены. Что делать дальше? Следить за ценами &laquo;Текущего предложения&raquo; (это текущие минимальные цены участников Прозрачной закупки, они могут быть и Вашими).&nbsp;Если кликните по ним, то увидите цены всех участников. Если нажмете на стрелку справа от цен &laquo;Текущего предложения&raquo;, то Ваша цена снизится на шаг цены в процентах от &laquo;Текущей&raquo;, и сама станет &laquo;Текущей&raquo; (лучшей). Внизу, справа есть кнопка &laquo;Сделать ставку по всем позициям на&nbsp; 1,0 % &raquo;. Если нажмете на нее, то все Ваши цены станут меньше на&nbsp; 1,0 %&nbsp; от &laquo;Текущих цен&raquo;. Снижать цены можно многократно. Повышать невозможно, но можно снять &laquo;Предложение&raquo; по одной, нескольким или всем позициям и разместить повторно. Лучше торговаться до начала переторжки&nbsp;потому, что до начала переторжки Вы можете снимать и вновь размещать цены, а также корректировать свои данные в ""Анкета участника"" и файлы в &laquo;Документы&raquo;. Когда начнется перето"
829246;339557;УК НИП;ООО УК НИП реализует компрессоры, осушители воздуха б/у в г. Новокузнецк (id829246);23.11.2023;"ООО УК ""НИП""";;;+7-905-963-84-37;sidorov_aa@nip42.ru;Комментарий: Контактное лицо: Сидоров Александр Александрович тел. +7-905-963-84-37, sidorov_aa@nip42.ru Требуемые условия оплаты - предварительная оплата 100%. Требования к форме контракта - по форме продавца. Документация о закупке представляет собой приглашение, адресованное неопределенному кругу лиц, выступить с предложениями по закупочной процедуре. Процедура конкурентного отбора или ценового отбора не является конкурсом либо аукционом на право заключить договор, не регулируется статьями 447, 449 части первой ГК РФ. Эта процедура также не является публичным конкурсом и не регулируется статьями 1057, 1061 части второй ГК РФ. Таким образом, проведение конкурентного отбора или ценового отбора не накладывает на заказчика соответствующего объема гражданско-правовых обязательств по обязательному заключению договора с победителем или иным участником.
829089;210033;ПАО Группа Черкизово;"Поставка Винтового компрессор Bitzer CSH7593-90Y-40P для АО Птицефабрика ""Васильевская"", Пензенская обл., г.Пенза, ул Калинина 118А (id829089)";22.11.2023;Публичное акционерное общество Группа Черкизово;;;+7985785 11 03;e.ryabyshev@cherkizovo.com;"Комментарий: Особые требования к качеству товара: Требования к предоставлению документов для проверки контрагента: Карточка предприятия Свидетельство ИНН Свидетельство ОГРН Договор аренды по юр. адресу контрагента или свидетельство о собственности Декларация по налогу на прибыль за последний отчетный период с квитанцией о приеме (если применимо) Декларация по НДС за последний отчетный период с квитанцией о приеме (если применимо) Декларация по УСН (если применимо) Сведения о среднесписочной численности за последний отчетный период с квитанцией о приеме Справка об исполнении налогоплательщиком обязанности по уплате налогов, сборов, страховых взносов, пеней, штрафов, процентов, либо Справка о наличии на дату формирования справки положительного, отрицательного или нулевого сальдо единого налогового счета налогоплательщика, плательщика сбора, плательщика страховых взносов или налогового агента (при наличии задолженностей), сроком давности не более 1 месяца (в случае отсутствия согласия на обработку персональных данных, сведения необходимо скрыть) Сведения по форме СЗВ-М, предоставляемые в ПФР, за последний отчетный период с подтверждением об их принятии, либо Протокол проверки отчетности СЗВ-М с указанием в нем количества застрахованных лиц за последний отчетный период (до 27.02.2023г.); Персонифицированные сведения о физических лицах, предоставляемые в ИФНС с подтверждением об их принятии или Сведения для ведения индивидуального (персонифицированного) учета и сведения о начисленных страховых взносах на обязательное социальное страхование от несчастных случаев на производстве и профессиональных заболеваний (ЕФС-1), предоставляемые в СФР, с подтверждением об их принятии (начиная с 27.02.2023г.) (в случае отсутствия согласия на обработку персональных данных, сведения необходимо скрыть) Бухгалтерский баланс, отчет о финансовых результатах за последний отчетный год с квитанцией о приеме документов налоговым органом. Документы, подтверждающие наличие в собственности транспор"
828793;351169;Филиал ИСО в г. Краснотурьинск;"Открытый отбор на поставку з/ч для компрессора К-25М (производитель АО ""Бежецкий завод ""АСО"") на филиал ООО ""ИСО"" в г. Краснотурьинск на 2024г. (id828793)";22.11.2023;Филиал ООО ИСО в г. Краснотурьинск;;;8-(495)215-14-38;;Комментарий: Заявки принимаются строго через ЭТП Tender.pro http s ://www.tender.pro/ По вопросам регистрации/работы на ЭТП просьба обращаться в Центр ТендерПро-Консультант, круглосуточно 8-(495)215-14-38 http://help.tender.pro/contacts.html Связаться с управляющим процедурой можно через вкладку Вопросы-Ответы - информация будет автоматически направлена на электронную почту управляющего. Информация от управляющего отбором по условиям отбора и предмету закупки: Требуемые условия оплаты по факту поставки 60-90 дней Прочая информация ОБЯЗАТЕЛЬНО ПРИКЛАДЫВАТЬ КП ВО ВСЕ ТУРЫ! Вы вправе предоставить любую информацию и документы, подтверждающие Вашу положительную деловую репутацию, опыт и устойчивое финансовое положение. (указать организационно правовую форму и наименование организатора отбора) оставляет за собой право, при невозможности определения наилучшей заявки и в целях равных конкурентных условий для всех участников конкурентного отбора, направить в адрес всех участников отбора список минимальных цен (без указания поставщиков, предложивших данные цены) и предложить всем участникам конкурентного отбора скорректировать и предоставить свои окончательные заявки. Каждый поставщик или подрядчик, при условии соответствия заявленным требованиям, имеет возможность принять участие в отборе на 20__г. в течение всего периода отбора. Отбор, в том числе отдельные его стадии, не являются переговорами о заключении договора (ст. 434.1 ГК РФ). Настоящее приглашение не является офертой (ст. 435 ГК РФ) или акцептом / ответом о принятии оферты (ст. 438 ГК РФ). Настоящее приглашение не является публичной офертой или приглашением делать оферты (ст. 437 ГК РФ). Настоящий отбор не является торгами (в том числе в форме конкурса, аукциона или в иной форме) или публичным конкурсом в соответствии со статьями 447449, 10571061 Гражданского кодекса Российской Федерации (ГК РФ), и не накладывает на ________(указать организационно правовую форму и наименование организатора отбора), обязательств пред
828790;51053;Химпром (Новочебоксарск);Закупка запчастей на компрессор КТК 12,5/35 в 2023-2024 г.г. (id828790);22.11.2023;ПАО ХИМПРОМ;;;8352)73-50-21;n.efm@himprom.com;Комментарий: Консультации по телефону: Ефимова Наталия Викторовна (8352)73-50-21, n.efm@himprom.com Процедура закупки не является торгами (конкурсом, аукционом) или публичным конкурсом в соответствии со статьями 447 449, 1057 1061 Гражданского кодекса Российской Федерации и не накладывает на Организатора закупки обязательств, установленных указанными статьями Гражданского кодекса Российской Федерации, в том числе по обязательному заключению Договора с Победителем (по итогам процедуры закупки у Организатора возникает право, а не обязанность по заключению Договора с Победителем)
828805;2953;КАМАЗ;"ОП СЦ АО ""ТФК""КАМАЗ"" в г.Хабаровске реализует компрессора в количестве 4 шт., состояние удовлетворительное. реализуется по отдельности (id828805)";22.11.2023;Публичное акционерное общество КАМАЗ;;;;;"Комментарий: Требуемые условия оплаты - предоплата 100% в течение 5 рабочих дней после подписания договора; Требования к форме договора - по форме продавца; Требования к предъявляемой документации - предоставить все необходимые документы; Для бесплатного доступа к тендеру обращаться в техподдержку ЭТП. При неисполнения условий договора победитель тендера к повторным торгам не допускается. При двукратном неисполнении условий договора контрагент ко всем торгам ПАО ""КАМАЗ"" не допускается. Самовывоз.&nbsp; Данный запрос предложений не является торгами или публичным конкурсом в понимании ст. 447-449,1057-1061 ГК РФ. Все действия до момента подписания договора с победителем конкурса считаются&nbsp;преддоговорной работой и не накладывают на организатора обязательств,превышающих перечисленные в условиях конкурс ВНИМАНИЕ: Необходимо ознакомиться&nbsp;с правилами пропускного режима, размещенного во вкладке ""Документы"". Затем во вкладке ""Анкета"" необходимо выбрать ""Ознакомлен"" и ""Сохранить Анкету"". После этого можно переходить к подаче предложения. &nbsp;"
828224;105699;ТехноНИКОЛЬ Дальний Восток;"Поставка ТМЦ для проведения сервисного обслуживания компрессоров GA132VSD APF263844; GA160FF APF188742 (id828224)";22.11.2023;"Общество с ограниченной ответственностью ""ТехноНИКОЛЬ Дальний Восток""";1;;+7914-176-14-62;golovachyov@tn.ru;Комментарий: Контакное лицо: Головачёв Алексей Инженер по учету энергоресурсов ПП Хабаровск (Корпорация ТехноНИКОЛЬ) тел: +7914-176-14-62 e-mail: golovachyov@tn.ru Требуемые условия оплаты - 100% факт. Особые требования к качеству товара - описано в ТЗ. Особые требования к предоставлению документов - ЭДО. Сертификат соответствия,паспорт качества - требуется. Требования к форме контракта - по форме покупателя. Данный запрос предложений не является торгами или публичным конкурсом в понимании ст. 447-449,1057-1061 ГК РФ. Все действия до момента подписания договора с победителем конкурса считаются преддоговорной работой и не накладывают на организатора обязательств, превышающих перечисленные в условиях конкурса.
828069;350386;Филиал РУСАЛ Братск в г. Шелехов;Масло комп.BOGE Syprem 8000S (аналог для винтовых компрессоров) (id824853) (2-й этап торгов) (id828069);21.11.2023;Филиал публичного акционерного общества РУСАЛ Братский алюминиевый завод в г. Шелехов;;;;;"Комментарий: Данный тендер открыт как 2-й этап торгов к тендеру Масло комп.BOGE Syprem 8000S (аналог для винтовых компрессоров) (id824853) В Вашем коммерческом предложении прошу указать: - цену товара без НДС с учетом затрат на доставку до места поставки; - условия оплаты ( прошу предоставить максимальную отсрочку платежа, по возможности до 30/60 календарных дней от даты поставки); - возможность расчетов собственными векселями предприятий РУСАЛа, на условиях передачи векселя в день наступления обязательств по оплате; - срок действия Вашего предложения. Сертификат соответствия,паспорт качества - требуется. Требования к форме контракта - по форме покупателя. Документация о закупке представляет собой приглашение, адресованное неопределенному кругу лиц, выступить с предложениями по закупочной процедуре. Процедура конкурентного отбора или ценового отбора не является конкурсом либо аукционом на право заключить договор, не регулируется статьями 447-449 части первой ГК РФ. Эта процедура также не является публичным конкурсом и не регулируется статьями 1057-1061 части второй ГК РФ. Таким образом, проведение конкурентного отбора или ценового отбора не накладывает на заказчика соответствующего объема гражданско-правовых обязательств по обязательному заключению договора с победителем или иным участником"
828010;210033;ПАО Группа Черкизово;"Приобретение Шкива компрессора, Лев-Толстовский район, п. Лев Толстой, ул. Совхозная, д.2 ООО ""ЧЕРКИЗОВО-СВИНОВОДСТВО"" (id828010)";20.11.2023;Публичное акционерное общество Группа Черкизово;;;;ol.v.bykova@cherkizovo.com;"Комментарий: Особые требования к качеству товара: Требования к предоставлению документов для проверки контрагента: Карточка предприятия Свидетельство ИНН Свидетельство ОГРН Договор аренды по юр. адресу контрагента или свидетельство о собственности Декларация по налогу на прибыль за последний отчетный период с квитанцией о приеме (если применимо) Декларация по НДС за последний отчетный период с квитанцией о приеме (если применимо) Декларация по УСН (если применимо) Сведения о среднесписочной численности за последний отчетный период с квитанцией о приеме Справка об исполнении налогоплательщиком обязанности по уплате налогов, сборов, страховых взносов, пеней, штрафов, процентов, либо Справка о наличии на дату формирования справки положительного, отрицательного или нулевого сальдо единого налогового счета налогоплательщика, плательщика сбора, плательщика страховых взносов или налогового агента (при наличии задолженностей), сроком давности не более 1 месяца (в случае отсутствия согласия на обработку персональных данных, сведения необходимо скрыть) Сведения по форме СЗВ-М, предоставляемые в ПФР, за последний отчетный период с подтверждением об их принятии, либо Протокол проверки отчетности СЗВ-М с указанием в нем количества застрахованных лиц за последний отчетный период (до 27.02.2023г.); Персонифицированные сведения о физических лицах, предоставляемые в ИФНС с подтверждением об их принятии или Сведения для ведения индивидуального (персонифицированного) учета и сведения о начисленных страховых взносах на обязательное социальное страхование от несчастных случаев на производстве и профессиональных заболеваний (ЕФС-1), предоставляемые в СФР, с подтверждением об их принятии (начиная с 27.02.2023г.) (в случае отсутствия согласия на обработку персональных данных, сведения необходимо скрыть) Бухгалтерский баланс, отчет о финансовых результатах за последний отчетный год с квитанцией о приеме документов налоговым органом. Документы, подтверждающие наличие в собственности транспор"
