fajl;zakupka;dokument;tip;bajt;stranic;znakov;otkaz;skan_ili_pusto;sha256;kopiya_ot;ocr_stranic_obrezano
eis_f_32515073594_16.bin;32515073594;ПД.part1.rar;отказ;142;0;0;1;;ebe8b1cc2176f246;;
eis_f_32515073594_15.bin;32515073594;Извещение 0408.docx;docx;78765;0;7341;;;6d2bfa840d0a87c6;;
eis_f_32515073594_14.bin;32515073594;ч. IV Проект договора.docx;docx;545873;0;545445;;;f12da2c723d36cab;;
eis_f_32515073594_13.bin;32515073594;Протокол  1.docx;docx;33452;0;1841;;;efb05a98f1b43620;;
eis_f_32515073594_11.bin;32515073594;Части I-III 0408.docx;docx;147715;0;148923;;;29df816cd16a5481;;
eis_f_32515073594_10.bin;32515073594;ПД.part3.rar;rar;2832986;0;63;;1;738dccaa95f313e4;eis_f_32515073594_4.bin;
eis_f_32515070735_3.bin;32515070735;Протокол 1_3562523.docx;docx;40193;0;8047;;;e839a8fb175f8dcd;;
eis_f_32515070735_2.bin;32515070735;Протокол 1_3562523.pdf;pdf;1772913;0;87;;1;2ea265583e39ff04;;
eis_f_32515070735_1.bin;32515070735;Извещение_МСП.zip;архив(7);295298;0;268056;;;990a6859cdcdfefe;;
eis_f_32515069727_9.bin;32515069727;219435_1_Уведомление_о_разъяснениях.docx;docx;167102;0;2544;;;131e6f4c8503e8e6;;
eis_f_32515069727_8.bin;32515069727;219435_3_Уведомление_о_разъяснениях.docx;docx;165966;0;1191;;;6e5315b5f152e224;;
eis_f_32515069727_7.bin;32515069727;219435_2_Уведомление_о_разъяснениях.docx;docx;165981;0;1143;;;f212fc43009aa692;;
eis_f_32515069727_6.bin;32515069727;219435_Уведомление_о_продлении.docx;отказ;142;0;0;1;;20b02d408efbe70b;;
eis_f_32515069727_5.bin;32515069727;219435_ЗД_сайт.zip;отказ;142;0;0;1;;5caba97a8699c9a7;;
eis_f_32515069727_4.bin;32515069727;219435_Уведомление_о_продлении_2.docx;отказ;142;0;0;1;;4a4d3ad40bd7875e;;
eis_f_32515069727_3.bin;32515069727;219435_Уведомление_о_продлении.docx;docx;304686;0;1791;;;b2cb8e12f76a389d;;
eis_f_32515069727_2.bin;32515069727;219435_ЗД_сайт.zip;архив(9);2234781;0;408500;;;764b7173e15f9d75;;
eis_f_32515069727_11.bin;32515069727;219435_ПВК_сайт.zip;архив(2);293542;0;200736;;;0eac1001edebdfea;;
eis_f_32515069727_10.bin;32515069727;219435_ПВП_сайт.zip;архив(3);457323;0;208851;;;5c796340a708d7b2;;
eis_f_32515069727_1.bin;32515069727;219435_ЗД_сайт.zip;архив(9);2234781;0;408500;;;764b7173e15f9d75;eis_f_32515069727_2.bin;
eis_f_32515069505_9.bin;32515069505;2-3560086 Протокол_рассм._2-х_частей.docx;docx;39283;0;3724;;;cde8d288122ca4ce;;
eis_f_32515069505_8.bin;32515069505;Протокол_подачи_дополнительных_ценовых_предложений_конкурса_МСП_(системный).docx;docx;18702;0;1636;;;5ba0c6ebe940deca;;
eis_f_32515069505_7.bin;32515069505;1-3560086 Протокол_рассм._1-х_частей.docx;docx;37717;0;2973;;;10a9a32de42957d1;;
eis_f_32515069505_6.bin;32515069505;1-3560086 Протокол_рассм._1-х_частей.docx;docx;37736;0;3108;;;68b4db7c9f951ea9;;
eis_f_32515069505_5.bin;32515069505;V.ТЕХНИЧЕСКАЯ ЧАСТЬ.docx;docx;59261;0;71170;;;bcd2eb941afb06c7;;
eis_f_32515069505_4.bin;32515069505;Документация о закупке (К МСП).docx;docx;130142;0;123008;;;f81cfc528962566d;;
eis_f_32515069505_3.bin;32515069505;VI.ОБОСНОВАНИЕ НАЧАЛЬНОЙ (МАКСИМАЛЬНОЙ) ЦЕНЫ ДОГОВОРА.zip;архив(3);72426;0;24179;;;200801b658bbb821;;
eis_f_32515069505_2.bin;32515069505;IV.ПРОЕКТ ДОГОВОРА.docx;docx;204891;0;164470;;;69bc015de470dc9b;;
eis_f_32515069505_10.bin;32515069505;Итоговый протокол.docx;docx;43146;0;5019;;;f061044bd4c21c3d;;
eis_f_32515069505_1.bin;32515069505;Извещение_К МСП.docx;docx;35305;0;7322;;;05bc125b5fd9b215;;
eis_f_32515068208_3.bin;32515068208;0175-ОР-25-2_32515068208_ итоги.doc;doc/xls;149504;0;149094;;;7799ecc33f94964e;;
eis_f_32515068208_2.bin;32515068208;0175-ОР-25-1_32515068208_общая часть.doc;doc/xls;118784;0;118566;;;0cd335365eb93e06;;
eis_f_32515068208_1.bin;32515068208;Документация_СМР_ТП_16160_ООО Скобяные изделия.7z;7z(7);1983320;0;1482481;;;96cfa425d8e37bff;;
eis_f_32515066572_9.bin;32515066572;Протокол 1_3558737.pdf;pdf-ocr;609957;2;2002;;;60b6402e1cc460ec;;
eis_f_32515066572_8.bin;32515066572;Протокол 2_3558737.pdf;pdf-ocr;699938;2;2389;;;80ccfd4c5f55de8b;;
eis_f_32515066572_7.bin;32515066572;Протокол 3_3558737.pdf;pdf;1185991;0;87;;1;73a397e4c9702336;;
eis_f_32515066572_6.bin;32515066572;Извещение.docx;docx;36362;0;6267;;;70404cf1058e1b24;;
eis_f_32515066572_5.bin;32515066572;ЗД_ч. 1-3.docx;docx;149183;0;114883;;;0c1f7c6360ae9627;;
eis_f_32515066572_4.bin;32515066572;Проект_договора.docx;docx;137745;0;167159;;;6df0274c3a963205;;
eis_f_32515066572_3.bin;32515066572;ТЗ Покос КГПС 2025.docx;docx;24891;0;6962;;;26ccc830f6f097da;;
eis_f_32515066572_2.bin;32515066572;Обоснование начальной цены покос ТКР.DOCX;docx;14202;0;1077;;;59f9fed25cfccdf7;;
eis_f_32515066572_1.bin;32515066572;Расчёт НМЦД.xlsx;xlsx;15043;0;2191;;;9f3e328723199ff4;;
eis_f_32515065526_8.bin;32515065526;219427_ПП2.zip;архив(2);277517;0;4671;;;bba68a3b57d8d50b;;
eis_f_32515065526_7.bin;32515065526;219427_ПВП.zip;архив(3);408435;0;9099;;;d21349fd1042ffaf;;
eis_f_32515065526_6.bin;32515065526;219427_ПП.zip;архив(2);331262;0;4390;;;b4f8850df5cb504c;;
eis_f_32515065526_5.bin;32515065526;219427_ППР2.zip;архив(3);421467;0;7399;;;152cf944bffe6a02;;
eis_f_32515065526_4.bin;32515065526;219427_ПВК.zip;архив(2);338405;0;2968;;;c3b894afae725ed4;;
eis_f_32515065526_3.bin;32515065526;219427_ППР.zip;архив(3);428959;0;9848;;;ffe36582c46de912;;
eis_f_32515065526_2.bin;32515065526;219427_Уведомление_о_разъяснении_1_.docx;docx;159300;0;1680;;;a56d236e5fb155d3;;
eis_f_32515063424_2.bin;32515063424;1-3559487 Итог.doc;doc/xls;107520;0;107302;;;cc5d27d4640b63eb;;
eis_f_32515063424_1.bin;32515063424;ЗД.zip;архив(6);887021;0;552187;;;22d6f6293b723949;;
eis_f_32515062753_5.bin;32515062753;0191-КО-25-1_32515062753_1 часть.doc;doc/xls;122368;0;121958;;;5634adc9214fabae;;
eis_f_32515062753_4.bin;32515062753;0191-КО-25-2_32515062753_2 часть.doc;doc/xls;132608;0;132198;;;4deb977df9b8d523;;
eis_f_32515062753_3.bin;32515062753;0191-КО-25-3_32515062753_итоги.doc;doc/xls;159232;0;158822;;;5a82816c07651995;;
eis_f_32515062753_2.bin;32515062753;32515062753_Уведомление об изменении №1.7z;7z(14);8315328;0;1285520;;;0c177d728025835c;;
eis_f_32515062753_1.bin;32515062753;Документация.7z;7z(13);8298558;0;1281926;;;64ec1a51618f161d;;
eis_f_32515057805_9.bin;32515057805;260-ИА-25-П3_ Протокол О ВНЕСЕНИИ ИЗМЕНЕНИЙ.docx;docx;61936;0;9942;;;2f475f8c3dd1d39e;;
eis_f_32515057805_8.bin;32515057805;260-ИА-25-П2_ Протокол О ВНЕСЕНИИ ИЗМЕНЕНИЙ.docx;docx;62217;0;9942;;;26404b57ee1fe92c;;
eis_f_32515057805_7.bin;32515057805;32515057805_Уведомление об изменении №2.rar;rar(11);23163268;0;2097074;;;88857f7e0a3701db;;
eis_f_32515057805_6.bin;32515057805;260-ИА-25-П1_ Протокол О ВНЕСЕНИИ ИЗМЕНЕНИЙ.doc;doc/xls;118272;0;117862;;;44708d736bad7103;;
eis_f_32515057805_4.bin;32515057805;260-ИА-25-П1_ Протокол О ВНЕСЕНИИ ИЗМЕНЕНИЙ.doc;doc/xls;118272;0;117862;;;44708d736bad7103;eis_f_32515057805_6.bin;
eis_f_32515057805_27.bin;32515057805;260-ИА-25-1 Протокол заседания - 1 часть Заявок.doc;doc/xls;142848;0;142438;;;a7ef6cd7c63648d8;;
eis_f_32515057805_26.bin;32515057805;260-ИА-25-2 Протокол заседания - 2 часть заявок.docx;docx;63376;0;10658;;;8ae72eac027da600;;
eis_f_32515057805_25.bin;32515057805;2025-09-12_32515057805_МСП_К_ПротоколСопоставления.doc;doc/xls;40448;0;40440;;;3d715d7281d0bcda;;
eis_f_32515057805_24.bin;32515057805;260-ИА-25-3  Протокол заседания - 3 ценовые Заявки.docx;docx;73920;0;21233;;;f19374bd6d4ca2b0;;
eis_f_32515057805_23.bin;32515057805;2025-08-05_32515057805_ОК_РазъяснЗакДок.doc;doc/xls;33792;0;33784;;;ef6aeee45a481817;;
eis_f_32515057805_22.bin;32515057805;2025-08-05_32515057805_ОК_РазъяснЗакДок.doc;doc/xls;33792;0;33784;;;742da27c6fc2d253;;
eis_f_32515057805_21.bin;32515057805;2025-08-05_32515057805_ОК_РазъяснЗакДок.doc;doc/xls;35328;0;35320;;;355df53b8e687f11;;
eis_f_32515057805_20.bin;32515057805;2025-07-30_32515057805_ОК_РазъяснЗакДок.doc;doc/xls;34304;0;34296;;;f450c438aba5e809;;
eis_f_32515057805_2.bin;32515057805;32515057805_Уведомление об изменении №1.rar;rar;19765246;0;68;;1;3657d524f01d7d54;;
eis_f_32515057805_19.bin;32515057805;2025-08-14_32515057805_ОК_РазъяснЗакДок.doc;doc/xls;34304;0;34296;;;21a6cb1da4be9795;;
eis_f_32515057805_18.bin;32515057805;2025-08-14_32515057805_ОК_РазъяснЗакДок.doc;doc/xls;34304;0;34296;;;03ba28ca6e46a79f;;
eis_f_32515057805_17.bin;32515057805;260-ИА-25-П2_ Протокол О ВНЕСЕНИИ ИЗМЕНЕНИЙ.docx;docx;62217;0;9942;;;26404b57ee1fe92c;eis_f_32515057805_8.bin;
eis_f_32515057805_16.bin;32515057805;260-ИА-25-П3_ Протокол О ВНЕСЕНИИ ИЗМЕНЕНИЙ.docx;docx;61936;0;9942;;;2f475f8c3dd1d39e;eis_f_32515057805_9.bin;
eis_f_32515057805_15.bin;32515057805;260-ИА-25-П4_ Протокол О ВНЕСЕНИИ ИЗМЕНЕНИЙ.docx;docx;62626;0;9942;;;d9aedee356fbcc87;;
eis_f_32515057805_13.bin;32515057805;260-ИА-25-П1_ Протокол О ВНЕСЕНИИ ИЗМЕНЕНИЙ.doc;doc/xls;118272;0;117862;;;44708d736bad7103;eis_f_32515057805_6.bin;
eis_f_32515057805_12.bin;32515057805;260-ИА-25-П2_ Протокол О ВНЕСЕНИИ ИЗМЕНЕНИЙ.docx;docx;62217;0;9942;;;26404b57ee1fe92c;eis_f_32515057805_8.bin;
eis_f_32515057805_10.bin;32515057805;260-ИА-25-П1_ Протокол О ВНЕСЕНИИ ИЗМЕНЕНИЙ.doc;doc/xls;118272;0;117862;;;44708d736bad7103;eis_f_32515057805_6.bin;
eis_f_32515057805_1.bin;32515057805;КЭФ-МСП, РИСЭ.rar;rar(10);19724178;0;1063567;;;79f6bab42a179c8b;;
eis_f_32515056440_9.bin;32515056440;219407_ОКП-ПВК.pdf;pdf;85247;1;1787;;;7dd0d64bf1df3b5e;;
eis_f_32515056440_8.bin;32515056440;219407_ОКП-ППР.zip;архив(2);307038;0;6553;;;a65d4ffa5d0c8bd6;;
eis_f_32515056440_7.bin;32515056440;219407_ОКП-ППР.zip;архив(2);308768;0;6612;;;a846cde7a01323d1;;
eis_f_32515056440_6.bin;32515056440;219407_ОКП-ПП.pdf;pdf;157743;2;2328;;;cd66265fb2959d23;;
eis_f_32515056440_5.bin;32515056440;219407_ОКП-ПВП.zip;архив(2);310742;0;7389;;;907beabb6138a739;;
eis_f_32515056440_4.bin;32515056440;219407_Уведомление о продлении срока 3.pdf;pdf;108050;1;1654;;;a643077daf5f009a;;
eis_f_32515056440_3.bin;32515056440;219407_Уведомление о продлении срока 2.pdf;pdf;108074;1;1652;;;708c4b156a3a809c;;
eis_f_32515056440_2.bin;32515056440;219407_Уведомление о внесении изменений.zip;архив(2);123519;0;11164;;;cbaf43c94728ac2e;;
eis_f_32515056440_1.bin;32515056440;219407_Закупочная документация.zip;архив(11);3948754;0;755741;;;8352f1208c0f22de;;
eis_f_32515037899_5.bin;32515037899;ПВК_219368_на_сайт.rar;rar(2);212577;0;197563;;;508721c6d639efc2;;
eis_f_32515037899_4.bin;32515037899;ПН_219368_сайт.zip;архив(3);374894;0;209151;;;47f67fe958f8d445;;
eis_f_32515037899_2.bin;32515037899;219368_Уведомление_о_продлении_срока_01.docx;docx;168265;0;2083;;;dfea75c14a7f3bb0;;
eis_f_32515037899_1.bin;32515037899;219368_ЗД.zip;архив(6);29483623;0;1174257;;;8e54e3d804e2507c;;
eis_f_32515030398_9.bin;32515030398;Приложение № 10 к ДоЗ_Форма заявки на аккредитацию.rar;rar(3);140420;0;143216;;;a35520c17ef6c6f4;;
eis_f_32515030398_8.bin;32515030398;ДоЗ Запрос предложений.docx;docx;348925;0;148220;;;351f7942dab6df28;;
eis_f_32515030398_7.bin;32515030398;Приложение № 1 к ДоЗ - ТТ.docx;docx;157015;0;82452;;;5e53fcfe74fa7ad2;;
eis_f_32515030398_6.bin;32515030398;Приложение №3 к ТТ- Перечень материалов для работ на общежитии.xlsx;xlsx;46716;0;75634;;;10b5e25288c5cdc5;;
eis_f_32515030398_5.bin;32515030398;Приложение №5 к ТТ-Ведомость объемов работ на общежитии.xlsx;xlsx;21983;0;8844;;;97e77cae362e4516;;
eis_f_32515030398_4.bin;32515030398;Приложение № 9 к ДоЗ Обоснование НМЦ.docx;docx;28405;0;2338;;;14360a68202f2b01;;
eis_f_32515030398_32.bin;32515030398;Протокол ЗК_ИТОГИ_11.08.2025.pdf;pdf;180407;4;6427;;;232fff19dd23e677;;
eis_f_32515030398_31.bin;32515030398;Протокол вскрытия конвертов с заявками участников (ЭФ)_Ядрина А. И._31.07.2025.pdf;pdf;150658;2;2165;;;4e2d0cb053fa5691;;
eis_f_32515030398_30.bin;32515030398;Разъяснение №1-ответ.pdf;pdf;163142;1;1175;;;5467b1241e217492;;
eis_f_32515030398_3.bin;32515030398;Требования к участникам закупки.docx;docx;22029;0;2430;;;2e204a4bfac0b4ec;;
eis_f_32515030398_29.bin;32515030398;Приложение № 1 к ДоЗ - ТТ.docx;docx;157015;0;82452;;;5e53fcfe74fa7ad2;eis_f_32515030398_7.bin;
eis_f_32515030398_28.bin;32515030398;Приложение № 2 к ДоЗ - ПД.docx;docx;151294;0;101991;;;ad9430dd0629fcfe;;
eis_f_32515030398_27.bin;32515030398;Приложение №5 к ТТ-Ведомость объемов работ на общежитии.xlsx;xlsx;21983;0;8844;;;97e77cae362e4516;eis_f_32515030398_5.bin;
eis_f_32515030398_26.bin;32515030398;Критерии оценки.docx;docx;30744;0;7505;;;dce27984f6defd6c;;
eis_f_32515030398_25.bin;32515030398;Приложение №4 к ТТ- Перечень материалов для работ на столовой.xlsx;xlsx;45755;0;58293;;;3ab31e7bd407f108;;
eis_f_32515030398_24.bin;32515030398;Приложение №3 к ТТ- Перечень материалов для работ на общежитии.xlsx;xlsx;46716;0;75634;;;10b5e25288c5cdc5;eis_f_32515030398_6.bin;
eis_f_32515030398_23.bin;32515030398;Приложение № 10 к ДоЗ_Форма заявки на аккредитацию.rar;rar(3);140420;0;143216;;;a35520c17ef6c6f4;eis_f_32515030398_9.bin;
eis_f_32515030398_22.bin;32515030398;Форма Коммерческого предложения и Структуры НМЦ.xlsx;xlsx;18685;0;2296;;;30052f90a823f64a;;
eis_f_32515030398_21.bin;32515030398;Приложение №1 к ТТ-Рабочая документация.7z;7z(2);25211452;0;186585;;;118e4ea6cdad60a1;;
eis_f_32515030398_20.bin;32515030398;ДоЗ Запрос предложений ред. от 23.07.25.docx;docx;350072;0;148220;;;0392748ea53f8a8d;;
eis_f_32515030398_19.bin;32515030398;Требования к участникам закупки.docx;docx;22029;0;2430;;;2e204a4bfac0b4ec;eis_f_32515030398_3.bin;
eis_f_32515030398_18.bin;32515030398;Уведомление о внесении изменений от 23.07.2025.docx;docx;35280;0;3233;;;8a8ec7552cd6176a;;
eis_f_32515030398_17.bin;32515030398;ВНИМАНИЕ УЧАСТНИКАМ ЗАКУПОК.docx;docx;15925;0;1762;;;c0bc89d8073573bd;;
eis_f_32515030398_16.bin;32515030398;Приложение № 4 к ДоЗ - Формы документов заявки (любой участник).docx;docx;61990;0;26044;;;3378bf888d724716;;
eis_f_32515030398_15.bin;32515030398;Приложение № 9 к ДоЗ Обоснование НМЦ.docx;docx;28405;0;2338;;;14360a68202f2b01;eis_f_32515030398_4.bin;
eis_f_32515030398_14.bin;32515030398;Критерии оценки.docx;docx;30744;0;7505;;;dce27984f6defd6c;eis_f_32515030398_26.bin;
eis_f_32515030398_13.bin;32515030398;Приложение № 4 к ДоЗ - Формы документов заявки (любой участник).docx;docx;61990;0;26044;;;3378bf888d724716;eis_f_32515030398_16.bin;
eis_f_32515030398_12.bin;32515030398;ВНИМАНИЕ УЧАСТНИКАМ ЗАКУПОК.docx;docx;15925;0;1762;;;c0bc89d8073573bd;eis_f_32515030398_17.bin;
eis_f_32515030398_11.bin;32515030398;Форма Коммерческого предложения и Структуры НМЦ.xlsx;xlsx;18685;0;2296;;;30052f90a823f64a;eis_f_32515030398_22.bin;
eis_f_32515030398_10.bin;32515030398;Приложение №4 к ТТ- Перечень материалов для работ на столовой.xlsx;xlsx;45755;0;58293;;;3ab31e7bd407f108;eis_f_32515030398_25.bin;
eis_f_32515030398_1.bin;32515030398;Приложение № 2 к ДоЗ - ПД.docx;docx;151294;0;101991;;;ad9430dd0629fcfe;eis_f_32515030398_28.bin;
eis_f_32515025599_6.bin;32515025599;219359_ПВП_сайт.zip;архив(3);471364;0;213896;;;1e93c9755a0e6175;;
eis_f_32515025599_5.bin;32515025599;3c307de8-9712-4c46-98fd-dab34a0fc5ea.docx;docx;10164;0;2167;;;856abff008ac0f02;;
eis_f_32515025599_4.bin;32515025599;219359_П2Ч_сайт.zip;архив(3);466376;0;213953;;;a178fcde88b0043a;;
eis_f_32515025599_3.bin;32515025599;219359_П1Ч_сайт.zip;архив(3);464204;0;213875;;;e58323ca65fe4b9a;;
eis_f_32515025599_2.bin;32515025599;1_Уведомление о разъяснении_219359.docx;docx;159027;0;1249;;;079710557cc8b747;;
eis_f_32515025599_1.bin;32515025599;219359_ЗД.zip;архив(8);1990548;0;360802;;;eca2b309e37f52f8;;
eis_f_32515014163_9.bin;32515014163;219349_ПП_на_сайт.7z;7z(2);293126;0;207012;;;fc73a70d16e6935c;;
eis_f_32515014163_8.bin;32515014163;219349_ПВК.7z;7z(2);286456;0;193765;;;69b01017ea808379;;
eis_f_32515014163_7.bin;32515014163;219349_Уведомление_о_продлении-2.docx;docx;57794;0;1327;;;b6157c3978d8747d;;
eis_f_32515014163_5.bin;32515014163;219349_Уведомление_о_продлении.docx;docx;57749;0;1321;;;b01ca5cc51d70349;;
eis_f_32515014163_4.bin;32515014163;219349_Уведомление_о_продлении-2.docx;docx;57794;0;1327;;;b6157c3978d8747d;eis_f_32515014163_7.bin;
eis_f_32515014163_3.bin;32515014163;219349_ЗД.7z;7z(7);21168718;0;871442;;;51d2790f143e47db;;
eis_f_32515014163_2.bin;32515014163;219349_Уведомление_о_продлении.docx;docx;57749;0;1321;;;b01ca5cc51d70349;eis_f_32515014163_5.bin;
eis_f_32515014163_11.bin;32515014163;219349_ПВП_на_сайт.7z;7z(3);450154;0;209961;;;b121eb771d3ceabd;;
eis_f_32515014163_10.bin;32515014163;219349_ППР_на_сайт.7z;7z(3);448585;0;212657;;;db9569be73198fb6;;
eis_f_32515009687_9.bin;32515009687;219336 Протокол 1-х частей на сайт.zip;архив(3);374866;0;218660;;;ff9febfac4c895d5;;
eis_f_32515009687_8.bin;32515009687;219336 Протокол 2-х частей на сайт.7z;7z(3);420443;0;218651;;;4cf25224997de79b;;
eis_f_32515009687_7.bin;32515009687;Ответ_32515009687.docx;docx;7890;0;455;;;ee53a212c91c1ecf;;
eis_f_32515009687_6.bin;32515009687;219336_Уведомление о разъяснениях на сайт.zip;архив(2);373459;0;2983;;;a5bd387d2964ea59;;
eis_f_32515009687_5.bin;32515009687;219336_Уведомление о разъяснениях на сайт.zip;архив(2);373459;0;2983;;;a5bd387d2964ea59;eis_f_32515009687_6.bin;
eis_f_32515009687_4.bin;32515009687;Ответ_32515009687.docx;docx;7890;0;455;;;ee53a212c91c1ecf;eis_f_32515009687_7.bin;
eis_f_32515009687_3.bin;32515009687;219336_2_Уведомление о продлении срока.zip;архив(2);357387;0;6314;;;167476763226b68b;;
eis_f_32515009687_2.bin;32515009687;219336_Уведомление о продлении срока (1).zip;архив(2);266884;0;6685;;;a5fe5ca688a43c3d;;
eis_f_32515009687_11.bin;32515009687;f13a3b8a-6485-449d-92e2-62f0c2ca110d.docx;docx;10363;0;3032;;;21bce0b58bd304df;;
eis_f_32515009687_10.bin;32515009687;219336 ПВП на сайт.zip;архив(3);393703;0;218356;;;03f8c61994a3f6f1;;
eis_f_32515009687_1.bin;32515009687;219336 ЗД МСП Конкурс свыше 5 млн_ПУБЛИКАЦИЯ.zip;архив(6);4160764;0;470139;;;abf26f2250a3a44b;;
eis_f_32515001727_9.bin;32515001727;Текст_запроса.rtf;rtf;2953;0;2947;;;0538482458d33f8b;;
eis_f_32515001727_8.bin;32515001727;Текст_разъяснения.rtf;rtf;3332;0;3326;;;b751d3c9e2822a07;;
eis_f_32515001727_7.bin;32515001727;Текст_разъяснения.rtf;rtf;3337;0;3331;;;fce7db15c4c86c5a;;
eis_f_32515001727_6.bin;32515001727;Текст_запроса.rtf;rtf;2979;0;2973;;;ebb062a360fed4f7;;
eis_f_32515001727_5.bin;32515001727;Ответ_на_запрос_№61496.docx;docx;16319;0;2255;;;14742d8e6dc81d97;;
eis_f_32515001727_4.bin;32515001727;Текст_разъяснения.rtf;rtf;3517;0;3511;;;afbf78ee3b549650;;
eis_f_32515001727_30.bin;32515001727;_Протокол_рассмотрения_заявок_на_участие_в_запросе_предложений_32515001727.docx;docx;29391;0;1380;;;79f108c6a51b0ea7;;
eis_f_32515001727_3.bin;32515001727;Текст_запроса.rtf;rtf;2838;0;2832;;;c51acac0b9f647ab;;
eis_f_32515001727_29.bin;32515001727;_Протокол_рассмотрения_заявок_на_участие_в_запросе_предложений_32515001727.docx;docx;31622;0;3649;;;e376f0673f4c8feb;;
eis_f_32515001727_28.bin;32515001727;304.pdf;pdf;497859;8;17894;;;1422ee56143c182f;;
eis_f_32515001727_27.bin;32515001727;_Протокол_рассмотрения_заявок_на_участие_в_запросе_предложений_32515001727.docx;docx;32517;0;4373;;;48c23efabd7e0e31;;
eis_f_32515001727_26.bin;32515001727;_Протокол_рассмотрения_заявок_на_участие_в_запросе_предложений_32515001727.docx;docx;31464;0;3828;;;98abd79e5861a38c;;
eis_f_32515001727_25.bin;32515001727;АКТ_рассмотрения.docx;docx;11437;0;211;;;14a164fdd5836b51;;
eis_f_32515001727_24.bin;32515001727;Текст_разъяснения.rtf;rtf;4244;0;4238;;;c113619dceb283f9;;
eis_f_32515001727_23.bin;32515001727;Приложение_07_форма_5_тендерная_гарантия.docx;docx;17120;0;1551;;;bf88bea833996c0e;;
eis_f_32515001727_22.bin;32515001727;Текст_запроса.rtf;rtf;2935;0;2929;;;9749ebb55aa4b16e;;
eis_f_32515001727_21.bin;32515001727;Текст_запроса.rtf;rtf;2724;0;2718;;;4c51bc5674a44082;;
eis_f_32515001727_20.bin;32515001727;Текст_разъяснения.rtf;rtf;3103;0;3097;;;27fafd6e79769f9e;;
eis_f_32515001727_19.bin;32515001727;Текст_запроса.rtf;rtf;3079;0;3073;;;6cb413c3996fc351;;
eis_f_32515001727_18.bin;32515001727;Текст_разъяснения.rtf;rtf;3458;0;3452;;;cafb33df6619582f;;
eis_f_32515001727_17.bin;32515001727;Текст_запроса.rtf;rtf;2847;0;2841;;;eedd03764d021fe4;;
eis_f_32515001727_16.bin;32515001727;Текст_разъяснения.rtf;rtf;2972;0;2966;;;0e035a1c92d6381a;;
eis_f_32515001727_15.bin;32515001727;Текст_разъяснения.rtf;rtf;2973;0;2967;;;3a4b387ff81dbb3d;;
eis_f_32515001727_14.bin;32515001727;Текст_запроса.rtf;rtf;2594;0;2588;;;3af965e479599ce5;;
eis_f_32515001727_13.bin;32515001727;Текст_разъяснения.rtf;rtf;3219;0;3213;;;9a4c6cba8e3f374c;;
eis_f_32515001727_12.bin;32515001727;Текст_запроса.rtf;rtf;2840;0;2834;;;cf85a078a9ea800d;;
eis_f_32515001727_11.bin;32515001727;Текст_разъяснения.rtf;rtf;4176;0;4170;;;a66800534331404b;;
eis_f_32515001727_10.bin;32515001727;Ответ_на_запрос_№61375_от_03.07.2025.RTF;rtf;3333133;0;3333129;;;0800561085909456;;
eis_f_32515001727_1.bin;32515001727;ВЗП-250618-80.zip;архив(29);20129835;0;1030100;;;de84ffdc682d0295;;
eis_f_32514984421_4.bin;32514984421;219283_ПН_на_сайт.zip;архив(2);291967;0;191165;;;b011a235fa95474e;;
eis_f_32514984421_2.bin;32514984421;219283_Уведомление_о_продлении-1.docx;docx;167296;0;2258;;;8fc2fd536a04a7b7;;
eis_f_32514975000_7.bin;32514975000;Протокол_рассмотрения.docx;docx;27180;0;187;;1;a1216bd04eca489b;;
eis_f_32514975000_6.bin;32514975000;Протокол_рассмотрения_заявок_на_участие_в_запросе_предложений_32514975000.docx;docx;31423;0;3676;;;f3544d49bf9658c3;;
eis_f_32514975000_5.bin;32514975000;261.pdf;pdf;355453;5;11378;;;d1df3c73e1f3d0e1;;
eis_f_32514975000_4.bin;32514975000;Текст_запроса.rtf;rtf;3426;0;3420;;;4129f4b148c60335;;
eis_f_32514975000_3.bin;32514975000;Текст_разъяснения.rtf;rtf;4544;0;4538;;;561a5b50f77c80c5;;
eis_f_32514975000_2.bin;32514975000;Документ_Microsoft_Word.docx;docx;11348;0;225;;;ac13bdda4017f073;;
eis_f_32514975000_1.bin;32514975000;Док-ты_закупки_ДСИЗ.7z;7z(21);5407386;0;527989;;;4e5e93cb88e87eb8;;
eis_f_32514974607_5.bin;32514974607;219263_ППР_сайт.rar;rar;540341;0;87;;1;b31a1740c69c4dae;;
eis_f_32514974607_4.bin;32514974607;219263_ПВК_на_сайт.zip;архив(2);339088;0;2565;;;2dd440459ff7cba5;;
eis_f_32514974607_3.bin;32514974607;219263_ПВП_на_сайт.zip;архив(3);540889;0;8646;;;d958dacdceaa7ba2;;
eis_f_32514974607_2.bin;32514974607;219263_ПП_сайт.rar;rar(2);294707;0;208514;;;b51219efb578081a;;
eis_f_32514932098_5.bin;32514932098;Протокол_рассмотрения_первых_частей_по_конкурсу_32514932098.docx;docx;26806;0;2753;;;619bb3e4bbf0bfa2;;
eis_f_32514932098_4.bin;32514932098;Протокол_рассмотрения_вторых_частей_по_конкурсу_32514932098.docx;docx;26897;0;2991;;;b182ad8d9b656630;;
eis_f_32514932098_3.bin;32514932098;Протокол_подачи_ДЦП_32514932098_Лот_№1.docx;docx;25645;0;1736;;;42980a50c6efe989;;
eis_f_32514932098_2.bin;32514932098;241_от_03.07.25.pdf;pdf;317277;2;3310;;;9f1932e89a39abeb;;
