url;блок;тяжесть;цитата;почему;что_делать
/catalog/vozdushnye-kompressory/po-tipu/vintovye/elektricheskie_1/220-230/;5;ВНИМАНИЕ;Пусковой ток компрессора 5,5 кВт в однофазном исполнении может достигать 80-100 А, что требует кабеля от 16 мм² и автомата на 40-50 А.;Противоречит собственному FAQ той же страницы: 'Для машин от 4 кВт требуется выделенная линия с автоматом на 40-50 А, кабель от 10 мм²'. Номинал автомата совпадает, а сечение кабеля для одной и той же машины 5,5 кВт названо и 16 мм², и 10 мм². Для читателя это разница в цене монтажа и в допустимой нагрузке, и он не может понять, какое значение брать. Ни одна из цифр в досье не подтверждена: spravk;Свести к одному значению, привязав сечение к длине линии и номиналу автомата. Внести таблицу в spravka_kategorii, поскольку требования к электрике - главный практический вопрос этой страницы.
/catalog/vozdushnye-kompressory/po-tipu/vintovye/elektricheskie_1/220-230/;5;ВНИМАНИЕ;Выбор моделей на 380 В в разы шире, мощность доходит до сотен киловатт, давление до 13 бар.;Потолок давления трёхфазных машин назван равным 13 бар, тогда как в нашем же каталоге есть раздел /catalog/vozdushnye-kompressory/kompressory-15-bar/ на 440 позиций (по его досье там 'винтовой' 371, питание '380' 271), а в каннибализации соседних страниц фигурируют /po-tipu/vintovye/kompressory-25-bar/ и /po-tipu/vintovye/elektricheskie_1/kompressory-25-bar/. То есть статья занижает возможности со;Заменить на реальный потолок по каталогу и поставить ссылку на разделы 15 и 25 бар.
/catalog/vozdushnye-kompressory/po-tipu/vintovye/elektricheskie_1/220-230/;5;ВНИМАНИЕ;Производительность однофазных моделей Enger HJ: от 250 до 850 л/мин при рабочем давлении. Этого хватает для 1-2 краскопультов, шлифмашинки, гайковёрта или пескоструйного аппарата с соплом до 6 мм.;Пескоструй попал в один перечень с ручным инструментом, и норма расходится с другой нашей страницей на порядок. На /po-tipu/vintovye/dizelnye/25000-to-25000/ написано, что 25 000 л/мин обеспечивают 'пескоструйную обработку конструкций через 2-3 сопла параллельно', то есть по нашему же корпусу на одно сопло приходится порядка 8 000-12 000 л/мин. Здесь 850 л/мин объявлены достаточными для сопла 6 мм;Убрать пескоструй из перечня для однофазных машин либо указать диаметр сопла, который они реально тянут. Завести таблицу расхода по диаметрам сопла в spravka_kategorii и прогнать по ней весь корпус.
/catalog/vozdushnye-kompressory/po-tipu/vintovye/elektricheskie_1/220-230/;5;ПРОВЕРИТЬ;Однофазные модели дороже аналогичных трёхфазных на 15-25% из-за усложнённой обмотки двигателя.;Процент ничем не подтверждён (fakty_brenda и spravka_kategorii пусты), а рядом в той же статье стоит второй непроверяемый процент: 'Модели без VSD дешевле на 20-30%'. Последняя цифра к тому же становится четвёртой в корпусе для одного и того же вопроса о надбавке за частотник: на /remeza/ - 15-25 %, на /kompressory-6000-l-min/ - 15-25 %, на /po-moshchnosti/250-kvt/ - 25-35 %, здесь - 20-30 %.;"Определить одну подтверждённую вилку по прайсу и заменить во всём корпусе; надбавку за однофазное исполнение подтвердить отдельно или снять."
/catalog/vozdushnye-kompressory/po-tipu/vintovye/elektricheskie_1/220-230/;5;ПРОВЕРИТЬ;Модели без частотника проще по конструкции и дешевле, но работают в режиме нагрузка-холостой ход, потребляя до 30% мощности вхолостую.;Доля потребления на холостом ходу в досье не подтверждена. Это ключевой аргумент экономики частотника на всей странице, и он держится на одном числе без источника.;Подтвердить по паспортам Enger HJ или снять число, оставив качественное описание режима.
/catalog/vozdushnye-kompressory/po-tipu/vintovye/elektricheskie_1/220-230/;7;ВНИМАНИЕ;"kannibalizaciya: 'винтовой компрессор 220в', наш URL 11 показов / позиция 17,36; rivals: /catalog/vozdushnye-kompressory/voltage/220-v/ 26 показов / 12,88, /po-tipu/vintovye/ 15 показов / 29,0, /po-tipu/vintovye/dizelnye/220-to-220/ 3 показа / 14,67, /po-tipu/vintovye/elektricheskie_1/220-to-220/ 2 ";По одному запросу в выдаче пять наших URL, причём три из них про число 220 в другом значении (мощность в киловаттах и дизельная линейка). Страница по напряжению /voltage/220-v/ стоит выше и собирает вдвое больше показов, то есть Google уже выбрал её как главную по этому интенту.;Закрепить роли: /voltage/220-v/ - общее 220 В по всем типам, эта страница - винтовые 220 В, взаимные ссылки. В мете страниц с числом 220 в значении мощности обязательно писать 'кВт'.
/catalog/vozdushnye-kompressory/po-tipu/vintovye/elektricheskie_1/220-230/;4;ВНИМАНИЕ;Электрические винтовые компрессоры с питанием 220 В: подбор по мощности, давлению и производительности, КП и доставка по России.;Description не содержит ни одного числа: ни позиций (60), ни цены от (116 134 ₽ - самый низкий порог входа среди страниц батча), ни диапазона мощности (2,2-7,5 кВт), ни брендов. При этом ценовой запрос живой: 'компрессор винтовой воздушный электрический 220в цена' 10 показов, и по нему нас обгоняет родительский раздел. Итог: 346 показов, 0 кликов.;Переписать по корпусному шаблону (вариант в блоке 4) и добавить бытовой сценарий 'для мастерской и гаража', по которому страница уже стоит на 5,5 позиции.
/catalog/vozdushnye-kompressory/po-tipu/vintovye/elektricheskie_1/220-to-220/;5;ВНИМАНИЕ;Такая мощность обеспечивает производительность от 35 до 42 м³/мин при давлении 7-13 бар. ... Каждый бренд выпускает эту мощность в исполнениях на 7, 8, 10, 12, 13 и 16 бар.;Внутреннее противоречие в пределах одной статьи: первый абзац ограничивает линейку 13 барами, второй перечисляет исполнение на 16 бар. Прав второй: в razdel.primery_modeley есть 'Винтовой компрессор Enger BS-220DF 16'. Значит верхняя граница диапазона в первом абзаце занижена, и вместе с ней занижена привязка производительности: если исполнения на 16 бар существуют, то нижняя граница производитель;Привести диапазон к 7-16 бар в обоих местах и пересчитать нижнюю границу производительности по паспорту исполнения на 16 бар. 'Каждый бренд' заменить на перечисление, у кого какие исполнения.
/catalog/vozdushnye-kompressory/po-tipu/vintovye/elektricheskie_1/220-to-220/;5;ВНИМАНИЕ;В нашем каталоге 175 вариантов электрических винтовых компрессоров мощностью 220 кВт, разделённых по давлению и компоновке;В razdel.pozitsiy_v_vygruzke по этому разделу 180 позиций. Расхождение на пять позиций в меньшую сторону. Само по себе мелочь, но это уже третий случай в корпусе, когда число в тексте не совпадает с выгрузкой (на брендовой Remeza было 467 против 500), то есть источник числа для текста не тот же, что для каталога.;Свести все числа позиций к одному полю выгрузки и пересобрать. В qa_text.py добавить сверку: число рядом со словами 'вариантов', 'позиций', 'исполнений' должно совпадать с pozitsiy_v_vygruzke.
/catalog/vozdushnye-kompressory/po-tipu/vintovye/elektricheskie_1/220-to-220/;5;ВНИМАНИЕ;Давление берут по требованиям самого критичного потребителя в сети: пескоструйные аппараты и краскопульты требуют 6-7 бар, пневмоинструмент и автоматика работают на 8-10 бар, отдельные типы оборудования запрашивают 12-13 бар.;Шкала перевёрнута относительно остальных страниц корпуса. На /kompressory-7000-l-min/ написано 'Пескоструйные аппараты, некоторые окрасочные системы и пневмотранспорт могут требовать 13 бар', на брендовой /berg/ - 'Пескоструйное оборудование и некоторые пневмошлифмашины работают при 10-12 бар'. Здесь тот же пескоструй попал в нижнюю ступень 6-7 бар, ниже обычного пневмоинструмента. Одна и та же ка;Зафиксировать одну таблицу 'потребитель - требуемое давление' в spravka_kategorii и подставлять только её. До этого убрать из статьи конкретные цифры по пескострую.
/catalog/vozdushnye-kompressory/po-tipu/vintovye/elektricheskie_1/220-to-220/;5;ПРОВЕРИТЬ;Дополнительно проверяют натяжение ремней (для ременного привода), чистят радиатор охлаждения, контролируют уровень масла и состояние уплотнений.;В разделе ременного привода фактически нет: фасет 'прямой' даёт 168 позиций из 180, а 'ременный' не попадает даже в топ-30 фасетов, где нижняя граница равна 2. Ответ FAQ описывает обслуживание техники, которой на странице не продаётся. Это тот же класс дефекта, что и чужой бренд в блоке про поставку: кусок, не относящийся к содержимому раздела.;Убрать оговорку про ремни, заменить на то, что действительно нужно на 220 кВт: контроль перепада на сепараторе, состояние маслоохладителя, проверка предохранительного клапана.
/catalog/vozdushnye-kompressory/po-tipu/vintovye/elektricheskie_1/220-to-220/;7;КРИТИЧНО;"kannibalizaciya: 'компрессоры 220 квт' - наша страница 15 показов / позиция 5,4; rival /catalog/vozdushnye-kompressory/po-moshchnosti/220-kvt/ 13 показов / позиция 5,38";Два наших URL с двумя разными статьями про один и тот же товар стоят рядом на первой странице Google и делят кластер минимум из шести запросов ('компрессоры 220 квт', 'компрессоры 220 квт с прямым приводом', 'компрессор 220 квт с прямым приводом', 'компрессоры 220 квт китай', 'компрессоры 1 квт 220 в', 'компрессоры 2 квт 220 в'). Ни один из двух не берёт кликов. Обе страницы входят в этот же батч,;Назначить победителем /po-moshchnosti/220-kvt/ по общему запросу 'компрессоры 220 квт', а этой странице переписать title под уточнённый интент (электрический, винтовой, прямой привод, 380 В) и поставить перекрёстные ссылки. Разнести тексты: у мощностной страницы - весь состав по типам, у этой - толь
/catalog/vozdushnye-kompressory/po-tipu/vintovye/elektricheskie_1/220-to-220/;2;ВНИМАНИЕ;Представлены машины ET (серия SL), Enger (серия BS с винтовыми блоками BAOSI), KraftMachine.;Между ET Compressors (17 позиций) и KraftMachine (7) по fasety_filtra пропущены DALI 12, ЗЫФ и ЗИФ 12, BERG 10, Cross Air 9, MAGNUS 9, ZEGA 9, Hansmann 8 - все они представлены в разделе шире, чем названный KraftMachine. Отдельно не упомянуты двухступенчатые исполнения: фасет 'винтовой двухступенчатый' даёт 33 позиции из 180.;Дописать пропущенные бренды по убыванию и добавить абзац про выбор между одноступенчатой и двухступенчатой машиной на этой мощности.
/catalog/vozdushnye-kompressory/po-tipu/vintovye/elektricheskie_1/220-to-220/;5;ПРОВЕРИТЬ;Основная статья расходов при эксплуатации на три смены - электроэнергия: компрессор такой мощности потребляет 220 кВт·ч каждый час работы.;Приравнена паспортная мощность привода к потреблению из сети. Потребление равно номиналу только при стопроцентной загрузке и без учёта КПД двигателя, а на трёхсменном производстве машина часть времени работает на холостом ходу или в разгрузке - именно поэтому дальше в тексте и обосновывается частотник. То есть фраза противоречит собственному аргументу статьи про экономию. Справки по категории нет,;Переписать: при полной загрузке потребление близко к 220 кВт, реальный годовой счёт считают по коэффициенту загрузки. Сюда же вынести расчёт окупаемости частотника в рублях - это самый сильный аргумент страницы, а он сейчас свёрнут в 'до 30%'.
/catalog/vozdushnye-kompressory/po-tipu/vintovye/elektricheskie_1/225-to-225/;5;КРИТИЧНО;Электрические компрессоры Enger той же мощности собираются на винтовых блоках BAOSI и HANBELL с гарантией до 5 лет.;fakty_brenda по Enger содержит прямой запрет: 'Не утверждать гарантийные сроки - в данных отсутствуют'. Та же фраза повторяется на страницах 10 бар, 12000 л/мин, LUPAMAT и Airpol, то есть неподтверждённое обещание тиражируется по каталогу. Дополнительно не подтверждено 'той же мощности': по базе фактов линейка маслозаполненных Enger заявлена как 4-30 кВт, машин на 225 кВт в досье нет.;"Убрать срок гарантии и слова 'той же мощности' до получения подтверждения от поставщика; после подтверждения внести условия в fakty_brenda."
/catalog/vozdushnye-kompressory/po-tipu/vintovye/elektricheskie_1/225-to-225/;4;КРИТИЧНО;Электрические винтовые компрессоры 225 кВт - цены и доставка;93 показа из 203 страница получает по запросам про 225 литров: 'компрессоры 225 л с электрическим двигателем' 18 показов на позиции 4,17, 'компрессор 225 л с электрическим двигателем' 17 на 3,94, 'трехфазные компрессор 225 л' 15 на 6,13, 'трехфазные компрессоры 225 л' 15 на 6,07, 'поршневые компрессоры 225 л' 14 на 8,86, 'компрессоры 225 л с воздушным охлаждением' 12 на 7,58. Ответить на них стран;"Поставить предложенные title и description с брендом, давлениями и ценой; в H1 и title единицу измерения писать вплотную к числу; параллельно решить проблему одинаковых URL /225-to-225/ для литров и киловатт."
/catalog/vozdushnye-kompressory/po-tipu/vintovye/elektricheskie_1/225-to-225/;7;КРИТИЧНО;"kannibalizaciya: 'трехфазные компрессоры 225 л' - эта страница 15 показов на позиции 6,07; https://prokompressor.ru/catalog/vozdushnye-kompressory/po-tipu/vintovye/dizelnye/225-to-225/ 15 показов на позиции 4,33";Дизельный раздел с тем же шаблоном URL конкурирует с нами по всем семи запросам про 225 и по этому обгоняет, хотя дизельная машина не может отвечать на запрос про трёхфазное подключение. Причина системная: шаблон /NNN-to-NNN/ обозначает то литры ресивера (на /elektricheskie_1/250-to-250/), то киловатты (здесь), и ни URL, ни H1 не содержат единицы измерения.;Ввести единицу измерения в URL и H1 фильтровых разделов, дизельным разделам добавить 'дизельный' в мету, а весь кластер /NNN-to-NNN/ по общим запросам закрыть canonical на /po-tipu/vintovye/elektricheskie_1/.
/catalog/vozdushnye-kompressory/po-tipu/vintovye/elektricheskie_1/225-to-225/;5;ВНИМАНИЕ;"В нашем каталоге 4 варианта компрессоров 225 кВт под разное рабочее давление; машины других брендов той же мощности возим под заказ.";Противоречит собственному следующему абзацу ('Сейчас поставляется модель Hansmann RSE 225 в трёх исполнениях: 8, 10 и 12 бар'), фасету Hansmann 3 и списку razdel.primery_modeley, где три реальные позиции. Четвёртая единица в razdel.pozitsiy_v_vygruzke - служебная запись '225 кВт', стоящая первой строкой в примерах моделей. Тот же артефакт есть на страницах 10 бар, 132 кВт, 12000 л/мин, 250 л и 220;Писать три позиции. На стороне выгрузки исключить служебные записи из подсчёта, иначе ошибка на единицу будет попадать во все статьи.
/catalog/vozdushnye-kompressory/po-tipu/vintovye/elektricheskie_1/225-to-225/;2;ВНИМАНИЕ;Машина работает в круглосуточном режиме, остановка на обслуживание планируется по графику ТО.;Тип охлаждения не назван ни разу, хотя по нему идёт заметный спрос именно на этой мощности: 'компрессоры 225 квт с воздушным охлаждением' 17 показов на позиции 7,12 и 'компрессор 225 квт с воздушным охлаждением' 14 показов на 8,29, вместе 31 показ. Для машины на 225 кВт это вопрос проектирования цеха: воздушное охлаждение требует отвода десятков киловатт тепла, водяное - контура охлаждения.;Уточнить по паспорту Hansmann RSE 225 тип охлаждения, добавить абзац и вынести формулировку в description.
/catalog/vozdushnye-kompressory/po-tipu/vintovye/elektricheskie_1/225-to-225/;3;ВНИМАНИЕ;Компрессор такой мощности обеспечивает производительность от 30 до 42 м³/мин в зависимости от выбранного давления.;Диапазон дан на всю модель, тогда как в разделе ровно три исполнения и для каждого производительность известна из паспорта. Статья сама объясняет, что на 8 бар машина даёт максимум, а на 12 минимум, но не приводит ни одного конкретного значения, хотя таблица из трёх строк закрыла бы вопрос подбора целиком. Подтверждения диапазона в досье нет: fakty_brenda и spravka_kategorii пусты.;Дать таблицу 'давление - производительность - цена' по трём исполнениям Hansmann RSE 225 из выгрузки.
/catalog/vozdushnye-kompressory/po-tipu/vintovye/elektricheskie_1/250-to-250/;2;КРИТИЧНО;Основная часть позиций приходится на бренд Enger: серии BS (винтовой блок BAOSI) и HC (винтовой блок HANBELL). ... В ассортименте есть и другие бренды: BERG (серия ВК-РВ).;По razdel.fasety_filtra в разделе DALGAKIRAN 145, Enger 92, BERG 6, ET Compressors 2 при 260 позициях, а по странам Турция 145 против Китая 100. То есть основная часть позиций приходится не на Enger, крупнейший бренд раздела не назван вовсе, а из 'других брендов' назван тот, у которого шесть позиций.;Переписать блок по фасетам: первым DALGAKIRAN с указанием турецкого происхождения, затем Enger, затем BERG. Проверить, почему в тексте оказался порядок, обратный фактическому.
/catalog/vozdushnye-kompressory/po-tipu/vintovye/elektricheskie_1/250-to-250/;5;КРИТИЧНО;Однофазные машины на 220 В встречаются только в маломощном сегменте (до 2-3 кВт) и в данный раздел не входят.;Противоречит собственному каталогу: в разделе /catalog/vozdushnye-kompressory/voltage/220-v/ лежат позиции Enger HJ-5,5-220VSD и HJ-7,5-220VSD, а статья того же корпуса утверждает там прямо обратное: 'однофазная сеть держит до 7,5 кВт'. Покупатель, прочитавший эту страницу, решит, что однофазной машины мощнее 3 кВт у нас нет.;Привести обе страницы к одному значению по выгрузке (в разделе 220 В старшая позиция 7,5 кВт) и поставить ссылку на раздел 220 В вместо отрицания.
/catalog/vozdushnye-kompressory/po-tipu/vintovye/elektricheskie_1/250-to-250/;7;КРИТИЧНО;"kannibalizaciya: 'компрессоры 250 л с электрическим двигателем' - эта страница 14 показов на позиции 2,93; https://prokompressor.ru/catalog/vozdushnye-kompressory/po-moshchnosti/250-kvt/ 10 показов на позиции 10,3";Раздел мощности 250 кВт участвует в семи запросах про ресивер 250 литров и по одному из них ('компрессор воздушный 250л') стоит выше нас: 4 показа на позиции 9,25 против наших 9 на 10,56. Он не может ответить на этот запрос ни одной позицией. Параллельно те же запросы ловит дизельный близнец /po-tipu/vintovye/dizelnye/250-to-250/.;"В мете раздела 250 кВт писать единицу вплотную к числу и убрать формулировки, читающиеся как объём ресивера; дизельному разделу добавить слово 'дизельный' в title и description."
/catalog/vozdushnye-kompressory/po-tipu/vintovye/elektricheskie_1/250-to-250/;5;ВНИМАНИЕ;Мощности машин в этом сегменте - 5,5 и 7,5 кВт.;Опровергается собственной выгрузкой: в razdel.primery_modeley стоит 'Винтовой компрессор BERG ВК-4РВ-250 10 бар', то есть машина на 4 кВт. Кроме того, мощности 145 позиций DALGAKIRAN (крупнейшая часть раздела) в статье не рассматривались вовсе, так что диапазон мог быть шире в обе стороны.;Взять фактический диапазон мощностей по выгрузке, включая позиции DALGAKIRAN, и указать его.
/catalog/vozdushnye-kompressory/po-tipu/vintovye/elektricheskie_1/250-to-250/;3;ВНИМАНИЕ;Для ресивера 250 л оптимальная производительность машины - 1,25-2,5 м³/мин. Это мощности 5,5-7,5 кВт;Первая часть согласована с правилом статьи арифметически и это хорошо, а вот привязка к мощности расходится с корпусом вдвое: на разделе 10 бар сказано '7,5 кВт дают 1,2 м³/мин', то есть 2,5 м³/мин это машина примерно на 15 кВт, а не 7,5. Подтверждения нет ни в fakty_brenda, ни в spravka_kategorii (оба поля пусты).;Взять пары 'мощность - производительность' из выгрузки этого раздела и пересчитать вывод от них.
/catalog/vozdushnye-kompressory/po-tipu/vintovye/elektricheskie_1/250-to-250/;2;ВНИМАНИЕ;Ресивер 250 л рассчитан именно под буферные задачи с переменным разбором.;Не покрыт поршневой интент: 'поршневые компрессоры 250 л' даёт 7 показов на позиции 9,29, а ресивер 250 литров это в первую очередь формат поршневой машины. По фасету раздел винтовой (225 из 260), поршневых машин здесь нет, и человек уходит ни с чем. Рядом не покрыта и путаница единиц: 'компрессор 250 л/мин цена' 5 показов на позиции 10,2.;Добавить абзац 'ресивер 250 л у поршневых и винтовых машин: в чём разница' со ссылкой на поршневой раздел, и оговорку про 250 л против 250 л/мин.
/catalog/vozdushnye-kompressory/po-tipu/vintovye/elektricheskie_1/250-to-250/;5;ПРОВЕРИТЬ;Исполнения на 13 бар стоят дороже, чем на 8 бар - винтовой блок испытывает бо́льшие нагрузки, требует усиленных подшипников и уплотнений.;Причина удорожания не подтверждена ничем в досье, и та же по смыслу формулировка про 'усиленный винтовой блок' встречается на странице Airpol, то есть это шаблон, а не факт по разделу. Проверить по цене можно: в разделе есть прямые пары BS-5,5BF-250 8 и BS-5,5BF-250 13.;Посчитать разницу по парам позиций из выгрузки, оставить факт и убрать неподтверждённое объяснение про подшипники и уплотнения.
/catalog/vozdushnye-kompressory/po-tipu/vintovye/elektricheskie_1/380-380-660-400/;2;КРИТИЧНО;Поставляем компрессоры BERG, Enger, Cross Air, Dali, Hansmann, Kraftmann и других производителей.;Список не описывает раздел. По razdel.fasety_filtra Cross Air, Dali и Hansmann в разделе не видны вовсе (меньше 219 позиций каждый), при этом не названы второй бренд DALGAKIRAN (779 позиций), третий ET Compressors (551) и пятый ALMiG (485). Та же тройка 'Cross Air, Dali, Hansmann' дословно стоит в статье /kompressory-maslyanye/ этого же батча, то есть это заглушка шаблона генерации.;Собрать перечень из фасетов: Enger 2072, DALGAKIRAN 779, ET Compressors 551, BERG 538, ALMiG 485, KRAFTMANN 426. Вычистить тройку Cross Air, Dali, Hansmann из шаблона - она уже дважды попала не в свои разделы.
/catalog/vozdushnye-kompressory/po-tipu/vintovye/elektricheskie_1/380-380-660-400/;5;КРИТИЧНО;Трёхфазное питание 380 В требуется компрессорам от 3-4 кВт и выше. Ниже этого порога заводы выпускают машины на 220 В (однофазные), дальше переходят на промышленную сеть.;Порог опровергается содержимым самого раздела: в razdel.primery_modeley стоят 'Винтовой компрессор Enger HJ-2,2-380 10' и 'Винтовой компрессор Enger HJ-2,2-380 8' - это 2,2 кВт на 380 В, то есть ниже заявленного порога. На этом ложном пороге построен весь блок 'Когда хватит однофазной сети 220 В'.;Убрать жёсткий порог. Писать по фактам раздела: на 380 В в каталоге есть машины начиная с 2,2 кВт, а выбор между 220 и 380 В определяется не только мощностью, но и наличием трёхфазного ввода и режимом работы.
/catalog/vozdushnye-kompressory/po-tipu/vintovye/elektricheskie_1/380-380-660-400/;5;КРИТИЧНО;старшие доходят до 315-355 кВт и выдают десятки кубометров воздуха в минуту;Число не подтверждается выгрузкой и противоречит ей: razdel.tsena_max=123 211 ₽ при 10 620 позициях, то есть самая дорогая позиция раздела стоит 123 тысячи рублей. Ровно те же '315' и '355 кВт' стоят в статьях ALMiG, IRONMAC и масляных компрессоров этого батча, что подтверждает: это кочующая заглушка генератора, а не факт.;Вычистить пару 315/355 кВт из шаблона генерации по всему проекту и подставлять реальные границы мощности из выгрузки конкретного раздела.
/catalog/vozdushnye-kompressory/po-tipu/vintovye/elektricheskie_1/380-380-660-400/;5;ВНИМАНИЕ;Младшие модели начинаются от 2,2-3 кВт (производительность 200-400 л/мин) ... Их мощность ограничена 2,2-3 кВт, производительность 150-350 л/мин.;Первая фраза описывает младшие машины раздела 380 В, вторая - машины на 220 В. Диапазоны мощности совпадают полностью (2,2-3 кВт), производительности перекрываются почти целиком. Читатель, которому статья обещала объяснить, когда хватит 220 В, получает два одинаковых описания.;Развести группы по реальным данным выгрузки: сколько позиций раздела на 220 В, сколько на 380 В, и с какой мощности 220 В в каталоге заканчивается.
/catalog/vozdushnye-kompressory/po-tipu/vintovye/elektricheskie_1/380-380-660-400/;4;ВНИМАНИЕ;Электрические винтовые компрессоры с питанием 380 В: подбор по мощности, давлению и производительности, КП и доставка по России.;Модификатор 'профессиональный' даёт около 90 показов из 263 по klyuchi ('компрессор винтовой воздушный электрический 380в профессиональный' 30, 'компрессор винтовой воздушный 380в профессиональный' 26, 'компрессор винтовой электрический 380в профессиональный' 21, вариант с ценой 11, ещё 2), и ни разу не встречается в title, description или тексте статьи. Плюс в description нет ни одной цифры при t;Ввести слово 'профессиональный' в title и в первый абзац статьи, а в description вынести цену от и бренды из фасетов.
/catalog/vozdushnye-kompressory/po-tipu/vintovye/elektricheskie_1/380-380-660-400/;7;КРИТИЧНО;"kannibalizaciya: 'компрессор воздушный винтовой электрический 380в профессиональный цена' - эта страница 11 показов, позиция 18,0; https://prokompressor.ru/catalog/vozdushnye-kompressory/po-tipu/vintovye/ - 24 показа, позиция 10,75; https://prokompressor.ru/catalog/vozdushnye-kompressory/po-tipu/vin";По самому коммерческому запросу страницы (с 'цена') нас обходят собственные родительские разделы, причём оба. Плюс в каталоге живёт четвёртый URL того же смысла - /catalog/vozdushnye-kompressory/voltage/380-v/, - который тоже ловит показы по '380в'. Четыре страницы под один интент.;Склеить /voltage/380-v/ с этой страницей через canonical. У родителей /po-tipu/vintovye/ и /po-tipu/vintovye/elektricheskie_1/ убрать из меты '380 В', здесь наоборот усилить напряжение и слово 'профессиональный'.
/catalog/vozdushnye-kompressory/po-tipu/vintovye/elektricheskie_1/380-380-660-400/;5;ПРОВЕРИТЬ;Для машины 5-7 кВт обычно достаточно медного кабеля 2,5 мм² на фазу при длине линии до 20-30 метров. Если расстояние больше или планируется одновременный пуск нескольких потребителей, берут 4 мм².;Ни fakty_brenda, ни spravka_kategorii не заполнены, подтвердить сечение нечем. Это единственное место в батче, где неверное число даёт не потерю конверсии, а риск перегрева проводки у клиента, поэтому оно требует отдельной проверки, а не общей пометки 'не подтверждено'. То же относится к соседнему утверждению 'автомат берут с кратностью 1,2-1,5 от номинального тока'.;Либо подтвердить по ПУЭ и внести в spravka_kategorii со ссылкой на норматив, либо заменить на отсылку 'сечение и номинал автомата рассчитывает электрик по паспортным данным компрессора' - эта фраза в статье уже есть, её достаточно.
/catalog/vozdushnye-kompressory/po-tipu/vintovye/elektricheskie_1/380-380-660-400/;6;ПРОВЕРИТЬ;Если на объекте 380 В не подведено, придётся прокладывать линию или ставить дизельный компрессор.;Статья трижды отправляет читателя в другие разделы каталога - к машинам на 220 В (дважды) и к дизельным (один раз) - и ни разу не даёт ссылки, хотя оба раздела в каталоге есть (/catalog/vozdushnye-kompressory/voltage/220-v/ и /catalog/vozdushnye-kompressory/po-tipu/vintovye/dizelnye/). Вместо них единственная исходящая ссылка ведёт на брендовый подраздел Enger.;"Проставить ссылки на разделы 220 В и дизельных компрессоров прямо в этих предложениях; врезку про Enger из блока цен убрать."
/catalog/vozdushnye-kompressory/po-tipu/vintovye/elektricheskie_1/50-to-55/;5;КРИТИЧНО;Машины на 50 кВт обеспечивают производительность от 7 до 11 м³/мин (зависит от рабочего давления). Этого достаточно для 10-15 постов пескоструйной обработки, покраски или механообработки при одновременной работе 3-5 единиц оборудования.;Обещание не сходится с расходом, который называет этот же каталог. В статье раздела дизельных компрессоров AZTEC написано: 'Пескоструйная установка с соплом 6-8 мм требует от 4 до 7 м³/мин при давлении 7 бар'. При одновременной работе трёх пескоструйных постов нужно 12-21 м³/мин, при пяти - 20-35 м³/мин, тогда как машина этого раздела даёт максимум 11 м³/мин. Фраза стоит первой в статье и формируе;Переписать через расход, а не через число постов: сколько м³/мин даёт машина и сколько потребителей каждого типа это закрывает (например, один пескоструйный пост 4-7 м³/мин, гайковёрт столько-то). Числа брать из одной справки по категории, общей для всех статей каталога.
/catalog/vozdushnye-kompressory/po-tipu/vintovye/elektricheskie_1/50-to-55/;2;КРИТИЧНО;Линейка включает машины BERG (серия ATOM А-55Е и базовая ATOM А-55), ET (серия SL 55), Hansmann (серия RSE 55), Ironmac (серия IC с частотным управлением). ... Под схожие задачи поставляются электрические компрессоры Enger на винтовых блоках BAOSI и HANBELL.;"Состав раздела назван неверно. По razdel.fasety_filtra крупнейшие бренды - Enger 116, DALGAKIRAN 57, ЗИФ 31, и только потом BERG 30 и ET Compressors 29; Hansmann и Ironmac в топ-40 фасетов не входят, то есть у них менее 12 позиций. При этом Enger, каждая шестая позиция раздела, подан в конце статьи как посторонняя альтернатива 'под схожие задачи', а DALGAKIRAN и ЗИФ не упомянуты вовсе.";Перечень строить по фасетам в порядке убывания: Enger, DALGAKIRAN, ЗИФ, BERG, ET Compressors, MAGNUS, Atmos. Шаблонный абзац про Enger как альтернативу удалить: он относится к бренду, который и так лидирует в разделе.
/catalog/vozdushnye-kompressory/po-tipu/vintovye/elektricheskie_1/50-to-55/;4;ВНИМАНИЕ;Электрические винтовые компрессоры 50 кВт - цены и доставка;127 показов и ноль кликов в Google при средневзвешенной позиции 6,2, причём по двум главным запросам страница стоит на позициях 2,67 и 3,0. На таких позициях нулевой CTR объясняется только сниппетом. В title нет ни цены (razdel: от 619 930 руб.), ни давления 8-13 бар, ни производительности, ни брендов. Плюс несоответствие URL: адрес раздела '50-to-55', все модели в выгрузке на 55 кВт, а H1 и title;Переписать по предложению, вынести в H1 и title диапазон '50-55 кВт', добавить цену от и два-три бренда раздела.
