inn;predpriyatie;pometka;tipy_mashin;sreda;marki;sostoyaniy;vyvod_ekspertizy;data_zakluchenia;vyruchka_rub;chistaya_pribyl;ssch;ball_prioriteta;okved;oborudovanie_po_okved;region;adres;status_egrul;direktor;sayt;pochta;telefony_iz_bazy;telefony_predpriyatiya;lyudej_v_baze;tehnicheskih;lyudej_iz_faylov;tehnicheskie_lyudi;lyudi_iz_faylov;proverok_nadzora;v_baze_obzvona;segment;novost;novost_ssylka;chego_ne_hvataet;faktov_centrobezhnyh;sostoyaniya_po_faktam;ssylki_na_istochniki;citaty_dokazatelstv;daty_faktov;marki_iz_faktov;sreda_po_faktam;moy_prioritet;vazhnost_pokupki;dostupnost_kontakta;prioritet_pochemu;lyudi_moi_vsego;lyudi_moi_podrobno
5501085734;"ООО ""ПОЛИОМ""";имеют;центробежная | не установлен;воздух;ES 115/4C | ES 125/4C-VSM20 | GM 150 | S125/4C-VSM20 | S145/5C-SPEC | БПА-5805-2 | БПА-5805-4 | С-502;1;соответствует;22.06.2017;20100000000;;;;20.16;;Омская;;;;poliom-omsk.ru;info@poliom-omsk.ru;;;0;0;0;;;4;нет;;;;телефон предприятия, сайт, технический человек, реквизиты (ИНН нет в базе владел;10;есть;https://monitor-pb.ru/conclusion/55-%D0%A2%D0%A3-71329-2025 | https://monitor-pb.ru/conclusion/61-%D0%A2%D0%A3-04482-2025 | https://monitor-pb.ru/conclusion/61-%D0%A2%D0%A3-04487-2025 | https://monitor-pb.ru/conclusion/61-%D0%A2%D0%A3-04469-2025 | https://monitor-pb.ru/conclusion/61-%D0%A2%D0%A3-04474-2025 | https://monitor-pb.ru/conclusion/61-%D0%A2%D0%A3-04476-2025 | https://monitor-pb.ru/conclusion/61-%D0%A2%D0%A3-04478-2025 | https://monitor-pb.ru/conclusion/61-%D0%A2%D0%A3-04484-2025 | https://monitor-pb.ru/conclusion/61-%D0%A2%D0%A3-04486-2025 | https://monitor-pb.ru/conclusion/61-%D0%A2;"заключение ЭПБ № 55-ТУ-71329-2025 ;; заключение ЭПБ № 61-ТУ-04482-2025 ;; заключение ЭПБ № 61-ТУ-04487-2025 ;; заключение ЭПБ № 61-ТУ-04469-2025 ;; заключение ЭПБ № 61-ТУ-04474-2025 ;; заключение ЭПБ № 61-ТУ-04476-2025 ;; заключение ЭПБ № 61-ТУ-04478-2025 ;; заключение ЭПБ № 61-ТУ-04484-2025 ;; заключение ЭПБ № 61-ТУ-04486-2025 ;; заключение ЭПБ № 61-ТУ-05785-2025";07.02.2025 | 14.07.2025 | 18.02.2025;S125/4C-VSM20 | С-804А | ES 125/4C-VSM20 | С-804А | ES 125/4C-VSM20 | С-804В | S145/5C-SPEC | С-801А | ES 115/4C | С-901А | ES 115/4C | С-901В | ES 115/4C | С-901С | GM 150 | С-502 | С-811;воздух | среда не названа;500;50;0;важность:воздух +25 | важность:уже есть +15 | важность:доказательство свежее +10;0;
5501177142;"ООО ""ГАЗПРОМНЕФТЬ - КС""";имеют;центробежная | не установлен;воздух;3ITP-100 | 4ITP-100 | ITP-100/101 | PCV-1256 | PV-1175 | R-419 | R-420 | R-421;1;соответствует;24.07.2024;;;;;;;;;;;;;;;0;0;0;;;2;нет;;;;телефон предприятия, сайт, технический человек, реквизиты (ИНН нет в базе владел;2;есть;https://monitor-pb.ru/conclusion/55-%D0%97%D0%A1-459999-2025 | https://monitor-pb.ru/conclusion/55-%D0%97%D0%A1-460004-2025;"заключение ЭПБ № 55-ЗС-459999-2025 ;; заключение ЭПБ № 55-ЗС-460004-2025";15.11.2025;Н-413 | Е-419 | Н-412 | Е-418;воздух;500;50;0;важность:воздух +25 | важность:уже есть +15 | важность:доказательство свежее +10;0;
5515201236;"специализированное автономное учреждение Омской области ""Калачинский лесхоз""";покупали ранее;центробежная;воздух;;0;;;;;;;;;;;;;;;;;0;0;0;;;;нет;;;;телефон предприятия, сайт, технический человек, реквизиты (ИНН нет в базе владел;1;планировал;https://zakupki.gov.ru/epz/orderplan/tru-plan/card/common-info.html?guid=17991de3-8ad7-4089-830b-0734b8496f72_466b7200-3f02-49d2-915b-3477b7b4c6b1&infoGuid=17991de3-8ad7-4089-830b-0734b8496f72;план 2150142144 позиция 20, сумма 24 000,00 ₽;04.2016;;воздух;500;50;0;важность:покупали ранее +25 | важность:воздух +25;0;
5603045522;"ООО ""РН-БГПП""";имеют;центробежная | центробежная по серии | поршневая или винтовая;воздух;2ВНН1410-7НН46, | C-1400А | C-1410 | C-160A | C-160А | C-160В | CBF-742 | IIA-24;1;соответствует;23.12.2025;;;;;;;;;;;;;;;0;0;0;;;7;нет;;;;телефон предприятия, сайт, технический человек, реквизиты (ИНН нет в базе владел;13;есть;https://monitor-pb.ru/conclusion/39-%D0%97%D0%A1-11061-2021 | https://monitor-pb.ru/conclusion/39-%D0%97%D0%A1-11062-2021 | https://monitor-pb.ru/conclusion/39-%D0%97%D0%A1-11031-2021 | https://monitor-pb.ru/conclusion/39-%D0%97%D0%A1-11051-2021 | https://monitor-pb.ru/conclusion/63-%D0%A2%D0%A3-645244-2026 | https://monitor-pb.ru/conclusion/63-%D0%A2%D0%A3-645271-2026 | https://monitor-pb.ru/conclusion/53-%D0%A2%D0%A3-23513-2021 | https://monitor-pb.ru/conclusion/53-%D0%A2%D0%A3-27606-2022 | https://monitor-pb.ru/conclusion/53-%D0%A2%D0%A3-27610-2022 | https://monitor-pb.ru/conclusion/53-%D0%;"заключение ЭПБ № 39-ЗС-11061-2021 ;; заключение ЭПБ № 39-ЗС-11062-2021 ;; заключение ЭПБ № 39-ЗС-11031-2021 ;; заключение ЭПБ № 39-ЗС-11051-2021 ;; заключение ЭПБ № 63-ТУ-645244-2026 ;; заключение ЭПБ № 63-ТУ-645271-2026 ;; заключение ЭПБ № 53-ТУ-23513-2021 ;; заключение ЭПБ № 53-ТУ-27606-2022 ;; заключение ЭПБ № 53-ТУ-27610-2022 ;; заключение ЭПБ № 53-ТУ-06230-2025 ;; заключение ЭПБ № 53-ЗС-24237-2021 ;; заключение ЭПБ № 53-ЗС-24247-2021 ;; заключение ЭПБ № 56-ЗС-721627-2026";03.03.2026 | 05.07.2021 | 07.12.2021 | 10.12.2021 | 16.04.2025 | 18.01.2022 | 23.01.2026;С-160А | Е-140А | IIA-26 | С-160В | Е-140В | IIA-27 | Е-140А | С-160А | IIA-24 | Е-140В | С-160В | IIA-25 | М538 | С-1410 | М538 | С-1400А | CBF-742 | C-160A | M538 | C-1400А | M538 | C-1410 | 2ВНН141;воздух | воздух и газ названы оба | среда не названа;500;50;0;важность:воздух +25 | важность:уже есть +15 | важность:доказательство свежее +10;0;
5835077676;"МУНИЦИПАЛЬНОЕ АВТОНОМНОЕ УЧРЕЖДЕНИЕ ""ФУТБОЛЬНЫЙ КЛУБ ""ЗЕНИТ"" Г. ПЕНЗЫ";покупали ранее;центробежная;воздух;MB 90;0;;;;;;;;;;;;;;;;;0;0;0;;;;нет;;;;телефон предприятия, сайт, технический человек, реквизиты (ИНН нет в базе владел;1;планировал;https://zakupki.gov.ru/epz/orderplan/tru-plan/card/common-info.html?guid=b4c7ea0d-25d8-44c3-8360-dcd809b687c3_6cb23a17-da0c-4b09-a59e-64832a410f8f&infoGuid=b4c7ea0d-25d8-44c3-8360-dcd809b687c3;план 2160219722 позиция 19, сумма 45 000,00 ₽;11.2017;MB 90;воздух;500;50;0;важность:покупали ранее +25 | важность:воздух +25;0;
5838000953;"федеральное государственное унитарное предприятие федеральный научно-производственный центр ""Производственное объединени";покупали ранее;центробежная;воздух;;0;;;;;;;;;;;;;;;;;0;0;0;;;;нет;;;;телефон предприятия, сайт, технический человек, реквизиты (ИНН нет в базе владел;1;планировал;https://zakupki.gov.ru/epz/orderplan/tru-plan/card/common-info.html?guid=58630b62-b81a-0540-e100-80000a7c1050_5775c3ab-e13e-14c0-e100-80000a7c106e&infoGuid=58630b62-b81a-0540-e100-80000a7c1050;план 2150121371 позиция 941500007, сумма 749 300,00 ₽;07.2016;;воздух;500;50;0;важность:покупали ранее +25 | важность:воздух +25;0;
5911029807;"ПАО ""УРАЛКАЛИЙ""";имеют;центробежная | тип не установлен | не установлен;воздух;IL 80/170-15/2 | ZL8200-I-800 | В-4/21 | В-4/22 | ДККС-19-3;1;соответствует;27.05.2019;269000000000;;;;;;;;;;uralkali.com;cpo@uralkali.com;+7 342 423-22-01 | +7 342 429-62-70 | +7 342 429-67-25;;0;0;0;;;69;нет;;;;телефон предприятия, сайт, технический человек, реквизиты (ИНН нет в базе владел;2;есть;https://monitor-pb.ru/conclusion/48-%D0%A2%D0%A3-80206-2024 | https://monitor-pb.ru/conclusion/48-%D0%A2%D0%A3-80211-2024;"заключение ЭПБ № 48-ТУ-80206-2024 ;; заключение ЭПБ № 48-ТУ-80211-2024";03.12.2024;ZL8200-I-800 | В-4/22 | ZL8200-I-800 | В-4/21;воздух;500;50;0;важность:воздух +25 | важность:уже есть +15 | важность:доказательство свежее +10;0;
5913001268;"АО ""МЕТАФРАКС КЕМИКАЛС""";имеют | покупали ранее;центробежная | не установлен;воздух;BL-75 | IGW 400 | ТК30С-02У2;1;не в полной мере | соответствует;26.08.2015;;;;;;;;;;;;;;;0;0;0;;;15;нет;;;;телефон предприятия, сайт, технический человек, реквизиты (ИНН нет в базе владел;4;есть | планировал;https://monitor-pb.ru/conclusion/59-%D0%A2%D0%A3-388562-2025 | https://monitor-pb.ru/conclusion/59-%D0%A2%D0%A3-388657-2025 | https://zakupki.gov.ru/epz/orderplan/tru-plan/card/common-info.html?guid=cd8a7c35-1780-4c2f-991c-5cf3cd951c6e_ac7edfb3-4eb8-4708-8e58-655ba89e6317&infoGuid=cd8a7c35-1780-4c2f-991c-5cf3cd951c6e | https://zakupki.gov.ru/epz/orderplan/tru-plan/card/common-info.html?guid=cd8a7c35-1780-4c2f-991c-5cf3cd951c6e_cf05f73d-5de6-403a-b428-713d86f6f5d3&infoGuid=cd8a7c35-1780-4c2f-991c-5cf3cd951c6e;"заключение ЭПБ № 59-ТУ-388562-2025 ;; заключение ЭПБ № 59-ТУ-388657-2025 ;; план 2230736932 позиция 79, сумма 2 124 000,00 ₽ ;; план 2230736932 позиция 105, сумма 35 847,41 Евро";01.11.2025 | 03.2024 | 10.2024 | 23.10.2025;IGW 400 | BL-75 | ТК30С-02У2;воздух | среда не названа;500;50;0;важность:воздух +25 | важность:уже есть +15 | важность:доказательство свежее +10;0;
5917101560;МУНИЦИПАЛЬНОЕ АВТОНОМНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ЛИЦЕЙ № 1 ГОРОДА КУНГУРА;покупали ранее;центробежная;воздух;;0;;;;;;;;;;;;;;;;;0;0;0;;;;нет;;;;телефон предприятия, сайт, технический человек, реквизиты (ИНН нет в базе владел;1;планировал;https://zakupki.gov.ru/epz/orderplan/tru-plan/card/common-info.html?guid=50d22184-6f3c-4029-b2e7-bd4ade4e47c0_28b15ad6-fb13-44d3-8852-b47af071bd68&infoGuid=50d22184-6f3c-4029-b2e7-bd4ade4e47c0;план 2220657505 позиция 71, сумма 12 500,00 ₽;09.2023;;воздух;500;50;0;важность:покупали ранее +25 | важность:воздух +25;0;
6147005538;"ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""ИСТОК""";покупали ранее;центробежная | не установлен;воздух;;0;;;;;;;;;;;;;;;;;0;0;0;;;;нет;;;;телефон предприятия, сайт, технический человек, реквизиты (ИНН нет в базе владел;6;планировал;https://zakupki.gov.ru/epz/orderplan/tru-plan/card/common-info.html?guid=81065304-8399-4a2c-81bc-9c6ead84baae_c577f0dd-680a-4d1b-ae21-1c0dbae10713&infoGuid=81065304-8399-4a2c-81bc-9c6ead84baae | https://zakupki.gov.ru/epz/orderplan/tru-plan/card/common-info.html?guid=81065304-8399-4a2c-81bc-9c6ead84baae_49a59b79-fa15-480b-b0ee-9d7ef0e34ac3&infoGuid=81065304-8399-4a2c-81bc-9c6ead84baae | https://zakupki.gov.ru/epz/orderplan/tru-plan/card/common-info.html?guid=132685d9-e78a-4759-b0dc-0f0c323e56d8_82388279-e976-4487-b3d4-faa7cc89e1a3&infoGuid=132685d9-e78a-4759-b0dc-0f0c323e56d8 | https://zakupki;"план 2210547818 позиция 5, сумма 1 591 200,00 ₽ ;; план 2210547818 позиция 6, сумма 1 724 400,00 ₽ ;; план 2210503222 позиция 8, сумма 1 591 200,00 ₽ ;; план 2180313621 позиция 23, сумма 1 724 400,00 ₽ ;; план 2210503222 позиция 9, сумма 1 724 400,00 ₽ ;; план 2180313621 позиция 22, сумма 1 591 200,00 ₽";07.2019;;воздух;500;50;0;важность:покупали ранее +25 | важность:воздух +25;0;
6155041000;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ОЧИСТНЫЕ СООРУЖЕНИЯ""";покупали ранее;центробежная | не установлен;воздух;;0;;;242700000.0;10,5 млн руб.;159 человек +42;4;37.00 Сбор и обработка сточных вод;Генераторы кислорода;Ростовская область;346527, Ростовская область, г. о. город Шахты, г. Шахты, ул. Текстильная, д. 16;Действующая компания;Слабко Екатерина Ивановна;https://cleanplants.ru;mdou-91@mail.ru | muposk@mail.ru | oc@mail.ru | sadik212008@yandex.u | os2003@lis.ru | csdz@rt.ru | esd-rostov@yandex.ru | os20003@list.ru | os2003@list.ru;;+7 863 628-28-05 | +7 863 628-28-30 | +7 863 624-27-68 | +7 863 622-59;0;0;0;;;;1;;;;телефон предприятия, сайт, технический человек;3;планировал;https://zakupki.gov.ru/epz/orderplan/tru-plan/card/common-info.html?guid=22c026c2-79e4-43c4-ab1b-9b3c92b7d224_238391b7-282c-4693-b412-5b3c0cc90730&infoGuid=22c026c2-79e4-43c4-ab1b-9b3c92b7d224 | https://zakupki.gov.ru/epz/orderplan/tru-plan/card/common-info.html?guid=83044dad-4c85-45b2-b509-61d1a5f65fd6_eec1606f-888e-dc92-e053-06548d0a1b5e&infoGuid=83044dad-4c85-45b2-b509-61d1a5f65fd6 | https://zakupki.gov.ru/epz/orderplan/tru-plan/card/common-info.html?guid=22c026c2-79e4-43c4-ab1b-9b3c92b7d224_4b4ba891-a200-46b2-9a74-70198c537014&infoGuid=22c026c2-79e4-43c4-ab1b-9b3c92b7d224;"план 2210534846 позиция 36, сумма 2 362 800,00 ₽ ;; план 2220624364 позиция 24, сумма 2 855 250,00 ₽ ;; план 2210534846 позиция 76, сумма 2 855 250,00 ₽";01.2022 | 11.2022;;воздух | среда не названа;500;50;0;важность:покупали ранее +25 | важность:воздух +25;0;
6215008716;"АО ""РЯЗАНСКИЙ СВИНОКОМПЛЕКС""";покупали ранее;центробежная | не установлен;воздух;ТВ-80-1.6;0;;;;;;;;;;;;;;;;;0;0;0;;;;нет;;;;телефон предприятия, сайт, технический человек, реквизиты (ИНН нет в базе владел;3;планировал;https://zakupki.gov.ru/epz/orderplan/tru-plan/card/common-info.html?guid=42f41683-1cb9-4384-8ea7-650602b88512_82581926-9228-40dc-b184-20952a8d1d61&infoGuid=42f41683-1cb9-4384-8ea7-650602b88512 | https://zakupki.gov.ru/epz/orderplan/tru-plan/card/common-info.html?guid=a6ca0f06-d5ad-4715-9c68-777e5eddec87_4b212538-995a-4265-a066-8b36ba495483&infoGuid=a6ca0f06-d5ad-4715-9c68-777e5eddec87 | https://zakupki.gov.ru/epz/orderplan/tru-plan/card/common-info.html?guid=bc110fcb-a557-4401-83bf-6783e6088ee7_0d2c6029-25e5-46e9-b416-e058e881de72&infoGuid=bc110fcb-a557-4401-83bf-6783e6088ee7;"план 2160164744 позиция 16, сумма 1 600 000,00 ₽ ;; план 2160164744 позиция 16, сумма 885 000,00 ₽ ;; план 2160207733 позиция 32, сумма 1 760 000,00 ₽";02.2017 | 05.2016 | 07.2016;ТВ-80-1.6;воздух;500;50;0;важность:покупали ранее +25 | важность:воздух +25;0;
6234056779;"ГОСУДАРСТВЕННОЕ АВТОНОМНОЕ УЧРЕЖДЕНИЕ РЯЗАНСКОЙ ОБЛАСТИ ""ПОЖЛЕС""";покупали ранее;центробежная;воздух;;0;;;;;;;;;;;;;;;;;0;0;0;;;;нет;;;;телефон предприятия, сайт, технический человек, реквизиты (ИНН нет в базе владел;1;планировал;https://zakupki.gov.ru/epz/orderplan/tru-plan/card/common-info.html?guid=69275713-ee71-46c8-906e-191f502cbc5b_592c5d35-a217-4efa-80ac-22955d84d3fc&infoGuid=69275713-ee71-46c8-906e-191f502cbc5b;план 2230708982 позиция 6, сумма 461 000,28 ₽;11.2023;;воздух;500;50;0;важность:покупали ранее +25 | важность:воздух +25;0;
6330000553;"АО ""НК НПЗ""";имеют;центробежная | тип не установлен | не установлен | вентилятор или дымосос | паро;воздух;1Щ-2 | 2В-1 | 2ЦГ 25/80-К-11 | 2ЦГ 25/80К-11-5С | 2Щ-2 | 2Щ-3 | 32ВЦ-100/9 | 3В-1;1;не в полной мере | соответствует;31.10.2022;;;;;;;;;;;;sekr@nknpz.rosneft.ru;;;0;0;0;;;36;нет;;;;телефон предприятия, сайт, телефон технического человека, реквизиты (ИНН нет в б;47;есть;https://monitor-pb.ru/conclusion/63-%D0%A2%D0%A3-64245-2025 | https://monitor-pb.ru/conclusion/53-%D0%A2%D0%A3-48482-2022 | https://monitor-pb.ru/conclusion/53-%D0%A2%D0%A3-48480-2022 | https://monitor-pb.ru/conclusion/53-%D0%A2%D0%A3-48483-2022 | https://monitor-pb.ru/conclusion/63-%D0%A2%D0%A3-55309-2025 | https://monitor-pb.ru/conclusion/53-%D0%A2%D0%A3-02581-2025 | https://monitor-pb.ru/conclusion/53-%D0%A2%D0%A3-02691-2025 | https://monitor-pb.ru/conclusion/53-%D0%A2%D0%A3-08852-2025 | https://monitor-pb.ru/conclusion/53-%D0%A2%D0%A3-30499-2024 | https://monitor-pb.ru/conclusion/63-%D0%A2;"заключение ЭПБ № 63-ТУ-64245-2025 ;; заключение ЭПБ № 53-ТУ-48482-2022 ;; заключение ЭПБ № 53-ТУ-48480-2022 ;; заключение ЭПБ № 53-ТУ-48483-2022 ;; заключение ЭПБ № 63-ТУ-55309-2025 ;; заключение ЭПБ № 53-ТУ-02581-2025 ;; заключение ЭПБ № 53-ТУ-02691-2025 ;; заключение ЭПБ № 53-ТУ-08852-2025 ;; заключение ЭПБ № 53-ТУ-30499-2024 ;; заключение ЭПБ № 63-ТУ-545001-2025 ;; заключение ЭПБ № 53-ТУ-35222-2024 ;; заключение ЭПБ № 53-ТУ-35223-2024 ;; заключение ЭПБ № 53-ТУ-02582-2025 ;; заключение ЭПБ № 6";03.10.2022 | 04.12.2024 | 09.09.2020 | 10.06.2025 | 11.02.2025 | 11.09.2025 | 12.02.2025 | 12.07.2021 | 12.08.2022 | 13.;32ВЦ-100/9 | 43ЦКО-160/15, | ЦК-135/8, | ВСН606 | С-401В | ВСН606 | С-401А | RSA 32 | ЛСИ-200 | ВСН606 | С-401/В, | ВСН606 | С-401/А, | С-451 | R-451 | Е-454 | C-451 | C-452 | С-452 | С-451 | ТВ-200-1;воздух | воздух и газ названы оба | среда не названа;500;50;0;важность:воздух +25 | важность:уже есть +15 | важность:доказательство свежее +10;0;
6330017980;"АО ""ННК""";имеют;центробежная | не установлен | центробежный насос, не компрессор;воздух;43ВЦ-160/9 | 4ЦГ50/50К-11-4 | FT-325 | V-8019 | V-8794 | Е-18/1,2 | Е-205 | Е-36;1;не в полной мере | соответствует;30.08.2022;;;;;;;;;;;nnk.ru;kda@nnk.ru;;;0;0;0;;;27;нет;;;;телефон предприятия, сайт, технический человек, реквизиты (ИНН нет в базе владел;51;есть;https://monitor-pb.ru/conclusion/53-%D0%A2%D0%A3-07626-2016 | https://monitor-pb.ru/conclusion/53-%D0%A2%D0%A3-06908-2018 | https://monitor-pb.ru/conclusion/53-%D0%A2%D0%A3-49553-2025 | https://monitor-pb.ru/conclusion/63-%D0%A2%D0%A3-675422-2026 | https://monitor-pb.ru/conclusion/63-%D0%A2%D0%A3-900065-2026 | https://monitor-pb.ru/conclusion/53-%D0%A2%D0%A3-05940-2018 | https://monitor-pb.ru/conclusion/53-%D0%A2%D0%A3-17628-2021 | https://monitor-pb.ru/conclusion/53-%D0%A2%D0%A3-24400-2024 | https://monitor-pb.ru/conclusion/53-%D0%A2%D0%A3-27973-2020 | https://monitor-pb.ru/conclusion/53-%D0%;"заключение ЭПБ № 53-ТУ-07626-2016 ;; заключение ЭПБ № 53-ТУ-06908-2018 ;; заключение ЭПБ № 53-ТУ-49553-2025 ;; заключение ЭПБ № 63-ТУ-675422-2026 ;; заключение ЭПБ № 63-ТУ-900065-2026 ;; заключение ЭПБ № 53-ТУ-05940-2018 ;; заключение ЭПБ № 53-ТУ-17628-2021 ;; заключение ЭПБ № 53-ТУ-24400-2024 ;; заключение ЭПБ № 53-ТУ-27973-2020 ;; заключение ЭПБ № 53-ТУ-37899-2022 ;; заключение ЭПБ № 53-ТУ-39173-2022 ;; заключение ЭПБ № 63-ТУ-650007-2026 ;; заключение ЭПБ № 63-ТУ-675132-2026 ;; заключение ЭПБ ";01.10.2020 | 01.11.2018 | 02.10.2024 | 03.02.2023 | 03.07.2019 | 03.11.2017 | 03.12.2021 | 04.02.2026 | 04.07.2025 | 06.;К-400-51-2 | К-3/1, | К-400-51-2, | К-400-51-2 | С-700 | V-8794 | С-700 | V-8019 | 43ВЦ-160/9 | К400-51-1, | Э-360-22-1, | М-15/2, | Э-360-22-1, | М-15/3, | Э-360-22-1 | Э-360-22-1, | ТВ-80-1,6 | ТВ-8;воздух | среда не названа;500;50;0;важность:воздух +25 | важность:уже есть +15 | важность:доказательство свежее +10;0;
6335007320;"АО ""ПРОМСИНТЕЗ""";имеют;центробежная | тип не установлен;воздух;А53-0З132 | ТВ-200-1,12-01.УЗ | ТГ 300-45;2;соответствует;27.03.2026;5300000000;;;;;;;;;;промсинтез.рф;sintez@samtel.ru;+7 846 392-53-53 | +7 846 399-54-55 | +7 884 639-95-45;;0;0;0;;;12;нет;;;;телефон предприятия, сайт, технический человек, реквизиты (ИНН нет в базе владел;10;есть;https://monitor-pb.ru/conclusion/63-%D0%A2%D0%A3-873973-2026 | https://monitor-pb.ru/conclusion/63-%D0%A2%D0%A3-874025-2026 | https://monitor-pb.ru/conclusion/63-%D0%A2%D0%A3-762027-2026 | https://monitor-pb.ru/conclusion/53-%D0%A2%D0%A3-25077-2024 | https://monitor-pb.ru/conclusion/53-%D0%A2%D0%A3-25289-2024 | https://monitor-pb.ru/conclusion/53-%D0%A2%D0%A3-25290-2024 | https://monitor-pb.ru/conclusion/63-%D0%A2%D0%A3-858859-2026 | https://monitor-pb.ru/conclusion/63-%D0%A2%D0%A3-859075-2026 | https://monitor-pb.ru/conclusion/53-%D0%A2%D0%A3-24380-2024 | https://monitor-pb.ru/conclusion/53-%;"заключение ЭПБ № 63-ТУ-873973-2026 ;; заключение ЭПБ № 63-ТУ-874025-2026 ;; заключение ЭПБ № 63-ТУ-762027-2026 ;; заключение ЭПБ № 53-ТУ-25077-2024 ;; заключение ЭПБ № 53-ТУ-25289-2024 ;; заключение ЭПБ № 53-ТУ-25290-2024 ;; заключение ЭПБ № 63-ТУ-858859-2026 ;; заключение ЭПБ № 63-ТУ-859075-2026 ;; заключение ЭПБ № 53-ТУ-24380-2024 ;; заключение ЭПБ № 53-ТУ-24379-2024";04.06.2026 | 15.06.2026 | 17.09.2024 | 23.09.2024 | 24.09.2024 | 27.03.2026;ТВ-200-1,12-01.УЗ | ТГ 300-45;воздух | среда не названа;500;50;0;важность:воздух +25 | важность:уже есть +15 | важность:доказательство свежее +10;0;
6372008843;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КОММУНАЛЬНАЯ СЕРВИСНАЯ КОМПАНИЯ Г.ОТРАДНОГО""";покупали ранее;центробежная;воздух;ТВ-80-1,6-О1.У3;0;;;;;;;;;;;;;;;;;0;0;0;;;;нет;;;;телефон предприятия, сайт, технический человек, реквизиты (ИНН нет в базе владел;1;планировал;https://zakupki.gov.ru/epz/orderplan/tru-plan/card/common-info.html?guid=fe92444b-3f4a-4725-9a15-3c139f8b4665_aeb22680-28e0-477e-9d35-595c857162b2&infoGuid=fe92444b-3f4a-4725-9a15-3c139f8b4665;план 2210500926 позиция 54, сумма 1 623 750,00 ₽;06.2021;ТВ-80-1,6-О1.У3;воздух;500;50;0;важность:покупали ранее +25 | важность:воздух +25;0;
6501256318;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""МЕРСИ АГРО САХАЛИН""";покупали ранее;центробежная | тип не установлен;воздух;;0;;;;;;;;;;;;;;;;;0;0;0;;;;нет;;;;телефон предприятия, сайт, технический человек, реквизиты (ИНН нет в базе владел;1;планировал;https://zakupki.gov.ru/epz/orderplan/tru-plan/card/common-info.html?guid=14bab040-6c2b-4e75-a8a6-b8aae6e5ed2f_e4234069-369a-4c58-a704-7d06aef99640&infoGuid=14bab040-6c2b-4e75-a8a6-b8aae6e5ed2f;план 2160181395 позиция 37, сумма 771 770,00 ₽;09.2016;;воздух;500;50;0;важность:покупали ранее +25 | важность:воздух +25;0;
6605002100;"АО ""Богдановичский комбикормовый завод""";покупали ранее;центробежная | не установлен;воздух;БКВ-360 | БЦШ-400 | ТЛ-650 | У-16-1-20, | У-21-100,;1;не в полной мере | соответствует;27.05.2019;;;;;;;;;;;;;;;0;0;0;;;;нет;;;;телефон предприятия, сайт, технический человек, реквизиты (ИНН нет в базе владел;1;планировал;https://zakupki.gov.ru/epz/orderplan/tru-plan/card/common-info.html?guid=da3b975b-2387-4593-b103-4250318921e6_8c74c34f-516d-410f-ae50-301d80f6893b&infoGuid=da3b975b-2387-4593-b103-4250318921e6;план 2200484241 позиция 501, сумма 15 998,53 Евро;04.2021;;воздух;500;50;0;важность:покупали ранее +25 | важность:воздух +25;0;
6612019640;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ВОДОКАНАЛ КАМЕНСК- УРАЛЬСКИЙ""";покупали ранее;центробежная;воздух;АТ 200-0.8 | РУ-0,4;1;;;;;;;;;;;;;;;;;0;0;0;;;;нет;;;;телефон предприятия, сайт, технический человек, реквизиты (ИНН нет в базе владел;4;планировал;https://zakupki.gov.ru/epz/orderplan/tru-plan/card/common-info.html?guid=69fe0fd8-ae14-4282-967a-ae3c0d5a32ba_10b4b621-4b14-42cf-9e58-2d53224f10b8&infoGuid=69fe0fd8-ae14-4282-967a-ae3c0d5a32ba | https://zakupki.gov.ru/epz/orderplan/tru-plan/card/common-info.html?guid=1fe8b11d-c01f-4f82-8fa4-9ec00559f7ea_9dc42c81-2464-4d8b-8b60-0935a722f558&infoGuid=1fe8b11d-c01f-4f82-8fa4-9ec00559f7ea | https://zakupki.gov.ru/epz/orderplan/tru-plan/card/common-info.html?guid=a50e7efd-32b0-49d4-8140-f58c315a34c5_59933a9a-58b5-4528-b86d-45f5cb19da27&infoGuid=a50e7efd-32b0-49d4-8140-f58c315a34c5 | https://zakupki;"план 2180322323 позиция 6, сумма 77 646,74 Евро ;; план 2170265652 позиция 200, сумма 77 646,74 Евро ;; план 2200468908 позиция 296, сумма 188 503,30 Евро ;; план 2200468908 позиция 306, сумма 188 503,30 Евро";11.2018 | 12.2022;АТ 200-0.8;воздух;500;50;0;важность:покупали ранее +25 | важность:воздух +25;0;
