inn;predpriyatie;vyruchka_est;okved_est;rang_mashiny;faktov
7811129978;"САНКТ-ПЕТЕРБУРГСКОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНИЕНИЯ ""ГОРОДСКАЯ ПОЛИКЛИНИКА №8""";;;5.0;2
8300030240;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""МЯСОПРОДУКТЫ""";;;5.0;2
8601000426;МУНИЦИПАЛЬНОЕ ДОРОЖНО-ЭКСПЛУАТАЦИОННОЕ ПРЕДПРИЯТИЕ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ ГОРОД ХАНТЫ-МАНСИЙСК;;;5.0;2
8601004445;"БУ ""ОКРУЖНАЯ КЛИНИЧЕСКАЯ БОЛЬНИЦА""";;да;5.0;2
8901037441;"ООО ""ОБСКИЙ ГХК""";;;5.0;2
8902003269;"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ИСПРАВИТЕЛЬНАЯ КОЛОНИЯ № 3 УПРАВЛЕНИЯ ФЕДЕРАЛЬНОЙ СЛУЖБЫ ИСПОЛНЕНИЯ НАКАЗАНИЙ ПО ЯМАЛО-НЕНЕЦКОМУ АВТОНОМНОМУ ОКРУГУ""";;;5.0;2
9901000316;"ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ПРОИЗВОДСТВЕННОЕ ОБЪЕДИНЕНИЕ ""ГОРВОДОКАНАЛ""";;;5.0;2
0105020244;"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ РЕСПУБЛИКИ АДЫГЕЯ ""АДЫГЕЙСКАЯ РЕСПУБЛИКАНСКАЯ СТАНЦИЯ СКОРОЙ МЕДИЦИНСКОЙ ПОМОЩИ""";;;5.0;1
0240000558;"ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ САНАТОРИЙ ""ЯНГАН-ТАУ"" РЕСПУБЛИКИ БАШКОРТОСТАН";;;5.0;1
0264005932;ГБУЗ РБ ГБ Г. НЕФТЕКАМСК;;да;5.0;1
0273012622;"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ИСПРАВИТЕЛЬНАЯ КОЛОНИЯ № 3 УПРАВЛЕНИЯ ФЕДЕРАЛЬНОЙ СЛУЖБЫ ИСПОЛНЕНИЯ НАКАЗАНИЙ ПО РЕСПУБЛИКЕ БАШКОРТОСТАН""";;;5.0;1
0274983458;"АВТОНОМНАЯ НЕКОММЕРЧЕСКАЯ ОРГАНИЗАЦИЯ ""БЕСПИЛОТНЫЕ ОБЪЕДИНЕННЫЕ ТЕХНОЛОГИИ""";;да;5.0;1
0275000238;"МУНИЦИПАЛЬНОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ПО ЭКСПЛУАТАЦИИ ВОДОПРОВОДНО-КАНАЛИЗАЦИОННОГО ХОЗЯЙСТВА ""УФАВОДОКАНАЛ"" ГОРОДСКОГО ОКРУГА ГОРОД УФА РЕСПУБЛИКИ БАШКОРТОСТАН";;;5.0;1
0276014593;"ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""МЕДТЕХНИКА"" РЕСПУБЛИКИ БАШКОРТОСТАН";;;5.0;1
0276015759;ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ РЕСПУБЛИКИ БАШКОРТОСТАН СТОМАТОЛОГИЧЕСКАЯ ПОЛИКЛИНИКА № 5 ГОРОДА УФА;;;5.0;1
0277013465;ГБУЗ РБ ГКБ № 18 Г. УФЫ;;да;5.0;1
0278014912;ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ НАУКИ ИНСТИТУТ ПРОБЛЕМ СВЕРХПЛАСТИЧНОСТИ МЕТАЛЛОВ РОССИЙСКОЙ АКАДЕМИИ НАУК;;;5.0;1
0319001707;"ГБУЗ ""ТАРБАГАТАЙСКАЯ ЦРБ""";;да;5.0;1
0323025475;ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ НАУКИ ГЕОЛОГИЧЕСКИЙ ИНСТИТУТ ИМ. Н.Л. ДОБРЕЦОВА СИБИРСКОГО ОТДЕЛЕНИЯ РОССИЙСКОЙ АКАДЕМИИ НАУК;;;5.0;1
0323050947;ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ НАУКИ БАЙКАЛЬСКИЙ ИНСТИТУТ ПРИРОДОПОЛЬЗОВАНИЯ СИБИРСКОГО ОТДЕЛЕНИЯ РОССИЙСКОЙ АКАДЕМИИ НАУК;;;5.0;1
0533004471;"ГБУ РД "" УНЦУКУЛЬСКАЯ ЦРБ""";;да;5.0;1
0561039885;"ГБУ РД ""РЦТО ИМ. Н.Ц. ЦАХАЕВА""";;да;5.0;1
1001117500;АРБИТРАЖНЫЙ СУД РЕСПУБЛИКИ КАРЕЛИЯ;;;5.0;1
1001249017;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КАРЕЛЭНЕРГОРЕСУРС""";;;5.0;1
1001357943;"ГБУЗ ""ГДБ""";;да;5.0;1
1005160105;"ГБУЗ ""ПИТКЯРАНТСКАЯ ЦРБ""";;да;5.0;1
1101481574;"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ НАУКИ ФЕДЕРАЛЬНЫЙ ИССЛЕДОВАТЕЛЬСКИЙ ЦЕНТР ""КОМИ НАУЧНЫЙ ЦЕНТР УРАЛЬСКОГО ОТДЕЛЕНИЯ РОССИЙСКОЙ АКАДЕМИИ НАУК""";;;5.0;1
1106024691;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""УСИНСКАЯ ТЕПЛОВАЯ КОМПАНИЯ""";;;5.0;1
1510011001;УПРАВЛЕНИЕ ФЕДЕРАЛЬНОЙ СЛУЖБЫ БЕЗОПАСНОСТИ РОССИЙСКОЙ ФЕДЕРАЦИИ ПО ЧЕЧЕНСКОЙ РЕСПУБЛИКЕ;;;5.0;1
1654017170;МИНИСТЕРСТВО ЗДРАВООХРАНЕНИЯ РЕСПУБЛИКИ ТАТАРСТАН;;;5.0;1
1655028471;"ГАУЗ ""РКОБ МЗ РТ ИМ. ПРОФ. Е.В.АДАМЮКА""";;да;5.0;1
1655065547;;;;5.0;1
1900016090;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ШИРИНСКОЕ ДОРОЖНОЕ РЕМОНТНО-СТРОИТЕЛЬНОЕ УПРАВЛЕНИЕ""";;;5.0;1
2128015999;"БУ ""РЕСПУБЛИКАНСКИЙ КЛИНИЧЕСКИЙ ОНКОЛОГИЧЕСКИЙ ДИСПАНСЕР"" МИНЗДРАВА ЧУВАШИИ";;да;5.0;1
2129009395;"БУ ""РЕСПУБЛИКАНСКИЙ НАРКОЛОГИЧЕСКИЙ ДИСПАНСЕР"" МИНЗДРАВА ЧУВАШИИ";;да;5.0;1
2223592509;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЭКО-КОМПЛЕКС""";;;5.0;1
2263026002;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ПТИЦЕФАБРИКА ""МОЛОДЕЖНАЯ""";;;5.0;1
2279005833;"АКЦИОНЕРНОЕ ОБЩЕСТВО ПЛЕМЕННОЙ РЕПРОДУКТОР ""ЧИСТЮНЬСКИЙ""";;;5.0;1
2301018284;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""АНАПСКИЙ ХЛЕБОКОМБИНАТ""";;да;5.0;1
2312054894;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""АВТОНОМНАЯ ТЕПЛОЭНЕРГЕТИЧЕСКАЯ КОМПАНИЯ""";;;5.0;1
2317024357;"ГБУЗ ""ГП № 2 Г.СОЧИ"" МЗ КК";;да;5.0;1
2328005589;ГБУЗ ВЫСЕЛКОВСКАЯ ЦРБ;;да;5.0;1
2348015948;"ГБУЗ ""СЕВЕРСКАЯ ЦРБ"" МЗ КК";;да;5.0;1
2354003690;"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ПРОФЕССИОНАЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ КРАСНОДАРСКОГО КРАЯ ""ТИХОРЕЦКИЙ ИНДУСТРИАЛЬНЫЙ ТЕХНИКУМ""";;;5.0;1
2445900715;"МУНИЦИПАЛЬНОЕ АВТОНОМНОЕ УЧРЕЖДЕНИЕ ДЕТСКИЙ ЗАГОРОДНЫЙ СТАЦИОНАРНЫЙ ОЗДОРОВИТЕЛЬНЫЙ ЛАГЕРЬ ""ШАХТЁР""";;;5.0;1
2453000010;"МУНИЦИПАЛЬНОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ГОРОДСКОЕ ЖИЛИЩНО-КОММУНАЛЬНОЕ УПРАВЛЕНИЕ"" Г.ЗЕЛЕНОГОРСКА";;;5.0;1
2460213509;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АЭРОПОРТ ЕМЕЛЬЯНОВО""";;;5.0;1
2463005419;"КГБУЗ ""КМКБСМП ИМ. Н.С. КАРПОВИЧА""";;да;5.0;1
2463237459;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЦЕНТРАЛЬНОЕ КОНСТРУКТОРСКОЕ БЮРО ""ГЕОФИЗИКА""";;;5.0;1
2465177981;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""КРАСАВИА""";;;5.0;1
2466097369;ЗАКОНОДАТЕЛЬНОЕ СОБРАНИЕ КРАСНОЯРСКОГО КРАЯ;;;5.0;1
2501017263;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТВС АРСЕНЬЕВ""";;;5.0;1
2510001238;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""СПАССКЦЕМЕНТ""";;да;5.0;1
2510001291;"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ИСПРАВИТЕЛЬНАЯ КОЛОНИЯ № 6 ГЛАВНОГО УПРАВЛЕНИЯ ФЕДЕРАЛЬНОЙ СЛУЖБЫ ИСПОЛНЕНИЯ НАКАЗАНИЙ ПО ПРИМОРСКОМУ КРАЮ""";;;5.0;1
2636000641;"ФЕДЕРАЛЬНОЕ КАЗЁННОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""СТАВРОПОЛЬСКИЙ НАУЧНО-ИССЛЕДОВАТЕЛЬСКИЙ ПРОТИВОЧУМНЫЙ ИНСТИТУТ"" ФЕДЕРАЛЬНОЙ СЛУЖБЫ ПО НАДЗОРУ В СФЕРЕ ЗАЩИТЫ ПРАВ ПОТРЕБИТЕЛЕЙ И БЛАГОПОЛУЧИЯ ЧЕЛОВЕКА";;;5.0;1
2636055305;"ИПАТОВСКИЙ ФИЛИАЛ ГОСУДАРСТВЕННОГО БЮДЖЕТНОГО УЧРЕЖДЕНИЯ СТАВРОПОЛЬСКОГО КРАЯ ""СТАВАВТОДОР"" (ИПАТОВСКИЙ ФИЛИАЛ ГБУ СК ""СТАВАТОДОР"")";;;5.0;1
2703049596;"Открытое акционерное общество ""Плодоовощи""";;;5.0;1
2721186404;"МУНИЦИПАЛЬНОЕ АВТОНОМНОЕ УЧРЕЖДЕНИЕ КУЛЬТУРЫ ""ГОРОДСКОЙ ДВОРЕЦ КУЛЬТУРЫ""";;да;5.0;1
2722098983;"КРАЕВОЕ ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ ПО ОБЕСПЕЧЕНИЮ МЕРОПРИЯТИЙ ГРАЖДАНСКОЙ ЗАЩИТЫ ХАБАРОВСКОГО КРАЯ""";;;5.0;1
2723015436;"КРАЕВОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""СТАНЦИЯ СКОРОЙ МЕДИЦИНСКОЙ ПОМОЩИ Г. ХАБАРОВСКА"" МИНИСТЕРСТВА ЗДРАВООХРАНЕНИЯ ХАБАРОВСКОГО КРАЯ";;;5.0;1
2807007135;"ГОСУДАРСТВЕННОЕ ПРОФЕССИОНАЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ АВТОНОМНОЕ УЧРЕЖДЕНИЕ АМУРСКОЙ ОБЛАСТИ ""АМУРСКИЙ ТЕХНИЧЕСКИЙ КОЛЛЕДЖ""";;;5.0;1
2907001458;;;;5.0;1
2983012349;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""НЕНЕЦКАЯ АГРОПРОМЫШЛЕННАЯ КОМПАНИЯ""";;;5.0;1
3123171001;УПРАВЛЕНИЕ МУНИЦИПАЛЬНОГО ЗАКАЗА АДМИНИСТРАЦИИ ГОРОДА БЕЛГОРОДА;;;5.0;1
3201001360;"""МУНИЦИПАЛЬНОЕ УНИТАРНОЕ СПЕЦИАЛИЗИРОВАННОЕ ПРЕДПРИЯТИЕ ПО ВОПРОСАМ ПОХОРОННОГО ДЕЛА Г.БРЯНСКА""";;;5.0;1
3414016385;"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ ДОГОВОРНЫХ ПОДРАЗДЕЛЕНИЙ ФЕДЕРАЛЬНОЙ ПРОТИВОПОЖАРНОЙ СЛУЖБЫ ГОСУДАРСТВЕННОЙ ПРОТИВОПОЖАРНОЙ СЛУЖБЫ № 5""";;да;5.0;1
3518000982;"БУЗ ВО ""ТОТЕМСКАЯ ЦРБ""";;да;5.0;1
3525075900;"БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ВОЛОГОДСКОЙ ОБЛАСТИ ""ВОЛОГОДСКАЯ СТАНЦИЯ СКОРОЙ МЕДИЦИНСКОЙ ПОМОЩИ"" ИМЕНИ Н.Л. ТУРУПАНОВА";;;5.0;1
3525080749;"БУЗ ВО ""ВОЛОГОДСКИЙ ОБЛАСТНОЙ ОНКОЛОГИЧЕСКИЙ ДИСПАНСЕР"", БУЗ ВО ""ВООД""";;да;5.0;1
3525171932;"БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ПО ОБЕСПЕЧЕНИЮ СОДЕРЖАНИЯ И ЭКСПЛУАТАЦИИ НЕДВИЖИМОГО ИМУЩЕСТВА ВОЛОГОДСКОЙ ОБЛАСТИ ""УПРАВЛЕНИЕ ПО ЭКСПЛУАТАЦИИ ЗДАНИЙ""";;да;5.0;1
3801068398;"ОБЪЕДИНЕННАЯ ПЕРВИЧНАЯ ПРОФСОЮЗНАЯ ОРГАНИЗАЦИЯ АКЦИОНЕРНОГО ОБЩЕСТВА ""АНГАРСКАЯ НЕФТЕХИМИЧЕСКАЯ КОМПАНИЯ"" ОБЩЕРОССИЙСКОГО ПРОФЕССИОНАЛЬНОГО СОЮЗА РАБОТНИКОВ НЕФТЯНОЙ, ГАЗОВОЙ ОТРАСЛЕЙ ПРОМЫШЛЕННОСТИ И СТРОИТЕЛЬСТВА";;да;5.0;1
3808293554;"ООО ""УК ТК""";;да;5.0;1
3810033722;"МУНИЦИПАЛЬНОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ТЕПЛОЭНЕРГОСЕРВИС Г. ИРКУТСКА""";;;5.0;1
3811067361;"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""ИРКУТСКОЕ УПРАВЛЕНИЕ ПО ГИДРОМЕТЕОРОЛОГИИ И МОНИТОРИНГУ ОКРУЖАЮЩЕЙ СРЕДЫ""";;;5.0;1
3816016378;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""НИЖНЕУДИНСКОЕ КОММУНАЛЬНОЕ УПРАВЛЕНИЕ""";;;5.0;1
3818051530;"ООО ""КМК БИОРЕСУРС""";;да;5.0;1
3819018510;"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ЦЕНТРАЛЬНАЯ БАЗА МАТЕРИАЛЬНО-ТЕХНИЧЕСКОГО И ВОЕННОГО СНАБЖЕНИЯ ГЛАВНОГО УПРАВЛЕНИЯ ФЕДЕРАЛЬНОЙ СЛУЖБЫ ИСПОЛНЕНИЯ НАКАЗАНИЙ ПО ИРКУТСКОЙ ОБЛАСТИ""";;;5.0;1
4017000091;"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ИСПРАВИТЕЛЬНАЯ КОЛОНИЯ № 5 УПРАВЛЕНИЯ ФЕДЕРАЛЬНОЙ СЛУЖБЫ ИСПОЛНЕНИЯ НАКАЗАНИЙ ПО КАЛУЖСКОЙ ОБЛАСТИ""";;;5.0;1
4029000498;"федеральное государственное унитарное предприятие ""Калужское"" Федеральной службы исполнения наказаний";;;5.0;1
4205081103;"ФЕДЕРАЛЬНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""ЦЕНТР ГИГИЕНЫ И ЭПИДЕМИОЛОГИИ В КЕМЕРОВСКОЙ ОБЛАСТИ-КУЗБАССЕ""";;;5.0;1
4205389843;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТЕПЛОВАЯ КОМПАНИЯ""";;;5.0;1
4246003760;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""КАСКАД-ЭНЕРГО""";;;5.0;1
4246016336;"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""25 ОТРЯД ФЕДЕРАЛЬНОЙ ПРОТИВОПОЖАРНОЙ СЛУЖБЫ ГОСУДАРСТВЕННОЙ ПРОТИВОПОЖАРНОЙ СЛУЖБЫ ПО КЕМЕРОВСКОЙ ОБЛАСТИ (ДОГОВОРНОЙ)""";;да;5.0;1
4246019288;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТЕПЛОРЕСУРС""";;;5.0;1
4345058231;"Федеральное государственное бюджетное учреждение ""Российский медицинский научно-производственный центр ""Росплазма"" Федерального медико-биологического агентства""";;;5.0;1
4346008410;"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ НАУЧНОЕ УЧРЕЖДЕНИЕ ""ФЕДЕРАЛЬНЫЙ АГРАРНЫЙ НАУЧНЫЙ ЦЕНТР СЕВЕРО-ВОСТОКА ИМЕНИ Н.В.РУДНИЦКОГО""";;;5.0;1
4346049110;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""КУПРИТ""";;;5.0;1
4401016541;"ОБЛАСТНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""КОСТРОМСКАЯ ОБЛАСТНАЯ СТОМАТОЛОГИЧЕСКАЯ ПОЛИКЛИНИКА""";;да;5.0;1
4502003193;"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""ШАДРИНСКАЯ БОЛЬНИЦА СКОРОЙ МЕДИЦИНСКОЙ ПОМОЩИ"".";;;5.0;1
4701002194;"государственное автономное образовательное учреждение среднего профессионального образования Ленинградской области ""Борский агропромышленный техникум""";;;5.0;1
4703021812;"ГОСУДАРСТВЕННОЕ АВТОНОМНОЕ УЧРЕЖДЕНИЕ ЛЕНИНГРАДСКОЙ ОБЛАСТИ ""СПОРТИВНО-ТРЕНИРОВОЧНЫЙ ЦЕНТР ЛЕНИНГРАДСКОЙ ОБЛАСТИ""";;;5.0;1
4804003217;"ГУЗ ""ДОБРИНСКАЯ ЦРБ""";;да;5.0;1
5001007590;"ГБУЗ МОСКОВСКОЙ ОБЛАСТИ ""БАЛАШИХИНСКАЯ БОЛЬНИЦА""";;да;5.0;1
5001040936;"ГБУЗ МО ""МОПЦ""";;да;5.0;1
5003027994;"ГБУЗ МОСКОВСКОЙ ОБЛАСТИ ""ВИДНОВСКАЯ КБ""";;да;5.0;1
5004027387;;;;5.0;1
5008000072;"ГБУЗ МОСКОВСКОЙ ОБЛАСТИ ""ДКБ""";;да;5.0;1
5008000202;"ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""ПРОИЗВОДСТВЕННОЕ ОБЪЕДИНЕНИЕ ""ТОС""";;;5.0;1
5024223478;"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ МОСКОВСКОЙ ОБЛАСТИ ""КРАСНОГОРСКАЯ БОЛЬНИЦА""";;;5.0;1
5026014960;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЭКОТЕХПРОМ""";;;5.0;1
5027168698;"ГБУЗ МО ""МОЦОМД""";;да;5.0;1
5040137917;"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""МОНИТОРИНГ И ОРГАНИЗАЦИЯ ЗАКУПОК ГОРОДСКОГО ОКРУГА ЖУКОВСКИЙ""";;;5.0;1
5045065600;"ГБУЗ МОСКОВСКОЙ ОБЛАСТИ ""СКБ""";;да;5.0;1
5048051612;"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ВОЙСКОВАЯ ЧАСТЬ 52583""";;;5.0;1
5107913796;"ГОСУДАРСТВЕННОЕ ОБЛАСТНОЕ АВТОНОМНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""МОНЧЕГОРСКАЯ СТОМАТОЛОГИЧЕСКАЯ ПОЛИКЛИНИКА""";;;5.0;1
5190018387;"Общество с ограниченной ответственностью ""Дорожно-строительное управление ""Севдорстрой""";;;5.0;1
5252001058;"ГБУЗ НО ""ОКСКИЙ ММЦ""";;да;5.0;1
5258000621;"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""НИЖЕГОРОДСКОЕ ПРОТЕЗНО-ОРТОПЕДИЧЕСКОЕ ПРЕДПРИЯТИЕ"" МИНИСТЕРСТВА ТРУДА И СОЦИАЛЬНОЙ ЗАЩИТЫ РОССИЙСКОЙ ФЕДЕРАЦИИ";;;5.0;1
5263013200;"ГБУЗ НО ""ГКБ № 12""";;да;5.0;1
5321089105;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КОМПАНЬОН-Н""";;;5.0;1
5401109903;"ГБУЗ НСО ""ГКБ № 2""";;да;5.0;1
5402192083;"муниципальное автономное учреждение города Новосибирска ""Новосибирский Центр Высшего Спортивного Мастерства""";;;5.0;1
5403120155;"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ НОВОСИБИРСКОЙ ОБЛАСТИ ""НОВОСИБИРСКОЕ ОБЛАСТНОЕ КЛИНИЧЕСКОЕ БЮРО СУДЕБНО - МЕДИЦИНСКОЙ ЭКСПЕРТИЗЫ""";;;5.0;1
5406186475;"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ГОРОДА НОВОСИБИРСКА ""ГОРЗЕЛЕНХОЗ""";;;5.0;1
5408100057;ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ НАУКИ ИНСТИТУТ ФИЗИКИ ПОЛУПРОВОДНИКОВ ИМ. А.В. РЖАНОВА СИБИРСКОГО ОТДЕЛЕНИЯ РОССИЙСКОЙ АКАДЕМИИ НАУК;;;5.0;1
5446111395;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИСКИТИМСКАЯ ГОРОДСКАЯ КОТЕЛЬНАЯ""";;;5.0;1
5503027777;"БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ОМСКОЙ ОБЛАСТИ ДОПОЛНИТЕЛЬНОГО ОБРАЗОВАНИЯ ""СПОРТИВНАЯ ШКОЛА ОЛИМПИЙСКОГО РЕЗЕРВА ""СИБИРСКИЙ НЕФТЯНИК""";;;5.0;1
5503084165;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТЕПЛОВАЯ КОМПАНИЯ""";;;5.0;1
5504087401;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""НАУЧНО-ПРОИЗВОДСТВЕННОЕ ПРЕДПРИЯТИЕ ""ЭТАЛОН""";;;5.0;1
5506032359;"БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ДОПОЛНИТЕЛЬНОГО ОБРАЗОВАНИЯ ГОРОДА ОМСКА ""СПОРТИВНАЯ ШКОЛА А.В. КОЖЕВНИКОВА""";;да;5.0;1
5517002973;"БУЗОО ""КОРМИЛОВСКАЯ ЦРБ""";;да;5.0;1
5524001025;"БУЗОО ""НИЖНЕОМСКАЯ ЦРБ""";;да;5.0;1
5528034409;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ДОРОЖНОЕ РЕМОНТНО-СТРОИТЕЛЬНОЕ УПРАВЛЕНИЕ № 3""";;;5.0;1
5609200446;"ООО ""ГСПГТ ОРЕНБУРГ""";;да;5.0;1
5610063875;;;да;5.0;1
5703008066;"МУНИЦИПАЛЬНОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""МЦЕНСК-ТЕПЛО"" Г. МЦЕНСКА";;;5.0;1
5714004313;;;;5.0;1
5752033428;"МУНИЦИПАЛЬНОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ТРАМВАЙНО-ТРОЛЛЕЙБУСНОЕ ПРЕДПРИЯТИЕ"" Г. ОРЛА";;;5.0;1
5753028501;"БУЗ ОРЛОВСКОЙ ОБЛАСТИ ""БСМП ИМ. Н.А. СЕМАШКО""";;да;5.0;1
5836615327;"Закрытое акционерное общество ""НИИФИ и ВТ""";;;5.0;1
5902293107;;;;5.0;1
5906149305;"ГАУЗ ПК ""ГКБ № 4""";;да;5.0;1
6018000299;"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ИСПРАВИТЕЛЬНАЯ КОЛОНИЯ № 4 УПРАВЛЕНИЯ ФЕДЕРАЛЬНОЙ СЛУЖБЫ ИСПОЛНЕНИЯ НАКАЗАНИЙ ПО ПСКОВСКОЙ ОБЛАСТИ""";;;5.0;1
6022004401;"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""НАЦИОНАЛЬНЫЙ ПАРК ""СЕБЕЖСКИЙ""";;;5.0;1
