nomer;data;inn_zakazchika;zakazchik;obekt;tip;inn_eo;ekspertnaya_org;vyvod;istochnik;istochnik_zakazchik
56-ТУ-21415-2024;22.10.2024;7424024375;"ПАО ""ЮГК""";Компрессор центробежный К250-61-5 (зав. №10121), применяемое на опасном производственном объекте III класса опасности «Золотоизвлекательная фабрика горно-обогатительного комплекса на группе месторождений «Курасан» рег. №А56-70996-0034 Публичное Акционерное Общество «Южуралзолото Группа Компаний»;ТУ;7447161748;"ООО ИЦДК ""СОЮЗТЕХГАЗ""";соответствует;https://monitor-pb.ru/conclusion/56-%D0%A2%D0%A3-21415-2024;https://monitor-pb.ru/customer/7424024375
61-ТУ-25802-2018;28.11.2018;5501041254;"АО ""ГАЗПРОМНЕФТЬ-ОНПЗ""";техническое устройство – центробежный компрессор 340-81-4, зав. № 7259, тех. № В-1б, применяемый на опасном производственном объекте – площадке установки каталитического крекинга 43-103 Производства №2 АО «Газпромнефть-Омский НПЗ».;ТУ;5501254365;"ООО ""Центр технической безопасности и диагностики ""Полисервис""";соответствует;https://monitor-pb.ru/conclusion/61-%D0%A2%D0%A3-25802-2018;https://monitor-pb.ru/customer/5501041254
18-ТУ-12737-2023;06.12.2023;7610052644;"ПАО""ОДК-Сатурн""";техническое устройство: компрессор центробежный К250-61-5, зав.№ 1502, эксплуатируемое на опасном производственном объекте:Площадка участка ПАО «ОДК-Сатурн»,регистрационный номер ОПО:А18-00529-0116, класс опасности ОПО: III класс. Эксплуатирующая организация: ПАО «ОДК-Сатурн»;ТУ;7710266696;"ООО ""МОСГОРЭКСПЕРТИЗА""";соответствует;https://monitor-pb.ru/conclusion/18-%D0%A2%D0%A3-12737-2023;https://monitor-pb.ru/customer/7610052644
27-ТУ-06933-2023;14.04.2023;1102024468;"ООО ""ГАЗПРОМ ТРАНСГАЗ УХТА""";"центробежный нагнетатель (компрессор) ЦБН тип Н-370-18-1 корпус зав. № 6544 и ротор зав. № 83-85, ст. № 42, инв. № 126409, применяемые на ОПО: ""Площадка компрессорной станции Приводинского ЛПУМГ"" рег. № А25-00261-0630";ТУ;0276081462;"ООО НПК ""ДИАКОНТ""";соответствует;https://monitor-pb.ru/conclusion/27-%D0%A2%D0%A3-06933-2023;https://monitor-pb.ru/customer/1102024468
40-ТУ-06504-2020;14.12.2020;0277014204;"ПАО ""УФАОРГСИНТЕЗ""";техническое устройство «Центробежный компрессор 500-61-1, заводской № 358, тех. № 2/1», применяемое на опасном производственном объекте «Площадка ПАО «Уфаоргсинтез», рег. № А41-00050-0001 (I класс опасности). Объект: производство фенола и ацетона, объект 106-605, отделение 604;ТУ;5029124262;"ООО ""ПРОММАШ ТЕСТ"" (ИНН 5029124262)";соответствует;https://monitor-pb.ru/conclusion/40-%D0%A2%D0%A3-06504-2020;https://monitor-pb.ru/customer/0277014204
40-ТУ-06506-2020;14.12.2020;0277014204;"ПАО ""УФАОРГСИНТЕЗ""";техническое устройство «Центробежный компрессор 500-61-1, заводской № 359, тех. № 2/2», применяемое на опасном производственном объекте «Площадка ПАО «Уфаоргсинтез», рег. № А41-00050-0001 (I класс опасности). Объект: производство фенола и ацетона, объект 106-605, отделение 604;ТУ;5029124262;"ООО ""ПРОММАШ ТЕСТ"" (ИНН 5029124262)";соответствует;https://monitor-pb.ru/conclusion/40-%D0%A2%D0%A3-06506-2020;https://monitor-pb.ru/customer/0277014204
62-ТУ-46940-2022;20.12.2022;3801009466;"АО ""АНХК""";техническое устройство Центробежный компрессор ЦК-135/8 поз. 7/2, зав. № 81001, применяемое АО «АНХК» на опасном производственном объекте «Площадка участка основного производства» (рег. № А67-00371-0001), ПНХ, цех 12/44, уст. 44, об. 1740;ТУ;7017129661;"ООО ""ТОМСКИЙ ИТЦ""";соответствует;https://monitor-pb.ru/conclusion/62-%D0%A2%D0%A3-46940-2022;https://monitor-pb.ru/customer/3801009466
53-ТУ-21742-2023;18.08.2023;6320004728;"АО ""ТОАЗ""";Центробежный компрессор технологический № К-601, ЦВД тип 272-В7/1R, заводской № 272-8-3292, ЦСД тип 373-В5/5, заводской № 373-10-3291, ЦНД тип 553-В9, заводской № 553-9-3290, инвентарный № 0051974 применяемое цех №03А, агрегат 4, Компрессия, корпус 271;ТУ;6312086734;"ООО ""ПЭБ""";соответствует;https://monitor-pb.ru/conclusion/53-%D0%A2%D0%A3-21742-2023;https://monitor-pb.ru/customer/6320004728
28-ТУ-05445-2025;31.03.2025;3528000597;"ПАО ""СЕВЕРСТАЛЬ""";Центробежный компрессор КТК-12,5/35, зав.№ 80002, ст.№14, установленный на территории кислородного цеха участок компрессии кислорода опасный производственный объект «Участок воздухоразделительных установок УГЭ» I-го класса опасности, рег.№А28-00205-0049 от 04.04.2005 ПАО «Северсталь» г. Череповец Вологодской области;ТУ;6671344191;"ООО ""Промэнергобезопасность""";соответствует;https://monitor-pb.ru/conclusion/28-%D0%A2%D0%A3-05445-2025;https://monitor-pb.ru/customer/3528000597
18-ТУ-04430-2023;25.05.2023;7610052644;"ПАО""ОДК-Сатурн""";на техническое устройство, эксплуатируемое на опасном производственном объекте, Компрессор центробежный К250-61-5 зав.№ 764. Опасный производственный объект: площадка участка ПАО «ОДК-Сатурн». Регистрационный номер ОПО: А18-00529-0116. Класс опасности ОПО: III класс. Эксплуатирующая организация: ПАО «ОДК-Сатурн»;ТУ;7710266696;"ООО ""МОСГОРЭКСПЕРТИЗА""";соответствует;https://monitor-pb.ru/conclusion/18-%D0%A2%D0%A3-04430-2023;https://monitor-pb.ru/customer/7610052644
39-ТУ-15760-2020;06.10.2020;3448017919;"ООО ""ЛУКОЙЛ-ВОЛГОГРАДНЕФТЕПЕРЕРАБОТКА""";Техническое устройство эксплуатируемое на опасном производственном объекте ООО «ЛУКОЙЛ-Волгограднефтепереработка», (№А 39-00045-0001) центробежного компрессора марки К250-6/1 тех. поз. ВК-1, компрессорная №96В, ОГЭ, по адресу: 400029, г. Волгоград, ул. 40 лет ВЛКСМ, 55;ТУ;3444147995;"ООО ""ВОЛГА-ПРОМ-ЭКСПЕРТИЗА""";соответствует;https://monitor-pb.ru/conclusion/39-%D0%A2%D0%A3-15760-2020;https://monitor-pb.ru/customer/3448017919
39-ТУ-18094-2020;03.11.2020;3448017919;"ООО ""ЛУКОЙЛ-ВОЛГОГРАДНЕФТЕПЕРЕРАБОТКА""";Техническое устройство эксплуатируемое на опасном производственном объекте ООО «ЛУКОЙЛ-Волгограднефтепереработка», (№А 39-00045-0001) центробежного компрессора марки 32ВЦ-100/9М1 тех. поз. ВК-3, компрессорная №96Г, ОГЭ, по адресу: 400029, г. Волгоград, ул. 40 лет ВЛКСМ, 55;ТУ;3444147995;"ООО ""ВОЛГА-ПРОМ-ЭКСПЕРТИЗА""";соответствует;https://monitor-pb.ru/conclusion/39-%D0%A2%D0%A3-18094-2020;https://monitor-pb.ru/customer/3448017919
39-ТУ-18095-2020;03.11.2020;3448017919;"ООО ""ЛУКОЙЛ-ВОЛГОГРАДНЕФТЕПЕРЕРАБОТКА""";Техническое устройство эксплуатируемое на опасном производственном объекте ООО «ЛУКОЙЛ-Волгограднефтепереработка», (№А 39-00045-0001) центробежного компрессора марки 32ВЦ-100/9М1 тех. поз. ВК-4, компрессорная №96Г, ОГЭ, по адресу: 400029, г. Волгоград, ул. 40 лет ВЛКСМ, 55;ТУ;3444147995;"ООО ""ВОЛГА-ПРОМ-ЭКСПЕРТИЗА""";соответствует;https://monitor-pb.ru/conclusion/39-%D0%A2%D0%A3-18095-2020;https://monitor-pb.ru/customer/3448017919
38-ТУ-07092-2023;03.05.2023;1102054991;"ООО ""ГАЗПРОМ ПЕРЕРАБОТКА""";Техническое устройство – центробежный компрессор марки 5ЦД-208/30-45М, поз. ЦК-1, зав.№1.477002, установка У-1.734, филиал Астраханский ГПЗ ООО «Газпром переработка» опасный производственный объект «Площадка производства №3 Астраханского ГПЗ», рег №А19-10619-0070;ТУ;7801082551;"АО НДЦ НПФ ""РУССКАЯ ЛАБОРАТОРИЯ""";соответствует;https://monitor-pb.ru/conclusion/38-%D0%A2%D0%A3-07092-2023;https://monitor-pb.ru/customer/1102054991
61-ТУ-25812-2021;12.10.2021;5501041254;"АО ""ГАЗПРОМНЕФТЬ-ОНПЗ""";техническое устройство – центробежный компрессор марки 340-81-5, зав. № 9284, тех. № ЦК-301/2 применяемый на опасном производственном объекте – площадке комбинированной установки глубокой переработки мазута КТ-1/1, КХ Производства №2 АО «Газпромнефть-Омский НПЗ»;ТУ;5501254365;"ООО ""Центр технической безопасности и диагностики ""Полисервис""";соответствует;https://monitor-pb.ru/conclusion/61-%D0%A2%D0%A3-25812-2021;https://monitor-pb.ru/customer/5501041254
61-ТУ-25815-2021;12.10.2021;5501041254;"АО ""ГАЗПРОМНЕФТЬ-ОНПЗ""";техническое устройство – центробежный компрессор марки 340-81-5, зав. № 9283, тех. № ЦК-301/р применяемый на опасном производственном объекте – площадке комбинированной установки глубокой переработки мазута КТ-1/1, КХ Производства №2 АО «Газпромнефть-Омский НПЗ»;ТУ;5501254365;"ООО ""Центр технической безопасности и диагностики ""Полисервис""";соответствует;https://monitor-pb.ru/conclusion/61-%D0%A2%D0%A3-25815-2021;https://monitor-pb.ru/customer/5501041254
61-ТУ-25827-2021;12.10.2021;5501041254;"АО ""ГАЗПРОМНЕФТЬ-ОНПЗ""";техническое устройство – центробежный компрессор марки 340-81-5, зав. № 9285, тех. № ЦК-301/1 применяемый на опасном производственном объекте – площадке комбинированной установки глубокой переработки мазута КТ-1/1, КХ Производства №2 АО «Газпромнефть-Омский НПЗ»;ТУ;5501254365;"ООО ""Центр технической безопасности и диагностики ""Полисервис""";соответствует;https://monitor-pb.ru/conclusion/61-%D0%A2%D0%A3-25827-2021;https://monitor-pb.ru/customer/5501041254
18-ТУ-03015-2022;22.03.2022;7601001107;"ПАО ""СЛАВНЕФТЬ-ЯНОС""";на техническое устройство Компрессор центробежный марки К-250-61-2, зав. № 809, поз. К-1, установки ЦВК-1 эксплуатируемый ПАО «Славнефть-ЯНОС» на опасном производственном объекте Площадка цеха ресурсообеспечения (Цех № 17) (рег. № А18-00055-0010, IV класс опасности).;ТУ;5029124262;"ООО ""ПРОММАШ ТЕСТ"" (ИНН 5029124262)";соответствует;https://monitor-pb.ru/conclusion/18-%D0%A2%D0%A3-03015-2022;https://monitor-pb.ru/customer/7601001107
68-ТУ-05107-2025;13.02.2025;4214000608;"ПАО ""ЮЖНЫЙ КУЗБАСС""";насосы центробежные многоступенчатые секционные ЦНСн 180-85 заводские №№ 158, 159, 160, компрессор винтовой «Шторм-2400» заводской № 07340102, компрессор винтовой «Шторм-2400» заводской № 07600202, блок-контейнер компрессорный БКК-45/8-2 заводской № 0551 (в составе: установки компрессорные ДЭН-132ШМ «ОПТИМ» заводской № 136, ДЭН-132ШМ «ОПТИМ» заводской № 137), принадлежащие ПАО «Южный Кузбасс», эксплуатируемые в Филиале ПАО «Южный Кузбасс» – Управление по подземной добыче угля, шахта «Сибиргинская»,на опасном производственном объекте I класса опасности,Шахта угольная («Сибиргинская»), регистрационный номер ОПО А68-00603-0035;ТУ;4220024710;"ООО ""ЭНЕРГОПРОМ-М""";соответствует;https://monitor-pb.ru/conclusion/68-%D0%A2%D0%A3-05107-2025;https://monitor-pb.ru/customer/4214000608
18-ТУ-02186-2021;03.02.2021;7601001107;"ПАО ""СЛАВНЕФТЬ-ЯНОС""";на техническое устройство, применяемое на опасном производственном объекте: модернизированный центробежный компрессор 5VR 200/490G поз. ЦК-1 зав.№ 85.000/1 (с резервным цилиндром сжатия модификации 5VR 200/490М, резервным ротором зав. № 85.025/2 и комплектом резервных «сухих» газовых уплотнений), принадлежащий ПАО «Славнефть-ЯНОС»;ТУ;7721776018;"ООО ""РУСНЕФТЕПРОЕКТ-МСК""";соответствует;https://monitor-pb.ru/conclusion/18-%D0%A2%D0%A3-02186-2021;https://monitor-pb.ru/customer/7601001107
26-ТУ-24823-2024;06.11.2024;5191431170;"АО ""КОЛЬСКАЯ ГМК""";Заключение экспертизы промышленной безопасности № КГМК/304-2024-067-246 Объект экспертизы: Компрессор центробежный кислородный КТК-12,5/35 № 4, зав. № 88001, инв. № 171151 эксплуатируемый АО «Кольская Горно-Металлургическая Компания», расположенный по адресу: Мурманская область, г. Мончегорск Регистрационный номер ОПО: А26-00430-0027 «Площадка цеха энергообеспечения, баллононаполнительная станция» Класс опасности ОПО: III;ТУ;7841484948;"ООО ""ЭНЕРГОЭКСПЕРТ"" (ИНН 7841484948)";соответствует;https://monitor-pb.ru/conclusion/26-%D0%A2%D0%A3-24823-2024;https://monitor-pb.ru/customer/5191431170
26-ТУ-26707-2024;21.11.2024;5191431170;"АО ""КОЛЬСКАЯ ГМК""";Заключение экспертизы промышленной безопасности № КГМК/304-2024-067-242 Объект экспертизы: Компрессор центробежный кислородный КТК-12,5/35 № 3, зав. № 88003, инв. 171150, эксплуатируемый АО «Кольская Горно-Металлургическая Компания», расположенный по адресу: Мурманская обл., г. Мончегорск Регистрационный номер ОПО: А26-00430-0027 «Площадка цеха энергообеспечения, баллононаполнительная станция» Класс опасности ОПО: III;ТУ;7841484948;"ООО ""ЭНЕРГОЭКСПЕРТ"" (ИНН 7841484948)";соответствует;https://monitor-pb.ru/conclusion/26-%D0%A2%D0%A3-26707-2024;https://monitor-pb.ru/customer/5191431170
67-ТУ-09691-2023;23.06.2023;7840346335;"АО ""ГРУППА ""ИЛИМ""";Компрессор центробежный воздушный ЦТК 275/9, зав.№ 43 опасного производственного объекта «Площадка установки получения кислорода, Иркутская область, г. Усть-Илимск» рег. №А19-07153-0095, III класс опасности Филиал АО «Группа «ИЛИМ» в г. Усть-Илимске ККЦ. Иркутская область, Усть-Илимск г., промплощадка УИ ЛПК, Правобережная часть города;ТУ;5403167763;"ФГБУ ""ЦЛАТИ ПО СФО""";соответствует;https://monitor-pb.ru/conclusion/67-%D0%A2%D0%A3-09691-2023;https://monitor-pb.ru/customer/7840346335
51-ТУ-38894-2022;27.04.2022;6451114900;"ПАО ""САРАТОВСКИЙ НПЗ""";"техническое устройство ""Центробежный компрессор типа 43ВЦ-160/9, поз. ЦК-3"", применяемое на опасном производственном объекте ПАО «Саратовский НПЗ» Место установки: участок по эксплуатации объектов производства сжатого воздуха, цех энергопотребления Наименование ОПО: ""Площадка цеха энергопроизводства. водоснабжения и водоотведения"" Рег. № ОПО: А51-00642-0029 Класс опасности: III Адрес ОПО: 410022 город Саратов, ул. Брянская, дом 1";ТУ;7017216956;"ООО ""РУСЭНЕРГО""";соответствует;https://monitor-pb.ru/conclusion/51-%D0%A2%D0%A3-38894-2022;https://monitor-pb.ru/customer/6451114900
66-ТУ-03777-2023;06.03.2023;8401005730;"ПАО ""ГМК ""НОРИЛЬСКИЙ НИКЕЛЬ""";Техническое устройство: Центробежный азотный компрессор ЦК-135/8 ст. №3/38М, зав. №78016, инв. №30800017158, эксплуатирующая организация: Заполярный филиал ПАО «ГМК «Норильский никель», наименование ОПО: Площадка установки получения кислорода Надеждинского металлургического завода имени Б.И. Колесникова Заполярного филиала ПАО «ГМК «Норильский никель», рег. № А70-00001-0271, III класс опасности;ТУ;7816374814;"ООО ""ГЦЭ - СЕВЕР""";соответствует;https://monitor-pb.ru/conclusion/66-%D0%A2%D0%A3-03777-2023;https://monitor-pb.ru/customer/8401005730
66-ТУ-03778-2023;06.03.2023;8401005730;"ПАО ""ГМК ""НОРИЛЬСКИЙ НИКЕЛЬ""";Техническое устройство: Центробежный азотный компрессор ЦК-135/8 ст. №2/37М, зав. №79027, инв. № 30800017156, эксплуатирующая организация: Заполярный филиал ПАО «ГМК «Норильский никель», наименование ОПО: Площадка установки получения кислорода Надеждинского металлургического завода имени Б.И. Колесникова Заполярного филиала ПАО «ГМК «Норильский никель», рег. № А70-00001-0271, III класс опасности;ТУ;7816374814;"ООО ""ГЦЭ - СЕВЕР""";соответствует;https://monitor-pb.ru/conclusion/66-%D0%A2%D0%A3-03778-2023;https://monitor-pb.ru/customer/8401005730
66-ТУ-03776-2023;06.03.2023;8401005730;"ПАО ""ГМК ""НОРИЛЬСКИЙ НИКЕЛЬ""";Техническое устройство: Компрессор кислородный центробежный КТК-12,5/35 ст. №3/14М, зав. №79008, инв. № 30800015020, эксплуатирующая организация: Заполярный филиал ПАО «ГМК «Норильский никель», наименование ОПО: Площадка установки получения кислорода Надеждинского металлургического завода имени Б.И. Колесникова Заполярного филиала ПАО «ГМК «Норильский никель», рег. № А70-00001-0271, III класс опасности;ТУ;7816374814;"ООО ""ГЦЭ - СЕВЕР""";соответствует;https://monitor-pb.ru/conclusion/66-%D0%A2%D0%A3-03776-2023;https://monitor-pb.ru/customer/8401005730
66-ТУ-03779-2023;06.03.2023;8401005730;"ПАО ""ГМК ""НОРИЛЬСКИЙ НИКЕЛЬ""";Техническое устройство: компрессор кислородный центробежный КТК-12,5/35, ст. №5/28М, зав. №82008, инв. № 30800022398, эксплуатирующая организация: Заполярный филиал ПАО «ГМК «Норильский никель», наименование ОПО: Площадка установки получения кислорода Надеждинского металлургического завода имени Б.И. Колесникова Заполярного филиала ПАО «ГМК «Норильский никель», рег. № А70-00001-0271, III класс опасности;ТУ;7816374814;"ООО ""ГЦЭ - СЕВЕР""";соответствует;https://monitor-pb.ru/conclusion/66-%D0%A2%D0%A3-03779-2023;https://monitor-pb.ru/customer/8401005730
66-ТУ-14134-2022;17.10.2022;8401005730;"ПАО ""ГМК ""НОРИЛЬСКИЙ НИКЕЛЬ""";Техническое устройство - Компрессор центробежный кислородный КТК-12,5/35 ст. № 6/29М, зав. № 80005, инв. № 30800022399. Эксплуатирующая организация: Заполярный филиал ПАО «ГМК «Норильский никель», наименование ОПО: Площадка установки получения кислорода Надеждинского металлургического завода имени Б.И. Колесникова Заполярного филиала ПАО «ГМК «Норильский никель», рег. № А70-00001-0271, III класс опасности;ТУ;7816374814;"ООО ""ГЦЭ - СЕВЕР""";соответствует;https://monitor-pb.ru/conclusion/66-%D0%A2%D0%A3-14134-2022;https://monitor-pb.ru/customer/8401005730
66-ТУ-14135-2022;17.10.2022;8401005730;"ПАО ""ГМК ""НОРИЛЬСКИЙ НИКЕЛЬ""";Техническое устройство - Компрессор центробежный кислородный КТК-12,5/35 ст. № 15/46М, зав. № 87004, инв. № 30800024011. Эксплуатирующая организация: Заполярный филиал ПАО «ГМК «Норильский никель», наименование ОПО: Площадка установки получения кислорода Надеждинского металлургического завода имени Б.И. Колесникова Заполярного филиала ПАО «ГМК «Норильский никель», рег. № А70-00001-0271, III класс опасности;ТУ;7816374814;"ООО ""ГЦЭ - СЕВЕР""";соответствует;https://monitor-pb.ru/conclusion/66-%D0%A2%D0%A3-14135-2022;https://monitor-pb.ru/customer/8401005730
66-ТУ-14137-2022;17.10.2022;8401005730;"ПАО ""ГМК ""НОРИЛЬСКИЙ НИКЕЛЬ""";Техническое устройство - Компрессор центробежный кислородный КТК-12,5/35, ст. № 9/32М, зав. № 78008, инв. № 30800024012. Эксплуатирующая организация: Заполярный филиал ПАО «ГМК «Норильский никель», наименование ОПО: Площадка установки получения кислорода Надеждинского металлургического завода имени Б.И. Колесникова Заполярного филиала ПАО «ГМК «Норильский никель», рег. № А70-00001-0271, III класс опасности;ТУ;7816374814;"ООО ""ГЦЭ - СЕВЕР""";соответствует;https://monitor-pb.ru/conclusion/66-%D0%A2%D0%A3-14137-2022;https://monitor-pb.ru/customer/8401005730
66-ТУ-14145-2022;17.10.2022;8401005730;"ПАО ""ГМК ""НОРИЛЬСКИЙ НИКЕЛЬ""";Техническое устройство - Компрессор воздушный центробежный К-1500-62-2, ст. № 8/20М, зав. № 6209, инв. № 30800017150. Эксплуатирующая организация: Заполярный филиал ПАО «ГМК «Норильский никель», наименование ОПО: Площадка установки получения кислорода Надеждинского металлургического завода имени Б.И. Колесникова Заполярного филиала ПАО «ГМК «Норильский никель», рег. № А70-00001-0271, III класс опасности;ТУ;7816374814;"ООО ""ГЦЭ - СЕВЕР""";соответствует;https://monitor-pb.ru/conclusion/66-%D0%A2%D0%A3-14145-2022;https://monitor-pb.ru/customer/8401005730
68-ТУ-50786-2023;25.01.2023;4253042369;"ООО ""ЭР ЛИКИД КУЗБАСС""";ЗАКЛЮЧЕНИЕ № 052М/2023-ТУ ЭКСПЕРТИЗЫ ПРОМЫШЛЕННОЙ БЕЗОПАСНОСТИ на техническое устройство - компрессор центробежный типа К1500-62-2 № 2, инв. № 506702, зав. № 7755 Эксплуатируется на опасном производственном объекте II класса опасности (Участок станции воздухоразделительной ООО «Эр Ликид Кузбасс», регистрационный номер в реестре ОПО А68-03188-0003 от 23.03.2022г.) ООО «Эр Ликид Кузбасс» г. Новокузнецк;ТУ;4221027375;"ООО ""КУЗНЕЦК ЭКСПЕРТ""";соответствует;https://monitor-pb.ru/conclusion/68-%D0%A2%D0%A3-50786-2023;https://monitor-pb.ru/customer/4253042369
67-ТУ-08952-2023;09.06.2023;3814007314;"АО ""САЯНСКХИМПЛАСТ""";техническое устройство – компрессор центробежный 4М10-40/70 поз. К-403, зав. № 170, применяемое на опасном производственном объекте: Площадка участка производства (Производство хлора и каустика, производство ВХ, производство ПВХ, газовое производство (АКС), служба ТВТТ)» (рег. № А67-00450-0001, класс опасности I). Российская Федерация, Иркутская область, г. Саянск, Промышленный узел, промплощадка: квартал 30, корпус 702/702Б, АО «Саянскхимпласт», Газовое производство, азотно-кислородная станция. Предприятие-владелец: Акционерное общество «Саянскхимпласт»;ТУ;3808197586;"ООО ""ТЕХРЕГЛАМЕНТ""";соответствует;https://monitor-pb.ru/conclusion/67-%D0%A2%D0%A3-08952-2023;https://monitor-pb.ru/customer/3814007314
68-ТУ-51510-2023;02.02.2023;4205000908;"КАО ""АЗОТ""";Заключение экспертизы промышленной безопасности на техническое устройство: турбокомпрессорный агрегат поз. №401 (центробежный компрессор Кларк зав №272-10-2798 (включая элементы маслосистемы), с приводом от паровой турбины 103-JT зав №7170), эксплуатируемый в составе опасного производственного объекта Площадка производства аммиака, карбамида, участка транспортировки аммиака рег. №А68-00013-0001 (I класс опасности), расположенный на территории цеха Аммиак-1 КАО Азот, г. Кемерово, Кемеровская область. №ТГ-ЭПБ-0586-12-2022;ТУ;7446058716;"ООО ""ТЕХНОГАРАНТ""";соответствует;https://monitor-pb.ru/conclusion/68-%D0%A2%D0%A3-51510-2023;https://monitor-pb.ru/customer/4205000908
68-ТУ-54404-2023;02.03.2023;4205000908;"КАО ""АЗОТ""";на техническое устройство: турбонасосный агрегат поз. 402 (центробежный компрессор К-1290-1М зав. 4936 (включая элементы маслосистемы), с приводом от паровой турбины К-15-41-1 зав. 593), эксплуатируемый в составе опасного производственного объекта Площадка производства аммиака, карбамида, участка транспортировки аммиака рег. А68-00013-0001 (I класс опасности), расположенный на территории цеха Аммиак-1 КАО Азот, г. Кемерово, Кемеровская область. ТГ-ЭПБ-0018-01-2023;ТУ;7017428005;"ООО ""ЦЕНТР ЭКСПЕРТИЗЫ ПРОМРЕСУРС""";соответствует;https://monitor-pb.ru/conclusion/68-%D0%A2%D0%A3-54404-2023;https://monitor-pb.ru/customer/4205000908
67-ТУ-03130-2025;21.02.2025;3801009466;"АО ""АНХК""";компрессор центробежный К-1500-62-1 поз. 35/1, зав. № 2452, применяемое на опасном производственном объекте: «Площадка участка основного производства» (рег. № А67-00371-0001, класс опасности I). Местонахождение ОПО: 38, Иркутская область, г. Ангарск, Первый промышленный массив, квартала 45, 35, 16, 54, 44, 34, 24, 53, 43, 33, 23, 13, 52, 42, 32, 22, 12, 11, 10 Второй промышленный массив, квартала 1, 1а, 01н, 1н, 2н, 3н, 4н, 39н, 40н, 42н, 43н, 5н, 6н, 7н, 8н, 9н, 10н, 11н, 12н, 44н, 13н, 14н, 16н, 17н, 18н, 19н, 20н, 21н, 22н, 23н, 24н, 25-30н, 26н, 27н, 28н, 29н, 31н, 32н, 33н, 34н, 35н, 36н, 41н, 38н, 15н, 16, ТСП-1, квартал ТСП-2. Место установки объекта: Иркутская область, г. Ангарск, АО «АНХК», ПНХ, цех 12/44, уст. 44, об. 1721. Предприятие-владелец: Акционерное общество «Ангарская нефтехимическая компания».;ТУ;5407066558;"ООО ""ТЕХЭКСПЕРТ"" (ИНН 5407066558)";соответствует;https://monitor-pb.ru/conclusion/67-%D0%A2%D0%A3-03130-2025;https://monitor-pb.ru/customer/3801009466
