nomer;data;inn_zakazchika;zakazchik;obekt;tip;inn_eo;ekspertnaya_org;vyvod;istochnik;istochnik_zakazchik
48-ЗС-49070-2020;16.11.2020;7202116628;"АО ""СИБУРТЮМЕНЬГАЗ""";сооружение трубопровод углеводородов от сепаратора II ступени М-132 до компрессора III ступени C-102A,B (линия 21-А2), паспорт №41(УКГ-1, Площадка переработки попутного нефтяного газа Белозерного ГПЗ, филиал АО «СибурТюменьГаз» – «Белозерный ГПЗ»);ЗС;7801082551;"АО НДЦ НПФ ""РУССКАЯ ЛАБОРАТОРИЯ""";соответствует;https://monitor-pb.ru/conclusion/48-%D0%97%D0%A1-49070-2020;https://monitor-pb.ru/customer/7202116628
48-ТУ-52602-2020;01.12.2020;7703647595;"АО ""ОХК ""УРАЛХИМ""";Буферную емкость всасывания 3-ей ступени компрессора ВК-2, поз. БВ-3/2, зав. № 468/2, рег. № С-7485, инв. № 116682. Цех № 3. Установка получения азота и кислорода. Филиал «ПМУ» АО «ОХК «УРАЛХИМ» в городе Перми;ТУ;5905301934;"ООО ""РЦ ЭХО""";соответствует;https://monitor-pb.ru/conclusion/48-%D0%A2%D0%A3-52602-2020;https://monitor-pb.ru/customer/7703647595
51-ТУ-03201-2019;18.03.2019;640200338504;ИП Плотникова С. Н.;ТЕХНИЧЕСКОЕ УСТРОЙСТВО Компрессор холодильный марки П 220, зав. № 0175 применяемый на опасном производственном объекте III класса опасности рег. № А51-04689-0001 «Аммиачно-холодильная установка», расположенным по адресу: 412210, Саратовская обл., г. Аркадак, ул. Заводская, д. 2;ТУ;6455044281;"ООО ""НЕОЛИТ""";соответствует;https://monitor-pb.ru/conclusion/51-%D0%A2%D0%A3-03201-2019;https://monitor-pb.ru/customer/640200338504
51-ТУ-05116-2017;25.04.2017;5003065767;"ООО ""ГАЗПРОМ ПХГ""";экспертизы промышленной безопасности на техническое устройство, применяемое на опасном производственном объекте «Подземное хранилище газа филиала ООО «Газпром ПХГ» Степновское УПХГ» (ОПО рег. №А01-13225-0005) «Воздушный компрессор типа 4ВУ1-5/9 зав. №0026267 рег. №115»;ТУ;7728654509;"ООО ""ИТЦ ""Техническая Квалификация""";соответствует;https://monitor-pb.ru/conclusion/51-%D0%A2%D0%A3-05116-2017;https://monitor-pb.ru/customer/5003065767
54-ТУ-16959-2021;13.10.2021;6603025045;"ОАО ""Птицефабрика ""Рефтинская""";аммиачный компрессор П220-7-02 зав. № 9591, ст. № 5, входящий в состав опасного производственного объекта «Аммиачно-холодильная установка» (рег. № А54-00184-0005, III класс опасности) Открытое акционерное общество «Птицефабрика «Рефтинская» (ОАО «Птицефабрика «Рефтинская»), пос. Рефтинский, Свердловская обл.;ТУ;6672339349;"ООО ""ПРОМЭНЕРГОАУДИТ""";не в полной мере;https://monitor-pb.ru/conclusion/54-%D0%A2%D0%A3-16959-2021;https://monitor-pb.ru/customer/6603025045
54-ТУ-16965-2021;13.10.2021;6603025045;"ОАО ""Птицефабрика ""Рефтинская""";аммиачный компрессор П220-7-02 зав. № 9532, ст. № 3, входящий в состав опасного производственного объекта «Аммиачно-холодильная установка» (рег. № А54-00184-0005, III класс опасности) Открытое акционерное общество «Птицефабрика «Рефтинская» (ОАО «Птицефабрика «Рефтинская»), пос. Рефтинский, Свердловская обл.;ТУ;6672339349;"ООО ""ПРОМЭНЕРГОАУДИТ""";соответствует;https://monitor-pb.ru/conclusion/54-%D0%A2%D0%A3-16965-2021;https://monitor-pb.ru/customer/6603025045
54-ТУ-16980-2021;13.10.2021;6603025045;"ОАО ""Птицефабрика ""Рефтинская""";аммиачный компрессор П220-7-02 зав. № 9578, ст. № 2, входящий в состав опасного производственного объекта «Аммиачно-холодильная установка» (рег. № А54-00184-0005, III класс опасности) Открытое акционерное общество «Птицефабрика «Рефтинская» (ОАО «Птицефабрика «Рефтинская»), пос. Рефтинский, Свердловская обл.;ТУ;6672339349;"ООО ""ПРОМЭНЕРГОАУДИТ""";не в полной мере;https://monitor-pb.ru/conclusion/54-%D0%A2%D0%A3-16980-2021;https://monitor-pb.ru/customer/6603025045
54-ТУ-19248-2022;19.10.2022;6617001534;"АО ""Золото Северного Урала""";техническоое устройство - ресивер компрессора С­416М, зав. № 1024, рег. № 6161, расположенный на ОПО «Площадка извлечения золота», рег. № А54­00154­0007, II класс опасности, АО «Золото Северного Урала», г. Краснотурьинск.;ТУ;6617007889;"ООО ""УРАЛЬСКИЙ ЦЕНТР ПРОМЫШЛЕННОЙ БЕЗОПАСНОСТИ""";соответствует;https://monitor-pb.ru/conclusion/54-%D0%A2%D0%A3-19248-2022;https://monitor-pb.ru/customer/6617001534
54-ТУ-19249-2022;19.10.2022;6617001534;"АО ""Золото Северного Урала""";техническое устройство - ресивер компрессора С­416М, зав. № 654, рег. № бн, расположенный на ОПО «Площадка извлечения золота», рег. № А54­00154­0007, II класс опасности, АО «Золото Северного Урала», г. Краснотурьинск.;ТУ;6617007889;"ООО ""УРАЛЬСКИЙ ЦЕНТР ПРОМЫШЛЕННОЙ БЕЗОПАСНОСТИ""";соответствует;https://monitor-pb.ru/conclusion/54-%D0%A2%D0%A3-19249-2022;https://monitor-pb.ru/customer/6617001534
54-ТУ-19255-2022;19.10.2022;6617001534;"АО ""Золото Северного Урала""";техническое устройство - ресивер компрессора С­416М, зав. № 522, рег. № бн, расположенный на ОПО «Площадка извлечения золота», рег. № А54­00154­0007, II класс опасности, АО «Золото Северного Урала», г. Краснотурьинск.;ТУ;6617007889;"ООО ""УРАЛЬСКИЙ ЦЕНТР ПРОМЫШЛЕННОЙ БЕЗОПАСНОСТИ""";соответствует;https://monitor-pb.ru/conclusion/54-%D0%A2%D0%A3-19255-2022;https://monitor-pb.ru/customer/6617001534
54-ТУ-19256-2022;19.10.2022;6617001534;"АО ""Золото Северного Урала""";техническое устройство - ресивер компрессора С­415М, зав. № 186, рег. № 6638, расположенный на ОПО «Площадка извлечения золота», рег. № А54­00154­0007, II класс опасности, АО «Золото Северного Урала», г. Краснотурьинск.;ТУ;6617007889;"ООО ""УРАЛЬСКИЙ ЦЕНТР ПРОМЫШЛЕННОЙ БЕЗОПАСНОСТИ""";соответствует;https://monitor-pb.ru/conclusion/54-%D0%A2%D0%A3-19256-2022;https://monitor-pb.ru/customer/6617001534
57-ТУ-29378-2018;21.08.2018;7202116628;"АО ""СИБУРТЮМЕНЬГАЗ""";техническое устройство – трубопровод «Линия газа от компрессора I ст. С-101В до холодильника Е-121В и к линии 566-АК1 (14-А2)», паспорт № 28 (УКГ-1, Площадка переработки попутного нефтяного газа Белозерного ГПЗ АО «СибурТюменьГаз»);ТУ;7801082551;"АО НДЦ НПФ ""РУССКАЯ ЛАБОРАТОРИЯ""";соответствует;https://monitor-pb.ru/conclusion/57-%D0%A2%D0%A3-29378-2018;https://monitor-pb.ru/customer/7202116628
60-ТУ-68158-2023;29.06.2023;7022000310;"АО ""ТОМСКНЕФТЬ"" ВНК";№ 2836-2023 на техническое устройство –компрессор LMC-311P зав. № 964212028 применяемый на опасном производственном объекте – «Участок комплексной подготовки газа (ГКС «Лугинецкая»)» рег. № А62-00884-0089, ЛГКС, Лугинецкое м/ р Заказчик - АО «Томскнефть» ВНК;ТУ;8603228225;"ООО ""НЦТО""";соответствует;https://monitor-pb.ru/conclusion/60-%D0%A2%D0%A3-68158-2023;https://monitor-pb.ru/customer/7022000310
60-ТУ-68159-2023;29.06.2023;7022000310;"АО ""ТОМСКНЕФТЬ"" ВНК";№ 2837-2023 на техническое устройство –компрессор LMC-311P зав. № 964212027 применяемый на опасном производственном объекте – «Участок комплексной подготовки газа (ГКС «Лугинецкая»)» рег. № А62-00884-0089, ЛГКС, Лугинецкое м/ р Заказчик - АО «Томскнефть» ВНК;ТУ;8603228225;"ООО ""НЦТО""";соответствует;https://monitor-pb.ru/conclusion/60-%D0%A2%D0%A3-68159-2023;https://monitor-pb.ru/customer/7022000310
61-ТУ-01807-2021;02.02.2021;5501023216;"АО ""ОМСКИЙ КАУЧУК""";"Техническое устройство - компрессор марки 305ГП-30/8; зав.№79737, тех. № 101/4, применяемое на опасном производственном объекте - площадка цеха Е-1-9-10 производства каучуков ПАО «Омский каучук» АЭ.17.01949.006";ТУ;7736540720;"АО НТЦ ""ТЕХНОЭКСПЕРТ""";соответствует;https://monitor-pb.ru/conclusion/61-%D0%A2%D0%A3-01807-2021;https://monitor-pb.ru/customer/5501023216
61-ТУ-08952-2022;17.03.2022;5504246820;"ООО ""ЗАРЯ"" (ИНН 5504246820)";"Заключение экспертизы промышленной безопасности распространяется на техническом устройстве: компрессор 1П20 (№11), применяемый на опасном производственном объекте ""Станция газозаправочная (автомобильная) (ул. 5-я Кордная, д. 74)"" рег. № А61-06478-0005, III класс опасности";ТУ;5405959718;"ООО ""НЭКС""";не в полной мере;https://monitor-pb.ru/conclusion/61-%D0%A2%D0%A3-08952-2022;https://monitor-pb.ru/customer/5504246820
61-ТУ-28984-2021;23.11.2021;5501041254;"АО ""ГАЗПРОМНЕФТЬ-ОНПЗ""";техническое устройство – компрессор поршневой 4М10-40/70, зав. № 520, тех. № АК-1, применяемый на опасном производственном объекте – площадке цеха №17 (УГЭ), установка ЦВК-5 АО «Газпромнефть-Омский НПЗ».;ТУ;5501254365;"ООО ""Центр технической безопасности и диагностики ""Полисервис""";соответствует;https://monitor-pb.ru/conclusion/61-%D0%A2%D0%A3-28984-2021;https://monitor-pb.ru/customer/5501041254
62-ТУ-07976-2024;15.03.2024;3801009466;"АО ""АНХК""";техническое устройство - Компрессор поршневой 2УП поз. 3/1, зав. № 450, применяемое АО «АНХК» на опасном производственном объекте «Площадка участка основного производства» (рег. № А67 00371 0001), ПНХ, цех 12/44, уст. УК, об. 408;ТУ;7017129661;"ООО ""ТОМСКИЙ ИТЦ""";соответствует;https://monitor-pb.ru/conclusion/62-%D0%A2%D0%A3-07976-2024;https://monitor-pb.ru/customer/3801009466
62-ТУ-08112-2024;18.03.2024;3801009466;"АО ""АНХК""";техническое устройство - Компрессор поршневой 4 СГВ поз. ВК-5, зав. №б/н, применяемое АО «АНХК» на опасном производственном объект «Площадка участка основного производства» (рег. №А67 00371 0001), ПМ, цех 101, уст. 39/7;ТУ;7017129661;"ООО ""ТОМСКИЙ ИТЦ""";соответствует;https://monitor-pb.ru/conclusion/62-%D0%A2%D0%A3-08112-2024;https://monitor-pb.ru/customer/3801009466
62-ТУ-10977-2024;09.04.2024;3801009466;"АО ""АНХК""";техническое устройство Центробежный компрессор ЦК-135/8 поз. 7/1, зав. №80018, применяемое АО «АНХК» на опасном производственном объекте «Площадка участка основного производства» (рег. № А67-00371-0001), ПНХ, цех 12/44, об. 1740;ТУ;7017129661;"ООО ""ТОМСКИЙ ИТЦ""";соответствует;https://monitor-pb.ru/conclusion/62-%D0%A2%D0%A3-10977-2024;https://monitor-pb.ru/customer/3801009466
62-ТУ-46942-2022;20.12.2022;3801009466;"АО ""АНХК""";техническое устройство Компрессор поршневой 4ВМ10-100/8 поз. ВК-7, зав. № 1568, применяемое АО «АНХК» на опасном производственном объекте «Площадка участка основного производства» (рег. № А67-00371-0001), НПП, цех 11, уст. 72/2;ТУ;7017129661;"ООО ""ТОМСКИЙ ИТЦ""";соответствует;https://monitor-pb.ru/conclusion/62-%D0%A2%D0%A3-46942-2022;https://monitor-pb.ru/customer/3801009466
62-ТУ-52766-2023;14.02.2023;3801009466;"АО ""АНХК""";техническое устройство Компрессор поршневой 305ВП-20/35 поз. ВК-1, зав. № 02005,применяемое АО «АНХК» на опасном производственном объекте «Площадка участка основного производства» (рег. № А67-00371-0001), НПП, цех 8/14, уст. 225;ТУ;7017129661;"ООО ""ТОМСКИЙ ИТЦ""";соответствует;https://monitor-pb.ru/conclusion/62-%D0%A2%D0%A3-52766-2023;https://monitor-pb.ru/customer/3801009466
64-ТУ-00256-2023;07.03.2023;0309000133;"ОАО ""СЕЛЕНГИНСКИЙ ЦКК""";"техническое устройство ""Компрессор воздушный поршневой двухступенчатый ПСК-5 (4ВУ1-5/9), зав. №61256 "", применяемое на опасном производственном объекте ""Участок кислотного хозяйства КОС"" рег."" А64-00138-0008, III класс опасности";ТУ;4345512092;"ООО ""ПРОЭКСПЕРТ""";соответствует;https://monitor-pb.ru/conclusion/64-%D0%A2%D0%A3-00256-2023;https://monitor-pb.ru/customer/0309000133
68-ТУ-10204-2025;09.04.2025;4209023208;"ФК ""Малахит"" Росрезерва";компрессор П110 зав. № 241161 (284382), поз. 4, применяемый ФГКУ «Олимп» на опасном производственном объекте III класса опасности «Аммиачно-холодильная установка» рег. № А68-00483-0001;ТУ;4205303317;"ООО ""НИЦ ""СИБПБ""";соответствует;https://monitor-pb.ru/conclusion/68-%D0%A2%D0%A3-10204-2025;https://monitor-pb.ru/customer/4209023208
01-ТУ-29447-2022;12.10.2022;7723332561;"ООО ""НПП ""НЕФТЕХИМИЯ""";ЗАКЛЮЧЕНИЕ ЭКСПЕРТИЗЫ ПРОМЫШЛЕННОЙ БЕЗОПАСНОСТИ на техническое устройство – Двухступенчатый поршневой компрессор для сжатия азота, техн. поз. № РК-603 (С-603), зав. № б/н, эксплуатируемый на ОПО Площадка производства полипропилена ООО «НПП «Нефтехимия» г. Москва;ТУ;7810152452;"АО ""НПО ""Ленкор""";соответствует;https://monitor-pb.ru/conclusion/01-%D0%A2%D0%A3-29447-2022;https://monitor-pb.ru/customer/7723332561
04-ТУ-11014-2023;25.05.2023;6704000505;"ПАО ""Дорогобуж""";техническое устройство, применяемое на опасном производственном объекте: воздушный компрессор VG553R, поз. Q-GВ 732В, установленный в цехе НАФ, эксплуатируемый ПАО «Дорогобуж», Смоленская обл., Дорогобужский район, г. Дорогобуж, территория Промплощадка ПАО «Дорогобуж»;ТУ;6732156060;"ООО ""ТЕПЛОСТРОЙАВТОМАТИКА""";соответствует;https://monitor-pb.ru/conclusion/04-%D0%A2%D0%A3-11014-2023;https://monitor-pb.ru/customer/6704000505
04-ТУ-11015-2023;25.05.2023;6704000505;"ПАО ""Дорогобуж""";техническое устройство, применяемое на опасном производственном объекте: воздушный компрессор VG553R, поз. Q-GВ 732A, установленный в цехе НАФ, эксплуатируемый ПАО «Дорогобуж», Смоленская обл., Дорогобужский район, г. Дорогобуж, территория Промплощадка ПАО «Дорогобуж»;ТУ;6732156060;"ООО ""ТЕПЛОСТРОЙАВТОМАТИКА""";соответствует;https://monitor-pb.ru/conclusion/04-%D0%A2%D0%A3-11015-2023;https://monitor-pb.ru/customer/6704000505
04-ТУ-35607-2022;30.11.2022;6704000505;"ПАО ""Дорогобуж""";техническое устройство, применяемое на опасном производственном объекте: воздушный компрессор типа 13 ½ / 8×5 BDCB-2- поз. №1401-J, установленный в цехе аммиака, эксплуатируемый ПАО «Дорогобуж», Смоленская обл., Дорогобужский район, г. Дорогобуж, территория Промплощадка ПАО «Дорогобуж»;ТУ;6732156060;"ООО ""ТЕПЛОСТРОЙАВТОМАТИКА""";соответствует;https://monitor-pb.ru/conclusion/04-%D0%A2%D0%A3-35607-2022;https://monitor-pb.ru/customer/6704000505
12-ТУ-19094-2022;12.12.2022;3627000397;"АО ""МИНУДОБРЕНИЯ""";ЗЭПБ №949Х-22 на техническое устройство, применяемое на опасном производственном объекте сепаратор перед второй ступенью компрессора синтез-газа поз. №123-F, зав.№ YN-0031, рег. № 7147 эксплуатируемый на территории цеха АМ-1 , АО Минудобрения;ТУ;3662200776;"ООО ЭТЦ ""ТЕХНОГАРАНТ""";соответствует;https://monitor-pb.ru/conclusion/12-%D0%A2%D0%A3-19094-2022;https://monitor-pb.ru/customer/3627000397
18-ТУ-02189-2021;03.02.2021;7601001107;"ПАО ""СЛАВНЕФТЬ-ЯНОС""";на техническое устройство, применяемое на опасном производственном объекте: резервный ротор НИМ-85.025.5VR-G СП зав.№ 85.025/2 компрессора 5VR 200/490 G поз.ЦК-1, принадлежащий ПАО «Славнефть-ЯНОС»;ТУ;7721776018;"ООО ""РУСНЕФТЕПРОЕКТ-МСК""";соответствует;https://monitor-pb.ru/conclusion/18-%D0%A2%D0%A3-02189-2021;https://monitor-pb.ru/customer/7601001107
18-ТУ-05200-2023;19.06.2023;7610052644;"ПАО""ОДК-Сатурн""";техническое устройство: компрессор центробежный К 250-61-5 зав.№ 1479,эксплуатируемое на опасном производственном объекте: Площадка участка ПАО «ОДК-Сатурн» ,рег. № А18-00529-0116,класс опасности ОПО: III класс. Эксплуатирующая организация: ПАО «ОДК-Сатурн»;ТУ;7710266696;"ООО ""МОСГОРЭКСПЕРТИЗА""";соответствует;https://monitor-pb.ru/conclusion/18-%D0%A2%D0%A3-05200-2023;https://monitor-pb.ru/customer/7610052644
18-ТУ-05201-2023;19.06.2023;7610052644;"ПАО""ОДК-Сатурн""";техническое устройство: горизонтальный воздушный компрессор 5Г-100/8, зав.№ 1073,эксплуатируемое на опасном производственном объекте: Площадка участка ПАО «ОДК-Сатурн» ,рег. № А18-00529-0116,класс опасности ОПО: III класс. Эксплуатирующая организация: ПАО «ОДК-Сатурн»;ТУ;7710266696;"ООО ""МОСГОРЭКСПЕРТИЗА""";соответствует;https://monitor-pb.ru/conclusion/18-%D0%A2%D0%A3-05201-2023;https://monitor-pb.ru/customer/7610052644
18-ТУ-05202-2023;19.06.2023;7610052644;"ПАО""ОДК-Сатурн""";техническое устройство: горизонтальный воздушный компрессор 5Г-100/8,зав.№ 490,эксплуатируемое на опасном производственном объекте: Площадка участка ПАО «ОДК-Сатурн» ,рег. № А18-00529-0116,класс опасности ОПО: III класс. Эксплуатирующая организация: ПАО «ОДК-Сатурн»;ТУ;7710266696;"ООО ""МОСГОРЭКСПЕРТИЗА""";соответствует;https://monitor-pb.ru/conclusion/18-%D0%A2%D0%A3-05202-2023;https://monitor-pb.ru/customer/7610052644
22-ТУ-02581-2023;09.02.2023;5321029508;"ПАО ""АКРОН""";техническое устройство, применяемое на опасном производственном объекта ПАО «Акрон», г. Великий Новгород – компрессор поршневой 6ЧБК-355-1, поз. М601В, зав. № 4110. Наименование ОПО: площадка производства метанола, рег. № А 22-01029-0011 III класс опасности.;ТУ;7816374814;"ООО ""ГЦЭ - СЕВЕР""";соответствует;https://monitor-pb.ru/conclusion/22-%D0%A2%D0%A3-02581-2023;https://monitor-pb.ru/customer/5321029508
25-ТУ-00729-2025;20.01.2025;1103019252;"АО ""Воркутауголь""";ЗАКЛЮЧЕНИЕ ЭКСПЕРТИЗЫ ПРОМЫШЛЕННОЙ БЕЗОПАСНОСТИ НА ТЕХНИЧЕСКОЕ УСТРОЙСТВО:КОМПРЕССОР ВИНТОВОЙ GARDNER DENVER ESN 200-8.5 EANA, С ЗАВОДСКИМ № F018493, ПРИМЕНЯЕМЫЙ НА ОПАСНОМ ПРОИЗВОДСТВЕННОМ ОБЪЕКТЕ - «ПЛОЩАДКА ОЧИСТКИ ВОЗДУХОМ СТРЕЛОЧНЫХ ПЕРЕВОДОВ» (IV КЛАСС ОПАСНОСТИ), АО «ВОРКУТАУГОЛЬ»;ТУ;7702333839;"ООО ""ГОРМАШ - ЮЛ""";соответствует;https://monitor-pb.ru/conclusion/25-%D0%A2%D0%A3-00729-2025;https://monitor-pb.ru/customer/1103019252
25-ТУ-00746-2025;20.01.2025;1103019252;"АО ""Воркутауголь""";ЗАКЛЮЧЕНИЕ ЭКСПЕРТИЗЫ ПРОМЫШЛЕННОЙ БЕЗОПАСНОСТИ НА ТЕХНИЧЕСКОЕ УСТРОЙСТВО: КОМПРЕССОР ВИНТОВОЙ GARDNER DENVER ESN 200-8.5 EANA, С ЗАВОДСКИМ № F018494, ПРИМЕНЯЕМЫЙ НА ОПАСНОМ ПРОИЗВОДСТВЕННОМ ОБЪЕКТЕ - «ПЛОЩАДКА ОЧИСТКИ ВОЗДУХОМ СТРЕЛОЧНЫХ ПЕРЕВОДОВ» (IV КЛАСС ОПАСНОСТИ), АО «ВОРКУТАУГОЛЬ»;ТУ;7702333839;"ООО ""ГОРМАШ - ЮЛ""";соответствует;https://monitor-pb.ru/conclusion/25-%D0%A2%D0%A3-00746-2025;https://monitor-pb.ru/customer/1103019252
25-ТУ-00757-2025;20.01.2025;1103019252;"АО ""Воркутауголь""";ЗАКЛЮЧЕНИЕ ЭКСПЕРТИЗЫ ПРОМЫШЛЕННОЙ БЕЗОПАСНОСТИ НА ТЕХНИЧЕСКОЕ УСТРОЙСТВО: КОМПРЕССОР ВИНТОВОЙ GARDNER DENVER ESN 200-8.5 EANA, С ЗАВОДСКИМ № F018492, ПРИМЕНЯЕМЫЙ НА ОПАСНОМ ПРОИЗВОДСТВЕННОМ ОБЪЕКТЕ - «ПЛОЩАДКА ОЧИСТКИ ВОЗДУХОМ СТРЕЛОЧНЫХ ПЕРЕВОДОВ» (IV КЛАСС ОПАСНОСТИ), АО «ВОРКУТАУГОЛЬ»;ТУ;7702333839;"ООО ""ГОРМАШ - ЮЛ""";соответствует;https://monitor-pb.ru/conclusion/25-%D0%A2%D0%A3-00757-2025;https://monitor-pb.ru/customer/1103019252
39-ЗС-14802-2020;25.09.2020;3448017919;"ООО ""ЛУКОЙЛ-ВОЛГОГРАДНЕФТЕПЕРЕРАБОТКА""";"сооружения: Трубопровод № 4 лев. «От ЦНД компрессоров 6 ÷13 в Е-25 ÷ 32» установки № 32 КТУ ДМ. ОПО – Площадка переработки нефти рег. № А39-00045-0001, I класс опасности. ООО ""ЛУКОЙЛ-Волгограднефтепереработка"", г. Волгоград,";ЗС;3443098706;"ООО ""НОВО-Технологии""";соответствует;https://monitor-pb.ru/conclusion/39-%D0%97%D0%A1-14802-2020;https://monitor-pb.ru/customer/3448017919
39-ТУ-06120-2022;07.04.2022;6320005915;"ПАО ""КУЙБЫШЕВАЗОТ""";техническое устройство: центробежный компрессор марки ТАТКА-545-345, технологический № 801/Б, заводской № 76004, ПАО «КуйбышевАзот», Цех № 11. ОПО: Площадка производства аммиака цеха №11, рег.№А53-00317-0007, III класс опасности;ТУ;6316037760;"ООО ФИРМА ""САМАРАКОНТРОЛЬСЕРВИС""";соответствует;https://monitor-pb.ru/conclusion/39-%D0%A2%D0%A3-06120-2022;https://monitor-pb.ru/customer/6320005915
41-ТУ-42034-2018;29.10.2018;0266048970;"ООО ""ГАЗПРОМ НЕФТЕХИМ САЛАВАТ""";трубопровод от бака сброса конденсата компрессоров ПК-1, ПК-2 до трубопровода рег. № 11432, рег. № 11435 (установка Л-35/11-1000, цех 11, НПЗ, ООО «Газпром нефтехим Сала-ват», опасный производственный объект I класса);ТУ;7801082551;"АО НДЦ НПФ ""РУССКАЯ ЛАБОРАТОРИЯ""";соответствует;https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-42034-2018;https://monitor-pb.ru/customer/0266048970
41-ТУ-52125-2022;30.08.2022;0266048970;"ООО ""ГАЗПРОМ НЕФТЕХИМ САЛАВАТ""";Заключение экспертизы промышленной безопасности на техническое устройство, холодильник 4 ступени компрессора поз. В-103/3, поз. Т-103Г-3, зав. № 45078-45081, рег. № 0070, установка № 3, цех № 51, завод «Мономер», ООО «Газпром нефтехим Салават», г. Салават;ТУ;6674374250;"ООО ""СТРАТЕГИЯ НК""";соответствует;https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-52125-2022;https://monitor-pb.ru/customer/0266048970
43-ТУ-08560-2022;18.04.2022;3905078834;"ООО ""ГАЗПРОМ ГАЗОМОТОРНОЕ ТОПЛИВО""";техническое устройство, применяемое на опасном производственном объекте: Компрессорная установка (компрессор поршневой) 2ГМ4-1,3/12-250 (зав.№84141, техн. №КУ-1), эксплуатируемый на СГЗА-1, г. Самара, Средневолжского филиала ООО «Газпром газомоторное топливо;ТУ;1661021756;"ЗАО ""ДИНАМИКА""";соответствует;https://monitor-pb.ru/conclusion/43-%D0%A2%D0%A3-08560-2022;https://monitor-pb.ru/customer/3905078834
43-ТУ-267835-2022;08.06.2022;1658008723;"ПАО ""КАЗАНЬОРГСИНТЕЗ""";"Заключение экспертизы промышленной безопасности на техническое устройство: Центробежный компрессор марки ЦК-135/8 зав.№ 92003 тех.№ 26А; эксплуатируемый на ПАО «Казаньоргсинтез», завод «ОП и ТГ», цех Азота и Воздуха, г. Казань, Республика Татарстан";ТУ;1657111661;"ООО ""ИЦ ""ЭКСПЕРТ ПРОФИ""";соответствует;https://monitor-pb.ru/conclusion/43-%D0%A2%D0%A3-267835-2022;https://monitor-pb.ru/customer/1658008723
44-ТУ-285968-2023;13.01.2023;2124009521;"ПАО ""ХИМПРОМ""";Заключение №КН-1103-22 экспертизы промышленной безопасности на техническое устройство, применяемое на опасном производственном объекте: Компрессор аммиачный поршневой оппозитный АО-1200П-2 (зав.№60, техн.№30/4), эксплуатируемый на ПАО «Химпром», цех 23, корпус 665;ТУ;1661021756;"ЗАО ""ДИНАМИКА""";соответствует;https://monitor-pb.ru/conclusion/44-%D0%A2%D0%A3-285968-2023;https://monitor-pb.ru/customer/2124009521
47-ЗС-10617-2023;13.02.2023;4312126856;"ООО ""ГАЛОПОЛИМЕР КИРОВО-ЧЕПЕЦК""";Трубопровод от реактора поз. 3 до компрессора поз. 13/3, рег. № 127, цех № 24, корп. 145, на опасном производственном объекте «Площадка производства фторопластов (соединений фтора) цеха № 24», (рег. №А47-12501-0008 - III класс);ЗС;4345307255;"ООО ""ТЕХНОЦЕНТР""";не в полной мере;https://monitor-pb.ru/conclusion/47-%D0%97%D0%A1-10617-2023;https://monitor-pb.ru/customer/4312126856
48-ТУ-43767-2020;22.10.2020;7202116628;"АО ""СИБУРТЮМЕНЬГАЗ""";техническое устройство трубопровод углеводородов от сепаратора II ступени М-132 до компрессора III ступени C-102A,B (линия 21-А2), паспорт №41 (УКГ-1, Площадка переработки попутного нефтяного газа Белозерного ГПЗ, филиал АО «СибурТюменьГаз» – «Белозерный ГПЗ»);ТУ;7801082551;"АО НДЦ НПФ ""РУССКАЯ ЛАБОРАТОРИЯ""";соответствует;https://monitor-pb.ru/conclusion/48-%D0%A2%D0%A3-43767-2020;https://monitor-pb.ru/customer/7202116628
53-ЗС-32201-2020;28.12.2020;6320005915;"ПАО ""КУЙБЫШЕВАЗОТ""";"Трубопровод «Линия синтез-газа от нагнетания IV ст. компрессора синтез-газа поз.401 до конденсационной колонны поз.605; от колонны поз.605 до испарителей поз.606 А,Б и до колонны поз.605» регистрационный № 663";ЗС;6312124250;"ООО ""САМПРОМЭКСПЕРТ""";соответствует;https://monitor-pb.ru/conclusion/53-%D0%97%D0%A1-32201-2020;https://monitor-pb.ru/customer/6320005915
53-ТУ-07389-2018;18.06.2018;6330000553;"АО ""НК НПЗ""";"трубопровод №91 «Линия ВСГ от газоохладителей ГО-1.1; ГО-2.1 компрессора М-1.1 до предохранительных клапанов», цех 24, установка 24-300, АО «НК НПЗ», 446207, Самарская обл., г. Новокуйбышевск, ул. Осипенко, 12, строение 1";ТУ;7701244745;"ООО ""ИНТЕРКОР РУС""";соответствует;https://monitor-pb.ru/conclusion/53-%D0%A2%D0%A3-07389-2018;https://monitor-pb.ru/customer/6330000553
53-ТУ-07391-2018;18.06.2018;6330000553;"АО ""НК НПЗ""";"трубопровод №92 «Линия ВСГ от газоохладителей ГО-1.2; ГО-2.2 компрессора М-1.2 до предохранительных клапанов», цех 24, установка 24-300, АО «НК НПЗ», 446207, Самарская обл., г. Новокуйбышевск, ул. Осипенко, 12, строение 1";ТУ;7701244745;"ООО ""ИНТЕРКОР РУС""";соответствует;https://monitor-pb.ru/conclusion/53-%D0%A2%D0%A3-07391-2018;https://monitor-pb.ru/customer/6330000553
