marka;klyuch;napisaniya;forma;forma_hodovaya;vstrech;innov;tip;chem_dobyta;primer;ssylka
ТГ 150-1,12;ТГ1501.12;ТГ 150-1,12 | ТГ-150-1,12;К Ц-Ц,Ц;да;15;1;компрессор;регулярка;«Турбокомпрессор газовый ТГ 150-1,12, позиция № 962 (3 тех/поток)», применяемое на опасном производственном объекте «Площадка цеха № 2 по производству технического углерода» рег. № А43-00449-0005 (III;https://monitor-pb.ru/conclusion/43-%D0%A2%D0%A3-04415-2019
7ВКГ 25/5;7ВКГ25/5;7ВКГ 25/5 | 7ВКГ-25/5;ЦК Ц/Ц;да;15;1;компрессор;провайдер+регулярка;ЗАКЛЮЧЕНИЕ № 2025-ЕН-268-ТУ ЭКСПЕРТИЗЫ ПРОМЫШЛЕННОЙ БЕЗОПАСНОСТИ на техническое устройство – винтовой компрессор 7ВКГ 25/5 зав.№79018, техн.№2, применяемое на опасном производственном объекте: «Площад;https://monitor-pb.ru/conclusion/16-%D0%A2%D0%A3-421089-2025
ЦК135/8;ЦК135/8;ЦК 135/8 | ЦК-135/8 | ЦК135/8;КЦ/Ц;да;15;1;узел: компрессор;регулярка;Техническое устройство, применяемое на опасном производственном объекте Воздухоохладитель I секции центробежного компрессора ЦК135/8 (М1), поз.№ВО-25А/1, зав.№90031 эксплуатируемого на ПАО «Казаньоргс;https://monitor-pb.ru/conclusion/43-%D0%A2%D0%A3-46016-2025
ТКР/Д;ТКР/Д;ТКР/Д;К/К;нет;15;1;компрессор;провайдер+регулярка;Турбокомпрессор «Дана» тип ТКР/Д, технологический №205-3, заводской №805193;https://monitor-pb.ru/conclusion/53-%D0%A2%D0%A3-17777-2018
К-3000-61-1;К3000611;К-3000-61-1;К-Ц-Ц-Ц;да;15;1;компрессор;провайдер+регулярка;Турбокомпрессор К-3000-61-1, ст. №4, инв. №77981, Кислородного цеха;https://monitor-pb.ru/conclusion/13-%D0%A2%D0%A3-10049-2024
АИММВ112М4;АИММВ112М4;АИММВ112М4;КЦКЦ;да;15;1;не машина;провайдер;«Площадка компрессорной станции Шекснинского ЛПУ МГ» рег. № А25-00261-0641, класс опасности ОПО II - Взрывозащищённый электродвигатель «АИММВ112М4», зав. №121, ст. №503, место установки филиал ООО «Га;https://monitor-pb.ru/conclusion/19-%D0%A2%D0%A3-15839-2019
А-8—1;А8—1;А-8—1;К-Ц—Ц;нет;15;1;не машина;провайдер;фильтр (кубовой жидкости) поз. 1-29, рег. № ЧХП-3262, зав. № 3267 воздухоразделительной установки А-8—1 зав. № 16, инв. № 62590 в корп. 851 цеха № 23 ПАО «Химпром» г. Новочебоксарск;https://monitor-pb.ru/conclusion/44-%D0%A2%D0%A3-05733-2015
ГСС1-1-10,0-25У-001;ГСС1110.025У001;ГСС 1-1-10,0-25У-001 | ГСС1-1-10,0-25У-001;КЦ-Ц-Ц,Ц-ЦК-Ц;нет;14;1;компрессорная станция;провайдер+регулярка;«Автомобильная газонаполнительная компрессорная станция №1 г. Смоленск» (рег. № А19-09686-0060, IV класс опасности) Влагомаслоотделитель, зав. № 045, инв. № 000007519 применяемое на опасном производст;https://monitor-pb.ru/conclusion/01-%D0%A2%D0%A3-01952-2022
5РДВа;5РДВА;5-РДВа | 5РДВА | 5РДВа;ЦК;да;14;1;ресивер;провайдер+регулярка;сосуд (ресивер дренажный 5 РДВ а) зав.№485, рег.№59387;https://monitor-pb.ru/conclusion/40-%D0%A2%D0%A3-00781-2022
ЗАФ53К51Ц;ЗАФ53К51Ц;ЗАФ53К51Ц;КЦКЦК;да;14;1;компрессор;регулярка;Техническое устройство – компрессор ЗАФ53К51Ц №116, принадлежащий ЗАО «Назаровское», эксплуатируемый на опасном производственном объекте III-го класса опасности рег. № А66-00380-0010 «Цех по производс;https://monitor-pb.ru/conclusion/66-%D0%A2%D0%A3-20024-2023
8ГКМ;8ГКМ;8 ГКМ | 8ГКМ;ЦК;да;14;1;компрессор;провайдер+регулярка;«Поршневой газомотокомпрессор 8ГКМ», зав. №799 , применяемое на ОПО «Площадка промысловой компрессорной станции Укрупненного нефтяного промысла (УНП) №3 (ГКС «Зыбза»)», рег. № А30-05453-0011, IV класс;https://monitor-pb.ru/conclusion/30-%D0%A2%D0%A3-14310-2021
Буркхардт В;БУРКХАРДТВ;Буркхардт В;К К;нет;14;1;не машина;провайдер+регулярка;Гаситель колебаний 2 ст. всаса компрессора «Буркхардт В» зав. № 4316, тех. № 3/20.8.2, рег. № 412ТН Местонахождение объекта: Производство полиэтилена 202-205. Отделение компрессии (корп. 203);https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-48576-2019
Н-520-12-1;Н520121;Н-520-12-1;К-Ц-Ц-Ц;да;14;1;воздуходувка;регулярка;газоперекачивающий агрегат типа ГТК-10-4 зав.№753, с нагнетателем типа Н-520-12-1 зав.№5116, инв.№126486, ст.№23, применяемый на ОПО: «Площадка компрессорной станции Урдомского ЛПУ МГ», рег. № А25-002;https://monitor-pb.ru/conclusion/27-%D0%A2%D0%A3-12659-2023
Дана TKP-D;ДАНАTKPD;Дана TKP-D;К Л-Л;нет;14;1;компрессор;провайдер+регулярка;техническое устройство: Компрессор центробежный горизонтальный Дана TKP-D (зав.№ 805.204, техн.№ 205-IV), эксплуатируемый на ПАО «Казаньоргсинтез», завод Этилен, цех 0201-0205;https://monitor-pb.ru/conclusion/43-%D0%A2%D0%A3-283483-2022
ТВ-200-1,25;ТВ2001.25;ТВ 200-1,25 | ТВ-200-1,25;К-Ц-Ц,Ц;да;14;1;воздуходувка;регулярка;Воздуходувку ТВ-200-1,25 №102/3, установленную в ОАО «НАК» Азот», цех УЖ и ГОП;https://monitor-pb.ru/conclusion/11-%D0%A2%D0%A3-10453-2014
АИМ90La2;АИМ90LA2;АИМ90La2;КЦЛЦ;нет;14;1;не машина;провайдер;«Площадка компрессорной станции Шекснинского ЛПУ МГ» рег. № А25-00261-0641, класс опасности ОПО II - Взрывозащищённый электродвигатель «АИМ90La2», зав. №861, ст. №203, место установки филиал ООО «Газп;https://monitor-pb.ru/conclusion/19-%D0%A2%D0%A3-15848-2019
YORK;YORK;YORK;Л;да;13;1;не машина;провайдер+регулярка;Трубопровод всасывающий компрессора YORK №4 ОАО «САН ИнБев»;https://monitor-pb.ru/conclusion/48-%D0%A2%D0%A3-04893-2014
ТЭЦ-2 ОО;ТЭЦ2ОО;ТЭЦ-2 ОО;К-Ц К;да;13;1;ресивер;регулярка;Ресивер водорода зав. №2002.464 к-т 16, уч. №76555 Уфимская ТЭЦ-2 ООО «БГК»;https://monitor-pb.ru/conclusion/2-%D0%A2%D0%A3-313656-2025
АНК1Ш 6;АНК1Ш6;АНК 1Ш-6 | АНК1Ш 6 | АНК1Ш-6;КЦК Ц;да;13;1;узел: воздуходувка;регулярка;Заключение №3782-ФА-06/23. Арматура нагнетательная АНК1Ш 65х21ХЛ, зав.№574, установленная на скв.№1601, Возейского нефтяного месторождения, КЦДНГ-4;https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-80968-2023
ПК-1,75;ПК1.75;ПК-1,75;К-Ц,Ц;да;13;1;компрессор;регулярка;"компрессор воздушный поршневой ПК-1,75, зав. № 16487, вентиляционный ствол, УСУиПЭМХ, Нефтешахта № 2, НШПП ""Яреганефть"" ООО ""ЛУКОЙЛ-Коми""";https://monitor-pb.ru/conclusion/25-%D0%A2%D0%A3-02575-2020
ТГК-16;ТГК16;ТГК-16;К-Ц;да;13;1;ресивер;регулярка;Техническое устройство - ресивер водорода ст. №1, рег. №24455 филиала АО «ТГК-16» - «Казанская ТЭЦ-3»;https://monitor-pb.ru/conclusion/43-%D0%A2%D0%A3-11103-2024
305ГП 13/150;305ГП13/150;305ГП 13/150;ЦК Ц/Ц;да;13;1;не машина;провайдер+регулярка;маслоотделитель 3 ступени компрессора №4 (теплообменник 3 ступени компрессора 305ГП 13/150 №4), рег.№3992-А, эксплуатируемый АО «НАК» Азот» цех РВиМЦК (отд.ТНП) (ОПО III класса опасности, индекс отрас;https://monitor-pb.ru/conclusion/11-%D0%A2%D0%A3-05867-2017
543ЦКК-400/40;543ЦКК400/40;543ЦКК 400/40 | 543ЦКК-400/40;ЦК-Ц/Ц;да;13;1;компрессор;провайдер+регулярка;центробежный кислородный компрессор 543ЦКК-400/40 инв.№90264 ст.№2 кислородный цех;https://monitor-pb.ru/conclusion/13-%D0%A2%D0%A3-08357-2017
АК-15П;АК15П;АК 15П | АК-15П;К-ЦК;да;13;1;ВРУ;провайдер+регулярка;"техническое устройство - аппарат воздухоразделительной установки АК-15П зав. № 1, эксплуатируемой на кислородной станции ЭнЦ-1 АО ""ОЭМК"" г. Старый Оскол";https://monitor-pb.ru/conclusion/06-%D0%A2%D0%A3-01595-2016
АФЭН 65/21;АФЭН65/21;АФЭН 65/21;К Ц/Ц;да;12;1;узел: воздуходувка;регулярка;"ЦДНГ-3, куст 55а Фонтанная арматура, всего 5 шт.: АФК 65/14 скв. №1317, зав. №252; АФК 65/14 скв. №1318, зав. №180.254.255; АФК 65/14 скв. №3061, зав. №256; АФК 65/14 скв. №3076, зав. №257; АФК 65/14 ";https://monitor-pb.ru/conclusion/57-%D0%A2%D0%A3-01190-2021
В-4.000;В4.000;В-4.000;К-Ц.Ц;да;12;1;ресивер;провайдер+регулярка;техническое устройство – воздухосборник В-4.000, V-4,0м3, зав. № 1918, рег. № 7079, расположенный на ОПО «Пункт подготовки и сбора нефти (ЦПС-Тюменского месторождения)», II класс опасности, рег. № А58;https://monitor-pb.ru/conclusion/58-%D0%A2%D0%A3-06354-2020
