inn;predpriyatie;marka;seriya;chto_eto;proizvoditelnost_m3min;davlenie;moshchnost;chem_menyaem;sostoyaniya;daty;ssylka;srok_sluzhby;vyvod_ekspertizy;telefon_predpriyatiya;lyudej_tehnicheskih
6623000680;"ПАО ""ЕВРАЗ""";КТК-7/14;КТК;компрессор турбинный;116.7;14;;центробежный компрессор среднего ряда;есть;17.05.2016 | 28.02.2019;https://monitor-pb.ru/conclusion/54-%D0%94%D0%9A-06816-2016;any | срок ИСТЁК | срок ИСТЕКАЕТ в ближайший год | срок действует;не в полной мере | не соответствует | соответствует;;0
6623000680;"ПАО ""ЕВРАЗ""";К-500-61-1;К;центробежный компрессор;500.0;61;;центробежный компрессор крупного ряда;есть;05.11.2019 | 20.01.2026;https://monitor-pb.ru/conclusion/54-%D0%A2%D0%A3-15907-2019;any | срок ИСТЁК | срок ИСТЕКАЕТ в ближайший год | срок действует;не в полной мере | не соответствует | соответствует;;0
6623000680;"ПАО ""ЕВРАЗ""";К-500-61-5;К;центробежный компрессор;500.0;61;;центробежный компрессор крупного ряда;есть;05.03.2018;https://monitor-pb.ru/conclusion/54-%D0%A2%D0%A3-02725-2018;any | срок ИСТЁК | срок ИСТЕКАЕТ в ближайший год | срок действует;не в полной мере | не соответствует | соответствует;;0
6623000680;"ПАО ""ЕВРАЗ""";К-250-61-5;К;центробежный компрессор;250.0;61;;центробежный компрессор крупного ряда;есть;10.06.2026;https://monitor-pb.ru/conclusion/42-%D0%A2%D0%A3-869759-2026;any | срок ИСТЁК | срок ИСТЕКАЕТ в ближайший год | срок действует;не в полной мере | не соответствует | соответствует;;0
6623000680;"ПАО ""ЕВРАЗ""";КТК 12,5/35;КТК;компрессор турбинный;208.3;35;;центробежный компрессор крупного ряда;есть;22.03.2016;https://monitor-pb.ru/conclusion/54-%D0%A2%D0%A3-04115-2016;any | срок ИСТЁК | срок ИСТЕКАЕТ в ближайший год | срок действует;не в полной мере | не соответствует | соответствует;;0
6623000708;"ОАО ""ВГОК"" (ИНН 6623000708)";К-250-61-1;К;центробежный компрессор;250.0;61;;центробежный компрессор крупного ряда;есть;07.04.2021 | 10.03.2026;https://monitor-pb.ru/conclusion/54-%D0%A2%D0%A3-04174-2021;any | срок ИСТЁК | срок действует;не в полной мере | соответствует;;0
6623000708;"ОАО ""ВГОК"" (ИНН 6623000708)";К-250-61-5;К;центробежный компрессор;250.0;61;;центробежный компрессор крупного ряда;есть;06.09.2022 | 10.03.2026;https://monitor-pb.ru/conclusion/54-%D0%A2%D0%A3-16061-2022;any | срок ИСТЁК | срок действует;не в полной мере | соответствует;;0
6623000708;"ОАО ""ВГОК"" (ИНН 6623000708)";К 250-61-5;К;центробежный компрессор;250.0;61;;центробежный компрессор крупного ряда;есть;05.01.2018 | 29.01.2018;https://monitor-pb.ru/conclusion/54-%D0%A2%D0%A3-00066-2018;any | срок ИСТЁК | срок действует;не в полной мере | соответствует;;0
6623000708;"ОАО ""ВГОК"" (ИНН 6623000708)";К-250-61;К;центробежный компрессор;250.0;61;;центробежный компрессор крупного ряда;есть;06.09.2022;https://monitor-pb.ru/conclusion/54-%D0%A2%D0%A3-16060-2022;any | срок ИСТЁК | срок действует;не в полной мере | соответствует;;0
6623029538;"АО ""НПК ""Уралвагонзавод""";К-250-61-5;К;центробежный компрессор;250.0;61;;центробежный компрессор крупного ряда;есть;02.03.2017 | 05.12.2016;https://monitor-pb.ru/conclusion/54-%D0%A2%D0%A3-02459-2017;any | срок ИСТЁК;не в полной мере | соответствует;"[""81304573051"", ""82240559000"", ""86623002190""]";0
6623029538;"АО ""НПК ""Уралвагонзавод""";К-500-61-5;К;центробежный компрессор;500.0;61;;центробежный компрессор крупного ряда;есть;02.03.2017 | 05.08.2015 | 05.12.2016 | 11.08.2015 | 14.03.20;https://monitor-pb.ru/conclusion/54-%D0%A2%D0%A3-02458-2017;any | срок ИСТЁК;не в полной мере | соответствует;"[""81304573051"", ""82240559000"", ""86623002190""]";0
6623029538;"АО ""НПК ""Уралвагонзавод""";К-500-61-1;К;центробежный компрессор;500.0;61;;центробежный компрессор крупного ряда;есть;05.12.2016 | 16.07.2015 | 24.07.2015;https://monitor-pb.ru/conclusion/54-%D0%A2%D0%A3-06125-2015;any | срок ИСТЁК;не в полной мере | соответствует;"[""81304573051"", ""82240559000"", ""86623002190""]";0
6625004271;"АО ""ПНТЗ""";К250-61-5;К;центробежный компрессор;250.0;61;;центробежный компрессор крупного ряда;есть;16.07.2015 | 23.09.2015;https://monitor-pb.ru/conclusion/54-%D0%A2%D0%A3-06082-2015;срок ИСТЁК;не в полной мере | соответствует;;0
6625004271;"АО ""ПНТЗ""";К250-61-2;К;центробежный компрессор;250.0;61;;центробежный компрессор крупного ряда;есть;16.07.2015 | 23.09.2015;https://monitor-pb.ru/conclusion/54-%D0%A2%D0%A3-06091-2015;срок ИСТЁК;не в полной мере | соответствует;;0
6625004271;"АО ""ПНТЗ""";К350-62-1;К;центробежный компрессор;350.0;62;;центробежный компрессор крупного ряда;есть;16.07.2015;https://monitor-pb.ru/conclusion/54-%D0%A2%D0%A3-06156-2015;срок ИСТЁК;не в полной мере | соответствует;;0
6627001318;"АО ""СУМЗ"", АО ""СРЕДНЕУРАЛЬСКИЙ МЕДЕПЛАВИЛЬНЫЙ ЗАВОД""";К-1500-62-2;К;центробежный компрессор;1500.0;62;;турбокомпрессор большой производительности;есть;22.03.2018;https://monitor-pb.ru/conclusion/54-%D0%A2%D0%A3-03672-2018;any | срок ИСТЁК;не в полной мере | соответствует;;0
6627001318;"АО ""СУМЗ"", АО ""СРЕДНЕУРАЛЬСКИЙ МЕДЕПЛАВИЛЬНЫЙ ЗАВОД""";К-250-61-5;К;центробежный компрессор;250.0;61;;центробежный компрессор крупного ряда;есть;13.02.2017 | 13.10.2016 | 27.12.2017 | 30.06.2016;https://monitor-pb.ru/conclusion/54-%D0%A2%D0%A3-01599-2017;any | срок ИСТЁК;не в полной мере | соответствует;;0
6671156423;"ПАО ""ЭЛ5-ЭНЕРГО""";ТГ 6,7;ТГ;турбогазодувка;6.7;;;воздуходувка низкого давления;планировал;10.2023;https://zakupki.gov.ru/epz/orderplan/tru-plan/card/common-info.html?guid=2ccde008-462a-4cc0-8842-0f71f71f57f0_218682db-a819-4f8d-8410-76fc75e0930a&infoGuid=2ccde008-462a-4cc0-8842-0f71f71f57f0;any;соответствует;"[""8-800-200-81-60 (горячая линия)"", ""+7 (495) 539 31 31 доб.";0
6673091980;ПЖТ-55;ТВ-300-1,6-02.У1;ТВ;турбовоздуходувка;300.0;1.6;;центробежный компрессор крупного ряда;покупает;2024-07-05 | 2025-02-13;https://etpgpb.ru/procedures/etp/1078654-realizatsiya-turbokompressorov-tv-300-16-02-u1/;;;;0
7116000066;"АО ""НАК ""АЗОТ""";К-160-131-1;К;центробежный компрессор;160.0;131;;центробежный компрессор среднего ряда;есть;03.09.2019 | 12.09.2019 | 27.10.2015;https://monitor-pb.ru/conclusion/11-%D0%A2%D0%A3-09701-2015;any | действует | истёк | не указан | срок ИСТЁК | срок ИСТЕКАЕТ в ближайший год | срок действует;соответствует;;0
7116000066;"АО ""НАК ""АЗОТ""";К-1700-61-1;К;центробежный компрессор;1700.0;61;;турбокомпрессор большой производительности;есть;29.03.2023;https://monitor-pb.ru/conclusion/11-%D0%A2%D0%A3-03771-2023;any | действует | истёк | не указан | срок ИСТЁК | срок ИСТЕКАЕТ в ближайший год | срок действует;соответствует;;0
7116000066;"АО ""НАК ""АЗОТ""";К-345-91-1;К;центробежный компрессор;345.0;91;;центробежный компрессор крупного ряда;есть;13.12.2017 | 14.10.2024 | 26.09.2023;https://monitor-pb.ru/conclusion/10-%D0%A2%D0%A3-35150-2024;any | действует | истёк | не указан | срок ИСТЁК | срок ИСТЕКАЕТ в ближайший год | срок действует;соответствует;;0
7116000066;"АО ""НАК ""АЗОТ""";К-345-92-1;К;центробежный компрессор;345.0;92;;центробежный компрессор крупного ряда;есть;06.03.2019 | 06.10.2014 | 07.05.2015 | 15.03.2023 | 22.12.20;https://monitor-pb.ru/conclusion/11-%D0%A2%D0%A3-03100-2023;any | действует | истёк | не указан | срок ИСТЁК | срок ИСТЕКАЕТ в ближайший год | срок действует;соответствует;;0
7116000066;"АО ""НАК ""АЗОТ""";К 345-92-1;К;центробежный компрессор;345.0;92;;центробежный компрессор крупного ряда;есть;22.12.2023;https://monitor-pb.ru/conclusion/10-%D0%A2%D0%A3-21643-2023;any | действует | истёк | не указан | срок ИСТЁК | срок ИСТЕКАЕТ в ближайший год | срок действует;соответствует;;0
7116000066;"АО ""НАК ""АЗОТ""";К-500-61-1;К;центробежный компрессор;500.0;61;;центробежный компрессор крупного ряда;есть;17.04.2024 | 27.04.2015 | 29.03.2023;https://monitor-pb.ru/conclusion/11-%D0%A2%D0%A3-03126-2015;any | действует | истёк | не указан | срок ИСТЁК | срок ИСТЕКАЕТ в ближайший год | срок действует;соответствует;;0
7116000066;"АО ""НАК ""АЗОТ""";К-540-41-1;К;центробежный компрессор;540.0;41;;центробежный компрессор крупного ряда;есть | покупает;03.09.2019 | 08.06.2022 | 09.12.2024 | 11.09.2019 | 12.10.20;https://monitor-pb.ru/conclusion/10-%D0%A2%D0%A3-35459-2024;any | действует | истёк | не указан | срок ИСТЁК | срок ИСТЕКАЕТ в ближайший год | срок действует;соответствует;;0
7116000066;"АО ""НАК ""АЗОТ""";ТВ-200-1,4;ТВ;турбовоздуходувка;200.0;1.4;;центробежный компрессор крупного ряда;есть;19.03.2019 | 22.12.2014 | 25.01.2023 | 28.03.2019;https://monitor-pb.ru/conclusion/11-%D0%A2%D0%A3-00957-2023;any | действует | истёк | не указан | срок ИСТЁК | срок ИСТЕКАЕТ в ближайший год | срок действует;соответствует;;0
7116000066;"АО ""НАК ""АЗОТ""";ТВ-200-1,25;ТВ;турбовоздуходувка;200.0;1.25;;центробежный компрессор крупного ряда;есть;01.04.2019 | 06.03.2023 | 19.01.2015 | 22.12.2014 | 23.12.20;https://monitor-pb.ru/conclusion/11-%D0%A2%D0%A3-00234-2015;any | действует | истёк | не указан | срок ИСТЁК | срок ИСТЕКАЕТ в ближайший год | срок действует;соответствует;;0
7116000066;"АО ""НАК ""АЗОТ""";ТГ65-1,06;ТГ;турбогазодувка;65.0;;;центробежный компрессор среднего ряда;есть;09.03.2021;https://monitor-pb.ru/conclusion/11-%D0%A2%D0%A3-02977-2021;any | действует | истёк | не указан | срок ИСТЁК | срок ИСТЕКАЕТ в ближайший год | срок действует;соответствует;;0
7202116628;"АО ""СИБУРТЮМЕНЬГАЗ""";К-354-101-1;К;центробежный компрессор;354.0;101;;центробежный компрессор крупного ряда;есть;06.10.2022 | 18.01.2018 | 19.07.2019 | 19.08.2021 | 25.03.20;https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-15848-2025;any | не собирался | срок ИСТЁК | срок ИСТЕКАЕТ в ближайший год | срок действует;не в полной мере | соответствует;"[""+7 (346) 649-42-03""]";0
7202116628;"АО ""СИБУРТЮМЕНЬГАЗ""";К-380-103-1;К;центробежный компрессор;380.0;103;;центробежный компрессор крупного ряда;есть;01.12.2015 | 07.11.2019 | 07.11.2023 | 10.12.2024 | 12.12.20;https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-46133-2021;any | не собирался | срок ИСТЁК | срок ИСТЕКАЕТ в ближайший год | срок действует;не в полной мере | соответствует;"[""+7 (346) 649-42-03""]";0
7202116628;"АО ""СИБУРТЮМЕНЬГАЗ""";К-890-122-1;К;центробежный компрессор;890.0;122;;турбокомпрессор большой производительности;есть;17.01.2020 | 18.11.2014 | 20.12.2023 | 21.12.2023 | 24.12.20;https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-100098-2023;any | не собирался | срок ИСТЁК | срок ИСТЕКАЕТ в ближайший год | срок действует;не в полной мере | соответствует;"[""+7 (346) 649-42-03""]";0
7202116628;"АО ""СИБУРТЮМЕНЬГАЗ""";К-890-121-1;К;центробежный компрессор;890.0;121;;турбокомпрессор большой производительности;есть;04.12.2018 | 05.09.2019 | 07.11.2019 | 07.11.2023 | 08.12.20;https://monitor-pb.ru/conclusion/2-%D0%A2%D0%A3-443730-2025;any | не собирался | срок ИСТЁК | срок ИСТЕКАЕТ в ближайший год | срок действует;не в полной мере | соответствует;"[""+7 (346) 649-42-03""]";0
7202116628;"АО ""СИБУРТЮМЕНЬГАЗ""";К890-121-1;К;центробежный компрессор;890.0;121;;турбокомпрессор большой производительности;есть;03.10.2023 | 13.09.2023 | 14.12.2017 | 15.12.2022 | 16.11.20;https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-67277-2023;any | не собирался | срок ИСТЁК | срок ИСТЕКАЕТ в ближайший год | срок действует;не в полной мере | соответствует;"[""+7 (346) 649-42-03""]";0
7202116628;"АО ""СИБУРТЮМЕНЬГАЗ""";К-890-400;К;центробежный компрессор;890.0;400;;турбокомпрессор большой производительности;есть;08.12.2020 | 31.03.2017;https://monitor-pb.ru/conclusion/48-%D0%A2%D0%A3-54839-2020;any | не собирался | срок ИСТЁК | срок ИСТЕКАЕТ в ближайший год | срок действует;не в полной мере | соответствует;"[""+7 (346) 649-42-03""]";0
7202116628;"АО ""СИБУРТЮМЕНЬГАЗ""";К-890-121;К;центробежный компрессор;890.0;121;;турбокомпрессор большой производительности;есть;07.11.2019;https://monitor-pb.ru/conclusion/59-%D0%A2%D0%A3-47210-2019;any | не собирался | срок ИСТЁК | срок ИСТЕКАЕТ в ближайший год | срок действует;не в полной мере | соответствует;"[""+7 (346) 649-42-03""]";0
7206025040;"ООО ""СИБУР Тобольск""";К-500-61-5;К;центробежный компрессор;500.0;61;;центробежный компрессор крупного ряда;есть;03.09.2018 | 27.11.2017 | 30.08.2018;https://monitor-pb.ru/conclusion/57-%D0%A2%D0%A3-30717-2018;any | не собирался | не указан | срок ИСТЁК;не в полной мере | соответствует;;0
7206025040;"ООО ""СИБУР Тобольск""";ЦК-135/8;ЦК;центробежный компрессор;135.0;8;;центробежный компрессор среднего ряда;есть;22.06.2018 | 24.08.2018;https://monitor-pb.ru/conclusion/57-%D0%A2%D0%A3-22881-2018;any | не собирался | не указан | срок ИСТЁК;не в полной мере | соответствует;;0
7206025040;"ООО ""СИБУР Тобольск""";ЦК-135/8М1;ЦК;центробежный компрессор;135.0;8;;центробежный компрессор среднего ряда;есть;03.07.2018;https://monitor-pb.ru/conclusion/57-%D0%A2%D0%A3-23837-2018;any | не собирался | не указан | срок ИСТЁК;не в полной мере | соответствует;;0
7206025040;"ООО ""СИБУР Тобольск""";К-250-61-5;К;центробежный компрессор;250.0;61;;центробежный компрессор крупного ряда;есть;03.09.2018;https://monitor-pb.ru/conclusion/57-%D0%A2%D0%A3-30955-2018;any | не собирался | не указан | срок ИСТЁК;не в полной мере | соответствует;;0
7404070888;"Общество с ограниченной ответственностью ""Торговый Дом Златоустовский электрометаллургический завод""";ЦК-135/8;ЦК;центробежный компрессор;135.0;8;;центробежный компрессор среднего ряда;покупает;05.03.2026 | 11.02.2026 | 17.02.2026;https://www.tender.pro/api/tender/1150432/view_public;;;;0
7414003633;"ПАО ""ММК""";К-1500-61-2;К;центробежный компрессор;1500.0;61;;турбокомпрессор большой производительности;есть;26.10.2017;https://monitor-pb.ru/conclusion/56-%D0%A2%D0%A3-15777-2017;any | срок ИСТЁК | срок ИСТЕКАЕТ в ближайший год | срок действует;не в полной мере | соответствует;"[""8 800 775-000-5 (Центр информационной поддержки клиентов)""";0
7414003633;"ПАО ""ММК""";К-1500-62-2;К;центробежный компрессор;1500.0;62;;турбокомпрессор большой производительности;есть;21.12.2018 | 25.01.2018;https://monitor-pb.ru/conclusion/56-%D0%A2%D0%A3-00999-2018;any | срок ИСТЁК | срок ИСТЕКАЕТ в ближайший год | срок действует;не в полной мере | соответствует;"[""8 800 775-000-5 (Центр информационной поддержки клиентов)""";0
7414003633;"ПАО ""ММК""";К-3000-61-1;К;центробежный компрессор;3000.0;61;;турбокомпрессор большой производительности;есть;17.10.2018 | 24.08.2018 | 25.01.2018;https://monitor-pb.ru/conclusion/56-%D0%A2%D0%A3-01002-2018;any | срок ИСТЁК | срок ИСТЕКАЕТ в ближайший год | срок действует;не в полной мере | соответствует;"[""8 800 775-000-5 (Центр информационной поддержки клиентов)""";0
7415036215;"АО ""ЭнСер""";К 250-61-5;К;центробежный компрессор;250.0;61;;центробежный компрессор крупного ряда;есть | планировал | покупает;01.10.2019 | 01.2022 | 02.2022 | 07.02.2022 13:00 | 11.2025 ;https://monitor-pb.ru/conclusion/56-%D0%A2%D0%A3-13316-2019;any | срок ИСТЁК;соответствует;;0
7415036215;"АО ""ЭнСер""";К-250-61-2;К;центробежный компрессор;250.0;61;;центробежный компрессор крупного ряда;есть;08.12.2023;https://monitor-pb.ru/conclusion/11-%D0%A2%D0%A3-20057-2023;any | срок ИСТЁК;соответствует;;0
7415036215;"АО ""ЭнСер""";К-250-61-5;К;центробежный компрессор;250.0;61;;центробежный компрессор крупного ряда;есть;08.12.2023;https://monitor-pb.ru/conclusion/11-%D0%A2%D0%A3-20054-2023;any | срок ИСТЁК;соответствует;;0
7420000133;ПАО УРАЛКУЗ;К-345-91-1;К;центробежный компрессор;345.0;91;;центробежный компрессор крупного ряда;покупает;2018-09-26 | 2019-06-17 | 2019-08-07 | 2019-09-24 | 2020-07-;https://etpgpb.ru/procedures/etp/178343-remont-rotora-tsnd-kompressora-k-345-91-1-soglasno-tz/;;;;0
7420000133;ПАО УРАЛКУЗ;К-250-61-1;К;центробежный компрессор;250.0;61;;центробежный компрессор крупного ряда;покупает;2018-09-26 | 2021-10-14 | 2022-02-07;https://etpgpb.ru/procedures/etp/178330-kapitalnyy-remont-tsentrobezhnogo-kompressora-k-250-61-1-st-6-soglasno-tz/;;;;0
7420000133;ПАО УРАЛКУЗ;К345-91-1;К;центробежный компрессор;345.0;91;;центробежный компрессор крупного ряда;покупает;2017-09-21 | 2017-11-13;https://etpgpb.ru/procedures/etp/116074-kapitalnyy-remont-tsentrobezhnogo-kompressora-k345-91-1-1-soglasno-tz/;;;;0
7424024375;"ПАО ""ЮГК""";К 250-61-5;К;центробежный компрессор;250.0;61;;центробежный компрессор крупного ряда;есть;18.09.2025 | 22.10.2024;https://monitor-pb.ru/conclusion/56-%D0%A2%D0%A3-21415-2024;any | срок ИСТЕКАЕТ в ближайший год;соответствует;;0
7449006184;ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ЧЕЛЯБИНСКИЙ КУЗНЕЧНО-ПРЕССОВЫЙ ЗАВОД;К 250-61-5;К;центробежный компрессор;250.0;61;;центробежный компрессор крупного ряда;покупает;14.07.2026 12:00;https://www.roseltorg.ru/procedure/B0807261325598/1;;;"[""+7 (351) 259-45-50 (входящие звонки)"", ""+7 (351) 259-70-16";0
7449006184;ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ЧЕЛЯБИНСКИЙ КУЗНЕЧНО-ПРЕССОВЫЙ ЗАВОД;К 250-61-1;К;центробежный компрессор;250.0;61;;центробежный компрессор крупного ряда;покупает;08.05.2026 14:00;https://www.roseltorg.ru/procedure/B2904260939428/1;;;"[""+7 (351) 259-45-50 (входящие звонки)"", ""+7 (351) 259-70-16";0
7530000048;"ПАО ""ППГХО""";К-250-61-5;К;центробежный компрессор;250.0;61;;центробежный компрессор крупного ряда;есть;01.12.2016 | 08.11.2022 | 18.11.2019 | 29.10.2025;https://monitor-pb.ru/conclusion/69-%D0%A2%D0%A3-01061-2022;any | срок ИСТЁК;не в полной мере | соответствует;[];0
7530000048;"ПАО ""ППГХО""";К-500-61-1;К;центробежный компрессор;500.0;61;;центробежный компрессор крупного ряда;есть;01.12.2016 | 02.12.2016 | 07.11.2022 | 08.11.2022 | 18.11.20;https://monitor-pb.ru/conclusion/69-%D0%A2%D0%A3-01012-2022;any | срок ИСТЁК;не в полной мере | соответствует;[];0
7530000048;"ПАО ""ППГХО""";К-500-61-1М;К;центробежный компрессор;500.0;61;;центробежный компрессор крупного ряда;есть;01.12.2016 | 02.12.2016 | 08.11.2022 | 18.11.2019 | 19.11.20;https://monitor-pb.ru/conclusion/69-%D0%A2%D0%A3-01060-2022;any | срок ИСТЁК;не в полной мере | соответствует;[];0
7530000048;"ПАО ""ППГХО""";К-500-61-5;К;центробежный компрессор;500.0;61;;центробежный компрессор крупного ряда;есть;01.12.2016 | 02.12.2016 | 07.11.2022 | 08.11.2022 | 18.11.20;https://monitor-pb.ru/conclusion/69-%D0%A2%D0%A3-01018-2022;any | срок ИСТЁК;не в полной мере | соответствует;[];0
7530000048;"ПАО ""ППГХО""";К-500-61-5М;К;центробежный компрессор;500.0;61;;центробежный компрессор крупного ряда;есть;01.12.2016 | 02.12.2016 | 08.11.2022 | 18.11.2019 | 19.11.20;https://monitor-pb.ru/conclusion/69-%D0%A2%D0%A3-01059-2022;any | срок ИСТЁК;не в полной мере | соответствует;[];0
7536064538;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ПРОИЗВОДСТВЕННОЕ УПРАВЛЕНИЕ ВОДОСНАБЖЕНИЯ И ВОДООТВЕДЕНИЯ ГОРОДА ЧИТЫ""";ТВ-80-1,6-0.1УЗ;ТВ;турбовоздуходувка;80.0;1.6;;центробежный компрессор среднего ряда;планировал;12.2023;https://zakupki.gov.ru/epz/orderplan/tru-plan/card/common-info.html?guid=00e192d8-b672-461a-a7de-0a25eac0ff8f_0d116b83-63b4-7798-e063-07548d0a2f5c&infoGuid=00e192d8-b672-461a-a7de-0a25eac0ff8f;;;;0
7601001107;"ПАО ""СЛАВНЕФТЬ-ЯНОС""";К-250-61-2;К;центробежный компрессор;250.0;61;;центробежный компрессор крупного ряда;есть;22.03.2022;https://monitor-pb.ru/conclusion/18-%D0%A2%D0%A3-03015-2022;any | действует | истекает | истёк | не собирался | не указан | срок ИСТЁК | срок ИСТЕКАЕТ в ближайший год | срок действует;соответствует;;0
7601001107;"ПАО ""СЛАВНЕФТЬ-ЯНОС""";К250-61-5;К;центробежный компрессор;250.0;61;;центробежный компрессор крупного ряда;есть;02.04.2024 | 05.06.2023 | 10.06.2022 | 16.12.2014 | 23.05.20;https://monitor-pb.ru/conclusion/18-%D0%A2%D0%A3-02012-2024;any | действует | истекает | истёк | не собирался | не указан | срок ИСТЁК | срок ИСТЕКАЕТ в ближайший год | срок действует;соответствует;;0
7601001107;"ПАО ""СЛАВНЕФТЬ-ЯНОС""";К485-61-1М2;К;центробежный компрессор;485.0;61;;центробежный компрессор крупного ряда;есть;06.02.2017 | 14.02.2022 | 25.05.2022;https://monitor-pb.ru/conclusion/18-%D0%A2%D0%A3-01489-2022;any | действует | истекает | истёк | не собирался | не указан | срок ИСТЁК | срок ИСТЕКАЕТ в ближайший год | срок действует;соответствует;;0
7601001107;"ПАО ""СЛАВНЕФТЬ-ЯНОС""";К-250-61-5;К;центробежный компрессор;250.0;61;;центробежный компрессор крупного ряда;есть;05.05.2026 | 06.05.2025;https://monitor-pb.ru/conclusion/18-%D0%A2%D0%A3-17880-2025;any | действует | истекает | истёк | не собирался | не указан | срок ИСТЁК | срок ИСТЕКАЕТ в ближайший год | срок действует;соответствует;;0
7601001107;"ПАО ""СЛАВНЕФТЬ-ЯНОС""";ЦК-401/4;ЦК;центробежный компрессор;401.0;4;;центробежный компрессор крупного ряда;есть;02.12.2015 | 25.05.2021;https://monitor-pb.ru/conclusion/18-%D0%A2%D0%A3-07975-2021;any | действует | истекает | истёк | не собирался | не указан | срок ИСТЁК | срок ИСТЕКАЕТ в ближайший год | срок действует;соответствует;;0
7601001107;"ПАО ""СЛАВНЕФТЬ-ЯНОС""";ЦК-403/2;ЦК;центробежный компрессор;403.0;2;;центробежный компрессор крупного ряда;есть;11.01.2023 | 18.09.2017;https://monitor-pb.ru/conclusion/18-%D0%A2%D0%A3-00128-2023;any | действует | истекает | истёк | не собирался | не указан | срок ИСТЁК | срок ИСТЕКАЕТ в ближайший год | срок действует;соответствует;;0
7601001107;"ПАО ""СЛАВНЕФТЬ-ЯНОС""";ЦК-402/1;ЦК;центробежный компрессор;402.0;1;;центробежный компрессор крупного ряда;есть;09.01.2023;https://monitor-pb.ru/conclusion/18-%D0%A2%D0%A3-00028-2023;any | действует | истекает | истёк | не собирался | не указан | срок ИСТЁК | срок ИСТЕКАЕТ в ближайший год | срок действует;соответствует;;0
7601001107;"ПАО ""СЛАВНЕФТЬ-ЯНОС""";ЦК-402/3;ЦК;центробежный компрессор;402.0;3;;центробежный компрессор крупного ряда;есть;10.06.2022 | 12.08.2024 | 26.07.2017;https://monitor-pb.ru/conclusion/18-%D0%A2%D0%A3-05990-2024;any | действует | истекает | истёк | не собирался | не указан | срок ИСТЁК | срок ИСТЕКАЕТ в ближайший год | срок действует;соответствует;;0
7601001107;"ПАО ""СЛАВНЕФТЬ-ЯНОС""";К485-61-1МА2;К;центробежный компрессор;485.0;61;;центробежный компрессор крупного ряда;есть;16.05.2017;https://monitor-pb.ru/conclusion/18-%D0%A2%D0%A3-08321-2017;any | действует | истекает | истёк | не собирался | не указан | срок ИСТЁК | срок ИСТЕКАЕТ в ближайший год | срок действует;соответствует;;0
7601001107;"ПАО ""СЛАВНЕФТЬ-ЯНОС""";ЦК-401/3;ЦК;центробежный компрессор;401.0;3;;центробежный компрессор крупного ряда;есть;27.07.2018;https://monitor-pb.ru/conclusion/18-%D0%A2%D0%A3-11621-2018;any | действует | истекает | истёк | не собирался | не указан | срок ИСТЁК | срок ИСТЕКАЕТ в ближайший год | срок действует;соответствует;;0
7601001107;"ПАО ""СЛАВНЕФТЬ-ЯНОС""";ЦК-401/2;ЦК;центробежный компрессор;401.0;2;;центробежный компрессор крупного ряда;есть;05.04.2018;https://monitor-pb.ru/conclusion/18-%D0%A2%D0%A3-04733-2018;any | действует | истекает | истёк | не собирался | не указан | срок ИСТЁК | срок ИСТЕКАЕТ в ближайший год | срок действует;соответствует;;0
7601001107;"ПАО ""СЛАВНЕФТЬ-ЯНОС""";ТГ170-1,7;ТГ;турбогазодувка;170.0;;;центробежный компрессор среднего ряда;есть;25.05.2021;https://monitor-pb.ru/conclusion/18-%D0%A2%D0%A3-07976-2021;any | действует | истекает | истёк | не собирался | не указан | срок ИСТЁК | срок ИСТЕКАЕТ в ближайший год | срок действует;соответствует;;0
7601001107;"ПАО ""СЛАВНЕФТЬ-ЯНОС""";ТГ170-1,7М1-В1;ТГ;турбогазодувка;170.0;;;центробежный компрессор среднего ряда;есть;05.10.2021;https://monitor-pb.ru/conclusion/18-%D0%A2%D0%A3-15892-2021;any | действует | истекает | истёк | не собирался | не указан | срок ИСТЁК | срок ИСТЕКАЕТ в ближайший год | срок действует;соответствует;;0
7610052644;"ПАО""ОДК-Сатурн""";К250-61-5;К;центробежный компрессор;250.0;61;;центробежный компрессор крупного ряда;есть;06.12.2023 | 19.06.2023 | 25.05.2023;https://monitor-pb.ru/conclusion/18-%D0%A2%D0%A3-04430-2023;срок ИСТЕКАЕТ в ближайший год;соответствует;"[""+7 (495) 232-55-02""]";0
7703642903;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИНТЕР РАО-ЦЕНТР УПРАВЛЕНИЯ ЗАКУПКАМИ""";К-330-23,5-6МР;К;центробежный компрессор;330.0;23;;центробежный компрессор крупного ряда;покупает;13.12.2024 12:00 | 16.07.2025 12:00;https://www.roseltorg.ru/procedure/32414203206/1;;;;0
