inn;naimenovanie_obekta;klass_opasnosti;reg_nomer;ssylka;citata
5249002485;Участок транспортирования опасных веществ железнодорожным транспортом;III;;https://monitor-pb.ru/conclusion/22-%D0%A2%D0%A3-963251-2026;№ 1318, рег. № 734 распложенный на опасном производственном объекте: «Участок транспортирования опасных веществ железнодорожным транспортом», рег. № А40-00206-0055, класс опасности III по адресу: Российская Федерация, Алтайский к
5249002485;Площадка производства ВМ цеха No 32» рег. No А40-00206-0071;I;;https://monitor-pb.ru/conclusion/52-%D0%A2%D0%A3-967243-2026;ртизы:Трубопровод сточной воды, рег. No 32-2007/2-2 Наименование ОПО:«Площадка производства ВМ цеха No 32» рег. No А40-00206-0071 (I класс опасности)
5249002485;Площадка производства промышленных ВВ;I;;https://monitor-pb.ru/conclusion/63-%D0%A2%D0%A3-18022-2024;№8951) здания 858/5, применяемые на опасном производственном объекте «Площадка производства промышленных ВВ» (рег. №А40-00206-0065, I класс опасности) ФКП «Завод имени Я.М. Свердлова»
5249002485;Площадка производства по снаряжению специзделий. Участок 40 цеха № 19;I;;https://monitor-pb.ru/conclusion/40-%D0%A2%D0%A3-03329-2024;2936, инв. № 62952», применяемое на опасном производственном объекте «Площадка производства по снаряжению специзделий. Участок 40 цеха № 19», рег. № А40-00206-0074, I класс опасности Эксплуатирующая организация: ФКП «Завод имени
5249002485;площадка производства ВМ ФКП «Завод имени Я.М. Свердлова», Нижегородская область, г. Дзержинск;;;https://monitor-pb.ru/conclusion/40-%D0%94%D0%91-00166-2014;арация промышленной безопасности опасного производственного объекта – площадка производства ВМ ФКП «Завод имени Я.М. Свердлова», Нижегородская область, г. Дзержинск. Регистрационный номер декларируемого объекта в государственном реестре опасных производс
5249002485;Площадка производства регенерации вторичной уксусной кислоты, производства уксусного ангидрида, производства этилацетата участка №34 цеха №32;II;;https://monitor-pb.ru/conclusion/40-%D0%A2%D0%A3-03425-2024;Площадка производства регенерации вторичной уксусной кислоты, производства уксусного ангидрида, производства этилацетата участка №34 цеха №32 Рег № ОПО А40-00206-0072 | Заключение экспертизы промышленной безопасности № 11/2023/6-ТУ
7704833717;станция газозаправочная (автомобильная) (Республика Хакасия г. Абакан, ул. Аскизская, уч. 260М, Свидетельство о регистрации ОПО № А01-13206-0005 от 10.10.2013 г, шифр 2416);III;;https://monitor-pb.ru/conclusion/65-%D0%A2%D0%9F-10849-2016;ия на техническое перевооружение опасного производственного объекта - станция газозаправочная (автомобильная) (Республика Хакасия г. Абакан, ул. Аскизская, уч. 260М, Свидетельство о регистрации ОПО № А01-13206-0005 от 10.10.2013 г, шифр 2416)
7704833717;станция газонаполнительная;;;https://monitor-pb.ru/conclusion/61-%D0%97%D0%A1-25267-2021;сорное отделение №1 применяемое на опасном производственном объекте – станция газонаполнительная, рег. № А01-13206-0047, ІІ класс опасности, эксплуатируемое АО «СГ-трейдинг».по адресу: г
7704833717;Установка для наполнения СУГ баллонов объемом 50 и 27 литров УНБ-50/27 ст. № 24, эксплуатируемая на Станции газонаполнительной Торопецкой базы сжиженного газа - филиала ОАО «СГ-трейдинг»;;;https://monitor-pb.ru/conclusion/05-%D0%A2%D0%A3-09778-2016;Установка для наполнения СУГ баллонов объемом 50 и 27 литров УНБ-50/27 ст. № 24, эксплуатируемая на Станции газонаполнительной Торопецкой базы сжиженного газа - филиала ОАО «СГ-трейдинг» по адресу: 172840, Тверская область, г. Торопец, Загородный проезд, д.1
7704833717;Установка для наполнения СУГ баллонов объемом 50 и 27 литров УНБ-50/27 ст. № 23, эксплуатируемая на Станции газонаполнительной Торопецкой базы сжиженного газа - филиала ОАО «СГ-трейдинг»;;;https://monitor-pb.ru/conclusion/05-%D0%A2%D0%A3-09786-2016;Установка для наполнения СУГ баллонов объемом 50 и 27 литров УНБ-50/27 ст. № 23, эксплуатируемая на Станции газонаполнительной Торопецкой базы сжиженного газа - филиала ОАО «СГ-трейдинг» по адресу: 172840, Тверская область, г. Торопец, Загородный проезд, д.1
7704833717;Установка для наполнения СУГ баллонов объемом 50 и 27 литров УНБ-50/27 ст. № 25, эксплуатируемая на Станции газонаполнительной Торопецкой базы сжиженного газа - филиала ОАО «СГ-трейдинг»;;;https://monitor-pb.ru/conclusion/05-%D0%A2%D0%A3-09791-2016;Установка для наполнения СУГ баллонов объемом 50 и 27 литров УНБ-50/27 ст. № 25, эксплуатируемая на Станции газонаполнительной Торопецкой базы сжиженного газа - филиала ОАО «СГ-трейдинг» по адресу: 172840, Тверская область, г. Торопец, Загородный проезд, д.1
7704833717;установка компрессорная ГШ01-4, зав № 0025;;;https://monitor-pb.ru/conclusion/03-%D0%A2%D0%A3-05520-2016;установка компрессорная ГШ01-4, зав № 0025
0326567170;Рудник «Холбинский» (горные работы), ОПО;;;https://monitor-pb.ru/conclusion/3-%D0%A2%D0%A3-73804-2025;ый №081601409009), применяемое на опасном производственном объекте – «Рудник «Холбинский» (горные работы), ОПО рег. №А64-01239-0006 от 19.12.2019 г.)
0326567170;Цех по производству золота (цех гидрометаллургии рудника);;;https://monitor-pb.ru/conclusion/3-%D0%A2%D0%A3-505061-2025;в. № 081601410674), применяемое на опасном производственном объекте – Цех по производству золота (цех гидрометаллургии рудника) (рег. № ОПО: А64-01239-0004 от 19.12.2019 г.).
0326567170;Склад взрывчатых материалов;;;https://monitor-pb.ru/conclusion/64-%D0%97%D0%A1-01976-2024;"Здание, на опасном производственном объекте ""Склад взрывчатых материалов"""
0326567170;"Участок геологоразведочных работ (месторождение ""Гранитное"")";II;;https://monitor-pb.ru/conclusion/64-%D0%94%D0%9B-01946-2024;"Документация на ликвидацию опасного производственного объекта - Участок геологоразведочных работ (месторождение ""Гранитное"") (регистрационный номер - А64-01239-0010 от 20.12.2019 года, 2 класс опасности). Проектная"
0326567170;Склад ВМ;II;;https://monitor-pb.ru/conclusion/64-%D0%97%D0%A1-00290-2022;"комплекс зданий, эксплуатируемых на опасном производственном объекте ""Склад ВМ"", рег.№А64-01239-0005, II класс опасности"
0326567170;Рудник «Холбинский» ООО «Зун-Холба». Отступление от требований промышленной безопасности в части отсутствия системы позиционирования работников;;;https://monitor-pb.ru/conclusion/64-%D0%9E%D0%91-00287-2022;Обоснование безопасности опасного производственного объекта Рудник «Холбинский» ООО «Зун-Холба». Отступление от требований промышленной безопасности в части отсутствия системы позиционирования работников
0326567170;Шахтная подъемная машина 2Ц-2,5х1,2П-03 зав. № 850101, инв. №081601421381, место установки: ствол «Вспомогательный» рудника «Холбинский» в составе ОПО: рудник «Холбинский»;II;;https://monitor-pb.ru/conclusion/64-%D0%A2%D0%A3-00410-2021;Шахтная подъемная машина 2Ц-2,5х1,2П-03 зав. № 850101, инв. №081601421381, место установки: ствол «Вспомогательный» рудника «Холбинский» в составе ОПО: рудник «Холбинский» рег. № А64-01239-0006, II класс опасности
0326567170;Шахтная подъемная машина 2Ц-2,5х1,2 зав. № 000103, инв. №081601421533, место установки: ствол «Главный» рудника «Холбинский» в составе ОПО: рудник «Холбинский»;II;;https://monitor-pb.ru/conclusion/64-%D0%A2%D0%A3-00411-2021;Шахтная подъемная машина 2Ц-2,5х1,2 зав. № 000103, инв. №081601421533, место установки: ствол «Главный» рудника «Холбинский» в составе ОПО: рудник «Холбинский» рег. № А64-01239-0006, II класс опасности
0326567170;Шахтная подъемная машина Ц-1,2х1,0 зав. № 790520, инв. №081600000060, место установки: ствол «Наклонный» рудника «Холбинский» в составе ОПО: рудник «Холбинский»;II;;https://monitor-pb.ru/conclusion/64-%D0%A2%D0%A3-00412-2021;Шахтная подъемная машина Ц-1,2х1,0 зав. № 790520, инв. №081600000060, место установки: ствол «Наклонный» рудника «Холбинский» в составе ОПО: рудник «Холбинский» рег. № А64-01239-0006, II класс опасности
0326567170;Шахтная подъемная машина Ц-1,2х1,0 зав. № 8001403, инв. №081601421291, место установки: ствол «Материально-технический восстающий – 1» рудника «Холбинский» в составе ОПО: рудник «Холбинский»;II;;https://monitor-pb.ru/conclusion/64-%D0%A2%D0%A3-00380-2021;Шахтная подъемная машина Ц-1,2х1,0 зав. № 8001403, инв. №081601421291, место установки: ствол «Материально-технический восстающий – 1» рудника «Холбинский» в составе ОПО: рудник «Холбинский» рег. № А64-01239-0006 , II класс опасности
0326567170;Фабрика обогатительная (цех обогащения);;;https://monitor-pb.ru/conclusion/64-%D0%A2%D0%A3-00580-2025;Фабрика обогатительная (цех обогащения) Рег № ОПО А64-01239-0003 | Мельница МШЦ-900х1800 инв. № 081601421351, применяемая на опас
2457056260;Аммиачно-холодильная установка;III;;https://monitor-pb.ru/conclusion/01-%D0%A2%D0%9F-03507-2023;ция на техническое перевооружение опасного производственного объекта «Аммиачно-холодильная установка», рег. №A70-00152-0001, III класс опасности, расположенного по адресу: г. Норильск, ул. Н
2457056260;Участок трубопровода теплосети;;;https://monitor-pb.ru/conclusion/01-%D0%A2%D0%A3-10542-2025;Участок трубопровода теплосети | Паропровод, регистрационный № 235
3445042160;"Участок магистрального газопровода (МГ САЦ-III) Фроловского ЛПУМГ"" Общества с ограниченной ответственностью ""Газпром трансгаз Волгоград";;;https://monitor-pb.ru/conclusion/34-%D0%94%D0%91-966681-2026;"ЛАРАЦИИ ПРОМЫШЛЕННОЙ БЕЗОПАСНОСТИ опасного производственного объекта ""Участок магистрального газопровода (МГ САЦ-III) Фроловского ЛПУМГ"" Общества с ограниченной ответственностью ""Газпром трансгаз Волгоград"""
3445042160;"Участок магистрального газопровода (МГ ""Оренбург-Новопсков"") Фроловского ЛПУМГ"" Общества с ограниченной ответственностью ""Газпром трансгаз Волгоград";;;https://monitor-pb.ru/conclusion/34-%D0%94%D0%91-966691-2026;"ЛАРАЦИИ ПРОМЫШЛЕННОЙ БЕЗОПАСНОСТИ опасного производственного объекта ""Участок магистрального газопровода (МГ ""Оренбург-Новопсков"") Фроловского ЛПУМГ"" Общества с ограниченной ответственностью ""Газпром трансгаз Волгоград"""
3445042160;"Участок магистрального газопровода (МГ САЦ-III) Усть-Бузулукского ЛПУМГ"" Общества с ограниченной ответственностью ""Газпром трансгаз Волгоград";;;https://monitor-pb.ru/conclusion/34-%D0%94%D0%91-966725-2026;"ЛАРАЦИИ ПРОМЫШЛЕННОЙ БЕЗОПАСНОСТИ опасного производственного объекта ""Участок магистрального газопровода (МГ САЦ-III) Усть-Бузулукского ЛПУМГ"" Общества с ограниченной ответственностью ""Газпром трансгаз Волгоград"""
3445042160;"Участок магистрального газопровода (МГ ""Союз"") Фроловского ЛПУМГ"" Общества с ограниченной ответственностью ""Газпром трансгаз Волгоград";;;https://monitor-pb.ru/conclusion/34-%D0%94%D0%91-966731-2026;"ЛАРАЦИИ ПРОМЫШЛЕННОЙ БЕЗОПАСНОСТИ опасного производственного объекта ""Участок магистрального газопровода (МГ ""Союз"") Фроловского ЛПУМГ"" Общества с ограниченной ответственностью ""Газпром трансгаз Волгоград"""
3445042160;"Участок магистрального газопровода (МГ САЦ-IV-II) Фроловского ЛПУМГ"" Общества с ограниченной ответственностью ""Газпром трансгаз Волгоград";;;https://monitor-pb.ru/conclusion/34-%D0%94%D0%91-966751-2026;"ЛАРАЦИИ ПРОМЫШЛЕННОЙ БЕЗОПАСНОСТИ опасного производственного объекта ""Участок магистрального газопровода (МГ САЦ-IV-II) Фроловского ЛПУМГ"" Общества с ограниченной ответственностью ""Газпром трансгаз Волгоград"""
3445042160;"Станция газораспределительная Фроловского ЛПУМГ"" Общества с ограниченной ответственностью ""Газпром трансгаз Волгоград";;;https://monitor-pb.ru/conclusion/34-%D0%94%D0%91-966759-2026;"ЛАРАЦИИ ПРОМЫШЛЕННОЙ БЕЗОПАСНОСТИ опасного производственного объекта ""Станция газораспределительная Фроловского ЛПУМГ"" Общества с ограниченной ответственностью ""Газпром трансгаз Волгоград"""
3445042160;"Станция газораспределительная Усть-Бузулукского ЛПУМГ"" Общества с ограниченной ответственностью ""Газпром трансгаз Волгоград";;;https://monitor-pb.ru/conclusion/34-%D0%94%D0%91-966761-2026;"ЛАРАЦИИ ПРОМЫШЛЕННОЙ БЕЗОПАСНОСТИ опасного производственного объекта ""Станция газораспределительная Усть-Бузулукского ЛПУМГ"" Общества с ограниченной ответственностью ""Газпром трансгаз Волгоград"""
3445042160;"Участок магистрального газопровода (газопровод-отвод на АГРС г. Миллерово) Сохрановского ЛПУМГ"" Общества с ограниченной ответственностью ""Газпром трансгаз Волгоград";;;https://monitor-pb.ru/conclusion/34-%D0%94%D0%91-966764-2026;"ЛАРАЦИИ ПРОМЫШЛЕННОЙ БЕЗОПАСНОСТИ опасного производственного объекта ""Участок магистрального газопровода (газопровод-отвод на АГРС г. Миллерово) Сохрановского ЛПУМГ"" Общества с ограниченной ответственностью ""Газпром трансгаз Волгоград"""
3445042160;"Участок магистрального газопровода (отвод к г. Волжский) Городищенского ЛПУМГ"" Общества с ограниченной ответственностью ""Газпром трансгаз Волгоград";;;https://monitor-pb.ru/conclusion/34-%D0%94%D0%91-966768-2026;"ЛАРАЦИИ ПРОМЫШЛЕННОЙ БЕЗОПАСНОСТИ опасного производственного объекта ""Участок магистрального газопровода (отвод к г. Волжский) Городищенского ЛПУМГ"" Общества с ограниченной ответственностью ""Газпром трансгаз Волгоград"""
3445042160;"Участок магистрального газопровода (МГ САЦ-IV-I) Усть-Бузулукского ЛПУМГ"" Общества с ограниченной ответственностью ""Газпром трансгаз Волгоград";;;https://monitor-pb.ru/conclusion/34-%D0%94%D0%91-966777-2026;"ЛАРАЦИИ ПРОМЫШЛЕННОЙ БЕЗОПАСНОСТИ опасного производственного объекта ""Участок магистрального газопровода (МГ САЦ-IV-I) Усть-Бузулукского ЛПУМГ"" Общества с ограниченной ответственностью ""Газпром трансгаз Волгоград"""
3445042160;"Площадка компрессорной станции Фроловского ЛПУМГ"" Общества с ограниченной ответственностью ""Газпром трансгаз Волгоград";;;https://monitor-pb.ru/conclusion/34-%D0%94%D0%91-966779-2026;"ЛАРАЦИИ ПРОМЫШЛЕННОЙ БЕЗОПАСНОСТИ опасного производственного объекта ""Площадка компрессорной станции Фроловского ЛПУМГ"" Общества с ограниченной ответственностью ""Газпром трансгаз Волгоград"""
3445042160;"Станция газораспределительная Калачеевского ЛПУМГ"" Общества с ограниченной ответственностью ""Газпром трансгаз Волгоград";;;https://monitor-pb.ru/conclusion/34-%D0%94%D0%91-966784-2026;"ЛАРАЦИИ ПРОМЫШЛЕННОЙ БЕЗОПАСНОСТИ опасного производственного объекта ""Станция газораспределительная Калачеевского ЛПУМГ"" Общества с ограниченной ответственностью ""Газпром трансгаз Волгоград"""
3445042160;"Участок магистрального газопровода (МГ САЦ-IV-II) Усть-Бузулукского ЛПУМГ"" Общества с ограниченной ответственностью ""Газпром трансгаз Волгоград";;;https://monitor-pb.ru/conclusion/34-%D0%94%D0%91-966788-2026;"ЛАРАЦИИ ПРОМЫШЛЕННОЙ БЕЗОПАСНОСТИ опасного производственного объекта ""Участок магистрального газопровода (МГ САЦ-IV-II) Усть-Бузулукского ЛПУМГ"" Общества с ограниченной ответственностью ""Газпром трансгаз Волгоград"""
3445042160;Станция газораспределительная АГРС 1/3 с.Кайсацкое, инв. № 017645;;;https://monitor-pb.ru/conclusion/34-%D0%97%D0%A1-966678-2026;Станция газораспределительная АГРС 1/3 с.Кайсацкое, инв. № 017645
3445042160;Площадка компрессорной станции Писаревского ЛПУМГ;II;;https://monitor-pb.ru/conclusion/39-%D0%A2%D0%A3-03943-2022;Площадка компрессорной станции Писаревского ЛПУМГ Рег № ОПО А39-00052-0574 | техническое устройство: Кран шаровой (DN300, PN8,0), зав. № 46
2517001325;"Рудник ""Восточный""";II;;https://monitor-pb.ru/conclusion/25-%D0%A2%D0%A3-566300-2025;"шахтный К14,зав.№ 3 применяемой на опасном производственном объекте: Рудник ""Восточный"" рег. № А74-00020-0001, II класс опасности, Акционерное общество ""Приморский Горно-обогати"
2517001325;"шахтная подъемная машина 2Ц-6x2,8, зав. № 1790, рудник ""Восточный""";;;https://monitor-pb.ru/conclusion/74-%D0%A2%D0%A3-00906-2022;"шахтная подъемная машина 2Ц-6x2,8, зав. № 1790, рудник ""Восточный"""
0541030620;Площадка воздухоразделительной установки;;;https://monitor-pb.ru/conclusion/32-%D0%A2%D0%A3-04415-2025;Площадка воздухоразделительной установки | Воздушный ресивер типа «В-900», V = 0,9 м3
0541030620;Сеть газопотребления;;;https://monitor-pb.ru/conclusion/32-%D0%A2%D0%A3-04431-2025;Сеть газопотребления | Горелка комбинированная GL7/1-D, производства Weishaupt GmbH (Германия)
1660183627;"Сеть газопотребления филиала ООО ""Азбука сыра"" ""Мамадышский завод"" А43-06675-0016";III;;https://monitor-pb.ru/conclusion/16-%D0%97%D0%A1-630069-2026;"Н=31,815м, Ду=1000 мм котельной на опасном производственном объекте ""Сеть газопотребления филиала ООО ""Азбука сыра"" ""Мамадышский завод"" А43-06675-0016, (III класс опасности), дата рег. 17.12.2013 г., ООО ""Азбука сыра"", РТ, г. Мамадыш, ул. Д"
1660183627;Сеть газопотребления филиала ООО «Азбука сыра» - «Мамадышский завод» рег. номер А43-06675-0016;III;;https://monitor-pb.ru/conclusion/43-%D0%97%D0%A1-09741-2021;Здание котельной на опасном производственном объекте «Сеть газопотребления филиала ООО «Азбука сыра» - «Мамадышский завод» рег. номер А43-06675-0016, (III класс опасности), дата рег. 17.12.2013г., ООО «Азбука сыра» «Мамадышский завод»
1660183627;Аммиачно-холодильная установка филиала ООО «Азбука сыра» - «Мамадышский завод» рег. номер А43-06675-0015;III;;https://monitor-pb.ru/conclusion/43-%D0%97%D0%A1-09742-2021;Здание компрессорной на опасном производственном объекте «Аммиачно-холодильная установка филиала ООО «Азбука сыра» - «Мамадышский завод» рег. номер А43-06675-0015, (III класс опасности), дата рег. 17.12.2013 г., ООО «Азбука сыра» - «Мамадышский завод»
1660183627;Сеть газопотребле-ния Мамадышского сыродельно-маслодельного комбината». Адрес: 422190, РТ, Мама-дышский район, г. Мамадыш, ул. Давыдова, 155. Назначение – экономайзер используется для предварительного подогрева питательн;;;https://monitor-pb.ru/conclusion/43-%D0%A2%D0%A3-13074-2017;Мамадыш Экономайзер применяется на опасном производственном объекте «Сеть газопотребле-ния Мамадышского сыродельно-маслодельного комбината». Адрес: 422190, РТ, Мама-дышский район, г. Мамадыш, ул. Давыдова, 155. Назначение – экономайзер используется для предварительного подогрева питательной воды перед её поступлением в котёл.
4345000295;Аммиачно-холодильная установка;III;;https://monitor-pb.ru/conclusion/43-%D0%A2%D0%A3-758371-2026;"ническое устройство, применяемое на опасном производственном объекте ""Аммиачно-холодильная установка"" (рег. № А47-10162-0001 от 02.08.2011 г. - III класс) - конденсатор АК80-7-2.010 зав. № 1"
4345000295;Сеть газопотребления ЗАО «КМК» г. Киров» в части установки устройства ограничения расхода газа (УОРГ) на газопроводе с ГРУ (ИН 00938);III;;https://monitor-pb.ru/conclusion/47-%D0%A2%D0%9F-30128-2020;техническое перевооружение опасного производственного объекта «Сеть газопотребления ЗАО «КМК» г. Киров» в части установки устройства ограничения расхода газа (УОРГ) на газопроводе с ГРУ (ИН 00938) по адресу: г. Киров, ул. Воровского, 105
4345000295;аммиачно-холодильной установки;;;https://monitor-pb.ru/conclusion/45-%D0%A2%D0%9F-06600-2022;«Техническое перевооружение опасного производственного объекта аммиачно-холодильной установки, расположенной по адресу: Кировская область, г. Киров, ул. Воровского, д.105», шифр: 02п-
4345000295;Участок воздушно-компрессорной установки г. Зуевка;IV;;https://monitor-pb.ru/conclusion/47-%D0%94%D0%9B-34726-2018;"документации на ликвидацию опасного производственного объекта ""Участок воздушно-компрессорной установки г. Зуевка (рег. А47-10162-0016 - IV класс опасности) ЗАО ""Кировский молочный комбинат"" (шифр 18-31/"
4345000295;"Сеть газопотребления ЗАО ""КМК"" г. Зуевка";;;https://monitor-pb.ru/conclusion/47-%D0%97%D0%A1-60793-2022;"Сеть газопотребления ЗАО ""КМК"" г. Зуевка Рег № ОПО А47-10162-0009 | наружный газопровод среднего давления котельной ЗАО «КМК» по а"
5902201970;Фонд скважин Ярино-Каменноложского нефтяного месторождения ЦДНГ-4;III;;https://monitor-pb.ru/conclusion/48-%D0%A2%D0%A3-26658-2025;Фонд скважин Ярино-Каменноложского нефтяного месторождения ЦДНГ-4 Рег № ОПО А48-10051-0091 | Заключение экспертизы промышленной безопасности № ППСК-119-25
5902201970;Фонд скважин Уньвинского нефтяного месторождения ЦДНГ-11;III;;https://monitor-pb.ru/conclusion/48-%D0%A2%D0%A3-26707-2025;Фонд скважин Уньвинского нефтяного месторождения ЦДНГ-11 Рег № ОПО А48-10051-0078 | Заключение экспертизы промышленной безопасности № ППСК-432-25
5902201970;Фонд скважин Осинского нефтяного месторождения ЦДНГ-5;;;https://monitor-pb.ru/conclusion/48-%D0%A2%D0%A3-26735-2025;Фонд скважин Осинского нефтяного месторождения ЦДНГ-5 | Станок-качалка СКД8, заводской № 1375, ЦДНГ-5, Осинское месторождение, скважина № 2121
5902201970;"Участок предварительной подготовки нефти УППН ""Павловка""";;;https://monitor-pb.ru/conclusion/48-%D0%A2%D0%A3-26785-2025;"Участок предварительной подготовки нефти УППН ""Павловка"" | Заключение экспертизы промышленной безопасности Рег. № ПУ - 213.25 на техническое устро"
5902201970;Система промысловых трубопроводов Дороховского нефтяного месторождения;;;https://monitor-pb.ru/conclusion/48-%D0%97%D0%A1-31583-2023;Система промысловых трубопроводов Дороховского нефтяного месторождения | промысловый трубопровод «Скв.65 - ГЗУ-01424-С» рег.№ 19785
2607018122;Площадка главного корпуса Новочеркасской ГРЭС;III;;https://monitor-pb.ru/conclusion/29-%D0%97%D0%A1-10428-2022;нв. № 2205_16504), расположенная на опасном производственном объекте «Площадка главного корпуса Новочеркасской ГРЭС» рег. № А35-03650-0043 от 16.03.2012, III класс опасности, по адресу: 346448, Российская
2607018122;Площадка подсобного хозяйства Новочеркасской ГРЭС;III;;https://monitor-pb.ru/conclusion/29-%D0%97%D0%A1-10425-2022;акада склада труб, расположенная на опасном производственном объекте «Площадка подсобного хозяйства Новочеркасской ГРЭС» рег. № А35-03650-0045 от 16.03.2012, III класс опасности, по адресу: 346448, Российская
2607018122;Площадка подсобного хозяйства Псковской ГРЭС» ПАО «ОГК-2», Псковская область, р.п. Дедовичи;;;https://monitor-pb.ru/conclusion/56-%D0%A2%D0%A3-09341-2022;34), применяемый при эксплуатации опасного производственного объекта «Площадка подсобного хозяйства Псковской ГРЭС» ПАО «ОГК-2», Псковская область, р.п. Дедовичи
2607018122;Площадка главного корпуса Псковской ГРЭС» ПАО «ОГК-2», Псковская область, р.п. Дедовичи;III;;https://monitor-pb.ru/conclusion/56-%D0%A2%D0%A3-09373-2022;36), применяемый при эксплуатации опасного производственного объекта «Площадка главного корпуса Псковской ГРЭС» ПАО «ОГК-2», Псковская область, р.п. Дедовичи
2607018122;Площадка главного корпуса Сургутской ГРЭС-1;;;https://monitor-pb.ru/conclusion/58-%D0%A2%D0%A3-53332-2017;"энергоблока №2, эксплуатируемый на опасном производственном объекте ""Площадка главного корпуса Сургутской ГРЭС-1"" рег.№А35-03650-0011, филиала ПАО ""ОГК-2""-Сургутская ГРЭС-1"
2607018122;Сеть газопотребления Рязанской ГРЭС;II;;https://monitor-pb.ru/conclusion/03-%D0%97%D0%A1-13641-2017;сооружения, применяемого на опасном производственном объекте «Сеть газопотребления Рязанской ГРЭС» (Свидетельство о регистрации А35-03650 от 07.04.2017 г., рег.№А35-03650-0041 от 16.03.20
2607018122;Сеть газопотребления Сургутской ГРЭС-1;;;https://monitor-pb.ru/conclusion/58-%D0%97%D0%A1-23309-2022;Сеть газопотребления Сургутской ГРЭС-1 Рег № ОПО А35-03650-0014 | газопровод котла №10, с установленным газовым оборудованием, п
0275074279;Цех литейный производства расплавов черных и цветных металлов АО «УАПО»;III;;https://monitor-pb.ru/conclusion/41-%D0%A2%D0%9F-97572-2023;ции на техническое перевооружение опасного производственного объекта «Цех литейный производства расплавов черных и цветных металлов АО «УАПО», регистрационный номер А41-01721-0002, III класс опасности «Техническое перевооружение ОП
0275074279;Сеть газопотребления промышленной площадки № 1 АО «УАПО» Проектирование узла врезки в существующий надземный газопровод. Ликвидация участка сети газопотребления» № 269-2023;;;https://monitor-pb.ru/conclusion/41-%D0%A2%D0%9F-21727-2023;«Техническое перевооружение опасного производственного объекта «Сеть газопотребления промышленной площадки № 1 АО «УАПО» Проектирование узла врезки в существующий надземный газопровод. Ликвидация участка сети газопотребления» № 269-2023
0275074279;Сеть газопотребления промышленной площадки № 1 АО «УАПО» Переключение новой котельной агрегатного завода;;;https://monitor-pb.ru/conclusion/41-%D0%A2%D0%9F-37951-2021;Сеть газопотребления промышленной площадки № 1 АО «УАПО» Переключение новой котельной агрегатного завода по адресу: г. Уфа, ул. Аксакова,97(земельный участок с кадастровым номером 02:55:010218:2
0275074279;Сеть газопотребления СП «Авангард» АО «УАПО»;;;https://monitor-pb.ru/conclusion/41-%D0%A2%D0%9F-57242-2020;ия по техническому перевооружению опасного производственного объекта «Сеть газопотребления СП «Авангард» АО «УАПО», расположенного по адресу: РБ, г. Уфа, ул. Элеваторная, 12, к. 1» Коммерческий узел учета
0275074279;Сеть газопотребления промышленной площадки №2 АО «УАПО». Узел учета природного газа в цехе по изготовлению свечей и керамики ЛКП;;;https://monitor-pb.ru/conclusion/41-%D0%A2%D0%9F-57248-2020;ия по техническому перевооружению опасного производственного объекта «Сеть газопотребления промышленной площадки №2 АО «УАПО». Узел учета природного газа в цехе по изготовлению свечей и керамики ЛКП по адресу: г. Уфа, ул. Центральная, 80». (Шифр 301.02.00/301.02.00/01)
0275074279;Сеть газопотребления транспортного участка ССиТЛ АО «УАПО»;;;https://monitor-pb.ru/conclusion/41-%D0%94%D0%9A-61717-2019;«Консервация опасного производственного объекта «Сеть газопотребления транспортного участка ССиТЛ АО «УАПО»
0275074279;Сеть газопотребления «Завода по производству комплектующих к электромашинам» АО «УАПО»;;;https://monitor-pb.ru/conclusion/41-%D0%94%D0%9A-61747-2019;«Консервация опасного производственного объекта «Сеть газопотребления «Завода по производству комплектующих к электромашинам» АО «УАПО»
0275074279;Площадка воздухосборников №1 АО «УАПО»;;;https://monitor-pb.ru/conclusion/41-%D0%A2%D0%9F-56101-2019;«Техническое перевооружение опасного производственного объекта «Площадка воздухосборников №1 АО «УАПО»
7701288541;Рудник с подземным способом разработки (Таштагольская шахта) АО «ЕВРАЗ Объединенный Западно-Сибирский металлургический комбинат»;I;;https://monitor-pb.ru/conclusion/68-%D0%A2%D0%A3-62537-2023;БШ 207 зав. № 1411, применяемое на опасном производственном объекте – Рудник с подземным способом разработки (Таштагольская шахта) АО «ЕВРАЗ Объединенный Западно-Сибирский металлургический комбинат» (рег. номер А68-00341-0064, I класса опасности)
7701288541;шахты Казской Горно-Шорского филиала АО «Евразруда»;;;https://monitor-pb.ru/conclusion/68-%D0%A2%D0%A3-10618-2017;ола «Вентиляционный», применяемый на опасном производственном объекте шахты Казской Горно-Шорского филиала АО «Евразруда»
7701288541;шахты Таштагольской Горно-Шорского филиала АО «Евразруда»;;;https://monitor-pb.ru/conclusion/68-%D0%A2%D0%A3-10622-2017;5000906 (зав. № 787), применяемые на опасном производственном объекте шахты Таштагольской Горно-Шорского филиала АО «Евразруда»
7701288541;шахты Шерегешской Горно-Шорского филиала АО «Евразруда»;;;https://monitor-pb.ru/conclusion/68-%D0%A2%D0%A3-10628-2017;5000617 (зав. № 87), применяемые на опасном производственном объекте шахты Шерегешской Горно-Шорского филиала АО «Евразруда»
