inn;predpriyatie
5003028155;"ООО &quot;ГАЗПРОМ ВНИИГАЗ&quot;"
3802008553;"АО &quot;ВЫСОЧАЙШИЙ&quot;"
3414504304;"ООО &quot;ЛУКОЙЛ-КГПЗ&quot;"
4632001366;"ОАО &quot;Курскхлеб&quot;"
2315072242;"АО &quot;ЧЕРНОМОРТРАНСНЕФТЬ&quot;"
4203000074;"ООО СП &quot;БАРЗАССКОЕ ТОВАРИЩЕСТВО&quot;"
3652001387;"АО МЭЗ &quot;ЛИСКИНСКИЙ&quot;"
7802831436;"ООО &quot;ХОППИ ЮНИОН&quot;"
3111505362;"АО &quot;ЛИВЕНСКИЙ КОМБИКОРМОВЫЙ ЗАВОД&quot;"
7705033216;"ОАО &quot;РОТ ФРОНТ&quot;"
7734353570;"ООО &quot;МФ&quot;"
5260123469;"ООО &quot;Завод синтанолов&quot;"
7718117872;"ПАО &quot;РУССКИЙ ПРОДУКТ&quot;"
5214009264;"ООО &quot;МК &quot;Володарский&quot;"
6900008846;"ООО &quot;Мелькомбинат&quot;"
7705014478;"ООО &quot;ПРОВИМИ&quot;"
7438015885;"АО &quot;МАКФА&quot;"
5038121282;"ООО &quot;ИТОГ&quot;"
3811185573;"ООО &quot;ИРКУТСКИЙ МАСЛОЖИРКОМБИНАТ&quot;"
6827016382;"ООО &quot;СКХ&quot; (ИНН 6827016382)"
6162015019;"АО &quot;АСТОН&quot;"
5501085734;"ООО &quot;ПОЛИОМ&quot;"
5404037541;"ООО  &quot;ГОФ Анжерская&quot;"
2801147023;"ООО &quot;Маломырский рудник&quot;"
4630001280;"АО &quot;ККХП&quot;"
4218014305;"АО &quot;ОФ &quot;АНТОНОВСКАЯ&quot;"
3128033189;"ЗАО &quot;Комбинат хлебопродуктов Старооскольский&quot;"
4011033206;"ООО &quot;МИРФУДС&quot;"
5403100293;"МОАО &quot;Авангард&quot;"
8610012450;"ООО &quot;Няганьгазпереработка&quot;"
7813012206;"АО &quot;НПФ &quot;НЕВИНТЕРМАШ&quot;"
4214018690;"АО &quot;ОФ &quot;РАСПАДСКАЯ&quot;"
5402194877;"ООО &quot;Сибирский Гурман - Новосибирск&quot;"
7017103818;"ООО &quot;НОРД ИМПЕРИАЛ&quot;"
5906034209;"ООО &quot;МГМ&quot; (ИНН 5906034209)"
8602108609;"ООО &quot;СТРИН&quot;"
2801224951;"ООО &quot;ДВМ БЛАГОВЕЩЕНСК&quot;"
3232035432;"АО &quot;УК &quot;БМЗ&quot;"
4501150332;"ООО &quot;Криоген-Курган&quot;"
8602238132;"ООО &quot;Югра-ПГС&quot;"
8603012258;"БУ &quot;Нижневартовская окружная больница №2&quot;"
8607004145;"ООО &quot;ЛАНГЕПАССКО-ПОКАЧЁВСКОЕ НПО-СЕРВИС&quot;"
8706004386;"ООО &quot;ЗК &quot;МАЙСКОЕ&quot;"
6724006618;"ООО &quot;Оксиген&quot; (ИНН 6724006618)"
490907874305;Индивидуальный предприниматель Егоров Евгений Анатольевич
4212002310;"ООО &quot;Сиб-Дамель&quot;"
3801110547;"ООО &quot;ТСП&quot; (ИНН 3801110547)"
7728816598;"ОАО &quot;НИИ &quot;Полюс&quot; им. М.Ф.Стельмаха&quot;"
7404072081;"ООО &quot;ЗМЗ&quot; (ИНН 7404072081)"
7203305314;"ООО &quot;ИП&quot;"
3623004866;"АО &quot;КМЗ&quot; (ИНН 3623004866)"
7709105630;"АО &quot;ГАЗЭНЕРГОСЕРВИС&quot;"
2315007476;"АО &quot;НСРЗ&quot;"
7735096460;"НПК &quot;Технологический центр&quot;"
7105519283;"ООО &quot;ПромСорт-Тула&quot;"
4900001117;"ООО &quot;АСойл&quot;"
6164224554;"ЧУЗ &quot;КБ &quot;РЖД-МЕДИЦИНА&quot; Г. РОСТОВ-НА-ДОНУ&quot;"
2426005227;"ООО &quot;РСУ&quot; (ИНН 2426005227)"
1435033691;"ФБУ &quot;АДМИНИСТРАЦИЯ ЛЕНСКОГО БАССЕЙНА&quot;"
3016045958;ГБУЗ АО АМОКБ
6451118983;"АКЦИОНЕРНОЕ ОБЩЕСТВО НИИХИТ; НИИХИТ (АО); АО НИИХИТ."
6623105958;"ООО &quot;НСМЗ&quot;"
8603037975;"КУ Ханты-Мансийского автономного округа-Югры &quot;Нижневартовский противотуберкулезный ди"
6667003713;"ГБУЗ СО &quot;ГБ № 1 г. Нижний Тагил&quot;"
7802140774;"ООО &lt;&lt;ЭНЕРГЕТИК&gt;&gt;"
7105008070;"ОАО &quot;ПОЛЕМА&quot;"
2126001687;"ОАО &quot;ЧАЗ&quot;"
7724017435;"ОАО &quot;Царицыно&quot;"
2209002490;"АО &quot;РМК&quot; (ИНН 2209002490)"
3906134785;"ООО &quot;БЕНТЕК&quot;"
2618003921;"ЗАО &quot;Винсадское&quot;"
6454011734;"ООО &quot;Пивзавод- Марксовский&quot;"
7715034360;"АО &quot;ОМПК&quot;"
7734598490;"АО &quot;ВНИИНМ&quot;"
4702017820;"ЗАО &quot;Метахим&quot;"
3435900531;"ОАО &quot;Волтайр-Пром&quot;"
5904006044;"АО &quot;ПРОТОН-ПМ&quot;"
6340008625;"ООО &quot;ОТРАДНОЕ&quot;"
8904095434;"ООО &quot;АЧИМГАЗ&quot;"
4205243192;"АО &quot;КЕМЕРОВСКАЯ ГЕНЕРАЦИЯ&quot;"
4707019370;"ООО &quot;ПОЛИПЛАСТ СЕВЕРО-ЗАПАД&quot;"
1511027389;"ООО &quot;ИСТОК ЗШВ&quot;"
4212426895;"ОАО &quot;Полифлок&quot;"
7706757331;"АО &quot;РИР&quot;"
4108003188;"АО &quot;РКЗ &quot;Командор&quot;"
6501096209;"ООО &quot;Кооптрейд&quot;"
6501037203;"АО &quot;ПЕТРОСАХ&quot;"
9201014419;"ООО &quot;Холод-Юг&quot;"
9111002828;"АО &quot;АЕГАЗ-Терминал&quot;"
9105013451;"ООО &quot;МЯСОКОМБИНАТ &quot;ДРУЖБА НАРОДОВ&quot;"
5258068806;"ООО &quot;СВИТ ЛАЙФ ФУДСЕРВИС&quot;"
7203162698;"ПАО &quot;ФОРВАРД ЭНЕРГО&quot;"
7816043890;"АО &quot;БТК ГРУПП&quot;"
7717596862;"АО &quot;ВНИИЖТ&quot;"
1650032058;"ПАО &quot;КАМАЗ&quot;"
6234098539;"АО &quot;ГРПЗ&quot;"
6221000024;"АО &quot;Старожиловский молочный комбинат&quot;"
3661020890;"АО &quot;ВЗПП - Микрон&quot;"
3619006116;"ЗАО &quot;Острогожсксадпитомник&quot;"
1435148357;"АО ФАПК &quot;Якутия&quot;"
3665018405;"ВООИ &quot;Синтез&quot;"
3618003426;"ЗАО &quot;АВС ФАРБЕН&quot;"
4811005751;"ООО &quot;Лебедяньмолоко&quot;"
3703000592;"ЗАО &quot;Электроконтакт&quot;"
7805187530;"ООО &quot;КЗ &quot;ВОЗРОЖДЕНИЕ- 2&quot;"
7801463902;"ООО &quot;АВТОЗАВОД АГР&quot;"
4708006455;"ООО &quot;Леда&quot;"
7734710550;"ООО &quot;РК-ГРАНД&quot;"
2901008591;"ОАО &quot;Мясомолторг&quot;"
3525392360;"ООО &quot;ВОХТОГАЛЕСДРЕВ&quot;"
2334013965;"ООО &quot;КАНЕВСКОЙ ЗГА&quot;"
3444196640;"ООО &quot;Метизный завод&quot;"
3436003566;"ОАО &quot;Камышинпищепром&quot;"
3418009283;"АО &quot;Николаевский маслодельный комбинат&quot;"
5246022243;"ООО &quot;ТЭС&quot; (ИНН 5246022243)"
5261045319;"ООО &quot;Смайл Плюс&quot;"
5216000027;"ОАО &quot;Дивеевский мясокомбинат&quot;"
0219005747;"ООО &quot;Завод минеральных вод &quot;Красноусольский&quot;&quot;"
0264005146;"АО &quot;ИСКОЖ&quot; (ИНН 0264005146)"
0268041233;"ООО &quot;ПРОМХИМСЕРВИС&quot;"
0266002239;"ООО &quot;БИТУМ&quot;"
0273059814;"ОАО ТПФ  &quot;Башкирский хладокомбинат&quot;"
1324015626;"АО &quot;Рузхиммаш&quot;"
5904119383;"ОАО &quot;ТГК-9&quot;"
7718888882;"ООО &quot;МЕТАДИНЕА&quot;"
6440021299;"ООО &quot;Балтекс&quot;"
6381020501;"ООО &quot;МП &quot;РУСАГРО&quot;"
6454006251;"АО &quot;НЕФТЬ&quot;"
6671156423;"ПАО &quot;ЭЛ5-ЭНЕРГО&quot;"
6659006823;"ОАО &quot;Хладокомбинат &quot;НОРД&quot;"
6659059688;"ООО &quot;Хладокомбинат №3&quot;"
6629026967;"ООО &quot;ТЛЦ&quot; (ИНН 6629026967)"
6621014303;"ООО &quot;Агрофирма&quot;Северная&quot;"
7451101283;"ЗАО &quot;ЧСДМ&quot;"
7404049484;"ООО &quot;КОНКУР&quot;"
8602060185;"АО &quot;РОССЕТИ ТЮМЕНЬ&quot;"
7024029499;"АО &quot;СХК&quot;"
5410154243;"ООО &quot;СибМос&quot;"
3812011717;ИГХ СОРАН
2726000036;"АО &quot;ДАКГОМЗ&quot;"
2723188252;"ООО &quot;Амурсталь&quot;"
2510012328;"ОАО &quot;32 РЗ СОП&quot;"
4102007860;"ЗАО &quot; Судоремсервис&quot;"
4105015273;"ЗАО &quot;Малкинское&quot;"
4100006691;"ООО &quot;Камчаттралфлот&quot;"
6515003317;"ООО &quot;Алаид&quot;"
4108006887;"ООО &quot;РА &quot;Народы Севера&quot;&quot;"
4109002317;"ООО &quot;Соболь&quot;"
9105002604;"ООО &quot;НОВАТОР&quot;"
9105000910;"АО &quot;КФК&quot; (ИНН 9105000910)"
1631004224;"ООО &quot;Слобода&quot;"
2457030142;"КГБУЗ &quot;Норильская МБ №1&quot;"
6732154666;"ООО &quot;СМОЛЕНСКИЙ КХП&quot;"
7729328949;"АО &quot;ЭКОС-1&quot;"
5032012696;"ОАО &quot;ГОЗСА&quot;"
5018034218;ФГУП ЦНИИмаш
1655063821;"ООО &quot;Ново-Рязанская ТЭЦ&quot;"
7118506482;"ООО &quot;Щекинская ГРЭС&quot;"
3663060507;"ООО &quot;Холодильник №4&quot;"
4821023005;"ООО &quot;Дж.Т.И. Елец&quot;"
6825005970;"ООО &quot;Котовская ТЭЦ&quot;"
6829000074;"ПАО &quot;Пигмент&quot;"
3706008060;"ОАО ХБК &quot;Шуйские ситцы&quot;"
4703015840;"АО &quot;АСТОР&quot;"
1001266608;"ООО ПК &quot;Заготпром&quot;"
5105093964;"ООО &quot;РК &quot;Полярное море+&quot;"
2900000543;"АО &quot;АРХАНГЕЛЬСКОБЛГАЗ&quot;"
2349013527;"АО &quot;МСЗ &quot;СЛАВЯНСКИЙ&quot;"
2627020602;"ООО &quot;ВИТА 1&quot;"
0548004033;"ООО &quot;Меридиан&quot; (ИНН 0548004033)"
1500013137;"ООО &quot;РСО ИРС&quot;"
3435051260;"ООО &quot;ВАЛКОМ-ПМ&quot;"
3448003994;"ЗАО &quot;СИЛД ЭЙР КАУСТИК&quot;"
7327062008;"ООО &quot;УАЗ-АВТОКОМПОНЕНТ&quot;"
5260429513;"ООО &quot;НОРКЕМ-ПЭ&quot;"
0277032860;"ЗАО &quot;Общепит&quot;"
0277011683;ИНК РАН
0274904600;"ООО &quot;БизнесТрейд&quot;"
1651057954;"ООО &quot;НИЖНЕКАМСКАЯ ТЭЦ&quot;"
1681000049;"АО &quot;Татспиртпром&quot;"
4305071483;"АО &quot;КИРСКАБЕЛЬ&quot;"
1325013893;"ПАО &quot;Электровыпрямитель&quot;"
4345024458;"АО &quot;КЗПЦ&quot;"
4347004464;"ЗАО АП &quot;Красногорский&quot;"
4335003868;"ООО &quot;ГАЛАКТИКА ВЯТКА&quot;"
5903101591;"ООО &quot;ПБЗ&quot;"
5906064860;"ООО &quot;ПЭРК&quot;"
5908025665;"ООО &quot;ПХК&quot;"
5919015877;"АО&quot;СОЛИКАМСКИЙ ЗАВОД &quot;УРАЛ&quot;"
5612042831;"ОАО &quot;Оренбургская ТГК&quot;"
5836602198;"ООО &quot;САМКО&quot;"
7302020790;"ООО &quot;Элад&quot;"
6310000160;"АО &quot;СМЗ&quot; (ИНН 6310000160)"
6318100431;"ОАО &quot;СПЗ&quot; (ИНН 6318100431)"
6325027768;"ООО &quot;СЭД - СЫЗРАНЬ&quot;"
6603025045;"ОАО &quot;Птицефабрика &quot;Рефтинская&quot;"
7452027843;"ООО &quot;ЧТЗ - УРАЛТРАК&quot;"
8602017415;"ГП ХМАО&quot;Северавтодор&quot;"
8904047896;"АО &quot;Ачимгаз&quot;"
4222010511;"ПАО &quot;ЮК ГРЭС&quot;"
4205243185;"АО &quot;НОВО-КЕМЕРОВСКАЯ ТЭЦ&quot;"
4202000554;"ОАО &quot;Беловский энергоремзавод&quot;"
4205051780;"ООО &quot;Авексима Сибирь&quot;"
1420041925;"АО ГРК &quot;Западная&quot;"
2508098600;"АО &quot;ЮЖМОРРЫБФЛОТ&quot; (ИНН 2508098600)"
4108004463;"ООО Рыбокомбинат &quot;Западный&quot;&quot;"
6515001310;"ЗАО &quot;Курильский рассвет&quot;"
4108002201;"ООО НИО &quot;Алык&quot;"
8201002147;"СПК &quot;РА&quot;ПЕНЖИНСКАЯ&quot;&quot;"
4107002495;"ООО &quot;Колпаковский рыбокомбинат&quot;"
4101016808;РК им. В.И.Ленина
4108003340;"ООО РК &quot;БРИГ&quot;"
7705034202;"ООО &quot;ПЕПСИКО ХОЛДИНГС&quot;"
7704871335;"ООО &quot;СЗ &quot;ЗАЛИВ&quot;"
9105005771;"АО &quot;ДРУЖБА НАРОДОВ НОВА&quot;"
9103002616;"ГУП РК &quot;ПАО &quot;МАССАНДРА&quot;"
9110089008;"ПАО &quot;ЕВПАТОРИЙСКИЙ РЫБЗАВОД&quot;"
9102015732;"ООО&quot;Фирма &quot;Квазар&quot;"
5321030165;"ОАО &quot;Дека&quot;"
6453110490;"АО &quot;Жировой комбинат&quot;"
5036040729;"ПАО &quot;ЗиО-Подольск&quot;"
7710346408;"ООО &quot;Баутекс&quot;"
6455053670;"АО &quot;САЗ&quot;"
7734111035;"НИЦ &quot;Курчатовский институт&quot;"
5036041095;"ЗАО &quot;Подольскхолод&quot;"
7714733528;"АО&quot;РСК &quot;МиГ&quot;"
5036002480;"ОАО &quot;НП &quot;Подольсккабель&quot;"
6206000492;"ОАО &quot;Кораблинский молочный завод&quot;"
6229059220;"АО &quot;360 АРЗ&quot;"
6229005352;ЗАО РЗСИ
3122000035;"ЗАО &quot;АМКК&quot;"
3207011981;"ООО&quot;БМПК&quot;"
3665003007;"АО &quot;Завод ЖБИ № 2&quot;"
3662095433;"ЗАО &quot;Холод&quot; (ИНН 3662095433)"
6832001857;"ОАО &quot;НИИХИМПОЛИМЕР&quot;"
3304001065;"ОАО &quot;СЗД&quot;"
3328425899;"ООО  &quot;ТЕХСЕРВИС&quot;"
3703016440;"ООО &quot;ДХЗ - ПРОИЗВОДСТВО&quot;"
3710006316;"ЗАО &quot;Синтема&quot;"
7804016691;"ОАО &quot; ПЕТРОХОЛОД&quot;"
7813346618;"АО &quot;ЗАВОД ИМ. А.А.КУЛАКОВА&quot;"
0268061504;"ООО НПО &quot;СТАНКОСТРОЕНИЕ&quot;"
5322007828;"ООО &quot;СМД&quot;"
7606053324;"ПАО &quot;ТГК-2&quot;"
1001098784;"ЗАО &quot;Холод Славмо&quot;"
1001146950;"ООО &quot;Мегахолод&quot;"
2521002240;"ФК &quot;Чайка&quot; Росрезерва"
2903000446;"АО &quot;АРХАНГЕЛЬСКИЙ ЦБК&quot;, АЦБК"
3528090760;"ОАО &quot;СЕВЕРСТАЛЬ-МЕТИЗ&quot;"
0105011063;"ЗАО &quot;Майкопский птицекомбинат&quot;"
2320019558;"АО &quot;СОЧИНСКИЙ МЯСОКОМБИНАТ&quot;"
2352038786;"ООО &quot;ЮГНЕФТЕХИМТРАНЗИТ&quot;"
0529000033;"ОАО &quot;Завод минеральных вод &quot;Рычал-Су&quot;&quot;"
0560036585;"ООО &quot;Касп Ойл&quot;"
2632099051;"ООО &quot;ПМК&quot; (ИНН 2632099051)"
7734408893;"ООО &quot;Архыз Оригинал&quot;"
1513030980;"АО &quot;Разряд&quot;"
3459060271;"ООО &quot;Держава&quot;"
5256049340;"ООО &quot;ЗАВОДСКИЕ СЕТИ&quot;"
5260114810;"ООО &quot;Битумное производство&quot;"
5257086827;"ОАО &quot;Нижегородский водоканал&quot;"
5248031980;"ЗАО &quot;ЗЗГТ&quot;"
7728549952;"ООО &quot;КВАРЦ Групп&quot;"
0238002170;"АО &quot;Миякимолзавод&quot;"
0278939234;"ООО &quot;Уральский лес&quot;"
1604010028;"ООО &quot;Молочный завод Касымовский&quot;"
1642005075;"ЗАО &quot;ТГК Уруссинская ГРЭС&quot;"
1644040195;"ООО &quot;ТАТНЕФТЬ-АЗС ЦЕНТР&quot;"
4343001409;"АО &quot;СЛОБОДСКОЙ МЯСОКОМБИНАТ&quot;"
7701791321;"ООО &quot;СК &quot;РУСВЬЕТПЕТРО&quot;"
7730259560;"АО &quot;ДИМ&quot;"
5903003876;"ОАО &quot;Пермский мясокомбинат&quot;"
6312109614;"ООО &quot;АРГУС&quot; (ИНН 6312109614)"
6623024667;"ООО &quot;УХП-АМДОР&quot;"
7446047168;"ООО &quot;МагХолод&quot;"
7727004530;"АО &quot;РОСПАН ИНТЕРНЕШНЛ&quot;"
8610011223;"ООО &quot;КНПЗ&quot;"
5523005612;"ООО &quot;Мясокомбинат Западный&quot;"
2235002112;"ОАО &quot;Благовещенский КМП&quot;"
2282000955;"ОАО &quot;Тюменцевский маслосырзавод&quot;"
2208019396;"ООО &quot;Алтайкирпич&quot;"
2203002039;"АО санаторий &quot;Алтай&quot;"
3802005915;"ООО &quot;ЛенРЭМ&quot;"
0309011992;"ООО &quot;ТИМЛЮЙЦЕМЕНТ&quot;"
4209023208;"ФК &quot;Малахит&quot; Росрезерва"
7536080716;"АО &quot;810 АРЗ&quot;"
7534018889;"ПАО &quot;ТГК-14&quot;"
2709009455;"ООО &quot;Рефсервис Ванино&quot;"
4101172645;"ООО &quot;Олимп&quot; (ИНН 4101172645)"
4101126695;"ОАО &quot;Молокозавод &quot;Петропавловский&quot;&quot;"
4109003920;"АО &quot;ЭНЕРГИЯ&quot; (ИНН 4109003920)"
4105030680;"ООО &quot;Юсас-Строй&quot;"
4108003491;"ООО  &quot;Октябрьский рыбокомбинат&quot;"
6500000024;"ПАО &quot;Сахалинэнерго&quot;"
6503010775;"ООО &quot;Меридиан&quot; (ИНН 6503010775)"
9111000771;"ООО &quot;КЕРЧЬХОЛОД&quot;"
9108114754;"ООО &quot;ИМА-ГРУПП&quot;"
1655106585;"ООО &quot;ИНЖЕНЕРНЫЙ ЦЕНТР ПО ЭКСПЕРТИЗЕ И ДИАГНОСТИКЕ&quot;"
1660275719;ООО  «ПО «Вамин Татарстан»
5020062220;"ООО &quot;каскад&quot;"
5050029646;"АО &quot;Щелково Агрохим&quot;"
5042006211;"ФКП &quot;НИЦ РКП&quot;"
5075002332;"ЗАО  ТМПСО &quot;Рузский дом&quot;"
5030004410;"ОАО &quot;Наро-Фоминский хладокомбинат&quot;"
6228013752;"ОАО &quot;РЯЗАНСКИЙ ХЛАДОКОМБИНАТ&quot;"
6227007562;"ЗАО &quot;Промкатализ&quot;"
6228034255;"ОАО &quot;Завод точного литья&quot;"
6204009500;"ООО &quot;ККПК&quot;"
6228002327;"АО &quot;РПК &quot;Хмелёфф&quot;"
7725081786;"АО &quot;ВЕРОФАРМ&quot;"
3125008530;"АО &quot;Белгородский хладокомбинат&quot;"
3601009451;"ООО &quot;Люкс&quot; (ИНН 3601009451)"
7805005251;"ФГУП &quot;НИИСК&quot;"
3302017743;"Филиал ООО &quot;РАСКО&quot; &quot;Воронежский стеклотарный завод&quot;"
3627001190;"АО фирма &quot;Молоко&quot;"
3604004317;"ОАО &quot;БКМЗ&quot;"
6825000757;ФКП ТПЗ
3329010777;"ЗАО &quot;Блокформ&quot;"
7816424590;"ООО &quot;ТИККИВАЛА&quot;"
7802001308;"ОАО &quot;Светлана&quot;"
4710001969;"АО &quot;ЛУЖСКИЙ МОЛОЧНЫЙ КОМБИНАТ&quot;"
4714014006;"СМУП &quot;ТСП&quot;"
6025009824;"ОАО &quot;ВЕЛИКОЛУКСКИЙ МЯСОКОМБИНАТ&quot;"
5190146332;"АО &quot;ММРП&quot;"
3525130125;"ООО &quot;ВОЛОГОДСКОЕ МОРОЖЕНОЕ&quot;"
6147019153;"АО &quot;КАМЕНСКВОЛОКНО&quot;"
7830001405;"ОАО &quot;ПК &quot;Балтика&quot;"
2323018810;"АО &quot;КСП &quot;СВЕТЛОГОРСКОЕ&quot;"
2335013799;"ЗАО &quot;КМКК&quot;"
3435098928;"ООО &quot;ЛУКОЙЛ-ВОЛГОГРАДЭНЕРГО&quot;"
5256087440;"ЗАО &quot;ПК Автокомпонент&quot;"
5254001230;"ФГУП &quot;РФЯЦ - ВНИИЭФ&quot;"
1661028712;"АО &quot;КАПО-Композит&quot;"
1303066789;"ООО МПК &quot;Атяшевский&quot;"
1326028885;"ОАО &quot;МК &quot;Саранский&quot;&quot;"
4312128148;"ООО &quot;РМЗ КЧХК&quot;"
5948008585;"АО &quot;АГРОСИЛА ПТИЦЕФАБРИКА ПЕРМСКАЯ&quot;"
5610070992;"ЗАО &quot;ЮНИЧЕЛ-ОРЕНБУРГ&quot;"
6439087062;"АО &quot;Волгодизельмаш&quot;"
7308005501;"ООО &quot;МК ВИТА&quot;"
7327020270;"ООО &quot;Акцент-Плюс&quot;"
7302023991;"ООО &quot;Завод Трехсосенский&quot;"
6376001461;"АО ЗАВОД &quot;КОТТЕДЖ&quot;"
6832035768;"ООО ФИРМА &quot;КВАТ&quot;"
6330021480;"ООО &quot;Газсервис&quot; (ИНН 6330021480)"
6676000476;"ОАО &quot;Ирбитский молочный завод&quot;"
6646015316;"АО &quot;1015 ЗРВТИ&quot;"
6671461402;"ООО &quot;Машиностроительный завод им. В.В. Воровского&quot;"
4501008142;"АО &quot;КУРГАНМАШЗАВОД&quot;"
0560022871;"ООО &quot;ГАЗПРОМ ПРОЕКТИРОВАНИЕ&quot;"
8603166755;"ООО &quot;ЗАПСИБТРАНСГАЗ&quot;"
5437100446;"ОАО &quot;Татарский маслокомбинат&quot;"
7017239311;"ООО &quot;Промэксплуатация&quot;"
2261001027;"ОАО &quot;Черемновский сахарный завод&quot;"
2446000322;"АО &quot;Красноярская ГЭС&quot;"
4230033209;"ООО &quot;ЮТЭЦ&quot;"
2457081355;"АО &quot;НОРИЛЬСКТРАНСГАЗ&quot;"
2724153816;"ООО &quot;Хабаровский Хладокомбинат&quot;"
2703080652;"ООО &quot;Комсомольский хладокомбинат&quot;"
4101134720;"ООО &quot;Хладокомбинат&quot; (ИНН 4101134720)"
8203010961;"ООО &quot;Колхоз Ударник&quot;"
4100013811;ООО Петропавловск-Камчатский РКЗ
8203002583;"ООО &quot; Северо-Восточная компания&quot;"
9102002878;"ГУП РК &quot;Крымэнерго&quot;"
9111022140;"АО &quot;СУДОСТРОИТЕЛЬНЫЙ ЗАВОД ИМЕНИ Б.Е. БУТОМЫ&quot;"
7113021283;"ООО &quot;Кубаньмасло-ЕМЗ&quot;"
6027201971;"ГБУЗ ПО  &quot;Псковская областная инфекционная клиническая больница&quot;"
6909006018;"АО &quot;ЗМВ &quot;Вереск&quot;"
5604033209;"ООО &quot;ГЗОЦМ &quot;ГАЙСКАЯ МЕДЬ&quot;"
7017373959;"АО &quot;ТОМСКАЯ ГЕНЕРАЦИЯ&quot;"
1660198648;"ООО &quot;Азнакай сэте&quot;"
7719409437;"АО &quot;НПЦГ &quot;Салют&quot;"
7116503711;«ПРОФФЛЕКС»
5011023633;"ООО &quot;Лантманнен Юнибэйк&quot;"
7705008315;"ОАО &quot;Строительно-промышленная компания Мосэнергострой&quot; Дзержинский ПСФ"
6218000440;"ОАО &quot;Молоко&quot; (ИНН 6218000440)"
6204009387;"ООО &quot;Касимовский картофель&quot;"
6230023035;"ООО &quot;Пормет&quot;"
6729001476;"АО &quot;СмАЗ&quot;"
6726018979;"ООО &quot;Дорогобужская ТЭЦ&quot;"
6909002060;"ОАО &quot;КЗЭ&quot;"
3227005513;"ТНВ &quot;СЫР СТАРОДУБСКИЙ&quot;"
7107009048;"АО &quot;ТМК&quot;"
7730239877;АО «ГКНПЦ им. М.В. Хруничева»
6829001007;"ОАО &quot;Котовский ЛКЗ&quot;"
3307001514;"ЗАО &quot;Муром&quot;"
3304001361;"АО &quot;ОС Стекловолокно&quot;"
3731001968;"ОАО &quot;ИВХИМПРОМ&quot;"
7813351079;"ООО &quot;Импульс&quot; (ИНН 7813351079)"
5045067325;"ООО &quot;КАШИРСКАЯ ГРЭС&quot;"
4705001850;"НИЦ &quot;КУРЧАТОВСКИЙ ИНСТИТУТ&quot;-ПИЯФ"
4703058668;"ООО &quot;ПИТ-ПРОДУКТ&quot;"
1001004472;"АО &quot;СЛАВМО&quot;"
1103006077;"ООО &quot;Воркутинские ТЭЦ&quot;"
1102020632;"ЗАО &quot;Тиман-Печора Эксплорэйшн&quot;"
2902073635;"ООО &quot;Севмясторг&quot;"
2329016248;"ООО &quot;РУСТАРК&quot;"
2312166206;"ООО &quot;Маркетинг Компани Плюс&quot;"
2364009853;"ООО &quot;КСП &quot;ДРУЖБА&quot;"
0105003182;"ЗАО &quot;МОЛКОМБИНАТ &quot;АДЫГЕЙСКИЙ&quot;"
3128037345;"ООО &quot;ОСМиБТ&quot;"
3123067522;"ООО &quot;Полисинтез&quot;"
2634814807;"ООО &quot;ПЛАНЕТА&quot; (ИНН 2634814807)"
2635801991;"ООО &quot;ГЕЛИОС&quot; (ИНН 2635801991)"
2632013897;"ЗАО &quot;Холод&quot; (ИНН 2632013897)"
7438011866;"ООО &quot;ЧЕЛЯБТЕХГАЗ&quot;"
222200282700;Индивидуальный предприниматель Ковтун Дмитрий Валерьевич
2539007602;"КГАУЗ &quot;Владивостокская  клиническая больница № 2 &quot;"
6629020796;"ООО &quot;НПО &quot;ЦЕНТРОТЕХ&quot;"
8906005041;"ГЯ &quot;Муравленковская городская больница&quot;"
7714968470;"ООО &quot;ЗМК МОСТ&quot;"
2703000015;"ПАО &quot;АСЗ&quot;"
6664013880;"АО &quot;УРАЛХИММАШ&quot;"
245200203248;ИП СИГАЕВ Д. Б.
6617025334;"ГАУЗ СО &quot;КГБ&quot;"
6662054256;"МБУ &quot;ЦГКБ №1 Октябрьского района&quot;"
7448009721;"ОАО &quot;Челябвтормет&quot;"
7709804318;"ООО &quot;Праксэа Рус&quot;"
8901016346;"ООО &quot;Кислород&quot; (ИНН 8901016346)"
2452025371;"ООО &quot;КАЗ&quot; (ИНН 2452025371)"
2311280957;"ООО &quot;БАРЫШ-СФЕРА&quot;"
9309010650;"ООО ЦОФ &quot;ДОНЕЦКАЯ&quot;"
6658225950;"ФКУЗ &quot;МСЧ МВД РОССИИ ПО СВЕРДЛОВСКОЙ ОБЛАСТИ&quot;"
9201001480;"ООО &quot;КФГ&quot;"
5249105219;"АО &quot;КОРУНД-ЦИАН&quot;"
645301190606;ХЛЕБНИКОВА Н.А.
7708000794;"АО &quot;Мостостройиндустрия&quot;"
2458008580;"ООО &quot; ЛПЗ &quot; СЕГАЛ &quot;"
343516374376;ИП Майер Алексей Владимирович
7201000726;"АО &quot;ТРАНСНЕФТЬ - СИБИРЬ&quot;"
6623136360;"ООО ТТК &quot;АЛЬФАГАЗСЕРВИС-НТ&quot;"
9302001448;"ООО &quot;ПФК &quot;ЕВРОРЕСУРС&quot;"
6678016584;"ООО &quot;ЭТНАТРАНС&quot;"
7701888612;"ООО &quot;НЕФТЕХИМСТАНДАРТ&quot;"
6037010180;ООО «Елме Мессер Рус»
