inn;predpriyatie;tip;marka_model;zavodskoy_nomer;sreda;data;srok_do;status_sroka;sila;klass;istochnik;ssylka;citata
3801046700;"АО ""АЗП""";компрессор;К-213/4;77865;;22.12.2022;;;1;надзорная запись: заключение ЭПБ;"АО ""ИРКУТСКИЙ НАУЧНО-ИССЛЕДОВАТЕЛЬСКИЙ И КОНСТРУКТОРСКИЙ ИНС";https://monitor-pb.ru/conclusion/67-%D0%A2%D0%A3-19022-2022;Компрессор 202ГП-20/2 поз. К-213/4, зав. № 77865 место расположения «Площадка производства этилбензола, стирола, полистиролов» рег. № А67-00348-0003 от 13.02.2001г., I класс опасности, Иркутская область, г. Ангарск, Перв
3801046700;"АО ""АЗП""";компрессор;В-102/2;2;;09.01.2024;;;1;надзорная запись: заключение ЭПБ;"АО НПКЦ ""ЭНЕРГИЯ"" (ИНН 7704655662)";https://monitor-pb.ru/conclusion/67-%D0%A2%D0%A3-00032-2024;Техническое устройство – Маслоотделитель 3 ступени компрессора поз. В-102/2 зав. № 2 рег. № 46 место расположения «Площадка производства олефинов» рег. №А67-00348-0001 от 13.02.2001 г., I класс опасности Иркутская област
3801046700;"АО ""АЗП""";компрессор;АУ-200/2;1904;;11.01.2017;;;1;надзорная запись: заключение ЭПБ;"АО ""ИРКУТСКИЙ НАУЧНО-ИССЛЕДОВАТЕЛЬСКИЙ И КОНСТРУКТОРСКИЙ ИНС";https://monitor-pb.ru/conclusion/67-%D0%A2%D0%A3-00191-2017;Компрессор АУ-200/2 поз. АК-3, зав. № 1904 место расположения «Площадка производства этилбензола, стирола, полистиролов» рег. № А67-00348-0001 от 13.02.2001г., I класс опасности, Иркутская область, г. Ангарск, 1-й промыш
3801046700;"АО ""АЗП""";компрессор;В-101/1;670;;13.01.2025;;;1;надзорная запись: заключение ЭПБ;"АО НПКЦ ""ЭНЕРГИЯ"" (ИНН 7704655662)";https://monitor-pb.ru/conclusion/67-%D0%A2%D0%A3-00197-2025;техническое устройство Холодильник 1 ступени компрессора поз. В-101/1 зав. № 670 рег. № 15997 место расположения «Площадка производства олефинов» рег. №А67-00348-0001 от 13.02.2001 г., I класс опасности Иркутская область
3801046700;"АО ""АЗП""";компрессор;В-102/Д2;5;;14.02.2025;;;1;надзорная запись: заключение ЭПБ;"АО НПКЦ ""ЭНЕРГИЯ"" (ИНН 7704655662)";https://monitor-pb.ru/conclusion/67-%D0%A2%D0%A3-02554-2025;техническое устройство Холодильник IV ступени компрессора поз. В-102/Д2 зав. № 5 рег. № 16876 место расположения «Площадка производства олефинов» рег. №А67-00348-0001 от 13.02.2001 г., I класс опасности Иркутская область
3801046700;"АО ""АЗП""";компрессор;Н6-Н230201-Т1;36415;;30.09.2019;;;1;надзорная запись: заключение ЭПБ;"АО ""ИРКУТСКИЙ НАУЧНО-ИССЛЕДОВАТЕЛЬСКИЙ И КОНСТРУКТОРСКИЙ ИНС";https://monitor-pb.ru/conclusion/67-%D0%A2%D0%A3-14122-2019;№ 8-244-2019 компрессор Н6-Н230201-Т1, поз. В-103/1, зав.№ 36415, место расположения «Площадка производства олефинов», рег. № А67-00348-0001 от 13.02.2001г., I класс опасности, Иркутская область, г. Ангарск, Первый промы
3801046700;"АО ""АЗП""";компрессор;Н6-Н230201-Т1;36416;;30.09.2019;;;1;надзорная запись: заключение ЭПБ;"АО ""ИРКУТСКИЙ НАУЧНО-ИССЛЕДОВАТЕЛЬСКИЙ И КОНСТРУКТОРСКИЙ ИНС";https://monitor-pb.ru/conclusion/67-%D0%A2%D0%A3-14123-2019;№ 8-245-2019 компрессор Н6-Н230201-Т1, поз. В-103/2, зав.№ 36416, место расположения «Площадка производства олефинов», рег. № А67-00348-0001 от 13.02.2001г., I класс опасности, Иркутская область, г. Ангарск, Первый промы
3801046700;"АО ""АЗП""";компрессор;В-102/4;4;;15.11.2018;;;1;надзорная запись: заключение ЭПБ;"АО ""ИРКУТСКИЙ НАУЧНО-ИССЛЕДОВАТЕЛЬСКИЙ И КОНСТРУКТОРСКИЙ ИНС";https://monitor-pb.ru/conclusion/67-%D0%A2%D0%A3-14196-2018;"Бак продувок (компрессор поз. В-102/4), зав. № 4, рег. № 174 место расположения «Площадка производства олефинов» рег. № А67-00348-0001 от 13.02.2001г. I класс опасности; Иркутская область, г. Ангарск, Первый промышленный"
3801046700;"АО ""АЗП""";компрессор;В-1;2395;;07.04.2026;;;1;надзорная запись: заключение ЭПБ;"АО НПКЦ ""ЭНЕРГИЯ"" (ИНН 7704655662)";https://monitor-pb.ru/conclusion/38-%D0%A2%D0%A3-776253-2026;"ЗАКЛЮЧЕНИЕ 19/АНИ-ЭТУ/24-25-3410 ЭКСПЕРТИЗЫ ПРОМЫШЛЕННОЙ БЕЗОПАСНОСТИ на техническое устройствоМаслохолодильник вертикальный компрессора В-1 поз. ВТ-1/1 зав.№ 2395 рег.№ 723 место расположения ""Площадка производства олеф"
3801046700;"АО ""АЗП""";компрессор;В-1;08022;;08.04.2026;;;1;надзорная запись: заключение ЭПБ;"АО НПКЦ ""ЭНЕРГИЯ"" (ИНН 7704655662)";https://monitor-pb.ru/conclusion/38-%D0%A2%D0%A3-778452-2026;"ЗАКЛЮЧЕНИЕ 19/АНИ-ЭТУ/24-25-3417 ЭКСПЕРТИЗЫ ПРОМЫШЛЕННОЙ БЕЗОПАСНОСТИ на техническое устройство Охладитель газа компрессора В-1 поз. МТ-3 зав.№ 08022 рег.№727 место расположения ""Площадка производства олефинов"" рег.№А67-"
3801046700;"АО ""АЗП""";компрессор;В-2;06003;;08.04.2026;;;1;надзорная запись: заключение ЭПБ;"АО НПКЦ ""ЭНЕРГИЯ"" (ИНН 7704655662)";https://monitor-pb.ru/conclusion/38-%D0%A2%D0%A3-778466-2026;"ЗАКЛЮЧЕНИЕ 19/АНИ-ЭТУ/24-25-3418 ЭКСПЕРТИЗЫ ПРОМЫШЛЕННОЙ БЕЗОПАСНОСТИ на техническое устройство Охладитель газа компрессора В-2 поз. МТ-4 зав.№ 06003 рег.№731 место расположения ""Площадка производства олефинов""рег.№А67-0"
3801046700;"АО ""АЗП""";компрессор;В-2;05002;;08.04.2026;;;1;надзорная запись: заключение ЭПБ;"АО НПКЦ ""ЭНЕРГИЯ"" (ИНН 7704655662)";https://monitor-pb.ru/conclusion/38-%D0%A2%D0%A3-778482-2026;"Заключение №19/АНИ-ЭТУ/24-25-3419 Экспертизы промышленной безопасности на техническое устройство Охладитель газа компрессора В-2 поз.МТ-5 зав.№05002, рег.№732 место расположения ""Площадка производства олефинов"" рег.№ А67"
3801046700;"АО ""АЗП""";компрессор;В-2;07001;;08.04.2026;;;1;надзорная запись: заключение ЭПБ;"АО НПКЦ ""ЭНЕРГИЯ"" (ИНН 7704655662)";https://monitor-pb.ru/conclusion/38-%D0%A2%D0%A3-778552-2026;"ЗАКЛЮЧЕНИЕ 19/АНИ-ЭТУ/24-25-3420 ЭКСПЕРТИЗЫ ПРОМЫШЛЕННОЙ БЕЗОПАСНОСТИ на техническое устройство Охладитель газа компрессора В-2 поз. МТ-6 зав.№ 07001 рег.№733 место расположения ""Площадка производства олефинов"" рег.№А67-"
3801046700;"АО ""АЗП""";компрессор;13ГП-20/9;3;;09.01.2017;;;1;надзорная запись: заключение ЭПБ;"АО ""ИРКУТСКИЙ НАУЧНО-ИССЛЕДОВАТЕЛЬСКИЙ И КОНСТРУКТОРСКИЙ ИНС";https://monitor-pb.ru/conclusion/67-%D0%A2%D0%A3-00016-2017;№ 8-020-2016 Компрессор 13ГП-20/9 поз. В-101/2, зав. № 3, место расположения «Площадка производства олефинов» рег. № А67-00348-0001 от 13.02.2001г., I класс опасности, Иркутская область, г. Ангарск, 1-й промышленный масс
3801046700;"АО ""АЗП""";компрессор;13ГП-20/9;7;;09.01.2017;;;1;надзорная запись: заключение ЭПБ;"АО ""ИРКУТСКИЙ НАУЧНО-ИССЛЕДОВАТЕЛЬСКИЙ И КОНСТРУКТОРСКИЙ ИНС";https://monitor-pb.ru/conclusion/67-%D0%A2%D0%A3-00019-2017;№ 8-021-2016 Компрессор 13ГП-20/9 поз. В-101/3, зав. № 7, место расположения «Площадка производства олефинов» рег. № А67-00348-0001 от 13.02.2001г., I класс опасности, Иркутская область, г. Ангарск, 1-й промышленный масс
3801046700;"АО ""АЗП""";компрессор;Н6-Н230201-Т1;36417;;11.01.2017;;;1;надзорная запись: заключение ЭПБ;"АО ""ИРКУТСКИЙ НАУЧНО-ИССЛЕДОВАТЕЛЬСКИЙ И КОНСТРУКТОРСКИЙ ИНС";https://monitor-pb.ru/conclusion/67-%D0%A2%D0%A3-00196-2017;№ 8-027-2016 Компрессор Н6-Н230201-Т1 поз. В-103/3, зав. № 36417, место расположения «Площадка производства олефинов» рег. № А67-00348-0001 от 13.02.2001г., I класс опасности, Иркутская область, г. Ангарск, 1-й промышлен
3801046700;"АО ""АЗП""";компрессор;К-213/3;77868;;03.07.2017;;;1;надзорная запись: заключение ЭПБ;"АО ""ИРКУТСКИЙ НАУЧНО-ИССЛЕДОВАТЕЛЬСКИЙ И КОНСТРУКТОРСКИЙ ИНС";https://monitor-pb.ru/conclusion/67-%D0%A2%D0%A3-05893-2017;№ 8-078-2017 Компрессор 202ГП-20/2 поз. К-213/3, зав. № 77868, место расположения «Площадка производства олефинов» рег. № А67-00348-0001 от 13.02.2001г., I класс опасности, Иркутская область, г. Ангарск, 1-й промышленный
3801046700;"АО ""АЗП""";компрессор;2М10-60/6-250;3;;15.10.2020;;;1;надзорная запись: заключение ЭПБ;"АО ""ИРКУТСКИЙ НАУЧНО-ИССЛЕДОВАТЕЛЬСКИЙ И КОНСТРУКТОРСКИЙ ИНС";https://monitor-pb.ru/conclusion/67-%D0%A2%D0%A3-11201-2020;№ 8-281-2020 Компрессор 2М10-60/6-250 поз. В-102/4, зав. № 3, место расположения «Площадка производства олефинов» рег. № А67-00348-0001 от 13.02.2001г., I класс опасности, Иркутская область, г. Ангарск, Первый промышленн
3801046700;"АО ""АЗП""";компрессор;2М10-60/6-250;2;;27.10.2020;;;1;надзорная запись: заключение ЭПБ;"АО ""ИРКУТСКИЙ НАУЧНО-ИССЛЕДОВАТЕЛЬСКИЙ И КОНСТРУКТОРСКИЙ ИНС";https://monitor-pb.ru/conclusion/67-%D0%A2%D0%A3-11919-2020;№ 8-278-2020 Компрессор 2М10-60/6-250 поз. В-102/1, зав. № 2, место расположения «Площадка производства олефинов» рег. № А67-00348-0001, от 13.02.2001г., I класс опасности, Иркутская область, г. Ангарск, Первый промышлен
3801046700;"АО ""АЗП""";компрессор;2М10-60/6-250;1;;06.11.2020;;;1;надзорная запись: заключение ЭПБ;"АО ""ИРКУТСКИЙ НАУЧНО-ИССЛЕДОВАТЕЛЬСКИЙ И КОНСТРУКТОРСКИЙ ИНС";https://monitor-pb.ru/conclusion/67-%D0%A2%D0%A3-12445-2020;№ 8-279-2020 Компрессор 2М10-60/6-250 поз. В-102/2, зав. № 1, место расположения «Площадка производства олефинов» рег. № А67-00348-0001 от 13.02.2001г., I класс опасности, Иркутская область, г. Ангарск, Первый промышленн
3801046700;"АО ""АЗП""";компрессор;Н6-Н230201-Т1;36417;;11.11.2020;;;1;надзорная запись: заключение ЭПБ;"АО ""ИРКУТСКИЙ НАУЧНО-ИССЛЕДОВАТЕЛЬСКИЙ И КОНСТРУКТОРСКИЙ ИНС";https://monitor-pb.ru/conclusion/67-%D0%A2%D0%A3-12709-2020;Компрессор Н6-Н230201-Т1 поз. В-103/3, зав. № 36417 место расположения «Площадка производства олефинов» рег. № А67-00348-0001 от 13.02.2001г., I класс опасности, Иркутская область, г. Ангарск, Первый промышленный массив,
3801046700;"АО ""АЗП""";компрессор;Н 8;;;31.10.2017;;;1;надзорная запись: заключение ЭПБ;"АО ""ИРКУТСКИЙ НАУЧНО-ИССЛЕДОВАТЕЛЬСКИЙ И КОНСТРУКТОРСКИЙ ИНС";https://monitor-pb.ru/conclusion/67-%D0%A2%D0%A3-12842-2017;"Компрессор ВДС-Н 8 1/2"" - 9 1/4"" - 8 1/2"" поз. К-202, зав. № б/н место расположения «Площадка производства олефинов» рег. № А67-00348-0001 от 13.02.2001г., I класс опасности, Иркутская область, г. Ангарск, Первый промышл"
3801046700;"АО ""АЗП""";компрессор;Н 8;;;31.10.2017;;;1;надзорная запись: заключение ЭПБ;"АО ""ИРКУТСКИЙ НАУЧНО-ИССЛЕДОВАТЕЛЬСКИЙ И КОНСТРУКТОРСКИЙ ИНС";https://monitor-pb.ru/conclusion/67-%D0%A2%D0%A3-12843-2017;"Компрессор ВДС-Н 8 1/2"" - 9 1/4"" - 8 1/2"" поз. К-201, зав. № б/н место расположения «Площадка производства олефинов» рег. № А67-00348-0001 от 13.02.2001г., I класс опасности, Иркутская область, г. Ангарск, Первый промышл"
3801046700;"АО ""АЗП""";компрессор;13ГП-20/9;8;;02.11.2018;;;1;надзорная запись: заключение ЭПБ;"АО ""ИРКУТСКИЙ НАУЧНО-ИССЛЕДОВАТЕЛЬСКИЙ И КОНСТРУКТОРСКИЙ ИНС";https://monitor-pb.ru/conclusion/67-%D0%A2%D0%A3-13635-2018;№ 8-092-2018 Компрессор 13ГП-20/9 поз.В-101/4, зав. № 8, место расположения «Площадка производства олефинов», рег. № А67-00348-0001 от 13.02.2001г., I класс опасности, Иркутская область, г. Ангарск, Первый промышленный м
3801046700;"АО ""АЗП""";компрессор;13ГП-20/9;2;;02.11.2018;;;1;надзорная запись: заключение ЭПБ;"АО ""ИРКУТСКИЙ НАУЧНО-ИССЛЕДОВАТЕЛЬСКИЙ И КОНСТРУКТОРСКИЙ ИНС";https://monitor-pb.ru/conclusion/67-%D0%A2%D0%A3-13637-2018;№ 8-090-2018 Компрессор 13ГП-20/9 поз.В-101/1, зав. № 2, место расположения «Площадка производства олефинов», рег. № А67-00348-0001 от 13.02.2001г., I класс опасности, Иркутская область, г. Ангарск, Первый промышленный м
3801046700;"АО ""АЗП""";компрессор;Н6-Н230201-Т1;36418;;01.12.2020;;;1;надзорная запись: заключение ЭПБ;"АО ""ИРКУТСКИЙ НАУЧНО-ИССЛЕДОВАТЕЛЬСКИЙ И КОНСТРУКТОРСКИЙ ИНС";https://monitor-pb.ru/conclusion/67-%D0%A2%D0%A3-14183-2020;Компрессор Н6-Н230201-Т1 поз. В-103/4, зав. № 36418 место расположения «Площадка производства олефинов» рег. № А67-00348-0001 от 13.02.2001г., I класс опасности, Иркутская область, г. Ангарск, Первый промышленный массив,
3801046700;"АО ""АЗП""";компрессор;В-102/3;3;;15.11.2018;;;1;надзорная запись: заключение ЭПБ;"АО ""ИРКУТСКИЙ НАУЧНО-ИССЛЕДОВАТЕЛЬСКИЙ И КОНСТРУКТОРСКИЙ ИНС";https://monitor-pb.ru/conclusion/67-%D0%A2%D0%A3-14199-2018;"Бак продувок (к компрессору поз. В-102/3), зав. № 3, рег. № 169 место расположения «Площадка производства олефинов» рег. № А67-00348-0001 от 13.02.2001г. I класс опасности; Иркутская область, г. Ангарск, Первый промышлен"
3801046700;"АО ""АЗП""";компрессор;В-102/1;1;;15.11.2018;;;1;надзорная запись: заключение ЭПБ;"АО ""ИРКУТСКИЙ НАУЧНО-ИССЛЕДОВАТЕЛЬСКИЙ И КОНСТРУКТОРСКИЙ ИНС";https://monitor-pb.ru/conclusion/67-%D0%A2%D0%A3-14201-2018;"Бак продувок (к компрессору поз. В-102/1), зав. № 1, рег. № 68 место расположения «Площадка производства олефинов» рег. № А67-00348-0001 от 13.02.2001г. I класс опасности; Иркутская область, г. Ангарск, Первый промышленн"
3801046700;"АО ""АЗП""";узел компрессор;В-102/1;1;;09.11.2022;;;1;надзорная запись: заключение ЭПБ;"АО ""ИРКУТСКИЙ НАУЧНО-ИССЛЕДОВАТЕЛЬСКИЙ И КОНСТРУКТОРСКИЙ ИНС";https://monitor-pb.ru/conclusion/67-%D0%A2%D0%A3-15405-2022;"Маслоотделитель II ступени компрессора В-102/1, поз. МО-2, зав. № 1, рег. № 69 место расположения «Площадка производства олефинов» рег. № А67-00348-0001, от 13.02.2001г. I класс опасности; Иркутская область, г. Ангарск, "
3801046700;"АО ""АЗП""";узел компрессор;В-102/4;4;;09.11.2022;;;1;надзорная запись: заключение ЭПБ;"АО ""ИРКУТСКИЙ НАУЧНО-ИССЛЕДОВАТЕЛЬСКИЙ И КОНСТРУКТОРСКИЙ ИНС";https://monitor-pb.ru/conclusion/67-%D0%A2%D0%A3-15406-2022;"Маслоотделитель I ступени компрессора В-102/4, поз. МО-1, зав. № 4, рег. № 177 место расположения «Площадка производства олефинов» рег. № А67-00348-0001, от 13.02.2001г. I класс опасности; Иркутская область, г. Ангарск, "
3801046700;"АО ""АЗП""";узел компрессор;В-102/1;1;;09.11.2022;;;1;надзорная запись: заключение ЭПБ;"АО ""ИРКУТСКИЙ НАУЧНО-ИССЛЕДОВАТЕЛЬСКИЙ И КОНСТРУКТОРСКИЙ ИНС";https://monitor-pb.ru/conclusion/67-%D0%A2%D0%A3-15409-2022;"Маслоотделитель I ступени компрессора В-102/1, поз. МО-1, зав. № 1, рег. № 70 место расположения «Площадка производства олефинов» рег. № А67-00348-0001, от 13.02.2001г. I класс опасности; Иркутская область, г. Ангарск, П"
3801046700;"АО ""АЗП""";компрессор;В-102/2;2;;16.11.2023;;;1;надзорная запись: заключение ЭПБ;"АО НПКЦ ""ЭНЕРГИЯ"" (ИНН 7704655662)";https://monitor-pb.ru/conclusion/67-%D0%A2%D0%A3-18284-2023;на Техническое устройство – Маслоотделитель 1 ступени компрессора поз. В-102/2 зав. № 2 рег. № 40 место расположения «Площадка производства олефинов» рег. №А67-00348-0001 от 13.02.2001 г., I класс опасности Иркутская обл
3801046700;"АО ""АЗП""";компрессор;В-2;2396;;07.04.2026;;;1;надзорная запись: заключение ЭПБ;"АО НПКЦ ""ЭНЕРГИЯ"" (ИНН 7704655662)";https://monitor-pb.ru/conclusion/38-%D0%A2%D0%A3-776292-2026;"ЗАКЛЮЧЕНИЕ 19/АНИ-ЭТУ/24-25-3411 ЭКСПЕРТИЗЫ ПРОМЫШЛЕННОЙ БЕЗОПАСНОСТИ на техническое устройство Маслохолодильник вертикальный компрессора В-2 поз. ВТ-1/2 зав.№ 2396 рег.№ 724 место расположения ""Площадка производства оле"
3801046700;"АО ""АЗП""";компрессор;В-1;99003;;07.04.2026;;;1;надзорная запись: заключение ЭПБ;"АО НПКЦ ""ЭНЕРГИЯ"" (ИНН 7704655662)";https://monitor-pb.ru/conclusion/38-%D0%A2%D0%A3-776694-2026;"Заключение №19/АНИ-ЭТУ/24-25-3412 Экспертизы промышленной безопасности на техническое устройство Маслохолодильник горизонтальный компрессора В-1 поз.ВТ-2/1 зав.№99003 рег.№729 место расположения ""Площадка производства ол"
3801046700;"АО ""АЗП""";компрессор;В-2;93019;;07.04.2026;;;1;надзорная запись: заключение ЭПБ;"АО НПКЦ ""ЭНЕРГИЯ"" (ИНН 7704655662)";https://monitor-pb.ru/conclusion/38-%D0%A2%D0%A3-777052-2026;"Заключение №19/АНИ-ЭТУ/24-25-3413 Экспертизы промышленной безопасности на техническое устройство Маслохолодильник горизонтальный компрессора В-2 поз.ВТ-2/2 зав.№93019, рег.№730 место расположения ""Площадка производства о"
3801046700;"АО ""АЗП""";компрессор;М-4;1805647;;10.01.2024;;;1;надзорная запись: заключение ЭПБ;"ООО ""ТЕХДИЭКС""";https://monitor-pb.ru/conclusion/67-%D0%A2%D0%A3-00173-2024;техническое устройство, применяемое на опасном производственном объекте (свидетельство о регистрации ОПО № А67-00348, дата выдачи 08 октября 2013 г., наименование объекта - «Площадка производства олефинов», рег. номер А6
3801046700;"АО ""АЗП""";компрессор;АУ-200;2029;;11.01.2017;;;1;надзорная запись: заключение ЭПБ;"АО ""ИРКУТСКИЙ НАУЧНО-ИССЛЕДОВАТЕЛЬСКИЙ И КОНСТРУКТОРСКИЙ ИНС";https://monitor-pb.ru/conclusion/67-%D0%A2%D0%A3-00198-2017;№ 8-029-2016 Компрессор АУ-200 поз. АК-4, зав. № 2029, место расположения «Площадка производства этилбензола, стирола, полистиролов», рег. № А67-00348-0001 от 13.02.2001г., I класс опасности, Иркутская область, г. Ангарс
3801046700;"АО ""АЗП""";компрессор;К-213/4;77865;;15.12.2020;;;1;надзорная запись: заключение ЭПБ;"АО ""ИРКУТСКИЙ НАУЧНО-ИССЛЕДОВАТЕЛЬСКИЙ И КОНСТРУКТОРСКИЙ ИНС";https://monitor-pb.ru/conclusion/67-%D0%A2%D0%A3-15185-2020;№ 8-285-2020 компрессор 202ГП-20/2 поз. К-213/4, зав. № 77865 место расположения «Площадка производства этилбензола, стирола, полистиролов» рег. № А67-00348-0003 от 13.02.2001г., I класс опасности, Иркутская область, г. 
3801046700;"АО ""АЗП""";компрессор;В-101/4;8;;20.12.2018;;;1;надзорная запись: заключение ЭПБ;"АО ""ИРКУТСКИЙ НАУЧНО-ИССЛЕДОВАТЕЛЬСКИЙ И КОНСТРУКТОРСКИЙ ИНС";https://monitor-pb.ru/conclusion/67-%D0%A2%D0%A3-16465-2018;"№ 6-964-2018 Маслоотделитель компрессора поз. В-101/4 зав.№ 8, рег.№ 115, место расположения «Площадка производства олефинов» рег. № А67-00348-0001 от 13.02.2001г. I класс опасности; Иркутская область, г. Ангарск, Первый"
3801046700;"АО ""АЗП""";компрессор;RPD135;1805662;;14.02.2024;;;1;надзорная запись: заключение ЭПБ;"ООО ""ТЕХДИЭКС""";https://monitor-pb.ru/conclusion/67-%D0%A2%D0%A3-01635-2024;техническое устройство, применяемое на опасном производственном объекте (свидетельство о регистрации ОПО № А67-00348, дата выдачи 08 октября 2013 г., наименование объекта - «Площадка производства олефинов», рег. номер А6
3801046700;"АО ""АЗП""";компрессор;К-213/4;77865;;06.04.2018;;;1;надзорная запись: заключение ЭПБ;"АО ""ИРКУТСКИЙ НАУЧНО-ИССЛЕДОВАТЕЛЬСКИЙ И КОНСТРУКТОРСКИЙ ИНС";https://monitor-pb.ru/conclusion/67-%D0%A2%D0%A3-03422-2018;№ 8-124-2017 Компрессор 202ГП-20/2 поз. К-213/4, зав. № 77865, место расположения «Площадка производства этилбензола, стирола, полистиролов», рег. № А67-00348-0003 от 13.02.2001г., I класс опасности Иркутская область, г.
3801046700;"АО ""АЗП""";узел компрессор;В-102/4;116;;08.10.2020;;;1;надзорная запись: заключение ЭПБ;"АО ""ИРКУТСКИЙ НАУЧНО-ИССЛЕДОВАТЕЛЬСКИЙ И КОНСТРУКТОРСКИЙ ИНС";https://monitor-pb.ru/conclusion/67-%D0%A2%D0%A3-10830-2020;"Холодильник II ступени компрессора В-102/4, зав. № 116, рег. № 928, место расположения «Площадка производства олефинов», рег. № А67-00348-0001, от 13.02.2001г. I класс опасности; Иркутская область, г. Ангарск, Первый про"
3801046700;"АО ""АЗП""";компрессор;13ГП-20/9;2;;23.08.2019;;;1;надзорная запись: заключение ЭПБ;"АО ""ИРКУТСКИЙ НАУЧНО-ИССЛЕДОВАТЕЛЬСКИЙ И КОНСТРУКТОРСКИЙ ИНС";https://monitor-pb.ru/conclusion/67-%D0%A2%D0%A3-12390-2019;"№ 6-586-2019 Фильтр поз. В-101/1 (компрессор 13ГП-20/9), зав. № 2, рег. № 26, место расположения «Площадка производства олефинов» рег. № А67-00348-0001 от 13.02.2001г. I класс опасности; Иркутская область, г. Ангарск, Пе"
3801046700;"АО ""АЗП""";компрессор;13ГП-20/9;3;;23.08.2019;;;1;надзорная запись: заключение ЭПБ;"АО ""ИРКУТСКИЙ НАУЧНО-ИССЛЕДОВАТЕЛЬСКИЙ И КОНСТРУКТОРСКИЙ ИНС";https://monitor-pb.ru/conclusion/67-%D0%A2%D0%A3-12394-2019;"№ 6-587-2019 Фильтр поз. В-101/2 (компрессор 13ГП-20/9), зав. № 3, рег. № 75, место расположения «Площадка производства олефинов» рег. № А67-00348-0001 от 13.02.2001г. I класс опасности; Иркутская область, г. Ангарск, Пе"
3801046700;"АО ""АЗП""";узел компрессор;В-102/1;115;;17.11.2020;;;1;надзорная запись: заключение ЭПБ;"АО ""ИРКУТСКИЙ НАУЧНО-ИССЛЕДОВАТЕЛЬСКИЙ И КОНСТРУКТОРСКИЙ ИНС";https://monitor-pb.ru/conclusion/67-%D0%A2%D0%A3-13028-2020;"Холодильник II ступени компрессора В-102/1, зав. № 115, рег. № 926 место расположения «Площадка производства олефинов» рег. № А67-00348-0001, от 13.02.2001г. I класс опасности; Иркутская область, г. Ангарск, Первый промы"
3801046700;"АО ""АЗП""";компрессор;В-102/3;3;;03.10.2022;;;1;надзорная запись: заключение ЭПБ;"АО ""ИРКУТСКИЙ НАУЧНО-ИССЛЕДОВАТЕЛЬСКИЙ И КОНСТРУКТОРСКИЙ ИНС";https://monitor-pb.ru/conclusion/67-%D0%A2%D0%A3-13477-2022;"Буферная емкость всаса II ступени компрессора В-102/3, поз. БВ-2, зав. № 3, рег. № 158 место расположения «Площадка производства олефинов» рег. № А67-00348-0001, от 13.02.2001г. I класс опасности; Иркутская область, г. А"
3801046700;"АО ""АЗП""";узел компрессор;В-102/Д2;5;;23.11.2020;;;1;надзорная запись: заключение ЭПБ;"АО ""ИРКУТСКИЙ НАУЧНО-ИССЛЕДОВАТЕЛЬСКИЙ И КОНСТРУКТОРСКИЙ ИНС";https://monitor-pb.ru/conclusion/67-%D0%A2%D0%A3-13576-2020;"Холодильник IV ступени компрессора В-102/Д2, зав. № 5, рег. № 788 место расположения «Площадка производства олефинов» рег. № А67-00348-0001, от 13.02.2001г. I класс опасности; Иркутская область, г. Ангарск, Первый промыш"
3801046700;"АО ""АЗП""";компрессор;В-101/3;7;;02.11.2018;;;1;надзорная запись: заключение ЭПБ;"АО ""ИРКУТСКИЙ НАУЧНО-ИССЛЕДОВАТЕЛЬСКИЙ И КОНСТРУКТОРСКИЙ ИНС";https://monitor-pb.ru/conclusion/67-%D0%A2%D0%A3-13640-2018;"№ 6-942-2018 Бак продувок компрессора поз. В-101/3, зав. № 7, рег. № 77, место расположения «Площадка производства олефинов» рег. № А67-00348-0001 от 13.02.2001г. I класс опасности; Иркутская область, г. Ангарск, Первый "
3801046700;"АО ""АЗП""";компрессор;В-102/4;4;;12.10.2022;;;1;надзорная запись: заключение ЭПБ;"АО ""ИРКУТСКИЙ НАУЧНО-ИССЛЕДОВАТЕЛЬСКИЙ И КОНСТРУКТОРСКИЙ ИНС";https://monitor-pb.ru/conclusion/67-%D0%A2%D0%A3-13890-2022;"Буферная емкость нагнетания II ступени компрессора В-102/4, поз. БН-2, зав. № 4, рег. № 180 место расположения «Площадка производства олефинов» рег. № А67-00348-0001, от 13.02.2001г. I класс опасности; Иркутская область,"
3801046700;"АО ""АЗП""";компрессор;В-102/Д2;5;;09.11.2021;;;1;надзорная запись: заключение ЭПБ;"АО ""ИРКУТСКИЙ НАУЧНО-ИССЛЕДОВАТЕЛЬСКИЙ И КОНСТРУКТОРСКИЙ ИНС";https://monitor-pb.ru/conclusion/67-%D0%A2%D0%A3-14868-2021;"Буфер нагнетания III ступени поз. БН-3 компрессора поз. В-102/Д2 зав. № 5, рег. № 778 место расположения «Площадка производства олефинов» рег. № А67-00348-0001, от 13.02.2001г. I класс опасности; Иркутская область, г. Ан"
3801046700;"АО ""АЗП""";компрессор;В-102/Д-2;5;;22.11.2023;;;1;надзорная запись: заключение ЭПБ;"АО НПКЦ ""ЭНЕРГИЯ"" (ИНН 7704655662)";https://monitor-pb.ru/conclusion/67-%D0%A2%D0%A3-18580-2023;техническое устройство – Холодильник III ступени компрессора В-102/Д-2 поз. Х-3 зав. № 5 рег. № 16875 место расположения «Площадка производства олефинов» рег. №А67-00348-0001 от 13.02.2001 г., I класс опасности Иркутская
