inn;predpriyatie;sayt;itog;chem_podtverzhden;ssylka;citata;nazvanie_sovpalo;stranic_smotreli;kak;sam_sebya
5252049349;"СОВМЕСТНОЕ ПРЕДПРИЯТИЕ ""НИЖЭ";https://nizhekotrans.ru;подтверждён;ИНН на странице сайта;https://nizhekotrans.ru/;земного городского электротранспорта, расположенное в г. Ворсме Нижегородской области ИНН 5252049349 КПП 525201001 ОГРН 1225200035565 ОКПО 54068908 За;2 из 3;1;обычно;Нижэкотранс | «Все права защищены» Политика конфиденциальности
5263038941;"ГРУППА КОМПАНИЙ ""МОРСКИЕ И НЕФТЕГАЗОВЫ";https://mnpglobal.com;название совпало;только название, ИНН не найден;;;4 из 4;6;обычно;Группа компаний «Морские и нефтегазовые проекты» | Главная. Группа компаний «Морские и нефтегазовые проекты»
5406323202;"АО ""ТГК-11";https://www.tgk11.com;название совпало;только название, ИНН не найден;;;1 из 1;13;без проверки сертификата;Территориальная генерирующая компания №11 | АО «Территориальная генерирующая компания №11» ВКонтакте ВКо
5406831911;"ООО ""ЭВОКОМ";https://evocom.global;название совпало;только название, ИНН не найден;;;1 из 1;13;обычно;evocom.global | ЭвоКом - Мы являемся одной из ведущих компаний в сфере производства средств личной гигиены и продукции м
5406848697;ТЕХНОЛОГИЯ;https://technology-rf.com;подтверждён;ИНН на странице сайта;https://technology-rf.com/;рсональных данных . Отправить сообщение → Свяжитесь с нами РЕКВИЗИТЫ АО «ТЕХНОЛОГИЯ» ИНН: 5 406 848 697, КПП: 540 601 001 630 099, НСО, г. Новосибирск;1 из 1;1;обычно;АО «Технология»— производитель оборудования и комплектующих для розлива жидкостей
5618032090;КЕРАМИНОС;https://keramin.by;не подтверждён;ни ИНН, ни названия;;;0 из 1;13;обычно;Купить плитку Керамин в Минске и других городах РБ. Официальный сайт с каталогом и ценами | - Унитарное предприятие «Кер
5753051934;РУБЕТЕК РУС;https://rubetek.com;название совпало;только название, ИНН не найден;;;1 из 1;6;обычно;Системы безопасности и охраны – купить систему технической безопасности производства в Москве по выгодной цене | Компани
5836648185;ОБЛАСТНОЙ АГРОПРОМЫШЛЕННЫЙ ХОЛДИНГ;https://oaph.ru;сайт группы;название совпало, но сайт зовёт СЕБЯ «Главная», а не «областной агропромышленный холдинг», и имени предприятия нет в домене — это сайт группы;;;3 из 3;7;обычно;Главная
5836659349;"ООО ""ЖИЛЬЕ РУСМОЛКО";null;сайт не открылся;главная не открылась;;;0 из 2;0;сайт не открылся;
5902225932;БАУИНВЕСТГРУПП;https://bauinvest.org;не подтверждён;ни ИНН, ни названия;;;0 из 1;13;обычно;index | Компания Bauinvest - производитель и поставщик нерудных материалов в РФ | bauinvestNew | BAUINVEST 2026
5905062274;РОБОТЕХ;https://robotech.digital;подтверждён;ИНН на странице сайта;https://robotech.digital/contacts/;ий край, г. Пермь, ул. 2-я Красавинская, стр.79, а/я 3 Телефон +7 (342) 292-14-60 ИНН/КПП 5905062274/ 590201001 ОГРН 1195958036482 Расчётный счет 4070;1 из 1;10;обычно;Промышленные роботы и 3D-принтеры от производителя Роботех - производитель Пермь, Россия
5981013021;"АО ""АГРО-ХОЛДИНГ МАЙСКИЙ";https://www.agroinvestor.ru;не подтверждён;ни ИНН, ни названия;;;0 из 2;13;обычно;"Agroinvestor.ru | Агроинвестор | Новости АПК – Агроинвестор | ООО «Медиакомпания ""Агроинвестор""» Защита от спама reCAPTC"
6150064477;СПЕЦПОДЗЕММАШ ЯСИНОВАТСКИЙ М;https://ymz-ltd.com;сайт не открылся;главная не открылась;;;0 из 2;0;без проверки сертификата;
6167029079;ЭНЕРГОДЕТАЛЬ;https://shmze.ru;подтверждён;ИНН на странице сайта;https://shmze.ru/contacts/;блики, д. 61, оф. 414 Реквизиты ОГРН 1096195000747, дата регистрации 26 мая 2009 года ИНН 6167029079 КПП 616701001 ОКПО 89241819 ОКВЭД 25.11 Производс;1 из 1;3;обычно;"ШМЗ «Энергодеталь» — производство опор трубопроводов | ""Энергодеталь"" является юридически зарегистрированной торгов"
6234009169;ЭЛКОН;https://www.elkon.ru;название совпало;только название, ИНН не найден;;;1 из 1;11;обычно;Бетонные заводы от производителя в Москве - ELKON
6312161653;АЛТИ ФОРДЖ;https://samara-metallurg.ru;не подтверждён;ни ИНН, ни названия;;;0 из 2;9;обычно;Самарский металлургический завод
6317002858;ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ;https://samsmu.ru;не подтверждён;ни ИНН, ни названия;;;0 из 3;8;обычно;СамГМУ | Самарский государственный медицинский университет - СамГМУ | ФГБОУ ВО СамГМУ Минздрава России Наверх Канцелярия
6319033724;"САМАРСКИЙ ЗАВОД ""ЭКРАН";https://ekransamara.ru;не подтверждён;ни ИНН, ни названия;;;0 из 3;8;обычно;��������� ����� ������� - �������������� ����������� ����, ��������������, ��������������
6320002223;"АО ""АВТОВАЗ";https://info.avtovaz.ru;название совпало;только название, ИНН не найден;;;1 из 1;8;обычно;Официальный сайт АВТОВАЗ | Официальный сайт АВТОВАЗ | ВСЕ ПРАВА ЗАЩИЩЕНЫ юридическая информация
6320011940;ЗАВОД СТАЛЬНЫХ КОЛЕС;https://kubzsk.ru;не подтверждён;ни ИНН, ни названия;;;1 из 3;6;обычно;Законодательное Собрание Краснодарского края
6382101425;НАУЧНО-ПРОИЗВОДСТВЕННЫЙ КОМП;https://avtopribor.ru;название совпало;только название, ИНН не найден;;;2 из 2;12;обычно;"Научно-Производственный Комплекс ""АВТОПРИБОР"" | −2026 ООО «НПК «Автоприбор» Политика конфиденциальности"
6449071706;БЕЛАЯ ДОЛИНА;https://beldolina.com;название совпало;только название, ИНН не найден;;;2 из 2;13;обычно;"ГК «Белая Долина» | «Белая долина» Разработка сайта: ООО ""Другая компания"" druco"
6503001121;ДОЛИНСКИЙ ХЛЕБОКОМБИНАТ;https://xn--90afdxaq4c.xn--p1ai;подтверждён;ИНН на странице сайта;https://xn--90afdxaq4c.xn--p1ai/;я область, г. Долинск, ул. Ленина, 33, Факс: (42442) 26753 Эл. почта: dolhleb@mail.ru ИНН 6503001121/КПП 650301001, ОКТМО 64712000, ОКВЭД 15.81, ОКПО;2 из 2;1;обычно;Долинский хлебокомбинат | АО «ДОЛИНСКИЙ ХЛЕБОКОМБИНАТ» 694051, Сахалинская обл
6606033929;УРАЛЬСКИЕ ЛОКОМОТИВЫ;https://ulkm.ru;название совпало;только название, ИНН не найден;;;2 из 2;13;обычно;Компания «Синара – Девелопмент» - дивизиональный холдинг Группы Синара | Уральские локомотивы — официальный сайт компани
6670224529;УРАЛЬСКАЯ АГРОПРОМЫШЛЕННАЯ Г;https://ural-agro.com;название совпало;только название, ИНН не найден;;;2 из 2;6;обычно;УралАгроГрупп | Уральская Агропромышленная Группа Управление и развитие комп
6679104850;"ООО ТД ""СИМА-ЛЕНД";https://www.sima-land.ru;название совпало;только название, ИНН не найден;;;1 из 1;9;обычно;Сима-ленд | Сима-ленд — надёжный оптовый поставщик для бизнеса | ООО «Интернет магазин «Сима‑ленд»
6679138850;"АО ""СИТНО";https://sitno.ru;название совпало;только название, ИНН не найден;;;1 из 1;12;обычно;СИТНО - Ситно
6685126718;ИСЕТСКИЙ КУЗНЕЧНО-МЕХАНИЧЕСКИЙ ЗАВОД;https://aoikmz.ru;сайт не открылся;главная не открылась;;;0 из 3;0;обычно;
6725033780;"ООО ""АГРИТЕК";https://agritek-oil.ru;название совпало;только название, ИНН не найден;;;1 из 1;6;обычно;"ООО ""Агритек"" - официальный сайт | Все права защищены"
6832030103;КОРПОРАЦИЯ МАЛКОМ;https://malkom.org;название совпало;только название, ИНН не найден;;;2 из 2;7;обычно;Корпорация МАЛКОМ — продажа, ремонт и обслуживание сельхозтехники | 2026
6935504676;"ООО ""ДИСКАВЕРИ-ПЕНО";https://penowood.ru;сайт группы;"название совпало, но сайт зовёт СЕБЯ «ПЕНОВСКАЯ ДЕРЕВООБРАБАТЫВАЮЩАЯ ФАБРИКА &#8212; Строительство и проекти», а не «дискавери-пено», и имени предприятия нет в домене — это сайт группы";;;1 из 1;6;обычно;"ПЕНОВСКАЯ ДЕРЕВООБРАБАТЫВАЮЩАЯ ФАБРИКА &#8212; Строительство и проектирование домов из бруса | Политика конфиденциальнос"
6950002832;НАУЧНОЕ ПРОИЗВОДСТВЕННОЕ ОБЪЕ;https://npobit.com;не подтверждён;ни ИНН, ни названия;;;1 из 3;8;обычно;BIT | Заказать контрактное производство продуктов под брендом | БИТ
7130001590;"ПТИЦЕФАБРИКА ""ТУЛЬСКАЯ";https://tulpf.ru;название совпало;только название, ИНН не найден;;;2 из 2;6;обычно;Тульская птицефабрика
7202066550;ТЮМЕНСКАЯ АГРОПРОМЫШЛЕННАЯ ЛИЗИНГОВАЯ ;https://talkleasing.ru;не подтверждён;ни ИНН, ни названия;;;1 из 3;6;обычно;«ТАЛК лизинг» — универсальная лизинговая компания для юридических лиц и ИП
7327077188;УЛЬЯНОВСКИЙ АВТОМОБИЛЬНЫЙ ЗА;https://www.uaz.ru;подтверждён;ИНН на странице сайта;https://www.uaz.ru/;"ООО &laquo;УАЗ&raquo; Российская Федерация, 432034, Ульяновск, Московское шоссе, д.92 ИНН 7327077188 / КПП 732701001 ОГРН 1167325054082 Вся представле";2 из 2;1;обычно;Официальный сайт УАЗ (Ульяновский автомобильный завод) - Продажа автомобилей УАЗ в Москве в салонах официальных дилеров 
7452075526;ЧЕЛЯБИНСКИЙ ЗАВОД ЭЛЕКТРООБО;https://www.chelzeo.ru;не подтверждён;ни ИНН, ни названия;;;2 из 3;13;обычно;Производство трансформаторных подстанций, КСО, КРУ, НКУ, электрощитовой продукции | «ЧЗЭО» | Перепечатка материалов запр
7534018889;"ПАО ""ТГК-14";https://www.tgk-14.com;название совпало;только название, ИНН не найден;;;1 из 1;13;обычно;Публичное акционерное общество Территориальная генерирующая компания №14 | ПАО «Территориальная Генерирующая Компания № 
7702070139;БАНК ВТБ (ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТ;https://www.vtb.ru;подтверждён;ИНН на странице сайта;https://www.vtb.ru/ir/disclosure/regulatory/;ьно с 10.05.2016 по настоящее время. Размещено 28.03.2024 16:45 ИНН Актуальная информация 7702070139 Актуально с 03.09.2021 по настоящее время. Размещ;1 из 4;6;без проверки сертификата;Банк ВТБ (ПАО) ⚡— дебетовые и кредитные карты, ипотека, кредиты, вклады для физических и юридических лиц по всей России 
7703305464;ВАЛДЕКС;https://valdex-energetica.com;сайт группы;название совпало, но сайт зовёт СЕБЯ «Инжиниринговая компания Valdex Energetica», а не «валдекс», и имени предприятия нет в домене — это сайт группы;;;1 из 1;7;обычно;Инжиниринговая компания Valdex Energetica
7703370008;"ПАО ""МЕЧЕЛ";https://mechel.ru;название совпало;только название, ИНН не найден;;;1 из 1;13;обычно;«Мечел» – глобальная горнодобывающая и металлургическая компания | ПАО «Мечел», 2026 Карьера в компании Непрофильные акт
7703389295;"ПАО ""ПОЛЮС";https://polyus.com;название совпало;только название, ИНН не найден;;;1 из 1;13;обычно;Полюс | ПАО Полюс Раскрытие информации на сайте информ
7704334669;СФТ ГРУПП;https://sftgroup.ru;название совпало;только название, ИНН не найден;;;1 из 1;7;обычно;SFT Group – вертикально интегрированный холдинг гофроупаковочной отрасли | - SFT Group Политика конфиденциальности Спаси
7705392230;"АО ""ХК ""МЕТАЛЛОИНВЕСТ";https://www.metalloinvest.com;название совпало;только название, ИНН не найден;;;1 из 1;13;обычно;Металлоинвест — горно-металлургическая компания | ООО УК «МЕТАЛЛОИНВЕСТ» --> --> --> --> Раскрытие информации
7705721371;"ООО ""ЧЕРНОГОРСКАЯ ГРК";https://uglevodorody.ru;не подтверждён;ни ИНН, ни названия;;;0 из 1;13;обычно;Углеводороды.ру — нефтегазовый портал | , Углеводороды
7706207296;СВЕЗА-ЛЕС;https://sveza.com;название совпало;только название, ИНН не найден;;;1 из 1;8;обычно;Группа компаний «Свеза» — многопрофильный холдинг российского лесопромышленного комплекса | ООО «Свеза-Лес» Все права за
7709329253;"АО ""РУСАЛ";https://rusal.ru;название совпало;только название, ИНН не найден;;;1 из 1;13;обычно;РУСАЛ | РУСАЛ Все права защищены Раскрытие информации ООО «Интерфакс
7709807968;СЕДРУС;https://osnovit.market;подтверждён;ИНН на странице сайта;https://osnovit.market/;орошо Контакты 8 (800) 500-06-06 Пн-Пт с 09:00-18:00 info@osnovit.market ООО «Седрус» ИНН 7709807968 КПП 770901001 ОГРН 5087746325960 Каталог Категори;1 из 1;1;обычно;Строительные и отделочные материалы от производителя “Основит Маркет”
7710956940;НОРДЕН;https://norden.group;не подтверждён;ни ИНН, ни названия;;;0 из 1;7;обычно;Norden - кресла и кабинеты
7714496309;ТОРГОВАЯ КОМПАНИЯ НОВОСТАЛЬ-;https://novostal-m.ru;не подтверждён;ни ИНН, ни названия;;;2 из 3;8;обычно;Новосталь-М — металлургический холдинг
7717158467;АВГУСТ;https://avgust.com;название совпало;только название, ИНН не найден;;;1 из 1;13;обычно;АО Фирма «Август» – крупнейшая российская компания по производству химических средств защиты растений | , Все права защи
7720898292;ТЕХПРОГРЕСС;https://tusoft.ru;не подтверждён;ни ИНН, ни названия;;;0 из 1;8;обычно;tusoft | Программа товарного учёта для магазина и кафе — ТУ СОФТ | 2026 tusoft
7722831092;ЛАЛИБЕЛА КОФЕ;https://lalibelacoffee.com;название совпало;только название, ИНН не найден;;;2 из 2;7;обычно;"Lalibela Coffee | Official site &#8212; Lalibela coffee | ООО «ЛАЛИБЕЛА КОФЕ»"
7725104641;"ДОРОЖНО-СТРОИТЕЛЬНАЯ КОМПАНИЯ ""АВТОБАН";https://www.avtoban.ru;название совпало;только название, ИНН не найден;;;3 из 3;13;обычно;Автобан | --> Центр раскрытия корпоративной информации Противодействие
7733652345;ЯСИНОВАТСКИЙ МАШИНОСТРОИТЕЛЬ;https://ymzdn.ru;название совпало;только название, ИНН не найден;;;2 из 2;6;без проверки сертификата;Ясиноватский машиностроительный завод - Ясиноватский машиностроительный завод | Ясиноватский Машиностроительный Завод (Я
7734683995;Р-ОПРА;https://technomoscow.ru;не подтверждён;ни ИНН, ни названия;;;0 из 1;8;обычно;ОЭЗ «Технополис Москва» | Technopolis
7735163614;"ООО ""СОВЭЛМАШ";https://sovelmash.ru;подтверждён;ИНН на странице сайта;https://sovelmash.ru/contact;lmash.ru Р/С: 40702810602470001391 КПП: 773501001 БИК: 044525593 ОГРН: 1177746585378 ИНН: 7735163614 Реквизиты организации: 124460, г. Москва, г. Зеле;1 из 1;2;обычно;Конструкторское бюро по разработке и производству энергоэффективных асинхронных электродвигателей — «Совэлмаш» | ООО «Со
7736030085;ОБЪЕДИНЕННАЯ МЕТАЛЛУРГИЧЕСКАЯ КОМПАНИЯ;https://omk.ru;не подтверждён;ни ИНН, ни названия;;;2 из 3;13;обычно;ОМК | Официальный сайт промышленной компании ОМК — Металлургическая продукция и комплексные решения
7743513365;МОЛОПАК;https://promupac.com;название совпало;только название, ИНН не найден;;;1 из 1;7;обычно;Картонная упаковка для молочных продуктов, соков, вина и воды - Молопак | Все права защищены
7807251809;КБ СПЕКТР;https://okb-spectr.ru;название совпало;только название, ИНН не найден;;;1 из 1;8;обычно;ОКБ Спектр — разработка и производство спектрометров и лабораторного оборудования | ООО «ОКБ Спектр» Политика конфиденци
7811608787;МУСОРОПЕРЕРАБАТЫВАЮЩИЙ КОМПЛ;https://obuhmk.ru;не подтверждён;ни ИНН, ни названия;;;0 из 2;6;обычно;Обуховский Мясокомбинат
7811792825;"ООО ""ТАЙГА ГРУПП";https://taigagrupp.com;название совпало;только название, ИНН не найден;;;2 из 2;11;обычно;Тайга Групп — Официальный сайт
7811814388;"ООО ""ЖЕШАРТСКИЙ ФАНЕРНЫЙ КОМБИНАТ";https://plyplant.com;название совпало;только название, ИНН не найден;;;3 из 3;8;обычно;Главная — Жешартский фанерный комбинат | 2026
7826087713;О КЕЙ;https://www.okmarket.ru;подтверждён;ИНН на странице сайта;https://www.okmarket.ru/;"ame} (${object.data.length}) Реклама Рекламное объявление О рекламодателе ООО ""О`КЕЙ"" ИНН 7826087713 erid: 2SDnjcVJTPZ Реклама Рекламное объявление О";0 из 0;1;обычно;Гипермаркеты О’КЕЙ официальный сайт – адреса, скидки и акции, вакансии
7838365595;"АО ГК ""АЗОТ";https://gk-azot.ru;название совпало;только название, ИНН не найден;;;1 из 1;8;обычно;Группа компаний «Азот» - Официальный сайт | АО ГК «Азот» Раскрытие информации Пресс-центр Новости За бол
7838395215;ОБЪЕДИНЕННАЯ СУДОСТРОИТЕЛЬНАЯ КОРПОРАЦ;https://aoosk.ru;подтверждён;ИНН на странице сайта;https://aoosk.ru/contacts/;щество «Объединенная судостроительная корпорация» Сокращенное наименование: АО «ОСК» ИНН: 7838395215 КПП: 783801001 КПП: 997450001 (для договоров) ОГР;3 из 3;2;обычно;Акционерное общество «Объединенная судостроительная корпорация» | Объединенная судостроительная корпорация | Акционерное
8602267207;МЕЙДЖЕРПАК ЮГРА;https://www.majorpack.ru;не подтверждён;ни ИНН, ни названия;;;1 из 2;6;обычно;majorpack.ru | Majorpack | Главная | all rights reserved Продолжая пользоваться сайтом, вы соглаш
9200016163;ДЕМЕТРА;https://demetra-sk.ru;название совпало;только название, ИНН не найден;;;1 из 1;6;обычно;ООО «Деметра» - семена, микроудобрения, средства защиты | Официальный дилер ведущих мировых производителей в РФ | ООО «Д
9702034818;ПРОМОМЕД;https://promomed.pro;название совпало;только название, ИНН не найден;;;1 из 1;13;обычно;ПРОМОМЕД сегодня | Группа компаний «Промомед»
9703014282;"ПАО ""ЭЛЕМЕНТ";https://gkelement.ru;название совпало;только название, ИНН не найден;;;1 из 1;7;обычно;Группа компаний Элемент | Группа компаний «Элемент» | «Элемент» Горячая линия Это канал приема обращений о неиспол
9721084596;МЕРЕНГА;https://merenga-dessert.ru;название совпало;только название, ИНН не найден;;;1 из 1;6;обычно;Десерты и торты для магазинов и ресторанов
0274110679;ФАРМСТАНДАРТ;https://pharmstd.ru;название совпало;только название, ИНН не найден;;;1 из 1;7;обычно;Официальный сайт АО «Фармстандарт» - разработка лекарственных препаратов | российская фармацевтическая компания АО «Фарм
6319033724;САМАРСКИЙ ЗАВОД ЭКРАН;https://ekransamara.ru;название совпало;только название, ИНН не найден;;;3 из 3;8;обычно;Самарский завод «Экран» - ультразвуковые расходомеры воды, радиоприемники, трансформаторы
2457093368;НАЦИОНАЛЬНАЯ ЭНЕРГЕТИЧЕСКАЯ КОМПАНИЯ;https://www.nec.pro;название совпало;только название, ИНН не найден;;;3 из 3;6;обычно;Национальная Энергетическая Компания | Все права защищены Главная О нас Активы Решения Карьера Прес
1001351211;ТЕХНОЛОГИЯ КАМНЯ;https://optlist.ru;не подтверждён;ни ИНН, ни названия;;;0 из 2;13;обычно;ОптЛист — поставщики и производители оптом | «ОптЛист» B2B торговая площадка для оптовиков, поставщиков и
1101205461;"АО ""КТК";https://komitk.ru;не подтверждён;ни ИНН, ни названия;;;0 из 0;6;обычно;АО «КТК» - Главная
1646019914;"АО ""ОЭЗ ППТ ""АЛАБУГА";null;сайт не открылся;главная не открылась;;;0 из 1;0;сайт не открылся;
1650033502;"ПРОФСОЮЗНАЯ ОРГАНИЗАЦИЯ РАБОТНИКОВ ""ЗА";https://profkamaz.ru;не подтверждён;ни ИНН, ни названия;;;2 из 3;7;обычно;«Профсоюз ПАО «КАМАЗ» | Главная – «Профсоюз ПАО «КАМАЗ» | Объединенная первичная профсоюзная организация ПАО «КАМАЗ» Р
1655347580;ЛЕ ПАСТЕЛЬ;https://la-pastel.ru;не подтверждён;ни ИНН, ни названия;;;0 из 1;6;без проверки сертификата;Домен не привязан к хостингу
2014032430;"КРЕСТЬЯНСКОЕ ФЕРМЕРСКОЕ ХОЗЯЙСТВО ""ВОЗ";https://kx-vozrozhdenie.com;не подтверждён;ни ИНН, ни названия;;;2 из 3;8;обычно;Крестьянское хозяйство Возрождение | Главная | Крестьянское хозяйство Возрождение | Все права защищены
0264015786;"АО ""БЕЛКАМНЕФТЬ"" ИМ. А.А. ВОЛКОВА";https://www.belkamneft.ru;подтверждён;ИНН на странице сайта;https://www.belkamneft.ru/about/requisites/;» имени А.А. Волкова Сокращенное наименование: АО «Белкамнефть» им. А.А. Волкова ИНН/КПП: 0264015786/168150001 ОРГН: 1021801582780 ОКПО: 45233523 Юрид;3 из 3;10;обычно;Официальный сайт компании АО «Белкамнефть» им. А.А. Волкова | АО «Белкамнефть» им
1644011638;"ООО ""ТАТОЙЛГАЗ""";https://tatoilgas.ru;название совпало;только название, ИНН не найден;;;1 из 1;6;без проверки сертификата;Татойлгаз
0260010699;"ООО ""Стройгаз-АГЗС""";https://e-ecolog.ru;не подтверждён;ни ИНН, ни названия;;;0 из 1;6;обычно;
2511000090;"АО ""КИСЛОРОД""";https://aokislorod.ru;подтверждён;ИНН на странице сайта;https://aokislorod.ru/kontakty/;ния О компании Контакты Обратная связь Обратная связь АКЦИОНЕРНОЕ ОБЩЕСТВО «КИСЛОРОД» ИНН 2511000090 Телефон: +7 4234 35 91 48 Email: info@aokislorod.;1 из 1;3;обычно;AO Kislorod | Производство и поставка газов и газовых смесей в баллонах в Уссурийске и Приморском крае - AO Kislorod | A
1651057270;"ООО ""ПЭСТ""";https://pestenergo.ru;подтверждён;ИНН на странице сайта;https://pestenergo.ru/company/requisites/;"экология Устав и внутренние документы Реквизиты Наименование организации: ООО ""ПЭСТ"" ИНН: 1651057270 КПП: 165801001 Юридический адрес: 420051 Россия,";1 из 1;5;обычно;ПЭСТ - Главная
1328006189;"ООО ""Мордовбитум""";http://mordovbitum.ru;название совпало;только название, ИНН не найден;;;1 из 1;13;обычно;Мордовбитум - Главная | Все права защищены
4214000693;"АО ""ТРМЗ""";http://www.trmz.ru;название совпало;только название, ИНН не найден;;;1 из 1;8;обычно;ТРМЗ - российский производитель запасных частей для карьерных экскаваторов, осуществляет ремонт горно-шахтового оборудов
3329051460;"АО ""ВПО ""ТОЧМАШ""";https://vpotochmash.ru;подтверждён;ИНН на странице сайта;https://vpotochmash.ru/about/bank_details/;Н 1083340004527 Регистрирующий орган Межрайонная ИФНС РФ № 10 по Владимирской области ИНН 3329051460 КПП 332901001 ОКАТО 17401375000 ОКВЭД 28.99.9 Бан;1 из 1;7;обычно;ОА «ТВЭЛ» Все права защищены
4702002704;"ГБУЗ ЛО ""ВОЛХОВСКАЯ МБ""";https://vmbvolhov.ru;подтверждён;ИНН на странице сайта;https://vmbvolhov.ru/company/requisites/;"лховская межрайонная больница"" Сокращенное наименование: ГБУЗ ЛО ""Волховская МБ"" ИНН/КПП: 4702002704/470201001 ОГРН: 1024700530337 Юридический адрес:";2 из 2;11;обычно;ГБУЗ ЛО ВМБ Платные услуги
2455024746;"ООО ""КДВ Минусинск""";https://about.kdv-group.com;название совпало;только название, ИНН не найден;;;1 из 1;13;обычно;Юридические лица | КДВ Групп, 2026 Политика конфиденциальности
2460083169;"АО ""КРЭВРЗ""";https://kr-evrz.ru;название совпало;только название, ИНН не найден;;;1 из 1;8;обычно;АО КрЭВРЗ | АО КрЭВРЗ - Красноярский Электровагоноремонтный Завод | АО «Красноярский электровагоноремонтный завод» г
1834034714;"ООО ""БУРОВЫЕ СИСТЕМЫ""";https://drilling-systems.ru;название совпало;только название, ИНН не найден;;;2 из 2;6;обычно;Буровые системы - Главная страница
2128701370;"ЗАО ""Промтрактор-Вагон""";https://promtraktor-vagon.inni.info;подтверждён;ИНН на странице сайта;https://promtraktor-vagon.inni.info/;кротства Контакты Адрес электронной почты Официальный сайт www.promtractor-vagon.r... ИНН 2128701370 ОГРН 1052128019019 Адрес 429330, Россия, Чувашия;1 из 1;1;обычно;ЗАО «Промтрактор-Вагон»
2517001325;"АО ""Приморский ГОК""";https://pgok.ru;название совпало;только название, ИНН не найден;;;1 из 1;6;без проверки сертификата;Главная | pgok
1315012925;"АО ""Агрофирма ""Октябрьская""";https://oktbroiler.ru;подтверждён;ИНН на странице сайта;https://oktbroiler.ru/o-kompanii/novosti/soobshhenie-provedenii-godovogo-obshhego-sobranija-akcionerov-akcionernogo-obshhestva-agrofirma-oktjabrskaja/;"овия, Лямбирский район, с. Большая Елховка, ул. Заводская, д. 12, ОГРН 1021301062122, ИНН 1315012925 (далее &ndash; Общество) Сообщение о проведении г";2 из 2;8;обычно;Животноводство, продажа птицы, растениеводство | Агрофирма «Октябрьская», Мордовия
1325029808;"АО ""Орбита""";https://orbita.su;название совпало;только название, ИНН не найден;;;1 из 1;7;обычно;"АО Орбита - производство изделий электронной техники | Все права защищены АО ""Орбита"", 26 Политика конфиденциальнос"
0265004219;"АО ""АК ОЗНА""";https://ozna.ru;название совпало;только название, ИНН не найден;;;1 из 1;13;обычно;ОЗНА - Давать уверенность в лучшем решении | Компания «ОЗНА» Конфиденциальность Условия использования Фай
1660033036;"ООО ""ГАЗПРОМ СЖИЖЕННЫЙ ГАЗ""";https://sg.gazprom.ru;название совпало;только название, ИНН не найден;;;2 из 2;7;обычно;Общество с ограниченной ответственностью «Газпром сжиженный газ»
1834100340;"АО ""МИЛКОМ""";https://www.milkom-komos.ru;подтверждён;ИНН на странице сайта;https://www.milkom-komos.ru/;ера Политика конфиденциальности Реквизиты Акционерное общество «МИЛКОМ» (АО «МИЛКОМ») ИНН 1834100340 ОГРН 1021801591580 Продажи Условия работы Докумен;1 из 1;1;обычно;«МИЛКОМ» — Молочные продукты оптом от производителя | Прямые поставки по России
1840083283;"ООО ЗАВОД ""БУММАШ""";https://bummash.ru;название совпало;только название, ИНН не найден;;;2 из 2;8;обычно;Главная | Буммаш | ООО Завод «БУММАШ» Разработка логотипа , фирменный стиль и с
2126000147;"АО ""АККОНД""";https://akkond.ru;название совпало;только название, ИНН не найден;;;1 из 1;13;обычно;АККОНД | Официальный сайт «АККОНД» | Все права защищены АО «АККОНД» Политика конфиденциальности В
2128701370;"ЗАО ""Промтрактор-Вагон""";https://promtractor-vagon.ru;подтверждён;ИНН на странице сайта;https://promtractor-vagon.ru/contacts/;н» Тел: +7 (83533) 2-55-65 Тел/факс: +7 (83533) 2-86-00 (приемная) E-mail: Реквизиты: ИНН 2128701370, КПП 212301001, Р/с 40702810022214431568 в ВНЕШЭК;1 из 1;3;обычно;Канашский вагоноремонтный завод ЗАО «Промтрактор-Вагон» - предприятие «Концерна «Тракторные заводы». Производство вагоно
0277046541;"ООО ""НИП НГ ""Петон""";https://peton.ru;название совпало;только название, ИНН не найден;;;1 из 1;13;обычно;Технологический инжиниринговый холдинг ПЕТОН | НИПИ НГ ПЕТОН Политика конфиденциальности Разработка сайта —
0278042388;"ООО ""СПК БЕТОН""";https://spkbeton.ru;подтверждён;ИНН на странице сайта;https://spkbeton.ru/;"imes; Соглашение на обработку данных Предоставляя в ООО «СПК БЕТОН» (ООО «СПК БЕТОН» (ИНН 0278042388)) настоящую заявку, я в соответствии с требования";1 из 1;1;обычно;Бетон в Уфе, производство бетона, бетон раствор ООО «СПК БЕТОН» | Правовая информация ООО «СПК БЕТОН» Приемная: +7 (347)
1428009578;"ООО Рудник ""Дуэт""";https://rudnik-duet.ru;название совпало;только название, ИНН не найден;;;2 из 2;8;обычно;"Золотодобывающая компания ООО Рудник ""Дуэт"" | All Rights Reserved ООО Рудник ""Дуэт"""
2724152185;"ООО ""ТЗК-АЭРО""";https://www.tzk-aero.ru;название совпало;только название, ИНН не найден;;;1 из 1;8;обычно;ООО ТЗК-АЭРО - Об обществе
