marka;klyuch;napisaniya;forma;forma_hodovaya;vstrech;innov;tip;chem_dobyta;primer;ssylka
КГСН-150;КГСН150;КГСН-150;К-Ц;да;26;2;не машина;провайдер+регулярка;кислородной установки КГСН-150, зав.№ 230,;https://monitor-pb.ru/conclusion/54-%D0%A2%D0%A3-06788-2017
6VN150A;6VN150A;6VN150A;ЦЛЦЛ;да;25;2;компрессор;регулярка;Поршневой холодильный компрессор 6VN150A зав. №6371 уст. №3;https://monitor-pb.ru/conclusion/20-%D0%A2%D0%A3-12258-2016
В-101/105-1;В101/1051;В-101/105-1;К-Ц/Ц-Ц;да;24;2;компрессор;регулярка;"Установка № 3, цех № 51, завод «Мономер» Трубопровод азота низкого давления от задвижек Ду 100 на эстакаде до компрессоров В-101/105-1; 2; 3; В-102-1; 2; 3; В-103-1; 2; 3, рег.№ 51217";https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-46413-2015
6ВКМ-25/8;6ВКМ25/8;6ВКМ-25/8;ЦК-Ц/Ц;да;24;2;компрессор;провайдер+регулярка;на техническое устройство: винтовой компрессор 6ВКМ-25/8 Тип компрессора: 6ВКМ-25/8 Зав. №: 84013 Инв. № 0243266 Год изготовления: 1984 г. ФГУП «УС-30» ОПО рег. №А02-90002-0049, II класс опасности.;https://monitor-pb.ru/conclusion/02-%D0%A2%D0%A3-11126-2021
302ВП-6/35;302ВП6/35;302ВП 6/35 | 302ВП-6/35 | 302ВП6/35;ЦК-Ц/Ц;да;24;2;компрессор;провайдер+регулярка;"Заключение экспертизы промышленной безопасности на технические устройство - компрессор 302ВП-6/35 (зав. №109393, рег. №1, поз. 42/1), применяемое на опасном производственном объекте ""Площадка цеха 01 ";https://monitor-pb.ru/conclusion/22-%D0%A2%D0%A3-916722-2026
ВП-20/8М;ВП20/8М;ВП-20/8М;К-Ц/ЦК;да;23;2;компрессор;регулярка;компрессор ВП-20/8М поз. К-11;https://monitor-pb.ru/conclusion/68-%D0%A2%D0%A3-07113-2014
610-11-1;610111;610-11-1;Ц-Ц-Ц;да;23;2;воздуходувка;провайдер+регулярка;"Циркуляционная газодувка 610-11-1 поз. №956/1,эксплуатируемый в составе опасного производственногообъекта ""Площадка производства капролактама"" рег.№А68-00013-0018 (I класс опасности), расположенныйна ";https://monitor-pb.ru/conclusion/68-%D0%A2%D0%A3-10762-2024
КВД-7;КВД7;КВД-7;К-Ц;да;22;2;узел: компрессор;регулярка;Буферная емкость компрессора КВД-7, поз. 3/4.8, зав. № 11143, уст.3, ц.23, з-д «Мономер»;https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-17914-2016
КПС-7;КПС7;КПС-7;К-Ц;да;22;2;узел: компрессор;регулярка;Сепаратор II ступени компрессора КПС-7, поз. 3/20.4, зав. № 56831, уст.3, ц.23, з-д «Мономер»;https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-11569-2016
В-103;В103;В-103;К-Ц;да;22;2;узел: компрессор;регулярка;«Трубопровод сброса на ППК IV ступени от сепаратора IV ступени компрессора В-103 до общего коллектора ППК» рег. №24095, установка переработки растворов, ректификации и компрессии углекислоты, цех № 24;https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-15180-2015
6ВВ-20/9;6ВВ20/9;6ВВ-20/9;ЦК-Ц/Ц;да;21;2;компрессор;регулярка;винтовой компрессор 6ВВ-20/9 зав. № 101 применяемый на опасном производственном объекте IV класса опасности рег. № А01-07011-1651 площадка воздухосборников на ст. Жигулевское Море Жигулевской дистанци;https://monitor-pb.ru/conclusion/53-%D0%A2%D0%A3-02553-2024
АДК-65/40;АДК65/40;АДК 65/40 | АДК-65/40 | АДК65/40;К-Ц/Ц;да;21;2;компрессор;регулярка;"Компрессор поршневой марки АДК-65/40, поз.10/3, зав. № 77 АО ""Башкирская содовая компания"" цех №39 ОПО «Площадка производства №1 АО ""Башкирская содовая компания""» (рег.№ А41-00092-0005; I класс опасно";https://monitor-pb.ru/conclusion/2-%D0%A2%D0%A3-874644-2026
5Г-100/6-43;5Г100/643;5Г-100/6-43;ЦК-Ц/Ц-Ц;да;21;2;компрессор;регулярка;"""Поршневой компрессор марки 5Г-100/6-43, технологический индекс 32/4, зав. № 30, применяется на площадке ПАО «Уфаоргсинтез», зарегистрированной в государственном реестре за № А41-00050-0001 как ОПО I ";https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-02216-2024
МК-10/10М;МК10/10М;МК-10/10М;К-Ц/ЦК;да;21;2;компрессор;регулярка;техническое устройство: компрессор мембранный МК-10/10М зав.№65061, тех поз. №13(1), применяемое на опасном производственном объекте: «Площадка №3 технологических цехов разделительного производства» (;https://monitor-pb.ru/conclusion/54-%D0%A2%D0%A3-06997-2019
КПС-6;КПС6;КПС-6;К-Ц;да;20;2;узел: компрессор;регулярка;Трубопровод всаса I ступени компрессора КПС-6, рег. № 23КПС6.20, уст.3, ц.23, з-д «Мономер»;https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-11431-2016
АФК 1Э;АФК1Э;АФК 1 Э | АФК 1Э;К ЦК;да;20;2;узел: воздуходувка;регулярка;Заключение №3747-ФА-06/23. Арматура нагнетательная АФК 1Э 65х140ХЛ, зав.№7731, установленная на скв.№507, Возейского нефтяного месторождения, КЦДНГ-4;https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-68168-2023
ХТК-2,5/3,5;ХТК2.5/3.5;ХТК-2,5/3,5;К-Ц,Ц/Ц,Ц;да;19;2;компрессор;регулярка;на техническое устройство – Компрессор центробежный ХТК-2,5/3,5 поз. 65(2) зав. № 81003, применяемое на опасном производственном объекте: «Площадка хлорного производства» (рег. № А19-07153-0102 от 25.;https://monitor-pb.ru/conclusion/38-%D0%A2%D0%A3-823163-2026
В-101/105-2;В101/1052;В-101/105-2;К-Ц/Ц-Ц;да;19;2;компрессор;регулярка;Установка № 3, цех № 51, завод «Мономер» Предварительный отделитель ТV-1 компрессора В-101/105-2 зав.№ 10.5.0880.6.2 рег.№ 0144;https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-38306-2015
В-10-2-УХЛ1;В102УХЛ1;В- 10-2-УХЛ1 | В-10-2-УХЛ1;К-Ц-Ц-КЦ;да;19;2;ресивер;провайдер;Воздухосборник В-10-2-УХЛ1, зав. № 568, рег. № 20323;https://monitor-pb.ru/conclusion/48-%D0%A2%D0%A3-446348-2025
В-102;В102;В-102;К-Ц;да;17;2;узел: компрессор;регулярка;трубопровод нагнетания 1 ступени компрессора В-102 от цилиндра 1 ступени до холодильника 1 ступени, рег. № 24037 (установка «Переработка», цех № 24, ГХЗ, ООО «Газпром нефтехим Салават»);https://monitor-pb.ru/conclusion/49-%D0%A2%D0%A3-46276-2020
ТГ-450-1,08;ТГ4501.08;ТГ 450-1,08 | ТГ-450-1,08;К-Ц-Ц,Ц;да;17;2;воздуходувка;регулярка;центробежная газодувка ТГ-450-1,08, поз.3/2;https://monitor-pb.ru/conclusion/36-%D0%A2%D0%A3-11277-2020
Н-900-31-4;Н900314;Н-900-31-4;К-Ц-Ц-Ц;да;16;2;воздуходувка;регулярка;ЗАКЛЮЧЕНИЕ экспертизы промышленной безопасности № 0017-ЗЭ-2024 Техническое устройство: Нагнетатель воздушный центробежный Н-900-31-4, ст. № 5/25М, зав. №5071, инв. №30800017160 Эксплуатирующая организ;https://monitor-pb.ru/conclusion/66-%D0%A2%D0%A3-18005-2024
ВКГ-30/7;ВКГ30/7;ВКГ-30/7;К-Ц/Ц;да;16;2;компрессор;регулярка;техническое устройство – винтовой компрессор 7 ВКГ-30/7, зав. № 12002, расположенный на ОПО «Пункт подготовки и сбора нефти (Лор-Еганского месторождения)»;https://monitor-pb.ru/conclusion/58-%D0%A2%D0%A3-52528-2022
BD-3000;BD3000;BD-3000 | BD3000;Л-Ц;да;16;2;осушитель;провайдер+регулярка;Осушитель сжатого воздуха адсорбционный правый BD -3000 зав. № BD 9PR0011, УОВ № 14В;https://monitor-pb.ru/conclusion/13-%D0%A2%D0%A3-14179-2017
ВЭЭ-5,0-4,5-1У;ВЭЭ5.04.51У;ВЭЭ-5,0-4,5-1У;К-Ц,Ц-Ц,Ц-ЦК;да;16;2;ресивер;провайдер;техническое устройство: воздухосборник ВЭЭ-5,0-4,5-1У ст. № 16, рег. № 24386;https://monitor-pb.ru/conclusion/43-%D0%A2%D0%A3-284474-2022
Ц4-70 №5;Ц470№5;Ц4-70 №5;КЦ-Ц №Ц;да;15;2;не машина;провайдер+регулярка;Вентилятор радиальный марки Ц4-70 №5 (зав.№92, техн.№П1-2), эксплуатируемый: «Автомобильная газонаполнительная компрессорная станция №1 г. Самара», ООО «Газпром газомоторное топливо». 443085, РФ, Сама;https://monitor-pb.ru/conclusion/43-%D0%A2%D0%A3-12537-2021
КР-2-И;КР2И;КР-2-И;К-Ц-К;да;15;2;компрессор;регулярка;компрессор КР-2-И, зав. № 1003041, тех. № К-1, инв. № 40839;https://monitor-pb.ru/conclusion/59-%D0%A2%D0%A3-57395-2022
ББК-13/10-2;ББК13/102;ББК-13/10-2;К-Ц/Ц-Ц;да;15;2;МКС;регулярка;компрессорная станция винтовая-модульная, контейнерная ББК-13/10-2 (компрессор типа ДЭН-45ШМ) зав. № 5187;https://monitor-pb.ru/conclusion/48-%D0%A2%D0%A3-09179-2022
КВД-5;КВД5;КВД-5;К-Ц;да;14;2;узел: компрессор;регулярка;Газовый холодильник I ступени компрессора КВД-5, поз. 3/4.4, Мономер, цех №23, уст.3;https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-40306-2014
К-500-61-5М;К500615М;К-500-61-5М;К-Ц-Ц-ЦК;да;14;2;компрессор;регулярка;турбокомпрессор К-500-61-5М зав. № 9166, техн. № 8;https://monitor-pb.ru/conclusion/69-%D0%A2%D0%A3-01358-2016
АКт-30;АКТ30;АКт-30 | Акт-30;К-Ц;да;14;2;ВРУ;провайдер+регулярка;«Воздухоразделительная установка АКт-30, ст. № 2, зав. № 10», кислородного цеха, площадка кислородной станции № 2;https://monitor-pb.ru/conclusion/13-%D0%A2%D0%A3-05447-2015
Ц4-70 №10;Ц470№10;Ц4-70 №10;КЦ-Ц №Ц;да;14;2;не машина;провайдер;Вентилятор поз. ВО-5 марки Ц4-70 №10 (инв. №107056) установки 39-30, предназначен для обдува электродвигателя компрессора;https://monitor-pb.ru/conclusion/48-%D0%A2%D0%A3-13952-2021
5Г-300/15-30;5Г300/1530;5Г-300/15-30;ЦК-Ц/Ц-Ц;да;13;2;компрессор;регулярка;на техническое устройство: Поршневой компрессор газовый марки 5Г-300/15-30, зав. № 46, поз. ПК-3, установки Л-35/6-300 Каталитического производства, эксплуатируемый ПАО «Славнефть-ЯНОС» на опасном про;https://monitor-pb.ru/conclusion/18-%D0%A2%D0%A3-10918-2022
6ВВ-9/9;6ВВ9/9;6ВВ-9/9;ЦК-Ц/Ц;да;13;2;компрессор;провайдер+регулярка;воздушный компрессор 6ВВ-9/9 зав. № 218 применяемый на опасном производственном объекте IV класса опасности рег. № А01-07011-1546 площадка воздухосборников ст. Загородная Уфимской дистанции пути – стр;https://monitor-pb.ru/conclusion/53-%D0%A2%D0%A3-02462-2024
КПС-3;КПС3;КПС-3;К-Ц;да;13;2;узел: компрессор;регулярка;Сепаратор I ступени компрессора КПС-3, поз.3/2.2, зав. № 11105, рег.№ 0212, Моно-мер, цех №23, уст.3;https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-40269-2014
КВД-9;КВД9;КВД-9;К-Ц;да;13;2;узел: компрессор;регулярка;Сепаратор II ступени компрессора КВД-9, поз. 3/4.3, зав. № 11208, рег. № 0191, Моно-мер, цех №23, уст.3;https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-40298-2014
ТВ-80-1,2;ТВ801.2;ТВ 80-1,2 | ТВ-80-1,2 | ТВ-80-1.2;К-Ц-Ц,Ц;да;13;2;воздуходувка;регулярка;Турбовоздуходувка центробежная ТВ-80-1,2 поз.3/1, зав.№ 5998, инв.№00250 Цех ПМЦК, отделение Ж-8-9 АО «Синтез-Каучук»;https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-37251-2022
3МК-60/12-200;3МК60/12200;3МК-60/12-200;ЦК-Ц/Ц-Ц;да;13;2;компрессор;регулярка;Агрегат компрессорный мембранный 6,3МК-60/12-200, техн. № КР204-2-16, зав. №790703, применяемый на установке № 5 цеха № 1 филиала Оренбургский гелиевый завод ООО «Газпром переработка» (ОПО: Площадка 1;https://monitor-pb.ru/conclusion/56-%D0%A2%D0%A3-514287-2025
0МК-60/12,5-200;0МК60/12.5200;0МК-60/12,5-200 | 0МК60/12,5-200;ЦК-Ц/Ц,Ц-Ц;да;13;2;компрессор;регулярка;техническое устройство – мембранный компрессор марки 4,0МК-60/12,5-200, техн. № 651 КМ-01-04, зав. № 020801, применяемый на установке № 31/32 цеха № 1 филиала Оренбургский гелиевый завод ООО «Газпром ;https://monitor-pb.ru/conclusion/49-%D0%A2%D0%A3-85342-2022
Шторм 0500;ШТОРМ0500;ШТОРМ 0500 | Шторм 0500 | Шторм-0500;К Ц;да;13;2;компрессор;провайдер+регулярка;"винтовой компрессор Шторм 0500 зав. № 85351204 эксплуатируемый ТПП ""Лангепаснефтегаз"" ООО ""ЛУКОЙЛ-Западная Сибирь""";https://monitor-pb.ru/conclusion/58-%D0%A2%D0%A3-19507-2018
ТКР-Д;ТКРД;ТКР-Д;К-К;да;13;2;компрессор;провайдер+регулярка;Центробежный компрессор тип ТКР-Д (ДАНА) техн. № 205-II, зав.№ 805192, инвентарный № х04020 отделение 1502, Цех № 15;https://monitor-pb.ru/conclusion/53-%D0%A2%D0%A3-07632-2016
125-3,5-1-ХЛ;1253.51ХЛ;125-3,5-1-ХЛ;Ц-Ц,Ц-Ц-К;да;13;2;ресивер;провайдер;Ресивер 125-3,5-1-ХЛ рег. №60598-Т, зав. №45816;https://monitor-pb.ru/conclusion/63-%D0%A2%D0%A3-929067-2026
ВОТ-380;ВОТ380;ВОТ-380;К-Ц;да;12;2;не машина;провайдер+регулярка;ЗАКЛЮЧЕНИЕ экспертизы промышленной безопасности № 0103-ЗЭ-2025 Техническое устройство: Концевой воздухоохладитель ВОТ-380 К-1500 № 8/20М, рег. № 3215, зав. № 1756, инв. № 30800017150 Эксплуатирующая о;https://monitor-pb.ru/conclusion/77-%D0%A2%D0%A3-42968-2025
0,75-РД;0.75РД;0,75 РД | 0,75-РД | 0,75РД;Ц,Ц-К;да;12;2;ресивер;провайдер+регулярка;Ресивер 0,75-РД, зав. № 243, рег. № 21576, применяемый на опасном производственном объекте: «Аммиачно-холодильная установка» рег. № А51-07069-0001, ООО «Русагро-Саратов», по адресу: Саратовская област;https://monitor-pb.ru/conclusion/51-%D0%A2%D0%A3-35891-2024
П220-7-02;П220702;П-220-7-02 | П220-7-02;КЦ-Ц-Ц;да;12;2;компрессор;регулярка;Компрессор холодильный поршневой П220-7-02, зав. №3122;https://monitor-pb.ru/conclusion/46-%D0%A2%D0%A3-11968-2022
КА-15;КА15;КА-15;К-Ц;да;12;2;ВРУ;провайдер+регулярка;Скруббер азотный, поз. 79, зав. № 621514, рег. № Н-0375 воздухоразделительная установка КА-15, зав. № 14 объект 1711, цех № 5, ГХЗ ОАО «Газпром нефтехим Сала-ват», г. Салават;https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-23739-2016
КПС-4;КПС4;КПС-4;К-Ц;да;12;2;узел: компрессор;регулярка;Газовый холодильник 4 ступени компрессора КПС-4, поз. 3/2.7, рег. № 0229, Мономер, цех №23, уст.3;https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-40284-2014
ВП 50/8;ВП50/8;ВП 50/8 | ВП-50/8;К Ц/Ц;да;12;2;компрессор;регулярка;"""Поршневой компрессор марки ВП 50/8, Технологический индекс 39/1, зав. № 906, инв. № 4780, местонахождение: производство фенола и ацетона, Цех аммиачного холода 106-605, Отделение получения инертного ";https://monitor-pb.ru/conclusion/2-%D0%A2%D0%A3-329986-2025
305ВП-20/35;305ВП20/35;305ВП-20/35;ЦК-Ц/Ц;да;12;2;компрессор;провайдер+регулярка;Заключение № 650-4608-2024 экспертизы промышленной безопасности на техническое устройство Поршневой компрессор 305ВП-20/35 Технологическая позиция №2, заводской №85560 ПАО «Нижнекамскнефтехим» Произво;https://monitor-pb.ru/conclusion/43-%D0%A2%D0%A3-06873-2025
Н-540-41-1;Н540411;Н-540-41-1;К-Ц-Ц-Ц;да;12;2;воздуходувка;регулярка;Центробежный компрессор Н-540-41-1, техн. № 8/5;https://monitor-pb.ru/conclusion/53-%D0%A2%D0%A3-06853-2015
К-1700;К1700;К-1700;К-Ц;да;11;2;узел: ВРУ;провайдер+регулярка;ЗАКЛЮЧЕНИЕ экспертизы промышленной безопасности № 0035-ЗЭ-2024 Техническое устройство: Ресивер воздушный рег.№3, зав. №07243, инв. №33300014030 Эксплуатирующая организация: Заполярный филиал ПАО «ГМК ;https://monitor-pb.ru/conclusion/66-%D0%A2%D0%A3-18283-2024
Ц4-70 №3,2;Ц470№3.2;Ц4-70 №3,2;КЦ-Ц №Ц,Ц;да;11;2;не машина;провайдер+регулярка;Вентилятор радиальный марки Ц4-70 №3,2 (зав.№22, техн.№П4-2), эксплуатируемый: «Автомобильная газонаполнительная компрессорная станция №1 г. Самара», ООО «Газпром газомоторное топливо», 443085. РФ, Са;https://monitor-pb.ru/conclusion/43-%D0%A2%D0%A3-12530-2021
РВ-2,5;РВ2.5;РВ-2,5;К-Ц,Ц;да;11;2;ресивер;регулярка;Заключение экспертизы промышленной безопасности на техническое устройство: ресивер РВ-2,5, зав. № 36, применяемое на опасном производственном объекте: «Аммиачно-холодильная установка», рег. № А50-0080;https://monitor-pb.ru/conclusion/50-%D0%A2%D0%A3-24975-2023
АНК-65;АНК65;АНК 65 | АНК-65;К-Ц;да;11;2;узел: воздуходувка;регулярка;АРМАТУРА НАГНЕТАТЕЛЬНАЯ АНК-65*210, скв.№1074, зав.№б/н, инв.№064000001433257;https://monitor-pb.ru/conclusion/18-%D0%A2%D0%A3-759843-2026
ВП-10/8;ВП10/8;ВП-10/8;К-Ц/Ц;да;11;2;компрессор;регулярка;Компрессор поршневой 302 ВП-10/8 зав.№ 1665, тех.№ К-2, применяемый на опасном производственном объекте«Участок промывки, пропарки, дегазации транспортных средств», рег.№ А01-00594-073, класс опасност;https://monitor-pb.ru/conclusion/49-%D0%A2%D0%A3-78722-2023
V-20;V20;V-20;Л-Ц;да;11;2;ресивер;провайдер+регулярка;сосуд «Ресивер азота V-20 м3» зав. № 230, рег. № 68 место установки: УПН «Казаковская», ТПП «РИТЭК-Самара-Нафта» ООО «РИТЭК»;https://monitor-pb.ru/conclusion/53-%D0%A2%D0%A3-08511-2025
АНК-6;АНК6;АНК 6 | АНК-6;К-Ц;да;11;2;узел: воздуходувка;регулярка;"Техническое устройство: Арматура нагнетательная, АНК-65х210 зав. №25, инв. №1100400ЛВНГ.ЦДНГ №2 ""Жир-новский"", скважина №66. ОПО – фонд скважин Жирновского месторождения, рег. № А53-05647-0136, III кл";https://monitor-pb.ru/conclusion/39-%D0%A2%D0%A3-20173-2020
АТКП-435-1600;АТКП4351600;АТКП-435-1600;К-Ц-Ц;да;11;2;компрессор;провайдер+регулярка;на техническое устройство: компрессор центробежный АТКП-435-1600, зав. № 90003, поз. ЦК-402/1, установки депарафинизации рафинатов и обезмасливания парафинов С-400 (Г-39/40) цеха по производству масел;https://monitor-pb.ru/conclusion/18-%D0%A2%D0%A3-00028-2023
8RPA70;8RPA70;8RPA-70 | 8RPA70;ЦЛЦ;да;11;2;компрессор;регулярка;"''Центробежный турбокомпрессор типа 8RPA70'', зав. № 1805872, тех.№ТК-2 эксплуатируемый ТПП ""Лангепаснефтегаз» "" ООО «ЛУКОЙЛ-Западная Сибирь»,";https://monitor-pb.ru/conclusion/58-%D0%A2%D0%A3-21188-2024
КВД-10;КВД10;КВД-10;К-Ц;да;11;2;узел: компрессор;регулярка;Трубопровод всаса 1 ступени компрессора КВД-10, рег. № 23КВД10.01, (уст.3, ц.23, з-д «Мономер»);https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-32183-2016
ЦК-100-61-1;ЦК100611;ЦК-100-61-1;К-Ц-Ц-Ц;да;11;2;узел: компрессор;регулярка;Трубопровод оборотной воды компрессора ЦК-100-61-1 поз. 3. Рег. № 5ЦК3.07, об. 269 цех № 5 «ГХЗ»;https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-32063-2016
КПС-2;КПС2;КПС-2;К-Ц;да;11;2;узел: компрессор;регулярка;Холодильник II ступени компрессора КПС-2, поз. 3/2.3, зав. № 2556, рег. № 0367, уст. 3, ц.23, з-д «Мономер»;https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-07769-2016
280-11-6;280116;280-11-6;Ц-Ц-Ц;да;11;2;воздуходувка;провайдер+регулярка;Центробежный нагнетатель 280-11-6 зав. №168, инв. № 126697;https://monitor-pb.ru/conclusion/28-%D0%A2%D0%A3-03206-2021
ВГ-50;ВГ50;ВГ-50;К-Ц;да;11;2;воздуходувка;провайдер+регулярка;техническое устройство: водокольцевая газодувка типа ВГ-50, поз.121, эксплуатируемая в АО «Невинномысский Азот», цех № 9;https://monitor-pb.ru/conclusion/35-%D0%A2%D0%A3-06630-2023
НЦ-16/76-1,44;НЦ16/761.44;НЦ 16/76-1,44 | НЦ-16/76-1,44;К-Ц/Ц-Ц,Ц;да;11;2;воздуходувка;регулярка;Корпус центробежного нагнетателя природного газа типа НЦ-16/76-1,44 заводской №470;https://monitor-pb.ru/conclusion/48-%D0%A2%D0%A3-40979-2017
5-РВ;5РВ;5 РВ | 5-РВ | 5РВ;Ц-К;да;11;2;ресивер;провайдер;техническое устройство, Линейный ресивер 5-РВ, заводской № 3192 регистрационный № А-21086, Владелец ООО «Арктика-Сервис»;https://monitor-pb.ru/conclusion/56-%D0%A2%D0%A3-06652-2018
КС-3;КС3;КС-3;К-Ц;да;10;2;компрессорная станция;регулярка;ЗАКЛЮЧЕНИЕ экспертизы промышленной безопасности № 0098-ЗЭ-2026 Техническое устройство: Воздухосборник V=2,0 м3 подъемной машины №1 (подъемная машина МК5Х4), участка воздушно компрессорного хозяйства к;https://monitor-pb.ru/conclusion/24-%D0%A2%D0%A3-705039-2026
Лидер;ЛИДЕР;Лидер;К;да;10;2;ресивер;провайдер+регулярка;Вертикальный ресивер, «Лидер», рег.№ 2335;https://monitor-pb.ru/conclusion/64-%D0%A2%D0%A3-957846-2026
К-5М;К5М;К-5М;К-ЦК;да;10;2;компрессор;регулярка;Воздушный поршневой компрессор К-5М, зав. № 19225, АкЦППН, УПН «Раевка», ООО «Башнефть-Добыча»;https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-27232-2024
В-3,2 У1;В3.2У1;В-3,2 У1 | В-3,2-У1 | В-3.2 У1;К-Ц,Ц КЦ;да;10;2;ресивер;провайдер+регулярка;Заключение экспертизы промышленной безопасности на техническое устройство – воздухосборник В-3,2 У1 зав.№0003 к-т 13 рег.№16252, эксплуатируемый на предприятии ЗАО «Йошкар-Олинский мясокомбинат» г. Йо;https://monitor-pb.ru/conclusion/42-%D0%A2%D0%A3-07571-2015
Н-6;Н6;Н-6;К-Ц;да;10;2;воздуходувка;регулярка;Центробежный нагнетатель (корпус, ротор) типа Н-6, зав. № 24283, инв. № 105912, ст. № 8;https://monitor-pb.ru/conclusion/57-%D0%A2%D0%A3-54075-2020
ЭУ-2;ЭУ2;ЭУ-2;К-Ц;да;10;2;осушитель;регулярка;Осушитель водорода №2 ЭУ-2 зав. №2002.131 к-т 42, рег. №76559 Уфимская ТЭЦ-2 ООО «БГК»;https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-47546-2023
ТЭЦ-1;ТЭЦ1;ТЭЦ-1;К-Ц;да;10;2;ресивер;регулярка;Ресивер водорода зав. №2002482 к-т 1 рег. №77856 площадки ТЭЦ-1 Уфимской ТЭЦ-4 ООО «БГК;https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-33431-2018
VHRG 1865-4;VHRG18654;VHRG 1865-4;Л Ц-Ц;да;10;2;воздуходувка;провайдер+регулярка;Газодувка марки «VHRG» 1865-4, технологический индекс №312.5/54.5, зав. № 559023, применяется на площадке ПАО «Уфаоргсинтез», зарегистрированной в государственном реестре за № А41-00050-0001 как ОПО I;https://monitor-pb.ru/conclusion/49-%D0%A2%D0%A3-96863-2023
0МК-60/12,5-200М1;0МК60/12.5200М1;0МК-60/12,5-200М1;ЦК-Ц/Ц,Ц-ЦКЦ;нет;10;2;компрессор;регулярка;агрегат компрессорный мембранный 4,0МК-60/12,5-200М1, техн. № 451 КМ-01-03, зав. №041003, применяемый на установке № 22 цеха № 2 филиала Оренбургский гелиевый завод ООО «Газпром переработка» (ОПО: Пло;https://monitor-pb.ru/conclusion/56-%D0%A2%D0%A3-515891-2025
ТВ-150-1,12;ТВ1501.12;ТВ-150-1,12;К-Ц-Ц,Ц;да;10;2;воздуходувка;регулярка;Заключение № 647-4608-2024 экспертизы промышленной безопасности на техническое устройство Турбовоздуходувка ТВ-150-1,12 Технологическая позиция №2А, заводской №682 ПАО «Нижнекамскнефтехим» Производств;https://monitor-pb.ru/conclusion/43-%D0%A2%D0%A3-07989-2025
BD3000;BD3000;BD-3000 | BD3000;ЛЦ;да;10;2;осушитель;регулярка;колонна адсорбционного осушителя BD3000+левая, зав.№ К12-0093-01, Р=0,7 МПа, площадка кислородной станции №1 кислородного цеха;https://monitor-pb.ru/conclusion/13-%D0%A2%D0%A3-15364-2017
К-015;К015;К-015;К-Ц;да;10;2;ВРУ;провайдер+регулярка;Установка воздухоразделительная К-015 № 4, зав. №483, кислородная станция;https://monitor-pb.ru/conclusion/46-%D0%A2%D0%A3-44088-2015
Кар-30;КАР30;КАР-30 | КАр-30 | Кар-30;К-Ц;да;10;2;узел: ВРУ;провайдер+регулярка;вохдухоразделительная установка Кар-30 ст.№12 зав.№16 площадка кислородной станции №2;https://monitor-pb.ru/conclusion/13-%D0%A2%D0%A3-06836-2018
АУУ 400;АУУ400;АУУ - 400 | АУУ 400 | АУУ-400 | АУУ400;К Ц;да;9;2;компрессор;регулярка;Компрессор, АУУ 400 зав.№166;https://monitor-pb.ru/conclusion/64-%D0%A2%D0%A3-968539-2026
5РДВА;5РДВА;5-РДВа | 5РДВА | 5РДВа;ЦК;да;9;2;ресивер;провайдер+регулярка;ЗАКЛЮЧЕНИЕ № СМХ-10-0007-2025 экспертизы промышленной безопасности на объект экспертизы промышленной безопасности «Ресивер циркуляционный 5РДВА, зав. № 26675, рег. № 279-ах», применяемый на опасном пр;https://monitor-pb.ru/conclusion/24-%D0%A2%D0%A3-92713-2025
БАУ-200;БАУ200;БАУ-200;К-Ц;да;9;2;компрессор;регулярка;техническое устройство компрессор аммиачный холодильный БАУ-200 заводской № 4774, применяемый на опасном производственном объекте III класса опасности «Цех холодильного хозяйства ООО «Челябинский Хлад;https://monitor-pb.ru/conclusion/56-%D0%A2%D0%A3-11855-2021
Н95-81-1;Н95811;Н 95-81-1 | Н-95-81-1 | Н95-81-1;КЦ-Ц-Ц;да;9;2;воздуходувка;регулярка;Нагнетатель Н95-81-1, поз. 403;https://monitor-pb.ru/conclusion/47-%D0%A2%D0%A3-25990-2025
А220;А220;А 220 | А220;КЦ;да;9;2;компрессор;регулярка;Агрегат компрессорный А220, зав №7972, поз. №9;https://monitor-pb.ru/conclusion/40-%D0%A2%D0%A3-00896-2015
